昆明机场飞行动态,,,,,
,,,,,2017年07月07日
339,DZ6312,B1533,昆明/2305,/,珠海
340,DZ6313,B1533,昆明/0945,/,长沙
341,DZ6314,B1533,长沙/1900,/,昆明
342,EU2223,B6229,成都/0645,/,昆明
343,EU2224,B6229,昆明/2325,/,成都
344,EU2225,B6229,昆明/1925,/,版纳
345,EU2226,B6229,版纳/2115,/,昆明
346,EU2721,B6229,昆明/0920,/,柳州
347,EU2722,B6229,柳州/1655,/,昆明
348,FD582,,廊曼/0900,/,昆明
349,FD583,,昆明/1320,/,廊曼
350,FM9397,B6993,长沙/1250,/,昆明
351,FM9398,B6993,昆明/1610,/,长沙
352,FM9429,B1967,衡阳/1420,/,昆明
353,FM9430,B1967,昆明/1725,/,衡阳
354,FM9451,B2570,上海/0900,/,昆明
355,FM9452,B2570,昆明/1350,/,上海
356,FM9453,B5261,上海/0815,昆明/1300,版纳
357,FM9454,B5261,版纳/1445,昆明/1640,上海
358,FM9539,B5131,温州/0740,/,昆明
359,FM9540,B5131,昆明/1200,/,温州
360,FM9541,B5145,郑州/0750,/,昆明
361,FM9542,B5145,昆明/1150,/,郑州
362,FU6509,B1562,福州/1815,/,昆明
363,FU6510,B1562,昆明/2225,/,福州
364,GJ8661,B8146,贵阳/2320,/,昆明
365,GJ8662,B8451,昆明/0730,/,贵阳
366,GJ8689,B1866,昆明/0805,/,徐州
367,GJ8690,B1866,徐州/1940,/,昆明
368,GJ8837,B1673,珠海/1150,/,昆明
369,GJ8838,B1673,昆明/1805,/,珠海
370,GS7653,B8062,西安/0805,/,昆明
371,GS7654,B8062,昆明/1140,/,西安
372,GS7661,B9983,西安/1925,/,昆明
373,GS7662,B9983,昆明/2250,/,西安
374,GS7855,B8659,天津/0825,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
375,GS7856,B8659,昆明/1325,/,天津
376,GS7857,B6727,西安/1040,/,昆明
377,GS7858,B6727,昆明/1405,/,西安
378,GS7875,B8776,西安/1640,/,昆明
379,GS7876,B8776,昆明/1950,/,西安
380,HO1019,B6640,大庸/1635,/,昆明
381,HO1020,B6640,昆明/1930,/,大庸
382,HO1093,B6619,上海/2105,/,昆明
383,HO1094,B6602,昆明/0740,/,上海
384,HO1095,B6670,毕节/1640,/,昆明
385,HO1096,B6670,昆明/1840,/,毕节
386,HO1099,B6619,上海/1200,/,昆明
387,HO1100,B6619,昆明/1635,/,上海
388,HO1121,B6788,上海/0835,/,昆明
389,HO1122,B6788,昆明/1255,/,上海
390,HO1681,B1871,毕节/1255,/,昆明
391,HO1682,B1871,昆明/1505,/,毕节
392,HU7087,B5371,海口/0740,/,昆明
393,HU7088,B5371,昆明/1035,/,海口
394,HU7111,B2490,北京/1540,/,昆明
395,HU7112,B2490,昆明/2025,/,北京
396,HU7163,B1797,深圳/0755,/,昆明
397,HU7164,B1797,昆明/1125,/,深圳
398,HU7211,B5709,北京/0810,/,昆明
399,HU7212,B5709,昆明/1255,/,北京
400,HU7235,B2651,广州/1600,/,昆明
401,HU7236,B2651,昆明/1930,/,广州
402,HU7311,B1795,北京/2130,/,昆明
403,HU7889,B1797,深圳/1905,/,昆明
404,HU7890,B1797,昆明/2240,/,深圳
405,JD5155,B1622,丽江/1405,/,昆明
406,JD5156,B1622,昆明/1605,/,丽江
407,JD5157,B6898,杭州/0955,/,昆明
408,JD5158,B6898,昆明/1430,/,杭州
409,JD5165,B6211,丽江/0940,/,昆明
410,JD5166,B6211,昆明/1550,/,丽江
411,JD5789,B8170,版纳/1005,/,昆明
412,JD5790,B8170,昆明/1220,/,版纳
413,JD5791,B6211,昆明/1145,/,芒市
414,JD5792,B6211,芒市/1340,/,昆明
415,KA760,,香港/0800,/,昆明
416,KA760,,香港/1155,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
417,KA761,,昆明/1530,/,香港
418,KA761,,昆明/0800,/,香港
419,KE885,,首尔/1830,/,昆明
420,KE886,,昆明/2355,/,首尔
421,KN2381,B7562,石家庄/0650,/,昆明
422,KN2382,B1523,昆明/2055,/,石家庄
423,KN5211,B1523,汉中/1755,/,昆明
424,KN5212,B7371,昆明/1110,/,汉中
425,KY8203,B5673,昆明/1200,/,南京
426,KY8204,B5673,南京/1600,/,昆明
427,KY8205,B5025,昆明/0905,/,济南
428,KY8206,B5025,济南/1955,/,昆明
429,KY8209,B7872,昆明/1255,/,版纳
430,KY8210,B7872,版纳/2220,/,昆明
431,KY8219,B5673,昆明/2125,/,深圳
432,KY8220,B5673,深圳/0830,/,昆明
433,KY8221,B6493,昆明/1725,/,重庆
434,KY8222,B6493,重庆/2005,/,昆明
435,KY8229,B2679,昆明/0800,/,腾冲
436,KY8230,B2679,腾冲/1620,/,昆明
437,KY8231,B7870,昆明/1640,/,丽江
438,KY8232,B7870,丽江/2345,/,昆明
439,KY8233,B7089,昆明/1355,/,太原
440,KY8234,B6492,太原/2000,/,昆明
441,KY8235,B2669,昆明/0815,/,杭州
442,KY8236,B2669,杭州/1215,/,昆明
443,KY8239,B6491,昆明/1620,/,青岛
444,KY8240,B6491,青岛/2050,/,昆明
445,KY8243,B2679,昆明/1815,/,普洱
446,KY8244,B2679,普洱/1950,/,昆明
447,KY8245,B7870,昆明/1310,/,芒市
448,KY8246,B7870,芒市/1450,/,昆明
449,KY8247,B2679,昆明/2155,/,芒市
450,KY8248,B2679,芒市/2345,/,昆明
451,KY8249,B7871,昆明/2010,/,丽江
452,KY8250,B7871,版纳/2335,/,昆明
453,KY8251,B7872,昆明/0800,/,保山
454,KY8252,B7872,保山/0940,/,昆明
455,KY8253,B5702,昆明/0810,/,西安
456,KY8254,B5702,西安/1120,/,昆明
457,KY8255,B7870,昆明/0900,/,临沧
458,KY8256,B7870,临沧/1055,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
459,KY8257,B1926,昆明/0825,/,郑州
460,KY8258,B1926,郑州/1210,/,昆明
461,KY8261,B1991,昆明/0700,/,重庆
462,KY8262,B1991,重庆/1610,/,昆明
463,KY8265,B2669,昆明/1650,/,杭州
464,KY8266,B2669,杭州/2055,/,昆明
465,KY8269,B1459,昆明/1910,/,丽江
466,KY8270,B1459,版纳/2255,/,昆明
467,KY8273,B6493,昆明/1020,/,武汉
468,KY8274,B6493,武汉/1340,/,昆明
469,KY8275,B6495,昆明/1410,/,济南
470,KY8276,B6495,济南/1905,/,昆明
471,KY8281,B5702,昆明/1440,/,上海
472,KY8282,B5702,上海/1915,/,昆明
473,KY8283,B6491,昆明/0740,/,上海
474,KY8284,B6491,上海/1155,/,昆明
475,KY8285,B5672,昆明/2240,/,广州
476,KY8286,B6493,广州/0645,/,昆明
477,KY8295,B5672,昆明/0705,/,重庆
478,KY8296,B5672,重庆/1620,/,昆明
479,KY8297,B2678,昆明/0940,/,石家庄
480,KY8298,B2678,石家庄/2010,/,昆明
481,KY8301,B1991,昆明/1840,/,惠州
482,KY8302,B1991,惠州/2130,/,昆明
483,KY8307,B1926,昆明/1650,/,南昌
484,KY8308,B6495,南昌/0940,/,昆明
485,KY8315,B7871,昆明/0720,/,腾冲
486,KY8316,B7871,腾冲/1805,/,昆明
487,KY8321,B7089,昆明/0815,/,成都
488,KY8322,B7089,成都/1045,/,昆明
489,KY8333,B1507,昆明/1000,/,西安
490,KY8334,B1507,西安/2145,/,昆明
491,KY8341,B2667,昆明/0915,/,厦门
492,KY8342,B2667,厦门/1915,/,昆明
493,KY8351,B1459,昆明/0800,/,芒市
494,KY8352,B1459,芒市/1645,/,昆明
495,MF8405,B5595,厦门/0805,/,昆明
496,MF8406,B5595,昆明/1150,/,厦门
497,MF8417,B5383,厦门/1200,/,昆明
498,MF8418,B5383,昆明/1540,/,厦门
499,MF8427,B5498,福州/0805,/,昆明
500,MF8428,B5498,昆明/1220,/,福州
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
501,MF8429,B5563,厦门/2100,/,昆明
502,MF8430,B5355,昆明/0805,/,厦门
503,MF8461,B1749,武汉/1555,/,昆明
504,MF8462,B1749,昆明/1915,/,武汉
505,MF8475,B5160,福州/1555,/,昆明
506,MF8476,B5302,昆明/2015,/,福州
507,MF8641,B5302,珠海/1705,/,昆明
508,MF8642,B5160,昆明/2010,/,珠海
509,MU2029,B6149,昆明/1445,/,曼德勒
510,MU2030,B1908,曼德勒/1315,/,昆明
511,MU2031,B5795,昆明/1355,/,仰光
512,MU2032,B5795,仰光/1725,/,昆明
513,MU2035,B6146,昆明/1300,/,达卡
514,MU2036,B6146,达卡/1635,昆明/2040,北京
515,MU2143,B5258,太原/0735,/,昆明
516,MU2144,B2682,昆明/1840,/,太原
517,MU216,B5941,南京/1630,/,昆明
518,MU2177,B8405,宁波/1415,/,昆明
519,MU2178,B8405,昆明/1825,/,宁波
520,MU2181,B9943,西安/0750,/,昆明
521,MU2182,B9943,昆明/1115,/,西安
522,MU2185,B9921,银川/1505,/,昆明
523,MU2186,B9921,昆明/1850,/,银川
524,MU2205,B9921,银川/0740,/,昆明
525,MU2206,B9921,昆明/1135,/,银川
526,MU2207,B9971,西安/1445,/,昆明
527,MU2208,B9971,昆明/1810,/,西安
528,MU2245,B6929,西宁/1950,/,昆明
529,MU2246,B6929,昆明/2315,/,西宁
530,MU2249,B6871,兰州/0715,/,昆明
531,MU2250,B6871,昆明/1035,/,兰州
532,MU2263,B1788,昆明/0945,/,西安
533,MU2264,B1788,西安/2100,/,昆明
534,MU2359,B2372,西宁/0705,/,昆明
535,MU2360,B2372,昆明/1020,/,西宁
536,MU2361,B1812,西安/1815,/,昆明
537,MU2362,B1812,昆明/2130,/,西安
538,MU2433,B2333,宜昌/1700,/,昆明
539,MU2434,B2333,昆明/2020,/,宜昌
540,MU2493,B7875,武汉/1955,/,昆明
541,MU2494,B7875,昆明/1120,/,武汉
542,MU2495,B5530,成都/0755,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
543,MU2496,B5530,昆明/1035,/,成都
544,MU2497,B7875,武汉/0755,/,昆明
545,MU2498,B7875,昆明/2320,/,武汉
546,MU2567,B1908,昆明/1030,/,曼德勒
547,MU2568,B6149,曼德勒/1730,昆明/2205,广州
548,MU2569,B1703,昆明/1430,/,清迈
549,MU2570,B1703,清迈/0930,昆明/1600,北京
550,MU2571,B5816,昆明/1605,/,加德
551,MU2572,B5816,加德/2020,/,昆明
552,MU2573,B6147,昆明/1430,/,万象
553,MU2574,B6147,万象/1715,昆明/2030,北京
554,MU2594,B1703,清迈/1730,/,昆明
555,MU2597,B5263,昆明/1440,/,清莱
556,MU2598,B5263,清莱/1735,/,昆明
557,MU2705,B6462,南京/0730,昆明/1130,丽江
