昆明机场飞行动态,,,,,
,,,,,2017年06月29日
40,3U8768,B1822,南宁/1440,/,昆明
41,3U8807,B6697,昆明/0750,/,徐州
42,3U8808,B6697,徐州/1705,/,昆明
43,3U8817,B6045,昆明/0730,/,丽江
44,3U8818,B6045,丽江/1440,/,昆明
45,3U8823,B6953,昆明/1945,/,南昌
46,3U8824,B6953,南昌/2300,/,昆明
47,3U8837,B8656,昆明/1415,/,万州
48,3U8838,B8656,万州/1140,/,昆明
49,3U8865,B6732,昆明/0720,/,宁波
50,3U8866,B6732,宁波/1110,/,昆明
51,3U8917,B6325,昆明/0625,/,厦门
52,3U8918,B6325,厦门/1005,/,昆明
53,3U8947,B8500,昆明/0655,/,济南
54,3U8948,B8500,济南/1050,/,昆明
55,3U8967,B6449,昆明/1255,/,重庆
56,3U8968,B6449,重庆/2355,/,昆明
57,8L9545,B2677,昆明/0710,/,太原
58,8L9546,B2677,太原/1335,/,昆明
59,8L9555,B5732,昆明/2310,/,海口
60,8L9556,B6016,海口/0700,/,昆明
61,8L9557,B1586,昆明/0610,/,锦州
62,8L9558,B1586,锦州/1645,/,昆明
63,8L9583,B7167,昆明/0025,/,马尼拉
64,8L9587,B7167,昆明/0710,/,南宁
65,8L9588,B7167,南宁/2140,/,昆明
66,8L9598,B7992,曼谷/0425,/,昆明
67,8L9623,B5732,昆明/1045,/,杭州
68,8L9624,B5732,杭州/1445,/,昆明
69,8L9639,B5409,昆明/0930,/,甲米
70,8L9640,B5409,甲米/1330,/,昆明
71,8L9647,B1825,昆明/0710,/,淮安
72,8L9648,B1825,淮安/1530,/,昆明
73,8L9651,B6016,昆明/0950,/,郑州
74,8L9652,B5449,郑州/0705,/,昆明
75,8L9675,B8446,昆明/1815,/,富国岛
76,8L9676,B8446,富国岛/2200,/,昆明
77,8L9685,B5810,昆明/0700,/,凯里
78,8L9686,B5810,凯里/1545,/,昆明
79,8L9689,B2677,昆明/1845,/,合肥
80,8L9690,B2677,合肥/2220,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
81,8L9747,B8445,昆明/1415,/,CEB
82,8L9748,B8445,CEB/1915,/,昆明
83,8L9801,B5248,昆明/2355,/,丽江
84,8L9802,B5292,丽江/0715,/,昆明
85,8L9803,B5249,昆明/0715,/,丽江
86,8L9804,B5249,丽江/2100,/,昆明
87,8L9827,B5248,昆明/1105,/,泸沽湖
88,8L9841,B5272,昆明/0900,/,普洱
89,8L9842,B5272,普洱/1035,/,昆明
90,8L9849,B5248,昆明/0705,/,迪庆
91,8L9850,B5248,迪庆/0905,/,昆明
92,8L9855,B1588,昆明/1555,/,绵阳
93,8L9856,B1588,绵阳/0740,/,昆明
94,8L9857,B5823,昆明/1355,/,腾冲
95,8L9858,B5823,腾冲/1650,/,昆明
96,8L9863,B5359,昆明/0700,/,重庆
97,8L9864,B5359,重庆/1550,/,昆明
98,8L9865,B6198,昆明/0710,/,济南
99,8L9866,B6198,济南/1130,/,昆明
100,8L9869,B7992,昆明/1420,/,武汉
101,8L9870,B7992,武汉/2325,/,昆明
102,8L9873,B8446,昆明/0700,/,赣州
103,8L9874,B8446,赣州/1425,/,昆明
104,8L9883,B6198,昆明/1800,/,南京
105,8L9884,B6198,南京/2150,/,昆明
106,8L9885,B7991,昆明/0910,/,徐州
107,8L9886,B7991,徐州/2030,/,昆明
108,8L9887,B1798,昆明/0830,/,宜春
109,8L9888,B1798,宜春/1740,/,昆明
110,8L9889,B5449,昆明/1700,/,上海
111,8L9890,B5449,上海/2135,/,昆明
112,8L9891,B7990,昆明/1000,/,武汉
113,8L9892,B7990,武汉/2030,/,昆明
114,8L9893,B7989,昆明/0715,/,珠海
115,8L9894,B7989,珠海/1010,/,昆明
116,8L9903,B5248,版纳/2105,/,昆明
117,8L9904,B5248,昆明/1510,/,版纳
118,8L9905,B5272,版纳/0700,/,昆明
119,8L9906,B5272,昆明/2255,/,版纳
120,8L9912,B5810,昆明/2240,/,版纳
121,8L9913,B5272,版纳/1950,/,昆明
122,8L9914,B5272,昆明/1800,/,版纳
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
123,8L9931,B1563,昆明/1730,/,芒市
124,8L9932,B1563,芒市/1245,/,昆明
125,8L9933,B5272,昆明/1320,/,腾冲
126,8L9934,B5272,腾冲/1520,/,昆明
127,8L9935,B6212,昆明/1305,/,芒市
128,8L9936,B6212,芒市/2145,/,昆明
129,8L9945,B6212,昆明/2355,/,成都
130,8L9946,B6221,成都/2350,/,昆明
131,8L9947,B1588,昆明/1025,/,成都
132,8L9948,B1588,成都/1310,/,昆明
133,8L9955,B1798,昆明/2155,/,郑州
134,8L9956,B6809,郑州/1405,/,昆明
135,8L9957,B5823,昆明/0710,/,武汉
136,8L9958,B5823,武汉/1020,/,昆明
137,8L9965,B6800,昆明/0715,/,三亚
138,8L9966,B6800,三亚/1030,/,昆明
139,8L9971,B5359,昆明/1845,/,海口
140,8L9972,B5359,海口/2145,/,昆明
141,8L9973,B5407,昆明/0705,/,郑州
142,8L9974,B7993,郑州/2230,/,昆明
143,8L9979,B5971,昆明/1620,/,深圳
144,8L9980,B5971,深圳/1955,/,昆明
145,8L9985,B6959,昆明/1530,/,太原
146,8L9986,B6959,太原/2245,/,昆明
147,8L9987,B1825,昆明/2130,/,北京
148,8L9988,B8445,北京/0620,/,昆明
149,8L9993,B6809,昆明/2200,/,西安
150,8L9994,B5732,西安/0625,/,昆明
151,8L9995,B6959,昆明/0745,/,银川
152,8L9996,B6959,银川/1115,/,昆明
153,9C8595,B8581,绵阳/1755,/,昆明
154,9C8596,B8581,昆明/2035,/,绵阳
155,9C8729,B6708,扬州泰州/1405,/,昆明
156,9C8730,B6708,昆明/1755,/,扬州泰州
157,9C8823,B1893,遵义/1415,/,昆明
158,9C8824,B1893,昆明/1635,/,遵义
159,9C8827,B9965,芷江/0945,/,昆明
160,9C8828,B9965,昆明/1215,/,芷江
161,9C8829,B6820,常德/1630,/,昆明
162,9C8830,B6820,昆明/1935,/,常德
163,9C8937,B6851,石家庄/1035,/,昆明
164,9C8938,B6851,昆明/1450,/,石家庄
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
165,A67105,B8285,昆明/0940,/,南昌
166,A67106,B8318,南昌/1445,/,昆明
167,A67107,B8318,昆明/1825,/,郑州
168,A67108,B8318,郑州/2245,/,昆明
169,AK101,,VMKK/1305,/,昆明
170,AK102,,昆明/1740,/,吉隆坡
171,B7289,,高雄/0735,/,昆明
172,B7290,,昆明/1210,/,高雄
173,BK2743,B5573,昆明/1425,/,版纳
174,BK2744,B5573,版纳/1615,/,昆明
175,BK2797,B6026,长沙/0705,/,昆明
176,BK2798,B6026,昆明/1810,/,长沙
177,BK2845,B6026,昆明/1025,/,合肥
178,BK2846,B6026,合肥/1410,/,昆明
179,BK2897,B5573,天津/0945,/,昆明
180,BK2898,B5573,昆明/1820,/,天津
181,CA1401,B7182,天津/1530,/,昆明
182,CA1402,B7182,昆明/2020,/,天津
183,CA1403,B7180,北京/0630,/,昆明
184,CA1404,B7180,昆明/1140,/,北京
185,CA1467,B1528,天津/1240,/,昆明
186,CA1468,B1528,昆明/1720,/,天津
187,CA1481,,运城/1120,/,昆明
188,CA1482,,昆明/1450,/,运城
189,CA1487,B5213,达县/1215,/,昆明
190,CA1488,B5213,昆明/1510,/,达县
191,CA1751,B6032,杭州/0715,/,昆明
192,CA1752,B8493,昆明/1230,/,杭州
193,CA1753,B6023,杭州/1455,/,昆明
194,CA1754,B6023,昆明/1940,/,杭州
195,CA1937,B9922,上海/1555,/,昆明
196,CA1938,B9922,昆明/2100,/,上海
197,CA1955,B8493,温州/0800,/,昆明
198,CA1956,B6032,昆明/1210,/,温州
199,CA1987,B8429,温州/1730,/,昆明
200,CA1988,B8429,昆明/2205,/,温州
201,CA415,,昆明/0800,/,仰光
202,CA415,B6479,成都/0815,昆明/1050,仰光
203,CA416,,仰光/0800,/,昆明
204,CA416,B6479,仰光/1400,昆明/1720,成都
205,CA4171,B8490,昆明/0725,/,北京
206,CA4172,B8490,北京/1155,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
207,CA4173,B8490,昆明/1645,/,北京
208,CA4174,B8490,北京/2120,/,昆明
209,CA4175,B1852,昆明/0710,/,沈阳
210,CA4176,B1852,沈阳/1130,/,昆明
211,CA4275,B6793,昆明/1545,/,哈尔滨
212,CA4276,B6793,哈尔滨/0925,/,昆明
213,CA4413,B8745,成都/1115,/,昆明
214,CA4414,B8745,昆明/1355,/,成都
215,CA4417,B6941,成都/2105,/,昆明
216,CA4418,B9918,昆明/0850,/,成都
217,CA4459,B1853,成都/2155,/,昆明
218,CA4460,B1852,昆明/1825,/,成都
219,CA8929,,郑州/1100,/,昆明
220,CA8930,,昆明/1450,/,郑州
221,CF9017,B2824,昆明/0005,/,南京
222,CF9018,B2824,南京/0600,/,昆明
223,CZ3247,B5643,桂林/1220,/,昆明
224,CZ3248,B5643,昆明/1500,/,桂林
225,CZ3407,B6685,广州/1355,/,昆明
226,CZ3408,B6685,昆明/1735,/,广州
227,CZ3409,B6662,广州/0820,/,昆明
228,CZ3410,B6662,昆明/1155,/,广州
229,CZ3415,B1925,广州/1135,/,昆明
230,CZ3416,B1925,昆明/1515,/,广州
231,CZ3419,B2406,广州/2125,/,昆明
232,CZ3420,B6201,昆明/0735,/,广州
233,CZ3431,B6627,海口/0805,/,昆明
234,CZ3432,B6627,昆明/1055,/,海口
235,CZ3459,B2393,深圳/0800,/,昆明
236,CZ3460,B2393,昆明/1135,/,深圳
237,CZ3467,B6946,长沙/1825,/,昆明
238,CZ3468,B6946,昆明/2130,/,长沙
239,CZ3469,B2917,武汉/1415,/,昆明
240,CZ3470,B2917,昆明/1715,/,武汉
241,CZ3481,B6021,广州/0700,昆明/1030,大理
242,CZ3482,B6021,大理/1210,昆明/1410,广州
243,CZ3487,B6242,广州/1235,昆明/1615,丽江
244,CZ3488,B6242,丽江/1805,昆明/2010,广州
245,CZ3489,B1781,广州/1830,/,昆明
246,CZ3490,B1781,昆明/2210,/,广州
247,CZ3495,B2916,郑州/1355,/,昆明
248,CZ3496,B2916,昆明/1740,/,郑州
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
249,CZ3541,B5741,昆明/0755,/,武汉
250,CZ3542,B2694,武汉/2350,/,昆明
251,CZ3677,B6702,上海/0740,/,昆明
252,CZ3678,B6702,昆明/1205,/,上海
253,CZ3747,B5166,珠海/1840,/,昆明
254,CZ3748,B5166,昆明/2140,/,珠海
255,CZ3857,B5716,汕头/0840,/,昆明
256,CZ3858,B5716,昆明/1215,/,汕头
257,CZ3863,B5716,南宁/1835,/,昆明
258,CZ3864,B5716,昆明/2110,/,南宁
259,CZ3901,B6111,北京/0905,/,昆明
260,CZ3902,B6111,昆明/1345,/,北京
261,CZ3997,B6056,北京/2030,/,昆明
262,CZ3998,B6098,昆明/0915,/,北京
263,CZ6159,B6398,北京/1450,/,昆明
264,CZ6160,B6398,昆明/2005,/,北京
265,CZ6293,B6896,太原/1730,/,昆明
266,CZ6294,B6896,昆明/2050,/,太原
267,CZ6369,B2620,郑州/1300,昆明/1650,版纳
268,CZ6370,B2620,版纳/1855,昆明/2100,郑州
269,CZ6415,B6785,西安/1650,/,昆明
270,CZ6416,B6785,昆明/2005,/,西安
271,CZ6425,B9912,武汉/1040,/,昆明
272,CZ6426,B9912,昆明/1425,/,武汉
273,CZ6459,B9960,重庆/1320,/,昆明
274,CZ6460,B9960,昆明/1610,/,重庆
275,CZ6597,B8640,三亚/1750,/,昆明
276,CZ6598,B8640,昆明/2105,/,三亚
277,CZ6601,B5232,郑州/1820,/,昆明
278,CZ6602,B5232,昆明/2210,/,郑州
279,CZ6923,B1626,深圳/1840,/,昆明
280,CZ6924,B1626,昆明/2220,/,深圳
281,CZ6949,B1950,重庆/1505,/,昆明
282,CZ6950,B1950,昆明/1745,/,重庆
283,CZ6977,B5070,武汉/1825,/,昆明
284,CZ6978,B5070,昆明/2150,/,武汉
285,CZ8509,B6945,青岛/1945,/,昆明
286,CZ8510,B6945,昆明/0810,/,青岛
287,DR5315,B5830,昆明/0725,/,长治
288,DR5316,B5830,长治/1440,/,昆明
289,DR6501,B5812,昆明/1310,/,芒市
290,DR6502,B5812,芒市/1455,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
291,DR6503,B5812,昆明/1700,/,芒市
292,DR6504,B5812,芒市/1840,/,昆明
293,DR6505,B5830,昆明/1830,/,芒市
294,DR6506,B5830,芒市/2025,/,昆明
295,DR6507,B5812,昆明/0910,/,芒市
296,DR6508,B5812,芒市/1050,/,昆明
297,DR6509,B5829,昆明/0840,/,版纳
298,DR6510,B5829,版纳/1035,/,昆明
299,DR6511,B5830,昆明/2240,/,版纳
300,DR6512,B5830,版纳/0030,/,昆明
301,DR6515,B5829,昆明/1330,/,襄阳
302,DR6516,B5829,襄阳/2230,/,昆明
303,DR6521,B1595,昆明/0700,/,成都
304,DR6522,B1595,成都/2250,/,昆明
305,DR6523,B6109,昆明/1710,/,丽江
306,DR6524,B6109,丽江/2255,/,昆明
307,DR6529,B7866,昆明/0735,/,太原
308,DR6530,B7866,太原/1455,/,昆明
309,DR6533,B7865,昆明/0720,/,武汉
310,DR6534,B7865,武汉/2145,/,昆明
311,DR6537,B7866,昆明/1855,/,兰州
312,DR6538,B7866,兰州/2205,/,昆明
313,DR6557,B1960,昆明/1155,/,呼和
314,DR6558,B1960,呼和/2200,/,昆明
315,DR6559,B1593,昆明/1240,/,太原
316,DR6560,B1593,太原/2210,/,昆明
317,DR6569,B1593,昆明/0720,/,北海
318,DR6570,B1593,北海/0945,/,昆明
319,DR6577,B5811,昆明/0715,/,榆林
320,DR6578,B6110,榆林/1910,/,昆明
321,DR6579,B5812,昆明/2040,/,芒市
322,DR6580,B7088,芒市/1350,/,昆明
323,DR6591,B1597,昆明/0635,/,西安
324,DR6592,B1597,西安/2215,/,昆明
325,EU2223,B6940,成都/0635,/,昆明
326,EU2224,B6940,昆明/2325,/,成都
327,EU2225,B6940,昆明/1925,/,版纳
328,EU2226,B6940,版纳/2115,/,昆明
329,EU2721,B6940,昆明/0920,/,柳州
330,EU2722,B6940,柳州/1655,/,昆明
331,FD582,,廊曼/0900,/,昆明
332,FD583,,昆明/1320,/,廊曼
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
333,FM9397,B1900,长沙/1250,/,昆明
334,FM9398,B1900,昆明/1610,/,长沙
335,FM9429,B1968,衡阳/1420,/,昆明
336,FM9430,B1968,昆明/1725,/,衡阳
337,FM9451,B2563,上海/0900,/,昆明
338,FM9452,B2563,昆明/1350,/,上海
339,FM9453,B5261,上海/0815,昆明/1300,版纳
340,FM9454,B5261,版纳/1445,昆明/1650,上海
341,FM9539,B5142,温州/0740,/,昆明
342,FM9540,B5142,昆明/1200,/,温州
343,FM9541,B5140,郑州/0750,/,昆明
344,FM9542,B5140,昆明/1150,/,郑州
345,FU6509,B1435,福州/1815,/,昆明
346,FU6510,B1435,昆明/2225,/,福州
347,G52627,B3382,南阳/1545,/,昆明
348,G52628,B3382,昆明/1905,/,南阳
349,GJ8661,B8335,贵阳/2320,/,昆明
350,GJ8662,B8433,昆明/0730,/,贵阳
351,GJ8837,B8985,珠海/1150,/,昆明
352,GJ8838,B8985,昆明/1805,/,珠海
353,GJ8871,B8145,昆明/0805,/,临沂
354,GJ8872,B8145,临沂/1925,/,昆明
355,GJ8881,B8453,杭州/1710,/,昆明
356,GJ8882,B8453,昆明/2125,/,杭州
357,GS7661,B9983,西安/1925,/,昆明
358,GS7662,B9983,昆明/2250,/,西安
359,GS7855,B1849,天津/0825,/,昆明
360,GS7856,B1849,昆明/1325,/,天津
361,GX8981,B3215,南宁/0830,/,昆明
362,GX8982,B3215,昆明/1055,/,南宁
363,HO1017,B6640,大庸/1640,/,昆明
364,HO1018,B6640,昆明/1955,/,大庸
365,HO1047,B6788,毕节/1745,/,昆明
366,HO1048,B6788,昆明/1955,/,毕节
367,HO1093,B6395,上海/2105,/,昆明
368,HO1094,B1681,昆明/0740,/,上海
369,HO1121,B6602,上海/0835,/,昆明
370,HO1122,B6602,昆明/1255,/,上海
371,HU7087,B5428,海口/0740,/,昆明
372,HU7088,B5428,昆明/1035,/,海口
373,HU7111,B5963,北京/1540,/,昆明
374,HU7112,B5963,昆明/2025,/,北京
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
375,HU7163,B5141,深圳/0755,/,昆明
376,HU7164,B5141,昆明/1125,/,深圳
377,HU7211,B2723,北京/0810,/,昆明
378,HU7212,B2723,昆明/1255,/,北京
379,HU7235,B1733,广州/1845,/,昆明
380,HU7236,B1733,昆明/2220,/,广州
381,HU7311,B5661,北京/2130,/,昆明
382,HU7312,B1996,昆明/0710,/,北京
383,JD5155,B1622,丽江/1405,/,昆明
384,JD5156,B1622,昆明/1605,/,丽江
385,JD5157,B8678,杭州/1000,/,昆明
386,JD5158,B8678,昆明/1430,/,杭州
387,JD5165,B6403,丽江/0940,/,昆明
388,JD5166,B6403,昆明/1550,/,丽江
389,JD5789,B8072,版纳/1005,/,昆明
390,JD5790,B8072,昆明/1220,/,版纳
391,JD5791,B6403,昆明/1145,/,芒市
392,JD5792,B6403,芒市/1340,/,昆明
393,KA760,,香港/0800,/,昆明
394,KA760,,香港/1155,/,昆明
395,KA761,,昆明/0800,/,香港
396,KA761,,昆明/1530,/,香港
397,KE885,,首尔/1830,/,昆明
398,KE886,,昆明/2355,/,首尔
399,KN2381,B1753,石家庄/0650,/,昆明
400,KN2382,B1989,昆明/2055,/,石家庄
401,KN5211,B1989,汉中/1755,/,昆明
402,KN5212,B1753,昆明/1110,/,汉中
403,KY8203,B5673,昆明/1200,/,南京
404,KY8204,B5673,南京/1600,/,昆明
405,KY8205,B5025,昆明/0905,/,济南
406,KY8206,B5025,济南/1955,/,昆明
407,KY8209,B7870,昆明/1255,/,版纳
408,KY8210,B7870,版纳/2220,/,昆明
409,KY8219,B5673,昆明/2125,/,深圳
410,KY8220,B5673,深圳/0830,/,昆明
411,KY8221,B1926,昆明/1725,/,重庆
412,KY8222,B1926,重庆/2005,/,昆明
413,KY8231,B7871,昆明/1640,/,丽江
414,KY8232,B7871,丽江/2345,/,昆明
415,KY8233,B1991,昆明/1355,/,太原
416,KY8234,B6495,太原/2000,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
417,KY8235,B2669,昆明/0815,/,杭州
418,KY8236,B2669,杭州/1215,/,昆明
419,KY8239,B7873,昆明/1620,/,青岛
420,KY8240,B7873,青岛/2050,/,昆明
421,KY8243,B2678,昆明/1815,/,普洱
422,KY8244,B2678,普洱/1950,/,昆明
423,KY8245,B5026,昆明/1500,/,芒市
424,KY8246,B5026,芒市/1645,/,昆明
425,KY8247,B2678,昆明/2155,/,芒市
426,KY8248,B2678,芒市/2345,/,昆明
427,KY8249,B7872,昆明/2010,/,丽江
428,KY8250,B7872,版纳/2335,/,昆明
429,KY8251,B7870,昆明/0755,/,保山
430,KY8252,B7870,保山/0940,/,昆明
431,KY8253,B5672,昆明/0810,/,西安
432,KY8254,B5672,西安/1120,/,昆明
433,KY8255,B7871,昆明/0850,/,临沧
434,KY8256,B7871,临沧/1055,/,昆明
435,KY8257,B7873,昆明/0825,/,郑州
436,KY8258,B7873,郑州/1210,/,昆明
437,KY8265,B2669,昆明/1650,/,杭州
438,KY8266,B2669,杭州/2055,/,昆明
439,KY8269,B2679,昆明/1910,/,丽江
440,KY8270,B2679,版纳/2255,/,昆明
441,KY8273,B1926,昆明/1020,/,武汉
442,KY8274,B1926,武汉/1340,/,昆明
443,KY8281,B5672,昆明/1440,/,上海
444,KY8282,B5672,上海/1915,/,昆明
445,KY8283,B6493,昆明/0740,/,上海
446,KY8284,B6493,上海/1155,/,昆明
447,KY8285,B1507,昆明/2240,/,广州
448,KY8286,B1926,广州/0645,/,昆明
449,KY8295,B6492,昆明/0705,/,重庆
450,KY8296,B6492,重庆/1620,/,昆明
451,KY8297,B1459,昆明/0940,/,石家庄
452,KY8298,B1459,石家庄/2010,/,昆明
453,KY8301,B5026,昆明/1840,/,惠州
454,KY8302,B5026,惠州/2130,/,昆明
455,KY8307,B6493,昆明/1650,/,南昌
456,KY8308,B1991,南昌/0940,/,昆明
457,KY8313,B2679,昆明/0800,/,腾冲
458,KY8314,B2679,腾冲/1650,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
459,KY8315,B7872,昆明/0720,/,腾冲
460,KY8316,B7872,腾冲/1805,/,昆明
461,KY8321,B6491,昆明/0815,/,成都
462,KY8322,B6491,成都/1045,/,昆明
463,KY8333,B7089,昆明/0950,/,西安
464,KY8334,B7089,西安/2145,/,昆明
465,KY8337,B1507,昆明/1040,/,临汾
466,KY8338,B1507,临汾/1400,/,昆明
467,KY8339,B5026,昆明/0810,/,运城
468,KY8340,B5026,运城/1115,/,昆明
469,KY8341,B2667,昆明/0915,/,厦门
470,KY8342,B2667,厦门/1915,/,昆明
471,KY8361,B6491,昆明/1410,/,合艾
472,KY8362,B6491,合艾/1850,/,昆明
473,MF8405,B5551,厦门/0805,/,昆明
474,MF8406,B5038,昆明/1150,/,厦门
475,MF8417,B5602,厦门/1200,/,昆明
476,MF8418,B5602,昆明/1540,/,厦门
477,MF8427,B5038,福州/0805,/,昆明
478,MF8428,B5551,昆明/1220,/,福州
479,MF8429,B5308,厦门/2100,/,昆明
480,MF8430,B5602,昆明/0805,/,厦门
481,MF8461,B5383,武汉/1555,/,昆明
482,MF8462,B5383,昆明/1915,/,武汉
483,MF8475,B2862,福州/1555,/,昆明
484,MF8476,B2862,昆明/2015,/,福州
485,MF8641,B5659,珠海/1705,/,昆明
486,MF8642,B5659,昆明/2010,/,珠海
487,MU2027,B6143,昆明/0815,/,台北
488,MU2028,B6143,台北/1230,/,昆明
489,MU2029,B5795,昆明/1445,/,曼德勒
490,MU2030,B5701,曼德勒/1315,/,昆明
491,MU2031,B6145,昆明/1400,/,仰光
492,MU2032,B6145,仰光/1725,/,昆明
493,MU2035,B6249,北京/0800,昆明/1300,达卡
494,MU2036,B6249,达卡/1635,昆明/2030,北京
495,MU2143,B2682,太原/0735,/,昆明
496,MU2144,B2682,昆明/1940,/,太原
497,MU215,B8226,昆明/0910,/,南京
498,MU2177,B6880,宁波/1415,/,昆明
499,MU2178,B6880,昆明/1825,/,宁波
500,MU2185,B1641,银川/1515,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
501,MU2186,B1641,昆明/1905,/,银川
502,MU2205,B1641,银川/0740,/,昆明
503,MU2206,B1641,昆明/1135,/,银川
504,MU2207,B9905,西安/1445,/,昆明
505,MU2208,B9905,昆明/1810,/,西安
506,MU2245,B6876,西宁/1950,/,昆明
507,MU2246,B6876,昆明/2315,/,西宁
508,MU2249,B2209,兰州/0715,/,昆明
509,MU2250,B2209,昆明/1035,/,兰州
510,MU2263,B5683,昆明/0945,/,西安
511,MU2264,B5683,西安/2100,/,昆明
512,MU2359,B6876,西宁/0705,/,昆明
513,MU2360,B6876,昆明/1020,/,西宁
514,MU2361,B6476,西安/1815,/,昆明
515,MU2362,B6476,昆明/2130,/,西安
516,MU2485,B1536,武汉/1200,/,昆明
517,MU2486,B1536,昆明/1525,/,武汉
518,MU2493,B1515,武汉/1955,/,昆明
519,MU2494,B1515,昆明/1120,/,武汉
520,MU2495,B5199,成都/0755,/,昆明
521,MU2496,B5199,昆明/1035,/,成都
522,MU2497,B1515,武汉/0755,/,昆明
523,MU2498,B1515,昆明/2320,/,武汉
524,MU2561,B5282,昆明/1405,/,琅勃
525,MU2562,B5282,琅勃/1630,/,昆明
526,MU2565,B5809,昆明/1410,/,南宁
527,MU2566,B5809,南宁/2055,/,昆明
528,MU2567,B5701,广州/0630,昆明/1030,曼德勒
529,MU2568,B5795,曼德勒/1730,昆明/2205,广州
530,MU2571,B5255,昆明/1605,/,加德
531,MU2572,B5255,加德/2020,/,昆明
532,MU2573,B1790,北京/0910,昆明/1430,万象
533,MU2574,B1790,万象/1715,昆明/2030,北京
534,MU2575,B5817,昆明/1505,/,河内
535,MU2576,B5817,河内/1725,/,昆明
536,MU2581,B5527,昆明/1320,/,岘港
537,MU2582,B5527,岘港/1615,/,昆明
538,MU2585,B5293,昆明/1550,/,胡市
539,MU2586,B5293,胡市/2010,/,昆明
540,MU2589,B6147,昆明/0805,/,万象
541,MU2590,B6147,万象/1050,/,昆明
542,MU2591,B6798,昆明/0120,/,普吉
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
543,MU2593,B6148,昆明/1430,/,清迈
544,MU2594,B6148,清迈/1730,/,昆明
545,MU2595,B5796,昆明/0630,/,清迈
546,MU2596,B5796,清迈/0930,/,昆明
547,MU2705,B6472,南京/0730,昆明/1130,丽江
548,MU2706,B6472,丽江/1330,昆明/1535,南京
549,MU2715,B8649,长沙/1345,/,昆明
550,MU2716,B8649,昆明/1700,/,长沙
551,MU2725,B2230,南京/1225,/,昆明
552,MU2726,B2230,昆明/0830,/,南京
553,MU2735,B6879,长沙/1630,/,昆明
554,MU2736,B6879,昆明/1935,/,长沙
555,MU2755,B8017,南京/1705,昆明/2105,版纳
556,MU2756,B6462,版纳/0840,昆明/1040,南京
557,MU2765,B2220,南京/1835,/,昆明
558,MU2766,B2220,昆明/0735,/,南京
