昆明机场飞行动态,,,,,
,,,,,2017年07月01日
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
1,3U8107,B1881,昆明/1405,/,常州
2,3U8108,B1881,常州/2235,/,昆明
3,3U8206,B8326,广州/0615,/,昆明
4,3U8215,B6843,昆明/1440,/,郑州
5,3U8216,B6843,郑州/1825,/,昆明
6,3U8227,B6956,昆明/1120,/,南京
7,3U8228,B6956,南京/2255,/,昆明
8,3U8245,B8326,昆明/1755,/,合肥
9,3U8246,B8326,合肥/2140,/,昆明
10,3U8513,B6732,昆明/0715,/,重庆
11,3U8514,B6732,重庆/1545,/,昆明
12,3U8527,B1822,昆明/2320,/,西安
13,3U8528,B6772,西安/1950,/,昆明
14,3U8529,B6697,杭州/0900,/,昆明
15,3U8530,B6697,昆明/1305,/,杭州
16,3U8553,B6719,昆明/0845,/,重庆
17,3U8554,B6719,重庆/2235,/,昆明
18,3U8597,B8500,昆明/0745,/,太原
19,3U8598,B8500,太原/1910,/,昆明
20,3U8619,B6433,昆明/2100,/,版纳
21,3U8620,B6448,版纳/2200,/,昆明
22,3U8637,B8329,昆明/1705,/,广州
23,3U8661,B6956,成都/0720,/,昆明
24,3U8662,B1661,昆明/2300,/,成都
25,3U8667,B6732,成都/2125,/,昆明
26,3U8668,B6732,昆明/1820,/,成都
27,3U8669,B6778,昆明/0730,/,成都
28,3U8670,B6778,成都/1710,/,昆明
29,3U8685,B6920,昆明/1600,/,长沙
30,3U8686,B6920,长沙/1235,/,昆明
31,3U8709,B8329,昆明/0850,/,万象
32,3U8710,B8329,万象/1130,/,昆明
33,3U8761,B1665,昆明/1510,/,无锡
34,3U8762,B1665,无锡/1925,/,昆明
35,3U8767,B1822,昆明/0700,/,南宁
36,3U8768,B1822,南宁/1440,/,昆明
37,3U8807,B1661,昆明/0750,/,徐州
38,3U8808,B1661,徐州/1705,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
39,3U8817,B6433,昆明/0730,/,丽江
40,3U8818,B6433,丽江/1440,/,昆明
41,3U8823,B1819,昆明/1945,/,南昌
42,3U8824,B1819,南昌/2300,/,昆明
43,3U8837,B8656,昆明/1415,/,万州
44,3U8838,B8656,万州/1140,/,昆明
45,3U8865,B6953,昆明/0720,/,宁波
46,3U8866,B6953,宁波/1110,/,昆明
47,3U8917,B6843,昆明/0625,/,厦门
48,3U8918,B6843,厦门/1005,/,昆明
49,3U8947,B1665,昆明/0655,/,济南
50,3U8948,B1665,济南/1050,/,昆明
51,3U8967,B6449,昆明/1255,/,重庆
52,3U8968,B6449,重庆/2355,/,昆明
53,8L9545,B2677,昆明/0710,/,太原
54,8L9546,B2677,太原/1335,/,昆明
55,8L9555,B1798,昆明/2310,/,海口
56,8L9556,B5268,海口/0700,/,昆明
57,8L9557,B1798,昆明/0610,/,锦州
58,8L9558,B1798,锦州/1645,/,昆明
59,8L9585,B7167,昆明/0710,/,南宁
60,8L9586,B7167,南宁/2235,/,昆明
61,8L9598,B7991,曼谷/0425,/,昆明
62,8L9623,B6947,昆明/1045,/,杭州
63,8L9624,B6947,杭州/1445,/,昆明
64,8L9637,B6221,昆明/1230,/,苏梅岛
65,8L9638,B6221,苏梅岛/1640,/,昆明
66,8L9643,B5248,昆明/0905,/,芒市
67,8L9644,B5248,芒市/1040,/,昆明
68,8L9647,B1825,昆明/0710,/,淮安
69,8L9648,B1825,淮安/1515,/,昆明
70,8L9651,B7990,昆明/0950,/,郑州
71,8L9652,B1586,郑州/0705,/,昆明
72,8L9679,B7993,昆明/1640,/,PEN
73,8L9680,B7993,PEN/2020,/,昆明
74,8L9685,B5825,昆明/0700,/,凯里
75,8L9686,B5825,凯里/1500,/,昆明
76,8L9689,B8445,昆明/1855,/,合肥
77,8L9690,B8445,合肥/2230,/,昆明
78,8L9711,B1588,昆明/1450,/,桂林
79,8L9712,B1588,桂林/2150,/,昆明
80,8L9747,B6800,昆明/1415,/,CEB
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
81,8L9748,B6800,CEB/1915,/,昆明
82,8L9801,B5823,昆明/2255,/,丽江
83,8L9802,B6947,丽江/0800,/,昆明
84,8L9803,B5249,昆明/0715,/,丽江
85,8L9804,B5249,丽江/2100,/,昆明
86,8L9827,B5823,昆明/1105,/,泸沽湖
87,8L9828,B5823,泸沽湖/1255,/,昆明
88,8L9849,B5823,昆明/0705,/,迪庆
89,8L9850,B5823,迪庆/0850,/,昆明
90,8L9855,B1586,昆明/1555,/,绵阳
91,8L9856,B7990,绵阳/0705,/,昆明
92,8L9861,B6015,昆明/0715,/,合肥
93,8L9862,B6015,合肥/1040,/,昆明
94,8L9863,B5449,昆明/0700,/,重庆
95,8L9864,B5449,重庆/1550,/,昆明
96,8L9865,B5359,昆明/0710,/,济南
97,8L9866,B5359,济南/1130,/,昆明
98,8L9869,B6015,昆明/1420,/,武汉
99,8L9870,B6015,武汉/2325,/,昆明
100,8L9871,B8446,昆明/1340,/,宜昌
101,8L9872,B8446,宜昌/2230,/,昆明
102,8L9873,B8445,昆明/0700,/,赣州
103,8L9874,B8445,赣州/1425,/,昆明
104,8L9883,B5359,昆明/1800,/,南京
105,8L9884,B5359,南京/2150,/,昆明
106,8L9885,B6016,昆明/0910,/,徐州
107,8L9886,B6016,徐州/2030,/,昆明
108,8L9887,B6809,昆明/0830,/,宜春
109,8L9888,B6809,宜春/1805,/,昆明
110,8L9889,B5971,昆明/1740,/,上海
111,8L9890,B5971,上海/2155,/,昆明
112,8L9891,B5409,昆明/1000,/,武汉
113,8L9892,B5409,武汉/2030,/,昆明
114,8L9893,B1588,昆明/0715,/,珠海
115,8L9894,B1588,珠海/1010,/,昆明
116,8L9897,B6198,昆明/0740,/,温州
117,8L9898,B6198,温州/1130,/,昆明
118,8L9903,B5823,版纳/2100,/,昆明
119,8L9904,B5823,昆明/1510,/,版纳
120,8L9905,B5248,版纳/0700,/,昆明
121,8L9906,B5248,昆明/2345,/,版纳
122,8L9913,B6221,版纳/0040,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
123,8L9914,B6221,昆明/2255,/,版纳
124,8L9915,B6221,版纳/0840,/,昆明
125,8L9916,B6221,昆明/0645,/,版纳
126,8L9931,B5825,昆明/1730,/,芒市
127,8L9932,B1563,芒市/1245,/,昆明
128,8L9933,B5268,昆明/1210,/,腾冲
129,8L9934,B5268,腾冲/1405,/,昆明
130,8L9945,B6212,昆明/2355,/,成都
131,8L9946,B7989,成都/2350,/,昆明
132,8L9947,B6959,昆明/1025,/,成都
133,8L9948,B6959,成都/1320,/,昆明
134,8L9955,B6809,昆明/2155,/,郑州
135,8L9956,B5407,郑州/1405,/,昆明
136,8L9957,B6800,昆明/0710,/,武汉
137,8L9958,B6800,武汉/1020,/,昆明
138,8L9971,B6198,昆明/1900,/,海口
