昆明机场飞行动态,,,,,
,,,,,2017年06月25日
56,8L9555,B1825,昆明/2310,/,海口
57,8L9556,B1798,海口/0700,/,昆明
58,8L9583,B6800,昆明/0025,/,马尼拉
59,8L9595,B8445,昆明/0900,/,吉隆坡
60,8L9596,B8445,吉隆坡/1335,/,昆明
61,8L9623,B6015,昆明/1045,/,杭州
62,8L9624,B6015,杭州/1445,/,昆明
63,8L9643,B5825,昆明/0705,/,芒市
64,8L9644,B5825,芒市/0855,/,昆明
65,8L9647,B1825,昆明/0710,/,淮安
66,8L9648,B1825,淮安/1540,/,昆明
67,8L9651,B6809,昆明/0950,/,郑州
68,8L9652,B5732,郑州/0705,/,昆明
69,8L9655,B7167,昆明/0610,/,忻州
70,8L9656,B7167,忻州/1735,/,昆明
71,8L9709,B7991,昆明/0640,/,连城
72,8L9710,B7991,连城/1435,/,昆明
73,8L9801,B6198,昆明/2310,/,丽江
74,8L9802,B1563,丽江/0715,/,昆明
75,8L9805,B6947,昆明/1400,/,丽江
76,8L9806,B6947,丽江/1130,/,昆明
77,8L9841,B5292,昆明/0925,/,普洱
78,8L9842,B5292,普洱/1105,/,昆明
79,8L9849,B5805,昆明/0705,/,迪庆
80,8L9850,B5805,迪庆/0905,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
81,8L9851,B5249,昆明/1655,/,腾冲
82,8L9852,B5249,腾冲/1245,/,昆明
83,8L9855,B1588,昆明/1550,/,绵阳
84,8L9856,B1587,绵阳/0740,/,昆明
85,8L9857,B5272,昆明/1300,/,腾冲
86,8L9858,B5272,腾冲/1455,/,昆明
87,8L9861,B2677,昆明/0845,/,合肥
88,8L9862,B2677,合肥/1235,/,昆明
89,8L9863,B5359,昆明/0700,/,重庆
90,8L9864,B5359,重庆/1555,/,昆明
91,8L9865,B7989,昆明/0710,/,济南
92,8L9866,B7989,济南/1130,/,昆明
93,8L9869,B1586,昆明/1420,/,武汉
94,8L9870,B1586,武汉/2325,/,昆明
95,8L9873,B5407,昆明/0700,/,赣州
96,8L9874,B5407,赣州/1425,/,昆明
97,8L9875,B2677,昆明/1720,/,厦门
98,8L9876,B2677,厦门/2115,/,昆明
99,8L9883,B5409,昆明/1755,/,南京
100,8L9884,B5409,南京/2150,/,昆明
101,8L9887,B6198,昆明/0830,/,宜春
102,8L9888,B6198,宜春/1800,/,昆明
103,8L9889,B7989,昆明/1655,/,上海
104,8L9890,B7989,上海/2135,/,昆明
105,8L9891,B6800,昆明/0950,/,武汉
106,8L9892,B6800,武汉/2030,/,昆明
107,8L9893,B6959,昆明/0715,/,珠海
108,8L9894,B6959,珠海/1010,/,昆明
109,8L9903,B5825,版纳/2100,/,昆明
110,8L9904,B5825,昆明/1510,/,版纳
111,8L9906,B5292,昆明/2255,/,版纳
112,8L9907,B5272,版纳/0050,/,昆明
113,8L9908,B5272,昆明/2305,/,版纳
114,8L9909,B5272,版纳/1030,/,昆明
115,8L9910,B5272,昆明/0850,/,版纳
116,8L9913,B5272,版纳/1950,/,昆明
117,8L9914,B5272,昆明/1800,/,版纳
118,8L9921,B5805,昆明/1105,/,沧源
119,8L9922,B5805,沧源/1250,/,昆明
120,8L9941,B6221,昆明/0650,/,大理
121,8L9942,B6221,大理/1655,/,昆明
122,8L9945,B5825,昆明/2355,/,成都
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
123,8L9946,B5823,成都/2350,/,昆明
124,8L9947,B1587,昆明/1025,/,成都
125,8L9948,B1587,成都/1310,/,昆明
126,8L9955,B6015,昆明/2205,/,郑州
127,8L9956,B5409,郑州/1410,/,昆明
128,8L9959,B5449,昆明/0725,/,安庆
129,8L9960,B5449,安庆/1540,/,昆明
130,8L9965,B5971,昆明/0715,/,三亚
131,8L9966,B5971,三亚/1030,/,昆明
132,8L9971,B6221,昆明/1845,/,海口
133,8L9972,B6221,海口/2145,/,昆明
134,8L9973,B7992,昆明/0705,/,郑州
135,8L9974,B7988,郑州/2230,/,昆明
136,8L9975,B1587,昆明/1850,/,广州
137,8L9976,B1587,广州/2230,/,昆明
138,8L9979,B5732,昆明/1620,/,深圳
139,8L9980,B5732,深圳/1955,/,昆明
140,8L9983,B5359,昆明/1930,/,西安
141,8L9984,B5359,西安/2255,/,昆明
142,8L9985,B6959,昆明/1530,/,太原
143,8L9986,B6959,太原/2245,/,昆明
144,8L9987,B8445,昆明/2130,/,北京
145,8L9988,B8446,北京/0620,/,昆明
146,8L9991,B1798,昆明/1140,/,兰州
147,8L9992,B1798,兰州/2310,/,昆明
148,8L9993,B5449,昆明/2200,/,西安
149,8L9994,B6015,西安/0625,/,昆明
150,9C8823,B1840,遵义/1415,/,昆明
151,9C8824,B1840,昆明/1635,/,遵义
152,9C8829,B8581,常德/1630,/,昆明
153,9C8830,B8581,昆明/1935,/,常德
154,9C8937,B6840,石家庄/1035,/,昆明
155,9C8938,B6840,昆明/1450,/,石家庄
156,A67105,B8285,昆明/0940,/,南昌
157,A67106,B8318,南昌/1445,/,昆明
158,A67107,B8318,昆明/1825,/,郑州
159,A67108,B8318,郑州/2245,/,昆明
160,A67113,B8432,昆明/0725,/,临沂
161,A67114,B8432,临沂/2015,/,昆明
162,AK101,,VMKK/1305,/,昆明
163,AK102,,昆明/1740,/,吉隆坡
164,B7289,,高雄/0735,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
165,B7290,,昆明/1210,/,高雄
166,BK2715,B5181,昆明/1010,/,南京
167,BK2716,B5181,南京/1400,/,昆明
168,BK2743,B5843,昆明/1425,/,版纳
169,BK2744,B5843,版纳/1615,/,昆明
170,BK2797,B5181,长沙/0705,/,昆明
171,BK2798,B5181,昆明/1810,/,长沙
172,BK2897,B5843,天津/0945,/,昆明
173,BK2898,B5843,昆明/1820,/,天津
174,CA1401,B1418,天津/1530,/,昆明
175,CA1402,B1418,昆明/2020,/,天津
176,CA1403,B5851,北京/0630,/,昆明
177,CA1404,B5851,昆明/1140,/,北京
178,CA1467,B6499,天津/1240,/,昆明
179,CA1468,B6499,昆明/1720,/,天津
180,CA1481,B5849,运城/1120,/,昆明
181,CA1482,B5849,昆明/1450,/,运城
182,CA1487,B5213,达县/1215,/,昆明
183,CA1488,B5213,昆明/1510,/,达县
184,CA1751,B6032,杭州/0715,/,昆明
185,CA1752,B8337,昆明/1230,/,杭州
186,CA1753,B6676,杭州/1455,/,昆明
187,CA1754,B6676,昆明/1940,/,杭州
188,CA1937,B6918,上海/1555,/,昆明
189,CA1938,B6918,昆明/2100,/,上海
190,CA1955,B8337,温州/0800,/,昆明
191,CA1956,B6032,昆明/1210,/,温州
192,CA1987,,温州/1730,/,昆明
193,CA1988,,昆明/2205,/,温州
194,CA415,,昆明/0800,/,仰光
195,CA415,B6227,成都/0815,昆明/1050,仰光
196,CA416,B6227,仰光/1400,昆明/1720,成都
197,CA416,,仰光/0800,/,昆明
198,CA4171,B6847,昆明/0725,/,北京
199,CA4172,B6847,北京/1155,/,昆明
200,CA4173,B6847,昆明/1645,/,北京
201,CA4174,B6847,北京/2120,/,昆明
202,CA4175,B1852,昆明/0710,/,沈阳
203,CA4176,B1852,沈阳/1130,/,昆明
204,CA4275,B8338,昆明/1545,/,哈尔滨
205,CA4276,B8338,哈尔滨/0925,/,昆明
206,CA4413,B6828,成都/1115,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
207,CA4414,B6828,昆明/1355,/,成都
208,CA4417,B6967,成都/2105,/,昆明
209,CA4418,B8491,昆明/0850,/,成都
210,CA4459,B6822,成都/2155,/,昆明
211,CA4460,B1852,昆明/1825,/,成都
212,CA8929,,郑州/1100,/,昆明
213,CA8930,,昆明/1450,/,郑州
214,CF9018,B2824,南京/0600,/,昆明
215,CZ3247,B5720,桂林/1220,/,昆明
216,CZ3248,B5720,昆明/1500,/,桂林
217,CZ3407,B1653,广州/1355,/,昆明
218,CZ3408,B1653,昆明/1735,/,广州
219,CZ3409,B6067,广州/0820,/,昆明
220,CZ3410,B6067,昆明/1155,/,广州
221,CZ3415,B5020,广州/1135,/,昆明
222,CZ3416,B5020,昆明/1500,/,广州
223,CZ3419,B6623,广州/2125,/,昆明
224,CZ3420,B6020,昆明/0735,/,广州
225,CZ3431,B8548,海口/0805,/,昆明
226,CZ3432,B8548,昆明/1055,/,海口
227,CZ3449,B5645,广州/1510,/,昆明
228,CZ3450,B5645,昆明/1845,/,广州
229,CZ3451,B6911,深圳/1345,昆明/1720,丽江
230,CZ3452,B6911,丽江/1915,昆明/2120,深圳
231,CZ3459,B2365,深圳/0800,/,昆明
232,CZ3460,B2365,昆明/1135,/,深圳
233,CZ3467,B6909,长沙/1825,/,昆明
234,CZ3468,B6909,昆明/2130,/,长沙
235,CZ3469,B5070,武汉/1350,/,昆明
236,CZ3470,B5070,昆明/1715,/,武汉
237,CZ3481,B6203,广州/0700,昆明/1030,大理
238,CZ3482,B6203,大理/1210,昆明/1410,广州
239,CZ3487,B6209,广州/1235,昆明/1615,丽江
240,CZ3488,B6209,丽江/1805,昆明/2010,广州
241,CZ3489,B6683,广州/1830,/,昆明
242,CZ3490,B6683,昆明/2210,/,广州
243,CZ3491,B2620,郑州/0755,昆明/1135,版纳
244,CZ3492,B2620,版纳/1325,昆明/1530,郑州
245,CZ3495,B5675,郑州/1355,/,昆明
246,CZ3496,B5675,昆明/1740,/,郑州
247,CZ3541,B1921,昆明/0755,/,武汉
248,CZ3542,B2694,武汉/2155,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
249,CZ3677,B9930,上海/0740,昆明/1220,昆明
250,CZ3678,B9930,昆明/1340,/,上海
251,CZ3747,B5676,珠海/1840,/,昆明
252,CZ3748,B5676,昆明/2140,/,珠海
253,CZ3857,B5746,汕头/0840,/,昆明
254,CZ3858,B5746,昆明/1215,/,汕头
255,CZ3863,B5157,南宁/2050,/,昆明
256,CZ3864,B5157,昆明/2300,/,南宁
257,CZ3901,B6098,北京/0905,/,昆明
258,CZ3902,B6098,昆明/1345,/,北京
259,CZ3997,B6111,北京/1930,/,昆明
260,CZ3998,B6111,昆明/0915,/,北京
261,CZ6159,B6317,北京/1450,/,昆明
262,CZ6160,B6317,昆明/2005,/,北京
263,CZ6269,B8847,西安/1230,/,昆明
264,CZ6270,B8847,昆明/1550,/,西安
265,CZ6291,B5069,昆明/2200,/,丽江
266,CZ6415,B6815,西安/1650,/,昆明
267,CZ6416,B6815,昆明/2005,/,西安
268,CZ6425,B1829,武汉/1040,/,昆明
269,CZ6426,B1829,昆明/1355,/,武汉
270,CZ6427,B6896,长沙/1510,/,昆明
271,CZ6428,B6896,昆明/1840,/,长沙
272,CZ6459,B6812,重庆/1320,/,昆明
273,CZ6460,B6812,昆明/1610,/,重庆
274,CZ6561,B5156,义乌/1730,/,昆明
275,CZ6562,B5156,昆明/2050,/,义乌
276,CZ6597,B8640,三亚/1750,/,昆明
277,CZ6598,B8640,昆明/2105,/,三亚
278,CZ6601,B5233,郑州/1820,/,昆明
279,CZ6602,B5233,昆明/2210,/,郑州
280,CZ6799,B8848,上海/1450,/,昆明
281,CZ6800,B8848,昆明/1945,/,上海
282,CZ6923,B1880,深圳/1840,/,昆明
283,CZ6924,B1880,昆明/2220,/,深圳
284,CZ6949,B7972,重庆/1505,/,昆明
285,CZ6950,B7972,昆明/1745,/,重庆
286,CZ6977,B2917,武汉/1825,/,昆明
287,CZ6978,B2917,昆明/2150,/,武汉
288,CZ8509,B6583,青岛/1945,/,昆明
289,CZ8510,B6583,昆明/0810,/,青岛
290,DR6501,B5830,昆明/1310,/,芒市
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
291,DR6502,B5830,芒市/1455,/,昆明
292,DR6503,B5829,昆明/1700,/,芒市
293,DR6504,B5829,芒市/1840,/,昆明
294,DR6505,B5830,昆明/1830,/,芒市
295,DR6506,B5830,芒市/2025,/,昆明
296,DR6507,B5830,昆明/0910,/,芒市
297,DR6508,B5830,芒市/1055,/,昆明
298,DR6509,B5811,昆明/0840,/,版纳
299,DR6510,B5811,版纳/1035,/,昆明
300,DR6511,B5830,昆明/2240,/,版纳
301,DR6512,B5830,版纳/0030,/,昆明
302,DR6515,B5811,昆明/1330,/,襄阳
303,DR6516,B5811,襄阳/2230,/,昆明
304,DR6521,B1595,昆明/0700,/,成都
305,DR6522,B1595,成都/2250,/,昆明
306,DR6523,B6109,昆明/1710,/,丽江
307,DR6524,B6109,丽江/2255,/,昆明
308,DR6529,B1597,昆明/0735,/,太原
309,DR6530,B1597,太原/1455,/,昆明
310,DR6533,B7867,昆明/0720,/,武汉
311,DR6534,B7865,武汉/2145,/,昆明
312,DR6537,B1593,昆明/1855,/,兰州
313,DR6538,B1593,兰州/2205,/,昆明
314,DR6561,B7866,昆明/1155,/,青岛
315,DR6562,B7866,青岛/2205,/,昆明
316,DR6569,B1593,昆明/0720,/,北海
317,DR6570,B1593,北海/0945,/,昆明
318,DR6577,B5812,昆明/0715,/,榆林
319,DR6579,B5829,昆明/2040,/,芒市
320,DR6580,B6109,芒市/1350,/,昆明
321,DR6591,B7088,昆明/0635,/,西安
322,DR6592,B7088,西安/2215,/,昆明
323,EU2223,B6229,成都/0635,/,昆明
324,EU2224,B6229,昆明/2325,/,成都
325,EU2225,B6229,昆明/1925,/,版纳
326,EU2226,B6229,版纳/2115,/,昆明
327,EU2721,B6229,昆明/0920,/,柳州
328,EU2722,B6229,柳州/1655,/,昆明
329,FD582,,廊曼/0900,/,昆明
330,FD583,,昆明/1320,/,廊曼
331,FM9429,B6107,衡阳/1420,/,昆明
332,FM9430,B6107,昆明/1725,/,衡阳
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
333,FM9451,B2567,上海/0900,/,昆明
334,FM9452,B2567,昆明/1400,/,上海
335,FM9453,B5261,上海/0815,昆明/1300,版纳
336,FM9454,B5261,版纳/1445,昆明/1640,上海
337,FM9539,B5140,温州/0740,/,昆明
338,FM9540,B2688,昆明/1200,/,温州
339,FM9541,B5320,郑州/0750,/,昆明
340,FM9542,B5320,昆明/1150,/,郑州
341,FM9763,B5460,昆明/0900,/,昆明
342,FU6509,B1905,福州/1815,/,昆明
343,FU6510,B1905,昆明/2225,/,福州
344,GJ8661,B8148,贵阳/2320,/,昆明
345,GJ8662,B8983,昆明/0655,/,贵阳
346,GJ8837,B8147,珠海/1150,/,昆明
347,GJ8838,B8147,昆明/1805,/,珠海
348,GJ8871,B1676,昆明/0805,/,临沂
349,GJ8872,B1676,临沂/1925,/,昆明
350,GS7661,B9983,西安/1925,/,昆明
351,GS7662,B9983,昆明/2250,/,西安
352,GS7855,B9963,天津/0825,/,昆明
353,GS7856,B9963,昆明/1325,/,天津
354,GS7857,B8776,西安/1040,/,昆明
355,GS7858,B8776,昆明/1405,/,西安
356,GS7875,B6865,西安/1640,/,昆明
357,GS7876,B6865,昆明/1950,/,西安
358,HO1017,B6717,大庸/1655,/,昆明
359,HO1018,B6717,昆明/1955,/,大庸
360,HO1047,B6965,毕节/1745,/,昆明
361,HO1048,B6965,昆明/1945,/,毕节
362,HO1093,B6670,上海/2105,/,昆明
363,HO1095,B6602,毕节/1825,/,昆明
364,HO1096,B6602,昆明/2025,/,毕节
365,HO1099,B6670,上海/1200,/,昆明
366,HO1100,B6670,昆明/1635,/,上海
367,HO1121,B6396,上海/0835,/,昆明
368,HO1122,B6396,昆明/1255,/,上海
369,HO1681,B6949,毕节/1255,/,昆明
370,HO1682,B6949,昆明/1505,/,毕节
371,HU7087,B1793,海口/0740,/,昆明
372,HU7088,B1793,昆明/1035,/,海口
373,HU7089,B1547,海口/1940,/,昆明
374,HU7090,B1547,昆明/2240,/,海口
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
375,HU7111,B1796,北京/1540,/,昆明
376,HU7112,B1796,昆明/2025,/,北京
377,HU7163,B1795,深圳/0755,/,昆明
378,HU7164,B1795,昆明/1125,/,深圳
379,HU7211,B2739,北京/0810,/,昆明
380,HU7212,B2739,昆明/1255,/,北京
381,HU7311,B1787,北京/2130,/,昆明
382,HU7312,B1997,昆明/0700,/,北京
383,JD5155,B1621,丽江/1405,/,昆明
384,JD5156,B1621,昆明/1605,/,丽江
385,JD5157,B8678,杭州/0955,/,昆明
386,JD5158,B8678,昆明/1430,/,杭州
387,JD5165,B6403,丽江/0940,/,昆明
388,JD5166,B6403,昆明/1550,/,丽江
389,JD5789,B8072,版纳/1005,/,昆明
390,JD5790,B8072,昆明/1220,/,版纳
391,JD5791,B6403,昆明/1145,/,芒市
392,JD5792,B6403,芒市/1340,/,昆明
393,KA760,,香港/1155,/,昆明
394,KA760,,香港/0800,/,昆明
395,KA761,,昆明/0800,/,香港
396,KA761,,昆明/1530,/,香港
397,KE885,,首尔/1830,/,昆明
398,KE886,,昆明/2355,/,首尔
399,KN2381,B1523,石家庄/0650,/,昆明
400,KN2382,B1753,昆明/2055,/,石家庄
401,KN5211,B1753,汉中/1755,/,昆明
402,KN5212,B1523,昆明/1110,/,汉中
403,KY1459,B1459,天津/2150,/,昆明
404,KY8203,B2667,昆明/1200,/,南京
405,KY8204,B2667,南京/1600,/,昆明
406,KY8205,B5025,昆明/0905,/,济南
407,KY8206,B5025,济南/1955,/,昆明
408,KY8209,B7871,昆明/1255,/,版纳
409,KY8210,B7871,版纳/2220,/,昆明
410,KY8219,B5673,昆明/2125,/,深圳
411,KY8220,B2667,深圳/0830,/,昆明
412,KY8221,B6492,昆明/1725,/,重庆
413,KY8222,B6492,重庆/2005,/,昆明
414,KY8229,B2678,昆明/0800,/,腾冲
415,KY8230,B2678,腾冲/1620,/,昆明
416,KY8231,B7872,昆明/1640,/,丽江
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
417,KY8232,B7872,丽江/2345,/,昆明
418,KY8233,B5672,昆明/1355,/,太原
419,KY8235,B2669,昆明/0815,/,杭州
420,KY8236,B2669,杭州/1215,/,昆明
421,KY8239,B1507,昆明/1620,/,青岛
422,KY8240,B1507,青岛/2050,/,昆明
423,KY8243,B2678,昆明/1815,/,普洱
424,KY8244,B2678,普洱/1950,/,昆明
425,KY8245,B5026,昆明/1310,/,芒市
426,KY8246,B5026,芒市/1450,/,昆明
427,KY8247,B2678,昆明/2155,/,芒市
428,KY8248,B2678,芒市/2345,/,昆明
429,KY8249,B7870,昆明/2010,/,丽江
430,KY8250,B7870,版纳/2335,/,昆明
431,KY8251,B7871,昆明/0800,/,保山
432,KY8252,B7871,保山/0940,/,昆明
433,KY8253,B7873,昆明/0810,/,西安
434,KY8254,B7873,西安/1120,/,昆明
435,KY8255,B7872,昆明/0900,/,临沧
436,KY8256,B7872,临沧/1055,/,昆明
437,KY8257,B6495,昆明/0825,/,郑州
438,KY8258,B6495,郑州/1210,/,昆明
439,KY8261,B6491,昆明/0700,/,重庆
440,KY8262,B6491,重庆/1610,/,昆明
441,KY8265,B2669,昆明/1650,/,杭州
442,KY8266,B2669,杭州/2055,/,昆明
443,KY8269,B2679,昆明/1910,/,丽江
444,KY8270,B2679,版纳/2255,/,昆明
445,KY8273,B6492,昆明/1020,/,武汉
446,KY8274,B6492,武汉/1340,/,昆明
447,KY8275,B1991,昆明/1410,/,济南
448,KY8276,B1991,济南/1905,/,昆明
449,KY8281,B7873,昆明/1440,/,上海
450,KY8282,B7873,上海/1915,/,昆明
451,KY8283,B1507,昆明/0740,/,上海
452,KY8284,B1507,上海/1155,/,昆明
453,KY8285,B6491,昆明/2240,/,广州
454,KY8286,B6492,广州/0645,/,昆明
455,KY8295,B1926,昆明/0705,/,重庆
456,KY8296,B1926,重庆/1620,/,昆明
457,KY8297,B5702,昆明/0940,/,石家庄
458,KY8298,B5702,石家庄/2010,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
459,KY8301,B5026,昆明/1840,/,惠州
460,KY8302,B5026,惠州/2130,/,昆明
461,KY8307,B6495,昆明/1650,/,南昌
462,KY8308,B1991,南昌/0940,/,昆明
463,KY8313,B2679,昆明/0800,/,腾冲
464,KY8314,B2679,腾冲/1650,/,昆明
465,KY8315,B7870,昆明/0720,/,腾冲
466,KY8316,B7870,腾冲/1805,/,昆明
467,KY8321,B5672,昆明/0815,/,成都
468,KY8322,B5672,成都/1045,/,昆明
469,KY8333,B7089,昆明/1000,/,西安
470,KY8334,B7089,西安/2145,/,昆明
471,KY8341,B5673,昆明/0915,/,厦门
472,KY8342,B5673,厦门/1915,/,昆明
473,MF8405,B5601,厦门/0805,/,昆明
474,MF8406,B5601,昆明/1150,/,厦门
475,MF8417,B5382,厦门/1200,/,昆明
476,MF8418,B5382,昆明/1540,/,厦门
477,MF8427,B5435,福州/0805,/,昆明
478,MF8428,B5435,昆明/1220,/,福州
479,MF8429,B5382,厦门/2100,/,昆明
480,MF8430,B5383,昆明/0805,/,厦门
481,MF8461,B5308,武汉/1555,/,昆明
482,MF8462,B5308,昆明/1915,/,武汉
483,MF8475,B5435,福州/1555,/,昆明
484,MF8476,B5633,昆明/2015,/,福州
485,MF8641,B5633,珠海/1705,/,昆明
486,MF8642,B5435,昆明/2010,/,珠海
487,MU2003,B7170,昆明/1000,/,首尔
488,MU2004,B7170,首尔/1515,/,昆明
489,MU2029,B5795,昆明/1445,/,曼德勒
490,MU2030,B5796,曼德勒/1315,/,昆明
491,MU2031,B6149,昆明/1400,/,仰光
492,MU2032,B6149,仰光/1725,/,昆明
493,MU2035,B6143,北京/0755,昆明/1300,达卡
494,MU2036,B6143,达卡/1635,昆明/2030,北京
495,MU2143,B5258,太原/0735,/,昆明
496,MU2144,B5258,昆明/1940,/,太原
497,MU215,B8226,昆明/0910,/,南京
498,MU2177,B8570,宁波/1415,/,昆明
499,MU2178,B8570,昆明/1825,/,宁波
500,MU2181,B6672,西安/0750,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
501,MU2182,B6672,昆明/1115,/,西安
502,MU2185,B6877,银川/1515,/,昆明
503,MU2186,B6877,昆明/1905,/,银川
504,MU2205,B6877,银川/0740,/,昆明
505,MU2206,B6877,昆明/1135,/,银川
506,MU2207,B9905,西安/1445,/,昆明
507,MU2208,B9905,昆明/1810,/,西安
508,MU2245,B2378,西宁/1950,/,昆明
509,MU2246,B2378,昆明/2315,/,西宁
510,MU2249,B2209,兰州/0715,/,昆明
511,MU2250,B2209,昆明/1035,/,兰州
512,MU2263,B5701,昆明/0945,/,西安
513,MU2264,B5701,西安/2100,/,昆明
514,MU2359,B2356,西宁/0705,/,昆明
515,MU2360,B2356,昆明/1020,/,西宁
516,MU2361,B1838,西安/1815,/,昆明
517,MU2362,B1838,昆明/2130,/,西安
518,MU2433,B2333,宜昌/1700,/,昆明
519,MU2434,B2333,昆明/2020,/,宜昌
520,MU2485,B5472,武汉/1200,/,昆明
521,MU2486,B5472,昆明/1525,/,武汉
522,MU2493,B7876,武汉/1955,/,昆明
523,MU2494,B7876,昆明/1120,/,武汉
524,MU2495,B5199,成都/0755,/,昆明
525,MU2496,B5199,昆明/1040,/,成都
526,MU2497,B7876,武汉/0755,/,昆明
527,MU2498,B7876,昆明/2320,/,武汉
528,MU2561,B5265,昆明/1405,/,琅勃
529,MU2562,B5265,琅勃/1630,/,昆明
530,MU2565,B5231,昆明/1410,/,南宁
531,MU2566,B5231,南宁/2055,/,昆明
532,MU2567,B5796,广州/0630,昆明/1030,曼德勒
533,MU2568,B5795,曼德勒/1730,昆明/2200,广州
534,MU2571,B6142,昆明/1605,/,加德
535,MU2572,B6142,加德/2020,/,昆明
536,MU2573,B1789,北京/0910,昆明/1430,万象
537,MU2574,B1789,万象/1715,昆明/2030,北京
538,MU2589,B1703,昆明/0805,/,万象
539,MU2590,B1703,万象/1050,/,昆明
540,MU2591,B1836,昆明/0120,/,普吉
541,MU2592,B1860,普吉/0530,/,昆明
542,MU2593,B1792,昆明/1430,/,清迈
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
543,MU2594,B1792,清迈/1730,/,昆明
544,MU2595,B5795,昆明/0630,/,清迈
545,MU2596,B5795,清迈/0930,/,昆明
546,MU2705,B6462,南京/0730,昆明/1130,丽江
547,MU2706,B6462,丽江/1330,昆明/1535,南京
548,MU2715,B2411,长沙/1345,/,昆明
549,MU2716,B2411,昆明/1710,/,长沙
550,MU2726,B1636,昆明/0830,/,南京
551,MU2735,B6796,长沙/1625,/,昆明
552,MU2736,B6796,昆明/1935,/,长沙
553,MU2745,B6872,长沙/1750,/,昆明
554,MU2746,B6872,昆明/2110,/,长沙
555,MU2755,B6472,南京/1705,昆明/2105,版纳
556,MU2756,B6463,版纳/0840,昆明/1040,南京
557,MU2765,B6803,南京/1835,/,昆明
