昆明机场飞行动态,,,,,
,,,,,2017年07月12日
90,8L9856,B7989,绵阳/0705,/,昆明
91,8L9861,B7993,昆明/0715,/,合肥
92,8L9862,B7993,合肥/1040,/,昆明
93,8L9863,B5359,昆明/0700,/,重庆
94,8L9864,B5359,重庆/1550,/,昆明
95,8L9865,B2677,昆明/0710,/,济南
96,8L9866,B2677,济南/1130,/,昆明
97,8L9869,B8446,昆明/1420,/,武汉
98,8L9870,B8446,武汉/2325,/,昆明
99,8L9871,B6943,昆明/1355,/,宜昌
100,8L9872,B6943,宜昌/2230,/,昆明
101,8L9873,B8445,昆明/0700,/,赣州
102,8L9874,B8445,赣州/1425,/,昆明
103,8L9875,B6016,昆明/1755,/,厦门
104,8L9876,B6016,厦门/2150,/,昆明
105,8L9883,B1587,昆明/1800,/,南京
106,8L9884,B1587,南京/2150,/,昆明
107,8L9887,B1586,昆明/0830,/,宜春
108,8L9888,B1586,宜春/1805,/,昆明
109,8L9889,B7988,昆明/1655,/,上海
110,8L9890,B7988,上海/2135,/,昆明
111,8L9891,B6015,昆明/0950,/,武汉
112,8L9892,B6015,武汉/2030,/,昆明
113,8L9893,B7167,昆明/0715,/,珠海
114,8L9894,B7167,珠海/1015,/,昆明
115,8L9897,B5249,昆明/1655,/,温州
116,8L9898,B5249,温州/2110,/,昆明
117,8L9903,B5825,版纳/2100,/,昆明
118,8L9904,B5825,昆明/1450,/,版纳
119,8L9905,B5292,版纳/0650,/,昆明
120,8L9906,B5292,昆明/2345,/,版纳
121,8L9913,B6221,版纳/0050,/,昆明
122,8L9914,B6221,昆明/2255,/,版纳
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
123,8L9915,B5823,版纳/0840,/,昆明
124,8L9916,B5823,昆明/0650,/,版纳
125,8L9923,B5292,昆明/1255,/,保山
126,8L9924,B5292,保山/2145,/,昆明
127,8L9941,B6198,昆明/0650,/,大理
128,8L9942,B6198,大理/1655,/,昆明
129,8L9945,B5825,昆明/2355,/,成都
130,8L9946,B5805,成都/2350,/,昆明
131,8L9947,B7989,昆明/1025,/,成都
132,8L9948,B7989,成都/1310,/,昆明
133,8L9955,B1586,昆明/2205,/,郑州
134,8L9956,B1587,郑州/1410,/,昆明
135,8L9957,B6947,昆明/0710,/,武汉
136,8L9958,B6947,武汉/1020,/,昆明
137,8L9959,B1798,昆明/0725,/,安庆
138,8L9960,B1798,安庆/1540,/,昆明
139,8L9965,B8446,昆明/0715,/,三亚
140,8L9966,B8446,三亚/1030,/,昆明
141,8L9971,B6198,昆明/1900,/,海口
142,8L9972,B6198,海口/2145,/,昆明
143,8L9973,B7991,昆明/0705,/,郑州
144,8L9974,B5409,郑州/2300,/,昆明
145,8L9975,B1798,昆明/1850,/,广州
146,8L9976,B1798,广州/2230,/,昆明
147,8L9979,B7989,昆明/1620,/,深圳
148,8L9980,B7989,深圳/1955,/,昆明
149,8L9983,B7992,昆明/1930,/,西安
150,8L9984,B7992,西安/2255,/,昆明
151,8L9985,B7993,昆明/1540,/,太原
152,8L9986,B7993,太原/2245,/,昆明
153,8L9987,B8732,昆明/2130,/,北京
154,8L9988,B6943,北京/0620,/,昆明
155,8L9991,B6800,昆明/1215,/,兰州
156,8L9992,B6800,兰州/2310,/,昆明
157,8L9993,B5407,昆明/2200,/,西安
158,8L9994,B6015,西安/0625,/,昆明
159,8L9995,B6809,昆明/0640,/,银川
160,8L9996,B6809,银川/1050,/,昆明
161,9C8823,B6707,遵义/1415,/,昆明
162,9C8824,B6707,昆明/1635,/,遵义
163,9C8937,B1896,石家庄/1035,/,昆明
164,9C8938,B1896,昆明/1450,/,石家庄
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
165,9C8953,B1895,上海/0725,/,昆明
166,9C8954,B1895,昆明/1245,/,上海
167,9C8961,B6645,黔江/1625,/,昆明
168,9C8962,B6645,昆明/1910,/,黔江
169,A67105,B8285,昆明/1825,/,南昌
170,A67106,B8285,南昌/1445,/,昆明
171,A67113,B8432,昆明/0725,/,临沂
172,A67114,B8432,临沂/2015,/,昆明
173,A67119,B8318,昆明/0940,/,南京
174,A67120,B8318,南京/2200,/,昆明
175,AK101,,VMKK/1305,/,昆明
176,AK102,,昆明/1740,/,吉隆坡
177,B7289,,高雄/0735,/,昆明
178,B7290,,昆明/1210,/,高雄
179,BK2715,B1732,昆明/1010,/,南京
180,BK2716,B1732,南京/1400,/,昆明
181,BK2743,B5562,昆明/1425,/,版纳
182,BK2744,B5562,版纳/1615,/,昆明
183,BK2797,B1732,长沙/0705,/,昆明
184,BK2798,B1732,昆明/1810,/,长沙
185,BK2897,B5562,天津/0945,/,昆明
186,BK2898,B5562,昆明/1820,/,天津
187,CA1401,,天津/1530,/,昆明
188,CA1403,B1526,北京/0630,/,昆明
189,CA1404,B1526,昆明/1140,/,北京
190,CA1467,B5680,天津/1240,/,昆明
191,CA1468,B5680,昆明/1720,/,天津
192,CA1481,B5227,运城/1120,/,昆明
193,CA1482,B5228,昆明/1450,/,运城
194,CA1487,B5228,达县/1215,/,昆明
195,CA1488,B5227,昆明/1510,/,达县
196,CA1751,B6022,杭州/0715,/,昆明
197,CA1752,B8743,昆明/1230,/,杭州
198,CA1753,B6031,杭州/1455,/,昆明
199,CA1754,B6031,昆明/1940,/,杭州
200,CA1937,B6882,上海/1555,/,昆明
201,CA1938,B6882,昆明/2100,/,上海
202,CA1955,B8743,温州/0800,/,昆明
203,CA1956,B6022,昆明/1210,/,温州
204,CA1987,,温州/1730,/,昆明
205,CA1988,,昆明/2205,/,温州
206,CA415,B6038,成都/0815,昆明/1050,仰光
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
207,CA415,,昆明/0800,/,仰光
208,CA416,B6038,仰光/1400,昆明/1720,成都
209,CA4171,B8338,昆明/0725,/,北京
210,CA4172,B8338,北京/1155,/,昆明
211,CA4173,B8338,昆明/1645,/,北京
212,CA4174,B8338,北京/2120,/,昆明
213,CA4175,B8490,昆明/0710,/,沈阳
214,CA4176,B8490,沈阳/1130,/,昆明
215,CA4275,B9926,昆明/1545,/,哈尔滨
216,CA4276,B9926,哈尔滨/0925,/,昆明
217,CA4413,B6793,成都/1115,/,昆明
218,CA4414,B6793,昆明/1355,/,成都
219,CA4417,B6846,成都/2105,/,昆明
220,CA4418,B6847,昆明/0850,/,成都
221,CA4459,B9923,成都/2155,/,昆明
222,CA4460,B8490,昆明/1825,/,成都
223,CA8929,,郑州/1100,/,昆明
224,CA8930,,昆明/1450,/,郑州
225,CF9017,B2827,昆明/0005,/,南京
226,CF9018,B2827,南京/0600,/,昆明
227,CZ3247,B5339,桂林/1300,/,昆明
228,CZ3248,B5339,昆明/1500,/,桂林
229,CZ3407,B6289,广州/1355,/,昆明
230,CZ3408,B6289,昆明/1735,/,广州
231,CZ3409,B6663,广州/0820,/,昆明
232,CZ3410,B6663,昆明/1155,/,广州
233,CZ3415,B1921,广州/1135,/,昆明
234,CZ3416,B1921,昆明/1510,/,广州
235,CZ3419,B6283,广州/2125,/,昆明
236,CZ3420,B6292,昆明/0735,/,广州
237,CZ3431,B8547,海口/0805,/,昆明
238,CZ3432,B8547,昆明/1055,/,海口
239,CZ3449,B2408,广州/1510,/,昆明
240,CZ3450,B2408,昆明/1845,/,广州
241,CZ3451,B9913,深圳/1345,昆明/1720,丽江
242,CZ3452,B9913,丽江/1915,昆明/2120,深圳
243,CZ3459,B2395,深圳/0800,/,昆明
244,CZ3460,B2395,昆明/1135,/,深圳
245,CZ3467,B6251,长沙/1825,/,昆明
246,CZ3468,B6251,昆明/2130,/,长沙
247,CZ3469,B2695,武汉/1350,昆明/1845,昆明
248,CZ3470,B2695,昆明/2030,/,武汉
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
249,CZ3481,B6408,广州/0700,昆明/1030,大理
250,CZ3482,B6408,大理/1210,昆明/1410,广州
251,CZ3487,B6195,广州/1235,昆明/1615,丽江
252,CZ3488,B6195,丽江/1805,昆明/2010,广州
253,CZ3489,B6282,广州/1830,/,昆明
254,CZ3490,B6282,昆明/2210,/,广州
255,CZ3491,B2622,郑州/0755,昆明/1135,版纳
256,CZ3492,B2622,版纳/1325,昆明/1530,郑州
257,CZ3495,B2169,郑州/1355,/,昆明
258,CZ3496,B2169,昆明/1740,/,郑州
259,CZ3541,B1925,昆明/0745,/,武汉
260,CZ3542,B5192,武汉/2320,/,昆明
261,CZ3677,B6681,上海/0740,/,昆明
262,CZ3678,B6681,昆明/1205,/,上海
263,CZ3747,B5743,珠海/1840,/,昆明
264,CZ3748,B5743,昆明/2140,/,珠海
265,CZ3857,B1920,汕头/0840,/,昆明
266,CZ3858,B1920,昆明/1215,/,汕头
267,CZ3863,B5721,南宁/1835,/,昆明
268,CZ3864,B5721,昆明/2110,/,南宁
269,CZ3901,B6077,北京/0905,/,昆明
270,CZ3902,B6077,昆明/1525,/,北京
271,CZ3997,B6078,北京/2030,/,昆明
272,CZ3998,B6111,昆明/0915,/,北京
273,CZ6159,B6111,北京/1450,/,昆明
274,CZ6160,B6111,昆明/2005,/,北京
275,CZ6269,B6279,西安/1230,/,昆明
276,CZ6270,B6279,昆明/1550,/,西安
277,CZ6369,B2916,郑州/1300,昆明/1650,版纳
278,CZ6370,B2916,版纳/1855,昆明/2100,郑州
279,CZ6403,B9931,重庆/1305,/,昆明
280,CZ6404,B9931,昆明/1550,/,重庆
281,CZ6415,B6775,西安/1650,/,昆明
282,CZ6416,B6775,昆明/2005,/,西安
283,CZ6425,B9916,武汉/1040,/,昆明
284,CZ6426,B9916,昆明/1355,/,武汉
285,CZ6427,B6896,长沙/1440,/,昆明
286,CZ6428,B6896,昆明/1745,/,长沙
287,CZ6459,B6975,重庆/1320,/,昆明
288,CZ6460,B6975,昆明/1610,/,重庆
289,CZ6561,B5155,义乌/1630,/,昆明
290,CZ6562,B5155,昆明/2035,/,义乌
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
291,CZ6597,B8639,三亚/1750,/,昆明
292,CZ6598,B8639,昆明/2105,/,三亚
293,CZ6601,B5238,郑州/1820,/,昆明
294,CZ6602,B5238,昆明/2210,/,郑州
295,CZ6799,B8966,上海/1450,/,昆明
296,CZ6800,B8966,昆明/1945,/,上海
297,CZ6923,B2365,深圳/1840,/,昆明
298,CZ6924,B2365,昆明/2220,/,深圳
299,CZ6949,B7996,重庆/1505,/,昆明
300,CZ6950,B7996,昆明/1745,/,重庆
301,CZ8509,B6897,青岛/1945,/,昆明
302,CZ8510,B6897,昆明/0810,/,青岛
303,DR5313,B5830,昆明/0725,/,恩施
304,DR5314,B5830,恩施/1540,/,昆明
305,DR6501,B7088,昆明/1310,/,芒市
306,DR6502,B7088,芒市/1455,/,昆明
307,DR6503,B7088,昆明/1700,/,芒市
308,DR6504,B7088,芒市/1840,/,昆明
309,DR6505,B5830,昆明/1830,/,芒市
310,DR6506,B5830,芒市/2025,/,昆明
311,DR6507,B7088,昆明/0910,/,芒市
312,DR6508,B7088,芒市/1055,/,昆明
313,DR6509,B5829,昆明/0840,/,版纳
314,DR6510,B5829,版纳/1035,/,昆明
315,DR6511,B5830,昆明/2240,/,版纳
316,DR6512,B5830,版纳/0030,/,昆明
317,DR6515,B5829,昆明/1330,/,襄阳
318,DR6516,B5829,襄阳/2230,/,昆明
319,DR6521,B1595,昆明/0700,/,成都
320,DR6522,B1595,成都/2250,/,昆明
321,DR6523,B5812,昆明/1710,/,丽江
322,DR6524,B5812,丽江/2255,/,昆明
323,DR6529,B1597,昆明/0735,/,太原
324,DR6530,B1597,太原/1455,/,昆明
325,DR6533,B7866,昆明/0720,/,武汉
326,DR6534,B7866,武汉/2145,/,昆明
327,DR6537,B1597,昆明/1855,/,兰州
328,DR6538,B1597,兰州/2205,/,昆明
329,DR6559,B1593,昆明/1240,/,太原
330,DR6560,B1593,太原/2210,/,昆明
331,DR6561,B7867,昆明/1155,/,青岛
332,DR6562,B7867,青岛/2205,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
333,DR6569,B1593,昆明/0720,/,北海
334,DR6570,B1593,北海/0945,/,昆明
335,DR6577,B6110,昆明/0715,/,榆林
336,DR6578,B5811,榆林/1910,/,昆明
337,DR6579,B7088,昆明/2040,/,芒市
338,DR6580,B5812,芒市/1350,/,昆明
339,DR6591,B1960,昆明/0635,/,西安
340,DR6592,B1960,西安/2215,/,昆明
341,DZ6311,B7100,珠海/0655,/,昆明
342,DZ6312,B7631,昆明/2305,/,珠海
343,DZ6313,B7100,昆明/0945,/,长沙
344,DZ6314,B7631,长沙/1900,/,昆明
345,EU2223,B6229,成都/0645,/,昆明
346,EU2224,B6229,昆明/2325,/,成都
347,EU2225,B6229,昆明/1925,/,版纳
348,EU2226,B6229,版纳/2115,/,昆明
349,EU2721,B6229,昆明/0920,/,柳州
350,EU2722,B6229,柳州/1655,/,昆明
351,FD582,,廊曼/0900,/,昆明
352,FD583,,昆明/1320,/,廊曼
353,FM9397,B1720,长沙/1250,/,昆明
354,FM9398,B1720,昆明/1610,/,长沙
355,FM9429,B1740,衡阳/1420,/,昆明
356,FM9430,B1740,昆明/1725,/,衡阳
357,FM9451,B2567,上海/0900,/,昆明
358,FM9452,B2567,昆明/1350,/,上海
359,FM9453,B5261,上海/0815,昆明/1300,版纳
360,FM9454,B5261,版纳/1445,昆明/1640,上海
361,FM9539,B5320,温州/0740,/,昆明
362,FM9540,B5320,昆明/1200,/,温州
363,FM9541,B5131,郑州/0750,/,昆明
364,FM9542,B5131,昆明/1150,/,郑州
365,FU6509,B1559,福州/1815,/,昆明
366,FU6510,B1559,昆明/2225,/,福州
367,GJ8661,B8148,贵阳/2320,/,昆明
368,GJ8662,B8148,昆明/0730,/,贵阳
369,GJ8689,B8320,昆明/0805,/,徐州
370,GJ8690,B8320,徐州/1940,/,昆明
371,GJ8837,B1673,珠海/1150,/,昆明
372,GJ8838,B1673,昆明/1805,/,珠海
373,GS7653,B9983,西安/0805,/,昆明
374,GS7654,B9983,昆明/1140,/,西安
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
375,GS7661,B9948,西安/1925,/,昆明
376,GS7662,B9948,昆明/2250,/,西安
377,GS7855,B8959,天津/0825,/,昆明
378,GS7856,B8959,昆明/1325,/,天津
379,GS7875,B6789,西安/1640,/,昆明
380,GS7876,B6789,昆明/1950,/,西安
381,HO1019,B6572,大庸/1635,/,昆明
382,HO1020,B6572,昆明/1930,/,大庸
383,HO1093,B1871,上海/2105,/,昆明
384,HO1095,B6618,毕节/1640,/,昆明
385,HO1096,B6618,昆明/1840,/,毕节
386,HO1099,B1871,上海/1200,/,昆明
387,HO1100,B1871,昆明/1635,/,上海
388,HO1121,B6787,上海/0835,/,昆明
389,HO1122,B6787,昆明/1255,/,上海
390,HO1681,B6901,毕节/1255,/,昆明
391,HO1682,B6901,昆明/1505,/,毕节
392,HU7087,B5479,海口/0740,/,昆明
393,HU7088,B5479,昆明/1035,/,海口
394,HU7111,B2491,北京/1540,/,昆明
395,HU7112,B2491,昆明/2025,/,北京
396,HU7163,B5638,深圳/0755,/,昆明
397,HU7164,B5638,昆明/1125,/,深圳
398,HU7211,B5709,北京/0810,/,昆明
399,HU7212,B5709,昆明/1255,/,北京
400,HU7235,B7173,广州/1600,/,昆明
401,HU7236,B7173,昆明/1930,/,广州
402,HU7311,B5141,北京/2130,/,昆明
403,HU7312,B5408,昆明/0700,/,北京
404,HU7889,B5623,深圳/1905,/,昆明
405,HU7890,B5623,昆明/2240,/,深圳
406,JD5155,B1603,丽江/1405,/,昆明
407,JD5156,B1603,昆明/1605,/,丽江
408,JD5157,B1691,杭州/0955,/,昆明
409,JD5158,B1691,昆明/1430,/,杭州
410,JD5165,B6181,丽江/0940,/,昆明
411,JD5166,B6181,昆明/1550,/,丽江
412,JD5789,B1623,版纳/1005,/,昆明
413,JD5790,B1623,昆明/1220,/,版纳
414,JD5791,B6181,昆明/1145,/,芒市
415,JD5792,B6181,芒市/1340,/,昆明
416,KA760,,香港/0800,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
417,KA760,,香港/1155,/,昆明
418,KA761,,昆明/1530,/,香港
419,KA761,,昆明/0800,/,香港
420,KE885,,首尔/1830,/,昆明
421,KE886,,昆明/2355,/,首尔
422,KN2381,B5547,石家庄/0645,/,昆明
423,KN2382,B5547,昆明/2055,/,石家庄
424,KN5211,B5547,汉中/1755,/,昆明
425,KN5212,B5547,昆明/1055,/,汉中
426,KY8203,B5673,昆明/1200,/,南京
427,KY8204,B5673,南京/1600,/,昆明
428,KY8205,B2667,昆明/0905,/,济南
429,KY8206,B2667,济南/1955,/,昆明
430,KY8209,B7872,昆明/1255,/,版纳
431,KY8210,B7872,版纳/2220,/,昆明
432,KY8219,B5673,昆明/2125,/,深圳
433,KY8220,B5673,深圳/0830,/,昆明
434,KY8221,B6492,昆明/1725,/,重庆
435,KY8222,B6492,重庆/2005,/,昆明
436,KY8229,B2679,昆明/0800,/,腾冲
437,KY8230,B2679,腾冲/1620,/,昆明
438,KY8231,B7871,昆明/1640,/,丽江
439,KY8232,B7871,丽江/2345,/,昆明
440,KY8233,B6491,昆明/1355,/,太原
441,KY8234,B5672,太原/2000,/,昆明
442,KY8235,B2669,昆明/0815,/,杭州
443,KY8236,B2669,杭州/1215,/,昆明
444,KY8239,B7089,昆明/1620,/,青岛
445,KY8240,B7089,青岛/2050,/,昆明
446,KY8243,B2678,昆明/1815,/,普洱
447,KY8244,B2678,普洱/1950,/,昆明
448,KY8245,B2678,昆明/1310,/,芒市
449,KY8246,B2678,芒市/1450,/,昆明
450,KY8247,B2678,昆明/2155,/,芒市
451,KY8248,B2678,芒市/2345,/,昆明
452,KY8249,B7870,昆明/2010,/,丽江
453,KY8250,B7870,版纳/2335,/,昆明
454,KY8251,B7872,昆明/0800,/,保山
455,KY8252,B7872,保山/0940,/,昆明
456,KY8253,B6493,昆明/0810,/,西安
457,KY8254,B6493,西安/1120,/,昆明
458,KY8255,B7871,昆明/0900,/,临沧
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
459,KY8256,B7871,临沧/1055,/,昆明
460,KY8257,B7089,昆明/0825,/,郑州
461,KY8258,B7089,郑州/1210,/,昆明
462,KY8261,B6495,昆明/0700,/,重庆
463,KY8262,B6495,重庆/1610,/,昆明
464,KY8265,B2669,昆明/1650,/,杭州
465,KY8266,B2669,杭州/2055,/,昆明
466,KY8269,B1459,昆明/1910,/,丽江
467,KY8270,B1459,版纳/2255,/,昆明
468,KY8273,B6492,昆明/1020,/,武汉
469,KY8274,B6492,武汉/1340,/,昆明
470,KY8275,B1991,昆明/1410,/,济南
471,KY8276,B1991,济南/1905,/,昆明
472,KY8281,B6493,昆明/1440,/,上海
473,KY8282,B6493,上海/1915,/,昆明
474,KY8283,B5702,昆明/0740,/,上海
475,KY8284,B5702,上海/1155,/,昆明
476,KY8285,B6495,昆明/2240,/,广州
477,KY8286,B6492,广州/0645,/,昆明
478,KY8295,B7873,昆明/0705,/,重庆
479,KY8296,B7873,重庆/1620,/,昆明
480,KY8297,B5026,昆明/0940,/,石家庄
481,KY8298,B5026,石家庄/2010,/,昆明
482,KY8301,B2679,昆明/1840,/,惠州
483,KY8302,B2679,惠州/2130,/,昆明
484,KY8307,B5702,昆明/1650,/,南昌
485,KY8308,B6491,南昌/0940,/,昆明
486,KY8315,B7870,昆明/0720,/,腾冲
487,KY8316,B7870,腾冲/1805,/,昆明
488,KY8321,B1991,昆明/0815,/,成都
489,KY8322,B1991,成都/1045,/,昆明
490,KY8333,B1507,昆明/1000,/,西安
491,KY8334,B1507,西安/2145,/,昆明
492,KY8341,B5025,昆明/0915,/,厦门
493,KY8342,B5025,厦门/1915,/,昆明
494,KY8351,B1459,昆明/0800,/,芒市
495,KY8352,B1459,芒市/1645,/,昆明
496,MF8405,B5152,厦门/0805,/,昆明
497,MF8406,B5152,昆明/1150,/,厦门
498,MF8417,B5552,厦门/1200,/,昆明
499,MF8418,B5552,昆明/1540,/,厦门
500,MF8427,B5846,福州/0805,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
501,MF8428,B5846,昆明/1220,/,福州
502,MF8429,B5792,厦门/2100,/,昆明
503,MF8430,B5602,昆明/0805,/,厦门
504,MF8461,B6887,武汉/1555,/,昆明
505,MF8462,B6887,昆明/1915,/,武汉
506,MF8475,B5028,福州/1555,/,昆明
507,MF8476,B5028,昆明/2015,/,福州
508,MF8641,B5528,珠海/1705,/,昆明
509,MF8642,B5528,昆明/2010,/,珠海
510,MU2003,B6145,昆明/0955,/,首尔
511,MU2004,B6145,首尔/1515,/,昆明
512,MU2011,B1791,昆明/0830,/,南宁
513,MU2012,B1791,南宁/1850,/,昆明
514,MU2029,B5795,昆明/1445,/,曼德勒
515,MU2030,B1702,曼德勒/1315,/,昆明
516,MU2031,B1907,昆明/1400,/,仰光
517,MU2032,B1907,仰光/1725,/,昆明
518,MU2035,B6148,北京/0755,昆明/1300,达卡
519,MU2036,B1789,达卡/1635,昆明/2030,北京
520,MU2143,B5258,太原/0735,/,昆明
521,MU2144,B5257,昆明/1840,/,太原
522,MU216,B8231,南京/1630,/,昆明
523,MU2177,B8567,宁波/1415,/,昆明
524,MU2178,B8567,昆明/1825,/,宁波
525,MU2181,B8119,西安/0750,/,昆明
526,MU2182,B8119,昆明/1115,/,西安
527,MU2185,B9921,银川/1515,/,昆明
528,MU2186,B9921,昆明/1905,/,银川
529,MU2205,B9921,银川/0740,/,昆明
530,MU2206,B9921,昆明/1135,/,银川
531,MU2207,B8977,西安/1445,/,昆明
532,MU2208,B8977,昆明/1810,/,西安
533,MU2245,B6695,西宁/1950,/,昆明
534,MU2246,B6695,昆明/2315,/,西宁
535,MU2249,B1612,兰州/0715,/,昆明
536,MU2250,B1612,昆明/1035,/,兰州
537,MU2263,B1908,昆明/0945,/,西安
538,MU2264,B1908,西安/2100,/,昆明
539,MU2359,B1815,西宁/0705,/,昆明
540,MU2360,B1815,昆明/1020,/,西宁
541,MU2361,B9905,西安/1815,/,昆明
542,MU2362,B9905,昆明/2130,/,西安
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
543,MU2433,B2333,宜昌/1700,/,昆明
544,MU2434,B2333,昆明/2020,/,宜昌
545,MU2493,B7375,武汉/1955,/,昆明
546,MU2494,B7375,昆明/1120,/,武汉
547,MU2495,B5780,成都/0755,/,昆明
548,MU2496,B5780,昆明/1140,/,成都
549,MU2497,B7375,武汉/0755,/,昆明
550,MU2498,B7375,昆明/2320,/,武汉
551,MU2567,B1702,广州/0630,昆明/1030,曼德勒
552,MU2568,B5795,曼德勒/1730,昆明/2205,广州
553,MU2569,B6147,北京/0805,昆明/1430,清迈
554,MU2570,B6143,清迈/0930,昆明/1600,北京
555,MU2571,B6142,昆明/1605,/,加德
556,MU2572,B6142,加德/2020,/,昆明
557,MU2573,B6249,北京/0910,昆明/1430,万象
