昆明机场飞行动态,,,,,
,,,,,2017年07月04日
57,8L9624,B7991,杭州/1445,/,昆明
58,8L9637,B6221,昆明/1230,/,苏梅岛
59,8L9638,B6221,苏梅岛/1640,/,昆明
60,8L9643,B5268,昆明/0715,/,芒市
61,8L9644,B5268,芒市/0850,/,昆明
62,8L9647,B1825,昆明/0710,/,淮安
63,8L9648,B1825,淮安/1515,/,昆明
64,8L9651,B1588,昆明/0950,/,郑州
65,8L9652,B7991,郑州/0705,/,昆明
66,8L9679,B7993,昆明/1640,/,PEN
67,8L9680,B7993,PEN/2020,/,昆明
68,8L9685,B6198,昆明/0700,/,凯里
69,8L9686,B6198,凯里/1505,/,昆明
70,8L9689,B2677,昆明/1855,/,合肥
71,8L9690,B2677,合肥/2230,/,昆明
72,8L9697,B8445,昆明/0825,/,普吉
73,8L9698,B8445,普吉/1240,/,昆明
74,8L9711,B5825,昆明/1510,/,桂林
75,8L9712,B5825,桂林/2220,/,昆明
76,8L9747,B5732,昆明/1340,/,CEB
77,8L9748,B5732,CEB/1915,/,昆明
78,8L9801,B5249,昆明/2355,/,丽江
79,8L9802,B6943,丽江/0800,/,昆明
80,8L9803,B5292,昆明/0715,/,丽江
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
81,8L9804,B1563,丽江/2135,/,昆明
82,8L9827,B5825,昆明/1105,/,泸沽湖
83,8L9828,B5825,泸沽湖/1255,/,昆明
84,8L9849,B5825,昆明/0705,/,迪庆
85,8L9850,B5825,迪庆/0850,/,昆明
86,8L9855,B6015,昆明/1550,/,绵阳
87,8L9856,B7990,绵阳/0705,/,昆明
88,8L9861,B7989,昆明/0650,/,合肥
89,8L9862,B7989,合肥/1015,/,昆明
90,8L9863,B6947,昆明/0700,/,重庆
91,8L9864,B6947,重庆/1550,/,昆明
92,8L9865,B6015,昆明/0710,/,济南
93,8L9866,B6015,济南/1130,/,昆明
94,8L9869,B7989,昆明/1420,/,武汉
95,8L9870,B7989,武汉/2325,/,昆明
96,8L9871,B6943,昆明/1350,/,宜昌
97,8L9872,B6943,宜昌/2230,/,昆明
98,8L9873,B7988,昆明/0700,/,赣州
99,8L9874,B7988,赣州/1425,/,昆明
100,8L9883,B5359,昆明/1800,/,南京
101,8L9884,B5359,南京/2150,/,昆明
102,8L9887,B1587,昆明/0830,/,宜春
103,8L9888,B1587,宜春/1750,/,昆明
104,8L9889,B8445,昆明/1740,/,上海
105,8L9890,B8445,上海/2155,/,昆明
106,8L9891,B6809,昆明/1000,/,武汉
107,8L9892,B6809,武汉/2030,/,昆明
108,8L9893,B7992,昆明/0715,/,珠海
109,8L9894,B7992,珠海/1010,/,昆明
110,8L9897,B5359,昆明/0740,/,温州
111,8L9898,B5359,温州/1130,/,昆明
112,8L9903,B5249,版纳/2100,/,昆明
113,8L9904,B5249,昆明/1510,/,版纳
114,8L9905,B5248,版纳/0700,/,昆明
115,8L9906,B5268,昆明/2345,/,版纳
116,8L9913,B1565,版纳/0040,/,昆明
117,8L9914,B1565,昆明/2255,/,版纳
118,8L9915,B6221,版纳/0840,/,昆明
119,8L9916,B6221,昆明/0700,/,版纳
120,8L9931,B5248,昆明/1730,/,芒市
121,8L9933,B5248,昆明/1210,/,腾冲
122,8L9934,B5248,腾冲/1405,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
123,8L9935,B5268,昆明/1305,/,芒市
124,8L9936,B5268,芒市/2145,/,昆明
125,8L9945,B1563,昆明/2355,/,成都
126,8L9946,B5823,成都/2350,/,昆明
127,8L9947,B7990,昆明/1025,/,成都
128,8L9948,B7990,成都/1310,/,昆明
129,8L9955,B7988,昆明/2200,/,郑州
130,8L9956,B1586,郑州/1405,/,昆明
131,8L9957,B5732,昆明/0710,/,武汉
132,8L9958,B5732,武汉/1020,/,昆明
133,8L9965,B5971,昆明/1030,/,三亚
134,8L9966,B5971,三亚/1420,/,昆明
135,8L9971,B6198,昆明/1900,/,海口
136,8L9972,B6198,海口/2145,/,昆明
137,8L9973,B5449,昆明/0705,/,郑州
138,8L9974,B5409,郑州/2230,/,昆明
139,8L9979,B7990,昆明/1620,/,深圳
140,8L9980,B7990,深圳/1955,/,昆明
141,8L9983,B1586,昆明/1930,/,西安
142,8L9984,B1586,西安/2255,/,昆明
143,8L9985,B8446,昆明/1540,/,太原
144,8L9986,B8446,太原/2245,/,昆明
145,8L9987,B6947,昆明/2130,/,北京
146,8L9988,B8446,北京/0620,/,昆明
147,8L9991,B6016,昆明/1045,/,兰州
148,8L9992,B6016,兰州/2310,/,昆明
149,8L9993,B7991,昆明/2155,/,西安
150,8L9994,B6809,西安/0625,/,昆明
151,8L9995,B1565,昆明/0640,/,银川
152,8L9996,B1565,银川/1005,/,昆明
153,9C8595,B6706,绵阳/1755,/,昆明
154,9C8596,B6706,昆明/2035,/,绵阳
155,9C8729,B6862,扬州泰州/1405,/,昆明
156,9C8730,B6862,昆明/1755,/,扬州泰州
157,9C8823,B6705,遵义/1415,/,昆明
158,9C8824,B6705,昆明/1635,/,遵义
159,9C8827,B6562,芷江/0945,/,昆明
160,9C8828,B6562,昆明/1215,/,芷江
161,9C8829,B6612,常德/1630,/,昆明
162,9C8830,B6612,昆明/1935,/,常德
163,9C8937,B1627,石家庄/1035,/,昆明
164,9C8938,B1627,昆明/1450,/,石家庄
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
165,A67105,B8318,昆明/0940,/,南昌
166,A67106,B8285,南昌/1445,/,昆明
167,A67107,B8285,昆明/1825,/,郑州
168,A67108,B8285,郑州/2245,/,昆明
169,AK101,,VMKK/1305,/,昆明
170,AK102,,昆明/1740,/,吉隆坡
171,B7289,,高雄/0735,/,昆明
172,B7290,,昆明/1210,/,高雄
173,BK2743,B5562,昆明/1425,/,版纳
174,BK2744,B5562,版纳/1615,/,昆明
175,BK2797,B1732,长沙/0705,/,昆明
176,BK2798,B1732,昆明/1810,/,长沙
177,BK2845,B1732,昆明/1025,/,合肥
178,BK2846,B1732,合肥/1410,/,昆明
179,BK2897,B5562,天津/0945,/,昆明
180,BK2898,B5562,昆明/1820,/,天津
181,CA1401,,天津/1530,/,昆明
182,CA1402,,昆明/2020,/,天津
183,CA1403,,北京/0630,/,昆明
184,CA1404,,昆明/1140,/,北京
185,CA1467,,天津/1240,/,昆明
186,CA1468,,昆明/1720,/,天津
187,CA1481,,运城/1120,/,昆明
188,CA1482,,昆明/1450,/,运城
189,CA1487,,达县/1215,/,昆明
190,CA1488,,昆明/1510,/,达县
191,CA1751,,杭州/0715,/,昆明
192,CA1752,,昆明/1230,/,杭州
193,CA1753,,杭州/1455,/,昆明
194,CA1754,,昆明/1940,/,杭州
195,CA1937,,上海/1555,/,昆明
196,CA1938,,昆明/2100,/,上海
197,CA1955,,温州/0800,/,昆明
198,CA1956,,昆明/1210,/,温州
199,CA1987,,温州/1730,/,昆明
200,CA1988,,昆明/2205,/,温州
201,CA415,,成都/0815,昆明/1050,仰光
202,CA415,,昆明/0800,/,仰光
203,CA416,,仰光/0800,/,昆明
204,CA416,,仰光/1400,昆明/1720,成都
205,CA4171,,昆明/0725,/,北京
206,CA4172,,北京/1155,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
207,CA4173,,昆明/1645,/,北京
208,CA4174,,北京/2120,/,昆明
209,CA4175,B8745,昆明/0710,/,沈阳
210,CA4176,B8745,沈阳/1130,/,昆明
211,CA4275,,昆明/1545,/,哈尔滨
212,CA4276,,哈尔滨/0925,/,昆明
213,CA4413,,成都/1115,/,昆明
214,CA4414,,昆明/1355,/,成都
215,CA4417,B6846,成都/2105,/,昆明
216,CA4418,,昆明/0850,/,成都
217,CA4459,,成都/2155,/,昆明
218,CA4460,B8745,昆明/1825,/,成都
219,CA8929,,郑州/1100,/,昆明
220,CA8930,B5553,昆明/1450,/,郑州
221,CF9017,B2827,昆明/0005,/,南京
222,CF9018,B2827,南京/0600,/,昆明
223,CZ3247,B5738,桂林/1220,/,昆明
224,CZ3248,B5738,昆明/1500,/,桂林
225,CZ3407,B6662,广州/1355,/,昆明
226,CZ3408,B6662,昆明/1735,/,广州
227,CZ3409,B2406,广州/0820,/,昆明
228,CZ3410,B2406,昆明/1155,/,广州
229,CZ3415,B5020,广州/1210,/,昆明
230,CZ3416,B5020,昆明/1500,/,广州
231,CZ3419,B9932,广州/2215,/,昆明
232,CZ3420,B2408,昆明/0735,/,广州
233,CZ3431,B8641,海口/0805,/,昆明
234,CZ3432,B8641,昆明/1055,/,海口
235,CZ3451,B2392,深圳/1345,昆明/1720,丽江
236,CZ3452,B2392,丽江/1915,昆明/2120,深圳
237,CZ3459,B2369,深圳/0800,/,昆明
238,CZ3460,B2369,昆明/1135,/,深圳
239,CZ3467,B6251,长沙/1825,/,昆明
240,CZ3468,B6251,昆明/2130,/,长沙
241,CZ3469,B2694,武汉/1350,/,昆明
242,CZ3470,B2694,昆明/1715,/,武汉
243,CZ3481,B6209,广州/0700,昆明/1030,大理
244,CZ3482,B6209,大理/1210,昆明/1410,广州
245,CZ3487,B6242,广州/1235,昆明/1615,丽江
246,CZ3488,B6242,丽江/1805,昆明/2010,广州
247,CZ3489,B6342,广州/1830,/,昆明
248,CZ3490,B6342,昆明/2210,/,广州
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
249,CZ3491,B2620,郑州/0755,昆明/1135,版纳
250,CZ3492,B2620,版纳/1325,昆明/1530,郑州
251,CZ3495,B2916,郑州/1355,/,昆明
252,CZ3496,B2916,昆明/1740,/,郑州
253,CZ3541,B5340,昆明/0755,/,武汉
254,CZ3542,B5112,武汉/2210,/,昆明
255,CZ3677,B6702,上海/0740,/,昆明
256,CZ3678,B6702,昆明/1205,/,上海
257,CZ3747,B5740,珠海/1840,/,昆明
258,CZ3748,B5740,昆明/2140,/,珠海
259,CZ3857,B5156,汕头/0840,/,昆明
260,CZ3858,B5156,昆明/1215,/,汕头
261,CZ3863,B5156,南宁/1835,/,昆明
262,CZ3864,B5156,昆明/2110,/,南宁
263,CZ3901,B6098,北京/0905,/,昆明
264,CZ3902,B6098,昆明/1345,/,北京
265,CZ3998,B6058,昆明/0915,/,北京
266,CZ6159,B6111,北京/1450,/,昆明
267,CZ6269,B6276,西安/1230,/,昆明
268,CZ6270,B6276,昆明/1550,/,西安
269,CZ6293,B9916,太原/1350,/,昆明
270,CZ6294,B9916,昆明/1750,/,太原
271,CZ6369,B2169,郑州/1300,昆明/1650,版纳
272,CZ6370,B2169,版纳/1855,昆明/2100,郑州
273,CZ6403,B9931,重庆/1305,/,昆明
274,CZ6404,B9931,昆明/1550,/,重庆
275,CZ6415,B6783,西安/1650,/,昆明
276,CZ6416,B6783,昆明/2005,/,西安
277,CZ6425,B9958,武汉/1040,/,昆明
278,CZ6426,B9958,昆明/1355,/,武汉
279,CZ6459,B6945,重庆/1320,/,昆明
280,CZ6460,B6945,昆明/1610,/,重庆
281,CZ6597,B8640,三亚/1750,/,昆明
282,CZ6598,B8640,昆明/2105,/,三亚
283,CZ6601,B5232,郑州/1820,/,昆明
284,CZ6602,B5232,昆明/2210,/,郑州
285,CZ6799,B8849,上海/1450,/,昆明
286,CZ6800,B8849,昆明/1945,/,上海
287,CZ6923,B1845,深圳/1840,/,昆明
288,CZ6924,B1845,昆明/2220,/,深圳
289,CZ6949,B1953,重庆/1505,/,昆明
290,CZ6950,B1953,昆明/1745,/,重庆
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
291,CZ6977,B5070,武汉/1840,/,昆明
292,CZ6978,B5070,昆明/2150,/,武汉
293,CZ8509,B6897,青岛/1945,/,昆明
294,CZ8510,B6897,昆明/0810,/,青岛
295,DR5315,B5830,昆明/0725,/,长治
296,DR5316,B5830,长治/1440,/,昆明
297,DR6501,B7088,昆明/1310,/,芒市
298,DR6502,B7088,芒市/1455,/,昆明
299,DR6503,B6109,昆明/1700,/,芒市
300,DR6504,B6109,芒市/1840,/,昆明
301,DR6505,B7088,昆明/1830,/,芒市
302,DR6506,B7088,芒市/2025,/,昆明
303,DR6507,B7088,昆明/0910,/,芒市
304,DR6508,B7088,芒市/1050,/,昆明
305,DR6509,B6109,昆明/0840,/,版纳
306,DR6510,B6109,版纳/1035,/,昆明
307,DR6511,B7088,昆明/2240,/,版纳
308,DR6512,B7088,版纳/0030,/,昆明
309,DR6515,B6110,昆明/1330,/,襄阳
310,DR6516,B6110,襄阳/2230,/,昆明
311,DR6521,B1595,昆明/0700,/,成都
312,DR6522,B1595,成都/2250,/,昆明
313,DR6523,B5811,昆明/1710,/,丽江
314,DR6524,B5811,丽江/2255,/,昆明
315,DR6537,B7865,昆明/1855,/,兰州
316,DR6538,B7865,兰州/2205,/,昆明
317,DR6559,B1593,昆明/1240,/,太原
318,DR6560,B1593,太原/2240,/,昆明
319,DR6577,B5812,昆明/0715,/,榆林
320,DR6579,B6109,昆明/2040,/,芒市
321,DR6580,B5811,芒市/1350,/,昆明
322,DR6591,B1960,昆明/0635,/,西安
323,DR6592,B1960,西安/2215,/,昆明
324,EU2223,B6163,成都/0645,/,昆明
325,EU2224,B6163,昆明/2325,/,成都
326,EU2225,B6163,昆明/1925,/,版纳
327,EU2226,B6163,版纳/2115,/,昆明
328,EU2721,B6163,昆明/0920,/,柳州
329,EU2722,B6163,柳州/1655,/,昆明
330,FD582,,廊曼/0900,/,昆明
331,FD583,,昆明/1320,/,廊曼
332,FM9397,B6108,长沙/1250,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
333,FM9398,B6108,昆明/1610,/,长沙
334,FM9429,B1741,衡阳/1420,/,昆明
335,FM9430,B1741,昆明/1725,/,衡阳
336,FM9451,B2567,上海/0900,/,昆明
337,FM9452,B2567,昆明/1350,/,上海
338,FM9453,B5261,上海/0815,昆明/1255,版纳
339,FM9454,B5261,版纳/1445,昆明/1640,上海
340,FM9539,B7638,温州/0740,/,昆明
341,FM9540,B7638,昆明/1200,/,温州
342,FM9541,B5145,郑州/0750,/,昆明
343,FM9542,B5145,昆明/1150,/,郑州
344,FU6509,B7395,福州/1815,/,昆明
345,FU6510,B7395,昆明/2225,/,福州
346,G52627,B3231,南阳/1545,/,昆明
347,G52628,B3231,昆明/1905,/,南阳
348,GJ8661,B1676,贵阳/2320,/,昆明
349,GJ8662,B8451,昆明/0730,/,贵阳
350,GJ8837,B8560,珠海/1150,/,昆明
351,GJ8838,B8560,昆明/1805,/,珠海
352,GJ8871,B8335,昆明/0805,/,临沂
353,GJ8872,B8335,临沂/1925,/,昆明
354,GJ8881,B1867,杭州/1710,/,昆明
355,GJ8882,B1867,昆明/2125,/,杭州
356,GS7661,B1619,西安/1925,/,昆明
357,GS7662,B1619,昆明/2250,/,西安
358,GS7855,B8959,天津/0825,/,昆明
359,GS7856,B8959,昆明/1325,/,天津
360,HO1017,B6395,大庸/1640,/,昆明
361,HO1018,B6395,昆明/1955,/,大庸
362,HO1047,B6640,毕节/1745,/,昆明
363,HO1048,B6640,昆明/1955,/,毕节
364,HO1093,B6768,上海/2105,/,昆明
365,HO1094,B6670,昆明/0740,/,上海
366,HO1095,B6572,毕节/1825,/,昆明
367,HO1096,B6572,昆明/2025,/,毕节
368,HO1099,B6768,上海/1200,/,昆明
369,HO1100,B6768,昆明/1635,/,上海
370,HO1121,B6787,上海/0835,/,昆明
371,HO1122,B6787,昆明/1255,/,上海
372,HU7163,B5521,深圳/0755,/,昆明
373,HU7164,B5521,昆明/1125,/,深圳
374,HU7211,B6060,北京/0810,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
375,HU7212,B6060,昆明/1255,/,北京
376,HU7235,B5373,广州/1845,/,昆明
377,HU7236,B5373,昆明/2220,/,广州
378,HU7312,B1997,昆明/0710,/,北京
379,JD5155,B1622,丽江/1405,/,昆明
380,JD5156,B1622,昆明/1605,/,丽江
381,JD5157,B8679,杭州/1000,/,昆明
382,JD5158,B8679,昆明/1430,/,杭州
383,JD5165,B6181,丽江/0940,/,昆明
384,JD5166,B6181,昆明/1550,/,丽江
385,JD5789,B8170,版纳/1005,/,昆明
386,JD5790,B8170,昆明/1220,/,版纳
387,JD5791,B6181,昆明/1145,/,芒市
388,JD5792,B6181,芒市/1340,/,昆明
389,KA760,,香港/0800,/,昆明
390,KA760,,香港/1155,/,昆明
391,KA761,,昆明/0800,/,香港
392,KA761,,昆明/1530,/,香港
393,KE885,,首尔/1830,/,昆明
394,KE886,,昆明/2355,/,首尔
395,KN2381,B1751,石家庄/0645,/,昆明
396,KN2382,B1750,昆明/2055,/,石家庄
397,KN5211,B1750,汉中/1755,/,昆明
398,KN5212,B1751,昆明/1110,/,汉中
399,KY8203,B5673,昆明/1200,/,南京
400,KY8204,B5673,南京/1600,/,昆明
401,KY8205,B2669,昆明/0905,/,济南
402,KY8206,B2669,济南/1955,/,昆明
403,KY8209,B7870,昆明/1255,/,版纳
404,KY8210,B7870,版纳/2220,/,昆明
405,KY8219,B5673,昆明/2125,/,深圳
406,KY8220,B5673,深圳/0830,/,昆明
407,KY8221,B6493,昆明/1725,/,重庆
408,KY8222,B6493,重庆/2005,/,昆明
409,KY8231,B7872,昆明/1640,/,丽江
410,KY8232,B7872,丽江/2345,/,昆明
411,KY8233,B6495,昆明/1355,/,太原
412,KY8234,B1926,太原/2000,/,昆明
413,KY8235,B2667,昆明/0815,/,杭州
414,KY8236,B2667,杭州/1215,/,昆明
415,KY8239,B5702,昆明/1620,/,青岛
416,KY8240,B5702,青岛/2050,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
417,KY8243,B2678,昆明/1815,/,普洱
418,KY8244,B2678,普洱/1950,/,昆明
419,KY8245,B5026,昆明/1500,/,芒市
420,KY8246,B5026,芒市/1645,/,昆明
421,KY8247,B2678,昆明/2155,/,芒市
422,KY8248,B2678,芒市/2345,/,昆明
423,KY8249,B7871,昆明/2010,/,丽江
424,KY8250,B7871,版纳/2335,/,昆明
425,KY8251,B7870,昆明/0755,/,保山
426,KY8252,B7870,保山/0940,/,昆明
427,KY8253,B1991,昆明/0810,/,西安
428,KY8254,B1991,西安/1120,/,昆明
429,KY8255,B7872,昆明/0850,/,临沧
430,KY8256,B7872,临沧/1055,/,昆明
431,KY8257,B7873,昆明/0825,/,郑州
432,KY8258,B7873,郑州/1210,/,昆明
433,KY8265,B2667,昆明/1650,/,杭州
434,KY8266,B2667,杭州/2055,/,昆明
435,KY8269,B1459,昆明/1910,/,丽江
436,KY8270,B1459,版纳/2255,/,昆明
437,KY8273,B6493,昆明/1020,/,武汉
438,KY8274,B6493,武汉/1340,/,昆明
439,KY8281,B1991,昆明/1440,/,上海
440,KY8282,B1991,上海/1915,/,昆明
441,KY8283,B5702,昆明/0740,/,上海
442,KY8284,B5702,上海/1155,/,昆明
443,KY8285,B6493,昆明/2240,/,广州
444,KY8286,B6493,广州/0645,/,昆明
445,KY8295,B6492,昆明/0705,/,重庆
446,KY8296,B6492,重庆/1620,/,昆明
447,KY8297,B2679,昆明/0940,/,石家庄
448,KY8298,B2679,石家庄/2010,/,昆明
449,KY8301,B5026,昆明/1840,/,惠州
450,KY8302,B5026,惠州/2130,/,昆明
451,KY8307,B7873,昆明/1650,/,南昌
452,KY8308,B6495,南昌/0940,/,昆明
453,KY8313,B1459,昆明/0800,/,腾冲
454,KY8314,B1459,腾冲/1650,/,昆明
455,KY8315,B7871,昆明/0720,/,腾冲
456,KY8316,B7871,腾冲/1805,/,昆明
457,KY8321,B6491,昆明/0815,/,成都
458,KY8322,B6491,成都/1045,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
459,KY8333,B1507,昆明/0950,/,西安
460,KY8334,B1507,西安/2145,/,昆明
461,KY8337,B5672,昆明/1040,/,临汾
462,KY8338,B5672,临汾/1400,/,昆明
463,KY8339,B2678,昆明/0810,/,运城
464,KY8340,B2678,运城/1115,/,昆明
465,KY8341,B5025,昆明/0915,/,厦门
466,KY8342,B5025,厦门/1915,/,昆明
467,KY8361,B6491,昆明/1410,/,合艾
468,KY8362,B6491,合艾/1850,/,昆明
469,MF8405,B5383,厦门/0805,/,昆明
470,MF8406,B5383,昆明/1150,/,厦门
471,MF8417,B5435,厦门/1200,/,昆明
472,MF8418,B5435,昆明/1540,/,厦门
473,MF8427,B5307,福州/0805,/,昆明
474,MF8428,B5307,昆明/1220,/,福州
475,MF8429,B5386,厦门/2100,/,昆明
476,MF8430,B5308,昆明/0805,/,厦门
477,MF8461,B6887,武汉/1555,/,昆明
478,MF8462,B6887,昆明/1915,/,武汉
479,MF8475,B5307,福州/1555,/,昆明
480,MF8476,B5382,昆明/2015,/,福州
481,MF8641,B5382,珠海/1705,/,昆明
482,MF8642,B5307,昆明/2010,/,珠海
483,MU2027,B1791,昆明/0815,/,台北
484,MU2028,B1791,台北/1230,/,昆明
485,MU2029,B6145,昆明/1445,/,曼德勒
486,MU2030,B5647,曼德勒/1315,/,昆明
487,MU2031,B1907,昆明/1355,/,仰光
488,MU2032,B1907,仰光/1725,/,昆明
489,MU2035,B1792,北京/0755,昆明/1300,达卡
490,MU2036,B1703,达卡/1635,昆明/2030,北京
491,MU2143,B2682,太原/0735,/,昆明
492,MU2144,B5258,昆明/1840,/,太原
493,MU215,B5941,昆明/0910,/,南京
494,MU2177,B6333,宁波/1415,/,昆明
495,MU2181,B6929,西安/0750,/,昆明
496,MU2182,B6929,昆明/1115,/,西安
497,MU2205,B1608,银川/0740,/,昆明
498,MU2206,B1608,昆明/1135,/,银川
499,MU2207,B1812,西安/1445,/,昆明
500,MU2208,B1812,昆明/1810,/,西安
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
501,MU2245,B2358,西宁/1950,/,昆明
502,MU2246,B2358,昆明/2315,/,西宁
503,MU2249,B2209,兰州/0715,/,昆明
504,MU2250,B2209,昆明/1035,/,兰州
505,MU2263,B5796,昆明/0945,/,西安
506,MU2264,B5796,西安/2100,/,昆明
507,MU2359,B2372,西宁/0705,/,昆明
508,MU2360,B2372,昆明/1020,/,西宁
509,MU2361,B8977,西安/1815,/,昆明
510,MU2362,B8977,昆明/2130,/,西安
511,MU2493,B7376,武汉/1955,/,昆明
512,MU2494,B7376,昆明/1120,/,武汉
513,MU2495,B5779,成都/0730,/,昆明
514,MU2496,B5589,昆明/1010,/,成都
515,MU2497,B7376,武汉/0755,/,昆明
516,MU2498,B7376,昆明/2320,/,武汉
517,MU2561,B5245,昆明/1405,/,琅勃
518,MU2562,B5245,琅勃/1630,/,昆明
519,MU2567,B5647,广州/0630,昆明/1030,曼德勒
520,MU2568,B6145,曼德勒/1730,昆明/2205,广州
521,MU2569,B6148,北京/0805,昆明/1430,清迈
522,MU2570,B6147,清迈/0930,昆明/1600,北京
523,MU2575,B5807,昆明/1505,/,河内
524,MU2576,B5807,河内/1725,/,昆明
525,MU2581,B1788,昆明/1320,/,岘港
526,MU2582,B1788,岘港/1615,/,昆明
527,MU2585,B5809,昆明/1550,/,胡市
528,MU2586,B5809,胡市/2010,/,昆明
529,MU2587,B1790,北京/0855,昆明/1410,奈比多
530,MU2588,B1790,奈比多/1710,昆明/2025,北京
531,MU2589,B1789,昆明/0805,/,万象
532,MU2590,B1789,万象/1050,/,昆明
533,MU2591,B6333,昆明/2300,/,普吉
534,MU2592,B9900,普吉/0255,/,昆明
535,MU2594,B6148,清迈/1730,/,昆明
536,MU2595,B6147,昆明/0630,/,清迈
537,MU2599,B5822,昆明/1620,/,金边
538,MU2600,B5822,金边/2005,/,昆明
539,MU2705,B6456,南京/0730,昆明/1130,丽江
540,MU2706,B6456,丽江/1330,昆明/1535,南京
541,MU2715,B6756,长沙/1345,/,昆明
542,MU2716,B6756,昆明/1710,/,长沙
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
543,MU2725,B2221,南京/1225,/,昆明
544,MU2726,B2221,昆明/0830,/,南京
545,MU2735,B6759,长沙/1625,/,昆明
546,MU2736,B6759,昆明/1935,/,长沙
547,MU2745,B6463,长沙/1750,/,昆明
548,MU2746,B6463,昆明/2110,/,长沙
549,MU2755,B6457,南京/1705,昆明/2105,版纳
550,MU2756,B6463,版纳/0840,昆明/1040,南京
551,MU2765,B8222,南京/1835,/,昆明
552,MU2766,B8222,昆明/0735,/,南京
553,MU2785,B6879,南京/2130,/,昆明
554,MU2786,B2221,昆明/1630,/,南京
555,MU2975,B1635,无锡/1015,/,昆明
556,MU2976,B1635,昆明/1425,/,重庆
557,MU2985,B1636,重庆/1725,/,昆明
558,MU2986,B1636,昆明/2010,/,无锡
559,MU2995,B6893,重庆/2130,/,昆明
560,MU2996,B1636,昆明/0745,/,重庆
