FLT,VIP,LKF,RFC,ORG,VI1,TOF,REG,ITY,TAR,CAR,ABP,STP,STA,ETA,TDT,ATA,RCP,FSA,SDT,POP,OPE,NAT,FLX,MFF,SST
"MU5465","","MU5532","上海-南昌-昆明","PVG","KHN","D","B2335","A320","","","","12:40","15:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ3487","","CZ3487","广州-昆明","CAN","","D","B6021","A319","","","","12:35","15:08","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9934","","","腾冲-昆明","TCZ","","D","B5268","B737","","","","14:05","15:10","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8284","","KY8239","上海-昆明","PVG","","D","B7873","B738","","","","11:55","15:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5327","","MU5328","济南-九华山-昆明","TNA","JUH","D","B2337","A320","","","","11:35","15:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5936","","MU5935","迪庆-昆明","DIG","","D","B5815","B737","","","","14:15","15:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CA4172","","CA4173","北京-昆明","PEK","","D","B6822","A320","","","","11:50","15:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8236","","KY8265","杭州-昆明","HGH","","D","B2669","B737","","","","12:15","15:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5844","","MU5849","成都-昆明","CTU","","D","B1789","B738","","","","13:50","15:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"HO1099","","HO1100","上海-昆明","SHA","","D","B6381","A320","","","","12:00","15:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2725","","MU2786","南京-昆明","NKG","","D","B6892","A320","","","","12:25","15:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"3U8818","","3U8619","拉萨-丽江-昆明","LXA","LJG","D","B6433","A319","","","","14:40","15:35","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"9C8823","","9C8824","上海-遵义-昆明","SHA","ZYI","D","B1627","A320","","","","14:15","15:35","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5982","","MU2571","保山-昆明","BSD","","D","B5256","B737","","","","14:35","15:35","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5856","","MU5897","成都-昆明","CTU","","D","B6141","B737","","","","14:05","15:40","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU7183","","MU2144","北京-昆明","PEK","","D","B5258","B737","","","","12:00","15:40","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ6369","","CZ6369","郑州-昆明","CGO","","D","B2169","B737","","","","13:00","15:43","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CA416","","CA416","仰光-昆明","RGN","","I","B2364","A319","","","","13:45","15:45","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"FM9454","","FM9454","版纳-昆明","JHG","","D","B5261","B737","","","","14:45","15:45","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"DR6502","","DR6503","芒市-昆明","LUM","","D","B5812","B737","","","","14:55","15:55","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8274","","KY8221","武汉-昆明","WUH","","D","B6492","B738","","","","13:40","15:55","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2715","","MU2716","南京-长沙-昆明","NKG","HHA","D","B1636","A320","","","","13:45","16:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5760","","MU5813","深圳-昆明","SZX","","D","B6147","B738","","","","13:20","16:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"3U8768","","3U8527","温州-南宁-昆明","WNZ","NNG","D","B1822","A320","","","","14:40","16:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2028","","MU5823","台北-昆明","TPE","","R","B6143","B738","","","","12:30","16:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5802","","MU5719","上海-昆明","SHA","","D","B7591","B738","","","","12:35","16:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ3469","","CZ3470","武汉-昆明","WUH","","D","B5069","B737","","","","13:50","16:08","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"ZH9453","","ZH9454","广州-昆明","CAN","","D","B1602","A322","","","","13:35","16:10","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9686","","8L9931","郑州-凯里-昆明","CGO","KJH","D","B5825","B737","","","","15:00","16:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5719","","MU5883","丽江-昆明","LJG","","D","B5263","B737","","","","15:15","16:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"FM9429","","FM9430","上海-衡阳-昆明","PVG","HNY","D","B1948","B738","","","","14:20","16:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5547","","MU5548","杭州-景德镇-昆明","HGH","JDZ","D","B2228","A320","","","","13:55","16:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ3407","","CZ3408","广州-昆明","CAN","","D","B6622","A321","","","","13:55","16:28","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9546","","8L9983","大同-太原-昆明","DAT","TYN","D","B2677","B738","","","","13:35","16:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CA4176","","CA4460","沈阳-昆明","SHE","","D","B8490","A320","","","","12:10","16:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"ZH9413","","ZH9414","深圳-昆明","SZX","","D","B5401","B738","","","","14:05","16:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ3495","","CZ3496","郑州-昆明","CGO","","D","B2916","B737","","","","13:55","16:33","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ6293","","CZ6294","大连-太原-昆明","DLC","TYN","D","B1651","A320","","","","13:50","16:38","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ6949","","CZ6950","乌鲁-重庆-昆明","URC","CKG","D","B1953","B738","","","","15:05","16:38","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9874","","8L9689","杭州-赣州-昆明","HGH","KOW","D","B8445","A320","","","","14:25","16:40","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5968","","MU5714","临沧-昆明","LNJ","","D","B2503","B737","","","","15:45","16:40","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5714","","MU5853","北京-昆明","PEK","","D","B1790","B738","","","","13:10","16:45","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"ZH9789","","","泉州-昆明","JJN","","D","B1601","A322","","","","14:05","16:45","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9956","","","郑州-昆明","CGO","","D","B5407","B738","","","","14:05","16:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"AK101","","AK100","吉隆坡-昆明","KUL","","I","9MAFF","A320","","","","13:00","16:55","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"BK2846","","BK2798","合肥-昆明","HFE","","D","B1732","B738","","","","14:10","16:55","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8338","","","临汾-昆明","LFQ","","D","B6491","B738","","","","14:00","17:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5803","","MU5802","腾冲-昆明","TCZ","","D","B5802","B737","","","","15:55","17:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"A67106","","A67107","南昌-昆明","KHN","","D","B8318","A321","","","","14:45","17:10","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2207","","MU2208","西安-昆明","XIY","","D","B1813","A321","","","","14:45","17:10","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"BK2744","","BK2898","版纳-昆明","JHG","","D","B5562","B738","","","","16:15","17:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5836","","","汕头-昆明","SWA","","D","B5259","B737","","","","14:45","17:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"3U8514","","3U8668","兰州-重庆-昆明","ZGC","CKG","D","B6732","A320","","","","15:45","17:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9864","","8L9993","徐州-重庆-昆明","XUZ","CKG","D","B5449","B738","","","","15:50","17:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2177","","MU2178","宁波-昆明","NGB","","D","B6011","A320","","","","14:15","17:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU784","","MU5771","万象-南宁-昆明","VTE","NNG","M","B1792","B738","","","","16:00","17:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5575","","MU5576","烟台-郑州-昆明","YNT","CGO","D","B8556","A320","","","","14:30","17:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5940","","MU5920","拉萨-迪庆-昆明","LXA","DIG","D","B5820","B737","","","","16:20","17:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"9C8729","","9C8730","扬州泰州-昆明","YTY","","D","B6562","A320","","","","14:45","17:35","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5329","","MU5330","合肥-昆明","HFE","","D","B6830","A320","","","","15:00","17:35","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"HO1095","","HO1096","上海-毕节-昆明","SHA","BFJ","D","B1871","A320","","","","16:40","17:40","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"UW9942","","","达卡-昆明","DAC","","I","B2325","A306","","","","15:40","17:40","","","","","33-计划","2017/7/1","REG","REG","CGO","","","00"
"MU5645","","MU5645","杭州-昆明","HGH","","D","B6880","A320","","","","14:35","17:45","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"DR6530","","","呼和-太原-昆明","HET","TYN","D","B1597","B738","","","","14:55","17:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8246","","KY8301","芒市-昆明","LUM","","D","B5026","B737","","","","16:45","17:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8314","","KY8269","腾冲-昆明","TCZ","","D","B1459","B737","","","","16:50","17:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5748","","MU5745","天津-昆明","TSN","","D","B7592","B738","","","","14:05","17:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"TV9820","","TV9894","芒市-昆明","LUM","","D","B6443","A319","","","","16:45","17:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8296","","KY8285","南通-重庆-昆明","NTG","CKG","D","B6495","B738","","","","16:20","17:55","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5771","","MU5969","西昌-昆明","XIC","","D","B5097","B737","","","","17:05","18:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU7182","","","北京-昆明","PEK","","D","B5242","B737","","","","14:25","18:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9624","","8L9987","杭州-昆明","HGH","","D","B6947","A320","","","","14:45","18:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2185","","MU2186","银川-昆明","INC","","D","B6376","A320","","","","15:15","18:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2562","","MU5748","琅勃-昆明","LPQ","","I","B5276","B737","","","","16:30","18:10","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ6799","","CZ6800","上海-昆明","PVG","","D","B8849","A321","","","","14:50","18:13","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"G52627","","G52628","大连-南阳-昆明","DLC","NNY","D","B3368","CRJ9","","","","15:45","18:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MF8461","","MF8462","杭州-武汉-昆明","HGH","WUH","D","B6889","B738","","","","15:55","18:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"ZH9531","","ZH9532","无锡-昆明","WUX","","D","B5773","B738","","","","15:10","18:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9648","","","天津-淮安-昆明","TSN","HIA","D","B1825","A320","","","","15:15","18:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5990","","MU5911","重庆-昭通-昆明","CKG","ZAT","D","B5293","B737","","","","17:30","18:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"EU2722","","EU2225","厦门-柳州-昆明","XMN","LZH","D","B6229","A319","","","","16:55","18:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5461","","MU7184","温州-昆明","WNZ","","D","B2682","B737","","","","15:20","18:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ6159","","CZ6160","北京-昆明","PEK","","D","B6319","A321","","","","15:10","18:28","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"HO1019","","HO1020","杭州-大庸-昆明","HGH","DYG","D","B6618","A320","","","","16:35","18:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2735","","MU2736","南京-长沙-昆明","NKG","HHA","D","B1655","A320","","","","16:30","18:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"9C8829","","9C8830","上海-常德-昆明","SHA","CGD","D","B8591","A320","","","","16:30","18:35","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CA1753","","CA1754","杭州-昆明","HGH","","D","B6024","A319","","","","15:25","18:35","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2582","","MU9737","岘港-昆明","DAD","","I","B6145","B738","","","","16:15","18:35","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5715","","MU5803","芒市-昆明","LUM","","D","B5828","B737","","","","17:35","18:35","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5944","","","大理-昆明","DLU","","D","B5231","B737","","","","17:50","18:40","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"3U8670","","3U8823","石家庄-成都-昆明","SJW","CTU","D","B1881","A320","","","","17:10","18:45","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5960","","MU5929","临沧-昆明","LNJ","","D","B2640","B737","","","","17:55","18:45","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2036","","MU2036","达卡-昆明","DAC","","I","B6249","B738","","","","16:35","18:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2576","","","河内-昆明","HAN","","I","B5822","B737","","","","17:25","18:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5742","","MU5847","广州-昆明","CAN","","D","B7590","B738","","","","16:20","18:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2985","","MU2986","无锡-重庆-昆明","WUX","CKG","D","B2291","A321","","","","17:25","18:55","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5832","","MU5742","郑州-昆明","CGO","","D","B5054","B737","","","","16:00","18:55","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ6415","","CZ6416","沈阳-西安-昆明","SHE","XIY","D","B6785","A320","","","","16:50","18:58","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8204","","KY8219","南京-昆明","NKG","","D","B5673","B738","","","","16:00","19:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2568","","MU2568","曼德勒-昆明","MDL","","I","B5756","B738","","","","17:30","19:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MF8475","","MF8642","福州-昆明","FOC","","D","B5306","B738","","","","15:55","19:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MF8641","","MF8476","泉州-珠海-昆明","JJN","ZUH","D","B5659","B738","","","","17:05","19:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5479","","MU5480","青岛-武汉-昆明","TAO","WUH","D","B6373","A320","","","","16:55","19:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ3488","","CZ3488","丽江-昆明","LJG","","D","B6021","A319","","","","18:05","19:08","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"HU7111","","HU7112","北京-昆明","PEK","","D","B2491","B763","","","","15:40","19:10","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8316","","KY8249","腾冲-昆明","TCZ","","D","B7872","B737","","","","18:05","19:10","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2594","","MU5715","清迈-昆明","CNX","","I","B1703","B738","","","","17:30","19:10","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9638","","8L9914","苏梅岛-昆明","USM","","I","B6221","A319","","","","16:40","19:10","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CA1401","","CA1402","天津-昆明","TSN","","D","B5525","B738","","","","15:40","19:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5763","","MU5812","大理-昆明","DLU","","D","B5816","B737","","","","18:15","19:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU9737","","","芒市-昆明","LUM","","D","B5243","B737","","","","18:05","19:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CA1937","","CA1938","上海-昆明","PVG","","D","B9922","A320","","","","16:00","19:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5870","","","青岛-宜宾-昆明","TAO","YBP","D","B2502","B737","","","","18:15","19:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU742","","","曼谷-昆明","BKK","","I","B1907","B738","","","","16:45","19:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"NS3269","","NS3270","石家庄-昆明","SJW","","D","B5215","B737","","","","16:15","19:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2588","","MU2588","奈比多-昆明","NYT","","I","B6148","B738","","","","17:10","19:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"9C8595","","9C8596","沈阳-绵阳-昆明","SHE","MIG","D","B1807","A320","","","","17:55","19:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"HO1091","","HO1092","上海-昆明","SHA","","D","B6901","A320","","","","16:10","19:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5471","","MU5472","济南-重庆-昆明","TNA","CKG","D","B9946","A320","","","","17:50","19:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5744","","MU5744","广州-昆明","CAN","","D","B5270","B737","","","","16:55","19:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"DR6504","","DR6579","芒市-昆明","LUM","","D","B5812","B737","","","","18:40","19:40","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2032","","","仰光-昆明","RGN","","I","B5683","B738","","","","17:25","19:45","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5758","","MU5718","深圳-昆明","SZX","","D","B6146","B738","","","","17:20","19:45","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU734","","","香港-昆明","HKG","","R","B5647","B738","","","","17:05","19:45","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2745","","MU2746","南京-长沙-昆明","NKG","HHA","D","B6457","A319","","","","17:50","19:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5724","","MU5724","西安-昆明","XIY","","D","B5267","B737","","","","17:35","19:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5812","","","上海-昆明","SHA","","D","B7599","B738","","","","16:30","19:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ3863","","CZ3864","汕头-南宁-昆明","SWA","NNG","D","B5155","B738","","","","18:35","19:53","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ6370","","CZ6370","版纳-昆明","JHG","","D","B2169","B737","","","","18:55","19:53","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5712","","MU5656","北京-昆明","PEK","","D","B6805","A320","","","","16:20","19:55","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5718","","MU5915","普洱-昆明","SYM","","D","B6141","B737","","","","18:50","19:55","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ6597","","CZ6598","三亚-昆明","SYX","","D","B8675","A321","","","","17:50","19:58","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"3U8808","","3U8662","沈阳-徐州-昆明","SHE","XUZ","D","B1661","A320","","","","17:05","20:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5800","","MU5855","大连-洛阳-昆明","DLC","LYA","D","B1635","A320","","","","17:40","20:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5952","","MU5712","腾冲-昆明","TCZ","","D","B5802","B737","","","","18:55","20:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CA1987","","CA1988","温州-昆明","WNZ","","D","B6677","A320","","","","16:50","20:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"SC4737","","SC4738","青岛-昆明","TAO","","D","B1982","B738","","","","16:30","20:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2755","","MU2755","南京-昆明","NKG","","D","B8017","A319","","","","17:05","20:10","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9888","","8L9955","上海-宜春-昆明","SHA","YIC","D","B6809","B738","","","","18:05","20:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5734","","MU5734","广州-昆明","CAN","","D","B5807","B737","","","","17:40","20:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"GJ8881","","GJ8882","杭州-昆明","HGH","","D","B1673","A320","","","","17:10","20:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5229","","MU5146","温州-昆明","WNZ","","D","B5492","B738","","","","17:15","20:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5818","","","上海-兴义-昆明","SHA","ACX","D","B5701","B738","","","","19:25","20:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ3467","","CZ3468","长沙-昆明","HHA","","D","B6252","A320","","","","18:25","20:23","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ3747","","CZ3748","珠海-昆明","ZUH","","D","B5740","B738","","","","18:40","20:28","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2361","Y","MU2362","西安-昆明","XIY","","D","B1812","A325","","","","18:15","20:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5463","","MU5450","上海-合肥-昆明","PVG","HFE","D","B1862","A320","","","","17:50","20:40","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ6977","","CZ6978","武汉-昆明","WUH","","D","B5068","B737","","","","18:25","20:43","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"OQ2357","","OQ2358","重庆-昆明","CKG","","D","B1826","A320","","","","19:25","20:53","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9558","","8L9555","哈尔滨-锦州-昆明","HRB","JNZ","D","B1798","B738","","","","16:45","20:55","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8244","","KY8247","普洱-昆明","SYM","","D","B2678","B737","","","","19:50","20:55","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ3489","","CZ3490","广州-昆明","CAN","","D","B6195","A319","","","","18:30","20:58","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ6601","","CZ6602","郑州-昆明","CGO","","D","B2697","B738","","","","18:20","20:58","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5850","","MU5763","成都-昆明","CTU","","D","B1789","B738","","","","19:15","21:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"CZ6923","","CZ6924","深圳-昆明","SZX","","D","B1880","A321","","","","18:40","21:03","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU9716","","MU5905","武汉-昆明","WUH","","D","B5295","B737","","","","18:45","21:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"3U8216","","","郑州-昆明","CGO","","D","B6843","A320","","","","18:25","21:10","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5145","","MU5230","太原-昆明","TYN","","D","B7966","B738","","","","18:20","21:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU9732","","MU9732","拉萨-昆明","LXA","","D","B5821","B737","","","","18:55","21:15","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"FU6509","","FU6510","福州-昆明","FOC","","D","B1562","B737","","","","18:15","21:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"HU7235","","HU7236","广州-昆明","CAN","","D","B5429","B738","","","","18:45","21:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5617","","MU5618","南昌-昆明","KHN","","D","B6878","A322","","","","18:50","21:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5970","","","昭通-昆明","ZAT","","D","B5097","B737","","","","20:30","21:20","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5738","","MU5733","广州-昆明","CAN","","D","B1908","B738","","","","19:00","21:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5898","","","普洱-昆明","SYM","","D","B2503","B737","","","","20:20","21:25","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"SC4719","","SC4720","重庆-昆明","CKG","","D","B5543","B738","","","","19:55","21:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"ZH9455","","ZH9456","广州-昆明","CAN","","D","B5363","B738","","","","18:50","21:30","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2765","","","长春-南京-昆明","CGQ","NKG","D","B6893","A320","","","","18:35","21:35","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"DR6506","","DR6511","芒市-昆明","LUM","","D","B5830","B737","","","","20:25","21:40","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8222","","","重庆-昆明","CKG","","D","B6492","B738","","","","20:05","21:40","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"GS7661","","GS7662","西安-昆明","XIY","","D","B1619","A320","","","","19:25","21:50","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9804","","","丽江-昆明","LJG","","D","B5249","B737","","","","21:00","21:55","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"3U8598","","","哈尔滨-太原-昆明","HRB","TYN","D","B8500","A320","","","","19:10","22:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"KY8342","","","南宁-厦门-昆明","NNG","XMN","D","B2667","B737","","","","19:15","22:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5646","","MU5646","版纳-昆明","JHG","","D","B6880","A320","","","","20:50","22:00","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"8L9903","","8L9801","版纳-昆明","JHG","","D","B5823","B737","","","","21:00","22:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"DR6578","","","沈阳-榆林-昆明","SHE","UYN","D","B6110","B737","","","","19:10","22:05","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU2493","","MU2498","温州-武汉-昆明","WNZ","WUH","D","B7393","B738","","","","19:55","22:10","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
"MU5822","","","哈尔滨-东胜-昆明","HRB","DSN","D","B5796","B738","","","","19:20","22:10","","","","","33-计划","2017/7/1","REG","REG","PAX","","","00"
