FLT,RFC,REG,VIP,LKF,VI1,ITY,TAR,TOF,FSA,OPE,POP,RCP,NAT,SDT,FLX,MFF,SST,HDL,STA,ORG,ETA,TDT,ATA,ABP,CAR,STP
CZ3459,深圳-昆明,B2350,,CZ3460,,A320,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 10:23,SZX,,,,,,2017/6/20 8:00
CZ3467,长沙-昆明,B6946,Y,CZ3468,,A320,135,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 20:23,HHA,,,,,,2017/6/20 18:25
CZ3481,广州-昆明,B6202,,CZ3481,,A319,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 9:18,CAN,,,,,,2017/6/20 7:00
CZ3482,大理-昆明,B6202,,CZ3482,,A319,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 12:58,DLU,,,,,,2017/6/20 12:10
CZ3487,广州-昆明,B6040,,CZ3487,,A319,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 15:08,CAN,,,,,,2017/6/20 12:35
CZ3488,丽江-昆明,B6040,,CZ3488,,A319,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 19:08,LJG,,,,,,2017/6/20 18:05
CZ3489,广州-昆明,B6685,,CZ3490,,A321,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 20:58,CAN,,,,,,2017/6/20 18:30
CZ3491,郑州-昆明,B2620,,CZ3491,,B737,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 10:33,CGO,,,,,,2017/6/20 7:55
CZ3492,版纳-昆明,B2620,,CZ3492,,B737,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 14:23,JHG,,,,,,2017/6/20 13:25
CZ3495,郑州-昆明,B5233,Y,CZ3496,,B737,313,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 16:33,CGO,,,,,,2017/6/20 13:55
CZ3542,杭州-武汉-昆明,B2694,,,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/6/21,,,0,YAG,2017/6/21 0:08,HGH,,,,,,2017/6/20 21:55
CZ3677,上海-昆明,B9930,,CZ3678,,A320,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 10:53,PVG,,,,,,2017/6/20 7:40
CZ3747,珠海-昆明,B5743,,CZ3748,,B738,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 20:28,ZUH,,,,,,2017/6/20 18:40
CZ3857,汕头-昆明,B5837,,CZ3858,,B738,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 10:58,SWA,,,,,,2017/6/20 8:40
CZ3863,汕头-南宁-昆明,B5719,,CZ3864,NNG,B738,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 19:53,SWA,,,,,,2017/6/20 18:35
CZ3901,北京-昆明,B6098,,CZ3902,,A333,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 12:23,PEK,,,,,,2017/6/20 9:05
CZ3997,北京-昆明,B6098,,,,A333,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 23:03,PEK,,,,,,2017/6/20 19:30
CZ6159,北京-昆明,B9959,,CZ6160,,A320,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 18:13,PEK,,,,,,2017/6/20 14:50
CZ6269,哈尔滨-西安-昆明,B8847,,CZ6270,XIY,A32E,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 14:43,HRB,,,,,,2017/6/20 12:30
CZ6293,大连-太原-昆明,B9951,,CZ6294,TYN,A320,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 16:38,DLC,,,,,,2017/6/20 13:50
CZ6369,郑州-昆明,B2916,,CZ6369,,B737,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 15:43,CGO,,,,,,2017/6/20 13:00
CZ6370,版纳-昆明,B2916,,CZ6370,,B737,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 19:53,JHG,,,,,,2017/6/20 18:55
CZ6403,沈阳-重庆-昆明,B6739,,CZ6404,CKG,A320,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 14:38,SHE,,,,,,2017/6/20 13:05
CZ6415,沈阳-西安-昆明,B6679,,CZ6416,XIY,A320,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 18:58,SHE,,,,,,2017/6/20 16:50
CZ6425,大连-武汉-昆明,B1651,,CZ6426,WUH,A320,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 12:43,DLC,,,,,,2017/6/20 10:40
CZ6459,长春-重庆-昆明,B6812,,CZ6460,CKG,A320,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 14:48,CGQ,,,,,,2017/6/20 13:20
CZ6597,三亚-昆明,B8676,,CZ6598,,A321,,D,33-计划,REG,REG,,PAX,2017/6/20,,,0,YAG,2017/6/20 19:58,SYX,,,,,,2017/6/20 17:50
