FLT,VIP,LKF,RFC,VI1,TOF,REG,TAR,ITY,ABP,STA,ETA,TDT,ATA,FSA,POP,RCP,OPE,SDT,NAT,FLX,MFF,SST,HDL,ORG,CAR,CLA
8L9984,,,西安-昆明,,D,B5359,,B738,,1:10,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,XIY,14,正班
8L9986,,,呼和-太原-昆明,TYN,D,B6959,,A320,,1:35,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,HET,13,正班
8L9992,,,乌鲁-兰州-昆明,ZGC,D,B1798,,B738,,1:20,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,URC,10,正班
A67108,,,郑州-昆明,,D,B8318,,A321,,1:35,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,CGO,15,正班
CA4174,,,北京-昆明,,D,B6847,,A320,,1:15,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,PEK,12,正班
CZ3542,,,杭州-武汉-昆明,WUH,D,B5041,,B738,,0:08,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,HGH,15,正班
DR6512,,,版纳-昆明,,D,B5830,,B737,,1:35,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,JHG,11,正班
DR6516,,,天津-襄阳-昆明,XFN,D,B5811,,B737,,0:20,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,TSN,14,正班
DR6522,,,成都-昆明,,D,B1593,,B738,,0:30,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,CTU,12,正班
DR6538,,,兰州-昆明,,D,B1597,,B738,,0:20,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,ZGC,10,正班
DR6592,,,西安-昆明,,D,B7088,,B737,,0:35,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,XIY,10,正班
GJ8661,,,杭州-贵阳-昆明,KWE,D,B8453,,A320,,0:30,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,HGH,15,正班
HO1093,,,上海-昆明,,D,B6670,,A320,,0:35,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,SHA,11,正班
HU7311,,,北京-昆明,,D,B5427,,B738,,0:55,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,PEK,10,正班
KY8232,,,丽江-昆明,,D,B7872,,B737,,0:45,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,LJG,15,正班
KY8240,,,青岛-昆明,,D,B1507,,B738,,0:25,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,TAO,13,正班
KY8248,,,芒市-昆明,,D,B2678,,B737,,0:50,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,LUM,13,正班
KY8250,,,丽江-版纳-昆明,JHG,D,B7870,,B737,,0:40,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,LJG,12,正班
KY8266,,,杭州-昆明,,D,B2669,,B737,,0:05,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,HGH,10,正班
KY8270,,,丽江-版纳-昆明,JHG,D,B2679,,B737,,0:10,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,LJG,15,正班
KY8334,,,大连-西安-昆明,XIY,D,B7089,,B738,,0:10,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,DLC,11,正班
MU2785,,,南京-昆明,,D,B9950,,A320,,0:30,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,NKG,7,正班
MU5704,,,北京-济宁-昆明,JNG,D,B1788,,B738,,0:55,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,PEK,5,正班
MU5708,,,北京-昆明,,D,B5930,,A33E,,0:20,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,PEK,5,正班
MU5720,,,北京-昆明,,D,B1791,,B738,,1:30,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,PEK,6,正班
MU5746,,,三亚-昆明,,D,B8496,,A320,,0:15,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,SYX,9,正班
MU5750,,,盐城-长沙-昆明,HHA,D,B6148,,B738,,0:20,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,YNZ,6,正班
MU5766,,,大连-郑州-昆明,CGO,D,B6146,,B738,,0:50,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,DLC,6,正班
MU5772,,,广州-昆明,,D,B7589,,B738,,0:40,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,CAN,5,正班
MU5814,,,上海-昆明,,D,B7590,,B738,,1:20,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,SHA,5,正班
MU5824,,,郑州-昆明,,D,B5796,,B738,,0:10,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,CGO,7,正班
MU5848,,,成都-昆明,,D,B7591,,B738,,0:25,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,CTU,6,正班
MU5902,,,版纳-昆明,,D,B5802,,B737,,0:35,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,JHG,9,正班
MU5912,,,版纳-昆明,,D,B5255,,B737,,0:55,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,JHG,7,正班
MU5913,,,版纳-昆明,,D,B5820,,B737,,0:50,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,JHG,8,正班
MU5916,,,版纳-昆明,,D,B5270,,B737,,0:35,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,JHG,8,正班
MU5972,,,芒市-昆明,,D,B5295,,B737,,0:15,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,LUM,8,正班
MU748,,,大阪-上海-昆明,PVG,M,B1702,,B738,,0:25,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,KIX,1,正班
SC4859,,,青岛-昆明,,D,B7809,,B738,,1:00,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,TAO,10,正班
SC8844,,,大阪-济南-昆明,TNA,M,B7978,,B738,,0:10,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,KIX,3,正班
FD582,,FD583,廊曼-昆明,,I,HSBBE,,A320,,11:25,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,DMK,4,正班
HU7089,,HU7090,海口-昆明,,D,B5138,,B738,,21:35,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,HAK,12,正班
QW9855,,,青岛-屯溪-昆明,TXN,D,B1648,,A320,,0:10,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,TAO,13,正班
DR6562,,,沈阳-青岛-昆明,TAO,D,B7866,,B738,,1:40,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,SHE,11,正班
HO1095,,HO1096,上海-毕节-昆明,BFJ,D,B6602,,A320,,19:25,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,PVG,11,正班
UW9944,,UW9947,德里-昆明,,I,B2330,,A306,,15:20,,,,33-计划,REG,,REG,2017/6/25,CGO,,,00,YAG,DEL,,货运包机
UW9944,,,德里-昆明,,I,B2325,,A306,,1:05,,,,33-计划,REG,,REG,2017/6/26,CGO,,,00,YAG,DEL,,货运包机
UW9948,,,马德拉斯-昆明,,I,B2330,,A306,,2:40,,,,33-计划,REG,,REG,2017/6/26,CGO,,,00,YAG,MAA,,货运包机
8L9710,,,南京-连城-昆明,LCX,D,B7991,,B738,,16:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,YAG,NKG,13,正班
KY1459,,,关岛-天津-昆明,TSN,M,B1459,722b,B737,,1:25,,,,33-计划,REG,,REG,2017/6/26,SPE,,,00,YAG,GUM,,调机
MU2567,,MU2567,广州-昆明,,D,B5796,,B738,,8:55,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,CES,CAN,6,正班
MU2568,,MU2568,曼德勒-昆明,,I,B5795,,B738,,19:00,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,CES,MDL,1,正班
MU5726,,,乌鲁-昆明,,D,B5822,,B737,,23:25,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,CES,URC,6,正班
MU5922,,,丽江-昆明,,D,B5242,,B737,,0:50,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,CES,LJG,9,正班
MU5946,,MU5965,澜沧-昆明,,D,B5817,,B737,,10:20,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,CES,JMJ,5,正班
MU5966,,MU9731,沧源-昆明,,D,B5817,,B737,,14:05,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,CES,CWJ,7,正班
MU9756,,MU2561,保山-昆明,,D,B5265,,B737,,11:30,,,,33-计划,REG,,REG,2017/6/25,PAX,,,00,CES,BSD,8,正班
SC4925,,,济南-昆明,,D,B7805,,B738,,1:00,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,TNA,12,正班
VJ5324,,VJ5325,芽庄-昆明,,I,,,A320,,0:55,,,,33-计划,REG,,REG,2017/6/26,PAX,,,00,YAG,CXR,4,正班
N577JF,,N577JF,深圳-昆明,,D,N577JF,,FA7X,,13:00,,,,33-计划,REG,,REG,2017/6/25,SPE,,,00,YAG,SZX,,公务
MU581R,,MU5723,上海-兴义-昆明,ACX,D,B5647,,B738,,11:20,,,,33-计划,REG,,REG,2017/6/25,PAX,R,,00,CES,SHA,5,补班
