FLT,VIP,LKF,REG,RFC,VI1,TOF,ITY,TAR,STA,ETA,FSA,SDT,OPE,POP,RCP,NAT,FLX,MFF,SST,HDL,ORG,TDT,ATA,ABP,CAR
BK2744,,BK2898,B5562,版纳-昆明,,D,B738,,2017/7/3 17:15,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
CA8937,,,B5639,大连-武当山-昆明,WDS,D,B738,,2017/7/3 22:30,,33-计划,,REG,REG,,PAX,,,0,YAG,DLC,,,,
CZ6561,,CZ6562,B5641,义乌-昆明,,D,B738,,2017/7/3 19:23,,33-计划,,REG,REG,,PAX,,,0,YAG,YIW,,,,
MU5776,,MU5737,B5647,广州-昆明,,D,B738,114,2017/7/3 14:35,,33-计划,,REG,REG,,PAX,,,0,CES,CAN,,,,
MU5738,,MU5733,B5647,广州-昆明,,D,B738,,2017/7/3 21:25,,33-计划,,REG,REG,,PAX,,,0,CES,CAN,,,,
KY8234,,,B5672,太原-昆明,,D,B738,,2017/7/3 22:55,,33-计划,,REG,REG,,PAX,,,0,YAG,TYN,,,,
KY8220,,KY8203,B5673,深圳-昆明,,D,B738,136,2017/7/3 10:55,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
KY8204,,KY8219,B5673,南京-昆明,,D,B738,,2017/7/3 19:00,,33-计划,,REG,REG,,PAX,,,0,YAG,NKG,,,,
MU2264,,,B5683,沈阳-西安-昆明,XIY,D,B738,,2017/7/3 23:20,,33-计划,,REG,REG,,PAX,,,0,CES,SHE,,,,
MU5850,,,B5701,成都-昆明,,D,B738,,2017/7/3 21:25,,33-计划,,REG,REG,,PAX,,,0,CES,CTU,,,,
MU5830,,MU5849,B5701,郑州-昆明,,D,B738,,2017/7/3 15:05,,33-计划,,REG,REG,,PAX,,,0,CES,CGO,,,,
KY8286,,KY8273,B5702,广州-昆明,,D,B738,136,2017/7/3 9:15,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
KY8274,,KY8221,B5702,武汉-昆明,,D,B738,,2017/7/3 15:55,,33-计划,,REG,REG,,PAX,,,0,YAG,WUH,,,,
KY8222,,,B5702,重庆-昆明,,D,B738,,2017/7/3 21:40,,33-计划,,REG,REG,,PAX,,,0,YAG,CKG,,,,
CZ6601,,CZ6602,B5715,郑州-昆明,,D,B738,,2017/7/3 20:58,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
CZ3863,,CZ3864,B5716,汕头-南宁-昆明,NNG,D,B738,,2017/7/3 19:53,,33-计划,,REG,REG,,PAX,,,0,YAG,SWA,,,,
CZ3857,,CZ3858,B5721,汕头-昆明,,D,B737,148,2017/7/3 10:58,,33-计划,,REG,REG,,PAX,,,0,YAG,SWA,,,,
8L9884,,,B5732,南京-昆明,,D,B738,,2017/7/4 0:40,,33-计划,,REG,REG,,PAX,,,0,YAG,NKG,,,,
8L9956,,8L9883,B5732,郑州-昆明,,D,B738,,2017/7/3 17:00,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
MU5826,,MU2029,B5756,桂林-昆明,,D,B738,111,2017/7/3 13:35,,33-计划,,REG,REG,,PAX,,,0,CES,KWL,,,,
MU2568,,MU2568,B5756,曼德勒-昆明,,I,B738,,2017/7/3 19:00,,33-计划,,REG,REG,,PAX,,,0,CES,MDL,,,,
ZH9561,,ZH9562,B5771,南京-昆明,,D,B738,139,2017/7/3 11:10,,33-计划,,REG,REG,,PAX,,,0,YAG,NKG,,,,
MU2495,,MU2496,B5780,成都-昆明,,D,B738,120,2017/7/3 9:35,,33-计划,,REG,REG,,PAX,,,0,CES,CTU,,,,
MU2032,,,B5795,仰光-昆明,,I,B738,,2017/7/3 19:45,,33-计划,,REG,REG,,PAX,,,0,CES,RGN,,,,
MU5854,,,B5796,成都-昆明,,D,B738,,2017/7/3 22:30,,33-计划,,REG,REG,,PAX,,,0,CES,CTU,,,,
MU5844,,MU5853,B5796,成都-昆明,,D,B738,,2017/7/3 15:25,,33-计划,,REG,REG,,PAX,,,0,CES,CTU,,,,
8L9913,,,B5806,版纳-昆明,,D,B737,,2017/7/4 1:40,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
8L9922,,8L9914,B5806,沧源-昆明,,D,B737,521R,2017/7/3 13:55,,33-计划,,REG,REG,,PAX,,,0,YAG,CWJ,,,,
8L9850,,8L9921,B5806,迪庆-昆明,,D,B737,168,2017/7/3 10:10,,33-计划,,REG,REG,,PAX,,,0,YAG,DIG,,,,
MU5932,,,B5807,迪庆-昆明,,D,B737,,2017/7/3 23:40,,33-计划,,REG,REG,,PAX,,,0,CES,DIG,,,,
MU5763,,MU5812,B5807,大理-昆明,,D,B737,,2017/7/3 19:15,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
MU5972,,,B5809,芒市-昆明,,D,B737,,2017/7/4 0:15,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
MU9737,,MU5712,B5809,芒市-昆明,,D,B737,,2017/7/3 19:15,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
DR6580,,DR6503,B5811,芒市-昆明,,D,B737,,2017/7/3 14:55,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
DR6504,,DR6579,B5811,芒市-昆明,,D,B737,,2017/7/3 19:40,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
DR6524,,,B5812,丽江-昆明,,D,B737,,2017/7/3 23:50,,33-计划,,REG,REG,,PAX,,,0,YAG,LJG,,,,
DR6508,,DR6501,B5812,芒市-昆明,,D,B737,160,2017/7/3 12:00,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
DR6502,,DR6523,B5812,芒市-昆明,,D,B737,,2017/7/3 15:55,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
MU5940,,MU5920,B5815,拉萨-迪庆-昆明,DIG,D,B737,,2017/7/3 17:25,,33-计划,,REG,REG,,PAX,,,0,CES,LXA,,,,
MU5912,,,B5816,版纳-昆明,,D,B737,,2017/7/4 0:55,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5960,,MU5911,B5816,临沧-昆明,,D,B737,,2017/7/3 18:45,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5958,,MU5959,B5816,临沧-昆明,,D,B737,127,2017/7/3 12:25,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5916,,,B5817,版纳-昆明,,D,B737,,2017/7/4 0:35,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5856,,MU5897,B5817,成都-昆明,,D,B737,,2017/7/3 15:40,,33-计划,,REG,REG,,PAX,,,0,CES,CTU,,,,
MU5718,,MU5915,B5817,普洱-昆明,,D,B737,,2017/7/3 19:40,,33-计划,,REG,REG,,PAX,,,0,CES,SYM,,,,
MU9731,,MU753,B5819,长沙-昆明,,D,B737,103,2017/7/3 14:10,,33-计划,,REG,REG,,PAX,,,0,CES,HHA,,,,
MU754,,,B5819,暹粒-昆明,,I,B737,,2017/7/3 22:00,,33-计划,,REG,REG,,PAX,,,0,CES,REP,,,,
MU9732,,MU9732,B5820,拉萨-昆明,,D,B737,,2017/7/3 21:15,,33-计划,,REG,REG,,PAX,,,0,CES,LXA,,,,
MU5886,,MU9731,B5820,湛江-昆明,,D,B737,121,2017/7/3 12:55,,33-计划,,REG,REG,,PAX,,,0,CES,ZHA,,,,
MU5913,,,B5821,版纳-昆明,,D,B737,,2017/7/4 0:50,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5811,,MU5764,B5821,迪庆-昆明,,D,B737,116,2017/7/3 11:00,,33-计划,,REG,REG,,PAX,,,0,CES,DIG,,,,
MU5734,,MU5734,B5821,广州-昆明,,D,B737,,2017/7/3 20:15,,33-计划,,REG,REG,,PAX,,,0,CES,CAN,,,,
8L9903,,8L9945,B5825,版纳-昆明,,D,B737,,2017/7/3 22:05,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
8L9852,,8L9904,B5825,腾冲-昆明,,D,B737,161,2017/7/3 13:50,,33-计划,,REG,REG,,PAX,,,0,YAG,TCZ,,,,
MU5936,,MU5935,B5828,迪庆-昆明,,D,B737,,2017/7/3 15:20,,33-计划,,REG,REG,,PAX,,,0,CES,DIG,,,,
MU5846,,,B5828,成都-昆明,,D,B737,,2017/7/3 23:45,,33-计划,,REG,REG,,PAX,,,0,CES,CTU,,,,
DR5314,,,B5829,天津-恩施-昆明,ENH,D,B737,,2017/7/3 17:35,,33-计划,,REG,REG,,PAX,,,0,YAG,TSN,,,,
DR6516,,,B5830,天津-襄阳-昆明,XFN,D,B737,,2017/7/4 0:20,,33-计划,,REG,REG,,PAX,,,0,YAG,TSN,,,,
DR6510,,DR6515,B5830,版纳-昆明,,D,B737,159,2017/7/3 11:40,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
MF8427,,MF8428,B5846,福州-昆明,,D,B738,157,2017/7/3 11:00,,33-计划,,REG,REG,,PAX,,,0,YAG,FOC,,,,
MU5369,,,B5903,上海-昆明,,D,A332,,2017/7/3 22:55,,33-计划,,REG,REG,,PAX,,,0,CES,PVG,,,,
MU5842,,MU9751,B5930,成都-昆明,,D,A33E,129,2017/7/3 12:30,,33-计划,,REG,REG,,PAX,,,0,CES,CTU,,,,
MU5706,,MU777,B5930,北京-昆明,,D,A33E,,2017/7/3 22:15,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU216,,,B5941,温哥华-南京-昆明,NKG,M,A33H,,2017/7/3 19:25,,33-计划,,REG,REG,,PAX,,,0,CES,YVR,,,,
MU5505,,MU5588,B6002,上海-福州-昆明,FOC,D,A320,,2017/7/3 15:00,,33-计划,,REG,REG,,PAX,,,0,CES,PVG,,,,
MU5471,,MU5472,B6003,济南-重庆-昆明,CKG,D,A320,,2017/7/3 19:25,,33-计划,,REG,REG,,PAX,,,0,CES,TNA,,,,
MU2592,,MU5456,B6007,普吉-昆明,,I,A320,112,2017/7/3 8:25,,33-计划,,REG,REG,,PAX,,,0,CES,HKT,,,,
MU5617,,MU5618,B6009,南昌-昆明,,D,A320,,2017/7/3 21:15,,33-计划,,REG,REG,,PAX,,,0,CES,KHN,,,,
MU5078,,MU5078,B6010,曼谷-昆明,,I,A320,,2017/7/3 23:20,,33-计划,,REG,REG,,PAX,,,0,CES,BKK,,,,
MU5077,Y,MU5077,B6010,合肥-昆明,,D,A320,314,2017/7/3 14:30,,33-计划,,REG,REG,,PAX,,,0,CES,HFE,,,,
MU5469,,MU5470,B6013,南昌-昆明,,D,A320,123,2017/7/3 9:50,,33-计划,,REG,REG,,PAX,,,0,CES,KHN,,,,
8L9976,,,B6015,广州-昆明,,D,B738,,2017/7/4 0:55,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
8L9874,,8L9975,B6015,杭州-赣州-昆明,KOW,D,B738,,2017/7/3 16:40,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
8L9892,,,B6016,大连-武汉-昆明,WUH,D,B738,,2017/7/3 22:40,,33-计划,,REG,REG,,PAX,,,0,YAG,DLC,,,,
8L9556,,8L9891,B6016,海口-昆明,,D,B738,162,2017/7/3 8:50,,33-计划,,REG,REG,,PAX,,,0,YAG,HAK,,,,
CA1751,,CA1956,B6032,杭州-昆明,,D,A319,146,2017/7/3 10:30,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
CA1753,,CA1754,B6033,杭州-昆明,,D,A319,,2017/7/3 18:35,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
CZ3488,,CZ3488,B6040,丽江-昆明,,D,A319,,2017/7/3 19:08,,33-计划,,REG,REG,,PAX,,,0,YAG,LJG,,,,
CZ3487,,CZ3487,B6040,广州-昆明,,D,A319,,2017/7/3 15:08,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
CZ6159,,CZ6160,B6098,北京-昆明,,D,A333,,2017/7/3 18:13,,33-计划,,REG,REG,,PAX,,,0,YAG,PEK,,,,
DR6578,,,B6109,沈阳-榆林-昆明,UYN,D,B737,,2017/7/3 22:05,,33-计划,,REG,REG,,PAX,,,0,YAG,SHE,,,,
CZ3997,,,B6111,北京-昆明,,D,A333,,2017/7/3 23:03,,33-计划,,REG,REG,,PAX,,,0,YAG,PEK,,,,
CZ3901,Y,CZ3902,B6111,北京-昆明,,D,A333,135,2017/7/3 12:23,,33-计划,,REG,REG,,PAX,,,0,YAG,PEK,,,,
MU5906,,,B6141,版纳-昆明,,D,B737,,2017/7/4 0:50,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5990,,MU5905,B6141,重庆-昭通-昆明,ZAT,D,B737,,2017/7/3 18:20,,33-计划,,REG,REG,,PAX,,,0,CES,CKG,,,,
MU5733,,,B6142,丽江-昆明,,D,B737,,2017/7/3 22:25,,33-计划,,REG,REG,,PAX,,,0,CES,LJG,,,,
MU746,,MU5847,B6143,金边-南宁-昆明,NNG,M,B738,,2017/7/3 18:35,,33-计划,,REG,REG,,PAX,,,0,CES,PNH,,,,
MU556,,MU745,B6143,加尔-昆明,,I,B738,106,2017/7/3 5:45,,33-计划,,REG,REG,,PAX,,,0,CES,CCU,,,,
MU748,,,B6145,大阪-上海-昆明,PVG,M,B738,,2017/7/4 0:25,,33-计划,,REG,REG,,PAX,,,0,CES,KIX,,,,
MU5750,,,B6146,盐城-长沙-昆明,HHA,D,B738,,2017/7/4 0:20,,33-计划,,REG,REG,,PAX,,,0,CES,YNZ,,,,
MU5717,,MU5749,B6146,北京-昆明,,D,B738,117,2017/7/3 12:10,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU2569,,MU2569,B6148,北京-昆明,,D,B738,109,2017/7/3 11:40,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU2594,,MU5715,B6148,清迈-昆明,,I,B738,,2017/7/3 19:10,,33-计划,,REG,REG,,PAX,,,0,CES,CNX,,,,
MU5726,,,B6149,乌鲁-昆明,,D,B738,,2017/7/3 23:25,,33-计划,,REG,REG,,PAX,,,0,CES,URC,,,,
MU9738,,MU5725,B6149,天津-昆明,,D,B738,116,2017/7/3 13:10,,33-计划,,REG,REG,,PAX,,,0,CES,TSN,,,,
EU2722,,EU2225,B6163,厦门-柳州-昆明,LZH,D,A319,,2017/7/3 18:25,,33-计划,,REG,REG,,PAX,,,0,YAG,XMN,,,,
EU2226,,EU2224,B6163,版纳-昆明,,D,A319,,2017/7/3 22:15,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
EU2223,,EU2721,B6163,成都-昆明,,D,A319,152,2017/7/3 8:20,,33-计划,,REG,REG,,PAX,,,0,YAG,CTU,,,,
JD5792,,JD5166,B6181,芒市-昆明,,D,A319,166,2017/7/3 14:40,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
JD5165,,JD5791,B6181,丽江-昆明,,D,A319,165,2017/7/3 10:40,,33-计划,,REG,REG,,PAX,,,0,YAG,LJG,,,,
8L9898,,,B6198,温州-昆明,,D,A319,,2017/7/4 0:20,,33-计划,,REG,REG,,PAX,,,0,YAG,WNZ,,,,
8L9996,,8L9897,B6198,银川-昆明,,D,A319,168,2017/7/3 13:40,,33-计划,,REG,REG,,PAX,,,0,YAG,INC,,,,
CZ3482,,CZ3482,B6209,大理-昆明,,D,A319,145,2017/7/3 12:58,,33-计划,,REG,REG,,PAX,,,0,YAG,DLU,,,,
CZ3481,,CZ3481,B6209,广州-昆明,,D,A319,139,2017/7/3 9:18,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
CA416,,CA416,B6227,仰光-昆明,,I,A319,,2017/7/3 15:45,,33-计划,,REG,REG,,PAX,,,0,YAG,RGN,,,,
CA415,,CA415,B6227,成都-昆明,,D,A319,111,2017/7/3 9:15,,33-计划,,REG,REG,,PAX,,,0,YAG,CTU,,,,
MU2036,,MU2036,B6249,达卡-昆明,,I,B738,,2017/7/3 18:50,,33-计划,,REG,REG,,PAX,,,0,CES,DAC,,,,
MU2035,,MU2035,B6249,北京-昆明,,D,B738,104,2017/7/3 11:30,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
CZ3489,,CZ3490,B6283,广州-昆明,,D,A320,,2017/7/3 20:58,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
CZ3409,,CZ3410,B6288,广州-昆明,,D,A320,141,2017/7/3 10:43,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
CZ3419,,,B6290,广州-昆明,,D,A320,,2017/7/3 23:48,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
HO1121,,HO1122,B6311,上海-昆明,,D,A320,152,2017/7/3 11:50,,33-计划,,REG,REG,,PAX,,,0,YAG,SHA,,,,
CZ3449,,CZ3450,B6342,广州-昆明,,D,A321,,2017/7/3 17:33,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
ZH9793,,ZH9794,B6351,泉州-昆明,,D,A320,143,2017/7/3 12:40,,33-计划,,REG,REG,,PAX,,,0,YAG,JJN,,,,
ZH9533,,ZH9534,B6360,无锡-昆明,,D,A320,135,2017/7/3 14:05,,33-计划,,REG,REG,,PAX,,,0,YAG,WUX,,,,
3U8838,,3U8837,B6388,北京-万州-昆明,WXN,D,A320,156,2017/7/3 13:15,,33-计划,,REG,REG,,PAX,,,0,YAG,PEK,,,,
3U8246,,,B6448,合肥-昆明,,D,A319,,2017/7/4 0:05,,33-计划,,REG,REG,,PAX,,,0,YAG,HFE,,,,
3U8818,,3U8245,B6448,拉萨-丽江-昆明,LJG,D,A319,,2017/7/3 16:20,,33-计划,,REG,REG,,PAX,,,0,YAG,LXA,,,,
MU2706,,MU2706,B6456,丽江-昆明,,D,A319,118,2017/7/3 14:35,,33-计划,,REG,REG,,PAX,,,0,CES,LJG,,,,
MU2705,,MU2705,B6456,南京-昆明,,D,A319,113,2017/7/3 10:30,,33-计划,,REG,REG,,PAX,,,0,CES,NKG,,,,
MU5437,,MU5438,B6459,上海-南充-昆明,NAO,D,A319,126,2017/7/3 14:15,,33-计划,,REG,REG,,PAX,,,0,CES,PVG,,,,
MU2756,,MU2756,B6462,版纳-昆明,,D,A319,130,2017/7/3 9:40,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU2755,,MU2755,B6463,南京-昆明,,D,A319,,2017/7/3 19:55,,33-计划,,REG,REG,,PAX,,,0,CES,NKG,,,,
TV9893,,TV9819,B6480,拉萨-昆明,,D,A319,155,2017/7/3 13:25,,33-计划,,REG,REG,,PAX,,,0,YAG,LXA,,,,
TV9820,,TV9894,B6480,芒市-昆明,,D,A319,,2017/7/3 17:50,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
KY8262,,,B6491,台州-重庆-昆明,CKG,D,B738,,2017/7/3 17:45,,33-计划,,REG,REG,,PAX,,,0,YAG,HYN,,,,
KY8282,,,B6492,上海-昆明,,D,B738,,2017/7/3 22:40,,33-计划,,REG,REG,,PAX,,,0,YAG,PVG,,,,
KY8254,,KY8281,B6492,西安-昆明,,D,B738,142,2017/7/3 13:40,,33-计划,,REG,REG,,PAX,,,0,YAG,XIY,,,,
KY8296,,KY8285,B6493,南通-重庆-昆明,CKG,D,B738,,2017/7/3 17:55,,33-计划,,REG,REG,,PAX,,,0,YAG,NTG,,,,
KY8284,,KY8307,B6495,上海-昆明,,D,B738,,2017/7/3 15:15,,33-计划,,REG,REG,,PAX,,,0,YAG,PVG,,,,
HO1019,,HO1020,B6572,杭州-大庸-昆明,DYG,D,A320,,2017/7/3 18:30,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
HO1091,,HO1092,B6618,上海-昆明,,D,A320,,2017/7/3 19:25,,33-计划,,REG,REG,,PAX,,,0,YAG,SHA,,,,
MU2785,,,B6639,南京-昆明,,D,A320,,2017/7/4 0:30,,33-计划,,REG,REG,,PAX,,,0,CES,NKG,,,,
ZH9789,,ZH9456,B6649,泉州-昆明,,D,A320,,2017/7/3 16:45,,33-计划,,REG,REG,,PAX,,,0,YAG,JJN,,,,
HO1093,,,B6670,上海-昆明,,D,A320,,2017/7/4 0:35,,33-计划,,REG,REG,,PAX,,,0,YAG,SHA,,,,
HO1099,,HO1100,B6670,上海-昆明,,D,A320,,2017/7/3 15:30,,33-计划,,REG,REG,,PAX,,,0,YAG,SHA,,,,
MU2715,,MU2716,B6671,南京-长沙-昆明,HHA,D,A320,,2017/7/3 15:55,,33-计划,,REG,REG,,PAX,,,0,CES,NKG,,,,
CZ3407,,CZ3408,B6685,广州-昆明,,D,A321,,2017/7/3 16:28,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
ZH9455,,,B6690,广州-昆明,,D,A320,,2017/7/3 21:30,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
CZ3677,,CZ3678,B6702,上海-昆明,,D,A320,142,2017/7/3 10:53,,33-计划,,REG,REG,,PAX,,,0,YAG,PVG,,,,
3U8667,,,B6719,成都-昆明,,D,A320,,2017/7/3 23:40,,33-计划,,REG,REG,,PAX,,,0,YAG,CTU,,,,
3U8514,,3U8668,B6719,兰州-重庆-昆明,CKG,D,A320,,2017/7/3 17:20,,33-计划,,REG,REG,,PAX,,,0,YAG,ZGC,,,,
CA1987,,CA1988,B6745,温州-昆明,,D,A320,,2017/7/3 20:05,,33-计划,,REG,REG,,PAX,,,0,YAG,WNZ,,,,
MU2725,,MU2786,B6756,南京-昆明,,D,A320,,2017/7/3 15:30,,33-计划,,REG,REG,,PAX,,,0,CES,NKG,,,,
OQ2357,,OQ2358,B6761,重庆-昆明,,D,A320,,2017/7/3 20:53,,33-计划,,REG,REG,,PAX,,,0,YAG,CKG,,,,
OQ2327,,OQ2328,B6761,重庆-昆明,,D,A320,158,2017/7/3 8:43,,33-计划,,REG,REG,,PAX,,,0,YAG,CKG,,,,
3U8034,,3U8107,B6772,丽江-昆明,,D,A320,154,2017/7/3 9:55,,33-计划,,REG,REG,,PAX,,,0,YAG,LJG,,,,
3U8108,,,B6772,青岛-常州-昆明,CZX,D,A320,,2017/7/4 1:30,,33-计划,,REG,REG,,PAX,,,0,YAG,TAO,,,,
3U8866,,3U8201,B6778,宁波-昆明,,D,A320,153,2017/7/3 14:15,,33-计划,,REG,REG,,PAX,,,0,YAG,NGB,,,,
3U8202,,,B6778,上海-昆明,,D,A320,,2017/7/3 23:45,,33-计划,,REG,REG,,PAX,,,0,YAG,PVG,,,,
CZ6403,,CZ6404,B6785,沈阳-重庆-昆明,CKG,D,A320,140,2017/7/3 14:38,,33-计划,,REG,REG,,PAX,,,0,YAG,SHE,,,,
MU5455,,,B6797,宁波-昆明,,D,A322,,2017/7/3 22:55,,33-计划,,REG,REG,,PAX,,,0,CES,NGB,,,,
MU5329,,MU5330,B6799,合肥-昆明,,D,A320,,2017/7/3 17:35,,33-计划,,REG,REG,,PAX,,,0,CES,HFE,,,,
8L9584,,8L9991,B6800,马尼拉-昆明,,I,B738,102,2017/7/3 8:05,,33-计划,,REG,REG,,PAX,,,0,YAG,MNL,,,,
8L9992,,,B6800,乌鲁-兰州-昆明,ZGC,D,B738,,2017/7/4 1:20,,33-计划,,REG,REG,,PAX,,,0,YAG,URC,,,,
MU5449,,MU5464,B6802,重庆-昆明,,D,A320,122,2017/7/3 8:25,,33-计划,,REG,REG,,PAX,,,0,CES,CKG,,,,
MU2177,,MU2178,B6805,宁波-昆明,,D,A320,,2017/7/3 17:20,,33-计划,,REG,REG,,PAX,,,0,CES,NGB,,,,
8L9846,,8L9993,B6809,杭州-赣州-昆明,KOW,D,B738,,2017/7/3 20:30,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
PN6394,,PN6394,B6811,版纳-昆明,,D,A320,168,2017/7/3 11:45,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
PN6393,,PN6393,B6811,重庆-昆明,,D,A320,160,2017/7/3 7:55,,33-计划,,REG,REG,,PAX,,,0,YAG,CKG,,,,
CZ6415,,CZ6416,B6815,沈阳-西安-昆明,XIY,D,A320,,2017/7/3 18:58,,33-计划,,REG,REG,,PAX,,,0,YAG,SHE,,,,
CA4459,,,B6822,成都-昆明,,D,A320,,2017/7/3 23:15,,33-计划,,REG,REG,,PAX,,,0,YAG,CTU,,,,
3U8968,,,B6843,大连-重庆-昆明,CKG,D,A320,,2017/7/4 1:30,,33-计划,,REG,REG,,PAX,,,0,YAG,DLC,,,,
3U8206,,3U8967,B6843,广州-昆明,,D,A320,155,2017/7/3 8:45,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
CA4413,,CA4414,B6846,成都-昆明,,D,A320,140,2017/7/3 12:05,,33-计划,,REG,REG,,PAX,,,0,YAG,CTU,,,,
MU555,,,B6870,杭州-昆明,,D,A320,,2017/7/3 22:15,,33-计划,,REG,REG,,PAX,,,0,CES,HGH,,,,
MU5094,,MU5094,B6871,新加坡-昆明,,I,A320,108,2017/7/3 7:30,,33-计划,,REG,REG,,PAX,,,0,CES,SIN,,,,
MF8461,,MF8462,B6889,杭州-武汉-昆明,WUH,D,B738,,2017/7/3 18:15,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
MU2975,,MU2976,B6890,无锡-昆明,,D,A320,119,2017/7/3 13:25,,33-计划,,REG,REG,,PAX,,,0,CES,WUX,,,,
CZ6427,,CZ6428,B6896,大连-长沙-昆明,HHA,D,A320,,2017/7/3 16:38,,33-计划,,REG,REG,,PAX,,,0,YAG,DLC,,,,
CZ6923,,CZ6924,B6912,深圳-昆明,,D,A321,,2017/7/3 21:03,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
8L9872,,,B6947,宁波-宜昌-昆明,YIH,D,A320,,2017/7/4 0:30,,33-计划,,REG,REG,,PAX,,,0,YAG,NGB,,,,
8L9966,,8L9871,B6947,三亚-昆明,,D,A320,165,2017/7/3 12:35,,33-计划,,REG,REG,,PAX,,,0,YAG,SYX,,,,
3U8930,,3U8662,B6953,沈阳-长沙-昆明,HHA,D,A320,,2017/7/3 21:10,,33-计划,,REG,REG,,PAX,,,0,YAG,SHE,,,,
3U8958,,,B6956,台北-昆明,,R,A320,,2017/7/3 22:20,,33-计划,,REG,REG,,PAX,,,0,YAG,TPE,,,,
3U8918,,3U8957,B6956,厦门-昆明,,D,A320,102,2017/7/3 12:50,,33-计划,,REG,REG,,PAX,,,0,YAG,XMN,,,,
HO1681,,HO1682,B6966,南京-毕节-昆明,BFJ,D,A320,150,2017/7/3 13:50,,33-计划,,REG,REG,,PAX,,,0,YAG,NKG,,,,
CZ3467,,CZ3468,B6976,长沙-昆明,,D,A320,,2017/7/3 20:23,,33-计划,,REG,REG,,PAX,,,0,YAG,HHA,,,,
CZ6269,,CZ6270,B6979,哈尔滨-西安-昆明,XIY,D,A321,137,2017/7/3 14:43,,33-计划,,REG,REG,,PAX,,,0,YAG,HRB,,,,
DZ6311,,DZ6313,B6981,珠海-昆明,,D,B738,153,2017/7/3 8:50,,33-计划,,REG,REG,,PAX,,,0,YAG,ZUH,,,,
SC4737,,SC4738,B6985,青岛-昆明,,D,B738,,2017/7/3 20:05,,33-计划,,REG,REG,,PAX,,,0,YAG,TAO,,,,
SC8885,,SC8885,B6986,乌鲁-昆明,,D,B738,,2017/7/3 23:30,,33-计划,,REG,REG,,PAX,,,0,YAG,URC,,,,
FM9429,,FM9430,B6993,上海-衡阳-昆明,HNY,D,B738,,2017/7/3 16:20,,33-计划,,REG,REG,,PAX,,,0,CES,PVG,,,,
DR6512,,,B7088,版纳-昆明,,D,B737,,2017/7/4 1:35,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
