FLT,VIP,LKF,REG,RFC,VI1,TOF,ITY,TAR,STA,ETA,FSA,SDT,OPE,POP,RCP,NAT,FLX,MFF,SST,HDL,ORG,TDT,ATA,ABP,CAR
MU5830,,MU5781,B1907,郑州-昆明,,D,B738,,2017/6/26 15:05,,33-计划,,REG,REG,,PAX,,,0,CES,CGO,,,,
MU5782,,,B1907,厦门-昆明,,D,B738,,2017/6/26 23:05,,33-计划,,REG,REG,,PAX,,,0,CES,XMN,,,,
MU5708,,,B1908,北京-昆明,,D,B738,,2017/6/27 0:20,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
KY8322,,KY8233,B1926,成都-昆明,,D,B738,,2017/6/26 12:35,,33-计划,,REG,REG,,PAX,,,0,YAG,CTU,,,,
MU5292,,MU5299,B1933,北京-太原-昆明,TYN,D,B738,,2017/6/26 15:05,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
CZ6949,,CZ6950,B1952,乌鲁-重庆-昆明,CKG,D,B738,,2017/6/26 16:38,,33-计划,,REG,REG,,PAX,,,0,YAG,URC,,,,
CZ6601,,CZ6602,B1979,郑州-昆明,,D,B738,,2017/6/26 20:58,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
SC8830,,SC8830,B1986,德里-昆明,,I,B738,,2017/6/26 23:05,,33-计划,,REG,REG,,PAX,,,0,YAG,DEL,,,,
SC8829,,SC8829,B1986,青岛-昆明,,D,B738,,2017/6/26 9:45,,33-计划,,REG,REG,,PAX,,,0,YAG,TAO,,,,
KY8282,,,B1991,上海-昆明,,D,B738,,2017/6/26 22:40,,33-计划,,REG,REG,,PAX,,,0,YAG,PVG,,,,
KY8254,,KY8281,B1991,西安-昆明,,D,B738,,2017/6/26 13:40,,33-计划,,REG,REG,,PAX,,,0,YAG,XIY,,,,
MU5327,,MU5328,B2207,济南-九华山-昆明,JUH,D,A320,,2017/6/26 15:15,,33-计划,,REG,REG,,PAX,,,0,CES,TNA,,,,
MU2249,,MU2250,B2209,兰州-昆明,,D,A320,,2017/6/26 9:30,,33-计划,,REG,REG,,PAX,,,0,CES,ZGC,,,,
MU5746,,,B2220,三亚-昆明,,D,A320,,2017/6/27 0:15,,33-计划,,REG,REG,,PAX,,,0,CES,SYX,,,,
MU5748,,MU5745,B2220,天津-昆明,,D,A320,,2017/6/26 17:50,,33-计划,,REG,REG,,PAX,,,0,CES,TSN,,,,
MU5712,,MU5656,B2229,北京-昆明,,D,A320,,2017/6/26 19:55,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU5655,,MU5711,B2229,杭州-昆明,,D,A320,,2017/6/26 10:50,,33-计划,,REG,REG,,PAX,,,0,CES,HGH,,,,
MU2433,,MU2434,B2333,青岛-宜昌-昆明,YIH,D,A319,,2017/6/26 18:55,,33-计划,,REG,REG,,PAX,,,0,CES,TAO,,,,
MU5575,,MU5576,B2338,烟台-郑州-昆明,CGO,D,A320,,2017/6/26 17:25,,33-计划,,REG,REG,,PAX,,,0,CES,YNT,,,,
OQ2357,,OQ2358,B2343,重庆-昆明,,D,A320,,2017/6/26 20:53,,33-计划,,REG,REG,,PAX,,,1,YAG,CKG,,,,
OQ2327,,OQ2328,B2343,重庆-昆明,,D,A320,,2017/6/26 8:43,,33-计划,,REG,REG,,PAX,,,1,YAG,CKG,,,,
CZ3452,,CZ3452,B2391,丽江-昆明,,D,A320,,2017/6/26 20:08,,33-计划,,REG,REG,,PAX,,,0,YAG,LJG,,,,
CZ3451,,CZ3451,B2391,深圳-昆明,,D,A320,,2017/6/26 16:08,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
MU2735,,MU2736,B2410,南京-长沙-昆明,HHA,D,A320,,2017/6/26 18:30,,33-计划,,REG,REG,,PAX,,,0,CES,NKG,,,,
MU5976,,MU5714,B2502,芒市-昆明,,D,B737,,2017/6/26 16:50,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
MU5898,,,B2502,普洱-昆明,,D,B737,,2017/6/26 21:25,,33-计划,,REG,REG,,PAX,,,0,CES,SYM,,,,
MU5757,,MU5975,B2502,芒市-昆明,,D,B737,,2017/6/26 12:20,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
MU5930,,,B2503,文山-昆明,,D,B737,,2017/6/26 22:55,,33-计划,,REG,REG,,PAX,,,0,CES,WNH,,,,
MU5874,,MU5929,B2503,厦门-宜宾-昆明,YBP,D,B737,,2017/6/26 18:25,,33-计划,,REG,REG,,PAX,,,0,CES,XMN,,,,
FM9451,,FM9452,B2570,上海-昆明,,D,B763,,2017/6/26 12:30,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
CZ6370,,CZ6370,B2620,版纳-昆明,,D,B737,,2017/6/26 19:53,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
CZ6369,,CZ6369,B2620,郑州-昆明,,D,B737,,2017/6/26 15:43,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
MU9714,,,B2640,武汉-宜宾-昆明,YBP,D,B737,,2017/6/26 21:30,,33-计划,,REG,REG,,PAX,,,0,CES,WUH,,,,
MU5962,,MU9713,B2640,临沧-昆明,,D,B737,,2017/6/26 10:40,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
KY8342,,,B2667,南宁-厦门-昆明,XMN,D,B737,,2017/6/26 22:00,,33-计划,,REG,REG,,PAX,,,0,YAG,NNG,,,,
KY8266,,,B2669,杭州-昆明,,D,B737,,2017/6/27 0:05,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
KY8236,,KY8265,B2669,杭州-昆明,,D,B737,,2017/6/26 15:25,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
8L9984,,,B2677,西安-昆明,,D,B738,,2017/6/27 1:10,,33-计划,,REG,REG,,PAX,,,0,YAG,XIY,,,,
8L9864,,8L9983,B2677,徐州-重庆-昆明,CKG,D,B738,,2017/6/26 17:25,,33-计划,,REG,REG,,PAX,,,0,YAG,XUZ,,,,
KY8248,,,B2678,芒市-昆明,,D,B737,,2017/6/27 0:50,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
KY8244,,KY8247,B2678,普洱-昆明,,D,B737,,2017/6/26 20:55,,33-计划,,REG,REG,,PAX,,,0,YAG,SYM,,,,
KY8230,,KY8243,B2678,腾冲-昆明,,D,B737,,2017/6/26 17:25,,33-计划,,REG,REG,,PAX,,,0,YAG,TCZ,,,,
KY8270,,,B2679,丽江-版纳-昆明,JHG,D,B737,,2017/6/27 0:10,,33-计划,,REG,REG,,PAX,,,0,YAG,LJG,,,,
KY8314,,KY8269,B2679,腾冲-昆明,,D,B737,,2017/6/26 17:50,,33-计划,,REG,REG,,PAX,,,0,YAG,TCZ,,,,
FM9539,,FM9540,B2688,温州-昆明,,D,B738,,2017/6/26 10:45,,33-计划,,REG,REG,,PAX,,,0,CES,WNZ,,,,
HU7211,,HU7212,B2723,北京-昆明,,D,B787,,2017/6/26 11:35,,33-计划,,REG,REG,,PAX,,,0,YAG,PEK,,,,
CF9018,,CF9017,B2835,南京-昆明,,D,B757,,2017/6/26 8:55,,33-计划,,REG,REG,,CGO,,,0,UNK,NKG,,,,
CZ3492,,CZ3492,B2916,版纳-昆明,,D,B737,,2017/6/26 14:23,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
CZ3491,,CZ3491,B2916,郑州-昆明,,D,B737,,2017/6/26 10:33,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
ICU732,,ICU733,B3256,天津-昆明,,D,G280,,2017/6/26 9:50,,33-计划,,REG,REG,,GEN,,,0,UNK,TSN,,,,
KY8206,,,B5025,哈尔滨-济南-昆明,TNA,D,B737,,2017/6/26 23:10,,33-计划,,REG,REG,,PAX,,,0,YAG,HRB,,,,
KY8298,,,B5026,长春-石家庄-昆明,SJW,D,B737,,2017/6/26 23:20,,33-计划,,REG,REG,,PAX,,,0,YAG,CGQ,,,,
MF8427,,MF8406,B5029,福州-昆明,,D,B737,,2017/6/26 11:00,,33-计划,,REG,REG,,PAX,,,3,YAG,FOC,,,,
MU5944,,MU5803,B5054,大理-昆明,,D,B737,,2017/6/26 18:40,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
SC4873,,SC4874,B5117,烟台-济南-昆明,TNA,D,B738,,2017/6/26 12:00,,33-计划,,REG,REG,,PAX,,,0,YAG,YNT,,,,
MU2495,,MU2496,B5199,成都-昆明,,D,B737,,2017/6/26 9:35,,33-计划,,REG,REG,,PAX,,,0,CES,CTU,,,,
CA1487,,CA1488,B5213,北京-达县-昆明,DAX,D,B737,,2017/6/26 14:20,,33-计划,,REG,REG,,PAX,,,0,YAG,PEK,,,,
NS3269,,NS3270,B5215,石家庄-昆明,,D,B737,,2017/6/26 19:20,,33-计划,,REG,REG,,PAX,,,0,YAG,SJW,,,,
MF8405,,MF8428,B5216,厦门-昆明,,D,B737,,2017/6/26 10:50,,33-计划,,REG,REG,,PAX,,,3,YAG,XMN,,,,
MU5966,,,B5225,沧源-昆明,,D,B737,,2017/6/26 14:05,,33-计划,,REG,REG,,PAX,,,0,CES,CWJ,,,,
MU5946,,MU5965,B5225,澜沧-昆明,,D,B737,,2017/6/26 10:20,,33-计划,,REG,REG,,PAX,,,0,CES,JMJ,,,,
MU5912,,,B5231,版纳-昆明,,D,B737,,2017/6/27 0:55,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5988,,MU5911,B5231,保山-昆明,,D,B737,,2017/6/26 19:30,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5972,,,B5242,芒市-昆明,,D,B737,,2017/6/27 0:15,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
MU9737,,MU5712,B5242,芒市-昆明,,D,B737,,2017/6/26 19:15,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
MU5922,,,B5243,丽江-昆明,,D,B737,,2017/6/27 0:50,,33-计划,,REG,REG,,PAX,,,0,CES,LJG,,,,
MU5926,,MU5920,B5243,丽江-昆明,,D,B737,,2017/6/26 20:30,,33-计划,,REG,REG,,PAX,,,0,CES,LJG,,,,
8L9852,,8L9851,B5249,腾冲-昆明,,D,B737,,2017/6/26 13:50,,33-计划,,REG,REG,,PAX,,,0,YAG,TCZ,,,,
MU5990,,,B5255,重庆-昭通-昆明,ZAT,D,B737,,2017/6/26 18:20,,33-计划,,REG,REG,,PAX,,,0,CES,CKG,,,,
MU5711,,MU5989,B5255,版纳-昆明,,D,B737,,2017/6/26 9:55,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5986,,,B5256,保山-昆明,,D,B737,,2017/6/26 22:55,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5984,,MU5742,B5256,保山-昆明,,D,B737,,2017/6/26 18:45,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5894,,MU5983,B5256,普洱-昆明,,D,B737,,2017/6/26 13:05,,33-计划,,REG,REG,,PAX,,,0,CES,SYM,,,,
MU5461,,MU2144,B5258,温州-昆明,,D,B737,,2017/6/26 18:25,,33-计划,,REG,REG,,PAX,,,0,CES,WNZ,,,,
MU2143,,MU5462,B5258,太原-昆明,,D,B737,,2017/6/26 10:30,,33-计划,,REG,REG,,PAX,,,0,CES,TYN,,,,
MU5960,,,B5259,临沧-昆明,,D,B737,,2017/6/26 18:45,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5892,,MU5740,B5259,普洱-昆明,,D,B737,,2017/6/26 10:35,,33-计划,,REG,REG,,PAX,,,0,CES,SYM,,,,
MU5737,,MU5959,B5259,大理-昆明,,D,B737,,2017/6/26 14:25,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
FM9454,,FM9454,B5261,版纳-昆明,,D,B737,,2017/6/26 15:45,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
FM9453,,FM9453,B5261,上海-昆明,,D,B737,,2017/6/26 11:45,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
MU5958,,MU5717,B5263,临沧-昆明,,D,B737,,2017/6/26 12:25,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5803,,MU9743,B5263,腾冲-昆明,,D,B737,,2017/6/26 16:55,,33-计划,,REG,REG,,PAX,,,0,CES,TCZ,,,,
MU5816,,MU5815,B5265,上海-六盘水-昆明,LPF,D,B737,,2017/6/26 13:15,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
MU5804,,,B5265,上海-昆明,,D,B737,,2017/6/26 23:00,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
MU5916,,,B5267,版纳-昆明,,D,B737,,2017/6/27 0:35,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5763,,MU5915,B5267,大理-昆明,,D,B737,,2017/6/26 19:15,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
MU5800,,MU5706,B5270,大连-洛阳-昆明,LYA,D,B737,,2017/6/26 20:15,,33-计划,,REG,REG,,PAX,,,0,CES,DLC,,,,
MU5974,,MU5732,B5271,芒市-昆明,,D,B737,,2017/6/26 13:20,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
MU5914,,,B5271,版纳-昆明,,D,B737,,2017/6/26 22:20,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5771,,MU5748,B5271,西昌-昆明,,D,B737,,2017/6/26 17:40,,33-计划,,REG,REG,,PAX,,,0,CES,XIC,,,,
MU5747,,MU5973,B5271,版纳-昆明,,D,B737,,2017/6/26 8:35,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
8L9858,,8L9906,B5272,腾冲-昆明,,D,B737,,2017/6/26 17:45,,33-计划,,REG,REG,,PAX,,,0,YAG,TCZ,,,,
MU9744,,MU733,B5276,北京-昭通-昆明,ZAT,D,B737,,2017/6/26 11:45,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU734,,,B5276,香港-昆明,,R,B737,,2017/6/26 19:45,,33-计划,,REG,REG,,PAX,,,0,CES,HKG,,,,
MU5968,,MU5883,B5282,临沧-昆明,,D,B737,,2017/6/26 16:40,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5942,,MU5967,B5282,大理-昆明,,D,B737,,2017/6/26 12:25,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
MU5884,,,B5282,湛江-昆明,,D,B737,,2017/6/26 22:20,,33-计划,,REG,REG,,PAX,,,0,CES,ZHA,,,,
8L9909,,8L9519,B5292,版纳-昆明,,D,B737,,2017/6/26 11:30,,33-计划,,REG,REG,,PAX,,,1,YAG,JHG,,,,
8L9905,,8L9910,B5292,版纳-昆明,,D,B737,167,2017/6/26 7:50,,33-计划,,REG,REG,,PAX,,,1,YAG,JHG,,,,
8L9876,,,B5292,厦门-昆明,,D,B737,,2017/6/26 23:55,,33-计划,,REG,REG,,PAX,,,0,YAG,XMN,,,,
8L9520,,8L9875,B5292,芒市-昆明,,D,B737,,2017/6/26 14:55,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
MU5733,,,B5293,丽江-昆明,,D,B737,,2017/6/26 22:25,,33-计划,,REG,REG,,PAX,,,0,CES,LJG,,,,
MU5741,,,B5295,版纳-昆明,,D,B737,,2017/6/26 11:20,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
CZ3747,,CZ3748,B5310,珠海-昆明,,D,B738,,2017/6/26 20:28,,33-计划,,REG,REG,,PAX,,,0,YAG,ZUH,,,,
FM9429,,FM9430,B5320,上海-衡阳-昆明,HNY,D,B738,,2017/6/26 16:20,,33-计划,,REG,REG,,PAX,,,0,CES,PVG,,,,
8L9980,,,B5359,深圳-昆明,,D,B738,,2017/6/26 22:30,,33-计划,,REG,REG,,PAX,,,1,YAG,SZX,,,,
8L9862,,8L9979,B5359,合肥-昆明,,D,B738,,2017/6/26 13:40,,33-计划,,REG,REG,,PAX,,,0,YAG,HFE,,,,
ZH9451,,,B5360,广州-昆明,,D,B737,,2017/6/26 22:45,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
ZH9413,,ZH9414,B5362,深圳-昆明,,D,B737,,2017/6/26 16:30,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
ZH9411,,ZH9412,B5362,深圳-昆明,,D,B737,,2017/6/26 9:40,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
MF8417,,MF8418,B5386,厦门-昆明,,D,B738,,2017/6/26 14:40,,33-计划,,REG,REG,,PAX,,,3,YAG,XMN,,,,
ZH9561,,ZH9562,B5400,南京-昆明,,D,B738,,2017/6/26 11:10,,33-计划,,REG,REG,,PAX,,,0,YAG,NKG,,,,
8L9678,,,B5407,芽庄-昆明,,I,B738,,2017/6/27 1:40,,33-计划,,REG,REG,,PAX,,,0,YAG,CXR,,,,
8L9596,,8L9677,B5407,吉隆坡-昆明,,I,B738,,2017/6/26 17:15,,33-计划,,REG,REG,,PAX,,,0,YAG,KUL,,,,
8L9892,,,B5409,大连-武汉-昆明,WUH,D,B738,,2017/6/26 22:40,,33-计划,,REG,REG,,PAX,,,0,YAG,DLC,,,,
8L9976,,,B5449,广州-昆明,,D,B738,,2017/6/27 0:55,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
8L9652,,8L9975,B5449,郑州-昆明,,D,B738,,2017/6/26 9:45,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
MU5854,,,B5515,成都-昆明,,D,B738,,2017/6/26 22:30,,33-计划,,REG,REG,,PAX,,,0,CES,CTU,,,,
MU5844,,MU5853,B5515,成都-昆明,,D,B738,,2017/6/26 15:25,,33-计划,,REG,REG,,PAX,,,0,CES,CTU,,,,
SC4695,,SC4696,B5526,青岛-南京-昆明,NKG,D,B738,,2017/6/26 12:35,,33-计划,,REG,REG,,PAX,,,0,YAG,TAO,,,,
MU2567,,MU5723,B5527,广州-昆明,,D,B738,,2017/6/26 9:05,,33-计划,,REG,REG,,PAX,,,0,CES,CAN,,,,
MU5724,,MU9737,B5527,西安-昆明,,D,B738,,2017/6/26 19:50,,33-计划,,REG,REG,,PAX,,,0,CES,XIY,,,,
FM9541,,FM9542,B5545,郑州-昆明,,D,B738,,2017/6/26 10:35,,33-计划,,REG,REG,,PAX,,,0,CES,CGO,,,,
MF8475,,MF8642,B5563,福州-昆明,,D,B738,,2017/6/26 19:05,,33-计划,,REG,REG,,PAX,,,3,YAG,FOC,,,,
MF8429,,,B5605,厦门-昆明,,D,B738,,2017/6/26 23:45,,33-计划,,REG,REG,,PAX,,,3,YAG,XMN,,,,
HU7089,,HU7090,B5611,海口-昆明,,D,B738,,2017/6/26 21:35,,33-计划,,REG,REG,,PAX,,,0,YAG,HAK,,,,
CA8937,,,B5642,大连-武当山-昆明,WDS,D,B738,,2017/6/26 22:30,,33-计划,,REG,REG,,PAX,,,0,YAG,DLC,,,,
MU9738,,MU5737,B5647,天津-昆明,,D,B738,,2017/6/26 13:10,,33-计划,,REG,REG,,PAX,,,0,CES,TSN,,,,
MU5738,,,B5647,广州-昆明,,D,B738,,2017/6/26 21:25,,33-计划,,REG,REG,,PAX,,,0,CES,CAN,,,,
KY8220,,KY8203,B5673,深圳-昆明,,D,B738,,2017/6/26 10:55,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
KY8204,,KY8219,B5673,南京-昆明,,D,B738,,2017/6/26 19:00,,33-计划,,REG,REG,,PAX,,,0,YAG,NKG,,,,
MU5862,,MU2031,B5683,重庆-昆明,,D,B738,,2017/6/26 12:30,,33-计划,,REG,REG,,PAX,,,0,CES,CKG,,,,
MU2032,,,B5683,仰光-昆明,,I,B738,,2017/6/26 19:45,,33-计划,,REG,REG,,PAX,,,0,CES,RGN,,,,
