FLT,VIP,LKF,RFC,VI1,DES,TOF,REG,ITY,STD,SDT,EAN,TAR,GAT,CID,MP1,ETD,ABT,ATD,FSA,POP,OPE,RCP,NAT,FLX,MFF,SST
8L9689,,8L9856,昆明-合肥,,HFE,D,B1588,B738,2017/6/26 13:45,2017/6/26,15:53,,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6521,,DR6522,昆明-成都,,CTU,D,B1593,B738,2017/6/26 7:00,2017/6/26,8:02,710,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6569,,DR6530,昆明-北海,,BHY,D,B1595,B738,2017/6/26 7:20,2017/6/26,8:37,535,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6559,,DR6570,昆明-太原-大连,TYN,DLC,D,B1595,B738,2017/6/26 12:40,2017/6/26,15:04,,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6537,,DR6530,昆明-兰州,,ZGC,D,B1597,B738,2017/6/26 18:55,2017/6/26,20:50,,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6529,,DR6538,昆明-太原-呼和,TYN,HET,D,B1597,B738,2017/6/26 7:35,2017/6/26,10:00,158,2,,,,,,33-计划,REG,REG,,PAX,,,0
ZH9534,,ZH9533,昆明-无锡,,WUX,D,B1602,A322,2017/6/26 15:10,2017/6/26,17:44,,,,,,,,33-计划,REG,REG,,PAX,,,0
GS7876,,GS7875,昆明-西安-天津,XIY,TSN,D,B1618,A320,2017/6/26 19:50,2017/6/26,21:38,,,,,,,,33-计划,REG,REG,,PAX,,,0
9C8954,,9C8953,昆明-上海,,SHA,D,B1628,A320,2017/6/26 12:45,2017/6/26,15:25,,,,,,,,33-计划,REG,REG,,PAX,,,0
QW9856,,QW9855,昆明-屯溪-青岛,TXN,TAO,D,B1648,A320,2017/6/26 6:55,2017/6/26,9:07,150,49,,,,,,33-计划,REG,REG,,PAX,,,0
GS7654,,GS7653,昆明-西安,,XIY,D,B1659,A320,2017/6/26 11:40,2017/6/26,13:26,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8205,,3U8968,昆明-广州,,CAN,D,B1661,A320,2017/6/26 17:00,2017/6/26,18:36,536,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8947,,3U8216,昆明-济南,,TNA,D,B1662,A320,2017/6/26 6:55,2017/6/26,9:32,151,47,,,,,,33-计划,REG,REG,,PAX,,,0
3U8761,,3U8948,昆明-无锡,,WUX,D,B1662,A320,2017/6/26 15:10,2017/6/26,17:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
GJ8662,,GJ8872,昆明-贵阳-杭州,KWE,HGH,D,B1676,A320,2017/6/26 7:30,2017/6/26,8:21,137,52,,,,,,33-计划,REG,REG,,PAX,,,0
MU747,,MU748,昆明-上海-大阪,PVG,KIX,M,B1702,B738,2017/6/26 7:50,2017/6/26,10:35,122,35,J01-J01,,,,,33-计划,REG,REG,,PAX,,,0
MU5855,,MU5836,昆明-成都,,CTU,D,B1703,B738,2017/6/26 20:50,2017/6/26,21:56,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5835,,MU5758,昆明-汕头,,SWA,D,B1703,B738,2017/6/26 11:10,2017/6/26,13:14,704,,,,,,,33-计划,REG,MVT,,PAX,,,0
MU5230,,MU5145,昆明-温州,,WNZ,D,B1723,B738,2017/6/26 22:25,2017/6/26,0:50,,,,,,,,33-计划,REG,REG,,PAX,,,0
HU7112,,HU7111,昆明-北京,,PEK,D,B1725,B738,2017/6/26 20:25,2017/6/26,23:15,,,,,,,,33-计划,REG,REG,,PAX,,,1
SC4738,,SC4737,昆明-青岛,,TAO,D,B1743,B738,2017/6/26 20:55,2017/6/26,23:57,,,,,,,,33-计划,REG,REG,,PAX,,,0
SC8885,,SC8885,昆明-曼谷,,BKK,I,B1745,B738,2017/6/27 1:00,2017/6/27,3:04,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5146,,MU5229,昆明-太原,,TYN,D,B1772,B738,2017/6/26 21:20,2017/6/26,23:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
HU7164,,HU7163,昆明-深圳,,SZX,D,B1785,B738,2017/6/26 11:25,2017/6/26,13:06,,,,,,,,33-计划,REG,REG,,PAX,,,1
MU2567,,MU9716,昆明-曼德勒,,MDL,I,B1788,B738,2017/6/26 10:30,2017/6/26,11:47,505,,J01-J02,,,,,33-计划,REG,REG,,PAX,,,0
MU713,,MU2030,昆明-科伦坡-马累,CMB,MLE,I,B1788,B738,2017/6/26 15:50,2017/6/26,20:50,,,J03-J05,,,,,33-计划,REG,REG,,PAX,,,0
MU2593,,MU5716,昆明-清迈,,CNX,I,B1789,B738,2017/6/26 14:30,2017/6/26,15:57,,,H19-H20,,,,,33-计划,REG,REG,,PAX,,,0
MU5801,Y,MU5704,昆明-上海,,SHA,D,B1790,B738,2017/6/26 8:00,2017/6/26,10:40,114,16,,,,,,33-计划,REG,REG,,PAX,,,1
MU5719,,MU5802,昆明-北京,,PEK,D,B1790,B738,2017/6/26 17:20,2017/6/26,20:19,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5757,,MU2590,昆明-深圳,,SZX,D,B1791,B738,2017/6/26 14:00,2017/6/26,15:47,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5718,,MU5758,昆明-北京,,PEK,D,B1791,B738,2017/6/26 21:00,2017/6/26,23:56,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2589,,MU5720,昆明-万象,,VTE,I,B1791,B738,2017/6/26 8:05,2017/6/26,9:25,102,74,J02-J04,,,,,33-计划,REG,REG,,PAX,,,0
MU2574,,MU2574,昆明-北京,,PEK,D,B1792,B738,2017/6/26 20:30,2017/6/26,23:26,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2573,,MU2573,昆明-万象,,VTE,I,B1792,B738,2017/6/26 14:30,2017/6/26,15:51,,,J07-J08,,,,,33-计划,REG,REG,,PAX,,,0
8L9651,,8L9992,昆明-郑州,,CGO,D,B1798,B738,2017/6/26 9:50,2017/6/26,12:04,322,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9947,,8L9556,昆明-成都,,CTU,D,B1825,A320,2017/6/26 10:25,2017/6/26,11:28,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9889,,8L9948,昆明-上海,,PVG,D,B1825,A320,2017/6/26 17:00,2017/6/26,19:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5456,,MU2592,昆明-宁波,,NGB,D,B1836,A320,2017/6/26 9:30,2017/6/26,12:04,103,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2362,,MU2361,昆明-西安,,XIY,D,B1837,A325,2017/6/26 21:30,2017/6/26,23:22,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2208,,MU2207,昆明-西安,,XIY,D,B1838,A325,2017/6/26 18:10,2017/6/26,19:59,,,,,,,,33-计划,REG,REG,,PAX,,,0
9C8938,,9C8937,昆明-石家庄,,SJW,D,B1840,A320,2017/6/26 14:50,2017/6/26,17:26,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5454,,MU5453,昆明-武汉-宁波,WUH,NGB,D,B1860,A320,2017/6/26 14:15,2017/6/26,16:05,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5829,,MU5724,昆明-郑州,,CGO,D,B1907,B738,2017/6/26 8:20,2017/6/26,10:36,515,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5781,,MU5830,昆明-厦门,,XMN,D,B1907,B738,2017/6/26 16:35,2017/6/26,18:52,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5707,,,昆明-北京,,PEK,D,B1908,B738,2017/6/26 16:00,2017/6/26,18:57,,,,,,,,33-计划,REG,REG,,PAX,,,1
KY8321,,KY8262,昆明-成都,,CTU,D,B1926,B738,2017/6/26 8:15,2017/6/26,9:19,526R,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8233,,KY8322,昆明-太原,,TYN,D,B1926,B738,2017/6/26 13:55,2017/6/26,16:24,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5299,,MU5292,昆明-太原-北京,TYN,PEK,D,B1933,B738,2017/6/26 16:15,2017/6/26,18:37,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6950,,CZ6949,昆明-重庆-乌鲁,CKG,URC,D,B1952,B738,2017/6/26 17:45,2017/6/26,18:57,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6602,,CZ6601,昆明-郑州,,CGO,D,B1979,B738,2017/6/26 22:10,2017/6/26,0:18,,,,,,,,33-计划,REG,REG,,PAX,,,0
SC8830,,SC8830,昆明-青岛,,TAO,D,B1986,B738,2017/6/26 23:50,2017/6/26,2:42,,,,,,,,33-计划,REG,REG,,PAX,,,0
SC8829,,SC8829,昆明-德里,,DEL,I,B1986,B738,2017/6/26 10:55,2017/6/26,,,,J09-J10,,,,,33-计划,REG,REG,,PAX,,,0
KY8281,,KY8254,昆明-上海,,PVG,D,B1991,B738,2017/6/26 14:40,2017/6/26,17:28,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8253,,KY8276,昆明-西安,,XIY,D,B1991,B738,2017/6/26 8:10,2017/6/26,10:01,143,63,,,,,,33-计划,REG,REG,,PAX,,,0
MU5328,,MU5327,昆明-九华山-济南,JUH,TNA,D,B2207,A320,2017/6/26 16:20,2017/6/26,18:41,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2250,,MU2249,昆明-兰州,,ZGC,D,B2209,A320,2017/6/26 10:35,2017/6/26,12:31,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5747,,MU2995,昆明-天津,,TSN,D,B2220,A320,2017/6/26 9:45,2017/6/26,12:46,130,40,,,,,,33-计划,REG,REG,,PAX,,,0
MU5745,,MU5748,昆明-三亚,,SYX,D,B2220,A320,2017/6/26 18:50,2017/6/26,20:36,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5711,,MU5655,昆明-北京,,PEK,D,B2229,A320,2017/6/26 11:50,2017/6/26,14:51,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5656,,MU5712,昆明-杭州,,HGH,D,B2229,A320,2017/6/26 21:15,2017/6/26,23:40,,,,,,,,33-计划,REG,REG,,PAX,,,0
UW9943,,UW9944,昆明-德里,,DEL,I,B2325,A306,2017/6/26 20:50,2017/6/26,,720,,,,,,,33-计划,REG,REG,,CGO,,,0
UW9947,,UW9948,昆明-马德拉斯,,MAA,I,B2330,A306,2017/6/26 18:10,2017/6/26,,721,,,,,,,33-计划,REG,REG,,CGO,,,0
MU2434,,MU2433,昆明-宜昌-青岛,YIH,TAO,D,B2333,A319,2017/6/26 20:20,2017/6/26,21:58,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5576,,MU5575,昆明-郑州-烟台,CGO,YNT,D,B2338,A320,2017/6/26 18:25,2017/6/26,20:40,,,,,,,,33-计划,REG,REG,,PAX,,,0
OQ2358,,OQ2357,昆明-重庆,,CKG,D,B2343,A320,2017/6/26 22:00,2017/6/26,23:11,,,,,,,,33-计划,REG,REG,,PAX,,,1
OQ2328,,OQ2327,昆明-重庆,,CKG,D,B2343,A320,2017/6/26 9:50,2017/6/26,10:56,,,,,,,,33-计划,REG,REG,,PAX,,,1
CZ3452,,CZ3452,昆明-深圳,,SZX,D,B2391,A320,2017/6/26 21:20,2017/6/26,23:01,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3451,,CZ3451,昆明-丽江,,LJG,D,B2391,A320,2017/6/26 17:20,2017/6/26,18:11,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2736,,MU2735,昆明-长沙-南京,HHA,NKG,D,B2410,A320,2017/6/26 19:35,2017/6/26,21:14,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5975,,MU5757,昆明-芒市,,LUM,D,B2502,B737,2017/6/26 13:45,2017/6/26,14:35,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5971,,MU5898,昆明-芒市,,LUM,D,B2502,B737,2017/6/26 9:25,2017/6/26,10:19,506,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5714,,MU5976,昆明-普洱,,SYM,D,B2502,B737,2017/6/26 18:35,2017/6/26,19:19,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5929,,MU5874,昆明-文山,,WNH,D,B2503,B737,2017/6/26 19:50,2017/6/26,20:25,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5873,,,昆明-宜宾-厦门,YBP,XMN,D,B2503,B737,2017/6/26 8:15,2017/6/26,9:08,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9452,,FM9451,昆明-上海,,SHA,D,B2570,B763,2017/6/26 13:50,2017/6/26,16:28,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6370,,CZ6370,昆明-郑州,,CGO,D,B2620,B737,2017/6/26 21:00,2017/6/26,23:08,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6369,,CZ6369,昆明-版纳,,JHG,D,B2620,B737,2017/6/26 16:50,2017/6/26,17:36,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU9713,,MU5962,昆明-宜宾-武汉,YBP,WUH,D,B2640,B737,2017/6/26 12:35,2017/6/26,13:28,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5961,,MU5930,昆明-临沧,,LNJ,D,B2640,B737,2017/6/26 8:10,2017/6/26,8:52,514,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8341,,KY8266,昆明-厦门-南宁,XMN,NNG,D,B2667,B737,2017/6/26 9:15,2017/6/26,11:33,135,48,,,,,,33-计划,REG,REG,,PAX,,,0
KY8265,,KY8236,昆明-杭州,,HGH,D,B2669,B737,2017/6/26 16:50,2017/6/26,19:15,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8235,,,昆明-杭州,,HGH,D,B2669,B737,2017/6/26 8:15,2017/6/26,10:43,543,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9983,,8L9864,昆明-西安,,XIY,D,B2677,B738,2017/6/26 19:30,2017/6/26,21:20,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9863,,8L9876,昆明-重庆-徐州,CKG,XUZ,D,B2677,B738,2017/6/26 7:00,2017/6/26,8:10,159,5,,,,,,33-计划,REG,REG,,PAX,,,0
KY8247,,KY8244,昆明-芒市,,LUM,D,B2678,B737,2017/6/26 21:55,2017/6/26,22:46,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8243,,KY8230,昆明-普洱,,SYM,D,B2678,B737,2017/6/26 18:15,2017/6/26,18:59,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8229,,KY8302,昆明-腾冲,,TCZ,D,B2678,B737,2017/6/26 8:00,2017/6/26,8:55,524R,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8313,,KY8270,昆明-腾冲,,TCZ,D,B2679,B737,2017/6/26 8:00,2017/6/26,8:53,325,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8269,,KY8314,昆明-丽江,,LJG,D,B2679,B737,2017/6/26 19:10,2017/6/26,20:05,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9540,,FM9539,昆明-温州,,WNZ,D,B2688,B738,2017/6/26 12:00,2017/6/26,14:30,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3541,,CZ3542,昆明-武汉-杭州,WUH,HGH,D,B2694,B738,2017/6/26 7:55,2017/6/26,9:40,523R,,,,,,,33-计划,REG,REG,,PAX,,,0
HU7212,Y,HU7211,昆明-北京,,PEK,D,B2723,B787,2017/6/26 12:55,2017/6/26,15:49,,,,,,,,33-计划,REG,REG,,PAX,,,0
O36943,,O36944,昆明-杭州,,HGH,D,B2828,B757,2017/6/27 1:15,2017/6/27,3:36,330,,,,,,,33-计划,REG,REG,,CGO,,,0
CF9017,,CF9018,昆明-南京,,NKG,D,B2835,B757,2017/6/27 0:05,2017/6/27,2:24,,,,,,,,33-计划,REG,REG,,CGO,,,0
CZ3492,,CZ3492,昆明-郑州,,CGO,D,B2916,B737,2017/6/26 15:30,2017/6/26,17:42,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3491,,CZ3491,昆明-版纳,,JHG,D,B2916,B737,2017/6/26 11:35,2017/6/26,12:21,,,,,,,,33-计划,REG,REG,,PAX,,,0
ICU733,,ICU732,昆明-大理,,DLU,D,B3256,G280,2017/6/26 10:30,2017/6/26,,,,,,,,,33-计划,REG,REG,,GEN,,,0
KY8205,,KY8206,昆明-济南-哈尔滨,TNA,HRB,D,B5025,B737,2017/6/26 9:05,2017/6/26,11:43,145,59,,,,,,33-计划,REG,REG,,PAX,,,0
KY8297,,KY8248,昆明-石家庄-长春,SJW,CGQ,D,B5026,B737,2017/6/26 9:40,2017/6/26,12:23,148,53,,,,,,33-计划,REG,REG,,PAX,,,0
MF8406,,MF8427,昆明-厦门,,XMN,D,B5029,B737,2017/6/26 11:50,2017/6/26,14:04,,,,,,,,33-计划,REG,REG,,PAX,,,5
MU5943,,MU5800,昆明-大理,,DLU,D,B5054,B737,2017/6/26 7:40,2017/6/26,8:24,503,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5803,,MU5944,昆明-上海,,SHA,D,B5054,B737,2017/6/26 20:20,2017/6/26,23:02,,,,,,,,33-计划,REG,REG,,PAX,,,0
SC4874,Y,SC4873,昆明-济南-烟台,TNA,YNT,D,B5117,B738,2017/6/26 12:50,2017/6/26,15:28,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2496,,MU2495,昆明-成都,,CTU,D,B5199,B737,2017/6/26 10:35,2017/6/26,11:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
CA1488,,CA1487,昆明-达县-北京,DAX,PEK,D,B5213,B737,2017/6/26 15:25,2017/6/26,16:46,,,,,,,,33-计划,REG,REG,,PAX,,,0
NS3270,,NS3269,昆明-石家庄,,SJW,D,B5215,B737,2017/6/26 20:25,2017/6/26,22:59,,,,,,,,33-计划,REG,REG,,PAX,,,0
MF8428,,MF8405,昆明-福州,,FOC,D,B5216,B737,2017/6/26 12:20,2017/6/26,14:46,,,,,,,,33-计划,REG,REG,,PAX,,,5
MU5965,,MU5946,昆明-沧源,,CWJ,D,B5225,B737,2017/6/26 11:25,2017/6/26,12:13,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5945,,MU5744,昆明-澜沧,,JMJ,D,B5225,B737,2017/6/26 7:40,2017/6/26,8:32,512,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5987,,MU2566,昆明-保山,,BSD,D,B5231,B737,2017/6/26 8:15,2017/6/26,9:03,509,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5911,,MU5988,昆明-版纳,,JHG,D,B5231,B737,2017/6/26 22:10,2017/6/26,22:57,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5739,,MU5986,昆明-广州,,CAN,D,B5242,B737,2017/6/26 11:05,2017/6/26,12:48,716,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5712,,MU9737,昆明-芒市,,LUM,D,B5242,B737,2017/6/26 21:35,2017/6/26,22:26,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5925,,MU5902,昆明-丽江,,LJG,D,B5243,B737,2017/6/26 7:45,2017/6/26,8:40,706,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5920,,MU5926,昆明-丽江,,LJG,D,B5243,B737,2017/6/26 22:05,2017/6/26,22:59,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5921,,MU5804,昆明-丽江,,LJG,D,B5245,B737,2017/6/26 7:05,2017/6/26,7:59,513,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9851,,8L9852,昆明-腾冲,,TCZ,D,B5249,B737,2017/6/26 18:00,2017/6/26,18:53,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5989,,MU5711,昆明-昭通-重庆,ZAT,CKG,D,B5255,B737,2017/6/26 11:25,2017/6/26,11:58,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5983,,MU5894,昆明-保山,,BSD,D,B5256,B737,2017/6/26 16:05,2017/6/26,16:52,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5893,,MU5914,昆明-普洱,,SYM,D,B5256,B737,2017/6/26 10:10,2017/6/26,10:54,709,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5742,,MU5984,昆明-保山,,BSD,D,B5256,B737,2017/6/26 19:55,2017/6/26,20:42,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5462,,MU2143,昆明-温州,,WNZ,D,B5258,B737,2017/6/26 11:35,2017/6/26,14:06,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2144,,MU5461,昆明-太原,,TYN,D,B5258,B737,2017/6/26 19:40,2017/6/26,22:01,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5959,,MU5737,昆明-临沧,,LNJ,D,B5259,B737,2017/6/26 16:25,2017/6/26,17:06,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5891,,MU758,昆明-普洱,,SYM,D,B5259,B737,2017/6/26 7:55,2017/6/26,8:38,112,65,,,,,,33-计划,REG,REG,,PAX,,,0
MU5740,,MU5892,昆明-大理,,DLU,D,B5259,B737,2017/6/26 11:50,2017/6/26,12:34,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9454,,FM9454,昆明-上海,,SHA,D,B5261,B737,2017/6/26 16:50,2017/6/26,19:32,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9453,,FM9453,昆明-版纳,,JHG,D,B5261,B737,2017/6/26 13:00,2017/6/26,13:48,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU9743,,MU5803,昆明-昭通-北京,ZAT,PEK,D,B5263,B737,2017/6/26 18:35,2017/6/26,19:10,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5957,,MU5733,昆明-临沧,,LNJ,D,B5263,B737,2017/6/26 9:35,2017/6/26,10:16,126,43,,,,,,33-计划,REG,REG,,PAX,,,0
MU5717,,MU5958,昆明-腾冲,,TCZ,D,B5263,B737,2017/6/26 13:45,2017/6/26,14:38,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5815,,MU5816,昆明-六盘水-上海,LPF,SHA,D,B5265,B737,2017/6/26 14:25,2017/6/26,15:04,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5941,,MU5922,昆明-大理,,DLU,D,B5267,B737,2017/6/26 9:25,2017/6/26,10:09,128,44,,,,,,33-计划,REG,REG,,PAX,,,0
MU5915,,MU5763,昆明-版纳,,JHG,D,B5267,B737,2017/6/26 21:35,2017/6/26,22:22,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5799,,MU5916,昆明-洛阳-大连,LYA,DLC,D,B5270,B737,2017/6/26 8:45,2017/6/26,10:54,124,39,,,,,,33-计划,REG,REG,,PAX,,,0
MU5706,,MU5800,昆明-版纳,,JHG,D,B5270,B737,2017/6/26 23:25,2017/6/26,0:11,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5973,,MU5747,昆明-芒市,,LUM,D,B5271,B737,2017/6/26 10:25,2017/6/26,11:18,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5748,,MU5771,昆明-版纳,,JHG,D,B5271,B737,2017/6/26 18:55,2017/6/26,19:42,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5732,,MU5974,昆明-西昌,,XIC,D,B5271,B737,2017/6/26 15:00,2017/6/26,15:45,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9906,,8L9858,昆明-版纳,,JHG,D,B5272,B737,2017/6/26 23:05,2017/6/26,23:52,,,,,,,,33-计划,REG,REG,,PAX,,,1
8L9857,,8L9907,昆明-腾冲,,TCZ,D,B5272,B737,2017/6/26 14:00,2017/6/26,14:53,541,,,,,,,33-计划,REG,REG,,PAX,,,0
MU733,,MU9744,昆明-香港,,HKG,R,B5276,B737,2017/6/26 13:40,2017/6/26,16:49,,,H11-H13,,,,,33-计划,REG,REG,,PAX,,,0
MU5967,,MU5942,昆明-临沧,,LNJ,D,B5282,B737,2017/6/26 14:10,2017/6/26,14:52,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5883,,MU5968,昆明-湛江,,ZHA,D,B5282,B737,2017/6/26 17:40,2017/6/26,19:12,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9910,,8L9905,昆明-版纳,,JHG,D,B5292,B737,2017/6/26 8:50,2017/6/26,9:36,167,11,,,,,,33-计划,REG,REG,,PAX,,,1
8L9875,,8L9520,昆明-厦门,,XMN,D,B5292,B737,2017/6/26 17:20,2017/6/26,19:36,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9519,,8L9909,昆明-芒市,,LUM,D,B5292,B737,2017/6/26 12:20,2017/6/26,13:10,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5901,,MU5972,昆明-版纳,,JHG,D,B5295,B737,2017/6/26 8:20,2017/6/26,9:08,705,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3748,,CZ3747,昆明-珠海,,ZUH,D,B5310,B738,2017/6/26 21:40,2017/6/26,23:18,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9430,,FM9429,昆明-衡阳-上海,HNY,PVG,D,B5320,B738,2017/6/26 17:25,2017/6/26,18:54,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9979,,8L9862,昆明-深圳,,SZX,D,B5359,B738,2017/6/26 16:20,2017/6/26,18:02,,,,,,,,33-计划,REG,REG,,PAX,,,1
8L9861,,8L9984,昆明-合肥,,HFE,D,B5359,B738,2017/6/26 7:30,2017/6/26,9:38,161,7,,,,,,33-计划,REG,REG,,PAX,,,0
ZH9452,,ZH9451,昆明-广州,,CAN,D,B5361,B738,2017/6/26 9:05,2017/6/26,10:47,522R,,,,,,,33-计划,REG,REG,,PAX,,,0
