FLT,VIP,TAR,LKF,RFC,VI1,DES,TOF,REG,ITY,GAT,CID,MP1,STD,ETD,ABT,ATD,FSA,SDT,EAN,POP,OPE,RCP,NAT,FLX,MFF,SST
"MU5831","","","MU5988","昆明-郑州","","CGO","D","B5265","B737","","","","12:15","","","","33-计划","2017/7/4","14:32","REG","REG","","PAX","","","00"
"MU5841","","716","MU5758","昆明-成都","","CTU","D","B6145","B738","","","","8:00","","","","33-计划","2017/7/4","9:05","REG","REG","","PAX","","","00"
"MU5843","","515","MU5854","昆明-成都","","CTU","D","B5527","B738","","","","11:00","","","","33-计划","2017/7/4","12:05","REG","REG","","PAX","","","00"
"MU5845","","131","MU5912","昆明-成都","","CTU","D","B5816","B737","38","","","9:00","","","","33-计划","2017/7/4","10:04","REG","REG","","PAX","","","00"
"MU5847","","","MU5742","昆明-成都","","CTU","D","B6147","B738","","","","19:55","","","","33-计划","2017/7/4","21:01","REG","REG","","PAX","","","00"
"MU5849","","","MU5844","昆明-成都","","CTU","D","B5527","B738","","","","16:30","","","","33-计划","2017/7/4","17:37","REG","REG","","PAX","","","00"
"MU5851","","719","MU5846","昆明-成都","","CTU","D","B5828","B737","","","","10:00","","","","33-计划","2017/7/4","11:04","REG","REG","","PAX","","","00"
"MU5853","","","MU5806","昆明-成都","","CTU","D","B5701","B738","","","","18:00","","","","33-计划","2017/7/4","19:10","REG","REG","","PAX","","","00"
"MU5855","","","MU5800","昆明-成都","","CTU","D","B6639","A320","","","","21:05","","","","33-计划","2017/7/4","22:11","REG","REG","","PAX","","","00"
"MU5861","","511","MU5818","昆明-重庆","","CKG","D","B1907","B738","","","","8:05","","","","33-计划","2017/7/4","9:23","REG","REG","","PAX","","","00"
"MU5869","","124","MU5930","昆明-宜宾-青岛","YBP","TAO","D","B2503","B737","39","","","8:00","","","","33-计划","2017/7/4","8:54","REG","REG","","PAX","","","00"
"MU5881","","","MU5928","昆明-铜仁-上海","TEN","SHA","D","B5231","B737","","","","14:25","","","","33-计划","2017/7/4","15:37","REG","REG","","PAX","","","00"
"MU5883","","","MU5719","昆明-湛江","","ZHA","D","B5295","B737","","","","17:45","","","","33-计划","2017/7/4","19:21","REG","REG","","PAX","","","00"
"MU5885","","317","MU5916","昆明-湛江","","ZHA","D","B5817","B737","","","","8:40","","","","33-计划","2017/7/4","10:18","REG","REG","","PAX","","","00"
"MU5893","","506","MU5878","昆明-普洱","","SYM","D","B5263","B737","","","","10:10","","","","33-计划","2017/7/4","10:55","REG","REG","","PAX","","","00"
"MU5897","","","MU5856","昆明-普洱","","SYM","D","B5820","B737","","","","17:10","","","","33-计划","2017/7/4","17:54","REG","REG","","PAX","","","00"
"MU5901","","508","MU2598","昆明-版纳","","JHG","D","B5276","B737","","","","8:20","","","","33-计划","2017/7/4","9:08","REG","REG","","PAX","","","00"
"MU5903","","130","MU5986","昆明-版纳","","JHG","D","B5295","B737","40","","","8:50","","","","33-计划","2017/7/4","9:37","REG","REG","","PAX","","","00"
"MU5909","","","MU5952","昆明-版纳","","JHG","D","B5263","B737","","","","22:20","","","","33-计划","2017/7/4","23:07","REG","REG","","PAX","","","00"
"MU5911","","","MU5990","昆明-版纳","","JHG","D","B5815","B737","","","","22:10","","","","33-计划","2017/7/4","22:56","REG","REG","","PAX","","","00"
"MU5915","","","MU5718","昆明-版纳","","JHG","D","B5820","B737","","","","21:35","","","","33-计划","2017/7/4","22:22","REG","REG","","PAX","","","00"
"MU5919","","","MU5723","昆明-丽江","","LJG","D","B5295","B737","","","","13:15","","","","33-计划","2017/7/4","14:09","REG","REG","","PAX","","","00"
"MU5920","","","MU5940","昆明-丽江","","LJG","D","B5819","B737","","","","18:05","","","","33-计划","2017/7/4","18:59","REG","REG","","PAX","","","00"
"MU5921","","109","MU5922","昆明-丽江","","LJG","D","B5243","B737","37","","","7:05","","","","33-计划","2017/7/4","7:59","REG","REG","","PAX","","","00"
"MU5927","","118","MU5804","昆明-文山","","WNH","D","B5231","B737","29","","","10:20","","","","33-计划","2017/7/4","10:55","REG","REG","","PAX","","","00"
"MU5929","","","MU5960","昆明-文山","","WNH","D","B2502","B737","","","","20:25","","","","33-计划","2017/7/4","21:00","REG","REG","","PAX","","","00"
"MU5931","","111","MU5913","昆明-迪庆","","DIG","D","B5821","B737","","","","7:55","","","","33-计划","2017/7/4","8:57","REG","REG","","PAX","","","00"
"MU5935","","","MU5936","昆明-迪庆","","DIG","D","B5816","B737","","","","18:05","","","","33-计划","2017/7/4","19:06","REG","REG","","PAX","","","00"
"MU5939","","101","MU754","昆明-迪庆-拉萨","DIG","LXA","D","B5819","B737","","","","9:00","","","","33-计划","2017/7/4","10:01","REG","REG","","PAX","","","00"
"MU5941","","318","MU5906","昆明-大理","","DLU","D","B6141","B737","","","","8:10","","","","33-计划","2017/7/4","8:53","REG","REG","","PAX","","","00"
"MU5943","","122","MU5914","昆明-大理","","DLU","D","B5267","B737","35","","","7:40","","","","33-计划","2017/7/4","8:24","REG","REG","","PAX","","","00"
"MU5957","","102","MU2572","昆明-临沧","","LNJ","D","B5255","B737","","","","9:35","","","","33-计划","2017/7/4","10:15","REG","REG","","PAX","","","00"
"MU5959","","505","MU9714","昆明-临沧","","LNJ","D","B2502","B737","","","","16:25","","","","33-计划","2017/7/4","17:07","REG","REG","","PAX","","","00"
"MU5961","","513","MU5948","昆明-临沧","","LNJ","D","B5225","B737","","","","8:10","","","","33-计划","2017/7/4","8:51","REG","REG","","PAX","","","00"
"MU5963","","","MU5962","昆明-临沧","","LNJ","D","B5225","B737","","","","14:55","","","","33-计划","2017/7/4","15:36","REG","REG","","PAX","","","00"
"MU5967","","114","MU5757","昆明-临沧","","LNJ","D","B2640","B737","16","","","13:45","","","","33-计划","2017/7/4","14:27","REG","REG","","PAX","","","00"
"MU5969","","","MU5771","昆明-昭通","","ZAT","D","B5259","B737","","","","18:50","","","","33-计划","2017/7/4","19:24","REG","REG","","PAX","","","00"
"MU5971","","514","MU5898","昆明-芒市","","LUM","D","B2640","B737","","","","9:25","","","","33-计划","2017/7/4","10:19","REG","REG","","PAX","","","00"
"MU5973","","","MU5747","昆明-芒市","","LUM","D","B5256","B737","","","","10:25","","","","33-计划","2017/7/4","11:17","REG","REG","","PAX","","","00"
"MU5981","","","MU5741","昆明-保山","","BSD","D","B5276","B737","","","","13:00","","","","33-计划","2017/7/4","13:47","REG","REG","","PAX","","","00"
"MU5985","Y","504","MU5990","昆明-保山","","BSD","D","B5293","B737","","","","8:55","","","","33-计划","2017/7/4","9:44","REG","REG","","PAX","","","00"
"MU5987","","121","MU5884","昆明-保山","","BSD","D","B5265","B737","33","","","8:15","","","","33-计划","2017/7/4","9:03","REG","REG","","PAX","","","00"
"MU5989","","","MU5711","昆明-昭通-重庆","ZAT","CKG","D","B5815","B737","","","","11:25","","","","33-计划","2017/7/4","11:58","REG","REG","","PAX","","","00"
"MU733","","","MU9738","昆明-香港","","HKG","R","B5515","B738","","","","14:30","","","","33-计划","2017/7/4","17:39","REG","REG","","PAX","","","00"
"MU741","","705","MU5704","昆明-曼谷","","BKK","I","B1908","B738","","","","13:00","","","","33-计划","2017/7/4","15:08","REG","REG","","PAX","","","00"
"MU747","","120","MU748","昆明-上海-大阪","PVG","KIX","M","B1702","B738","31","","","7:50","","","","33-计划","2017/7/4","10:37","REG","REG","","PAX","","","00"
"MU755","","","MU755","昆明-迪拜","","DXB","I","B5921","A33E","","","","15:20","","","","33-计划","2017/7/4","23:00","REG","REG","","PAX","","","00"
"MU757","","","MU5974","昆明-加德","","KTM","I","B5256","B737","","","","14:25","","","","33-计划","2017/7/4","17:10","REG","REG","","PAX","","","00"
"MU767","","129","MU5369","昆明-青岛-旧金山","TAO","SFO","M","B5903","A332","42","","","8:25","","","","33-计划","2017/7/4","11:27","REG","REG","","PAX","","","00"
"MU783","","117","MU5750","昆明-南宁-万象","NNG","VTE","M","B6146","B738","28","","","8:30","","","","33-计划","2017/7/4","9:35","REG","REG","","PAX","","","00"
"MU9715","","","MU5966","昆明-武汉","","WUH","D","B5270","B737","","","","15:20","","","","33-计划","2017/7/4","17:08","REG","REG","","PAX","","","00"
"MU9731","","","MU5886","昆明-拉萨","","LXA","D","B5817","B737","","","","15:15","","","","33-计划","2017/7/4","17:40","REG","REG","","PAX","","","00"
"MU9732","","","MU9732","昆明-长沙","","HHA","D","B5817","B737","","","","22:25","","","","33-计划","2017/7/4","0:01","REG","REG","","PAX","","","00"
"MU9737","","","MU2032","昆明-天津","","TSN","D","B1907","B738","","","","21:10","","","","33-计划","2017/7/4","0:07","REG","REG","","PAX","","","00"
"MU9738","","710","MU2032","昆明-芒市","","LUM","D","B5282","B737","","","","16:00","","","","33-计划","2017/7/4","16:51","REG","REG","","PAX","","","00"
"MU9741","","706","MU5902","昆明-保山-北京","BSD","PEK","D","B5097","B737","","","","17:30","","","","33-计划","2017/7/4","18:16","REG","REG","","PAX","","","00"
"NS3270","","","NS3269","昆明-石家庄","","SJW","D","B5215","B737","","","","20:25","","","","33-计划","2017/7/4","22:59","REG","REG","","PAX","","","00"
"OQ2328","","","OQ2327","昆明-重庆","","CKG","D","B1827","A320","","","","9:50","","","","33-计划","2017/7/4","10:56","REG","REG","","PAX","","","00"
"OQ2358","","","OQ2357","昆明-重庆","","CKG","D","B1827","A320","","","","22:00","","","","33-计划","2017/7/4","23:11","REG","REG","","PAX","","","00"
"PN6393","","","PN6393","昆明-版纳","","JHG","D","B8845","A320","","","","8:55","","","","33-计划","2017/7/4","9:42","REG","REG","","PAX","","","00"
"PN6394","","","PN6394","昆明-重庆","","CKG","D","B8845","A320","","","","12:45","","","","33-计划","2017/7/4","13:57","REG","REG","","PAX","","","00"
"QV816","","","QV815","昆明-万象","","VTE","I","RDPL34223","A320","","J11-J13","","10:50","","","","33-计划","2017/7/4","12:03","REG","REG","","PAX","","","00"
"SC4696","","","SC4695","昆明-南京-青岛","NKG","TAO","D","B7668","B738","","","","13:40","","","","33-计划","2017/7/4","16:00","REG","REG","","PAX","","","00"
"SC4720","","","SC4719","昆明-重庆","","CKG","D","B5348","B738","","","","22:35","","","","33-计划","2017/7/4","23:47","REG","REG","","PAX","","","00"
"SC4738","","","SC4737","昆明-青岛","","TAO","D","B1506","B738","","","","20:55","","","","33-计划","2017/7/4","23:55","REG","REG","","PAX","","","00"
"SC4770","","","SC4769","昆明-厦门","","XMN","D","B1743","B738","","","","11:20","","","","33-计划","2017/7/4","13:36","REG","REG","","PAX","","","00"
"SC4874","","","SC4873","昆明-济南-烟台","TNA","YNT","D","B1931","B738","","","","12:50","","","","33-计划","2017/7/4","15:26","REG","REG","","PAX","","","00"
"SC8843","","313","SC8835","昆明-济南-大阪","TNA","KIX","M","B7975","B738","","J11-J12","","6:50","","","","33-计划","2017/7/4","9:27","REG","REG","","PAX","","","00"
"SC8886","","314","SC8886","昆明-乌鲁","","URC","D","B6986","B738","","","","7:25","","","","33-计划","2017/7/4","11:25","REG","REG","","PAX","","","00"
"TG613","","","TG612","昆明-曼谷","","BKK","I","HST","B773","","","","15:20","","","","33-计划","2017/7/4","17:04","REG","REG","","PAX","","","00"
"TV6008","","","TV6007","昆明-丽江-兰州","LJG","ZGC","D","B8843","A320","","","","13:20","","","","33-计划","2017/7/4","14:13","REG","REG","","PAX","","","00"
"TV9819","","","TV9893","昆明-芒市","","LUM","D","B6467","A319","","","","14:45","","","","33-计划","2017/7/4","15:35","REG","REG","","PAX","","","00"
"TV9894","","","TV9820","昆明-拉萨","","LXA","D","B6467","A319","","","","20:15","","","","33-计划","2017/7/4","22:39","REG","REG","","PAX","","","00"
"UO274","","","UO273","昆明-香港","","HKG","R","BLCG","A320","","J16-J19","","12:10","","","","33-计划","2017/7/4","","REG","REG","","PAX","","","00"
"ZH9266","","","ZH9265","昆明-西安","","XIY","D","B9910","A322","","","","12:45","","","","33-计划","2017/7/4","14:37","REG","REG","","PAX","","","00"
"ZH9412","","","ZH9411","昆明-深圳","","SZX","D","B6153","A319","","","","11:00","","","","33-计划","2017/7/4","12:46","REG","REG","","PAX","","","00"
"ZH9414","","","ZH9413","昆明-深圳","","SZX","D","B5775","B738","","","","17:30","","","","33-计划","2017/7/4","19:14","REG","REG","","PAX","","","00"
"ZH9416","","534","ZH9451","昆明-深圳","","SZX","D","B5360","B737","","","","8:45","","","","33-计划","2017/7/4","10:30","REG","REG","","PAX","","","00"
"ZH9452","","533","ZH9413","昆明-广州","","CAN","D","B5362","B737","","","","9:05","","","","33-计划","2017/7/4","10:48","REG","REG","","PAX","","","00"
"ZH9454","","539","ZH9714","昆明-广州","","CAN","D","B6935","A320","","","","17:10","","","","33-计划","2017/7/4","18:56","REG","REG","","PAX","","","00"
"ZH9456","","","ZH9455","昆明-广州","","CAN","D","B5400","B738","","","","22:45","","","","33-计划","2017/7/4","0:26","REG","REG","","PAX","","","00"
"ZH9532","","","ZH9531","昆明-无锡","","WUX","D","B5773","B738","","","","19:20","","","","33-计划","2017/7/4","21:53","REG","REG","","PAX","","","00"
"ZH9534","","","ZH9533","昆明-无锡","","WUX","D","B6297","A320","","","","15:10","","","","33-计划","2017/7/4","17:44","REG","REG","","PAX","","","00"
"ZH9562","","","ZH9561","昆明-南京","","NKG","D","B5771","B738","","","","12:10","","","","33-计划","2017/7/4","14:30","REG","REG","","PAX","","","00"
"ZH9790","","532","ZH9455","昆明-泉州","","JJN","D","B6690","A320","","","","9:05","","","","33-计划","2017/7/4","11:27","REG","REG","","PAX","","","00"
"ZH9794","","","ZH9793","昆明-泉州","","JJN","D","B8078","A320","","","","13:40","","","","33-计划","2017/7/4","16:04","REG","REG","","PAX","","","00"
"CF9017","","","CF9018","昆明-南京","","NKG","D","B2827","B757","","","","0:05","","","","33-计划","2017/7/5","2:24","REG","REG","","CGO","","","00"
"MU5078","","","MU5078","昆明-合肥","","HFE","D","B6801","A320","","","","0:55","","","","33-计划","2017/7/5","3:03","REG","REG","","PAX","","","00"
"O36943","","","O36944","昆明-杭州","","HGH","D","B2817","B757","","","","1:15","","","","33-计划","2017/7/5","3:38","REG","REG","","CGO","","","00"
"SC8885","","","SC8885","昆明-曼谷","","BKK","I","B1745","B738","","","","1:00","","","","33-计划","2017/7/5","2:59","REG","REG","","PAX","","","00"
"VN737","","","VN736","昆明-芽庄","","CXR","I","VNA","A321","","","","2:05","","","","33-计划","2017/7/5","4:19","REG","REG","","PAX","","","00"
"FD583","","","FD582","昆明-廊曼","","DMK","I","HSBBE","A320","","","","12:30","","","","33-计划","2017/7/4","","REG","REG","","PAX","","","00"
"UW9935","","720","UW9934","昆明-孟买","","BOM","I","B2325","A306","","","","18:00","","","","33-计划","2017/7/4","","REG","REG","","CGO","","","00"
"UW9937","","","UW9942","昆明-马德拉斯","","MAA","I","B2330","A306","","","","23:00","","","","33-计划","2017/7/4","","REG","REG","","CGO","","","00"
"UW9941","","","UW9938","昆明-达卡","","DAC","I","B2330","A306","","","","10:30","","","","33-计划","2017/7/4","","REG","REG","","CGO","","","00"
"QW9856","","139","QW9855","昆明-屯溪-青岛","TXN","TAO","D","B8443","A320","56","","","6:55","","","","33-计划","2017/7/4","9:07","REG","REG","","PAX","","","00"
"8L9637","","","8L9915","昆明-苏梅岛","","USM","I","B6221","A319","","","","12:30","","","","33-计划","2017/7/4","14:55","REG","REG","","PAX","","","00"
"8L9689","","","8L9546","昆明-合肥","","HFE","D","B2677","B738","","","","18:55","","","","33-计划","2017/7/4","21:04","REG","REG","","PAX","","","00"
"8L9711","","","8L9828","昆明-桂林-汕头","KWL","SWA","D","B5825","B737","","","","15:10","","","","33-计划","2017/7/4","16:25","REG","REG","","PAX","","","00"
"8L9747","","","8L9958","昆明-宿务市","","CEB","I","B5732","B738","","","","13:40","","","","33-计划","2017/7/4","17:39","REG","REG","","PAX","","","00"
"KY8339","","324","KY8248","昆明-运城","","YCU","D","B2678","B737","","","","8:10","","","","33-计划","2017/7/4","10:17","REG","REG","","PAX","","","00"
"KY8361","","","KY8322","昆明-合艾","","HDY","I","B6491","B738","","","","14:10","","","","33-计划","2017/7/4","17:03","REG","REG","","PAX","","","00"
"HO1096","","","HO1095","昆明-毕节-上海","BFJ","PVG","D","B6572","A320","","","","20:25","","","","33-计划","2017/7/4","21:10","REG","REG","","PAX","","","00"
"SC4926","","311","SC8844","昆明-济南","","TNA","D","B7809","B738","","","","6:50","","","","33-计划","2017/7/4","9:27","REG","REG","","PAX","","","00"
"SC8424","","315","SC4925","昆明-南昌-青岛","KHN","TAO","D","B7885","B738","","","","6:55","","","","33-计划","2017/7/4","","REG","REG","","PAX","","","00"
"3U8227","","","3U8661","昆明-南京-长春","NKG","CGQ","D","B6621","A320","","","","11:20","","","","33-计划","2017/7/4","13:37","REG","REG","","PAX","","","00"
"3U8709","","327","3U8667","昆明-万象","","VTE","I","B6719","A320","","K06-K08","","8:50","","","","33-计划","2017/7/4","10:03","REG","REG","","PAX","","","00"
"MU2567","","","MU2567","昆明-曼德勒","","MDL","I","B5647","B738","","","","10:30","","","","33-计划","2017/7/4","11:46","REG","REG","","PAX","","","00"
"MU2568","","","MU2568","昆明-广州","","CAN","D","B6145","B738","","","","22:05","","","","33-计划","2017/7/4","23:47","REG","REG","","PAX","","","00"
"MU2569","","","MU2569","昆明-清迈","","CNX","I","B6148","B738","","","","14:30","","","","33-计划","2017/7/4","16:25","REG","REG","","PAX","","","00"
"MU2570","","707","MU5766","昆明-北京","","PEK","D","B7590","B738","","","","16:00","","","","33-计划","2017/7/4","19:25","REG","REG","","PAX","","","00"
"MU2587","","","MU2587","昆明-奈比多","","NYT","I","B1790","B738","","","","14:10","","","","33-计划","2017/7/4","15:44","REG","REG","","PAX","","","00"
"MU5725","","516","MU5726","昆明-乌鲁","","URC","D","B6149","B738","","","","14:25","","","","33-计划","2017/7/4","18:31","REG","REG","","PAX","","","00"
"MU5825","","132","MU5733","昆明-桂林","","KWL","D","B6142","B737","36","","","9:45","","","","33-计划","2017/7/4","11:20","REG","REG","","PAX","","","00"
"MU5833","","","MU5942","昆明-兰州","","ZGC","D","B5245","B737","","","","17:30","","","","33-计划","2017/7/4","19:50","REG","REG","","PAX","","","00"
"MU5965","","704","MU5803","昆明-沧源","","CWJ","D","B5270","B737","","","","11:25","","","","33-计划","2017/7/4","12:13","REG","REG","","PAX","","","00"
"MU7181","","507","MU734","昆明-北京","","PEK","D","B5795","B738","","","","9:30","","","","33-计划","2017/7/4","13:00","REG","REG","","PAX","","","00"
"MU7184","","","MU5461","昆明-北京","","PEK","D","B2682","B737","","","","21:15","","","","33-计划","2017/7/4","0:35","REG","REG","","PAX","","","00"
"MU9751","","520","MU774","昆明-北京","","PEK","D","B5926","A33E","","","","14:00","","","","33-计划","2017/7/4","16:58","REG","REG","","PAX","","","00"
"MU9755","","512","MU5926","昆明-保山","","BSD","D","B5242","B737","","","","8:30","","","","33-计划","2017/7/4","9:18","REG","REG","","PAX","","","00"
"MU2591","","","MU2177","昆明-普吉","","HKT","I","B6333","A320","","","","23:00","","","","33-计划","2017/7/4","1:41","REG","REG","","PAX","","","00"
"VJ5325","","","VJ5324","昆明-芽庄","","CXR","I","","A320","","","","2:30","","","","33-计划","2017/7/5","","REG","REG","","PAX","","","00"
"BDJ183","","536","BDJ182","昆明-北京","","PEK","D","B8302","G550","","","","13:30","","","","33-计划","2017/7/4","","REG","REG","","SPE","","","00"
"N7862A","","717","","昆明-关岛","","GUM","I","N7862A","B737","","","","6:00","","","","33-计划","2017/7/4","","REG","REG","","SPE","","","00"
