FLT,VIP,LKF,REG,RFC,VI1,DES,TOF,ITY,TAR,GAT,CID,MP1,STD,ETD,ATD,ABT,FSA,RCP,SDT,EAN,POP,OPE,NAT,FLX,MFF,SST,STN
KY8283,,KY8240,B5702,昆明-上海,,PVG,D,B738,709,,,,7:40,,,,33-计划,,2017/6/19,10:27,REG,REG,PAX,,,0,10:50
HO1094,,HO1093,B6619,昆明-上海,,SHA,D,A320,,,,,7:40,,,,33-计划,,2017/6/19,10:24,REG,REG,PAX,,,0,10:50
MU5925,,MU5902,B5225,昆明-丽江,,LJG,D,B737,,,,,7:45,,,,33-计划,,2017/6/19,8:39,REG,REG,PAX,,,0,8:50
MU2996,,MU2765,B1636,昆明-重庆-无锡,CKG,WUX,D,A320,121,33,,,7:45,,,,33-计划,,2017/6/19,8:59,REG,REG,PAX,,,0,9:20
MU747,,MU748,B1788,昆明-上海-大阪,PVG,KIX,M,B738,114,16,,,7:50,,,,33-计划,,2017/6/19,10:37,REG,REG,PAX,,,0,11:00
8L9643,,8L9870,B5292,昆明-芒市,,LUM,D,B737,,,,,7:50,,,,33-计划,,2017/6/19,8:40,REG,REG,PAX,,,0,8:50
3U8847,,3U8554,B6955,昆明-郑州-哈尔滨,CGO,HRB,D,A320,154,25,,,7:50,,,,33-计划,,2017/6/19,10:00,REG,REG,PAX,,,0,10:40
MU5931,,MU5912,B6142,昆明-迪庆,,DIG,D,B737,,,,,7:55,,,,33-计划,,2017/6/19,8:57,REG,REG,PAX,,,0,8:55
MU5891,,MU5962,B5807,昆明-普洱,,SYM,D,B737,,,,,7:55,,,,33-计划,,2017/6/19,8:38,REG,REG,PAX,,,0,8:50
CZ3541,,CZ3542,B1737,昆明-武汉-杭州,WUH,HGH,D,B738,137,52,,,7:55,,,,33-计划,,2017/6/19,9:39,REG,REG,PAX,,,0,10:05
MU5841,,MU774,B5926,昆明-成都,,CTU,D,A33E,312,,,,8:00,,,,33-计划,,2017/6/19,9:05,REG,REG,PAX,,,1,9:35
MU5801,,MU5850,B7591,昆明-上海,,SHA,D,B738,112,65,,,8:00,,,,33-计划,,2017/6/19,10:41,REG,REG,PAX,,,1,11:20
MU5731,,MU2995,B6872,昆明-广州,,CAN,D,A320,118,29,,,8:00,,,,33-计划,,2017/6/19,9:42,REG,REG,PAX,,,0,10:15
KY8313,,KY8248,B2679,昆明-腾冲,,TCZ,D,B737,,,,,8:00,,,,33-计划,,2017/6/19,8:53,REG,REG,PAX,,,0,9:00
KY8251,,KY8250,B7871,昆明-保山,,BSD,D,B737,,,,,8:00,,,,33-计划,,2017/6/19,8:49,REG,REG,PAX,,,0,9:00
KY8229,,KY8270,B2678,昆明-腾冲,,TCZ,D,B737,143,63,,,8:00,,,,33-计划,,2017/6/19,8:56,REG,REG,PAX,,,0,9:05
MU5861,,MU5814,B7599,昆明-重庆,,CKG,D,B738,,,,,8:05,,,,33-计划,,2017/6/19,9:22,REG,REG,PAX,,,0,9:40
MU2589,,MU5824,B6147,昆明-万象,,VTE,I,B738,107,73,,,8:05,,,,33-计划,,2017/6/19,9:26,REG,REG,PAX,,,0,9:50
MF8430,,MF8429,B5389,昆明-厦门,,XMN,D,B738,532,,,,8:05,,,,33-计划,,2017/6/19,10:17,REG,REG,PAX,,,5,10:45
GJ8689,,GJ8872,B1867,昆明-徐州-长春,XUZ,CGQ,D,A320,722a,,,,8:05,,,,33-计划,,2017/6/19,10:36,REG,REG,PAX,,,0,10:55
3U8929,,3U8667,B1887,昆明-长沙-沈阳,HHA,SHE,D,A320,519R,,,,8:05,,,,33-计划,,2017/6/19,9:40,REG,REG,PAX,,,0,10:05
MU5961,,MU5976,B2502,昆明-临沧,,LNJ,D,B737,502,,,,8:10,,,,33-计划,,2017/6/19,8:52,REG,REG,PAX,,,0,9:05
MU5807,,MU5804,B5265,昆明-零陵-上海,LLF,SHA,D,B737,130,40,,,8:10,,,,33-计划,,2017/6/19,9:41,REG,REG,PAX,,,0,9:10
KY8253,,KY8298,B6495,昆明-西安,,XIY,D,B738,142,62,,,8:10,,,,33-计划,,2017/6/19,10:01,REG,REG,PAX,,,0,10:20
CZ8510,,CZ8509,B1652,昆明-青岛-长春,TAO,CGQ,D,A320,138,54,,,8:10,,,,33-计划,,2017/6/19,11:12,REG,REG,PAX,,,0,11:35
MU5987,,MU2566,B5231,昆明-保山,,BSD,D,B737,116,26,,,8:15,,,,33-计划,,2017/6/19,9:03,REG,REG,PAX,,,0,9:10
MU5873,,MU5870,B5097,昆明-宜宾-厦门,YBP,XMN,D,B737,503,,,,8:15,,,,33-计划,,2017/6/19,9:09,REG,REG,PAX,,,0,9:45
KY8321,,KY8276,B6492,昆明-成都,,CTU,D,B738,144,61,,,8:15,,,,33-计划,,2017/6/19,9:19,REG,REG,PAX,,,0,9:45
KY8235,,KY8266,B2669,昆明-杭州,,HGH,D,B737,139,56,,,8:15,,,,33-计划,,2017/6/19,10:44,REG,REG,PAX,,,0,11:10
MU5901,,MU5800,B5295,昆明-版纳,,JHG,D,B737,509,,,,8:20,,,,33-计划,,2017/6/19,9:08,REG,REG,PAX,,,0,9:25
MU5829,,MU2030,B1908,昆明-郑州,,CGO,D,B738,516,,,,8:20,,,,33-计划,,2017/6/19,10:40,REG,REG,PAX,,,0,11:05
MU5821,,MU734,B5795,昆明-东胜-哈尔滨,DSN,HRB,D,B738,505,,,,8:20,,,,33-计划,,2017/6/19,10:49,REG,REG,PAX,,,0,11:15
KY8257,,KY8222,B6493,昆明-郑州,,CGO,D,B738,145,59,,,8:25,,,,33-计划,,2017/6/19,10:44,REG,REG,PAX,,,0,11:10
MU9755,,MU9737,B5293,昆明-保山,,BSD,D,B737,314,,,,8:30,,,,33-计划,,2017/6/19,9:19,REG,REG,PAX,,,0,9:30
MU745,,MU5750,B6249,昆明-南宁-金边,NNG,PNH,M,B738,132,36,,,8:30,,,,33-计划,,2017/6/19,9:35,REG,REG,PAX,,,0,9:35
MU5713,,MU5772,B7592,昆明-北京,,PEK,D,B738,,,,,8:30,,,,33-计划,,2017/6/19,11:30,REG,REG,PAX,,,0,12:00
MU2726,,MU5810,B8497,昆明-南京,,NKG,D,A320,128,44,,,8:30,,,,33-计划,,2017/6/19,10:48,REG,REG,PAX,,,0,11:25
8L9887,,8L9986,B6800,昆明-宜春-上海,YIC,SHA,D,B738,,,,,8:30,,,,33-计划,,2017/6/19,10:22,REG,REG,PAX,,,0,10:45
MU5885,,MU5986,B5271,昆明-湛江,,ZHA,D,B737,124,39,,,8:40,,,,33-计划,,2017/6/19,10:14,REG,REG,PAX,,,0,10:20
MU5775,,MU5848,B1791,昆明-广州,,CAN,D,B738,,,,,8:40,,,,33-计划,,2017/6/19,10:21,REG,REG,PAX,,,0,10:55
MU5370,,MU768,B5902,昆明-上海,,PVG,D,A33E,520,,,,8:40,,,,33-计划,,2017/6/19,11:27,REG,REG,PAX,,,0,11:50
DR6509,,DR6516,B7088,昆明-版纳,,JHG,D,B737,322,,,,8:40,,,,33-计划,,2017/6/19,9:26,REG,REG,PAX,,,0,9:45
CA4418,,CA4417,B6967,昆明-成都,,CTU,D,A320,523L,,,,8:40,,,,33-计划,,2017/6/19,9:41,REG,REG,PAX,,,0,10:25
ZH9416,,ZH9415,B1713,昆明-深圳,,SZX,D,B738,536,,,,8:45,,,,33-计划,,2017/6/19,10:27,REG,REG,PAX,,,0,10:50
MU5799,,MU5930,B5282,昆明-洛阳-大连,LYA,DLC,D,B737,119,30,,,8:45,,,,33-计划,,2017/6/19,10:54,REG,REG,PAX,,,0,11:25
3U8553,,3U8528,B8657,昆明-重庆-乌鲁,CKG,URC,D,A320,321,,,,8:45,,,,33-计划,,2017/6/19,9:51,REG,REG,PAX,,,0,10:30
8L9910,,8L9905,B5249,昆明-版纳,,JHG,D,B737,,,,,8:50,,,,33-计划,,2017/6/19,9:36,REG,REG,PAX,,,1,9:50
PN6393,,PN6393,B8102,昆明-版纳,,JHG,D,A320,,,,,8:55,,,,33-计划,,2017/6/19,9:42,REG,REG,PAX,,,0,10:00
MU5094,,MU5094,B1609,昆明-兰州,,ZGC,D,A320,,,,,8:55,,,,33-计划,,2017/6/19,10:50,REG,REG,PAX,,,0,11:20
MU5985,,MU5972,B5054,昆明-保山,,BSD,D,B737,127,45,,,9:00,,,,33-计划,,2017/6/19,9:51,REG,REG,PAX,,,0,10:00
MU5939,,MU758,B5816,昆明-迪庆-拉萨,DIG,LXA,D,B737,101,,,,9:00,,,,33-计划,,2017/6/19,10:01,REG,REG,PAX,,,0,10:05
MU5845,,MU5913,B5821,昆明-成都,,CTU,D,B737,,,,,9:00,,,,33-计划,,2017/6/19,10:04,REG,REG,PAX,,,0,10:40
KY8255,,KY8210,B7870,昆明-临沧,,LNJ,D,B737,148,53,,,9:00,,,,33-计划,,2017/6/19,9:43,REG,REG,PAX,,,0,9:50
8L9595,,8L9960,B7167,昆明-吉隆坡,,KUL,I,B738,540,,,,9:00,,,,33-计划,,2017/6/19,12:45,REG,REG,PAX,,,0,12:35
ZH9790,,ZH9455,B6568,昆明-泉州,,JJN,D,A320,535,,,,9:05,,,,33-计划,,2017/6/19,11:25,REG,REG,PAX,,,0,11:50
ZH9452,,ZH9451,B5360,昆明-广州,,CAN,D,B737,537,,,,9:05,,,,33-计划,,2017/6/19,10:46,REG,REG,PAX,,,0,11:10
KY8205,,KY8206,B5025,昆明-济南-哈尔滨,TNA,HRB,D,B737,522R,,,,9:05,,,,33-计划,,2017/6/19,11:43,REG,REG,PAX,,,0,12:10
DR6507,,DR6524,B6109,昆明-芒市,,LUM,D,B737,157,1,,,9:10,,,,33-计划,,2017/6/19,10:02,REG,REG,PAX,,,0,10:10
KY8341,,KY8342,B2667,昆明-厦门-南宁,XMN,NNG,D,B737,141,60,,,9:15,,,,33-计划,,2017/6/19,11:30,REG,REG,PAX,,,0,12:00
MU5903,,MU5898,B5815,昆明-版纳,,JHG,D,B737,514,,,,9:20,,,,33-计划,,2017/6/19,10:07,REG,REG,PAX,,,0,10:25
MU5761,,MU5758,B7589,昆明-深圳,,SZX,D,B738,507,,,,9:20,,,,33-计划,,2017/6/19,11:06,REG,REG,PAX,,,0,11:30
EU2721,,EU2223,B6940,昆明-柳州-厦门,LZH,XMN,D,A320,,,,,9:20,,,,33-计划,,2017/6/19,10:29,REG,REG,PAX,,,0,10:50
MU5971,,MU5932,B5242,昆明-芒市,,LUM,D,B737,123,37,,,9:25,,,,33-计划,,2017/6/19,10:19,REG,REG,PAX,,,0,10:25
MU5941,,MU5914,B5270,昆明-大理,,DLU,D,B737,113,64,,,9:25,,,,33-计划,,2017/6/19,10:08,REG,REG,PAX,,,0,10:15
8L9841,,8L9802,B5810,昆明-普洱,,SYM,D,B737,,,,,9:25,,,,33-计划,,2017/6/19,10:06,REG,REG,PAX,,,0,10:20
3U8129,,3U8818,B6445,昆明-版纳,,JHG,D,A319,524L,,,,9:25,,,,33-计划,,2017/6/19,10:09,REG,REG,PAX,,,0,10:30
MU5456,,MU2592,B2229,昆明-宁波,,NGB,D,A320,,,,,9:30,,,,33-计划,,2017/6/19,12:03,REG,REG,PAX,,,0,12:35
MU5957,,MU5733,B5245,昆明-临沧,,LNJ,D,B737,510,,,,9:35,,,,33-计划,,2017/6/19,10:17,REG,REG,PAX,,,0,10:30
MU5817,,MU5782,B1907,昆明-兴义-上海,ACX,SHA,D,B738,133,34,,,9:35,,,,33-计划,,2017/6/19,10:17,REG,REG,PAX,,,1,10:20
MU5464,,MU5449,B6799,昆明-合肥-上海,HFE,PVG,D,A320,,,,,9:35,,,,33-计划,,2017/6/19,11:44,REG,REG,PAX,,,0,12:20
KY8297,,KY8234,B1507,昆明-石家庄-长春,SJW,CGQ,D,B738,521L,,,,9:40,,,,33-计划,,2017/6/19,12:23,REG,REG,PAX,,,0,12:55
A67105,,A67108,B8285,昆明-南昌,,KHN,D,A321,,,,,9:40,,,,33-计划,,2017/6/19,11:33,REG,REG,PAX,,,0,12:05
MU5747,,MU5746,B6637,昆明-天津,,TSN,D,A320,129,42,,,9:45,,,,33-计划,,2017/6/19,12:46,REG,REG,PAX,,,0,12:55
MU2263,,MU742,B5683,昆明-西安-沈阳,XIY,SHE,D,B738,504,,,,9:45,,,,33-计划,,2017/6/19,11:36,REG,REG,PAX,,,0,11:55
OQ2328,,OQ2327,B6183,昆明-重庆,,CKG,D,A319,,,,,9:50,,,,33-计划,,2017/6/19,10:56,REG,REG,PAX,,,1,11:25
8L9891,,8L9992,B7988,昆明-武汉-大连,WUH,DLC,D,B738,,,,,9:50,,,,33-计划,,2017/6/19,11:39,REG,REG,PAX,,,0,12:15
8L9651,,8L9890,B1586,昆明-郑州,,CGO,D,B738,,,,,9:50,,,,33-计划,,2017/6/19,12:05,REG,REG,PAX,,,0,12:35
MU5851,,MU5922,B5820,昆明-成都,,CTU,D,B737,,,,,10:00,,,,33-计划,,2017/6/19,11:04,REG,REG,PAX,,,0,11:35
MU5759,,MU5852,B6148,昆明-深圳,,SZX,D,B738,,,,,10:00,,,,33-计划,,2017/6/19,11:46,REG,REG,PAX,,,0,12:10
KY8333,,KY8334,B7089,昆明-西安-大连,XIY,DLC,D,B738,521R,,,,10:00,,,,33-计划,,2017/6/19,11:52,REG,REG,PAX,,,0,12:10
ZH9713,,ZH9714,B6615,昆明-太原-沈阳,TYN,SHE,D,A320,534,,,,10:05,,,,33-计划,,2017/6/19,12:30,REG,REG,PAX,,,0,12:55
MU5927,,MU2572,B5256,昆明-文山,,WNH,D,B737,102,,,,10:20,,,,33-计划,,2017/6/19,10:55,REG,REG,PAX,,,0,11:05
MU2360,Y,MU2359,B6876,昆明-西宁,,XNN,D,A320,,,,,10:20,,,,33-计划,,2017/6/19,12:31,REG,REG,PAX,,,0,13:00
KY8273,,KY8286,B5672,昆明-武汉,,WUH,D,B738,,,,,10:20,,,,33-计划,,2017/6/19,12:13,REG,REG,PAX,,,0,12:35
MU5973,,MU5747,B5802,昆明-芒市,,LUM,D,B737,,,,,10:25,,,,33-计划,,2017/6/19,11:18,REG,REG,PAX,,,0,11:25
CA8938,,CA8937,B5642,昆明-武当山-大连,WDS,DLC,D,B738,523R,,,,10:25,,,,33-计划,,2017/6/19,12:13,REG,REG,PAX,,,0,12:20
8L9947,,8L9624,B1798,昆明-成都,,CTU,D,B738,539,,,,10:25,,,,33-计划,,2017/6/19,11:28,REG,REG,PAX,,,0,12:05
MU2567,,MU2567,B5701,昆明-曼德勒,,MDL,I,B738,,,,,10:30,,,,33-计划,,2017/6/19,11:47,REG,REG,PAX,,,0,12:15
CZ3481,,CZ3481,B6202,昆明-大理,,DLU,D,A319,,,,,10:30,,,,33-计划,,2017/6/19,11:12,REG,REG,PAX,,,0,11:20
MU2496,,MU2495,B5199,昆明-成都,,CTU,D,B737,,,,,10:35,,,,33-计划,,2017/6/19,11:39,REG,REG,PAX,,,0,12:20
MU2250,,MU2249,B8558,昆明-兰州,,ZGC,D,A320,,,,,10:35,,,,33-计划,,2017/6/19,12:30,REG,REG,PAX,,,0,12:55
HU7088,,HU7087,B5853,昆明-海口,,HAK,D,B738,,,,,10:35,,,,33-计划,,2017/6/19,12:02,REG,REG,PAX,,,1,12:30
MU2756,,MU2756,B6463,昆明-南京,,NKG,D,A319,,,,,10:40,,,,33-计划,,2017/6/19,13:01,REG,REG,PAX,,,0,13:30
CA415,,CA415,B6478,昆明-仰光,,RGN,I,A319,,,,,10:45,,,,33-计划,,2017/6/19,,REG,REG,PAX,,,0,12:45
8L9623,,8L9556,B1825,昆明-杭州,,HGH,D,A320,,,,,10:45,,,,33-计划,,2017/6/19,13:13,REG,REG,PAX,,,0,13:40
QV816,,QV815,RDPL34223,昆明-万象,,VTE,I,A320,,,,,10:50,,,,33-计划,,2017/6/19,12:03,REG,REG,PAX,,,0,12:20
MU5470,,MU5469,B1865,昆明-南昌,,KHN,D,A320,,,,,10:50,,,,33-计划,,2017/6/19,12:48,REG,REG,PAX,,,0,13:15
8L9503,,8L9980,B5971,昆明-莫斯科,,DME,I,A333,163,10,,,10:55,,,,33-计划,,2017/6/19,,REG,REG,PAX,,,0,20:05
SC8829,,SC8829,B1743,昆明-德里,,DEL,I,B738,,,,,10:55,,,,33-计划,,2017/6/19,,REG,REG,PAX,,,0,15:40
CZ3432,,CZ3431,B8547,昆明-海口,,HAK,D,A320,,,,,10:55,,,,33-计划,,2017/6/19,12:22,REG,REG,PAX,,,0,12:45
ZH9412,,ZH9411,B5361,昆明-深圳,,SZX,D,B738,,,,,11:00,,,,33-计划,,2017/6/19,12:45,REG,REG,PAX,,,0,13:15
MU5963,,MU5916,B5817,昆明-临沧,,LNJ,D,B737,,,,,11:00,,,,33-计划,,2017/6/19,11:42,REG,REG,PAX,,,0,11:55
MU5843,,MU2264,B6145,昆明-成都,,CTU,D,B738,115,,,,11:00,,,,33-计划,,2017/6/19,12:05,REG,REG,PAX,,,0,12:35
MU5739,,MU5711,B5267,昆明-广州,,CAN,D,B737,,,,,11:05,,,,33-计划,,2017/6/19,12:48,REG,REG,PAX,,,0,13:10
8L9921,,8L9850,B5805,昆明-沧源,,CWJ,D,B737,,,,,11:05,,,,33-计划,,2017/6/19,11:50,REG,REG,PAX,,,0,12:10
MU5835,,MU5766,B7600,昆明-汕头,,SWA,D,B738,,,,,11:10,,,,33-计划,,2017/6/19,13:11,REG,REG,PAX,,,0,13:55
3U8259,,3U8661,B6719,昆明-南京,,NKG,D,A320,,,,,11:20,,,,33-计划,,2017/6/19,13:35,REG,REG,PAX,,,0,14:10
SC4770,,SC4769,B6985,昆明-厦门,,XMN,D,B738,,,,,11:20,,,,33-计划,,2017/6/19,13:34,REG,REG,PAX,,,0,14:05
MU2494,,MU2497,B5589,昆明-武汉-温州,WUH,WNZ,D,B737,,,,,11:20,,,,33-计划,,2017/6/19,13:08,REG,REG,PAX,,,0,13:40
MU5965,,MU5946,B5259,昆明-沧源,,CWJ,D,B737,,,,,11:25,,,,33-计划,,2017/6/19,12:25,REG,REG,PAX,,,0,12:25
MU5989,,MU5892,B5807,昆明-昭通-重庆,ZAT,CKG,D,B737,,,,,11:25,,,,33-计划,,2017/6/19,11:58,REG,REG,PAX,,,0,12:15
HU7164,,HU7163,B5522,昆明-深圳,,SZX,D,B738,,,,,11:25,,,,33-计划,,2017/6/19,13:07,REG,REG,PAX,,,1,13:35
MU2705,,MU2705,B6462,昆明-丽江,,LJG,D,A319,,,,,11:30,,,,33-计划,,2017/6/19,12:24,REG,REG,PAX,,,0,12:30
MU5462,,MU2143,B5257,昆明-温州,,WNZ,D,B737,,,,,11:35,,,,33-计划,,2017/6/19,14:05,REG,REG,PAX,,,0,14:35
MU2206,,MU2205,B9943,昆明-银川,,INC,D,A320,,,,,11:35,,,,33-计划,,2017/6/19,13:54,REG,REG,PAX,,,0,14:20
CZ3491,,CZ3491,B2916,昆明-版纳,,JHG,D,B737,,,,,11:35,,,,33-计划,,2017/6/19,12:20,REG,REG,PAX,,,0,12:35
GS7654,,GS7653,B8066,昆明-西安,,XIY,D,A320,,,,,11:40,,,,33-计划,,2017/6/19,13:27,REG,REG,PAX,,,0,13:50
CA1404,Y,CA1403,B5167,昆明-北京,,PEK,D,B738,,,,,11:40,,,,33-计划,,2017/6/19,14:37,REG,REG,PAX,,,1,15:05
JD5791,,JD5165,B6182,昆明-芒市,,LUM,D,A319,,,,,11:45,,,,33-计划,,2017/6/19,12:36,REG,REG,PAX,,,0,12:40
MU5740,,MU5811,B6142,昆明-大理,,DLU,D,B737,,,,,11:50,,,,33-计划,,2017/6/19,12:34,REG,REG,PAX,,,0,12:45
MU5711,,MU5655,B2228,昆明-北京,,PEK,D,A320,,,,,11:50,,,,33-计划,,2017/6/19,14:51,REG,REG,PAX,,,0,15:15
MF8406,,MF8405,B5151,昆明-厦门,,XMN,D,B738,,,,,11:50,,,,33-计划,,2017/6/19,14:02,REG,REG,PAX,,,5,14:45
FM9542,,FM9541,B5132,昆明-郑州,,CGO,D,B738,,,,,11:50,,,,33-计划,,2017/6/19,14:05,REG,REG,PAX,,,0,14:30
DR6561,,DR6534,B7867,昆明-青岛-沈阳,TAO,SHE,D,B738,526L,,,,11:55,,,,33-计划,,2017/6/19,15:00,REG,REG,PAX,,,0,15:25
CZ3410,,CZ3409,B6528,昆明-广州,,CAN,D,A332,,,,,11:55,,,,33-计划,,2017/6/19,13:34,REG,REG,PAX,,,0,14:05
MU5811,,MU5764,B1792,昆明-上海,,SHA,D,B738,,,,,12:00,,,,33-计划,,2017/6/19,14:44,REG,REG,PAX,,,0,15:10
KY8203,,KY8220,B5673,昆明-南京,,NKG,D,B738,,,,,12:00,,,,33-计划,,2017/6/19,14:20,REG,REG,PAX,,,0,14:50
FM9540,,FM9539,B5142,昆明-温州,,WNZ,D,B738,,,,,12:00,,,,33-计划,,2017/6/19,14:32,REG,REG,PAX,,,0,14:55
CZ3678,,CZ3677,B8869,昆明-上海,,PVG,D,A321,,,,,12:05,,,,33-计划,,2017/6/19,14:46,REG,REG,PAX,,,0,15:15
CA1956,,CA1751,B6023,昆明-温州,,WNZ,D,A319,,,,,12:05,,,,33-计划,,2017/6/19,14:32,REG,REG,PAX,,,1,15:05
ZH9562,,ZH9561,B5778,昆明-南京,,NKG,D,B738,,,,,12:10,,,,33-计划,,2017/6/19,14:29,REG,REG,PAX,,,0,14:55
UO274,,UO273,,昆明-香港,,HKG,R,A322,,,,,12:10,,,,33-计划,,2017/6/19,,REG,REG,PAX,,,0,14:15
MU5764,,MU5741,B5295,昆明-芒市,,LUM,D,B737,,,,,12:10,,,,33-计划,,2017/6/19,13:01,REG,REG,PAX,,,0,13:10
MU5498,,MU5497,B9946,昆明-青岛,,TAO,D,A320,,,,,12:10,,,,33-计划,,2017/6/19,15:14,REG,REG,PAX,,,0,15:40
MU5765,,MU5840,B6146,昆明-郑州-大连,CGO,DLC,D,B738,511,,,,12:15,,,,33-计划,,2017/6/19,14:32,REG,REG,PAX,,,0,15:00
MU5475,,MU5476,B6760,昆明-合肥,,HFE,D,A320,,,,,12:15,,,,33-计划,,2017/6/19,14:23,REG,REG,PAX,,,0,14:55
CZ3858,,CZ3857,B5837,昆明-汕头,,SWA,D,B738,,,,,12:15,,,,33-计划,,2017/6/19,14:11,REG,REG,PAX,,,0,14:50
8L9991,,8L9652,B7992,昆明-兰州-乌鲁,ZGC,URC,D,B738,,,,,12:15,,,,33-计划,,2017/6/19,14:10,REG,REG,PAX,,,1,14:30
MF8428,,MF8427,B5279,昆明-福州,,FOC,D,B737,,,,,12:20,,,,33-计划,,2017/6/19,14:46,REG,REG,PAX,,,5,15:10
JD5790,,JD5789,B6199,昆明-版纳,,JHG,D,A319,,,,,12:20,,,,33-计划,,2017/6/19,13:07,REG,REG,PAX,,,0,13:25
CA1752,,CA1955,B8743,昆明-杭州,,HGH,D,A320,,,,,12:20,,,,33-计划,,2017/6/19,14:44,REG,REG,PAX,,,1,15:15
8L9519,,8L9888,B5248,昆明-芒市,,LUM,D,B737,718,,,,12:20,,,,33-计划,,2017/6/19,13:10,REG,REG,PAX,,,0,13:15
FD583,,FD582,HSBBE,昆明-廊曼,,DMK,I,A320,,,,,12:30,,,,33-计划,,2017/6/19,,REG,REG,PAX,,,0,14:00
MU9713,,MU5962,B2502,昆明-宜宾-武汉,YBP,WUH,D,B737,,,,,12:35,,,,33-计划,,2017/6/19,13:28,REG,REG,PAX,,,0,14:05
DR6559,,DR6570,B1595,昆明-太原-大连,TYN,DLC,D,B738,,,,,12:40,,,,33-计划,,2017/6/19,15:04,REG,REG,PAX,,,0,15:35
ZH9266,,ZH9265,B6857,昆明-西安,,XIY,D,A322,,,,,12:45,,,,33-计划,,2017/6/19,14:38,REG,REG,PAX,,,0,15:10
PN6394,,PN6394,B8102,昆明-重庆,,CKG,D,A320,,,,,12:45,,,,33-计划,,2017/6/19,13:55,REG,REG,PAX,,,0,14:25
9C8954,,9C8953,B6708,昆明-上海,,SHA,D,A320,,,,,12:45,,,,33-计划,,2017/6/19,15:29,REG,REG,PAX,,,0,16:00
SC4874,,SC4873,B5117,昆明-济南-烟台,TNA,YNT,D,B738,,,,,12:50,,,,33-计划,,2017/6/19,15:28,REG,REG,PAX,,,0,16:05
HU7212,,HU7211,B2723,昆明-北京,,PEK,D,B787,,,,,12:55,,,,33-计划,,2017/6/19,15:49,REG,REG,PAX,,,0,16:15
HO1122,,HO1121,B6788,昆明-上海,,SHA,D,A320,,,,,12:55,,,,33-计划,,2017/6/19,15:35,REG,REG,PAX,,,1,16:05
MU741,,MU5740,B5647,昆明-曼谷,,BKK,I,B738,,,,,13:00,,,,33-计划,,2017/6/19,14:58,REG,REG,PAX,,,0,15:35
MU2035,,MU2035,B1790,昆明-达卡,,DAC,I,B738,,,,,13:00,,,,33-计划,,2017/6/19,14:35,REG,REG,PAX,,,0,15:35
KY8209,,KY8252,B7871,昆明-版纳,,JHG,D,B737,,,,,13:00,,,,33-计划,,2017/6/19,13:49,REG,REG,PAX,,,0,14:05
FM9453,,FM9453,B5261,昆明-版纳,,JHG,D,B737,,,,,13:00,,,,33-计划,,2017/6/19,13:48,REG,REG,PAX,,,0,14:00
8L9923,,8L9894,B1565,昆明-保山,,BSD,D,B737,,,,,13:05,,,,33-计划,,2017/6/19,13:51,REG,REG,PAX,,,1,14:00
MU5981,,MU5958,B5245,昆明-保山,,BSD,D,B737,,,,,13:05,,,,33-计划,,2017/6/19,13:53,REG,REG,PAX,,,0,14:00
MU5741,,MU5802,B7590,昆明-广州,,CAN,D,B738,501,,,,13:05,,,,33-计划,,2017/6/19,14:46,REG,REG,PAX,,,0,15:10
3U8530,,3U8529,B1662,昆明-杭州,,HGH,D,A320,,,,,13:05,,,,33-计划,,2017/6/19,15:28,REG,REG,PAX,,,0,15:55
KY8245,,KY8230,B5026,昆明-芒市,,LUM,D,B737,522L,,,,13:10,,,,33-计划,,2017/6/19,14:04,REG,REG,PAX,,,0,14:10
DR6501,,DR6508,B6109,昆明-芒市,,LUM,D,B737,,,,,13:10,,,,33-计划,,2017/6/19,14:01,REG,REG,PAX,,,0,14:05
3U8967,,3U8130,B6445,昆明-重庆-大连,CKG,DLC,D,A319,,,,,13:10,,,,33-计划,,2017/6/19,14:18,REG,REG,PAX,,,0,14:50
MU5919,,MU5723,B5815,昆明-丽江,,LJG,D,B737,,,,,13:15,,,,33-计划,,2017/6/19,14:10,REG,REG,PAX,,,0,14:20
MU5749,,MU5717,B1703,昆明-长沙-盐城,HHA,YNZ,D,B738,,,,,13:15,,,,33-计划,,2017/6/19,14:54,REG,REG,PAX,,,0,15:15
TV6008,,TV6007,B8842,昆明-丽江-兰州,LJG,ZGC,D,A320,,,,,13:20,,,,33-计划,,2017/6/19,14:14,REG,REG,PAX,,,0,14:20
MU5703,,MU5704,B5515,昆明-济宁-北京,JNG,PEK,D,B738,,,,,13:20,,,,33-计划,,2017/6/19,16:01,REG,REG,PAX,,,0,16:30
GS7856,,GS7855,B8659,昆明-天津,,TSN,D,A330,,,,,13:25,,,,33-计划,,2017/6/19,16:17,REG,REG,PAX,,,0,16:40
CA4414,,CA4413,B6767,昆明-成都,,CTU,D,A320,,,,,13:25,,,,33-计划,,2017/6/19,14:29,REG,REG,PAX,,,0,15:10
ZH9774,,ZH9773,B6749,昆明-南昌,,KHN,D,A320,,,,,13:30,,,,33-计划,,2017/6/19,15:24,REG,REG,PAX,,,0,15:55
DR6515,,DR6510,B7088,昆明-襄阳-天津,XFN,TSN,D,B737,,,,,13:30,,,,33-计划,,2017/6/19,15:21,REG,REG,PAX,,,0,15:30
MU5743,,MU5743,B5054,昆明-广州,,CAN,D,B737,,,,,13:35,,,,33-计划,,2017/6/19,15:18,REG,REG,PAX,,,0,15:50
