FLT,VIP,LKF,REG,RFC,VI1,DES,TOF,ITY,TAR,GAT,CID,MP1,STD,ETD,ATD,ABT,FSA,RCP,SDT,EAN,POP,OPE,NAT,FLX,MFF,SST,STN
ZH9794,,ZH9793,B9909,昆明-泉州,,JJN,D,A322,,,,,13:40,,,,33-计划,,2017/6/19,16:01,REG,REG,PAX,,,0,16:30
SC4696,,SC4695,B5526,昆明-南京-青岛,NKG,TAO,D,B738,,,,,13:40,,,,33-计划,,2017/6/19,15:57,REG,REG,PAX,,,0,16:30
MU733,,MU2032,B6149,昆明-香港,,HKG,R,B738,506,,,,13:40,,,,33-计划,,2017/6/19,16:05,REG,REG,PAX,,,0,16:05
8L9689,,8L9842,B5810,昆明-合肥,,HFE,D,B737,,,,,13:45,,,,33-计划,,2017/6/19,15:53,REG,REG,PAX,,,0,16:30
MU5975,,MU5886,B5271,昆明-芒市,,LUM,D,B737,,,,,13:45,,,,33-计划,,2017/6/19,14:36,REG,REG,PAX,,,0,14:45
MU5717,Y,MU5757,B5242,昆明-腾冲,,TCZ,D,B737,,,,,13:45,,,,33-计划,,2017/6/19,14:38,REG,REG,PAX,,,0,14:55
CZ3902,,CZ3901,B6111,昆明-北京,,PEK,D,A333,,,,,13:45,,,,33-计划,,2017/6/19,16:41,REG,REG,PAX,,,0,17:15
FM9452,,FM9451,B2567,昆明-上海,,SHA,D,B763,,,,,13:50,,,,33-计划,,2017/6/19,16:28,REG,REG,PAX,,,0,17:10
KY8233,,KY8308,B6491,昆明-太原,,TYN,D,B738,,,,,13:55,,,,33-计划,,2017/6/19,16:23,REG,REG,PAX,,,0,17:00
CZ6426,,CZ6425,B1829,昆明-武汉-大连,WUH,DLC,D,A320,,,,,13:55,,,,33-计划,,2017/6/19,15:41,REG,REG,PAX,,,0,16:10
MU9751,,MU5842,B5926,昆明-北京,,PEK,D,A33E,,,,,14:00,,,,33-计划,,2017/6/19,17:25,REG,REG,PAX,,,0,17:25
MU5757,,MU5716,B1789,昆明-深圳,,SZX,D,B738,,,,,14:00,,,,33-计划,,2017/6/19,15:46,REG,REG,PAX,,,0,16:10
MU2031,,MU2004,B7170,昆明-仰光,,RGN,I,B738,508,,,,14:00,,,,33-计划,,2017/6/19,16:30,REG,REG,PAX,,,0,16:25
8L9857,,8L9909,B5249,昆明-腾冲,,TCZ,D,B737,,,,,14:00,,,,33-计划,,2017/6/19,14:52,REG,REG,PAX,,,0,15:05
8L9805,,8L9584,B8446,昆明-丽江,,LJG,D,A320,,,,,14:00,,,,33-计划,,2017/6/19,14:53,REG,REG,PAX,,,0,15:05
GS7858,,GS7857,B1850,昆明-西安-天津,XIY,TSN,D,A320,,,,,14:05,,,,33-计划,,2017/6/19,15:53,REG,REG,PAX,,,0,15:55
MU5967,,MU5942,B5243,昆明-临沧,,LNJ,D,B737,,,,,14:10,,,,33-计划,,2017/6/19,14:51,REG,REG,PAX,,,0,15:05
MU5723,,MU5854,B5796,昆明-西安,,XIY,D,B738,707,,,,14:10,,,,33-计划,,2017/6/19,16:01,REG,REG,PAX,,,1,16:25
KY8275,,KY8322,B6492,昆明-济南,,TNA,D,B738,,,,,14:10,,,,33-计划,,2017/6/19,17:02,REG,REG,PAX,,,0,17:20
CZ3482,,CZ3482,B6202,昆明-广州,,CAN,D,A319,,,,,14:10,,,,33-计划,,2017/6/19,15:49,REG,REG,PAX,,,0,16:15
MU5454,,MU5453,B1836,昆明-武汉-宁波,WUH,NGB,D,A320,,,,,14:15,,,,33-计划,,2017/6/19,16:04,REG,REG,PAX,,,0,16:35
3U8837,,3U8838,B6697,昆明-万州-北京,WXN,PEK,D,A320,,,,,14:15,,,,33-计划,,2017/6/19,15:42,REG,REG,PAX,,,0,15:45
8L9869,,8L9856,B6015,昆明-武汉-青岛,WUH,TAO,D,B738,,,,,14:20,,,,33-计划,,2017/6/19,16:08,REG,REG,PAX,,,0,16:30
MU757,Y,MU5928,B5256,昆明-加德,,KTM,I,B737,,,,,14:25,,,,33-计划,,2017/6/19,17:14,REG,REG,PAX,,,0,17:50
MU5815,,MU9744,B5276,昆明-六盘水-上海,LPF,SHA,D,B737,,,,,14:25,,,,33-计划,,2017/6/19,15:04,REG,REG,PAX,,,0,15:15
MU2976,,MU2975,B2412,昆明-重庆-无锡,CKG,WUX,D,A320,,,,,14:25,,,,33-计划,,2017/6/19,15:39,REG,REG,PAX,,,0,16:05
BK2743,,BK2897,B7373,昆明-版纳,,JHG,D,B738,,,,,14:25,,,,33-计划,,2017/6/19,15:13,REG,REG,PAX,,,0,15:30
MU2593,,MU2590,B6147,昆明-清迈,,CNX,I,B738,,,,,14:30,,,,33-计划,,2017/6/19,15:57,REG,REG,PAX,,,0,16:25
MU2573,,MU2573,B6143,昆明-万象,,VTE,I,B738,,,,,14:30,,,,33-计划,,2017/6/19,15:51,REG,REG,PAX,,,0,16:15
JD5158,,JD5157,B8678,昆明-杭州,,HGH,D,A330,,,,,14:30,,,,33-计划,,2017/6/19,16:55,REG,REG,PAX,,,0,17:20
MU2597,,MU5862,B7599,昆明-清莱,,CEI,I,B738,,,,,14:40,,,,33-计划,,2017/6/19,15:51,REG,REG,PAX,,,0,16:25
KY8281,,KY8254,B6495,昆明-上海,,PVG,D,B738,,,,,14:40,,,,33-计划,,2017/6/19,17:27,REG,REG,PAX,,,0,17:50
TV9819,,TV9893,B6436,昆明-芒市,,LUM,D,A319,,,,,14:45,,,,33-计划,,2017/6/19,15:35,REG,REG,PAX,,,0,15:45
MU2029,,MU5822,B5527,昆明-曼德勒,,MDL,I,B738,512,,,,14:45,,,,33-计划,,2017/6/19,16:05,REG,REG,PAX,,,0,16:30
9C8938,,9C8937,B6970,昆明-石家庄,,SJW,D,A320,,,,,14:50,,,,33-计划,,2017/6/19,17:26,REG,REG,PAX,,,0,18:00
MU5809,,MU5732,B6872,昆明-上海,,SHA,D,A320,,,,,14:55,,,,33-计划,,2017/6/19,17:38,REG,REG,PAX,,,0,18:05
MU5732,,MU5974,B5802,昆明-西昌,,XIC,D,B737,,,,,15:00,,,,33-计划,,2017/6/19,15:45,REG,REG,PAX,,,0,16:00
CZ3416,,CZ3415,B5747,昆明-广州,,CAN,D,B738,,,,,15:00,,,,33-计划,,2017/6/19,16:39,REG,REG,PAX,,,0,17:15
CZ3248,,CZ3247,B5419,昆明-桂林,,KWL,D,B738,,,,,15:00,,,,33-计划,,2017/6/19,16:12,REG,REG,PAX,,,0,16:30
MU9738,,MU5816,B5263,昆明-芒市,,LUM,D,B737,,,,,15:05,,,,33-计划,,2017/6/19,15:56,REG,REG,PAX,,,0,16:05
HO1682,,HO1681,B6966,昆明-毕节-南京,BFJ,NKG,D,A320,,,,,15:05,,,,33-计划,,2017/6/19,15:51,REG,REG,PAX,,,0,16:20
ZH9534,,ZH9533,B6569,昆明-无锡,,WUX,D,A320,,,,,15:10,,,,33-计划,,2017/6/19,17:45,REG,REG,PAX,,,0,18:15
8L9904,,8L9922,B5805,昆明-版纳,,JHG,D,B737,,,,,15:10,,,,33-计划,,2017/6/19,15:56,REG,REG,PAX,,,0,16:10
3U8761,,3U8948,B1661,昆明-无锡,,WUX,D,A320,,,,,15:10,,,,33-计划,,2017/6/19,17:39,REG,REG,PAX,,,0,18:15
MU9731,,MU5964,B5817,昆明-拉萨,,LXA,D,B737,,,,,15:15,,,,33-计划,,2017/6/19,17:42,REG,REG,PAX,,,0,18:15
TG613,,TG612,,昆明-曼谷,,BKK,I,B747,,,,,15:20,,,,33-计划,,2017/6/19,17:17,REG,REG,PAX,,,0,18:40
KA761,,KA760,,昆明-香港,,HKG,R,A320,,,,,15:20,,,,33-计划,,2017/6/19,,REG,REG,PAX,,,1,17:45
3U8957,,3U8918,B6953,昆明-台北,,TPE,R,A320,,,,,15:20,,,,33-计划,,2017/6/19,,REG,REG,PAX,,,0,18:10
MU2486,,MU2485,B6017,昆明-武汉,,WUH,D,B738,,,,,15:25,,,,33-计划,,2017/6/19,17:14,REG,REG,PAX,,,0,17:40
CA1488,,CA1487,B5227,昆明-达县-北京,DAX,PEK,D,B738,,,,,15:25,,,,33-计划,,2017/6/19,16:46,REG,REG,PAX,,,0,17:00
CZ3492,,CZ3492,B2916,昆明-郑州,,CGO,D,B737,,,,,15:30,,,,33-计划,,2017/6/19,17:42,REG,REG,PAX,,,0,18:15
8L9985,,8L9648,B8445,昆明-太原-呼和,TYN,HET,D,A320,538,,,,15:30,,,,33-计划,,2017/6/19,17:53,REG,REG,PAX,,,0,18:30
MU5737,,MU9738,B5756,昆明-广州,,CAN,D,B738,,,,,15:35,,,,33-计划,,2017/6/19,17:17,REG,REG,PAX,,,0,17:45
MU2706,,MU2706,B6462,昆明-南京,,NKG,D,A319,,,,,15:35,,,,33-计划,,2017/6/19,17:55,REG,REG,PAX,,,0,18:30
CA4275,,CA4276,B6846,昆明-哈尔滨,,HRB,D,A320,,,,,15:35,,,,33-计划,,2017/6/19,19:45,REG,REG,PAX,,,0,20:00
MU5438,,MU5437,B6465,昆明-南充-上海,NAO,PVG,D,A319,,,,,15:40,,,,33-计划,,2017/6/19,17:07,REG,REG,PAX,,,0,17:00
MF8418,,MF8417,B5389,昆明-厦门,,XMN,D,B738,,,,,15:40,,,,33-计划,,2017/6/19,17:53,REG,REG,PAX,,,4,18:25
MU713,,MU5738,B1702,昆明-科伦坡-马累,CMB,MLE,I,B738,513,,,,15:50,,,,33-计划,,2017/6/19,20:50,REG,REG,PAX,,,0,20:50
JD5166,,JD5792,B6182,昆明-丽江,,LJG,D,A319,,,,,15:50,,,,33-计划,,2017/6/19,16:41,REG,REG,PAX,,,0,16:55
CZ6404,,CZ6403,B6783,昆明-重庆-沈阳,CKG,SHE,D,A320,,,,,15:50,,,,33-计划,,2017/6/19,16:58,REG,REG,PAX,,,0,17:25
8L9855,,8L9994,B7990,昆明-绵阳,,MIG,D,B738,,,,,15:50,,,,33-计划,,2017/6/19,17:08,REG,REG,PAX,,,0,17:30
MU5077,,MU5077,B6802,昆明-曼谷,,BKK,I,A320,,,,,15:55,,,,33-计划,,2017/6/19,17:56,REG,REG,PAX,,,0,18:40
MU753,,MU9731,B6141,昆明-暹粒,,REP,I,B737,,,,,16:00,,,,33-计划,,2017/6/19,18:05,REG,REG,PAX,,,0,18:35
MU5839,,MU5776,B1791,昆明-郑州,,CGO,D,B738,,,,,16:00,,,,33-计划,,2017/6/19,18:17,REG,REG,PAX,,,0,18:40
MU5707,,MU2030,B5701,昆明-北京,,PEK,D,B738,,,,,16:00,,,,33-计划,,2017/6/19,18:57,REG,REG,PAX,,,1,19:25
MU5983,,MU5966,B5259,昆明-保山,,BSD,D,B737,,,,,16:05,,,,33-计划,,2017/6/19,16:52,REG,REG,PAX,,,0,17:00
MU5588,,MU5505,B6560,昆明-福州-上海,FOC,PVG,D,A320,,,,,16:05,,,,33-计划,,2017/6/19,18:38,REG,REG,PAX,,,0,18:50
MU2571,,MU5737,B6142,昆明-加德,,KTM,I,B737,,,,,16:05,,,,33-计划,,2017/6/19,18:55,REG,REG,PAX,,,0,19:20
JD5156,,JD5155,B6952,昆明-丽江,,LJG,D,A320,,,,,16:05,,,,33-计划,,2017/6/19,16:56,REG,REG,PAX,,,0,17:10
MU5532,,MU5465,B8575,昆明-南昌-上海,KHN,PVG,D,A325,,,,,16:10,,,,33-计划,,2017/6/19,18:06,REG,REG,PAX,,,0,18:40
FM9398,,FM9397,B1900,昆明-长沙-上海,HHA,PVG,D,B738,,,,,16:10,,,,33-计划,,2017/6/19,17:49,REG,REG,PAX,,,0,18:15
CZ6460,,CZ6459,B2418,昆明-重庆-长春,CKG,CGQ,D,A321,,,,,16:10,,,,33-计划,,2017/6/19,17:18,REG,REG,PAX,,,0,17:40
3U8201,,3U8866,B6778,昆明-上海,,PVG,D,A320,,,,,16:10,,,,33-计划,,2017/6/19,18:45,REG,REG,PAX,,,0,19:20
MU5299,,MU5292,B5492,昆明-太原-北京,TYN,PEK,D,B738,,,,,16:15,,,,33-计划,,2017/6/19,18:36,REG,REG,PAX,,,0,19:10
CZ3487,,CZ3487,B6020,昆明-丽江,,LJG,D,A319,,,,,16:15,,,,33-计划,,2017/6/19,17:07,REG,REG,PAX,,,0,17:15
3U8853,,3U8854,B6551,昆明-徐州-哈尔滨,XUZ,HRB,D,A321,,,,,16:15,,,,33-计划,,2017/6/19,18:40,REG,REG,PAX,,,0,19:00
KY8239,,KY8284,B5702,昆明-青岛,,TAO,D,B738,,,,,16:20,,,,33-计划,,2017/6/19,19:25,REG,REG,PAX,,,0,19:50
8L9979,,8L9966,B6198,昆明-深圳,,SZX,D,A319,,,,,16:20,,,,33-计划,,2017/6/19,18:03,REG,REG,PAX,,,1,18:30
MU5849,Y,MU5844,B6145,昆明-成都,,CTU,D,B738,,,,,16:30,,,,33-计划,,2017/6/19,17:39,REG,REG,PAX,,,0,18:05
MU2786,,MU2725,B8497,昆明-南京,,NKG,D,A320,,,,,16:30,,,,33-计划,,2017/6/19,18:49,REG,REG,PAX,,,0,19:25
MU5781,,MU5830,B1908,昆明-厦门,,XMN,D,B738,,,,,16:35,,,,33-计划,,2017/6/19,18:52,REG,REG,PAX,,,0,19:15
HO1100,,HO1099,B8408,昆明-上海,,SHA,D,A320,,,,,16:35,,,,33-计划,,2017/6/19,19:14,REG,REG,PAX,,,0,20:00
9C8824,,9C8823,B6612,昆明-遵义-上海,ZYI,SHA,D,A320,,,,,16:35,,,,33-计划,,2017/6/19,17:33,REG,REG,PAX,,,0,17:45
UW9943,,UW9942,B2325,昆明-德里,,DEL,I,A306,,,,,16:40,,,,33-计划,,2017/6/19,,REG,REG,SPE,,,0,20:45
KY8231,,KY8256,B7870,昆明-丽江,,LJG,D,B737,,,,,16:40,,,,33-计划,,2017/6/19,17:33,REG,REG,PAX,,,0,17:50
UW9947,,UW9948,B2330,昆明-马德拉斯,,MAA,I,A306,,,,,16:45,,,,33-计划,,2017/6/19,,REG,REG,SPE,,,0,20:45
MU5897,,MU5856,B5828,昆明-普洱,,SYM,D,B737,,,,,16:45,,,,33-计划,,2017/6/19,17:28,REG,REG,PAX,,,0,17:40
KY8307,,KY8258,B6493,昆明-南昌,,KHN,D,B738,,,,,16:50,,,,33-计划,,2017/6/19,18:49,REG,REG,PAX,,,0,19:25
KY8265,,KY8236,B2669,昆明-杭州,,HGH,D,B737,,,,,16:50,,,,33-计划,,2017/6/19,19:16,REG,REG,PAX,,,0,19:50
FM9454,,FM9454,B5261,昆明-上海,,SHA,D,B737,,,,,16:50,,,,33-计划,,2017/6/19,19:32,REG,REG,PAX,,,0,20:05
CZ6369,,CZ6369,B2622,昆明-版纳,,JHG,D,B737,,,,,16:50,,,,33-计划,,2017/6/19,17:35,REG,REG,PAX,,,0,17:55
MU2716,,MU2715,B9902,昆明-长沙-南京,HHA,NKG,D,A320,,,,,16:55,,,,33-计划,,2017/6/19,18:36,REG,REG,PAX,,,0,19:00
8L9897,,8L9948,B1798,昆明-温州,,WNZ,D,B738,,,,,16:55,,,,33-计划,,2017/6/19,19:24,REG,REG,PAX,,,0,20:05
DR6503,,DR6502,B6109,昆明-芒市,,LUM,D,B737,,,,,17:00,,,,33-计划,,2017/6/19,17:50,REG,REG,PAX,,,0,18:00
8L9889,,8L9866,B1587,昆明-上海,,PVG,D,B738,,,,,17:00,,,,33-计划,,2017/6/19,19:37,REG,REG,PAX,,,0,20:05
3U8205,,3U8206,B8329,昆明-广州,,CAN,D,A320,,,,,17:00,,,,33-计划,,2017/6/19,18:38,REG,REG,PAX,,,0,19:15
MU5760,,MU5982,B5245,昆明-大理,,DLU,D,B737,,,,,17:05,,,,33-计划,,2017/6/19,17:49,REG,REG,PAX,,,0,17:55
CA4173,,CA4172,B6828,昆明-北京,,PEK,D,A320,,,,,17:05,,,,33-计划,,2017/6/19,20:00,REG,REG,PAX,,,1,20:30
CA416,,CA416,B6478,昆明-成都,,CTU,D,A319,,,,,17:05,,,,33-计划,,2017/6/19,18:09,REG,REG,PAX,,,0,18:35
DR6523,,DR6580,B5811,昆明-丽江,,LJG,D,B737,,,,,17:10,,,,33-计划,,2017/6/19,18:03,REG,REG,PAX,,,0,18:15
MU5802,Y,MU5719,B5815,昆明-腾冲,,TCZ,D,B737,,,,,17:15,,,,33-计划,,2017/6/19,18:08,REG,REG,PAX,,,0,18:15
MU5719,,MU5802,B7591,昆明-北京,,PEK,D,B738,,,,,17:20,,,,33-计划,,2017/6/19,20:19,REG,REG,PAX,,,0,20:45
CZ3451,,CZ3451,B2369,昆明-丽江,,LJG,D,A320,,,,,17:20,,,,33-计划,,2017/6/19,18:10,REG,REG,PAX,,,0,18:25
8L9875,,8L9520,B5248,昆明-厦门,,XMN,D,B737,,,,,17:20,,,,33-计划,,2017/6/19,19:35,REG,REG,PAX,,,0,20:05
KY8221,,KY8274,B5672,昆明-重庆,,CKG,D,B738,,,,,17:25,,,,33-计划,,2017/6/19,18:42,REG,REG,PAX,,,0,19:00
FM9430,,FM9429,B5799,昆明-衡阳-上海,HNY,PVG,D,B738,,,,,17:25,,,,33-计划,,2017/6/19,18:54,REG,REG,PAX,,,0,19:20
ZH9414,,ZH9413,B5361,昆明-深圳,,SZX,D,B738,,,,,17:30,,,,33-计划,,2017/6/19,19:15,REG,REG,PAX,,,0,19:45
MU5813,,MU5760,B6148,昆明-上海,,SHA,D,B738,,,,,17:30,,,,33-计划,,2017/6/19,20:13,REG,REG,PAX,,,0,20:45
MU5823,,MU5762,B7589,昆明-郑州,,CGO,D,B738,,,,,17:35,,,,33-计划,,2017/6/19,19:51,REG,REG,PAX,,,0,20:25
CZ3408,,CZ3407,B6826,昆明-广州,,CAN,D,A320,,,,,17:35,,,,33-计划,,2017/6/19,19:13,REG,REG,PAX,,,0,19:40
MU5883,,MU5968,B5243,昆明-湛江,,ZHA,D,B737,,,,,17:40,,,,33-计划,,2017/6/19,19:10,REG,REG,PAX,,,0,19:20
CZ3496,,CZ3495,B5232,昆明-郑州,,CGO,D,B737,,,,,17:40,,,,33-计划,,2017/6/19,19:50,REG,REG,PAX,,,0,20:35
CZ6950,,CZ6949,B1950,昆明-重庆-乌鲁,CKG,URC,D,B738,,,,,17:45,,,,33-计划,,2017/6/19,18:55,REG,REG,PAX,,,0,19:25
CZ6428,Y,CZ6427,B1828,昆明-长沙-大连,HHA,DLC,D,A320,,,,,17:45,,,,33-计划,,2017/6/19,19:20,REG,REG,PAX,,,0,19:55
MU5935,,MU5803,B5242,昆明-迪庆,,DIG,D,B737,,,,,17:55,,,,33-计划,,2017/6/19,18:56,REG,REG,PAX,,,0,18:55
MU5853,,MU5714,B7592,昆明-成都,,CTU,D,B738,,,,,17:55,,,,33-计划,,2017/6/19,19:05,REG,REG,PAX,,,0,19:35
AK100,,AK101,9MAFF,昆明-吉隆坡,,KUL,I,A320,,,,,17:55,,,,33-计划,,2017/6/19,,REG,REG,PAX,,,0,21:50
8L9883,,8L9640,B5449,昆明-南京,,NKG,D,B738,711,,,,18:00,,,,33-计划,,2017/6/19,20:18,REG,REG,PAX,,,0,20:45
8L9851,,8L9852,B5825,昆明-腾冲,,TCZ,D,B737,,,,,18:00,,,,33-计划,,2017/6/19,18:53,REG,REG,PAX,,,0,19:00
CA1482,,CA1481,B5447,昆明-运城-天津,YCU,TSN,D,B738,,,,,18:05,,,,33-计划,,2017/6/19,20:03,REG,REG,PAX,,,0,20:35
MU2208,,MU2207,B1812,昆明-西安,,XIY,D,A325,,,,,18:10,,,,33-计划,,2017/6/19,19:59,REG,REG,PAX,,,0,20:25
BK2798,,BK2797,B1963,昆明-长沙,,HHA,D,B738,,,,,18:10,,,,33-计划,,2017/6/19,19:46,REG,REG,PAX,,,0,20:10
KY8243,,KY8230,B2678,昆明-普洱,,SYM,D,B737,,,,,18:15,,,,33-计划,,2017/6/19,18:59,REG,REG,PAX,,,0,19:10
BK2898,,BK2744,B7373,昆明-天津,,TSN,D,B738,,,,,18:20,,,,33-计划,,2017/6/19,21:16,REG,REG,PAX,,,0,21:30
MU5576,,MU5575,B9900,昆明-郑州-烟台,CGO,YNT,D,A320,,,,,18:25,,,,33-计划,,2017/6/19,20:42,REG,REG,PAX,,,0,21:20
A67107,,A67106,B8318,昆明-郑州,,CGO,D,A321,,,,,18:25,,,,33-计划,,2017/6/19,20:39,REG,REG,PAX,,,0,21:05
DR6505,,DR5314,B5830,昆明-芒市,,LUM,D,B737,,,,,18:30,,,,33-计划,,2017/6/19,19:21,REG,REG,PAX,,,0,19:40
3U8668,,3U8514,B6348,昆明-成都,,CTU,D,A320,,,,,18:30,,,,33-计划,,2017/6/19,19:35,REG,REG,PAX,,,0,20:00
MU9743,,MU5976,B5271,昆明-昭通-北京,ZAT,PEK,D,B737,,,,,18:35,,,,33-计划,,2017/6/19,19:09,REG,REG,PAX,,,0,19:20
MU5714,,MU5940,B5816,昆明-普洱,,SYM,D,B737,,,,,18:35,,,,33-计划,,2017/6/19,19:18,REG,REG,PAX,,,0,19:35
MU5330,,MU5329,B6012,昆明-合肥,,HFE,D,A320,,,,,18:40,,,,33-计划,,2017/6/19,20:50,REG,REG,PAX,,,0,21:25
KY8301,,KY8246,B5026,昆明-惠州,,HUZ,D,B737,,,,,18:40,,,,33-计划,,2017/6/19,20:29,REG,REG,PAX,,,0,20:45
HO1096,,HO1095,B6787,昆明-毕节-上海,BFJ,SHA,D,A320,,,,,18:40,,,,33-计划,,2017/6/19,19:24,REG,REG,PAX,,,0,19:55
MU5645,,MU5645,B6797,昆明-版纳,,JHG,D,A322,,,,,18:45,,,,33-计划,,2017/6/19,19:32,REG,REG,PAX,,,0,20:00
CZ3450,,CZ3449,B1781,昆明-广州,,CAN,D,B738,,,,,18:45,,,,33-计划,,2017/6/19,20:22,REG,REG,PAX,,,0,20:50
8L9914,,8L9858,B5249,昆明-版纳,,JHG,D,B737,,,,,18:45,,,,33-计划,,2017/6/19,19:31,REG,REG,PAX,,,0,19:50
