FLT,RFC,REG,VIP,LKF,VI1,ITY,TAR,TOF,FSA,OPE,POP,RCP,NAT,SDT,FLX,MFF,SST,HDL,STD,DES
8L9983,昆明-西安,B5359,,8L9864,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 19:30,XIY
8L9985,昆明-太原-呼和,B6947,,8L9988,TYN,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 15:40,HET
8L9987,昆明-北京,B1825,,8L9648,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 21:30,PEK
8L9991,昆明-兰州-乌鲁,B7988,,8L9652,ZGC,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 12:25,URC
8L9993,昆明-西安,B5409,,8L9656,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 22:00,XIY
8L9995,昆明-银川,B5407,,8L9956,,B738,544,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 7:45,INC
9C8824,昆明-遵义-上海,B1840,,9C8823,ZYI,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 16:35,SHA
9C8828,昆明-芷江-上海,B1895,,9C8827,HJJ,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 12:15,SHA
9C8830,昆明-常德-上海,B6708,,9C8829,CGD,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 19:35,SHA
9C8938,昆明-石家庄,B8580,,9C8937,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 14:50,SJW
A67105,昆明-南昌,B8318,,A67108,,A321,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 9:40,KHN
A67107,昆明-郑州,B8285,,A67106,,A321,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 18:25,CGO
A67113,昆明-临沂-长春,B8432,,A67114,LYI,A320,526R,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 7:25,CGQ
AK100,昆明-吉隆坡,9MAFF,,AK101,,A320,,I,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 17:55,KUL
B7290,昆明-高雄,B16211,,B7289,,A321,,R,33-计划,REG,REG,,PAX,2017/7/2,,,0,CES,2017/7/2 12:05,KHH
BK2715,昆明-南京,B6026,,BK2797,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 10:10,NKG
BK2743,昆明-版纳,B1732,,BK2897,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 14:25,JHG
BK2798,昆明-长沙,B6026,,BK2716,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 18:10,HHA
BK2898,昆明-天津,B1732,,BK2744,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 18:20,TSN
CA1402,昆明-天津,B1418,,CA1401,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 20:20,TSN
CA1404,昆明-北京,B5326,,CA1403,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 11:40,PEK
CA1482,昆明-运城-天津,B5525,,CA1481,YCU,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 18:05,TSN
CA1488,昆明-达县-北京,B5213,,CA1487,DAX,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 15:25,PEK
CA1752,昆明-杭州,B6677,,CA1955,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 12:20,HGH
CA1754,昆明-杭州,B6024,,CA1753,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 19:40,HGH
CA1938,昆明-上海,B6882,,CA1937,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 20:25,PVG
CA1956,昆明-温州,B6033,,CA1751,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 12:05,WNZ
CA415,昆明-仰光,B6468,,CA415,,A319,,I,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 10:45,RGN
CA416,昆明-成都,B6468,,CA416,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 17:05,CTU
CA4171,昆明-北京,B6916,,CA4459,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 7:20,PEK
CA4173,昆明-北京,B6916,,CA4172,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 17:05,PEK
CA4175,昆明-沈阳,B6822,,CA4174,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 7:20,SHE
CA4275,昆明-哈尔滨,B6793,,CA4276,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 15:35,HRB
CA4414,昆明-成都,B6847,,CA4413,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 13:25,CTU
CA4418,昆明-成都,B6967,,CA4417,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 8:40,CTU
CA4460,昆明-成都,B6822,,CA4176,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 21:00,CTU
CA8938,昆明-武当山-大连,B5639,,CA8929,WDS,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 10:20,DLC
CF9017,昆明-南京,B2827,,CF9018,,B757,,D,33-计划,REG,REG,,CGO,2017/7/3,,,0,UNK,2017/7/3 0:05,NKG
CZ3248,昆明-桂林,B5836,,CZ3247,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 15:00,KWL
CZ3408,昆明-广州,B6018,,CZ3407,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 17:35,CAN
CZ3410,昆明-广州,B6291,,CZ3409,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 11:55,CAN
CZ3416,昆明-广州,B2694,,CZ3415,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 15:00,CAN
CZ3420,昆明-广州,B6409,,CZ3419,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 7:35,CAN
CZ3432,昆明-海口,B8548,,CZ3431,,A321,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 10:55,HAK
CZ3450,昆明-广州,B2353,,CZ3449,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 18:45,CAN
CZ3460,昆明-深圳,B6379,,CZ3459,,A321,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 11:35,SZX
CZ3468,昆明-长沙,B6253,,CZ3467,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 21:30,HHA
CZ3470,昆明-武汉,B1737,,CZ3469,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 17:15,WUH
CZ3481,昆明-大理,B6195,,CZ3481,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 10:30,DLU
CZ3482,昆明-广州,B6195,,CZ3482,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 14:10,CAN
CZ3487,昆明-丽江,B6209,,CZ3487,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 16:15,LJG
CZ3488,昆明-广州,B6209,,CZ3488,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 20:10,CAN
CZ3490,昆明-广州,B6135,,CZ3489,,A332,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 22:10,CAN
CZ3491,昆明-版纳,B2916,,CZ3491,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 11:35,JHG
CZ3492,昆明-郑州,B2916,,CZ3492,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 15:30,CGO
CZ3496,昆明-郑州,B5238,,CZ3495,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 17:40,CGO
CZ3541,昆明-武汉-杭州,B5191,,CZ3542,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 7:55,HGH
CZ3678,昆明-上海,B6703,,CZ3677,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 12:05,PVG
CZ3748,昆明-珠海,B5166,,CZ3747,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 21:40,ZUH
CZ3858,昆明-汕头,B5156,,CZ3857,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 12:15,SWA
CZ3864,昆明-南宁-汕头,B5721,,CZ3863,NNG,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 21:10,SWA
CZ3902,昆明-北京,B6098,,CZ3901,,A333,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 13:45,PEK
CZ3998,昆明-北京,B6111,,CZ3997,,A333,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 9:15,PEK
CZ6160,昆明-北京,B6111,,CZ6159,,A333,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 20:05,PEK
CZ6270,昆明-西安-哈尔滨,B6908,,CZ6269,XIY,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 15:50,HRB
CZ6369,昆明-版纳,B2622,,CZ6369,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 16:50,JHG
CZ6370,昆明-郑州,B2622,,CZ6370,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 21:00,CGO
CZ6404,昆明-重庆-沈阳,B6265,,CZ6403,CKG,A321,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 15:50,SHE
CZ6416,昆明-西安-沈阳,B6817,,CZ6415,XIY,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 20:05,SHE
CZ6426,昆明-武汉-大连,B9951,,CZ6425,WUH,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 13:55,DLC
CZ6428,昆明-长沙-大连,B6896,,CZ6427,HHA,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 17:45,DLC
CZ6460,昆明-重庆-长春,B6945,,CZ6459,CKG,A322,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 16:10,CGQ
CZ6562,昆明-义乌,B5837,,CZ6561,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 20:35,YIW
CZ6598,昆明-三亚,B8640,,CZ6597,,A321,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 21:05,SYX
CZ6602,昆明-郑州,B2620,,CZ6601,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 22:10,CGO
CZ6800,昆明-上海,B8848,,CZ6799,,A321,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 19:45,PVG
CZ6924,昆明-深圳,B6657,,CZ6923,,A321,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 22:20,SZX
CZ6950,昆明-重庆-乌鲁,B1952,,CZ6949,CKG,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 17:45,URC
CZ6978,昆明-武汉,B5068,,CZ6977,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 21:50,WUH
CZ8510,昆明-青岛-长春,B9915,,CZ8509,TAO,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 8:10,CGQ
DR5313,昆明-恩施-天津,B5830,,DR6512,ENH,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 7:25,TSN
DR6501,昆明-芒市,B5811,,DR6508,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 13:10,LUM
DR6503,昆明-芒市,B5811,,DR6502,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 17:00,LUM
DR6505,昆明-芒市,B5829,,DR6580,,B737,535,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 18:30,LUM
DR6507,昆明-芒市,B5811,,DR6516,,B737,714,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 9:10,LUM
DR6509,昆明-版纳,B6110,,DR6578,,B737,713,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 8:40,JHG
DR6511,昆明-版纳,B5829,,DR6506,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 22:40,JHG
DR6515,昆明-襄阳-天津,B6110,,DR6510,XFN,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 13:30,TSN
DR6521,昆明-成都,B1595,,DR6522,,B738,321,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 7:00,CTU
DR6523,昆明-丽江,B5812,,DR6580,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 17:10,LJG
DR6537,昆明-兰州,B7866,,DR6530,,B738,716,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 18:55,ZGC
DR6559,昆明-太原-大连,B1593,,DR6570,TYN,B738,524R,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 12:40,DLC
DR6577,昆明-榆林-沈阳,B6109,,DR6524,UYN,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 7:15,SHE
DR6579,昆明-芒市,B5811,,DR6504,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 20:40,LUM
DR6591,昆明-西安,B1960,,DR6592,,B738,712,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 6:35,XIY
EU2224,昆明-成都,B6163,,EU2226,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 23:25,CTU
EU2225,昆明-版纳,B6163,,EU2722,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 19:25,JHG
EU2721,昆明-柳州-厦门,B6163,,EU2223,LZH,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 9:20,XMN
FD583,昆明-廊曼,HSBBE,,FD582,,A320,,I,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 12:30,DMK
FM9398,昆明-长沙-上海,B6107,,FM9397,HHA,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,CES,2017/7/2 16:10,PVG
FM9430,昆明-衡阳-上海,B1512,,FM9429,HNY,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,CES,2017/7/2 17:25,PVG
FM9452,昆明-上海,B2567,,FM9451,,B763,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,CES,2017/7/2 14:00,SHA
FM9453,昆明-版纳,B5261,,FM9453,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,CES,2017/7/2 13:00,JHG
