FLT,VIP,LKF,REG,RFC,VI1,TOF,ITY,TAR,STA,ETA,FSA,SDT,OPE,POP,RCP,NAT,FLX,MFF,SST,HDL,ORG,TDT,ATA,ABP,CAR
MU2985,,MU2986,B1636,无锡-重庆-昆明,CKG,D,A320,,2017/7/6 18:55,,33-计划,,REG,REG,,PAX,,,0,CES,WUX,,,,
9C8729,,9C8730,B1670,扬州泰州-昆明,,D,A320,,2017/7/6 16:55,,33-计划,,REG,REG,,PAX,,,0,YAG,YTY,,,,
MU748,,,B1702,大阪-上海-昆明,PVG,M,B738,,2017/7/7 0:25,,33-计划,,REG,REG,,PAX,,,0,CES,KIX,,,,
MU2570,,MU2570,B1703,清迈-昆明,,I,B738,,2017/7/6 11:40,,33-计划,,REG,REG,,PAX,,,0,CES,CNX,,,,
MU5708,,,B1703,北京-昆明,,D,B738,,2017/7/7 0:20,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
FM9429,,FM9430,B1721,上海-衡阳-昆明,HNY,D,B738,,2017/7/6 16:20,,33-计划,,REG,REG,,PAX,,,0,CES,PVG,,,,
MU5145,,MU5230,B1722,太原-昆明,,D,B738,,2017/7/6 21:15,,33-计划,,REG,REG,,PAX,,,0,CES,TYN,,,,
SC8885,,SC8885,B1745,乌鲁-昆明,,D,B738,,2017/7/6 23:30,,33-计划,,REG,REG,,PAX,,,0,YAG,URC,,,,
KN2381,,KN5212,B1750,石家庄-昆明,,D,B738,,2017/7/6 10:00,,33-计划,,REG,REG,,PAX,,,0,CES,SJW,,,,
KN5211,,KN2382,B1751,南苑-汉中-昆明,HZG,D,B738,,2017/7/6 19:50,,33-计划,,REG,REG,,PAX,,,0,CES,NAY,,,,
MU7183,,MU2144,B1773,北京-昆明,,D,B738,,2017/7/6 15:40,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU5818,,,B1788,上海-兴义-昆明,ACX,D,B738,,2017/7/6 20:20,,33-计划,,REG,REG,,PAX,,,1,CES,SHA,,,,
MU2569,,MU2569,B1789,北京-昆明,,D,B738,,2017/7/6 11:40,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU2594,,MU5715,B1789,清迈-昆明,,I,B738,,2017/7/6 19:10,,33-计划,,REG,REG,,PAX,,,0,CES,CNX,,,,
MU2036,,MU2036,B1790,达卡-昆明,,I,B738,,2017/7/6 18:50,,33-计划,,REG,REG,,PAX,,,0,CES,DAC,,,,
MU2035,,MU2035,B1790,北京-昆明,,D,B738,,2017/7/6 11:30,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU784,,MU5847,B1791,万象-南宁-昆明,NNG,M,B738,,2017/7/6 17:20,,33-计划,,REG,REG,,PAX,,,0,CES,VTE,,,,
MU5812,,,B1792,上海-昆明,,D,B738,,2017/7/6 19:50,,33-计划,,REG,REG,,PAX,,,1,CES,SHA,,,,
8L9994,,8L9651,B1798,西安-昆明,,D,B738,,2017/7/6 8:50,,33-计划,,REG,REG,,PAX,,,0,YAG,XIY,,,,
CZ3467,,CZ3468,B1800,长沙-昆明,,D,A320,,2017/7/6 20:23,,33-计划,,REG,REG,,PAX,,,0,YAG,HHA,,,,
MU2361,,MU2362,B1812,西安-昆明,,D,A325,,2017/7/6 20:30,,33-计划,,REG,REG,,PAX,,,0,CES,XIY,,,,
3U8768,,3U8527,B1822,温州-南宁-昆明,NNG,D,A320,,2017/7/6 16:05,,33-计划,,REG,REG,,PAX,,,0,YAG,WNZ,,,,
8L9864,,8L9987,B1825,徐州-重庆-昆明,CKG,D,A320,,2017/7/6 17:20,,33-计划,,REG,REG,,PAX,,,0,YAG,XUZ,,,,
CZ6425,,CZ6426,B1828,大连-武汉-昆明,WUH,D,A320,,2017/7/6 12:43,,33-计划,,REG,REG,,PAX,,,0,YAG,DLC,,,,
CZ3459,,CZ3460,B1845,深圳-昆明,,D,A321,,2017/7/6 10:23,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
CZ3431,,CZ3432,B1848,海口-昆明,,D,A321,,2017/7/6 9:48,,33-计划,,REG,REG,,PAX,,,0,YAG,HAK,,,,
CA4413,,CA4414,B1852,成都-昆明,,D,A320,,2017/7/6 12:05,,33-计划,,REG,REG,,PAX,,,1,YAG,CTU,,,,
MU5465,,MU5532,B1862,上海-南昌-昆明,KHN,D,A320,,2017/7/6 15:05,,33-计划,,REG,REG,,PAX,,,0,CES,PVG,,,,
GJ8661,,,B1866,杭州-贵阳-昆明,KWE,D,A320,,2017/7/7 0:30,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
3U8244,,,B1881,厦门-昆明,,D,A320,,2017/7/6 22:05,,33-计划,,REG,REG,,PAX,,,1,YAG,XMN,,,,
3U8206,,3U8243,B1881,广州-昆明,,D,A320,,2017/7/6 8:45,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
3U8529,,3U8530,B1882,杭州-昆明,,D,A320,,2017/7/6 12:05,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
3U8710,,3U8245,B1887,万象-昆明,,I,A320,,2017/7/6 13:20,,33-计划,,REG,REG,,PAX,,,0,YAG,VTE,,,,
3U8246,,,B1887,合肥-昆明,,D,A320,,2017/7/7 0:20,,33-计划,,REG,REG,,PAX,,,0,YAG,HFE,,,,
FM9397,,FM9398,B1900,上海-长沙-昆明,HHA,D,B738,,2017/7/6 15:05,,33-计划,,REG,REG,,PAX,,,0,CES,PVG,,,,
MU2582,,MU9737,B1907,岘港-昆明,,I,B738,,2017/7/6 18:35,,33-计划,,REG,REG,,PAX,,,0,CES,DAD,,,,
MU2568,,MU2568,B1908,曼德勒-昆明,,I,B738,,2017/7/6 19:00,,33-计划,,REG,REG,,PAX,,,0,CES,MDL,,,,
KY8282,,,B1926,上海-昆明,,D,B738,,2017/7/6 22:40,,33-计划,,REG,REG,,PAX,,,0,YAG,PVG,,,,
KY8254,,KY8281,B1926,西安-昆明,,D,B738,,2017/7/6 13:40,,33-计划,,REG,REG,,PAX,,,0,YAG,XIY,,,,
SC4873,,SC4874,B1931,烟台-济南-昆明,TNA,D,B738,,2017/7/6 12:00,,33-计划,,REG,REG,,PAX,,,0,YAG,YNT,,,,
DR6592,,,B1960,西安-昆明,,D,B738,,2017/7/7 0:35,,33-计划,,REG,REG,,PAX,,,0,YAG,XIY,,,,
BK2846,,BK2798,B1963,合肥-昆明,,D,B738,,2017/7/6 16:55,,33-计划,,REG,REG,,PAX,,,0,YAG,HFE,,,,
BK2797,,BK2845,B1963,长沙-昆明,,D,B738,,2017/7/6 9:10,,33-计划,,REG,REG,,PAX,,,0,YAG,HHA,,,,
MF8641,,MF8476,B1964,泉州-珠海-昆明,ZUH,D,B738,,2017/7/6 19:05,,33-计划,,REG,REG,,PAX,,,0,YAG,JJN,,,,
MU5229,,MU5146,B1981,温州-昆明,,D,B738,,2017/7/6 20:20,,33-计划,,REG,REG,,PAX,,,0,CES,WNZ,,,,
KY8296,,KY8285,B1991,南通-重庆-昆明,CKG,D,B738,,2017/7/6 17:55,,33-计划,,REG,REG,,PAX,,,0,YAG,NTG,,,,
CZ6370,,CZ6370,B2169,版纳-昆明,,D,B737,,2017/7/6 19:53,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
CZ6369,,CZ6369,B2169,郑州-昆明,,D,B737,,2017/7/6 15:43,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
MU2249,,MU2250,B2209,兰州-昆明,,D,A320,,2017/7/6 9:30,,33-计划,,REG,REG,,PAX,,,0,CES,ZGC,,,,
MU5646,,MU5646,B2228,版纳-昆明,,D,A320,,2017/7/6 22:00,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5645,,MU5645,B2228,杭州-昆明,,D,A320,,2017/7/6 17:45,,33-计划,,REG,REG,,PAX,,,0,CES,HGH,,,,
UW9936,,UW9941,B2325,孟买-昆明,,I,A306,,2017/7/6 19:30,,33-计划,,REG,REG,,PAX,,,0,YAG,BOM,,,,
UW9942,,UW9935,B2325,达卡-昆明,,I,A306,,2017/7/6 8:00,,33-计划,,REG,REG,,CGO,,,0,YAG,DAC,,,,
UW9934,,UW9937,B2330,德里-昆明,,I,A306,,2017/7/6 6:00,,33-计划,,REG,REG,,PAX,,,0,YAG,DEL,,,,
MU5479,,MU5480,B2333,青岛-武汉-昆明,WUH,D,A319,,2017/7/6 19:05,,33-计划,,REG,REG,,PAX,,,0,CES,TAO,,,,
CZ3452,,CZ3452,B2366,丽江-昆明,,D,A320,,2017/7/6 20:08,,33-计划,,REG,REG,,PAX,,,0,YAG,LJG,,,,
CZ3451,,CZ3451,B2366,深圳-昆明,,D,A320,,2017/7/6 16:08,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
MU2359,,MU2360,B2372,西宁-昆明,,D,A320,,2017/7/6 9:20,,33-计划,,REG,REG,,PAX,,,0,CES,XNN,,,,
MU2245,,MU2246,B2372,西宁-昆明,,D,A320,,2017/7/6 22:15,,33-计划,,REG,REG,,PAX,,,0,CES,XNN,,,,
MU2715,,MU2716,B2410,南京-长沙-昆明,HHA,D,A320,,2017/7/6 16:00,,33-计划,,REG,REG,,PAX,,,0,CES,NKG,,,,
MU5830,,MU5813,B2413,郑州-昆明,,D,A320,,2017/7/6 15:05,,33-计划,,REG,REG,,PAX,,,0,CES,CGO,,,,
MU5712,,MU5656,B2415,北京-昆明,,D,A320,,2017/7/6 19:55,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU5655,,MU5711,B2415,杭州-昆明,,D,A320,,2017/7/6 10:50,,33-计划,,REG,REG,,PAX,,,0,CES,HGH,,,,
HU7211,,HU7212,B2492,北京-昆明,,D,B763,,2017/7/6 11:35,,33-计划,,REG,REG,,PAX,,,0,YAG,PEK,,,,
MU5870,,,B2503,青岛-宜宾-昆明,YBP,D,B737,,2017/7/6 19:20,,33-计划,,REG,REG,,PAX,,,0,CES,TAO,,,,
FM9451,,FM9452,B2567,上海-昆明,,D,B763,,2017/7/6 12:30,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
CZ3492,,CZ3492,B2620,版纳-昆明,,D,B737,,2017/7/6 14:23,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
CZ3491,,CZ3491,B2620,郑州-昆明,,D,B737,,2017/7/6 10:33,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
MU5960,,MU5929,B2639,临沧-昆明,,D,B737,,2017/7/6 18:45,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5958,,MU5959,B2639,临沧-昆明,,D,B737,,2017/7/6 12:25,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5930,,,B2639,文山-昆明,,D,B737,,2017/7/6 22:55,,33-计划,,REG,REG,,PAX,,,0,CES,WNH,,,,
MU5968,,MU5714,B2640,临沧-昆明,,D,B737,,2017/7/6 16:40,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5898,,,B2640,普洱-昆明,,D,B737,,2017/7/6 21:25,,33-计划,,REG,REG,,PAX,,,0,CES,SYM,,,,
MU5757,,MU5967,B2640,芒市-昆明,,D,B737,,2017/7/6 12:20,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
KY8342,,,B2667,南宁-厦门-昆明,XMN,D,B737,,2017/7/6 22:00,,33-计划,,REG,REG,,PAX,,,0,YAG,NNG,,,,
KY8220,,KY8203,B2669,深圳-昆明,,D,B737,,2017/7/6 10:55,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
KY8204,,,B2669,南京-昆明,,D,B737,,2017/7/6 19:00,,33-计划,,REG,REG,,PAX,,,0,YAG,NKG,,,,
8L9690,,,B2677,合肥-昆明,,D,B738,,2017/7/7 1:10,,33-计划,,REG,REG,,PAX,,,0,YAG,HFE,,,,
8L9546,,8L9689,B2677,大同-太原-昆明,TYN,D,B738,,2017/7/6 16:30,,33-计划,,REG,REG,,PAX,,,0,YAG,DAT,,,,
KY8340,,KY8243,B2678,运城-昆明,,D,B737,,2017/7/6 13:45,,33-计划,,REG,REG,,PAX,,,0,YAG,YCU,,,,
KY8248,,,B2678,芒市-昆明,,D,B737,,2017/7/7 0:50,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
KY8244,,KY8247,B2678,普洱-昆明,,D,B737,,2017/7/6 20:55,,33-计划,,REG,REG,,PAX,,,0,YAG,SYM,,,,
KY8302,,,B2679,惠州-昆明,,D,B737,,2017/7/6 23:50,,33-计划,,REG,REG,,PAX,,,0,YAG,HUZ,,,,
KY8246,,KY8301,B2679,芒市-昆明,,D,B737,,2017/7/6 17:50,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
O36944,,O36943,B2817,杭州-昆明,,D,B757,,2017/7/6 8:40,,33-计划,,REG,REG,,CGO,,,0,YAG,HGH,,,,
CF9018,,CF9017,B2824,南京-昆明,,D,B757,,2017/7/6 8:55,,33-计划,,REG,REG,,CGO,,,0,UNK,NKG,,,,
CZ6977,,CZ6978,B2917,武汉-昆明,,D,B737,,2017/7/6 20:43,,33-计划,,REG,REG,,PAX,,,0,YAG,WUH,,,,
GX8981,,GX8982,B3173,南宁-昆明,,D,E190,,2017/7/6 9:35,,33-计划,,REG,REG,,PAX,,,0,YAG,NNG,,,,
G52627,,G52628,B3227,大连-南阳-昆明,NNY,D,CRJ9,,2017/7/6 18:15,,33-计划,,REG,REG,,PAX,,,2,YAG,DLC,,,,
CZ3469,,CZ3470,B5020,武汉-昆明,,D,B738,,2017/7/6 16:08,,33-计划,,REG,REG,,PAX,,,0,YAG,WUH,,,,
KY8206,,,B5025,哈尔滨-济南-昆明,TNA,D,B737,,2017/7/6 23:10,,33-计划,,REG,REG,,PAX,,,0,YAG,HRB,,,,
KY8298,,,B5026,长春-石家庄-昆明,SJW,D,B737,,2017/7/6 23:20,,33-计划,,REG,REG,,PAX,,,0,YAG,CGQ,,,,
MU5944,,,B5054,大理-昆明,,D,B737,,2017/7/6 18:40,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
MU5966,,MU9715,B5097,沧源-昆明,,D,B737,,2017/7/6 14:05,,33-计划,,REG,REG,,PAX,,,0,CES,CWJ,,,,
MU9716,,MU5706,B5097,武汉-昆明,,D,B737,,2017/7/6 21:05,,33-计划,,REG,REG,,PAX,,,0,CES,WUH,,,,
CZ3542,,,B5112,杭州-武汉-昆明,WUH,D,B738,,2017/7/7 0:08,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
CZ3415,,CZ3416,B5113,广州-昆明,,D,B738,,2017/7/6 14:08,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
SC4719,,SC4720,B5119,重庆-昆明,,D,B738,,2017/7/6 21:30,,33-计划,,REG,REG,,PAX,,,0,YAG,CKG,,,,
FM9539,,FM9540,B5131,温州-昆明,,D,B738,,2017/7/6 10:45,,33-计划,,REG,REG,,PAX,,,0,CES,WNZ,,,,
HU7163,,HU7164,B5153,深圳-昆明,,D,B738,,2017/7/6 10:25,,33-计划,,REG,REG,,PAX,,,1,YAG,SZX,,,,
CZ3863,,CZ3864,B5156,汕头-南宁-昆明,NNG,D,B738,,2017/7/6 19:53,,33-计划,,REG,REG,,PAX,,,0,YAG,SWA,,,,
CZ3857,,CZ3858,B5156,汕头-昆明,,D,B738,,2017/7/6 10:58,,33-计划,,REG,REG,,PAX,,,0,YAG,SWA,,,,
NS3269,,NS3270,B5215,石家庄-昆明,,D,B737,,2017/7/6 19:20,,33-计划,,REG,REG,,PAX,,,0,YAG,SJW,,,,
MU5922,,,B5225,丽江-昆明,,D,B737,,2017/7/6 23:55,,33-计划,,REG,REG,,PAX,,,0,CES,LJG,,,,
MU5803,,MU5744,B5225,腾冲-昆明,,D,B737,,2017/7/6 17:05,,33-计划,,REG,REG,,PAX,,,0,CES,TCZ,,,,
MU5743,,MU5717,B5225,保山-昆明,,D,B737,,2017/7/6 12:00,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
CA1487,,CA1488,B5228,北京-达县-昆明,DAX,D,B737,,2017/7/6 14:20,,33-计划,,REG,REG,,PAX,,,0,YAG,PEK,,,,
MU5990,,,B5231,重庆-昭通-昆明,ZAT,D,B737,,2017/7/6 18:20,,33-计划,,REG,REG,,PAX,,,0,CES,CKG,,,,
MU5711,,MU5989,B5231,版纳-昆明,,D,B737,,2017/7/6 9:55,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
CZ6601,,CZ6602,B5232,郑州-昆明,,D,B737,,2017/7/6 20:58,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
CZ3495,,CZ3496,B5233,郑州-昆明,,D,B737,,2017/7/6 16:33,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
MU5988,,MU5831,B5242,保山-昆明,,D,B737,,2017/7/6 11:05,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5832,,,B5242,郑州-昆明,,D,B737,,2017/7/6 18:55,,33-计划,,REG,REG,,PAX,,,0,CES,CGO,,,,
MU5928,,MU2575,B5243,文山-昆明,,D,B737,,2017/7/6 13:00,,33-计划,,REG,REG,,PAX,,,0,CES,WNH,,,,
MU2576,,,B5243,河内-昆明,,I,B737,,2017/7/6 18:50,,33-计划,,REG,REG,,PAX,,,0,CES,HAN,,,,
MU5894,,MU2561,B5245,普洱-昆明,,D,B737,,2017/7/6 13:05,,33-计划,,REG,REG,,PAX,,,0,CES,SYM,,,,
MU2562,,MU5803,B5245,琅勃-昆明,,I,B737,,2017/7/6 18:10,,33-计划,,REG,REG,,PAX,,,0,CES,LPQ,,,,
8L9905,,8L9841,B5248,版纳-昆明,,D,B737,,2017/7/6 8:05,,33-计划,,REG,REG,,PAX,,,1,YAG,JHG,,,,
8L9842,,8L9931,B5248,普洱-昆明,,D,B737,,2017/7/6 12:15,,33-计划,,REG,REG,,PAX,,,0,YAG,SYM,,,,
MU5982,,MU9741,B5255,保山-昆明,,D,B737,,2017/7/6 15:35,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5962,,MU5981,B5255,临沧-昆明,,D,B737,,2017/7/6 10:40,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5826,,MU2571,B5256,桂林-昆明,,D,B737,,2017/7/6 13:35,,33-计划,,REG,REG,,PAX,,,0,CES,KWL,,,,
MU2572,,,B5256,加德-昆明,,I,B737,,2017/7/6 23:30,,33-计划,,REG,REG,,PAX,,,0,CES,KTM,,,,
MU5461,,MU7184,B5257,温州-昆明,,D,B737,,2017/7/6 18:25,,33-计划,,REG,REG,,PAX,,,0,CES,WNZ,,,,
MU2143,,MU5462,B5257,太原-昆明,,D,B737,,2017/7/6 10:30,,33-计划,,REG,REG,,PAX,,,0,CES,TYN,,,,
MU9756,,MU5721,B5259,保山-昆明,,D,B737,,2017/7/6 11:30,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5722,,,B5259,北京-黔江-昆明,JIQ,D,B737,,2017/7/7 0:35,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
FM9454,,FM9454,B5261,版纳-昆明,,D,B737,,2017/7/6 15:45,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
FM9453,,FM9453,B5261,上海-昆明,,D,B737,,2017/7/6 11:45,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
MU5910,,,B5263,版纳-昆明,,D,B737,,2017/7/7 1:15,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5952,,MU5909,B5263,腾冲-昆明,,D,B737,,2017/7/6 20:00,,33-计划,,REG,REG,,PAX,,,0,CES,TCZ,,,,
MU5723,,MU5919,B5263,版纳-昆明,,D,B737,,2017/7/6 12:15,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5719,,MU5802,B5263,丽江-昆明,,D,B737,,2017/7/6 16:15,,33-计划,,REG,REG,,PAX,,,0,CES,LJG,,,,
MU5916,,,B5265,版纳-昆明,,D,B737,,2017/7/7 0:35,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5763,,MU5915,B5265,大理-昆明,,D,B737,,2017/7/6 19:15,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
MU5884,,,B5267,湛江-昆明,,D,B737,,2017/7/6 22:30,,33-计划,,REG,REG,,PAX,,,0,CES,ZHA,,,,
MU5882,,MU5883,B5267,上海-铜仁-昆明,TEN,D,B737,,2017/7/6 13:10,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
8L9932,,,B5268,芒市-昆明,,D,B737,,2017/7/6 13:45,,33-计划,,REG,REG,,PAX,,,1,YAG,LUM,,,,
MU5902,,,B5270,版纳-昆明,,D,B737,,2017/7/7 0:35,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5741,,MU5723,B5270,版纳-昆明,,D,B737,,2017/7/6 11:20,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5724,,MU5724,B5270,西安-昆明,,D,B737,,2017/7/6 19:50,,33-计划,,REG,REG,,PAX,,,0,CES,XIY,,,,
MU5972,,,B5276,芒市-昆明,,D,B737,,2017/7/7 0:15,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
MU9737,,MU5712,B5276,芒市-昆明,,D,B737,,2017/7/6 19:15,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
MU5733,,,B5282,丽江-昆明,,D,B737,,2017/7/6 22:25,,33-计划,,REG,REG,,PAX,,,0,CES,LJG,,,,
8L9903,,8L9906,B5292,版纳-昆明,,D,B737,,2017/7/6 21:55,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
8L9828,,8L9904,B5292,泸沽湖-昆明,,D,B737,,2017/7/6 13:50,,33-计划,,REG,REG,,PAX,,,0,YAG,NLH,,,,
8L9802,,8L9827,B5292,丽江-昆明,,D,B737,,2017/7/6 8:15,,33-计划,,REG,REG,,PAX,,,0,YAG,LJG,,,,
MU5942,,MU5881,B5293,大理-昆明,,D,B737,,2017/7/6 12:25,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
MU5804,,,B5293,上海-昆明,,D,B737,,2017/7/6 23:00,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
MU5836,,MU5920,B5295,汕头-昆明,,D,B737,,2017/7/6 17:15,,33-计划,,REG,REG,,PAX,,,0,CES,SWA,,,,
HU7235,,HU7236,B5358,广州-昆明,,D,B738,,2017/7/6 21:20,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
8L9898,,8L9883,B5359,温州-昆明,,D,B738,,2017/7/6 14:40,,33-计划,,REG,REG,,PAX,,,0,YAG,WNZ,,,,12
ZH9451,,,B5362,广州-昆明,,D,B737,,2017/7/6 22:45,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
MF8427,,MF8428,B5382,福州-昆明,,D,B738,,2017/7/6 11:00,,33-计划,,REG,REG,,PAX,,,3,YAG,FOC,,,,
ZH9455,,ZH9456,B5401,广州-昆明,,D,B738,,2017/7/6 21:30,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
HU7311,,,B5406,北京-昆明,,D,B738,,2017/7/7 0:55,,33-计划,,REG,REG,,PAX,,,0,YAG,PEK,,,,
8L9892,,,B5407,大连-武汉-昆明,WUH,D,B738,,2017/7/6 22:40,,33-计划,,REG,REG,,PAX,,,0,YAG,DLC,,,,
8L9556,,8L9891,B5407,海口-昆明,,D,B738,,2017/7/6 8:50,,33-计划,,REG,REG,,PAX,,,0,YAG,HAK,,,,
CZ3247,,CZ3248,B5420,桂林-昆明,,D,B738,,2017/7/6 13:48,,33-计划,,REG,REG,,PAX,,,0,YAG,KWL,,,,
MF8429,,,B5435,厦门-昆明,,D,B738,,2017/7/6 23:45,,33-计划,,REG,REG,,PAX,,,3,YAG,XMN,,,,
MF8405,,MF8406,B5435,厦门-昆明,,D,B738,,2017/7/6 10:50,,33-计划,,REG,REG,,PAX,,,3,YAG,XMN,,,,
8L9974,,,B5449,郑州-昆明,,D,B738,,2017/7/7 1:10,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
CA1403,,CA1404,B5495,北京-昆明,,D,B738,,2017/7/6 10:35,,33-计划,,REG,REG,,PAX,,,1,YAG,PEK,,,,
MU742,,,B5515,曼谷-昆明,,I,B738,,2017/7/6 19:20,,33-计划,,REG,REG,,PAX,,,0,CES,BKK,,,,
MU5740,,MU741,B5515,广州-昆明,,D,B738,,2017/7/6 10:05,,33-计划,,REG,REG,,PAX,,,0,CES,CAN,,,,
MU5776,,MU5737,B5527,广州-昆明,,D,B738,,2017/7/6 14:35,,33-计划,,REG,REG,,PAX,,,0,CES,CAN,,,,
