FLT,RFC,REG,VIP,LKF,VI1,ITY,TAR,TOF,FSA,OPE,POP,RCP,NAT,SDT,FLX,MFF,SST,HDL,STA,ORG,ETA,TDT,ATA,ABP,CAR,STP
3U8838,北京-万州-昆明,B8331,,3U8837,WXN,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 13:15,PEK,,,,,,2017/6/23 11:40
3U8848,哈尔滨-郑州-昆明,B6697,,3U8527,CGO,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 21:50,HRB,,,,,,2017/6/23 19:05
3U8854,哈尔滨-徐州-昆明,B6590,,3U8853,XUZ,A321,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 15:00,HRB,,,,,,2017/6/23 12:05
3U8866,宁波-昆明,B6778,,3U8201,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 14:15,NGB,,,,,,2017/6/23 11:10
3U8902,珠海-昆明,B6719,,,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 21:40,ZUH,,,,,,2017/6/23 19:45
3U8918,厦门-昆明,B6321,,3U8205,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 12:50,XMN,,,,,,2017/6/23 10:05
3U8930,沈阳-长沙-昆明,B6956,,3U8662,HHA,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 21:10,SHE,,,,,,2017/6/23 18:55
3U8948,济南-昆明,B8499,,3U8761,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 13:55,TNA,,,,,,2017/6/23 10:50
3U8958,台北-昆明,B6732,,,,A320,,R,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 22:20,TPE,,,,,,2017/6/23 19:10
3U8968,大连-重庆-昆明,B6448,,,CKG,A319,,D,33-计划,REG,REG,,PAX,2017/6/24,,,0,YAG,2017/6/24 1:30,DLC,,,,,,2017/6/23 23:55
8L9520,芒市-昆明,B5810,,8L9906,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 14:55,LUM,,,,,,2017/6/23 13:55
8L9556,海口-昆明,B5409,,8L9651,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 8:50,HAK,,,,,,2017/6/23 7:00
8L9584,马尼拉-昆明,B7167,,8L9991,,B738,,I,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 8:05,MNL,,,,,,2017/6/23 4:40
8L9596,吉隆坡-昆明,B8446,,8L9975,,A320,,I,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 17:15,KUL,,,,,,2017/6/23 13:35
8L9624,杭州-昆明,B6015,,8L9955,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 17:55,HGH,,,,,,2017/6/23 14:45
8L9648,天津-淮安-昆明,B6959,,8L9987,HIA,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 20:00,TSN,,,,,,2017/6/23 16:50
8L9652,郑州-昆明,B7991,,8L9869,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 9:45,CGO,,,,,,2017/6/23 7:05
8L9656,哈尔滨-忻州-昆明,B7988,,,WUT,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 21:00,HRB,,,,,,2017/6/23 18:05
8L9690,合肥-昆明,B5292,,8L9801,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 22:25,HFE,,,,,10,2017/6/23 19:45
8L9802,丽江-昆明,B6198,,8L9841,,A319,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 8:15,LJG,,,,,,2017/6/23 7:15
8L9806,丽江-昆明,B5292,,8L9689,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 12:30,LJG,,,,,,2017/6/23 11:30
8L9842,普洱-昆明,B6198,,8L9857,,A319,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 12:15,SYM,,,,,,2017/6/23 11:05
8L9850,迪庆-昆明,B5805,,8L9921,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 10:10,DIG,,,,,,2017/6/23 9:05
8L9856,绵阳-昆明,B1586,,8L9947,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 9:15,MIG,,,,,,2017/6/23 7:40
8L9858,腾冲-昆明,B6198,,8L9914,,A319,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 18:00,TCZ,,,,,,2017/6/23 16:50
8L9862,合肥-昆明,B5359,,8L9897,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 13:40,HFE,,,,,,2017/6/23 11:00
8L9864,徐州-重庆-昆明,B2677,,8L9971,CKG,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 17:25,XUZ,,,,,,2017/6/23 15:50
8L9866,济南-昆明,B1825,,8L9889,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 14:40,TNA,,,,,,2017/6/23 11:30
8L9870,青岛-武汉-昆明,B7991,,,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/6/24,,,0,YAG,2017/6/24 1:40,TAO,,,,,,2017/6/23 23:25
8L9874,杭州-赣州-昆明,B6800,,8L9597,KOW,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 16:40,HGH,,,,,,2017/6/23 14:25
8L9876,厦门-昆明,B5805,,,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 23:55,XMN,,,,,,2017/6/23 21:15
8L9884,南京-昆明,B1586,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/24,,,0,YAG,2017/6/24 0:40,NKG,,,,,,2017/6/23 21:50
8L9888,上海-宜春-昆明,B7990,,8L9993,YIC,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 20:15,SHA,,,,,,2017/6/23 18:05
8L9890,上海-昆明,B1825,,,,A320,,D,33-计划,REG,REG,,PAX,2017/6/24,,,0,YAG,2017/6/24 0:50,PVG,,,,,,2017/6/23 21:35
8L9892,大连-武汉-昆明,B5407,,,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 22:40,DLC,,,,,,2017/6/23 20:30
8L9898,温州-昆明,B5359,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/24,,,0,YAG,2017/6/24 0:20,WNZ,,,,,,2017/6/23 21:10
8L9903,版纳-昆明,B5249,,,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 22:05,JHG,,,,,,2017/6/23 21:00
8L9905,版纳-昆明,B5810,,8L9519,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,1,YAG,2017/6/23 7:50,JHG,,,,,,2017/6/23 6:50
8L9909,版纳-昆明,B1565,,8L9923,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,1,YAG,2017/6/23 11:30,JHG,,,,,,2017/6/23 10:30
8L9911,版纳-昆明,B6221,,,,A319,,D,33-计划,REG,REG,,PAX,2017/6/24,,,0,YAG,2017/6/24 1:25,JHG,,,,,,2017/6/24 0:25
8L9913,版纳-昆明,B6198,,,,A319,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 23:00,JHG,,,,,,2017/6/23 21:55
8L9922,沧源-昆明,B5805,,8L9875,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 13:55,CWJ,,,,,,2017/6/23 12:50
8L9924,保山-昆明,B1565,,8L9945,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,1,YAG,2017/6/23 22:50,BSD,,,,,,2017/6/23 21:45
8L9942,大理-昆明,B6221,,8L9912,,A319,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 17:45,DLU,,,,,,2017/6/23 16:55
8L9946,成都-昆明,B1563,,,,B737,,D,33-计划,REG,REG,,PAX,2017/6/24,,,0,YAG,2017/6/24 1:30,CTU,,,,,,2017/6/23 23:50
8L9948,成都-昆明,B1586,,8L9883,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 14:45,CTU,,,,,,2017/6/23 13:10
8L9956,郑州-昆明,B1798,,8L9983,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,1,YAG,2017/6/23 16:50,CGO,,,,,,2017/6/23 14:10
8L9960,宁波-安庆-昆明,B5732,,8L9555,AQG,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,1,YAG,2017/6/23 17:45,NGB,,,,,,2017/6/23 15:40
8L9966,三亚-昆明,B6943,,8L9805,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 12:35,SYX,,,,,,2017/6/23 10:30
8L9972,海口-昆明,B2677,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 23:40,HAK,,,,,,2017/6/23 21:45
8L9974,郑州-昆明,B7992,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/24,,,0,YAG,2017/6/24 1:10,CGO,,,,,,2017/6/23 22:30
8L9976,广州-昆明,B8446,,,,A320,,D,33-计划,REG,REG,,PAX,2017/6/24,,,0,YAG,2017/6/24 0:55,CAN,,,,,,2017/6/23 22:30
8L9980,深圳-昆明,B5449,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,1,YAG,2017/6/23 22:30,SZX,,,,,,2017/6/23 19:55
8L9984,西安-昆明,B1798,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/24,,,0,YAG,2017/6/24 1:10,XIY,,,,,,2017/6/23 22:55
8L9986,呼和-太原-昆明,B8445,,,TYN,A320,,D,33-计划,REG,REG,,PAX,2017/6/24,,,0,YAG,2017/6/24 1:35,HET,,,,,,2017/6/23 22:45
8L9992,乌鲁-兰州-昆明,B7167,,,ZGC,B738,,D,33-计划,REG,REG,,PAX,2017/6/24,,,0,YAG,2017/6/24 1:20,URC,,,,,,2017/6/23 23:10
8L9994,西安-昆明,B6015,,8L9623,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 8:50,XIY,,,,,,2017/6/23 6:25
8L9998,乌鲁-兰州-昆明,B5823,,,ZGC,B737,,D,33-计划,REG,REG,,PAX,2017/6/24,,,0,YAG,2017/6/24 0:40,URC,,,,,,2017/6/23 22:25
9C8823,上海-遵义-昆明,B9986,,9C8824,ZYI,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 15:35,SHA,,,,,,2017/6/23 14:15
9C8937,石家庄-昆明,B6840,,9C8938,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 13:45,SJW,,,,,,2017/6/23 10:35
9C8953,上海-昆明,B6309,,9C8954,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 10:45,SHA,,,,,,2017/6/23 7:25
9C8961,上海-黔江-昆明,B6708,,9C8962,JIQ,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 18:10,SHA,,,,,,2017/6/23 16:25
A67106,南昌-昆明,B8318,,A67107,,A321,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 17:10,KHN,,,,,,2017/6/23 14:45
A67108,郑州-昆明,B8318,,,,A321,,D,33-计划,REG,REG,,PAX,2017/6/24,,,0,YAG,2017/6/24 1:35,CGO,,,,,,2017/6/23 22:45
A67114,长春-临沂-昆明,B8432,,,LYI,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 23:30,CGQ,,,,,,2017/6/23 20:15
AK101,吉隆坡-昆明,9MAFF,,AK100,,A320,,I,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 16:55,KUL,,,,,,2017/6/23 13:00
B8158,深圳-昆明,B8158,,B8158,,G450,,D,33-计划,REG,REG,,SPE,2017/6/23,,,0,UNK,2017/6/23 11:05,SZX,,,,,,2017/6/23 9:05
BK2716,南京-昆明,B1732,,BK2798,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 16:50,NKG,,,,,,2017/6/23 14:00
BK2744,版纳-昆明,B5573,,BK2898,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 17:15,JHG,,,,,,2017/6/23 16:15
BK2797,长沙-昆明,B1732,,BK2715,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 9:10,HHA,,,,,,2017/6/23 7:05
BK2897,天津-昆明,B5573,,BK2743,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 13:20,TSN,,,,,,2017/6/23 9:45
CA1401,天津-昆明,B1418,,CA1402,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,1,YAG,2017/6/23 19:15,TSN,,,,,,2017/6/23 15:40
CA1403,北京-昆明,B5328,Y,CA1404,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,1,YAG,2017/6/23 10:35,PEK,,,,,,2017/6/23 7:00
CA1481,天津-运城-昆明,B5228,,CA1482,YCU,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 17:05,TSN,,,,,,2017/6/23 14:30
CA1487,北京-达县-昆明,B5213,,CA1488,DAX,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 14:20,PEK,,,,,,2017/6/23 12:40
CA1751,杭州-昆明,B6032,,CA1956,,A319,,D,33-计划,REG,REG,,PAX,2017/6/23,,,1,YAG,2017/6/23 10:30,HGH,,,,,,2017/6/23 7:25
CA1753,杭州-昆明,B6733,,CA1754,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,1,YAG,2017/6/23 18:35,HGH,,,,,,2017/6/23 15:25
CA1937,上海-昆明,B6882,,CA1938,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 19:20,PVG,,,,,,2017/6/23 16:00
CA1955,温州-昆明,B6773,,CA1752,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,1,YAG,2017/6/23 11:10,WNZ,,,,,,2017/6/23 8:00
CA1987,温州-昆明,B8337,,CA1988,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 20:05,WNZ,,,,,,2017/6/23 16:50
CA415,成都-昆明,B6038,,CA415,,A319,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 9:15,CTU,,,,,,2017/6/23 7:40
CA416,仰光-昆明,B6038,,CA416,,A319,,I,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 15:45,RGN,,,,,,2017/6/23 13:45
CA4172,北京-昆明,B8490,,CA4173,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,1,YAG,2017/6/23 15:25,PEK,,,,,,2017/6/23 11:50
CA4174,北京-昆明,B8490,,,,A320,,D,33-计划,REG,REG,,PAX,2017/6/24,,,0,YAG,2017/6/24 1:15,PEK,,,,,,2017/6/23 21:40
CA4176,沈阳-昆明,B9923,,CA4460,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 16:30,SHE,,,,,,2017/6/23 12:10
CA4276,哈尔滨-昆明,B9926,,CA4275,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 14:20,HRB,,,,,,2017/6/23 9:40
CA4413,成都-昆明,B8491,,CA4414,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,1,YAG,2017/6/23 12:05,CTU,,,,,,2017/6/23 10:30
CA4417,成都-昆明,B1852,,,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 22:30,CTU,,,,,,2017/6/23 20:45
CA4459,成都-昆明,B6822,,,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,1,YAG,2017/6/23 23:15,CTU,,,,,,2017/6/23 21:40
CF9018,南京-昆明,B2824,,CF9017,,B757,,D,33-计划,REG,REG,,CGO,2017/6/23,,,0,UNK,2017/6/23 8:55,NKG,,,,,,2017/6/23 6:00
CZ3247,桂林-昆明,B5356,,CZ3248,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 13:48,KWL,,,,,,2017/6/23 12:20
CZ3407,广州-昆明,B6662,,CZ3408,,A321,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 16:28,CAN,,,,,,2017/6/23 13:55
CZ3409,广州-昆明,B6532,,CZ3410,,A332,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 10:43,CAN,,,,,,2017/6/23 8:20
CZ3415,广州-昆明,B5113,,CZ3416,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 14:08,CAN,,,,,,2017/6/23 11:35
CZ3419,广州-昆明,B6202,,,,A319,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 23:48,CAN,,,,,,2017/6/23 21:25
CZ3431,海口-昆明,B8548,,CZ3432,,A321,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 9:48,HAK,,,,,,2017/6/23 8:05
CZ3449,广州-昆明,B2408,,CZ3450,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 17:33,CAN,,,,,,2017/6/23 15:10
CZ3451,深圳-昆明,B2351,,CZ3451,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 16:08,SZX,,,,,,2017/6/23 13:45
CZ3452,丽江-昆明,B2351,,CZ3452,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 20:08,LJG,,,,,,2017/6/23 19:15
CZ3459,深圳-昆明,B2392,,CZ3460,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 10:23,SZX,,,,,,2017/6/23 8:00
CZ3467,长沙-昆明,B6281,,CZ3468,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 20:23,HHA,,,,,,2017/6/23 18:25
CZ3481,广州-昆明,B6195,,CZ3481,,A319,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 9:18,CAN,,,,,,2017/6/23 7:00
CZ3482,大理-昆明,B6195,,CZ3482,,A319,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 12:58,DLU,,,,,,2017/6/23 12:10
CZ3487,广州-昆明,B6020,,CZ3487,,A319,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 15:08,CAN,,,,,,2017/6/23 12:35
CZ3488,丽江-昆明,B6020,,CZ3488,,A319,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 19:08,LJG,,,,,,2017/6/23 18:05
CZ3489,广州-昆明,B2353,,CZ3490,,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 20:58,CAN,,,,,,2017/6/23 18:30
CZ3491,郑州-昆明,B2916,,CZ3491,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 10:33,CGO,,,,,,2017/6/23 7:55
CZ3492,版纳-昆明,B2916,,CZ3492,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 14:23,JHG,,,,,,2017/6/23 13:25
CZ3495,郑州-昆明,B2622,,CZ3496,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 16:33,CGO,,,,,,2017/6/23 13:55
CZ3542,杭州-武汉-昆明,B5112,,,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/6/24,,,0,YAG,2017/6/24 0:08,HGH,,,,,,2017/6/23 21:55
CZ3677,上海-昆明,B8869,,CZ3678,,A321,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 10:53,PVG,,,,,,2017/6/23 7:40
CZ3747,珠海-昆明,B1776,,CZ3748,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 20:28,ZUH,,,,,,2017/6/23 18:40
CZ3857,汕头-昆明,B5157,,CZ3858,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 10:58,SWA,,,,,,2017/6/23 8:40
CZ3863,汕头-南宁-昆明,B5746,,CZ3864,NNG,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 19:53,SWA,,,,,,2017/6/23 18:35
CZ3901,北京-昆明,B6098,,CZ3902,,A333,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 12:23,PEK,,,,,,2017/6/23 9:05
CZ3997,北京-昆明,B6098,,,,A333,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 23:03,PEK,,,,,,2017/6/23 19:30
CZ6159,北京-昆明,B6319,Y,CZ6160,,A321,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 18:13,PEK,,,,,,2017/6/23 14:50
CZ6269,哈尔滨-西安-昆明,B8847,,CZ6270,XIY,A32E,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 14:43,HRB,,,,,,2017/6/23 12:30
CZ6369,郑州-昆明,B2620,,CZ6369,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 15:43,CGO,,,,,,2017/6/23 13:00
CZ6370,版纳-昆明,B2620,,CZ6370,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 19:53,JHG,,,,,,2017/6/23 18:55
CZ6403,沈阳-重庆-昆明,B6739,Y,CZ6404,CKG,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 14:38,SHE,,,,,,2017/6/23 13:05
CZ6415,沈阳-西安-昆明,B9931,,CZ6416,XIY,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 18:58,SHE,,,,,,2017/6/23 16:50
CZ6425,大连-武汉-昆明,B1829,,CZ6426,WUH,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 12:43,DLC,,,,,,2017/6/23 10:40
CZ6427,长沙-武汉-昆明,B9911,,CZ6428,WUH,A320,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 16:38,HHA,,,,,,2017/6/23 14:40
CZ6459,长春-重庆-昆明,B2418,,CZ6460,CKG,A321,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 14:48,CGQ,,,,,,2017/6/23 13:20
CZ6561,义乌-昆明,B5640,,CZ6562,,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 19:23,YIW,,,,,,2017/6/23 16:30
CZ6597,三亚-昆明,B8675,Y,CZ6598,,A321,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 19:58,SYX,,,,,,2017/6/23 17:50
CZ6601,郑州-昆明,B5233,,CZ6602,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 20:58,CGO,,,,,,2017/6/23 18:20
CZ6799,上海-昆明,B8848,,CZ6800,,A321,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 18:13,PVG,,,,,,2017/6/23 14:50
CZ6949,乌鲁-重庆-昆明,B1736,,CZ6950,CKG,B738,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 16:38,URC,,,,,,2017/6/23 15:05
CZ6977,武汉-昆明,B5069,,CZ6978,,B737,,D,33-计划,REG,REG,,PAX,2017/6/23,,,0,YAG,2017/6/23 20:43,WUH,,,,,,2017/6/23 18:25
