FLT,RFC,LKF,VIP,REG,VI1,TOF,ITY,TAR,GAT,FSA,POP,SDT,RCP,NAT,FLX,MFF,SST,STA,ORG,STP
MU5327,济南-九华山-昆明,MU5328,,B9946,JUH,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:15,TNA,2017/7/8 11:35
MU5329,合肥-昆明,MU5330,,B8973,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:35,HFE,2017/7/8 15:00
MU5437,上海-南充-昆明,MU5438,,B8379,NAO,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:50,PVG,2017/7/8 12:15
MU5449,重庆-昆明,MU5464,,B1862,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:25,CKG,2017/7/8 6:50
MU5453,宁波-武汉-昆明,MU5454,,B9900,WUH,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:10,NGB,2017/7/8 10:50
MU5461,温州-昆明,MU7184,,B2682,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:25,WNZ,2017/7/8 15:20
MU5463,上海-合肥-昆明,MU5450,,B1862,HFE,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:40,PVG,2017/7/8 17:50
MU5465,上海-南昌-昆明,MU5532,,B6715,KHN,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:05,PVG,2017/7/8 12:40
MU5469,南昌-昆明,MU5470,,B6829,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:50,KHN,2017/7/8 7:20
MU5471,济南-重庆-昆明,MU5472,,B6003,CKG,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:25,TNA,2017/7/8 17:50
MU5476,合肥-昆明,MU5475,,B8391,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:40,HFE,2017/7/8 7:55
MU5477,上海-昆明,,,B8231,,D,A33H,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:50,PVG,2017/7/8 20:30
MU5479,青岛-武汉-昆明,MU5480,Y,B2333,WUH,D,A319,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:05,TAO,2017/7/8 16:55
MU5497,青岛-昆明,MU5498,,B2338,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:50,TAO,2017/7/8 7:10
MU5505,上海-福州-昆明,MU5588,,B8163,FOC,D,A325,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:55,PVG,2017/7/8 11:50
MU555,杭州-昆明,MU555,,B1861,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:15,HGH,2017/7/8 19:00
MU556,加尔-昆明,MU2567,,B6149,,I,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 5:45,CCU,2017/7/8 3:00
MU5575,烟台-郑州-昆明,MU5576,,B8276,CGO,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:25,YNT,2017/7/8 14:30
MU5617,南昌-昆明,MU5618,,B6878,,D,A322,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:20,KHN,2017/7/8 18:50
MU5645,杭州-昆明,MU5645,,B6333,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:45,HGH,2017/7/8 14:35
MU5646,版纳-昆明,MU5646,,B6333,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:00,JHG,2017/7/8 20:50
MU5655,杭州-昆明,MU5711,,B6758,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:50,HGH,2017/7/8 7:35
MU5706,北京-昆明,,,B6148,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,1,2017/7/8 22:15,PEK,2017/7/8 18:40
MU5708,北京-昆明,,,B5683,,D,B738,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 0:20,PEK,2017/7/8 20:40
MU5711,版纳-昆明,MU5989,,B5243,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:55,JHG,2017/7/8 8:50
MU5712,北京-昆明,MU5656,Y,B6758,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:55,PEK,2017/7/8 16:20
MU5714,北京-昆明,MU5853,,B7600,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:45,PEK,2017/7/8 13:10
MU5715,芒市-昆明,,,B5282,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:35,LUM,2017/7/8 17:35
MU5717,北京-昆明,MU5749,,B7591,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:10,PEK,2017/7/8 8:30
MU5718,普洱-昆明,MU5812,,B5815,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:55,SYM,2017/7/8 18:50
MU5719,丽江-昆明,MU5802,,B5242,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:15,LJG,2017/7/8 15:15
MU5720,北京-昆明,,,B7589,,D,B738,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 1:30,PEK,2017/7/8 21:55
MU5722,北京-黔江-昆明,,,B5295,JIQ,D,B737,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 0:35,PEK,2017/7/8 22:50
MU5723,版纳-昆明,MU5723,,B5809,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:15,JHG,2017/7/8 11:10
MU5724,西安-昆明,MU5724,,B5809,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:50,XIY,2017/7/8 17:35
MU5726,乌鲁-昆明,,,B6145,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:25,URC,2017/7/8 19:25
MU5732,广州-昆明,MU5809,,B5701,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:50,CAN,2017/7/8 11:15
MU5733,丽江-昆明,,,B5802,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:25,LJG,2017/7/8 21:30
MU5734,广州-昆明,MU5734,,B5828,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:15,CAN,2017/7/8 17:40
MU5737,大理-昆明,MU2585,,B5245,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:25,DLU,2017/7/8 13:30
MU5738,广州-昆明,MU5733,,B5527,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:25,CAN,2017/7/8 19:00
MU5740,广州-昆明,MU741,,B5795,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:05,CAN,2017/7/8 7:35
MU5741,版纳-昆明,MU5981,,B5054,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:20,JHG,2017/7/8 10:15
MU5742,广州-昆明,MU5847,,B7599,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:50,CAN,2017/7/8 16:20
MU5743,保山-昆明,MU5743,,B5271,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:00,BSD,2017/7/8 10:55
MU5744,广州-昆明,MU5744,,B5271,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:25,CAN,2017/7/8 16:55
MU5746,三亚-昆明,,,B7591,,D,B738,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 0:15,SYX,2017/7/8 22:10
MU5747,版纳-昆明,MU5973,,B5282,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:35,JHG,2017/7/8 7:30
MU5748,天津-昆明,MU5745,,B7590,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:50,TSN,2017/7/8 14:05
MU5750,盐城-长沙-昆明,,,B7591,HHA,D,B738,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 0:20,YNZ,2017/7/8 22:10
MU5757,芒市-昆明,MU5967,,B2503,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:20,LUM,2017/7/8 11:15
MU5758,深圳-昆明,MU5718,,B1789,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:45,SZX,2017/7/8 17:20
MU5760,深圳-昆明,MU5833,,B1791,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:00,SZX,2017/7/8 13:20
MU5763,大理-昆明,MU5915,,B5265,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:15,DLU,2017/7/8 18:15
MU5764,深圳-昆明,MU5759,,B1791,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 9:25,SZX,2017/7/8 6:55
MU5771,西昌-昆明,MU5969,,B5225,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:00,XIC,2017/7/8 17:05
MU5772,广州-昆明,,,B7592,,D,B738,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 0:40,CAN,2017/7/8 22:10
MU5776,广州-昆明,MU5737,,B5527,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:35,CAN,2017/7/8 12:05
MU5782,厦门-昆明,,,B6143,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:05,XMN,2017/7/8 20:25
MU5800,大连-洛阳-昆明,MU5855,,B6637,LYA,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:00,DLC,2017/7/8 17:40
MU5802,上海-昆明,MU5719,,B7589,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,1,2017/7/8 16:05,SHA,2017/7/8 12:35
MU5803,腾冲-昆明,MU5920,,B5259,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:05,TCZ,2017/7/8 15:55
MU5804,上海-昆明,,,B5276,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:00,SHA,2017/7/8 19:45
MU5810,上海-昆明,,,B5701,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:30,SHA,2017/7/8 19:10
MU5811,迪庆-昆明,MU5764,,B5828,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:55,DIG,2017/7/8 9:50
MU5812,上海-昆明,MU5763,,B1792,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,1,2017/7/8 19:50,SHA,2017/7/8 16:30
MU5814,上海-昆明,,,B6928,,D,A320,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 1:20,SHA,2017/7/8 22:00
MU5818,上海-兴义-昆明,,,B1702,ACX,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,1,2017/7/8 20:20,SHA,2017/7/8 19:25
MU5822,哈尔滨-东胜-昆明,,,B5756,DSN,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:10,HRB,2017/7/8 19:20
MU5824,郑州-昆明,,,B1703,,D,B738,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 0:10,CGO,2017/7/8 21:25
MU5826,桂林-昆明,MU5760,,B5820,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:35,KWL,2017/7/8 12:00
MU5830,郑州-昆明,MU5813,,B6928,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:00,CGO,2017/7/8 12:20
MU5832,郑州-昆明,MU5742,Y,B5270,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:55,CGO,2017/7/8 16:00
MU5834,兰州-昆明,,,B1791,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:00,ZGC,2017/7/8 20:50
MU5836,汕头-昆明,,,B5816,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:15,SWA,2017/7/8 14:45
MU5842,成都-昆明,MU2029,,B1907,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:30,CTU,2017/7/8 10:50
MU5844,成都-昆明,MU5849,,B5796,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:25,CTU,2017/7/8 13:50
MU5846,成都-昆明,,,B6142,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:45,CTU,2017/7/8 22:10
MU5848,成都-昆明,,,B6637,,D,A320,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 1:25,CTU,2017/7/8 23:45
MU5850,成都-昆明,,,B5796,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,1,2017/7/8 21:00,CTU,2017/7/8 19:15
MU5852,成都-昆明,MU5811,,B1792,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 8:55,CTU,2017/7/8 7:10
MU5854,成都-昆明,,,B7600,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:35,CTU,2017/7/8 21:00
MU5856,成都-昆明,MU5897,,B5815,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:40,CTU,2017/7/8 14:05
MU5862,重庆-昆明,MU2031,,B5647,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:30,CKG,2017/7/8 10:55
MU5870,青岛-宜宾-昆明,,,B2502,YBP,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:20,TAO,2017/7/8 18:15
MU5882,上海-铜仁-昆明,MU5732,,B5225,TEN,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:10,SHA,2017/7/8 11:35
MU5886,湛江-昆明,MU9731,,B5821,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:05,ZHA,2017/7/8 11:05
MU5894,普洱-昆明,MU2561,,B5293,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:05,SYM,2017/7/8 12:00
MU5898,普洱-昆明,,,B2503,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:25,SYM,2017/7/8 20:20
MU5902,版纳-昆明,,,B5809,,D,B737,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 0:35,JHG,2017/7/8 23:30
MU5906,版纳-昆明,,,B5263,,D,B737,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 0:50,JHG,2017/7/8 23:50
MU5910,版纳-昆明,,,B5242,,D,B737,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 1:15,JHG,2017/7/9 0:10
MU5913,版纳-昆明,,,B5828,,D,B737,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 0:50,JHG,2017/7/8 23:45
MU5914,版纳-昆明,,,B5819,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:20,JHG,2017/7/8 21:20
MU5916,版纳-昆明,,,B5265,,D,B737,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 0:35,JHG,2017/7/8 23:30
MU5922,丽江-昆明,,,B5271,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:55,LJG,2017/7/8 22:55
MU5928,文山-昆明,MU757,,B5256,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:00,WNH,2017/7/8 11:55
MU592T,丽江-昆明,MU2575,,B5267,,D,B737,,,33-计划,REG,2017/7/8,,PAX,T,,0,2017/7/8 13:00,LJG,2017/7/8 12:00
MU5930,文山-昆明,,,B2639,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:05,WNH,2017/7/8 21:50
MU5932,迪庆-昆明,,,B5815,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:40,DIG,2017/7/8 22:35
MU5936,迪庆-昆明,MU5935,,B6142,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:20,DIG,2017/7/8 14:15
MU5940,拉萨-迪庆-昆明,MU5748,,B5819,DIG,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:25,LXA,2017/7/8 16:20
MU5942,大理-昆明,MU5881,,B5276,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:25,DLU,2017/7/8 11:30
MU5944,大理-昆明,MU5905,,B5263,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:40,DLU,2017/7/8 17:50
MU5952,腾冲-昆明,MU5909,,B5242,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:00,TCZ,2017/7/8 18:55
MU5958,临沧-昆明,MU5959,,B2639,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:25,LNJ,2017/7/8 11:30
MU5960,临沧-昆明,MU5929,,B2639,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:45,LNJ,2017/7/8 17:55
MU5962,临沧-昆明,MU5740,,B5245,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:40,LNJ,2017/7/8 9:45
MU5966,沧源-昆明,MU2571,,B6141,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:05,CWJ,2017/7/8 13:05
MU5968,临沧-昆明,MU5714,,B2503,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 16:40,LNJ,2017/7/8 15:45
MU5970,昭通-昆明,,,B5225,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:20,ZAT,2017/7/8 20:30
MU5972,芒市-昆明,,,B5267,,D,B737,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 0:15,LUM,2017/7/8 23:15
MU5974,芒市-昆明,MU9738,,B5282,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:20,LUM,2017/7/8 12:15
MU5982,保山-昆明,MU9741,,B5054,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:35,BSD,2017/7/8 14:35
MU5986,保山-昆明,,,B5270,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:00,BSD,2017/7/8 22:00
MU5988,保山-昆明,MU5831,,B5270,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:05,BSD,2017/7/8 10:00
MU5990,重庆-昭通-昆明,,,B5243,ZAT,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:20,CKG,2017/7/8 17:30
MU7182,北京-昆明,,,B1908,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 18:00,PEK,2017/7/8 14:25
MU7183,北京-昆明,MU2144,,B5257,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 15:40,PEK,2017/7/8 12:00
MU734,香港-昆明,,,B5817,,R,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:45,HKG,2017/7/8 17:05
MU742,曼谷-昆明,,,B5795,,I,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:20,BKK,2017/7/8 16:45
MU748,大阪-上海-昆明,,,B1788,PVG,M,B738,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 0:25,KIX,2017/7/8 21:05
MU755,上海-昆明,MU755,,B5930,,D,A33E,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:50,PVG,2017/7/8 10:25
MU758,加德-昆明,MU5706,,B5256,,I,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 22:10,KTM,2017/7/8 18:50
MU784,万象-南宁-昆明,MU5771,,B7592,NNG,M,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 17:20,VTE,2017/7/8 16:00
MU8547,厦门-昆明,,,B5038,,D,B737,,,33-计划,CSF,2017/7/8,,PAX,,MF8405,SF,2017/7/8 10:50,XMN,2017/7/8 8:05
MU8548,厦门-昆明,,,B5602,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8417,SF,2017/7/8 14:40,XMN,2017/7/8 12:00
MU8549,厦门-昆明,,,B5383,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8429,SF,2017/7/8 23:45,XMN,2017/7/8 21:00
MU8553,福州-昆明,,,B5308,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8427,SF,2017/7/8 11:00,FOC,2017/7/8 8:05
MU8567,杭州-武汉-昆明,,,B7559,WUH,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8461,SF,2017/7/8 18:15,HGH,2017/7/8 15:55
MU9716,武汉-昆明,,,B5231,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:05,WUH,2017/7/8 18:45
MU9731,长沙-昆明,MU2599,,B5822,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 14:10,HHA,2017/7/8 12:00
MU9732,拉萨-昆明,MU9732,,B5821,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:15,LXA,2017/7/8 18:55
MU9737,芒市-昆明,,,B5255,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:15,LUM,2017/7/8 18:05
MU9738,天津-昆明,MU5725,,B6145,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 13:10,TSN,2017/7/8 9:35
MU9742,北京-保山-昆明,MU9715,,B5231,BSD,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:15,PEK,2017/7/8 11:10
MU9756,保山-昆明,MU5721,,B5295,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:30,BSD,2017/7/8 10:25
NS3269,石家庄-昆明,NS3270,,B5215,,D,B737,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 19:20,SJW,2017/7/8 16:15
NS8405,厦门-昆明,,,B5038,,D,B737,,,33-计划,CSF,2017/7/8,,PAX,,MF8405,SF,2017/7/8 10:50,XMN,2017/7/8 8:05
NS8417,厦门-昆明,,,B5602,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8417,SF,2017/7/8 14:40,XMN,2017/7/8 12:00
NS8427,福州-昆明,,,B5308,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8427,SF,2017/7/8 11:00,FOC,2017/7/8 8:05
NS8429,厦门-昆明,,,B5383,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8429,SF,2017/7/8 23:45,XMN,2017/7/8 21:00
NS8461,杭州-武汉-昆明,,,B7559,WUH,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8461,SF,2017/7/8 18:15,HGH,2017/7/8 15:55
NS8475,福州-昆明,,,B5595,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,MF8475,SF,2017/7/8 19:05,FOC,2017/7/8 15:55
O36944,杭州-昆明,,,B2845,,D,B752,,,33-计划,REG,2017/7/8,,CGO,,,0,2017/7/8 8:40,HGH,2017/7/8 5:55
OQ2327,重庆-昆明,OQ2328,,B9976,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,1,2017/7/8 8:43,CKG,2017/7/8 7:15
OQ2357,重庆-昆明,OQ2358,,B9976,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,1,2017/7/8 20:53,CKG,2017/7/8 19:25
PN6393,重庆-昆明,PN6393,,B1898,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 7:55,CKG,2017/7/8 6:10
PN6394,版纳-昆明,PN6394,,B1898,,D,A320,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 11:45,JHG,2017/7/8 10:45
QG8816,巴厘岛-昆明,QG8815,,PKGQO,,I,A320,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 1:15,DPS,2017/7/8 19:20
QV815,万象-昆明,QV816,,RDPL34224,,I,A320,,,32-准时,REG,2017/7/8,,PAX,,,0,2017/7/8 9:50,VTE,2017/7/8 7:20
QW9855,青岛-屯溪-昆明,,,B1693,TXN,D,A320,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 0:10,TAO,2017/7/8 21:20
SC1401,天津-昆明,,,B1418,,D,B738,,,33-计划,CSF,2017/7/8,,PAX,,CA1401,SF,2017/7/8 19:15,TSN,2017/7/8 15:40
SC1403,北京-昆明,,,B5179,,D,B737,,,33-计划,CSF,2017/7/8,,PAX,,CA1403,SF,2017/7/8 10:25,PEK,2017/7/8 7:00
SC1751,杭州-昆明,,,B6033,,D,A319,,,33-计划,CSF,2017/7/8,,PAX,,CA1751,SF,2017/7/8 10:30,HGH,2017/7/8 7:25
SC1753,杭州-昆明,,,B8493,,D,A320,,,33-计划,CSF,2017/7/8,,PAX,,CA1753,SF,2017/7/8 18:35,HGH,2017/7/8 15:25
SC1955,温州-昆明,,,B8743,,D,A320,,,33-计划,CSF,2017/7/8,,PAX,,CA1955,SF,2017/7/8 11:10,WNZ,2017/7/8 8:00
SC2627,大连-南阳-昆明,,,B7691,NNY,D,CRJ9,,,33-计划,CSF,2017/7/8,,PAX,,G52627,SF,2017/7/8 18:15,DLC,2017/7/8 15:45
SC4172,北京-昆明,,,B6793,,D,A320,,,33-计划,CSF,2017/7/8,,PAX,,CA4172,SF,2017/7/8 15:25,PEK,2017/7/8 11:50
SC4413,成都-昆明,,,B1852,,D,A320,,,33-计划,CSF,2017/7/8,,PAX,,CA4413,SF,2017/7/8 12:05,CTU,2017/7/8 10:30
SC4459,成都-昆明,,,B6941,,D,A320,,,33-计划,CSF,2017/7/8,,PAX,,CA4459,SF,2017/7/8 23:15,CTU,2017/7/8 21:40
SC4695,青岛-南京-昆明,SC4696,,B7975,NKG,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:35,TAO,2017/7/8 9:40
SC4719,重庆-昆明,SC4720,,B5543,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 21:30,CKG,2017/7/8 19:55
SC4737,青岛-昆明,SC4738,Y,B1511,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 20:05,TAO,2017/7/8 16:30
SC4769,厦门-昆明,SC4770,,B1746,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 10:00,XMN,2017/7/8 7:10
SC4873,烟台-济南-昆明,SC4874,,B1931,TNA,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 12:00,YNT,2017/7/8 8:50
SC4925,济南-昆明,,,B7976,,D,B738,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 1:00,TNA,2017/7/8 21:45
SC8423,青岛-南昌-昆明,,,B7975,KHN,D,B738,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 1:10,TAO,2017/7/8 22:55
SC8844,大阪-济南-昆明,,,B7979,TNA,M,B738,,,33-计划,REG,2017/7/9,,PAX,,,0,2017/7/9 0:10,KIX,2017/7/8 20:50
SC8885,乌鲁-昆明,SC8885,,B7086,,D,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 23:30,URC,2017/7/8 19:20
SC8886,曼谷-昆明,SC8886,,B6988,,I,B738,,,33-计划,REG,2017/7/8,,PAX,,,0,2017/7/8 5:55,BKK,2017/7/8 4:05
