FLT,VIP,LKF,REG,RFC,VI1,TOF,ITY,TAR,STA,ETA,FSA,SDT,OPE,POP,RCP,NAT,FLX,MFF,SST,HDL,ORG,TDT,ATA,ABP,CAR
DR6560,,,B1593,大连-太原-昆明,TYN,D,B738,,2017/7/10 1:00,,33-计划,,REG,REG,,PAX,,,0,YAG,DLC,,,,
DR6570,,DR6559,B1593,北海-昆明,,D,B738,,2017/7/9 11:20,,33-计划,,REG,REG,,PAX,,,0,YAG,BHY,,,,
DR6522,,,B1595,成都-昆明,,D,B738,,2017/7/10 0:30,,33-计划,,REG,REG,,PAX,,,0,YAG,CTU,,,,
DR6538,,,B1597,兰州-昆明,,D,B738,,2017/7/10 0:20,,33-计划,,REG,REG,,PAX,,,0,YAG,ZGC,,,,
DR6530,,DR6537,B1597,呼和-太原-昆明,TYN,D,B738,,2017/7/9 17:50,,33-计划,,REG,REG,,PAX,,,0,YAG,HET,,,,
MU5093,Y,MU5093,B1609,兰州-昆明,,D,A320,311,2017/7/9 21:05,,33-计划,,REG,REG,,PAX,,,0,CES,ZGC,,,,
B7289,,B7290,B16219,高雄-昆明,,R,A321,,2017/7/9 10:35,,33-计划,,REG,REG,,PAX,,,0,CES,KHH,,,,
MU2975,,MU2976,B1635,无锡-昆明,,D,A320,,2017/7/9 13:25,,33-计划,,REG,REG,,PAX,,,0,CES,WUX,,,,
MU2205,,MU2206,B1641,银川-昆明,,D,A320,,2017/7/9 10:25,,33-计划,,REG,REG,,PAX,,,0,CES,INC,,,,
MU2185,,MU2186,B1641,银川-昆明,,D,A320,,2017/7/9 18:05,,33-计划,,REG,REG,,PAX,,,0,CES,INC,,,,
JD5155,,JD5156,B1643,丽江-昆明,,D,A319,,2017/7/9 15:05,,33-计划,,REG,REG,,PAX,,,0,YAG,LJG,,,,
CZ3419,,,B1653,广州-昆明,,D,A320,,2017/7/9 23:48,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
3U8838,,3U8837,B1662,北京-万州-昆明,WXN,D,A320,,2017/7/9 13:15,,33-计划,,REG,REG,,PAX,,,0,YAG,PEK,,,,
MU2985,,MU2986,B1678,无锡-重庆-昆明,CKG,D,A320,,2017/7/9 18:55,,33-计划,,REG,REG,,PAX,,,0,CES,WUX,,,,
CZ3452,,CZ3452,B1697,丽江-昆明,,D,A320,,2017/7/9 20:08,,33-计划,,REG,REG,,PAX,,,0,YAG,LJG,,,,
CZ3451,,CZ3451,B1697,深圳-昆明,,D,A320,,2017/7/9 16:08,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
MU748,,,B1702,大阪-上海-昆明,PVG,M,B738,,2017/7/10 0:25,,33-计划,,REG,REG,,PAX,,,0,CES,KIX,,,,
MU2570,,MU2570,B1703,清迈-昆明,,I,B738,,2017/7/9 11:40,,33-计划,,REG,REG,,PAX,,,0,CES,CNX,,,,
MU5708,,,B1703,北京-昆明,,D,B738,,2017/7/10 0:20,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU5229,,MU5146,B1722,温州-昆明,,D,B738,,2017/7/9 20:20,,33-计划,,REG,REG,,PAX,,,0,CES,WNZ,,,,
MU5145,,MU5230,B1723,太原-昆明,,D,B738,,2017/7/9 21:15,,33-计划,,REG,REG,,PAX,,,0,CES,TYN,,,,
HU7889,,HU7890,B1728,深圳-昆明,,D,B738,,2017/7/9 21:35,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
SC4769,,SC4770,B1743,厦门-昆明,,D,B738,,2017/7/9 9:50,,33-计划,,REG,REG,,PAX,,,0,YAG,XMN,,,,
SC8885,,SC8885,B1745,乌鲁-昆明,,D,B738,,2017/7/9 23:30,,33-计划,,REG,REG,,PAX,,,0,YAG,URC,,,,
MU2568,,MU2568,B1788,曼德勒-昆明,,I,B738,,2017/7/9 19:00,,33-计划,,REG,REG,,PAX,,,0,CES,MDL,,,,
MU2574,,MU2574,B1789,万象-昆明,,I,B738,,2017/7/9 19:00,,33-计划,,REG,REG,,PAX,,,0,CES,VTE,,,,
MU2573,,MU2573,B1789,北京-昆明,,D,B738,,2017/7/9 12:45,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU5810,,MU555,B1790,上海-昆明,,D,B738,,2017/7/9 22:30,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
MU5732,,MU5809,B1790,广州-昆明,,D,B738,,2017/7/9 13:50,,33-计划,,REG,REG,,PAX,,,0,CES,CAN,,,,
MU5772,,,B1791,广州-昆明,,D,B738,,2017/7/10 0:40,,33-计划,,REG,REG,,PAX,,,0,CES,CAN,,,,
MU784,,MU5771,B1791,万象-南宁-昆明,NNG,M,B738,,2017/7/9 17:20,,33-计划,,REG,REG,,PAX,,,0,CES,VTE,,,,
MU5812,,MU5763,B1792,上海-昆明,,D,B738,,2017/7/9 19:50,,33-计划,,REG,REG,,PAX,,,1,CES,SHA,,,,
MU5764,,MU5811,B1792,深圳-昆明,,D,B738,,2017/7/9 9:25,,33-计划,,REG,REG,,PAX,,,0,CES,SZX,,,,
3U8824,,,B1819,南昌-昆明,,D,A320,,2017/7/10 1:20,,33-计划,,REG,REG,,PAX,,,0,YAG,KHN,,,,
3U8768,,3U8823,B1819,温州-南宁-昆明,NNG,D,A320,,2017/7/9 16:05,,33-计划,,REG,REG,,PAX,,,0,YAG,WNZ,,,,
3U8667,,,B1820,成都-昆明,,D,A320,,2017/7/9 23:05,,33-计划,,REG,REG,,PAX,,,0,YAG,CTU,,,,
3U8514,,3U8668,B1820,兰州-重庆-昆明,CKG,D,A320,,2017/7/9 17:20,,33-计划,,REG,REG,,PAX,,,0,YAG,ZGC,,,,
3U8528,,,B1822,西安-昆明,,D,A320,,2017/7/9 22:15,,33-计划,,REG,REG,,PAX,,,0,YAG,XIY,,,,
OQ2357,,OQ2358,B1827,重庆-昆明,,D,A320,,2017/7/9 20:53,,33-计划,,REG,REG,,PAX,,,1,YAG,CKG,,,,
OQ2327,,OQ2328,B1827,重庆-昆明,,D,A320,,2017/7/9 8:43,,33-计划,,REG,REG,,PAX,,,1,YAG,CKG,,,,
CZ6425,,CZ6426,B1828,大连-武汉-昆明,WUH,D,A320,,2017/7/9 12:43,,33-计划,,REG,REG,,PAX,,,0,YAG,DLC,,,,
MU5455,,,B1836,宁波-昆明,,D,A320,,2017/7/9 23:00,,33-计划,,REG,REG,,PAX,,,0,CES,NGB,,,,
MU5453,,MU5454,B1836,宁波-武汉-昆明,WUH,D,A320,,2017/7/9 13:15,,33-计划,,REG,REG,,PAX,,,0,CES,NGB,,,,
CA4459,,,B1852,成都-昆明,,D,A320,,2017/7/9 23:15,,33-计划,,REG,REG,,PAX,,,1,YAG,CTU,,,,
MU5497,,MU5498,B1859,青岛-昆明,,D,A320,,2017/7/9 10:50,,33-计划,,REG,REG,,PAX,,,0,CES,TAO,,,,
MU5078,,,B1862,曼谷-昆明,,I,A320,,2017/7/9 23:20,,33-计划,,REG,REG,,PAX,,,0,CES,BKK,,,,
MU5077,,MU5077,B1862,合肥-昆明,,D,A320,,2017/7/9 14:30,,33-计划,,REG,REG,,PAX,,,0,CES,HFE,,,,
GJ8872,,,B1867,长春-临沂-昆明,LYI,D,A320,,2017/7/9 22:35,,33-计划,,REG,REG,,PAX,,,0,YAG,CGQ,,,,
CZ6923,,CZ6924,B1880,深圳-昆明,,D,A321,,2017/7/9 21:03,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
3U8108,,,B1881,青岛-常州-昆明,CZX,D,A320,,2017/7/10 1:30,,33-计划,,REG,REG,,PAX,,,0,YAG,TAO,,,,
3U8918,,3U8107,B1881,厦门-昆明,,D,A320,,2017/7/9 12:50,,33-计划,,REG,REG,,PAX,,,0,YAG,XMN,,,,
3U8222,,3U8724,B1886,福州-南宁-昆明,NNG,D,A320,,2017/7/9 20:50,,33-计划,,REG,REG,,PAX,,,0,YAG,FOC,,,,
MU742,,,B1907,曼谷-昆明,,I,B738,,2017/7/9 19:20,,33-计划,,REG,REG,,PAX,,,0,CES,BKK,,,,
MU5740,,MU741,B1907,广州-昆明,,D,B738,,2017/7/9 10:05,,33-计划,,REG,REG,,PAX,,,0,CES,CAN,,,,
MU5776,,MU5737,B1908,广州-昆明,,D,B738,,2017/7/9 14:35,,33-计划,,REG,REG,,PAX,,,0,CES,CAN,,,,
MU5738,,MU5733,B1908,广州-昆明,,D,B738,,2017/7/9 21:25,,33-计划,,REG,REG,,PAX,,,0,CES,CAN,,,,
CZ3415,,CZ3416,B1925,广州-昆明,,D,B738,,2017/7/9 14:03,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
KY8282,,,B1926,上海-昆明,,D,B738,,2017/7/9 22:40,,33-计划,,REG,REG,,PAX,,,0,YAG,PVG,,,,
KY8254,,KY8281,B1926,西安-昆明,,D,B738,,2017/7/9 13:40,,33-计划,,REG,REG,,PAX,,,0,YAG,XIY,,,,
SC4873,,SC4874,B1931,烟台-济南-昆明,TNA,D,B738,,2017/7/9 12:00,,33-计划,,REG,REG,,PAX,,,0,YAG,YNT,,,,
CZ6949,,CZ6950,B1952,乌鲁-重庆-昆明,CKG,D,B738,,2017/7/9 16:38,,33-计划,,REG,REG,,PAX,,,0,YAG,URC,,,,
DR6592,,,B1960,西安-昆明,,D,B738,,2017/7/10 0:35,,33-计划,,REG,REG,,PAX,,,0,YAG,XIY,,,,
BK2797,,BK2715,B1963,长沙-昆明,,D,B738,,2017/7/9 9:10,,33-计划,,REG,REG,,PAX,,,0,YAG,HHA,,,,
BK2716,,BK2798,B1963,南京-昆明,,D,B738,,2017/7/9 16:50,,33-计划,,REG,REG,,PAX,,,0,YAG,NKG,,,,
FM9429,,FM9430,B1968,上海-衡阳-昆明,HNY,D,B738,,2017/7/9 16:20,,33-计划,,REG,REG,,PAX,,,0,CES,PVG,,,,
MU5292,,MU5299,B1981,北京-太原-昆明,TYN,D,B738,,2017/7/9 15:10,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
KN2381,,KN5212,B1989,石家庄-昆明,,D,B738,,2017/7/9 10:00,,33-计划,,REG,REG,,PAX,,,0,CES,SJW,,,,
KN5211,,KN2382,B1990,南苑-汉中-昆明,HZG,D,B738,,2017/7/9 19:55,,33-计划,,REG,REG,,PAX,,,0,CES,NAY,,,,
KY8308,,KY8275,B1991,南昌-昆明,,D,B738,,2017/7/9 11:55,,33-计划,,REG,REG,,PAX,,,0,YAG,KHN,,,,
KY8276,,,B1991,济南-昆明,,D,B738,,2017/7/9 22:20,,33-计划,,REG,REG,,PAX,,,0,YAG,TNA,,,,
MU2785,,,B2230,南京-昆明,,D,A320,,2017/7/10 0:30,,33-计划,,REG,REG,,PAX,,,0,CES,NKG,,,,
UW9930,,,B2330,武汉-昆明,,D,A306,,2017/7/10 0:10,,33-计划,,REG,REG,,SPE,,,0,YAG,WUH,,,,
MU2433,,MU2434,B2333,青岛-宜昌-昆明,YIH,D,A319,,2017/7/9 18:55,,33-计划,,REG,REG,,PAX,,,0,CES,TAO,,,,
MU2245,,MU2246,B2356,西宁-昆明,,D,A320,,2017/7/9 22:15,,33-计划,,REG,REG,,PAX,,,0,CES,XNN,,,,
MU2359,,MU2360,B2372,西宁-昆明,,D,A320,,2017/7/9 9:20,,33-计划,,REG,REG,,PAX,,,0,CES,XNN,,,,
CZ3459,,CZ3460,B2395,深圳-昆明,,D,A320,,2017/7/9 10:23,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
MU2995,,,B2412,无锡-重庆-昆明,CKG,D,A320,,2017/7/9 23:10,,33-计划,,REG,REG,,PAX,,,0,CES,WUX,,,,
MU2765,,,B2412,长春-南京-昆明,NKG,D,A320,,2017/7/9 21:35,,33-计划,,REG,REG,,PAX,,,0,CES,CGQ,,,,
HU7111,,HU7112,B2491,北京-昆明,,D,B763,,2017/7/9 19:10,,33-计划,,REG,REG,,PAX,,,1,YAG,PEK,,,,
MU5930,,,B2502,文山-昆明,,D,B737,,2017/7/9 23:05,,33-计划,,REG,REG,,PAX,,,0,CES,WNH,,,,
MU5874,,MU5929,B2502,厦门-宜宾-昆明,YBP,D,B737,,2017/7/9 18:25,,33-计划,,REG,REG,,PAX,,,0,CES,XMN,,,,
MU5968,,MU5714,B2503,临沧-昆明,,D,B737,,2017/7/9 17:00,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5898,,,B2503,普洱-昆明,,D,B737,,2017/7/9 21:25,,33-计划,,REG,REG,,PAX,,,0,CES,SYM,,,,
MU5757,,MU5967,B2503,芒市-昆明,,D,B737,,2017/7/9 12:20,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
FM9451,,FM9452,B2570,上海-昆明,,D,B763,,2017/7/9 12:30,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
CA1487,,CA1488,B2613,北京-达县-昆明,DAX,D,B737,,2017/7/9 14:20,,33-计划,,REG,REG,,PAX,,,0,YAG,PEK,,,,
CZ3492,,CZ3492,B2620,版纳-昆明,,D,B737,,2017/7/9 14:23,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
CZ3491,,CZ3491,B2620,郑州-昆明,,D,B737,,2017/7/9 10:33,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
CZ6370,,CZ6370,B2622,版纳-昆明,,D,B737,,2017/7/9 19:53,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
CZ6369,,CZ6369,B2622,郑州-昆明,,D,B737,,2017/7/9 15:43,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
MU5960,,,B2639,临沧-昆明,,D,B737,,2017/7/9 18:50,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5958,,MU5959,B2639,临沧-昆明,,D,B737,,2017/7/9 12:25,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
KY8342,,,B2667,南宁-厦门-昆明,XMN,D,B737,,2017/7/9 22:00,,33-计划,,REG,REG,,PAX,,,0,YAG,NNG,,,,
KY8266,,,B2669,杭州-昆明,,D,B737,,2017/7/10 0:05,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
KY8236,,KY8265,B2669,杭州-昆明,,D,B737,,2017/7/9 15:25,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
8L9984,,,B2677,西安-昆明,,D,B738,,2017/7/10 1:10,,33-计划,,REG,REG,,PAX,,,0,YAG,XIY,,,,
8L9864,,8L9983,B2677,徐州-重庆-昆明,CKG,D,B738,,2017/7/9 17:30,,33-计划,,REG,REG,,PAX,,,0,YAG,XUZ,,,,
KY8248,,,B2678,芒市-昆明,,D,B737,,2017/7/10 0:50,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
KY8244,,KY8247,B2678,普洱-昆明,,D,B737,,2017/7/9 20:55,,33-计划,,REG,REG,,PAX,,,0,YAG,SYM,,,,
KY8230,,KY8243,B2678,腾冲-昆明,,D,B737,,2017/7/9 17:25,,33-计划,,REG,REG,,PAX,,,0,YAG,TCZ,,,,
KY8302,,,B2679,惠州-昆明,,D,B737,,2017/7/9 23:50,,33-计划,,REG,REG,,PAX,,,0,YAG,HUZ,,,,
KY8246,,KY8301,B2679,芒市-昆明,,D,B737,,2017/7/9 15:55,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
CF9018,,CF9017,B2827,南京-昆明,,D,B757,,2017/7/9 8:55,,33-计划,,REG,REG,,CGO,,,0,UNK,NKG,,,,
QSR302,,,B3373,北京-昆明,,D,CL85,,2017/7/9 16:15,,33-计划,,REG,REG,,SPE,,,0,UNK,PEK,,,,
CZ3542,,,B5020,杭州-武汉-昆明,WUH,D,B738,,2017/7/10 0:08,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
KY8206,,,B5025,哈尔滨-济南-昆明,TNA,D,B737,,2017/7/9 23:10,,33-计划,,REG,REG,,PAX,,,0,YAG,HRB,,,,
KY8298,,,B5026,长春-石家庄-昆明,SJW,D,B737,,2017/7/9 23:20,,33-计划,,REG,REG,,PAX,,,0,YAG,CGQ,,,,
MU5942,,MU5815,B5054,大理-昆明,,D,B737,,2017/7/9 12:25,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
MU5804,,,B5054,上海-昆明,,D,B737,,2017/7/9 23:00,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
HU7087,,HU7088,B5090,海口-昆明,,D,B738,,2017/7/9 9:35,,33-计划,,REG,REG,,PAX,,,1,YAG,HAK,,,,
MU5914,,,B5097,版纳-昆明,,D,B737,,2017/7/9 22:20,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5816,,MU5732,B5097,上海-六盘水-昆明,LPF,D,B737,,2017/7/9 13:05,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
MU5771,,MU5748,B5097,西昌-昆明,,D,B737,,2017/7/9 18:00,,33-计划,,REG,REG,,PAX,,,0,CES,XIC,,,,
FM9539,,FM9540,B5130,温州-昆明,,D,B738,,2017/7/9 10:45,,33-计划,,REG,REG,,PAX,,,0,CES,WNZ,,,,
MF8429,,,B5152,厦门-昆明,,D,B738,,2017/7/9 23:45,,33-计划,,REG,REG,,PAX,,,3,YAG,XMN,,,,
CZ3857,,CZ3858,B5155,汕头-昆明,,D,B738,,2017/7/9 10:58,,33-计划,,REG,REG,,PAX,,,0,YAG,SWA,,,,
FM9541,,FM9542,B5185,郑州-昆明,,D,B738,,2017/7/9 10:35,,33-计划,,REG,REG,,PAX,,,0,CES,CGO,,,,
NS3269,,NS3270,B5212,石家庄-昆明,,D,B737,,2017/7/9 19:20,,33-计划,,REG,REG,,PAX,,,0,YAG,SJW,,,,
MF8405,,MF8406,B5218,厦门-昆明,,D,B737,,2017/7/9 10:45,,33-计划,,REG,REG,,PAX,,,3,YAG,XMN,,,,
MU5972,,,B5225,芒市-昆明,,D,B737,,2017/7/10 0:15,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
MU5984,,MU5712,B5225,保山-昆明,,D,B737,,2017/7/9 18:45,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5892,,MU5740,B5225,普洱-昆明,,D,B737,,2017/7/9 10:35,,33-计划,,REG,REG,,PAX,,,0,CES,SYM,,,,
MU5737,,MU5983,B5225,大理-昆明,,D,B737,,2017/7/9 14:25,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
MU5902,,,B5231,版纳-昆明,,D,B737,,2017/7/10 0:35,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5724,,MU5724,B5231,西安-昆明,,D,B737,,2017/7/9 19:50,,33-计划,,REG,REG,,PAX,,,0,CES,XIY,,,,
MU5723,,MU5723,B5231,版纳-昆明,,D,B737,,2017/7/9 12:15,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
CZ6601,,CZ6602,B5238,郑州-昆明,,D,B737,,2017/7/9 20:58,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
MU5990,,,B5242,重庆-昭通-昆明,ZAT,D,B737,,2017/7/9 18:20,,33-计划,,REG,REG,,PAX,,,0,CES,CKG,,,,
MU5962,,MU5989,B5242,临沧-昆明,,D,B737,,2017/7/9 10:45,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5733,,,B5243,丽江-昆明,,D,B737,,2017/7/9 22:25,,33-计划,,REG,REG,,PAX,,,0,CES,LJG,,,,
MU9756,,MU5717,B5245,保山-昆明,,D,B737,,2017/7/9 11:30,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5803,,MU5920,B5245,腾冲-昆明,,D,B737,,2017/7/9 17:00,,33-计划,,REG,REG,,PAX,,,0,CES,TCZ,,,,
8L9520,,8L9801,B5248,芒市-昆明,,D,B737,,2017/7/9 14:20,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
8L9852,,8L9851,B5249,腾冲-昆明,,D,B737,,2017/7/9 13:50,,33-计划,,REG,REG,,PAX,,,0,YAG,TCZ,,,,
MU5884,,MU5706,B5255,湛江-昆明,,D,B737,,2017/7/9 22:20,,33-计划,,REG,REG,,PAX,,,0,CES,ZHA,,,,
MU5844,,MU5883,B5255,成都-昆明,,D,B737,,2017/7/9 15:25,,33-计划,,REG,REG,,PAX,,,0,CES,CTU,,,,
MU5974,,MU2571,B5256,芒市-昆明,,D,B737,,2017/7/9 13:20,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
MU5747,,MU5973,B5256,版纳-昆明,,D,B737,,2017/7/9 8:35,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU2572,,,B5256,加德-昆明,,I,B737,,2017/7/9 23:30,,33-计划,,REG,REG,,PAX,,,0,CES,KTM,,,,
MU5461,,MU7184,B5257,温州-昆明,,D,B737,,2017/7/9 18:25,,33-计划,,REG,REG,,PAX,,,0,CES,WNZ,,,,
MU2143,,MU5462,B5257,太原-昆明,,D,B737,,2017/7/9 10:30,,33-计划,,REG,REG,,PAX,,,0,CES,TYN,,,,
MU7183,,MU2144,B5258,北京-昆明,,D,B737,,2017/7/9 15:40,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU758,,,B5259,加德-昆明,,I,B737,,2017/7/9 22:10,,33-计划,,REG,REG,,PAX,,,0,CES,KTM,,,,
MU5964,,MU757,B5259,临沧-昆明,,D,B737,,2017/7/9 13:35,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5711,,MU5963,B5259,版纳-昆明,,D,B737,,2017/7/9 9:55,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
FM9454,,FM9454,B5261,版纳-昆明,,D,B737,,2017/7/9 15:45,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
FM9453,,FM9453,B5261,上海-昆明,,D,B737,,2017/7/9 11:45,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
MU5743,,MU2561,B5263,保山-昆明,,D,B737,,2017/7/9 12:00,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU2562,,MU5803,B5263,琅勃-昆明,,I,B737,,2017/7/9 18:10,,33-计划,,REG,REG,,PAX,,,0,CES,LPQ,,,,
MU5910,,,B5265,版纳-昆明,,D,B737,,2017/7/10 1:15,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5763,,MU5909,B5265,大理-昆明,,D,B737,,2017/7/9 19:15,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
MU5928,,MU9743,B5267,文山-昆明,,D,B737,,2017/7/9 13:00,,33-计划,,REG,REG,,PAX,,,0,CES,WNH,,,,
MU5906,,,B5270,版纳-昆明,,D,B737,,2017/7/10 0:50,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU9737,,MU5905,B5270,芒市-昆明,,D,B737,,2017/7/9 19:15,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
8L9924,,8L9906,B5272,保山-昆明,,D,B737,,2017/7/9 22:50,,33-计划,,REG,REG,,PAX,,,1,YAG,BSD,,,,
8L9915,,8L9923,B5272,版纳-昆明,,D,B737,,2017/7/9 9:40,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
MU5922,,,B5276,丽江-昆明,,D,B737,,2017/7/9 23:55,,33-计划,,REG,REG,,PAX,,,0,CES,LJG,,,,
MU5988,Y,MU5743,B5276,保山-昆明,,D,B737,,2017/7/9 10:55,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5744,,MU5744,B5276,广州-昆明,,D,B737,,2017/7/9 19:25,,33-计划,,REG,REG,,PAX,,,0,CES,CAN,,,,
MU5944,,,B5282,大理-昆明,,D,B737,,2017/7/9 18:40,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
8L9712,,,B5292,汕头-桂林-昆明,KWL,D,B737,,2017/7/10 0:05,,33-计划,,REG,REG,,PAX,,,0,YAG,SWA,,,,
8L9905,,8L9841,B5292,版纳-昆明,,D,B737,,2017/7/9 7:50,,33-计划,,REG,REG,,PAX,,,1,YAG,JHG,,,,
8L9842,,8L9711,B5292,普洱-昆明,,D,B737,,2017/7/9 12:10,,33-计划,,REG,REG,,PAX,,,0,YAG,SYM,,,,
MU5826,,,B5293,桂林-昆明,,D,B737,,2017/7/9 14:00,,33-计划,,REG,REG,,PAX,,,0,CES,KWL,,,,
MU5748,,,B5295,天津-昆明,,D,B737,,2017/7/9 18:00,,33-计划,,REG,REG,,PAX,,,0,CES,TSN,,,,
ZH9411,,ZH9412,B5317,深圳-昆明,,D,B737,,2017/7/9 9:40,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
MF8641,,MF8476,B5319,泉州-珠海-昆明,ZUH,D,B738,,2017/7/9 19:05,,33-计划,,REG,REG,,PAX,,,0,YAG,JJN,,,,
8L9866,,,B5359,济南-昆明,,D,B738,,2017/7/9 14:40,,33-计划,,REG,REG,,PAX,,,0,YAG,TNA,,,,
ZH9455,,ZH9456,B5363,广州-昆明,,D,B738,,2017/7/9 21:30,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
HU7163,,HU7164,B5373,深圳-昆明,,D,B738,,2017/7/9 10:25,,33-计划,,REG,REG,,PAX,,,1,YAG,SZX,,,,
ZH9561,,ZH9562,B5381,南京-昆明,,D,B737,,2017/7/9 11:10,,33-计划,,REG,REG,,PAX,,,0,YAG,NKG,,,,
MF8475,,MF8642,B5382,福州-昆明,,D,B738,,2017/7/9 19:05,,33-计划,,REG,REG,,PAX,,,3,YAG,FOC,,,,
