FLT,RFC,REG,VIP,LKF,VI1,ITY,TAR,TOF,FSA,OPE,POP,RCP,NAT,SDT,FLX,MFF,SST,HDL,STA,ORG,ETA,TDT,ATA,ABP,CAR,STP
8L9905,版纳-昆明,B5268,,8L9841,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 7:50,JHG,,,,,,2017/7/5 6:50
8L9913,版纳-昆明,B5810,,,,B737,,D,33-计划,REG,REG,,PAX,2017/7/6,,,0,YAG,2017/7/6 1:40,JHG,,,,,,2017/7/6 0:40
8L9915,版纳-昆明,B5825,,8L9904,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:55,JHG,,,,,,2017/7/5 8:55
8L9922,沧源-昆明,B5823,,8L9875,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 13:55,CWJ,,,,,,2017/7/5 12:50
8L9942,大理-昆明,B6198,,8L9971,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 17:45,DLU,,,,,,2017/7/5 16:55
8L9946,成都-昆明,B5805,,,,B737,,D,33-计划,REG,REG,,PAX,2017/7/6,,,0,YAG,2017/7/6 1:30,CTU,,,,,,2017/7/5 23:50
8L9948,成都-昆明,B6947,,8L9979,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:45,CTU,,,,,,2017/7/5 13:10
8L9956,郑州-昆明,B6809,,8L9883,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 16:50,CGO,,,,,,2017/7/5 14:10
8L9958,武汉-昆明,B1825,,8L9889,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 12:40,WUH,,,,,,2017/7/5 10:20
8L9960,宁波-安庆-昆明,B6800,,,AQG,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 17:45,NGB,,,,,,2017/7/5 15:40
8L9966,三亚-昆明,B1586,,8L9855,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 12:35,SYX,,,,,,2017/7/5 10:30
8L9972,海口-昆明,B6198,,,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 23:40,HAK,,,,,,2017/7/5 21:45
8L9974,郑州-昆明,B7988,,,,B738,,D,33-计划,REG,REG,,PAX,2017/7/6,,,0,YAG,2017/7/6 1:10,CGO,,,,,,2017/7/5 22:30
8L9976,广州-昆明,B5409,,,,B738,,D,33-计划,REG,REG,,PAX,2017/7/6,,,0,YAG,2017/7/6 0:55,CAN,,,,,,2017/7/5 22:30
8L9980,深圳-昆明,B6947,,,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 22:30,SZX,,,,,,2017/7/5 19:55
8L9984,西安-昆明,B2677,,,,B738,,D,33-计划,REG,REG,,PAX,2017/7/6,,,0,YAG,2017/7/6 1:10,XIY,,,,,,2017/7/5 22:55
8L9986,呼和-太原-昆明,B8446,,,TYN,A320,,D,33-计划,REG,REG,,PAX,2017/7/6,,,0,YAG,2017/7/6 1:35,HET,,,,,,2017/7/5 22:45
8L9992,乌鲁-兰州-昆明,B1588,,,ZGC,B738,,D,33-计划,REG,REG,,PAX,2017/7/6,,,0,YAG,2017/7/6 1:20,URC,,,,,,2017/7/5 23:10
8L9994,西安-昆明,B1587,,8L9651,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 8:50,XIY,,,,,,2017/7/5 6:25
8L9996,银川-昆明,B6221,,8L9689,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 13:35,INC,,,,,,2017/7/5 10:50
9C8823,上海-遵义-昆明,B6667,,9C8824,ZYI,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:35,SHA,,,,,,2017/7/5 14:15
9C8937,石家庄-昆明,B9940,,9C8938,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 13:45,SJW,,,,,,2017/7/5 10:35
9C8953,上海-昆明,B6612,,9C8954,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 10:45,SHA,,,,,,2017/7/5 7:25
9C8961,上海-黔江-昆明,B8580,,9C8962,JIQ,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 18:10,SHA,,,,,,2017/7/5 16:25
A67106,南昌-昆明,B8318,,A67107,,A321,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 17:10,KHN,,,,,,2017/7/5 14:45
A67108,郑州-昆明,B8318,,,,A321,,D,33-计划,REG,REG,,PAX,2017/7/6,,,0,YAG,2017/7/6 1:35,CGO,,,,,,2017/7/5 22:45
A67114,长春-临沂-昆明,B8432,,,LYI,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 23:30,CGQ,,,,,,2017/7/5 20:15
AK101,吉隆坡-昆明,9MAFF,,AK100,,A320,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:55,KUL,,,,,,2017/7/5 13:00
B6186,版纳-昆明,B6186,,,,A318,,D,33-计划,REG,REG,,SPE,2017/7/5,,,0,UNK,2017/7/5 22:40,JHG,,,,,,2017/7/5 22:00
BK2716,南京-昆明,B6026,,BK2798,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:50,NKG,,,,,,2017/7/5 14:00
BK2744,版纳-昆明,B5562,,BK2898,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 17:15,JHG,,,,,,2017/7/5 16:15
BK2797,长沙-昆明,B6026,,BK2715,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:10,HHA,,,,,,2017/7/5 7:05
BK2897,天津-昆明,B5562,,BK2743,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 13:20,TSN,,,,,,2017/7/5 9:45
CA1403,北京-昆明,B1947,,CA1404,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 10:35,PEK,,,,,,2017/7/5 7:00
CA1467,天津-昆明,B5680,,CA1468,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 17:05,TSN,,,,,,2017/7/5 13:20
CA1481,天津-运城-昆明,B5229,,CA1488,YCU,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 13:50,TSN,,,,,,2017/7/5 11:15
CA1487,北京-达县-昆明,B5213,,CA1482,DAX,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:20,PEK,,,,,,2017/7/5 12:40
CA1751,杭州-昆明,B6032,,CA1956,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 10:30,HGH,,,,,,2017/7/5 7:25
CA1753,杭州-昆明,B6022,,CA1754,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 18:35,HGH,,,,,,2017/7/5 15:25
CA1937,上海-昆明,B6882,,CA1938,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:20,PVG,,,,,,2017/7/5 16:00
CA1955,温州-昆明,B6731,,CA1752,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 11:10,WNZ,,,,,,2017/7/5 8:00
CA415,成都-昆明,B6046,,CA415,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:15,CTU,,,,,,2017/7/5 7:40
CA416,仰光-昆明,B6046,,CA416,,A319,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:45,RGN,,,,,,2017/7/5 13:45
CA4172,北京-昆明,B8491,,CA4173,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 15:25,PEK,,,,,,2017/7/5 11:50
CA4174,北京-昆明,B8491,,,,A320,,D,33-计划,REG,REG,,PAX,2017/7/6,,,0,YAG,2017/7/6 1:15,PEK,,,,,,2017/7/5 21:40
CA4176,沈阳-昆明,B6846,,CA4460,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:30,SHE,,,,,,2017/7/5 12:10
CA4276,哈尔滨-昆明,B9926,,CA4275,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:20,HRB,,,,,,2017/7/5 9:40
CA4413,成都-昆明,B6915,,CA4414,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 12:05,CTU,,,,,,2017/7/5 10:30
CA4417,成都-昆明,B6822,,,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 22:30,CTU,,,,,,2017/7/5 20:45
CA4459,成都-昆明,B9918,,,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 23:15,CTU,,,,,,2017/7/5 21:40
CA8937,大连-武当山-昆明,B5553,,,WDS,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 22:30,DLC,,,,,,2017/7/5 20:25
CF9018,南京-昆明,B2824,,CF9017,,B757,,D,33-计划,REG,REG,,CGO,2017/7/5,,,0,UNK,2017/7/5 8:55,NKG,,,,,,2017/7/5 6:00
CZ3247,桂林-昆明,B1951,,CZ3248,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 13:48,KWL,,,,,,2017/7/5 12:20
CZ3409,广州-昆明,B6242,,CZ3410,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 10:43,CAN,,,,,,2017/7/5 8:20
CZ3415,广州-昆明,B5191,,CZ3416,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:03,CAN,,,,,,2017/7/5 11:35
CZ3419,广州-昆明,B2353,,,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 23:48,CAN,,,,,12,2017/7/5 21:25
CZ3431,海口-昆明,B8640,,CZ3432,,A321,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:48,HAK,,,,,,2017/7/5 8:05
CZ3449,广州-昆明,B6290,,CZ3450,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 17:33,CAN,,,,,,2017/7/5 15:10
CZ3451,深圳-昆明,B9952,,CZ3451,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:08,SZX,,,,,,2017/7/5 13:45
CZ3452,丽江-昆明,B9952,,CZ3452,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 20:08,LJG,,,,,,2017/7/5 19:15
CZ3459,深圳-昆明,B2395,,CZ3460,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 10:23,SZX,,,,,,2017/7/5 8:00
CZ3467,长沙-昆明,B6253,,CZ3468,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 20:23,HHA,,,,,,2017/7/5 18:25
CZ3469,武汉-昆明,B1737,,CZ3470,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:08,WUH,,,,,,2017/7/5 13:50
CZ3481,广州-昆明,B6209,,CZ3481,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:18,CAN,,,,,,2017/7/5 7:00
CZ3482,大理-昆明,B6209,,CZ3482,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 12:58,DLU,,,,,,2017/7/5 12:10
CZ3487,广州-昆明,B6018,,CZ3487,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:08,CAN,,,,,,2017/7/5 12:35
CZ3488,丽江-昆明,B6018,,CZ3488,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:08,LJG,,,,,,2017/7/5 18:05
CZ3489,广州-昆明,B5699,,CZ3490,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 20:58,CAN,,,,,,2017/7/5 18:30
CZ3491,郑州-昆明,B2169,,CZ3491,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 10:33,CGO,,,,,,2017/7/5 7:55
CZ3492,版纳-昆明,B2169,,CZ3492,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:23,JHG,,,,,,2017/7/5 13:25
CZ3495,郑州-昆明,B2696,,CZ3496,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:33,CGO,,,,,,2017/7/5 13:55
CZ3542,杭州-武汉-昆明,B5190,,,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/7/6,,,0,YAG,2017/7/6 0:08,HGH,,,,,,2017/7/5 21:55
CZ3677,上海-昆明,B6681,,CZ3678,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 10:53,PVG,,,,,,2017/7/5 7:40
CZ3747,珠海-昆明,B5740,,CZ3748,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 20:28,ZUH,,,,,,2017/7/5 18:40
CZ3857,汕头-昆明,B5721,,CZ3858,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 10:58,SWA,,,,,,2017/7/5 8:40
CZ3863,汕头-南宁-昆明,B5640,,CZ3864,NNG,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:53,SWA,,,,,,2017/7/5 18:35
CZ3901,北京-昆明,B6111,,CZ3902,,A333,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 12:23,PEK,,,,,,2017/7/5 9:05
CZ3997,北京-昆明,B6111,,,,A333,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 23:03,PEK,,,,,,2017/7/5 19:30
CZ6159,北京-昆明,B6098,,CZ6160,,A333,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 18:13,PEK,,,,,,2017/7/5 14:50
CZ6269,哈尔滨-西安-昆明,B6276,,CZ6270,XIY,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:43,HRB,,,,,,2017/7/5 12:30
CZ6369,郑州-昆明,B2620,,CZ6369,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:43,CGO,,,,,,2017/7/5 13:00
CZ6370,版纳-昆明,B2620,,CZ6370,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:53,JHG,,,,,,2017/7/5 18:55
CZ6403,沈阳-重庆-昆明,B6783,,CZ6404,CKG,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:38,SHE,,,,,,2017/7/5 13:05
CZ6415,沈阳-西安-昆明,B6815,,CZ6416,XIY,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 18:58,SHE,,,,,,2017/7/5 16:50
CZ6425,大连-武汉-昆明,B9916,,CZ6426,WUH,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 12:43,DLC,,,,,,2017/7/5 10:40
CZ6427,大连-长沙-昆明,B9951,,CZ6428,HHA,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:38,DLC,,,,,,2017/7/5 14:40
CZ6459,长春-重庆-昆明,B9915,,CZ6460,CKG,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:48,CGQ,,,,,,2017/7/5 13:20
CZ6561,义乌-昆明,B5157,,CZ6562,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:23,YIW,,,,,,2017/7/5 16:30
CZ6597,三亚-昆明,B8638,,CZ6598,,A321,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:58,SYX,,,,,,2017/7/5 17:50
CZ6601,郑州-昆明,B2622,,CZ6602,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 20:58,CGO,,,,,,2017/7/5 18:20
CZ6799,上海-昆明,B8869,,CZ6800,,A321,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 18:13,PVG,,,,,,2017/7/5 14:50
CZ6949,乌鲁-重庆-昆明,B7970,,CZ6950,CKG,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:38,URC,,,,,,2017/7/5 15:05
CZ6977,武汉-昆明,B5068,,CZ6978,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 20:43,WUH,,,,,,2017/7/5 18:25
CZ8509,长春-青岛-昆明,B6897,,,TAO,A322,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 23:13,CGQ,,,,,,2017/7/5 19:45
DR5314,天津-恩施-昆明,B7088,,,ENH,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 17:35,TSN,,,,,,2017/7/5 15:40
DR6502,芒市-昆明,B5811,,DR6503,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:55,LUM,,,,,,2017/7/5 14:55
DR6504,芒市-昆明,B5811,,DR6579,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:40,LUM,,,,,,2017/7/5 18:40
