FLT,REG,VIP,TAR,ITY,LKF,RFC,ORG,VI1,TOF,STP,ABP,STA,ETA,TDT,FSA,ATA,SDT,RCP,OPE,POP,CAR,NAT,FLX,MFF,SST,HDL
"3U8228","B6347","","","A320","","长春-南京-昆明","CGQ","NKG","D","2017/7/10 22:55","","1:50","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"UL828","","","","A320","UL829","科伦坡-昆明","CMB","","I","2017/7/10 21:20","","1:50","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"8L9974","B7991","","","B738","","郑州-昆明","CGO","","D","2017/7/10 23:00","","1:45","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"8L9913","B5825","","","B737","","版纳-昆明","JHG","","D","2017/7/11 0:40","","1:40","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"8L9870","B8732","","","A320","","青岛-武汉-昆明","TAO","WUH","D","2017/7/10 23:25","","1:40","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"8L9678","B8445","","","A320","","芽庄-昆明","CXR","","I","2017/7/10 23:00","","1:40","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"DR6562","B7866","","","B738","","沈阳-青岛-昆明","SHE","TAO","D","2017/7/10 22:05","","1:40","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"DR6512","B5829","","","B737","","版纳-昆明","JHG","","D","2017/7/11 0:30","","1:35","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"3U8824","B1820","","","A320","","南昌-昆明","KHN","","D","2017/7/10 23:15","","1:35","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"8L9986","B6015","","","B738","","呼和-太原-昆明","HET","TYN","D","2017/7/10 22:45","","1:35","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"3U8968","B6779","","","A320","","大连-重庆-昆明","DLC","CKG","D","2017/7/10 23:55","","1:30","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"8L9946","B5805","","","B737","","成都-昆明","CTU","","D","2017/7/10 23:50","","1:30","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"MU5720","B7600","","","B738","","北京-昆明","PEK","","D","2017/7/10 21:55","","1:30","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"MU5848","B2412","","","A320","","成都-昆明","CTU","","D","2017/7/10 23:45","","1:25","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"8L9992","B6016","","","B738","","乌鲁-兰州-昆明","URC","ZGC","D","2017/7/10 23:10","","1:20","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"MU5814","B6928","","","A320","","上海-昆明","SHA","","D","2017/7/10 22:00","","1:20","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"MU5910","B5815","","","B737","","版纳-昆明","JHG","","D","2017/7/11 0:10","","1:15","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"CA4174","B6847","","","A320","","北京-昆明","PEK","","D","2017/7/10 21:40","","1:15","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"QG8816","PK-GQL","","","A320","QG8815","巴厘岛-昆明","DPS","","I","2017/7/10 19:20","","1:15","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"8L9984","B6943","","","A320","","西安-昆明","XIY","","D","2017/7/10 22:55","","1:10","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"SC8835","B7885","","","B738","","青岛-景德镇-昆明","TAO","JDZ","D","2017/7/10 22:55","","1:10","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"8L9690","B2677","","","B738","","合肥-昆明","HFE","","D","2017/7/10 22:30","","1:10","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"DR6560","B1593","","","B738","","大连-太原-昆明","DLC","TYN","D","2017/7/10 22:10","","1:00","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"A67120","B8318","","","A321","","呼和-南京-昆明","HET","NKG","D","2017/7/10 22:00","","1:00","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"SC4925","B7975","","","B738","","济南-昆明","TNA","","D","2017/7/10 21:45","","1:00","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"MI918","9VSLM","","","A320","MI917","新加坡-昆明","SIN","","I","2017/7/10 21:00","","1:00","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"8L9976","B7167","","","B738","","广州-昆明","CAN","","D","2017/7/10 22:30","","0:55","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"MU5704","B5701","","","B738","","北京-济宁-昆明","PEK","JNG","D","2017/7/10 21:55","","0:55","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"HU7311","B5661","","","B738","","北京-昆明","PEK","","D","2017/7/10 21:30","","0:55","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"MU5906","B5255","","","B737","","版纳-昆明","JHG","","D","2017/7/10 23:50","","0:50","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"KY8248","B5026","","","B737","","芒市-昆明","LUM","","D","2017/7/10 23:45","","0:50","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"MU5913","B5267","","","B737","","版纳-昆明","JHG","","D","2017/7/10 23:45","","0:50","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"MU5766","B1792","","","B738","","大连-郑州-昆明","DLC","CGO","D","2017/7/10 22:05","","0:50","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"8L9890","B6221","","","A319","","上海-昆明","PVG","","D","2017/7/10 21:35","","0:50","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"KY8232","B7870","","","B737","","丽江-昆明","LJG","","D","2017/7/10 23:45","","0:45","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"KY8250","B7872","","","B737","","丽江-版纳-昆明","LJG","JHG","D","2017/7/10 23:35","","0:40","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"MU5772","B1702","","","B738","","广州-昆明","CAN","","D","2017/7/10 22:10","","0:40","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"8L9884","B5359","","","B738","","南京-昆明","NKG","","D","2017/7/10 21:50","","0:40","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"MU5902","B5282","","","B737","","版纳-昆明","JHG","","D","2017/7/10 23:30","","0:35","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"MU5916","B5802","","","B737","","版纳-昆明","JHG","","D","2017/7/10 23:30","","0:35","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"DR6592","B1960","","","B738","","西安-昆明","XIY","","D","2017/7/10 22:15","","0:35","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"8L9876","B5407","","","B738","","厦门-昆明","XMN","","D","2017/7/10 21:50","","0:35","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"HO1093","B6572","","","A320","","上海-昆明","SHA","","D","2017/7/10 21:05","","0:35","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"GJ8661","B8335","","","A320","","杭州-贵阳-昆明","HGH","KWE","D","2017/7/10 23:20","","0:30","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"DR6522","B1595","","","B738","","成都-昆明","CTU","","D","2017/7/10 22:50","","0:30","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"8L9872","B6947","","","A320","","宁波-宜昌-昆明","NGB","YIH","D","2017/7/10 22:30","","0:30","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"8L9598","B6800","","","B738","","曼谷-昆明","BKK","","I","2017/7/10 22:10","","0:30","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"MU2785","B1655","","","A320","","南京-昆明","NKG","","D","2017/7/10 21:30","","0:30","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"MU748","B6149","","","B738","","大阪-上海-昆明","KIX","PVG","M","2017/7/10 21:05","","0:25","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"KY8240","B1507","","","B738","","青岛-昆明","TAO","","D","2017/7/10 20:50","","0:25","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"DR6516","B5830","","","B737","","天津-襄阳-昆明","TSN","XFN","D","2017/7/10 22:30","","0:20","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"MU5750","B6146","","","B738","","盐城-长沙-昆明","YNZ","HHA","D","2017/7/10 22:10","","0:20","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"DR6538","B1597","","","B738","","兰州-昆明","ZGC","","D","2017/7/10 22:05","","0:20","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"8L9898","B8446","","","A320","","温州-昆明","WNZ","","D","2017/7/10 21:10","","0:20","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"MU5708","B1791","","","B738","","北京-昆明","PEK","","D","2017/7/10 20:40","","0:20","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"MU5972","B5243","","","B737","","芒市-昆明","LUM","","D","2017/7/10 23:15","","0:15","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"MU5746","B5756","","","B738","","三亚-昆明","SYX","","D","2017/7/10 22:10","","0:15","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"KY8270","B1459","","","B737","","丽江-版纳-昆明","LJG","JHG","D","2017/7/10 22:55","","0:10","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"KY8334","B5702","","","B738","","大连-西安-昆明","DLC","XIY","D","2017/7/10 21:45","","0:10","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"MU5824","B7592","","","B738","","郑州-昆明","CGO","","D","2017/7/10 21:25","","0:10","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","CES"
"QW9855","B8986","","","A320","","青岛-屯溪-昆明","TAO","TXN","D","2017/7/10 21:20","","0:10","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"SC8844","B7668","","","B738","","大阪-济南-昆明","KIX","TNA","M","2017/7/10 20:50","","0:10","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"CZ3542","B5340","","","B738","","杭州-武汉-昆明","HGH","WUH","D","2017/7/10 21:55","","0:08","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"3U8246","B6175","","","A319","","合肥-昆明","HFE","","D","2017/7/10 21:20","","0:05","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"KY8266","B5025","","","B737","","杭州-昆明","HGH","","D","2017/7/10 20:55","","0:05","","","33-计划","","2017/7/11","","REG","REG","","PAX","","","00","YAG"
"MU5922","B5276","","","B737","","丽江-昆明","LJG","","D","2017/7/10 22:55","","23:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"DR6534","B7867","","","B738","","武汉-昆明","WUH","","D","2017/7/10 21:45","","23:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"DR6524","B5811","","","B737","","丽江-昆明","LJG","","D","2017/7/10 22:55","","23:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"KY8302","B2679","","","B737","","惠州-昆明","HUZ","","D","2017/7/10 21:30","","23:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ3419","B6826","","","A320","","广州-昆明","CAN","","D","2017/7/10 21:25","","23:48","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5846","B5807","","","B737","","成都-昆明","CTU","","D","2017/7/10 22:10","","23:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MF8429","B5563","","","B738","","厦门-昆明","XMN","","D","2017/7/10 20:55","","23:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"3U8202","B1886","","","A320","","上海-昆明","PVG","","D","2017/7/10 20:25","","23:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5932","B5819","","","B737","","迪庆-昆明","DIG","","D","2017/7/10 22:35","","23:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"3U8667","B8329","","","A320","","成都-昆明","CTU","","D","2017/7/10 22:05","","23:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"8L9972","B6198","","","A319","","海口-昆明","HAK","","D","2017/7/10 21:45","","23:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"ZH9415","B5400","","","B738","","深圳-昆明","SZX","","D","2017/7/10 21:00","","23:35","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU2572","B6141","","","B737","","加德-昆明","KTM","","I","2017/7/10 20:20","","23:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"SC8885","B7086","","","B738","SC8885","乌鲁-昆明","URC","","D","2017/7/10 19:20","","23:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"KY8210","B7871","","","B737","","版纳-昆明","JHG","","D","2017/7/10 22:20","","23:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"8L9712","B6809","","","B738","","汕头-桂林-昆明","SWA","KWL","D","2017/7/10 21:50","","23:25","","","33-计划","","2017/7/10","","REG","REG","14","PAX","","","00","YAG"
"ZH9714","B9909","","","A322","","沈阳-太原-昆明","SHE","TYN","D","2017/7/10 20:20","","23:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5726","B7170","","","B738","","乌鲁-昆明","URC","","D","2017/7/10 19:25","","23:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU2264","B1907","","","B738","","沈阳-西安-昆明","SHE","XIY","D","2017/7/10 21:00","","23:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5078","B9941","","","A320","","曼谷-昆明","BKK","","I","2017/7/10 20:50","","23:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"KY8298","B2678","","","B737","","长春-石家庄-昆明","CGQ","SJW","D","2017/7/10 20:10","","23:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CA4459","B1686","","","A320","","成都-昆明","CTU","","D","2017/7/10 21:40","","23:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ8509","B6897","","","A322","","长春-青岛-昆明","CGQ","TAO","D","2017/7/10 19:45","","23:13","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU2995","B6757","","","A320","","无锡-重庆-昆明","WUX","CKG","D","2017/7/10 21:30","","23:10","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"KY8206","B2667","","","B737","","哈尔滨-济南-昆明","HRB","TNA","D","2017/7/10 19:55","","23:10","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5782","B1908","","","B738","","厦门-昆明","XMN","","D","2017/7/10 20:25","","23:05","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"SC8830","B1508","","","B738","SC8830","德里-昆明","DEL","","I","2017/7/10 18:15","","23:05","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ3997","B6098","","","A333","","北京-昆明","PEK","","D","2017/7/10 19:30","","23:03","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5834","B5097","","","B737","","兰州-昆明","ZGC","","D","2017/7/10 20:50","","23:00","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5804","B5809","","","B737","","上海-昆明","SHA","","D","2017/7/10 19:45","","23:00","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5930","B2640","","","B737","","文山-昆明","WNH","","D","2017/7/10 21:50","","22:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5986","B5242","","","B737","","保山-昆明","BSD","","D","2017/7/10 21:50","","22:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"KY8234","B6491","","","B738","","太原-昆明","TYN","","D","2017/7/10 20:00","","22:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5455","B2415","","","A320","","宁波-昆明","NGB","","D","2017/7/10 19:55","","22:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5369","B5902","","","A33E","","上海-昆明","PVG","","D","2017/7/10 19:35","","22:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"ZH9451","B5363","","","B738","","广州-昆明","CAN","","D","2017/7/10 20:05","","22:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"8L9892","B7988","","","B738","","大连-武汉-昆明","DLC","WUH","D","2017/7/10 20:30","","22:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"KY8282","B1991","","","B738","","上海-昆明","PVG","","D","2017/7/10 19:15","","22:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5854","B7589","","","B738","","成都-昆明","CTU","","D","2017/7/10 21:00","","22:35","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"GJ8690","B8148","","","A320","","长春-徐州-昆明","CGQ","XUZ","D","2017/7/10 19:40","","22:35","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"3U8762","B1822","","","A320","","无锡-昆明","WUX","","D","2017/7/10 19:25","","22:35","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CA4417","B6828","Y","","A320","","成都-昆明","CTU","","D","2017/7/10 20:45","","22:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CA8937","B5850","","","B738","","大连-武当山-昆明","DLC","WDS","D","2017/7/10 20:25","","22:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"8L9980","B1565","","","B737","8L9945","深圳-昆明","SZX","","D","2017/7/10 19:55","","22:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5810","B7591","","","B738","","上海-昆明","SHA","","D","2017/7/10 19:10","","22:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5733","B5263","","","B737","","丽江-昆明","LJG","","D","2017/7/10 21:30","","22:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5914","B5231","","","B737","MU5706","版纳-昆明","JHG","","D","2017/7/10 21:20","","22:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"3U8958","B6955","","","A320","","台北-昆明","TPE","","R","2017/7/10 19:10","","22:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"KY8276","B6492","","","B738","","济南-昆明","TNA","","D","2017/7/10 19:05","","22:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"EU2226","B6163","","","A319","EU2224","版纳-昆明","JHG","","D","2017/7/10 21:15","","22:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU2245","B1815","","","A320","MU2246","西宁-昆明","XNN","","D","2017/7/10 19:50","","22:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU555","B6870","Y","114","A320","","杭州-昆明","HGH","","D","2017/7/10 19:00","","22:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5706","B5921","","","A33E","MU777","北京-昆明","PEK","","D","2017/7/10 18:40","","22:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU2493","B5731","","","B738","MU2498","武汉-昆明","WUH","","D","2017/7/10 19:55","","22:10","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5822","B5796","","","B738","","哈尔滨-东胜-昆明","HRB","DSN","D","2017/7/10 19:20","","22:10","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"8L9804","B5823","","","B737","8L9801","丽江-昆明","LJG","","D","2017/7/10 21:05","","22:05","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"8L9903","B5825","","","B737","8L9914","版纳-昆明","JHG","","D","2017/7/10 21:00","","22:05","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"DR6578","B6109","","","B737","","沈阳-榆林-昆明","SHE","UYN","D","2017/7/10 19:10","","22:05","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"KE885","HL8225","","","B738","KE886","首尔-昆明","ICN","","I","2017/7/10 18:30","","22:05","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5646","B6333","","","A320","MU5646","版纳-昆明","JHG","","D","2017/7/10 20:50","","22:00","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"KY8342","B2669","","","B737","","南宁-厦门-昆明","NNG","XMN","D","2017/7/10 19:15","","22:00","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"3U8848","B6322","","","A320","","哈尔滨-郑州-昆明","HRB","CGO","D","2017/7/10 19:05","","21:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"DR6506","B5829","","","B737","DR6511","芒市-昆明","LUM","","D","2017/7/10 20:25","","21:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"KY8222","B6493","","","B738","","重庆-昆明","CKG","","D","2017/7/10 20:05","","21:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"HU7889","B7618","","","B738","HU7890","深圳-昆明","SZX","","D","2017/7/10 19:05","","21:35","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU2765","B6891","","","A320","","长春-南京-昆明","CGQ","NKG","D","2017/7/10 18:35","","21:35","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU9714","B2503","","","B737","","武汉-宜宾-昆明","WUH","YBP","D","2017/7/10 20:25","","21:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"SC4719","B5543","","","B738","SC4720","重庆-昆明","CKG","","D","2017/7/10 19:55","","21:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"ZH9455","B6312","","","A320","","广州-昆明","CAN","","D","2017/7/10 18:50","","21:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5898","B2502","","","B737","","普洱-昆明","SYM","","D","2017/7/10 20:20","","21:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5850","B1789","","","B738","MU555","成都-昆明","CTU","","D","2017/7/10 19:45","","21:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5738","B5795","","","B738","MU5733","广州-昆明","CAN","","D","2017/7/10 19:00","","21:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"FU6509","B1559","","","B738","FU6510","福州-昆明","FOC","","D","2017/7/10 18:15","","21:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU9732","B5828","","","B737","MU9732","拉萨-昆明","LXA","","D","2017/7/10 18:55","","21:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5617","B6878","","","A322","MU5618","南昌-昆明","KHN","","D","2017/7/10 18:45","","21:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5145","B1775","","","B738","MU5230","太原-昆明","TYN","","D","2017/7/10 18:20","","21:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"3U8930","B6772","","","A320","","沈阳-长沙-昆明","SHE","HHA","D","2017/7/10 18:55","","21:10","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"DZ6314","B6981","","","B738","DZ6312","南通-长沙-昆明","NTG","HHA","D","2017/7/10 19:00","","21:05","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ6923","B2395","","","A320","CZ6924","深圳-昆明","SZX","","D","2017/7/10 18:40","","21:03","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"8L9656","B7990","","","B738","8L9555","哈尔滨-忻州-昆明","HRB","WUT","D","2017/7/10 18:05","","21:00","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ3489","B6622","","","A321","CZ3490","广州-昆明","CAN","","D","2017/7/10 18:30","","20:58","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ6601","B2622","","","B737","CZ6602","郑州-昆明","CGO","","D","2017/7/10 18:20","","20:58","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"KY8244","B5026","","","B737","KY8247","普洱-昆明","SYM","","D","2017/7/10 19:50","","20:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"OQ2357","B6641","","","A320","OQ2358","重庆-昆明","CKG","","D","2017/7/10 19:25","","20:53","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"3U8222","B6388","","","A320","3U8724","福州-南宁-昆明","FOC","NNG","D","2017/7/10 19:35","","20:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ6977","B5069","","","B737","CZ6978","武汉-昆明","WUH","","D","2017/7/10 18:25","","20:43","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5463","B8973","","","A320","MU5450","上海-合肥-昆明","PVG","HFE","D","2017/7/10 17:50","","20:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5926","B5295","","","B737","","丽江-昆明","LJG","","D","2017/7/10 19:30","","20:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU2361","B1858","","","A325","MU2362","西安-昆明","XIY","","D","2017/7/10 18:15","","20:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"8L9846","B5732","","","B738","8L9993","杭州-赣州-昆明","HGH","KOW","D","2017/7/10 18:15","","20:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ3747","B5166","","","B738","CZ3748","珠海-昆明","ZUH","","D","2017/7/10 18:40","","20:28","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ3467","B6976","","","A320","CZ3468","长沙-昆明","HHA","","D","2017/7/10 18:25","","20:23","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5818","B6145","","","B738","","上海-兴义-昆明","SHA","ACX","D","2017/7/10 19:25","","20:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5229","B1933","","","B738","MU5146","温州-昆明","WNZ","","D","2017/7/10 17:15","","20:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"8L9888","B8731","","","A320","8L9987","上海-宜春-昆明","SHA","YIC","D","2017/7/10 18:05","","20:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5734","B5817","","","B737","","广州-昆明","CAN","","D","2017/7/10 17:40","","20:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"8L9644","B5272","","","B737","8L9906","芒市-昆明","LUM","","D","2017/7/10 19:05","","20:10","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
