FLT,REG,VIP,TAR,ITY,LKF,RFC,ORG,VI1,TOF,STP,ABP,STA,ETA,TDT,FSA,ATA,SDT,RCP,OPE,POP,CAR,NAT,FLX,MFF,SST,HDL
"MU2497","B1965","","","B738","MU2494","武汉-昆明","WUH","","D","2017/7/10 7:55","","10:10","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU2181","B8119","Y","312","A320","MU2182","西安-昆明","XIY","","D","2017/7/10 7:50","","10:10","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5740","B1908","","","B738","MU5843","广州-昆明","CAN","","D","2017/7/10 7:35","","10:05","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"KN2381","B1523","","","B738","KN5212","石家庄-昆明","SJW","","D","2017/7/10 6:50","","10:00","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"3U8034","B8329","","","A320","3U8668","丽江-昆明","LJG","","D","2017/7/10 8:55","","9:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5711","B5255","","","B737","MU5989","版纳-昆明","JHG","","D","2017/7/10 8:50","","9:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"8L9988","B6947","","","A320","8L9871","北京-昆明","PEK","","D","2017/7/10 6:20","","9:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5469","B1613","","","A320","MU5470","南昌-昆明","KHN","","D","2017/7/10 7:20","","9:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"QV815","RDPL34223","","","A320","QV816","万象-昆明","VTE","","I","2017/7/10 7:20","","9:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"SC4769","B1986","","","B738","SC4770","厦门-昆明","XMN","","D","2017/7/10 7:10","","9:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CZ3431","B1625","","","A321","CZ3432","海口-昆明","HAK","","D","2017/7/10 8:05","","9:48","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"8L9652","B1798","","","B738","8L9955","郑州-昆明","CGO","","D","2017/7/10 7:05","","9:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"SC8829","B1508","","","B738","SC8829","青岛-昆明","TAO","","D","2017/7/10 6:10","","9:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"8L9915","B6221","","","A319","8L9519","版纳-昆明","JHG","","D","2017/7/10 8:40","","9:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU2756","B8017","","","A319","MU2756","版纳-昆明","JHG","","D","2017/7/10 8:40","","9:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"ZH9411","B5400","","","B738","ZH9412","深圳-昆明","SZX","","D","2017/7/10 7:10","","9:40","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU2495","B7031","","","B738","MU2496","成都-昆明","CTU","","D","2017/7/10 7:55","","9:35","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"HU7087","B5478","","","B738","HU7088","海口-昆明","HAK","","D","2017/7/10 7:40","","9:35","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU2249","B6871","","","A320","MU2250","兰州-昆明","ZGC","","D","2017/7/10 7:15","","9:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5764","B1792","","","B738","MU5765","深圳-昆明","SZX","","D","2017/7/10 6:55","","9:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU2359","B1815","","","A320","MU2360","西宁-昆明","XNN","","D","2017/7/10 7:05","","9:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"CZ3481","B6203","","","A319","CZ3481","广州-昆明","CAN","","D","2017/7/10 7:00","","9:18","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CA415","B6038","","","A319","CA415","成都-昆明","CTU","","D","2017/7/10 7:40","","9:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"KY8286","B6493","","","B738","KY8273","广州-昆明","CAN","","D","2017/7/10 6:45","","9:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"BK2797","B6026","","","B738","BK2715","长沙-昆明","HHA","","D","2017/7/10 7:05","","9:10","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"BDJ273","B8273","","","G550","BDJ275","北京-昆明","PEK","","D","2017/7/10 6:00","","9:10","","","33-计划","","2017/7/10","","REG","REG","","SPE","","","00","YAG"
"MU2567","B5527","","","B738","MU2567","广州-昆明","CAN","","D","2017/7/10 6:30","","9:05","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"3U8661","B6347","","","A320","3U8227","成都-昆明","CTU","","D","2017/7/10 7:20","","9:00","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5852","B7600","","","B738","MU5759","成都-昆明","CTU","","D","2017/7/10 7:10","","8:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"DZ6311","B6981","","","B738","DZ6313","珠海-昆明","ZUH","","D","2017/7/10 7:00","","8:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"CF9018","B2824","","","B757","CF9017","南京-昆明","NKG","","D","2017/7/10 6:00","","8:55","","","33-计划","","2017/7/10","","REG","REG","","CGO","","","00","UNK"
"8L9556","B7988","","","B738","8L9891","海口-昆明","HAK","","D","2017/7/10 7:00","","8:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"8L9994","B5407","","","B738","8L9947","西安-昆明","XIY","","D","2017/7/10 6:25","","8:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"3U8206","B1881","","","A320","3U8205","广州-昆明","CAN","","D","2017/7/10 6:15","","8:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"OQ2327","B6641","","","A320","OQ2328","重庆-昆明","CKG","","D","2017/7/10 7:15","","8:43","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5747","B5242","","","B737","MU5963","版纳-昆明","JHG","","D","2017/7/10 7:30","","8:35","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"8L9856","B1586","","","B738","8L9651","绵阳-昆明","MIG","","D","2017/7/10 7:05","","8:35","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5449","B8973","","","A320","MU5464","重庆-昆明","CKG","","D","2017/7/10 6:50","","8:25","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"EU2223","B6163","","","A319","EU2721","成都-昆明","CTU","","D","2017/7/10 6:45","","8:20","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"8L9802","B1565","","","B737","8L9921","丽江-昆明","LJG","","D","2017/7/10 7:15","","8:15","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"8L9584","B6016","","","B738","8L9991","马尼拉-昆明","MNL","","I","2017/7/10 4:40","","8:05","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"PN6393","B9949","","","A320","PN6393","重庆-昆明","CKG","","D","2017/7/10 6:10","","7:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"8L9905","B5272","","","B737","8L9643","版纳-昆明","JHG","","D","2017/7/10 6:50","","7:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"MU5094","B1609","","","A320","MU5094","新加坡-昆明","SIN","","I","2017/7/10 3:30","","7:30","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"SC8886","B1745","","","B738","SC8886","曼谷-昆明","BKK","","I","2017/7/10 4:05","","5:55","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","YAG"
"UW9942","B2325","","","A306","","达卡-昆明","DAC","","I","2017/7/10 3:55","","5:55","","","33-计划","","2017/7/10","","REG","REG","","CGO","","","00","YAG"
"MU2592","B1861","","","A320","MU5456","普吉-昆明","HKT","","I","2017/7/10 2:55","","5:50","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU556","B1790","","","B738","MU5811","加尔-昆明","CCU","","I","2017/7/10 3:00","","5:45","","","33-计划","","2017/7/10","","REG","REG","","PAX","","","00","CES"
"MU5878","B2639","","","B737","","杭州-昆明","HGH","","D","2017/7/10 18:45","","21:55","","","","","2017/7/10","","REG","REG","","PAX","","","00","CES"
