FLT,RFC,REG,VIP,LKF,VI1,ITY,TAR,TOF,FSA,OPE,POP,RCP,NAT,SDT,FLX,MFF,SST,HDL,STD,DES
3U8761,昆明-无锡,B1661,,3U8948,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 15:10,WUX
3U8767,昆明-南宁-温州,B6953,,3U8222,NNG,A320,316,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:00,WNZ
3U8807,昆明-徐州-沈阳,B1820,,3U8902,XUZ,A320,314,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:50,SHE
3U8817,昆明-丽江-拉萨,B6045,,3U8818,LJG,A319,533,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:30,LXA
3U8823,昆明-南昌,B8329,,3U8670,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 19:45,KHN
3U8837,昆明-万州-北京,B6697,,3U8838,WXN,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 14:15,PEK
3U8865,昆明-宁波,B8657,,3U8528,,A320,317,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:20,NGB
3U8947,昆明-济南,B1661,,3U8762,,A320,151,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 6:55,TNA
3U8967,昆明-重庆-大连,B1885,,3U8723,CKG,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 12:55,DLC
8L9545,昆明-太原-大同,B2677,,8L9972,TYN,B738,168,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:10,DAT
8L9555,昆明-海口,B5409,,8L9624,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 23:10,HAK
8L9557,昆明-锦州-哈尔滨,B5732,,,JNZ,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 6:10,HRB
8L9585,昆明-南宁-巴厘岛,B7167,,8L9584,NNG,B738,718,M,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:10,DPS
8L9623,昆明-杭州,B5409,,8L9652,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 10:45,HGH
8L9637,昆明-苏梅岛,B6221,,8L9842,,A319,,I,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 12:30,USM
8L9643,昆明-芒市,B5249,,8L9905,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 8:55,LUM
8L9647,昆明-淮安-天津,B1825,,8L9986,HIA,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:10,TSN
8L9651,昆明-郑州,B7991,,8L9892,,B738,716,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 9:50,CGO
8L9679,昆明-槟城,B5407,,8L9966,,B738,,I,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 15:55,PEN
8L9685,昆明-凯里-郑州,B5272,,8L9976,KJH,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:00,CGO
8L9689,昆明-合肥,B7992,,8L9874,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 18:45,HFE
8L9711,昆明-桂林-汕头,B5810,,8L9915,KWL,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 13:55,SWA
8L9747,昆明-宿务市,B8445,,8L9988,,A320,,I,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 14:15,CEB
8L9801,昆明-丽江,B5272,,8L9913,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 22:55,LJG
8L9803,昆明-丽江,B1563,,8L9946,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:15,LJG
8L9827,昆明-泸沽湖,B5806,,8L9850,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 11:05,NLH
8L9841,昆明-普洱,B6221,,8L9984,,A319,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 9:00,SYM
8L9849,昆明-迪庆,B5806,,8L9998,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:05,DIG
8L9855,昆明-绵阳,B7988,,8L9948,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 15:55,MIG
8L9857,昆明-腾冲,B5248,Y,8L9932,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 15:00,TCZ
8L9863,昆明-重庆-徐州,B8446,,8L9678,CKG,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:00,XUZ
8L9865,昆明-济南,B5359,,8L9898,,B738,323,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:10,TNA
8L9869,昆明-武汉-青岛,B1586,,8L9856,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 14:20,TAO
8L9871,昆明-宜昌-宁波,B6800,,8L9598,YIH,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 12:55,NGB
8L9873,昆明-赣州-杭州,B7992,,8L9870,KOW,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:00,HGH
8L9883,昆明-南京,B2677,,8L9546,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 18:00,NKG
8L9885,昆明-徐州,B6016,,8L9884,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 9:10,XUZ
8L9887,昆明-宜春-上海,B1798,,8L9980,YIC,B738,544,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 8:30,SHA
8L9889,昆明-上海,B6809,,8L9958,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 16:55,PVG
8L9891,昆明-武汉-大连,B7989,,8L9556,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 10:00,DLC
8L9893,昆明-珠海,B6198,,8L9911,,A319,322,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:15,ZUH
8L9904,昆明-版纳,B5806,,8L9828,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 15:10,JHG
8L9906,昆明-版纳,B5292,,8L9942,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 22:55,JHG
8L9912,昆明-版纳,B5248,,8L9858,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 22:40,JHG
8L9914,昆明-版纳,B5272,,8L9686,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 18:00,JHG
8L9916,昆明-版纳,B5810,,8L9802,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 10:05,JHG
8L9931,昆明-芒市,B5249,,8L9934,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 17:30,LUM
8L9933,昆明-腾冲,B5249,,8L9644,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 13:20,TCZ
8L9935,昆明-芒市,B6198,,8L9894,,A319,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 13:05,LUM
8L9941,昆明-大理,B5292,,8L9913,,B737,719,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 6:50,DLU
8L9945,昆明-成都,B1563,,8L9804,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 23:55,CTU
8L9947,昆明-成都,B7988,,8L9994,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 10:25,CTU
8L9955,昆明-郑州,B1798,,8L9888,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 21:55,CGO
8L9957,昆明-武汉,B6809,,8L9974,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:10,WUH
8L9965,昆明-三亚,B5407,,8L9992,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:15,SYX
8L9971,昆明-海口,B8446,,8L9864,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 18:45,HAK
8L9973,昆明-郑州,B7990,,8L9876,,B738,167,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 7:05,CGO
8L9979,昆明-深圳,B5359,,8L9866,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 16:20,SZX
8L9983,昆明-西安,B1588,,8L9956,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 19:30,XIY
8L9985,昆明-太原-呼和,B6943,,8L9996,TYN,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 15:30,HET
8L9987,昆明-北京,B1825,,8L9648,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 21:30,PEK
8L9993,昆明-西安,B5732,,8L9558,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 22:00,XIY
8L9995,昆明-银川,B6943,,8L9890,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 7:45,INC
9C8596,昆明-绵阳-沈阳,B6705,,9C8595,MIG,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 20:35,SHE
9C8730,昆明-扬州,B6708,,9C8729,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 18:40,YTY
9C8824,昆明-遵义-上海,B6707,,9C8823,ZYI,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 16:35,SHA
9C8830,昆明-常德-上海,B6612,,9C8829,CGD,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 19:35,SHA
9C8938,昆明-石家庄,B8000,,9C8937,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 14:50,SJW
9C8954,昆明-上海,B6646,,9C8953,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 12:45,SHA
A67105,昆明-南昌,B8285,,A67108,,A321,149,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 9:40,KHN
A67107,昆明-郑州,B8318,,A67106,,A321,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 18:25,CGO
AK100,昆明-吉隆坡,9MAFF,,AK101,,A320,,I,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 17:55,KUL
BK2798,昆明-长沙,B1732,,BK2797,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 18:10,HHA
CA1402,昆明-天津,B1418,,CA1401,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 20:20,TSN
CA1404,昆明-北京,B5500,,CA1403,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 11:40,PEK
CA1468,昆明-天津,B5510,,CA1467,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 18:05,TSN
CA1482,昆明-运城-天津,B5228,,CA1481,YCU,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 13:50,TSN
CA1488,昆明-达县-北京,B5229,,CA1487,DAX,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 15:25,PEK
CA1752,昆明-杭州,B6677,,CA1955,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 12:20,HGH
CA1754,昆明-杭州,B6733,,CA1753,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 19:40,HGH
CA1938,昆明-上海,B6882,,CA1937,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 20:25,PVG
CA1956,昆明-温州,B6023,,CA1751,,A319,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 12:05,WNZ
CA1988,昆明-温州,B8429,,CA1987,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 21:10,WNZ
CA415,昆明-仰光,B6468,Y,CA415,,A319,,I,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 10:45,RGN
CA416,昆明-成都,B6468,,CA416,,A319,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 17:05,CTU
CA4171,昆明-北京,B8490,,CA4459,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 7:20,PEK
CA4173,昆明-北京,B8490,,CA4172,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 17:05,PEK
CA4175,昆明-沈阳,B6793,,CA4417,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:20,SHE
CA4275,昆明-哈尔滨,B1852,,CA4276,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 15:35,HRB
CA4414,昆明-成都,B8338,,CA4413,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 13:25,CTU
CA4418,昆明-成都,B8491,,CA4174,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 8:40,CTU
CA4460,昆明-成都,B6793,,CA4176,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,1,YAG,2017/6/17 21:05,CTU
CA8930,昆明-郑州-大连,B5642,,CA8937,CGO,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 10:25,DLC
CF9017,昆明-南京,B2824,,CF9018,,B757,,D,33-计划,REG,REG,,CGO,2017/6/18,,,0,UNK,2017/6/18 0:05,NKG
CZ3248,昆明-桂林,B6195,,CZ3482,,A319,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 15:00,KWL
CZ3408,昆明-广州,B2169,,CZ6369,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 17:35,CAN
CZ3410,昆明-广州,B2351,,CZ3459,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 11:55,CAN
CZ3416,昆明-广州,B9912,,CZ6425,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 15:00,CAN
CZ3432,昆明-海口,B2345,,OQ2327,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 10:55,HAK
CZ3460,昆明-深圳,B6195,,CZ3481,,A319,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 11:35,SZX
CZ3468,昆明-长沙,B8640,,CZ6597,,A321,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 21:30,HHA
CZ3470,昆明-武汉,B6020,,CZ3487,,A319,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 17:15,WUH
CZ3481,昆明-大理,B6098,Y,CZ3997,,A333,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 10:30,DLU
CZ3482,昆明-广州,B6111,,CZ3901,,A333,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 14:10,CAN
CZ3487,昆明-丽江,B6243,,CZ6269,,A319,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 16:15,LJG
CZ3488,昆明-广州,B6581,,CZ6159,,A321,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 20:10,CAN
CZ3490,昆明-广州,B2345,,OQ2357,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 22:10,CAN
CZ3491,昆明-版纳,B8339,,CZ3431,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 11:35,JHG
CZ3492,昆明-郑州,B2695,,CZ3415,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 15:30,CGO
CZ3496,昆明-郑州,B5747,,CZ3469,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 17:40,CGO
CZ3541,昆明-武汉-杭州,B5739,,,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:55,HGH
CZ3678,昆明-上海,B2916,,CZ3491,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 12:05,PVG
CZ3748,昆明-珠海,B5719,,CZ3863,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 21:40,ZUH
CZ3858,昆明-汕头,B1701,,CZ3409,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 12:15,SWA
CZ3864,昆明-南宁-汕头,B2169,,CZ6370,NNG,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 21:10,SWA
CZ3902,昆明-北京,B9930,,CZ3677,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 13:45,PEK
CZ3998,昆明-北京,B5739,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 9:15,PEK
CZ6160,昆明-北京,B9916,,CZ6293,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 20:05,PEK
CZ6270,昆明-西安-哈尔滨,B2916,,CZ3492,XIY,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 15:50,HRB
CZ6294,昆明-大连-太原,B5233,,CZ3495,DLC,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 17:50,TYN
CZ6369,昆明-版纳,B6302,,CZ6459,,A321,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 16:50,JHG
CZ6370,昆明-郑州,B9931,,CZ6415,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 21:00,CGO
CZ6404,昆明-重庆-沈阳,B5300,,,CKG,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 15:50,SHE
CZ6416,昆明-西安-沈阳,B8848,,CZ6799,XIY,A321,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 20:05,SHE
CZ6426,昆明-武汉-大连,B5718,,CZ3857,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 13:55,DLC
CZ6460,昆明-重庆-长春,B1803,,CZ6403,CKG,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 16:10,CGQ
CZ6598,昆明-三亚,B6020,,CZ3488,,A319,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 21:05,SYX
CZ6602,昆明-郑州,B5166,,CZ3747,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 22:10,CGO
CZ6800,昆明-上海,B1953,,CZ6949,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 19:45,PVG
CZ6924,昆明-深圳,B5238,,CZ6601,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 22:20,SZX
CZ6950,昆明-重庆-乌鲁,B6622,,CZ3407,CKG,A321,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 17:45,URC
CZ8510,昆明-青岛-长春,B5191,,,TAO,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 8:10,CGQ
DR5315,昆明-长治-天津,B5830,,DR6512,CIH,B737,158,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:25,TSN
DR6501,昆明-芒市,B5811,,DR6508,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 13:10,LUM
DR6503,昆明-芒市,B5811,,DR6502,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 17:00,LUM
DR6505,昆明-芒市,B5830,,DR5316,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 18:30,LUM
DR6507,昆明-芒市,B5811,,DR6524,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 9:10,LUM
DR6509,昆明-版纳,B5829,,DR6560,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 8:40,JHG
DR6511,昆明-版纳,B5830,,DR6506,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 22:40,JHG
DR6515,昆明-襄阳-天津,B5829,,DR6510,XFN,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 13:30,TSN
DR6521,昆明-成都,B1595,,DR6562,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:00,CTU
DR6523,昆明-丽江,B6109,,DR6580,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 17:10,LJG
DR6529,昆明-太原-呼和,B7088,,DR6538,TYN,B737,157,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:35,HET
DR6533,昆明-武汉,B7867,,DR5340,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:20,WUH
DR6537,昆明-兰州,B7088,,DR6530,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 18:55,ZGC
DR6557,昆明-呼和-沈阳,B1593,,DR6522,HET,B738,321,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 11:55,SHE
DR6559,昆明-太原-大连,B7866,,DR6570,TYN,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 12:40,DLC
DR6569,昆明-北海,B7866,,DR6516,,B738,156,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:20,BHY
DR6577,昆明-榆林-沈阳,B5812,,DR6578,UYN,B737,154,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 7:15,SHE
DR6579,昆明-芒市,B5811,,DR6504,,B737,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 20:40,LUM
DR6591,昆明-西安,B1960,,DR6592,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 6:35,XIY
DZ6289,昆明-绵阳,,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 9:45,MIG
DZ6312,昆明-珠海,,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 23:30,ZUH
EU2224,昆明-成都,B8609,,EU2226,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 23:25,CTU
EU2225,昆明-版纳,B8609,,EU2722,,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 19:25,JHG
EU2721,昆明-柳州-厦门,B8609,,EU2223,LZH,A320,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 9:20,XMN
FD583,昆明-廊曼,HSBBE,,FD582,,A320,,I,33-计划,REG,REG,,PAX,2017/6/17,,,0,YAG,2017/6/17 12:30,DMK
FM9398,昆明-长沙-上海,B6698,,FM9397,HHA,B738,,D,33-计划,REG,REG,,PAX,2017/6/17,,,0,CES,2017/6/17 16:10,PVG
