FLT,REG,VIP,TAR,ITY,LKF,RFC,ORG,VI1,TOF,STP,ABP,STA,ETA,TDT,FSA,ATA,SDT,RCP,OPE,POP,CAR,NAT,FLX,MFF,SST,HDL
"3U8866","B6955","","","A320","3U8205","宁波-昆明","NGB","","D","2017/7/7 11:10","","14:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5437","B6459","","","A319","MU5438","上海-南充-昆明","PVG","NAO","D","2017/7/7 12:30","","14:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CA1487","B5228","","","B737","CA1488","北京-达县-昆明","PEK","DAX","D","2017/7/7 12:40","","14:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CA4276","B8745","","","A320","CA4275","哈尔滨-昆明","HRB","","D","2017/7/7 9:40","","14:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KA760","BLAB","","","A330","KA761","香港-昆明","HKG","","R","2017/7/7 11:50","","14:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ3492","B2169","","","B737","CZ3492","版纳-昆明","JHG","","D","2017/7/7 13:25","","14:23","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5737","B5276","","","B737","MU5760","大理-昆明","DLU","","D","2017/7/7 13:30","","14:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5077","B8973","","","A320","MU5077","合肥-昆明","HFE","","D","2017/7/7 11:40","","14:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU2706","B6462","","","A319","MU2706","丽江-昆明","LJG","","D","2017/7/7 13:30","","14:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5776","B5647","","","B738","MU5737","广州-昆明","CAN","","D","2017/7/7 12:05","","14:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ6403","B9929","","","A320","CZ6404","沈阳-重庆-昆明","SHE","CKG","D","2017/7/7 13:05","","14:38","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9866","B5449","","","B738","8L9979","济南-昆明","TNA","","D","2017/7/7 11:30","","14:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"JD5792","B6211","","","A319","JD5166","芒市-昆明","LUM","","D","2017/7/7 13:40","","14:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MF8417","B5383","","","B738","MF8418","厦门-昆明","XMN","","D","2017/7/7 12:00","","14:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ6269","B6378","","","A321","CZ6270","哈尔滨-西安-昆明","HRB","XIY","D","2017/7/7 12:30","","14:43","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9948","B8732","","","A320","8L9985","成都-昆明","CTU","","D","2017/7/7 13:10","","14:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ6459","B9953","","","A320","CZ6460","长春-重庆-昆明","CGQ","CKG","D","2017/7/7 13:20","","14:48","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"FM9397","B6993","","","B738","FM9398","上海-长沙-昆明","PVG","HHA","D","2017/7/7 12:50","","14:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU2030","B1908","","","B738","MU5833","曼德勒-昆明","MDL","","I","2017/7/7 13:15","","14:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"DR6580","B5811","","","B737","DR6523","芒市-昆明","LUM","","D","2017/7/7 13:50","","14:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8258","B1926","","","B738","KY8307","郑州-昆明","CGO","","D","2017/7/7 12:10","","14:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"3U8854","B6718","","","A321","3U8853","哈尔滨-徐州-昆明","HRB","XUZ","D","2017/7/7 12:05","","15:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5505","B1615","","","A325","MU5588","上海-福州-昆明","PVG","FOC","D","2017/7/7 11:50","","15:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"JD5155","B1622","","","A320","JD5156","丽江-昆明","LJG","","D","2017/7/7 14:05","","15:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5292","B5857","","","B738","MU5299","北京-太原-昆明","PEK","TYN","D","2017/7/7 12:10","","15:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5465","B6006","Y","","A320","MU5532","上海-南昌-昆明","PVG","KHN","D","2017/7/7 12:35","","15:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5830","B6601","","","A320","MU5813","郑州-昆明","CGO","","D","2017/7/7 12:20","","15:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ3487","B6241","","","A319","CZ3487","广州-昆明","CAN","","D","2017/7/7 12:35","","15:08","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8284","B6491","","","B738","KY8239","上海-昆明","PVG","","D","2017/7/7 11:55","","15:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5327","B9901","","","A320","MU5328","济南-九华山-昆明","TNA","JUH","D","2017/7/7 11:35","","15:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5762","B1792","","","B738","MU5849","深圳-昆明","SZX","","D","2017/7/7 12:45","","15:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5936","B5821","","","B737","MU5802","迪庆-昆明","DIG","","D","2017/7/7 14:15","","15:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CA4172","B6881","","","A320","CA4173","北京-昆明","PEK","","D","2017/7/7 11:50","","15:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8236","B2669","","","B737","KY8265","杭州-昆明","HGH","","D","2017/7/7 12:15","","15:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5844","B7170","","","B738","MU5781","成都-昆明","CTU","","D","2017/7/7 13:50","","15:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"HO1099","B6619","","","A320","HO1100","上海-昆明","SHA","","D","2017/7/7 12:00","","15:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2725","B6893","","","A320","MU2786","南京-昆明","NKG","","D","2017/7/7 12:25","","15:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"9C8823","B1657","","","A320","9C8824","上海-遵义-昆明","SHA","ZYI","D","2017/7/7 14:15","","15:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5982","B5265","","","B737","MU5883","保山-昆明","BSD","","D","2017/7/7 14:35","","15:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5856","B5828","","","B737","MU5897","成都-昆明","CTU","","D","2017/7/7 14:05","","15:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU7183","B2682","","","B737","MU2144","北京-昆明","PEK","","D","2017/7/7 12:00","","15:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ6369","B2620","","","B737","CZ6369","郑州-昆明","CGO","","D","2017/7/7 13:00","","15:43","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CA416","B6227","","","A319","CA416","仰光-昆明","RGN","","I","2017/7/7 13:45","","15:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"FM9454","B5261","","","B737","FM9454","版纳-昆明","JHG","","D","2017/7/7 14:45","","15:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU2715","B6930","","","A320","MU2716","南京-长沙-昆明","NKG","HHA","D","2017/7/7 13:45","","15:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"DR6502","B7088","","","B737","DR6503","芒市-昆明","LUM","","D","2017/7/7 14:55","","15:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8246","B7870","","","B737","KY8231","芒市-昆明","LUM","","D","2017/7/7 14:50","","15:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8274","B6493","","","B738","KY8221","武汉-昆明","WUH","","D","2017/7/7 13:40","","15:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5760","B7591","","","B738","MU5823","深圳-昆明","SZX","","D","2017/7/7 13:20","","16:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"3U8768","B6956","","","A320","3U8668","温州-南宁-昆明","WNZ","NNG","D","2017/7/7 14:40","","16:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5802","B7599","Y","","B738","MU5719","上海-昆明","SHA","","D","2017/7/7 12:35","","16:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ3451","B2396","","","A320","CZ3451","深圳-昆明","SZX","","D","2017/7/7 13:45","","16:08","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ3469","B2917","","","B737","CZ3470","武汉-昆明","WUH","","D","2017/7/7 13:50","","16:08","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5719","B5231","","","B737","MU9743","丽江-昆明","LJG","","D","2017/7/7 15:15","","16:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"3U8818","B6448","","","A319","3U8129","拉萨-丽江-昆明","LXA","LJG","D","2017/7/7 15:10","","16:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"FM9429","B1967","","","B738","FM9430","上海-衡阳-昆明","PVG","HNY","D","2017/7/7 14:20","","16:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ3407","B9932","","","A320","CZ3408","广州-昆明","CAN","","D","2017/7/7 13:55","","16:28","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CA4176","B8490","","","A320","CA4460","沈阳-昆明","SHE","","D","2017/7/7 12:10","","16:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"ZH9413","B5380","","","B738","ZH9414","深圳-昆明","SZX","","D","2017/7/7 14:05","","16:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ3495","B1923","","","B738","CZ3496","郑州-昆明","CGO","","D","2017/7/7 13:55","","16:33","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ6427","B1829","","","A320","CZ6428","大连-长沙-昆明","DLC","HHA","D","2017/7/7 14:40","","16:38","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ6949","B1782","","","B738","CZ6950","乌鲁-重庆-昆明","URC","CKG","D","2017/7/7 15:05","","16:38","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9874","B8446","","","A320","8L9875","杭州-赣州-昆明","HGH","KOW","D","2017/7/7 14:25","","16:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5714","B7592","","","B738","MU5771","北京-昆明","PEK","","D","2017/7/7 13:10","","16:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"ZH9789","B8219","","","A320","","泉州-昆明","JJN","","D","2017/7/7 14:05","","16:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9956","B1587","","","B738","8L9971","郑州-昆明","CGO","","D","2017/7/7 14:10","","16:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"BK2716","B6026","","","B738","BK2798","南京-昆明","NKG","","D","2017/7/7 14:00","","16:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9596","B8445","","","A320","8L9677","吉隆坡-昆明","KUL","","I","2017/7/7 13:35","","16:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"AK101","9MAFF","","","A320","AK100","吉隆坡-昆明","KUL","","I","2017/7/7 13:00","","16:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5803","B5282","","","B737","MU5920","腾冲-昆明","TCZ","","D","2017/7/7 15:55","","16:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"8L9710","B6016","","","B738","8L9975","南京-连城-昆明","NKG","LCX","D","2017/7/7 14:35","","16:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5645","B6797","","","A322","MU5645","杭州-昆明","HGH","","D","2017/7/7 13:50","","17:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5968","B2639","","","B737","MU5714","临沧-昆明","LNJ","","D","2017/7/7 15:55","","17:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CA1481","B6499","","","B738","CA1482","天津-运城-昆明","TSN","YCU","D","2017/7/7 14:30","","17:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"A67106","B8318","","","A321","","南昌-昆明","KHN","","D","2017/7/7 14:45","","17:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2207","B1812","","","A325","MU2208","西安-昆明","XIY","","D","2017/7/7 14:45","","17:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"BK2744","B5562","","","B738","BK2898","版纳-昆明","JHG","","D","2017/7/7 16:15","","17:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5836","B6249","","","B738","MU5715","汕头-昆明","SWA","","D","2017/7/7 14:45","","17:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"3U8514","B1886","","","A320","","兰州-重庆-昆明","ZGC","CKG","D","2017/7/7 15:45","","17:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9864","B2677","","","B738","8L9983","徐州-重庆-昆明","XUZ","CKG","D","2017/7/7 15:50","","17:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2177","B8405","","","A325","MU2178","宁波-昆明","NGB","","D","2017/7/7 14:15","","17:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"KY8230","B2679","","","B737","KY8243","腾冲-昆明","TCZ","","D","2017/7/7 16:20","","17:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5575","B6587","","","A320","MU5576","烟台-郑州-昆明","YNT","CGO","D","2017/7/7 14:30","","17:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5940","B6141","Y","","B737","","拉萨-迪庆-昆明","LXA","DIG","D","2017/7/7 16:20","","17:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ3449","B6292","","","A320","CZ3450","广州-昆明","CAN","","D","2017/7/7 15:10","","17:33","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"DR5314","B5830","","","B737","DR6505","天津-恩施-昆明","TSN","ENH","D","2017/7/7 15:40","","17:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5329","B6002","","","A320","MU5330","合肥-昆明","HFE","","D","2017/7/7 15:00","","17:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"HO1095","B6670","","","A320","HO1096","上海-毕节-昆明","SHA","BFJ","D","2017/7/7 16:40","","17:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5771","B5245","","","B737","MU5748","西昌-昆明","XIC","","D","2017/7/7 16:45","","17:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"8L9942","B6198","","","A319","8L9914","大理-昆明","DLU","","D","2017/7/7 16:55","","17:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9960","B7991","","","B738","8L9993","宁波-安庆-昆明","NGB","AQG","D","2017/7/7 15:40","","17:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8262","B1991","","","B738","KY8301","台州-重庆-昆明","HYN","CKG","D","2017/7/7 16:10","","17:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"DR6530","B1597","","","B738","","呼和-太原-昆明","HET","TYN","D","2017/7/7 14:55","","17:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2185","B9921","","","A320","MU2186","银川-昆明","INC","","D","2017/7/7 15:05","","17:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5748","B5756","","","B738","MU5745","天津-昆明","TSN","","D","2017/7/7 14:15","","17:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"TV9820","B6480","","","A319","TV9894","芒市-昆明","LUM","","D","2017/7/7 16:45","","17:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8352","B1459","","","B737","KY8269","芒市-昆明","LUM","","D","2017/7/7 16:45","","17:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8296","B5672","","","B738","KY8285","南通-重庆-昆明","NTG","CKG","D","2017/7/7 16:20","","17:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU7182","B5683","Y","","B738","","北京-昆明","PEK","","D","2017/7/7 14:25","","18:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"9C8961","B8327","","","A320","9C8962","上海-黔江-昆明","SHA","JIQ","D","2017/7/7 16:25","","18:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ6159","B6111","","","A333","CZ6160","北京-昆明","PEK","","D","2017/7/7 14:50","","18:13","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ6799","B8848","","","A321","CZ6800","上海-昆明","PVG","","D","2017/7/7 14:50","","18:13","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MF8461","B5160","","","B738","MF8462","杭州-武汉-昆明","HGH","WUH","D","2017/7/7 15:55","","18:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"ZH9531","B5773","","","B738","ZH9532","无锡-昆明","WUX","","D","2017/7/7 15:10","","18:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"8L9648","B6943","","","A320","8L9987","天津-淮安-昆明","TSN","HIA","D","2017/7/7 15:15","","18:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5990","B5097","","","B737","MU5909","重庆-昭通-昆明","CKG","ZAT","D","2017/7/7 17:30","","18:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"EU2722","B6229","","","A319","EU2225","厦门-柳州-昆明","XMN","LZH","D","2017/7/7 16:55","","18:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5461","B5258","","","B737","MU7184","温州-昆明","WNZ","","D","2017/7/7 15:20","","18:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5874","B2503","","","B737","MU5929","厦门-宜宾-昆明","XMN","YBP","D","2017/7/7 17:20","","18:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"HO1019","B6640","","","A320","HO1020","杭州-大庸-昆明","HGH","DYG","D","2017/7/7 16:35","","18:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"HU7235","B2651","","","B738","HU7236","广州-昆明","CAN","","D","2017/7/7 16:00","","18:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2735","B6891","","","A320","MU2736","南京-长沙-昆明","NKG","HHA","D","2017/7/7 16:30","","18:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CA1753","B6032","","","A319","CA1754","杭州-昆明","HGH","","D","2017/7/7 15:25","","18:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5715","B5802","","","B737","MU5803","芒市-昆明","LUM","","D","2017/7/7 17:35","","18:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU746","B6148","","","B738","","金边-南宁-昆明","PNH","NNG","M","2017/7/7 17:15","","18:35","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5944","B5243","","","B737","MU5706","大理-昆明","DLU","","D","2017/7/7 17:50","","18:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU2574","B6147","","","B738","MU2574","万象-昆明","VTE","","I","2017/7/7 17:15","","18:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5960","B5295","","","B737","","临沧-昆明","LNJ","","D","2017/7/7 17:55","","18:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5984","B5809","","","B737","MU5742","保山-昆明","BSD","","D","2017/7/7 17:40","","18:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU2036","B6146","","","B738","MU2036","达卡-昆明","DAC","","I","2017/7/7 16:35","","18:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU2598","B5263","","","B737","MU5712","清莱-昆明","CEI","","I","2017/7/7 17:35","","18:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5742","B1791","","","B738","MU5847","广州-昆明","CAN","","D","2017/7/7 16:20","","18:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"GS7875","B8776","","","A330","GS7876","天津-西安-昆明","TSN","XIY","D","2017/7/7 16:40","","18:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2433","B2333","","","A319","MU2434","青岛-宜昌-昆明","TAO","YIH","D","2017/7/7 17:00","","18:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU2985","B6879","","","A322","MU2986","无锡-重庆-昆明","WUX","CKG","D","2017/7/7 17:25","","18:55","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ6415","B6739","","","A320","CZ6416","沈阳-西安-昆明","SHE","XIY","D","2017/7/7 16:50","","18:58","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"3U8670","B8500","","","A320","3U8823","石家庄-成都-昆明","SJW","CTU","D","2017/7/7 17:20","","19:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8204","B5673","","","B738","KY8219","南京-昆明","NKG","","D","2017/7/7 16:00","","19:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2568","B6149","","","B738","MU2568","曼德勒-昆明","MDL","","I","2017/7/7 17:30","","19:00","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MF8475","B5603","","","B738","MF8642","福州-昆明","FOC","","D","2017/7/7 15:55","","19:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MF8641","B5655","","","B737","MF8476","泉州-珠海-昆明","JJN","ZUH","D","2017/7/7 17:05","","19:05","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ3488","B6241","","","A319","CZ3488","丽江-昆明","LJG","","D","2017/7/7 18:05","","19:08","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"HU7111","B2490","","","B763","HU7112","北京-昆明","PEK","","D","2017/7/7 15:40","","19:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"KY8316","B7871","","","B737","KY8249","腾冲-昆明","TCZ","","D","2017/7/7 18:05","","19:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU2594","B1703","","","B738","MU555","清迈-昆明","CNX","","I","2017/7/7 17:30","","19:10","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CA1401","B7182","","","B738","CA1402","天津-昆明","TSN","","D","2017/7/7 15:40","","19:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5763","B5270","","","B737","","大理-昆明","DLU","","D","2017/7/7 18:10","","19:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU9737","B5817","","","B737","MU5905","芒市-昆明","LUM","","D","2017/7/7 18:05","","19:15","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CA1937","B6882","","","A320","CA1938","上海-昆明","PVG","","D","2017/7/7 16:00","","19:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU742","B5527","","","B738","","曼谷-昆明","BKK","","I","2017/7/7 16:45","","19:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"NS3269","B5215","","","B737","NS3270","石家庄-昆明","SJW","","D","2017/7/7 16:15","","19:20","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"CZ6561","B5718","","","B738","CZ6562","义乌-昆明","YIW","","D","2017/7/7 16:30","","19:23","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU216","B5941","","","A33H","MU5478","温哥华-南京-昆明","YVR","NKG","M","2017/7/7 16:30","","19:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5471","B6003","","","A320","MU5472","济南-重庆-昆明","TNA","CKG","D","2017/7/7 17:50","","19:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5744","B5259","","","B737","MU5744","广州-昆明","CAN","","D","2017/7/7 16:55","","19:25","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5988","B5054","","","B737","","保山-昆明","BSD","","D","2017/7/7 18:25","","19:30","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"DR6504","B7088","","","B737","DR6579","芒市-昆明","LUM","","D","2017/7/7 18:40","","19:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
"MU5718","B5828","","","B737","MU5812","普洱-昆明","SYM","","D","2017/7/7 18:35","","19:40","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU2032","B5795","","","B738","MU5733","仰光-昆明","RGN","","I","2017/7/7 17:25","","19:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5758","B7590","","","B738","MU5718","深圳-昆明","SZX","","D","2017/7/7 17:20","","19:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU734","B5255","","","B737","MU5724","香港-昆明","HKG","","R","2017/7/7 17:05","","19:45","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"KN5211","B1523","","","B738","KN2382","南苑-汉中-昆明","NAY","HZG","D","2017/7/7 17:55","","19:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU2745","B6472","","","A319","MU2746","南京-长沙-昆明","NKG","HHA","D","2017/7/7 17:50","","19:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5724","B6145","","","B738","MU9737","西安-昆明","XIY","","D","2017/7/7 17:35","","19:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"MU5812","B6143","","","B738","","上海-昆明","SHA","","D","2017/7/7 16:30","","19:50","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","CES"
"CZ3863","B5640","","","B738","CZ3864","汕头-南宁-昆明","SWA","NNG","D","2017/7/7 18:35","","19:53","","","33-计划","","2017/7/7","","REG","REG","","PAX","","","00","YAG"
