FLT,VIP,LKF,RFC,ORG,VI1,TOF,REG,ITY,TAR,CAR,ABP,STA,ETA,TDT,ATA,FSA,SDT,OPE,POP,RCP,NAT,FLX,MFF,SST,HDL
"3U8528","","","西安-昆明","XIY","","D","B6778","A320","","","","22:15","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"EU2226","","EU2224","版纳-昆明","JHG","","D","B6163","A319","","","","22:15","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"MU5706","","MU773","北京-昆明","PEK","","D","B5930","A33E","","","","22:15","","","","33-计划","2017/6/30","REG","REG","","PAX","","","01","CES"
"3U8958","","","台北-昆明","TPE","","R","B6732","A320","","","","22:20","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"KY8276","","","济南-昆明","TNA","","D","B6493","B738","","","","22:20","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"MU5884","","","湛江-昆明","ZHA","","D","B5271","B737","","","","22:20","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5914","","","版纳-昆明","JHG","","D","B5054","B737","","","","22:20","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","CES"
"8L9980","","","深圳-昆明","SZX","","D","B7993","B738","","","","22:30","","","","33-计划","2017/6/30","REG","REG","","PAX","","","01","YAG"
"CA4417","","","成都-昆明","CTU","","D","B6822","A320","","","","22:30","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"MU5810","","","上海-昆明","SHA","","D","B1635","A320","","","","22:30","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","CES"
"3U8762","","","无锡-昆明","WUX","","D","B8329","A320","","","","22:35","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"CA8937","","","大连-武当山-昆明","DLC","WDS","D","B6105","B738","","","","22:35","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"GJ8690","","","长春-徐州-昆明","CGQ","XUZ","D","B8335","A320","","","","22:35","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"ZH9415","","","深圳-昆明","SZX","","D","B5362","B737","","","","22:35","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"8L9892","","","大连-武汉-昆明","DLC","WUH","D","B5449","B738","","","","22:40","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"KY8282","","","上海-昆明","PVG","","D","B6491","B738","","","","22:40","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"ZH9451","","","广州-昆明","CAN","","D","B5380","B738","","","","22:45","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"8L9924","","","保山-昆明","BSD","","D","B5825","B737","","","","22:50","","","","33-计划","2017/6/30","REG","REG","","PAX","","","01","YAG"
"8L9913","","","版纳-昆明","JHG","","D","B5823","B737","","","","23:00","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"MU5455","","","宁波-昆明","NGB","","D","B6797","A322","","","","23:00","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","CES"
"SC8830","","SC8830","德里-昆明","DEL","","I","B1743","B738","","","","23:00","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"CZ3997","","","北京-昆明","PEK","","D","B6098","A333","","","","23:03","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"KY8234","","","太原-昆明","TYN","","D","B6495","B738","","","","23:05","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"KY8206","","","哈尔滨-济南-昆明","HRB","TNA","D","B2667","B737","","","","23:10","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"CZ8509","","","长春-青岛-昆明","CGQ","TAO","D","B9915","A320","","","","23:13","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"CA4459","","","成都-昆明","CTU","","D","B8491","A320","","","","23:15","","","","33-计划","2017/6/30","REG","REG","","PAX","","","01","YAG"
"KY8298","","","长春-石家庄-昆明","CGQ","SJW","D","B5026","B737","","","","23:20","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"MU2264","","","沈阳-西安-昆明","SHE","XIY","D","B5756","B738","","","","23:20","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","CES"
"KY8210","","","版纳-昆明","JHG","","D","B7870","B737","","","","23:25","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"ZH9714","","","沈阳-太原-昆明","SHE","TYN","D","B9938","A320","","","","23:25","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"MU5726","","","乌鲁-昆明","URC","","D","B5822","B737","","","","23:25","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","CES"
"A67114","","","长春-临沂-昆明","CGQ","LYI","D","B8432","A320","","","","23:30","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"SC8885","","SC8885","乌鲁-昆明","URC","","D","B6986","B738","","","","23:30","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"3U8667","","","成都-昆明","CTU","","D","B1665","A320","","","","23:40","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"8L9972","","","海口-昆明","HAK","","D","B5359","B738","","","","23:40","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"MU5932","","","迪庆-昆明","DIG","","D","B5816","B737","","","","23:40","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","CES"
"3U8202","","","上海-昆明","PVG","","D","B8500","A320","","","","23:45","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"MF8429","","","厦门-昆明","XMN","","D","B5383","B738","","","","23:45","","","","33-计划","2017/6/30","REG","REG","","PAX","","","03","YAG"
"CZ3419","","","广州-昆明","CAN","","D","B6020","A319","","","","23:48","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"DR6524","","","丽江-昆明","LJG","","D","B6109","B737","","","","23:50","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"KY8302","","","惠州-昆明","HUZ","","D","B1507","B738","","","","23:50","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"8L9876","","","厦门-昆明","XMN","","D","B7988","B738","","","","23:55","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"DR5340","","","包头-兰州-昆明","BAV","ZGC","D","B1597","B738","","","","23:55","","","","33-计划","2017/6/30","REG","REG","","PAX","","","00","YAG"
"KY8266","","","杭州-昆明","HGH","","D","B5025","B737","","","","0:05","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"CZ3542","","","杭州-武汉-昆明","HGH","WUH","D","B5445","B738","","","","0:08","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"3U8554","","","乌鲁-重庆-昆明","URC","CKG","D","B6719","A320","","","","0:10","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"KY8270","","","丽江-版纳-昆明","LJG","JHG","D","B1459","B737","","","","0:10","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"KY8334","","","大连-西安-昆明","DLC","XIY","D","B7089","B738","","","","0:10","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"MU5824","","","郑州-昆明","CGO","","D","B7592","B738","","","","0:10","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","CES"
"SC8844","","","大阪-济南-昆明","KIX","TNA","M","B7975","B738","","","","0:10","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"QW9855","","","青岛-屯溪-昆明","TAO","TXN","D","B8443","A320","","","","0:10","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"MU5972","","","芒市-昆明","LUM","","D","B5270","B737","","","","0:15","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","CES"
"8L9898","","","温州-昆明","WNZ","","D","B2677","B738","","","","0:20","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"DR6516","","","天津-襄阳-昆明","TSN","XFN","D","B5812","B737","","","","0:20","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"DR6538","","","兰州-昆明","ZGC","","D","B7088","B737","","","","0:20","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"KY8240","","","青岛-昆明","TAO","","D","B7873","B738","","","","0:25","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"DR6522","","","成都-昆明","CTU","","D","B1595","B738","","","","0:30","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"GJ8661","","","杭州-贵阳-昆明","HGH","KWE","D","B8146","A320","","","","0:30","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"DR6592","","","西安-昆明","XIY","","D","B1960","B738","","","","0:35","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"HO1093","","","上海-昆明","SHA","","D","B6311","A320","","","","0:35","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"MU5916","","","版纳-昆明","JHG","","D","B5809","B737","","","","0:35","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","CES"
"8L9884","","","南京-昆明","NKG","","D","B6800","B738","","","","0:40","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"KY8250","","","丽江-版纳-昆明","LJG","JHG","D","B7872","B737","","","","0:40","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"KY8232","","","丽江-昆明","LJG","","D","B7871","B737","","","","0:45","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"8L9890","","","上海-昆明","PVG","","D","B6809","B738","","","","0:50","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"KY8248","","","芒市-昆明","LUM","","D","B2679","B737","","","","0:50","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"MU5913","","","版纳-昆明","JHG","","D","B5821","B737","","","","0:50","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","CES"
"MU5922","","","丽江-昆明","LJG","","D","B5245","B737","","","","0:50","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","CES"
"MU5766","","","大连-郑州-昆明","DLC","CGO","D","B7600","B738","","","","0:50","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","CES"
"HU7311","","","北京-昆明","PEK","","D","B5853","B738","","","","0:55","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"MU5912","","","版纳-昆明","JHG","","D","B5802","B737","","","","0:55","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","CES"
"8L9976","","","广州-昆明","CAN","","D","B6959","A320","","","","0:55","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"MU5704","","","北京-济宁-昆明","PEK","JNG","D","B1908","B738","","","","0:55","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","CES"
"SC4859","","","青岛-昆明","TAO","","D","B7885","B738","","","","1:00","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"SC4925","","","济南-昆明","TNA","","D","B7978","B738","","","","1:00","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"8L9974","","","郑州-昆明","CGO","","D","B6016","B738","","","","1:10","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"8L9984","","","西安-昆明","XIY","","D","B6221","A319","","","","1:10","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"CA4174","","","北京-昆明","PEK","","D","B8490","A320","","","","1:15","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"QG8816","","QG8815","巴厘岛-昆明","DPS","","I","","A320","","","","1:15","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"3U8824","","","南昌-昆明","KHN","","D","B6772","A320","","","","1:20","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"8L9992","","","乌鲁-兰州-昆明","URC","ZGC","D","B1588","B738","","","","1:20","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"MU5814","","","上海-昆明","SHA","","D","B7589","B738","","","","1:20","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","CES"
"8L9911","","","版纳-昆明","JHG","","D","B5249","B737","","","","1:25","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"3U8108","","","青岛-常州-昆明","TAO","CZX","D","B1661","A320","","","","1:30","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"3U8968","","","大连-重庆-昆明","DLC","CKG","D","B6449","A319","","","","1:30","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"8L9946","","","成都-昆明","CTU","","D","B6212","A319","","","","1:30","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"MU5720","","","北京-昆明","PEK","","D","B6146","B738","","","","1:30","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","CES"
"8L9986","","","呼和-太原-昆明","HET","TYN","D","B6198","A319","","","","1:35","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"A67108","","","郑州-昆明","CGO","","D","B8285","A321","","","","1:35","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"DR6512","","","版纳-昆明","JHG","","D","B5830","B737","","","","1:35","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"DR6560","","","大连-太原-昆明","DLC","TYN","D","B1593","B738","","","","1:35","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"8L9678","","","芽庄-昆明","CXR","","I","B8445","A320","","","","1:40","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"8L9870","","","青岛-武汉-昆明","TAO","WUH","D","B7167","B738","","","","1:40","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"DR6562","","","沈阳-青岛-昆明","SHE","TAO","D","B7865","B738","","","","1:40","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"UL828","","UL829","科伦坡-昆明","CMB","","I","","A332","","","","1:50","","","","33-计划","2017/7/1","REG","REG","","PAX","","","00","YAG"
"UW9944","","","德里-昆明","DEL","","I","B2325","A306","","","","1:55","","","","33-计划","2017/7/1","REG","REG","","CGO","","","00","YAG"
"MU2592","","MU5456","普吉-昆明","HKT","","I","B6798","A320","","","","8:25","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5747","","MU5973","版纳-昆明","JHG","","D","B5295","B737","","","","8:35","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5852","","MU5765","成都-昆明","CTU","","D","B7600","B738","","","","8:55","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5764","","MU5811","深圳-昆明","SZX","","D","B1789","B738","","","","9:25","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2249","","MU2250","兰州-昆明","ZGC","","D","B6871","A320","","","","9:30","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2495","","MU2496","成都-昆明","CTU","","D","B5501","B738","","","","9:35","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2756","","MU2756","版纳-昆明","JHG","","D","B8017","A319","","","","9:40","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5469","","MU5470","南昌-昆明","KHN","","D","B6009","A320","","","","9:50","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5711","","MU5963","版纳-昆明","JHG","","D","B5231","B737","","","","9:55","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"KN2381","","KN5212","石家庄-昆明","SJW","","D","B1989","B738","","","","10:00","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5740","","MU5743","广州-昆明","CAN","","D","B5795","B738","","","8:15","10:05","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2181","","MU2182","西安-昆明","XIY","","D","B9907","A320","","","","10:10","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2497","","MU2494","武汉-昆明","WUH","","D","B1515","B738","","","","10:10","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2143","","MU5462","太原-昆明","TYN","","D","B2682","B737","","","","10:30","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"FM9541","","FM9542","郑州-昆明","CGO","","D","B5140","B738","","","","10:35","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5892","","MU5989","普洱-昆明","SYM","","D","B5243","B737","","","","10:35","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5962","","MU9713","临沧-昆明","LNJ","","D","B2503","B737","","","","10:40","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5497","","MU5498","青岛-昆明","TAO","","D","B8392","A320","","","","10:50","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5655","","MU5711","杭州-昆明","HGH","","D","B6805","A320","","","","10:50","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5811","","MU5740","迪庆-昆明","DIG","","D","B6142","B737","","","","11:00","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5741","","MU5764","版纳-昆明","JHG","","D","B5821","B737","","","","11:20","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2035","","MU2035","北京-昆明","PEK","","D","B6249","B738","","","8:20","11:30","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5716","","MU5741","北京-昆明","PEK","","D","B1790","B738","","","","11:40","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"FM9453","","FM9453","上海-昆明","SHA","","D","B5261","B737","","","","11:45","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5743","","MU5981","保山-昆明","BSD","","D","B5276","B737","","","","12:00","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5717","","MU5749","北京-昆明","PEK","","D","B6147","B738","","","","12:10","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5723","","MU5717","版纳-昆明","JHG","","D","B5820","B737","","","","12:15","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5757","","MU5725","芒市-昆明","LUM","","D","B5822","B737","","","","12:20","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2590","","MU5757","万象-昆明","VTE","","I","B1791","B738","","","","12:25","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5942","","MU5714","大理-昆明","DLU","","D","B5802","B737","","","","12:25","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"FM9451","","FM9452","上海-昆明","SHA","","D","B2567","B763","","","","12:30","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5842","","MU9751","成都-昆明","CTU","","D","B5930","A33E","","","","12:30","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5862","","MU2593","重庆-昆明","CKG","","D","B6148","B738","","","","12:30","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2573","","MU2573","北京-昆明","PEK","","D","B1792","B738","","","","12:45","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5886","","MU9731","湛江-昆明","ZHA","","D","B6141","B737","","","","12:55","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5928","","MU757","文山-昆明","WNH","","D","B5259","B737","","","","13:00","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5894","","MU5967","普洱-昆明","SYM","","D","B5282","B737","","","","13:05","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU9738","","MU5737","天津-昆明","TSN","","D","B5796","B738","","","","13:10","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5683","","MU5684","黎平-昆明","HZH","","D","B6470","A319","","","","13:15","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2975","","MU2976","无锡-昆明","WUX","","D","B8498","A320","","","","13:25","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5964","","MU5983","临沧-昆明","LNJ","","D","B5231","B737","","","","13:35","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5732","","MU5809","广州-昆明","CAN","","D","B1635","A320","","","","13:50","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU9731","","MU753","长沙-昆明","HHA","","D","B5828","B737","","","","14:10","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2485","","MU2486","武汉-昆明","WUH","","D","B5689","B738","","","","14:15","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5437","","MU5438","上海-南充-昆明","PVG","NAO","D","B6431","A319","","","","14:15","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2706","","MU2706","丽江-昆明","LJG","","D","B6472","A319","","","","14:35","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5776","","MU5849","广州-昆明","CAN","","D","B7599","B738","","","","14:35","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"FM9397","","FM9398","上海-长沙-昆明","PVG","HHA","D","B6698","B738","","","","14:50","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2030","","MU5707","曼德勒-昆明","MDL","","I","B6145","B738","","","","14:50","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5505","","MU5588","上海-福州-昆明","PVG","FOC","D","B1615","A325","","","","15:00","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5292","","MU5299","北京-太原-昆明","PEK","TYN","D","B5257","B737","","","","15:05","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5465","","MU5532","上海-南昌-昆明","PVG","KHN","D","B6585","A320","","","","15:05","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5327","","MU5328","济南-九华山-昆明","TNA","JUH","D","B2337","A320","","","","15:15","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5762","","","深圳-昆明","SZX","","D","B6143","B738","","","","15:15","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5936","","MU5959","迪庆-昆明","DIG","","D","B5819","B737","","","","15:20","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5844","","MU5853","成都-昆明","CTU","","D","B5926","A33E","","","","15:25","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2725","","MU2786","南京-昆明","NKG","","D","B8496","A320","","","","15:30","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5982","","MU5760","保山-昆明","BSD","","D","B5276","B737","","","","15:35","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5856","","MU5897","成都-昆明","CTU","","D","B5816","B737","","","","15:40","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"FM9454","","FM9454","版纳-昆明","JHG","","D","B5261","B737","","","","15:45","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2715","","MU2716","南京-长沙-昆明","NKG","HHA","D","B6756","A320","","","","15:50","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5760","","MU5813","深圳-昆明","SZX","","D","B7589","B738","","","","16:00","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5802","","MU5823","上海-昆明","SHA","","D","B7592","B738","","","","16:05","","","","","2017/6/30","REG","REG","","PAX","","","01","CES"
"MU5976","","MU5883","芒市-昆明","LUM","","D","B5271","B737","","","","16:50","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5803","","MU5935","腾冲-昆明","TCZ","","D","B5820","B737","","","","16:55","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5645","","MU5645","杭州-昆明","HGH","","D","B2229","A320","","","","17:00","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5968","","MU9743","临沧-昆明","LNJ","","D","B5282","B737","","","","17:00","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5836","","MU5715","汕头-昆明","SWA","","D","B7590","B738","","","","17:15","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5575","","MU5576","烟台-郑州-昆明","YNT","CGO","D","B8237","A320","","","","17:25","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5940","","","拉萨-迪庆-昆明","LXA","DIG","D","B5807","B737","","","","17:25","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5771","","MU5748","西昌-昆明","XIC","","D","B5054","B737","","","","17:40","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2185","","MU2186","银川-昆明","INC","","D","B1641","A320","","","","17:50","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5748","","MU5745","天津-昆明","TSN","","D","B6892","A320","","","","17:50","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5461","","MU2144","温州-昆明","WNZ","","D","B2682","B737","","","","18:25","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5874","","MU5929","厦门-宜宾-昆明","XMN","YBP","D","B2640","B737","","","","18:25","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5715","","","芒市-昆明","LUM","","D","B6142","B737","","","","18:35","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5944","","MU5803","大理-昆明","DLU","","D","B5293","B737","","","","18:40","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5960","","MU5742","临沧-昆明","LNJ","","D","B5819","B737","","","","18:45","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5984","","","保山-昆明","BSD","","D","B5231","B737","","","","18:45","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2036","","MU2036","达卡-昆明","DAC","","I","B6249","B738","","","","18:50","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2598","","","清莱-昆明","CEI","","I","B1702","B738","","","","18:50","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2433","","MU2434","青岛-宜昌-昆明","TAO","YIH","D","B2335","A320","","","","18:55","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2594","","MU5763","清迈-昆明","CNX","","I","B6148","B738","","","","19:10","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU216","","MU5478","温哥华-南京-昆明","YVR","NKG","M","B8226","A33H","","","","19:25","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5471","","MU5472","济南-重庆-昆明","TNA","CKG","D","B2207","A320","","","","19:25","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5744","","","广州-昆明","CAN","","D","B5795","B738","","","","19:25","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5988","","MU5744","保山-昆明","BSD","","D","B5255","B737","","","","19:30","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU734","","","香港-昆明","HKG","","R","B5701","B738","","","","19:45","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"KN5211","","KN2382","南苑-汉中-昆明","NAY","HZG","D","B1752","B738","","","","19:50","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5812","","MU555","上海-昆明","SHA","","D","B1789","B738","","","","19:50","","","","","2017/6/30","REG","REG","","PAX","","","01","CES"
"MU2755","","MU2755","南京-昆明","NKG","","D","B6456","A319","","","","19:55","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5712","","MU5656","北京-昆明","PEK","","D","B6805","A320","","","","19:55","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2745","","MU2746","南京-长沙-昆明","NKG","HHA","D","B2410","A320","","","","20:00","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU5734","","MU5734","广州-昆明","CAN","","D","B5821","B737","","","","20:15","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
"MU2361","","MU2362","西安-昆明","XIY","","D","B6477","A319","","","","20:30","","","","","2017/6/30","REG","REG","","PAX","","","00","CES"
