FLT,RFC,REG,VIP,LKF,VI1,ITY,TAR,TOF,FSA,OPE,POP,RCP,NAT,SDT,FLX,MFF,SST,HDL,STD,DES
GJ8838,昆明-珠海-杭州,B8433,,GJ8837,ZUH,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 18:05,HGH
GS7654,昆明-西安,B8062,,GS7653,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 11:40,XIY
GS7856,昆明-天津,B8776,,GS7855,,A330,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 13:25,TSN
GS7858,昆明-西安-天津,B6727,,GS7857,XIY,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:05,TSN
GS7876,昆明-西安-天津,B1851,,GS7875,XIY,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:50,TSN
HO1020,昆明-大庸-杭州,B6948,,HO1019,DYG,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:30,HGH
HO1094,昆明-上海,B6735,,HO1093,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:40,SHA
HO1096,昆明-毕节-上海,B6396,,HO1095,BFJ,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 18:40,SHA
HO1100,昆明-上海,B6966,,HO1099,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:35,SHA
HO1122,昆明-上海,B1870,,HO1121,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 12:55,SHA
HO1682,昆明-毕节-南京,B8236,,HO1681,BFJ,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:05,NKG
HU7090,昆明-海口,B5462,,HU7089,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 22:40,HAK
HU7112,昆明-北京,B2491,,HU7111,,B763,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 20:25,PEK
HU7164,昆明-深圳,B5439,,HU7163,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 11:25,SZX
HU7212,昆明-北京,B5428,,HU7211,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 12:55,PEK
HU7236,昆明-广州,B5138,,HU7235,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:30,CAN
JD5156,昆明-丽江,B1622,,JD5155,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:05,LJG
JD5158,昆明-杭州,B6898,,JD5157,,A322,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:30,HGH
JD5166,昆明-丽江,B6178,,JD5792,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:50,LJG
JD5790,昆明-版纳,B8170,,JD5789,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 12:20,JHG
JD5791,昆明-芒市,B6178,,JD5165,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 11:45,LUM
KA761,昆明-香港,BHSN,,KA760,,A320,,R,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 15:20,HKG
KE886,昆明-首尔,HL8242,,KE885,,B738,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 23:30,ICN
KN2382,昆明-石家庄,B1523,,KN5211,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 20:55,SJW
KN5212,昆明-汉中-南苑,B1990,,KN2381,HZG,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 10:55,NAY
KY8203,昆明-南京,B5673,,KY8220,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 12:00,NKG
KY8205,昆明-济南-哈尔滨,B5025,,KY8342,TNA,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:05,HRB
KY8209,昆明-版纳,B7870,,KY8256,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 12:55,JHG
KY8219,昆明-深圳,B5673,,KY8204,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 21:25,SZX
KY8221,昆明-重庆,B6493,,KY8274,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 17:25,CKG
KY8229,昆明-腾冲,B5026,,KY8270,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 8:00,TCZ
KY8231,昆明-丽江,B7872,,KY8246,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:40,LJG
KY8233,昆明-太原,B7873,,KY8308,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 13:55,TYN
KY8235,昆明-杭州,B2669,,KY8206,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 8:15,HGH
KY8239,昆明-青岛,B6491,,KY8258,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:20,TAO
KY8243,昆明-普洱,B5026,,KY8230,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 18:15,SYM
KY8245,昆明-芒市,B7872,,KY8252,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 13:10,LUM
KY8247,昆明-芒市,B5026,,KY8244,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 21:55,LUM
KY8249,昆明-丽江,B7871,,KY8316,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 20:10,LJG
KY8251,昆明-保山,B7872,,KY8232,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 8:00,BSD
KY8253,昆明-西安,B1507,,KY8334,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 8:10,XIY
KY8255,昆明-临沧,B7870,,KY8210,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:00,LNJ
KY8257,昆明-郑州,B6491,,KY8362,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 8:25,CGO
KY8261,昆明-重庆-台州,B1991,,KY8282,CKG,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:00,HYN
KY8265,昆明-杭州,B2669,,KY8236,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:50,HGH
KY8269,昆明-丽江,B2678,,KY8314,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:10,LJG
KY8273,昆明-武汉,B6493,,KY8286,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 10:20,WUH
KY8275,昆明-济南,B1926,,KY8322,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:10,TNA
KY8281,昆明-上海,B1507,,KY8254,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:40,PVG
KY8283,昆明-上海,B6492,,KY8296,,B738,523L,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:40,PVG
KY8285,昆明-广州,B6493,,KY8222,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 22:40,CAN
KY8295,昆明-重庆-南通,B5672,,KY8302,CKG,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:05,NTG
KY8297,昆明-石家庄-长春,B2679,,KY8298,SJW,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:40,CGQ
KY8301,昆明-惠州,B1991,,KY8262,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 18:40,HUZ
KY8307,昆明-南昌,B6492,,KY8284,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:50,KHN
KY8313,昆明-腾冲,B2678,,KY8248,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 8:00,TCZ
KY8315,昆明-腾冲,B7871,,KY8316,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:20,TCZ
KY8321,昆明-成都,B1926,,KY8234,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 8:15,CTU
KY8333,昆明-西安-大连,B5702,,KY8240,XIY,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 10:00,DLC
KY8341,昆明-厦门-南宁,B2667,,KY8266,XMN,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:15,NNG
MF8406,昆明-厦门,B5565,,MF8405,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,5,YAG,2017/7/5 11:50,XMN
MF8418,昆明-厦门,B5386,,MF8417,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,4,YAG,2017/7/5 15:40,XMN
MF8428,昆明-福州,B5846,,MF8427,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,5,YAG,2017/7/5 12:20,FOC
MF8430,昆明-厦门,B5386,,MF8429,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,5,YAG,2017/7/5 8:05,XMN
MF8462,昆明-武汉-杭州,B6889,,MF8461,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,5,YAG,2017/7/5 19:15,HGH
MF8476,昆明-福州,B6485,,MF8641,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,3,YAG,2017/7/5 20:15,FOC
MF8642,昆明-珠海-泉州,B5845,,MF8475,ZUH,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 20:10,JJN
MU2003,昆明-首尔,B7170,,MU5822,,B738,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 9:55,ICN
MU2011,昆明-南宁-仰光,B6249,,MU5717,NNG,B738,510,M,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 8:30,RGN
MU2029,昆明-曼德勒,B5515,,MU5826,,B738,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 14:45,MDL
MU2031,昆明-仰光,B6149,,MU5726,,B738,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 14:00,RGN
MU2035,昆明-达卡,B1790,,MU2035,,B738,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 13:00,DAC
MU2036,昆明-北京,B1790,,MU2036,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 20:30,PEK
MU2144,昆明-太原,B5257,,MU7183,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 18:40,TYN
MU2178,昆明-宁波,B8570,,MU2177,,A325,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 18:25,NGB
MU2182,昆明-西安,B6346,,MU2181,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 11:15,XIY
MU2186,昆明-银川,B9921,,MU2185,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 19:05,INC
MU2206,昆明-银川,B9921,,MU2205,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 11:35,INC
MU2208,昆明-西安,B1812,,MU2207,,A325,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 18:10,XIY
MU2246,昆明-西宁,B6695,,MU2245,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 23:15,XNN
MU2250,昆明-兰州,B6371,Y,MU2249,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 10:35,ZGC
MU2263,昆明-西安-沈阳,B5527,,MU5854,XIY,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 9:45,SHE
MU2360,昆明-西宁,B2372,,MU2359,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 10:20,XNN
MU2362,昆明-西安,B9971,,MU2361,,A325,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 21:30,XIY
MU2434,昆明-宜昌-青岛,B2333,,MU2433,YIH,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 20:20,TAO
MU2494,昆明-武汉-温州,B1965,,MU2497,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 11:20,WNZ
MU2496,昆明-成都,B5589,,MU2495,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 11:40,CTU
MU2498,昆明-武汉,B1965,,MU2493,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 23:20,WUH
MU2567,昆明-曼德勒,B6145,,MU2567,,B738,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 10:30,MDL
MU2568,昆明-广州,B5515,,MU2568,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 22:05,CAN
MU2569,昆明-清迈,B1789,,MU5758,,B738,507,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 14:30,CNX
MU2570,昆明-北京,B6148,,MU2570,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 16:00,PEK
MU2571,昆明-加德,B5259,,MU5966,,B737,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 16:05,KTM
MU2573,昆明-万象,B6146,,MU2573,,B738,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 14:30,VTE
MU2574,昆明-北京,B6146,,MU2574,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 20:30,PEK
MU2589,昆明-万象,B1791,,MU5834,,B738,717,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 8:05,VTE
MU2595,昆明-清迈,B6148,,MU2569,,B738,511,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 6:30,CNX
MU2597,昆明-清莱,B6141,,MU5894,,B737,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 14:40,CEI
MU2705,昆明-丽江,B8017,,MU2705,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 11:30,LJG
MU2706,昆明-南京,B8017,,MU2706,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 15:35,NKG
MU2716,昆明-长沙-南京,B6638,,MU2715,HHA,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 17:00,NKG
MU2726,昆明-南京,B6639,,MU5848,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 8:30,NKG
MU2736,昆明-长沙-南京,B2219,,MU2735,HHA,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 19:35,NKG
MU2746,昆明-长沙-南京,B6457,,MU2745,HHA,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 21:10,NKG
MU2755,昆明-版纳,B6456,,MU2755,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 20:55,JHG
MU2756,昆明-南京,B6457,,MU2756,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 10:40,NKG
MU2766,昆明-南京-长春,B6893,,MU2995,NKG,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 7:35,CGQ
MU2786,昆明-南京,B6639,,MU2725,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 16:30,NKG
MU2976,昆明-重庆-无锡,B1678,,MU2975,CKG,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 14:25,WUX
MU2986,昆明-无锡,B8222,,MU2985,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 19:55,WUX
MU2996,昆明-重庆-无锡,B8222,,MU2765,CKG,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 7:45,WUX
MU5077,昆明-曼谷,B8391,,MU5077,,A320,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 16:10,BKK
MU5078,昆明-合肥,B8391,,MU5078,,A320,,D,33-计划,REG,REG,,PAX,2017/7/6,,,0,CES,2017/7/6 0:55,HFE
MU5093,昆明-新加坡,B6871,,MU5093,,A320,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 22:35,SIN
MU5094,昆明-兰州,B6873,,MU5094,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 8:55,ZGC
MU5146,昆明-太原,B1772,,MU5229,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 21:20,TYN
MU5230,昆明-温州,B1723,,MU5145,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 22:25,WNZ
MU5299,昆明-太原-北京,B5857,,MU5292,TYN,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 16:15,PEK
MU5328,昆明-九华山-济南,B2337,,MU5327,JUH,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 16:20,TNA
MU5330,昆明-合肥,B6832,,MU5329,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 18:40,HFE
MU5438,昆明-南充-上海,B6431,,MU5437,NAO,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 15:40,PVG
MU5450,昆明-重庆,B6760,,MU5463,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 22:15,CKG
MU5454,昆明-武汉-宁波,B6797,,MU5453,WUH,A322,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 14:15,NGB
MU5456,昆明-宁波,B9900,,MU2592,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 9:30,NGB
MU5462,昆明-温州,B1775,,MU2143,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 11:35,WNZ
MU5464,昆明-合肥-上海,B6760,,MU5449,HFE,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 9:35,PVG
MU5470,昆明-南昌,B8975,,MU5469,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 10:50,KHN
MU5472,昆明-重庆-济南,B6373,,MU5471,CKG,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 20:50,TNA
MU5475,昆明-合肥,B6801,,MU5476,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 11:55,HFE
MU5498,昆明-青岛,B1863,,MU5497,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 11:55,TAO
MU5532,昆明-南昌-上海,B8855,,MU5830,KHN,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 16:10,PVG
MU555,昆明-加尔,B6249,,MU2012,,B738,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 23:35,CCU
MU556,昆明-杭州,B6011,,MU556,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 7:05,HGH
MU5576,昆明-郑州-烟台,B9972,,MU5575,CGO,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 18:25,YNT
MU5588,昆明-福州-上海,B8230,,MU5505,FOC,A321,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 16:05,PVG
MU5618,昆明-南昌,B6009,,MU5617,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 22:30,KHN
MU5645,昆明-版纳,B6880,,MU5645,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 18:55,JHG
MU5646,昆明-杭州,B6880,,MU5646,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 23:00,HGH
MU5656,昆明-杭州,B2228,,MU5712,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 21:15,HGH
MU5684,昆明-黎平,B6469,,MU5683,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 14:30,HZH
MU5703,昆明-济宁-北京,B5647,,MU5738,JNG,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 13:20,PEK
MU5706,昆明-版纳,B5231,,MU5884,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 23:25,JHG
MU5711,昆明-北京,B2228,,MU5655,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 11:50,PEK
MU5712,昆明-芒市,B5242,,MU9737,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 21:35,LUM
MU5713,昆明-北京,B7599,,MU5824,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 8:30,PEK
MU5714,昆明-普洱,B2640,,MU5968,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 18:35,SYM
MU5715,昆明-北京,B1789,,MU2594,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 20:10,PEK
MU5717,昆明-腾冲,B5802,,MU5733,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 13:45,TCZ
MU5718,昆明-北京,B1791,,MU5758,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 20:55,PEK
MU5719,昆明-北京,B6143,,MU5802,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 17:20,PEK
MU5723,昆明-西安,B5796,,MU5862,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,CES,2017/7/5 14:10,XIY
MU5724,昆明-版纳,B6141,,MU2598,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 21:35,JHG
MU5725,昆明-乌鲁,B1907,,MU9738,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 14:25,URC
MU5731,昆明-广州,B7591,,MU5750,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 8:00,CAN
MU5732,昆明-西昌,B5819,,MU5974,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 15:00,XIC
MU5733,昆明-广州,B5683,,MU5738,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 23:15,CAN
MU5734,昆明-版纳,B5816,,MU5734,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 22:10,JHG
MU5737,昆明-广州,B5683,,MU5776,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 15:35,CAN
MU5739,昆明-广州,B5242,,MU5722,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 11:05,CAN
MU5740,昆明-大理,B5815,,MU5892,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 11:50,DLU
MU5741,昆明-广州,B6147,,MU5852,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 13:05,CAN
MU5742,昆明-保山,B5256,,MU5990,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 20:00,BSD
MU5743,昆明-广州,B5276,,MU5743,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 13:35,CAN
MU5744,昆明-丽江,B5276,,MU5744,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 21:15,LJG
MU5745,昆明-三亚,B7590,,MU5748,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 18:50,SYX
MU5747,昆明-天津,B7590,,MU5760,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 9:45,TSN
MU5748,昆明-版纳,B5819,,MU5771,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 19:05,JHG
MU5749,昆明-长沙-盐城,B1703,,MU5764,HHA,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 13:15,YNZ
MU5757,昆明-深圳,B1791,,MU2590,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 14:00,SZX
MU5759,昆明-深圳,B7600,,MU5714,,B738,501,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 10:00,SZX
MU5760,昆明-大理,B5815,,MU5737,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 17:05,DLU
MU5761,昆明-深圳,B7592,,MU5810,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 9:20,SZX
MU5763,昆明-深圳,B1792,,MU5812,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 22:00,SZX
MU5764,昆明-芒市,B5816,,MU5811,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 12:10,LUM
MU5765,昆明-郑州-大连,B7589,,MU5746,CGO,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 12:15,DLC
MU5771,昆明-广州,B7599,,MU5714,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 18:50,CAN
MU5775,昆明-广州,B5683,,MU5818,,B738,516,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 8:40,CAN
MU5799,昆明-洛阳-大连,B6879,,MU2785,LYA,A322,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 8:45,DLC
MU5801,昆明-上海,B6143,,MU5852,,B738,708L,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,CES,2017/7/5 8:00,SHA
MU5802,昆明-腾冲,B5295,,MU5719,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 17:15,TCZ
MU5803,昆明-上海,B5282,,MU5984,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 20:20,SHA
