FLT,RFC,REG,VIP,LKF,VI1,ITY,TAR,TOF,FSA,OPE,POP,RCP,NAT,SDT,FLX,MFF,SST,HDL,STD,DES
8L9503,昆明-莫斯科,B5971,,8L9966,,A333,163,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 10:40,DME
8L9519,昆明-芒市,B5810,,8L9802,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 11:05,LUM
8L9555,昆明-海口,B5407,,8L9856,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 23:10,HAK
8L9595,昆明-吉隆坡,B8732,,8L9534,,A320,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:00,KUL
8L9597,昆明-曼谷,B7992,,8L9846,,B738,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 23:50,BKK
8L9633,昆明-沙巴,B7167,,8L9652,,B738,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 13:40,BKI
8L9647,昆明-淮安-天津,B6943,,8L9872,HIA,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:10,TSN
8L9651,昆明-郑州,B1587,,8L9994,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:50,CGO
8L9655,昆明-忻州-哈尔滨,B6016,,8L9864,WUT,B738,542,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 6:10,HRB
8L9677,昆明-芽庄,B8732,,8L9596,,A320,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 18:30,CXR
8L9689,昆明-合肥,B6221,,8L9996,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:00,HFE
8L9801,昆明-丽江,B1565,,8L9804,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 23:55,LJG
8L9803,昆明-丽江,B1565,,8L9712,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:15,LJG
8L9841,昆明-普洱,B5268,,8L9905,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 8:45,SYM
8L9845,昆明-赣州-杭州,B7992,,8L9680,KOW,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:15,HGH
8L9849,昆明-迪庆,B5823,,8L9946,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:05,DIG
8L9851,昆明-腾冲,B5248,,8L9852,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:55,TCZ
8L9855,昆明-绵阳,B1586,,8L9966,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:50,MIG
8L9861,昆明-合肥,B5409,,8L9974,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:15,HFE
8L9863,昆明-重庆-徐州,B2677,,8L9690,CKG,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:00,XUZ
8L9865,昆明-济南,B5359,,8L9884,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:10,TNA
8L9869,昆明-武汉-青岛,B5732,,8L9748,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:20,TAO
8L9871,昆明-宜昌-宁波,B8445,,8L9648,YIH,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 13:40,NGB
8L9873,昆明-赣州-杭州,B1798,,8L9558,KOW,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:00,HGH
8L9875,昆明-厦门,B5823,,8L9922,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 17:55,XMN
8L9883,昆明-南京,B6809,,8L9956,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 18:00,NKG
8L9887,昆明-宜春-上海,B7990,,8L9980,YIC,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 8:30,SHA
8L9889,昆明-上海,B1825,,8L9958,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:55,PVG
8L9891,昆明-武汉-大连,B7991,,8L9890,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:50,DLC
8L9893,昆明-珠海,B7989,,8L9870,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:15,ZUH
8L9897,昆明-温州,B5359,,8L9866,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:55,WNZ
8L9904,昆明-版纳,B5825,,8L9915,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:50,JHG
8L9906,昆明-版纳,B5268,,8L9842,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 23:45,JHG
8L9914,昆明-版纳,B5810,,8L9520,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 22:55,JHG
8L9916,昆明-版纳,B5825,,8L9913,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 6:50,JHG
8L9921,昆明-沧源,B5823,,8L9850,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 11:05,CWJ
8L9941,昆明-大理,B6198,,8L9638,,A319,104,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 6:50,DLU
8L9945,昆明-成都,B5825,,8L9903,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 23:55,CTU
8L9947,昆明-成都,B6947,,8L9986,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 10:25,CTU
8L9955,昆明-郑州,B7990,,8L9888,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 22:05,CGO
8L9957,昆明-武汉,B1825,,8L9984,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:10,WUH
8L9959,昆明-安庆-宁波,B6800,,8L9586,AQG,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 7:25,NGB
8L9965,昆明-三亚,B1586,,8L9624,,B738,540,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:15,SYX
8L9971,昆明-海口,B6198,,8L9942,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:00,HAK
8L9973,昆明-郑州,B7993,,8L9992,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 7:05,CGO
8L9975,昆明-广州,B5409,,8L9862,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 18:50,CAN
8L9979,昆明-深圳,B6947,,8L9948,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 16:20,SZX
8L9983,昆明-西安,B2677,,8L9864,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:30,XIY
8L9985,昆明-太原-呼和,B8446,,8L9556,TYN,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:40,HET
8L9987,昆明-北京,B6943,,8L9648,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 21:30,PEK
8L9991,昆明-兰州-乌鲁,B1588,,8L9892,ZGC,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 12:15,URC
8L9993,昆明-西安,B1798,,8L9874,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 22:00,XIY
8L9995,昆明-银川,B6221,,8L9972,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 6:40,INC
9C8824,昆明-遵义-上海,B6667,,9C8823,ZYI,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:35,SHA
9C8938,昆明-石家庄,B9940,,9C8937,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:50,SJW
9C8954,昆明-上海,B6612,,9C8953,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 12:45,SHA
9C8962,昆明-黔江-上海,B8580,,9C8961,JIQ,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:10,SHA
A67105,昆明-南昌,B8285,,A67108,,A321,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:40,KHN
A67107,昆明-郑州,B8318,,A67106,,A321,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 18:25,CGO
A67113,昆明-临沂-长春,B8432,,A67114,LYI,A320,718,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:25,CGQ
AK100,昆明-吉隆坡,9MAFF,,AK101,,A320,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 17:55,KUL
B6186,昆明-版纳,B6186,,,,A318,531,D,33-计划,REG,REG,,SPE,2017/7/5,,,0,UNK,2017/7/5 9:00,JHG
BK2715,昆明-南京,B6026,,BK2797,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 10:10,NKG
BK2743,昆明-版纳,B5562,,BK2897,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:25,JHG
BK2798,昆明-长沙,B6026,,BK2716,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 18:10,HHA
BK2898,昆明-天津,B5562,,BK2744,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 18:20,TSN
CA1404,昆明-北京,B1947,,CA1403,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 11:40,PEK
CA1468,昆明-天津,B5680,,CA1467,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 18:05,TSN
CA1482,昆明-运城-天津,B5213,,CA1487,YCU,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:35,TSN
CA1488,昆明-达县-北京,B5229,,CA1481,DAX,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:25,PEK
CA1752,昆明-杭州,B6731,,CA1955,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 12:20,HGH
CA1754,昆明-杭州,B6022,,CA1753,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 19:40,HGH
CA1938,昆明-上海,B6882,,CA1937,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 20:25,PVG
CA1956,昆明-温州,B6032,,CA1751,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 12:05,WNZ
CA415,昆明-仰光,B6046,,CA415,,A319,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 10:45,RGN
CA416,昆明-成都,B6046,,CA416,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 17:05,CTU
CA4171,昆明-北京,B8491,,CA4417,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 7:20,PEK
CA4173,昆明-北京,B8491,,CA4172,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 17:05,PEK
CA4175,昆明-沈阳,B6846,,CA4459,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:20,SHE
CA4275,昆明-哈尔滨,B9926,,CA4276,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:35,HRB
CA4414,昆明-成都,B6915,,CA4413,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 13:25,CTU
CA4418,昆明-成都,B8490,,CA4172,,A320,521R,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 8:40,CTU
CA4460,昆明-成都,B6846,,CA4176,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,1,YAG,2017/7/5 21:00,CTU
CA8938,昆明-武当山-大连,B5553,,CA8929,WDS,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 10:15,DLC
CF9017,昆明-南京,B2824,,CF9018,,B757,,D,33-计划,REG,REG,,CGO,2017/7/6,,,0,UNK,2017/7/6 0:05,NKG
CZ3248,昆明-桂林,B1951,,CZ3247,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:00,KWL
CZ3410,昆明-广州,B6242,,CZ3409,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 11:55,CAN
CZ3416,昆明-广州,B5191,,CZ3415,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:10,CAN
CZ3420,昆明-广州,B2353,,CZ3419,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:35,CAN
CZ3432,昆明-海口,B8640,,CZ3431,,A321,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 10:55,HAK
CZ3450,昆明-广州,B6290,,CZ3449,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 18:45,CAN
CZ3451,昆明-丽江,B9952,,CZ3451,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 17:20,LJG
CZ3452,昆明-深圳,B9952,,CZ3452,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 21:20,SZX
CZ3460,昆明-深圳,B2395,,CZ3459,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 11:35,SZX
CZ3468,昆明-长沙,B6253,,CZ3467,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 21:30,HHA
CZ3470,昆明-武汉,B1737,,CZ3469,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 17:15,WUH
CZ3481,昆明-大理,B6209,,CZ3481,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 10:30,DLU
CZ3482,昆明-广州,B6209,,CZ3482,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 14:10,CAN
CZ3487,昆明-丽江,B6018,,CZ3487,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:15,LJG
CZ3488,昆明-广州,B6018,,CZ3488,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 20:10,CAN
CZ3490,昆明-广州,B5699,,CZ3489,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 22:10,CAN
CZ3491,昆明-版纳,B2169,,CZ3491,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 11:35,JHG
CZ3492,昆明-郑州,B2169,,CZ3492,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:30,CGO
CZ3496,昆明-郑州,B2696,,CZ3495,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 17:40,CGO
CZ3541,昆明-武汉-杭州,B5112,,CZ3542,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:55,HGH
CZ3678,昆明-上海,B6681,,CZ3677,,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 12:05,PVG
CZ3748,昆明-珠海,B5740,,CZ3747,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 21:40,ZUH
CZ3858,昆明-汕头,B5721,,CZ3857,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 12:15,SWA
CZ3864,昆明-南宁-汕头,B5640,,CZ3863,NNG,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 21:10,SWA
CZ3902,昆明-北京,B6111,,CZ3901,,A333,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 13:45,PEK
CZ6160,昆明-北京,B6098,,CZ6159,,A333,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 20:05,PEK
CZ6270,昆明-西安-哈尔滨,B6276,,CZ6269,XIY,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:50,HRB
CZ6369,昆明-版纳,B2620,,CZ6369,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:50,JHG
CZ6370,昆明-郑州,B2620,,CZ6370,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 21:00,CGO
CZ6404,昆明-重庆-沈阳,B6783,,CZ6403,CKG,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 15:50,SHE
CZ6416,昆明-西安-沈阳,B6815,,CZ6415,XIY,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 20:05,SHE
CZ6426,昆明-武汉-大连,B9916,,CZ6425,WUH,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 13:55,DLC
CZ6428,昆明-长沙-大连,B9951,,CZ6427,HHA,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 17:45,DLC
CZ6460,昆明-重庆-长春,B9915,,CZ6459,CKG,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 16:10,CGQ
CZ6562,昆明-义乌,B5157,,CZ6561,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 20:35,YIW
CZ6598,昆明-三亚,B8638,,CZ6597,,A321,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 21:05,SYX
CZ6602,昆明-郑州,B2622,,CZ6601,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 22:10,CGO
CZ6800,昆明-上海,B8869,,CZ6799,,A321,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:45,PVG
CZ6950,昆明-重庆-大连,B7970,,CZ6949,CKG,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 17:45,DLC
CZ6978,昆明-武汉,B5068,,CZ6977,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 21:50,WUH
CZ8510,昆明-青岛-长春,B6897,,CZ8509,TAO,A322,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 8:10,CGQ
DR5313,昆明-恩施-天津,B7088,,DR6512,ENH,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:25,TSN
DR6501,昆明-芒市,B5811,,DR6508,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 13:10,LUM
DR6503,昆明-芒市,B5811,,DR6502,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 17:00,LUM
DR6505,昆明-芒市,B5830,,DR5316,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 18:30,LUM
DR6507,昆明-芒市,B5811,,DR6524,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:10,LUM
DR6509,昆明-版纳,B5829,,DR5314,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 8:40,JHG
DR6511,昆明-版纳,B5830,,DR6506,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 22:40,JHG
DR6521,昆明-成都,B7865,,DR6538,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:00,CTU
DR6523,昆明-丽江,B6109,,DR6580,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 17:10,LJG
DR6529,昆明-太原-呼和,B1595,,DR6522,TYN,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:35,HET
DR6533,昆明-武汉,B1597,,DR6530,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:20,WUH
DR6569,昆明-北海,B1593,,DR6560,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:20,BHY
DR6577,昆明-榆林-沈阳,B6110,,DR6516,UYN,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:15,SHE
DR6579,昆明-芒市,B5811,,DR6504,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 20:40,LUM
DZ6312,昆明-珠海,B1533,,DZ6314,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 23:05,ZUH
DZ6313,昆明-长沙-南通,B1533,,DZ6311,HHA,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:45,NTG
EU2224,昆明-成都,B6163,,EU2226,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 23:25,CTU
EU2225,昆明-版纳,B6163,,EU2722,,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 19:25,JHG
EU2721,昆明-柳州-厦门,B6163,,EU2223,LZH,A319,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 9:20,XMN
FD583,昆明-廊曼,HSBBE,,FD582,,A320,,I,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 12:30,DMK
FM9398,昆明-长沙-上海,B6107,,FM9397,HHA,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 16:10,PVG
FM9430,昆明-衡阳-上海,B5799,,FM9429,HNY,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 17:25,PVG
FM9452,昆明-上海,B2570,,FM9451,,B763,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 13:50,SHA
FM9453,昆明-版纳,B5261,,FM9453,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 13:00,JHG
FM9454,昆明-上海,B5261,,FM9454,,B737,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 16:40,SHA
FM9540,昆明-温州,B5185,,FM9539,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 12:00,WNZ
FM9542,昆明-郑州,B5145,,FM9541,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,CES,2017/7/5 11:50,CGO
FU6510,昆明-福州,B1433,,FU6509,,B738,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 22:25,FOC
GJ8662,昆明-贵阳-杭州,B8335,,GJ8872,KWE,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 7:30,HGH
GJ8689,昆明-徐州-长春,B1676,,GJ8661,XUZ,A320,,D,33-计划,REG,REG,,PAX,2017/7/5,,,0,YAG,2017/7/5 8:05,CGQ
