FLT,VIP,LKF,RFC,VI1,DES,TOF,REG,ITY,TAR,GAT,CID,MP1,STD,ETD,ATD,ABT,FSA,RCP,SDT,EAN,POP,OPE,NAT,FLX,MFF,SST
"GJ8838","","GJ8837","昆明-珠海-杭州","ZUH","HGH","D","B8985","A320","","","","","18:05","","","","33-计划","","2017/6/30","19:53","REG","REG","PAX","","","00"
"GS7654","","GS7653","昆明-西安","","XIY","D","B9983","A320","","","","","11:40","","","","33-计划","","2017/6/30","13:26","REG","REG","PAX","","","00"
"GS7662","","GS7661","昆明-西安","","XIY","D","B1619","A320","","","","","22:50","","","","33-计划","","2017/6/30","0:37","REG","REG","PAX","","","00"
"GS7856","","GS7855","昆明-天津","","TSN","D","B8659","A330","","","","","13:25","","","","33-计划","","2017/6/30","16:17","REG","REG","PAX","","","00"
"GS7858","","GS7857","昆明-西安-天津","XIY","TSN","D","B1850","A320","","","","","14:05","","","","33-计划","","2017/6/30","15:52","REG","REG","PAX","","","00"
"GS7876","","GS7875","昆明-西安-天津","XIY","TSN","D","B8776","A330","","","","","19:50","","","","33-计划","","2017/6/30","21:37","REG","REG","PAX","","","00"
"HO1020","","HO1019","昆明-大庸-杭州","DYG","HGH","D","B6602","A320","","","","","19:45","","","","33-计划","","2017/6/30","21:08","REG","REG","PAX","","","00"
"HO1094","","HO1093","昆明-上海","","SHA","D","B6395","A320","156","15","","C","7:40","","","","33-计划","","2017/6/30","10:24","REG","REG","PAX","","","00"
"HO1096","","HO1095","昆明-毕节-上海","BFJ","SHA","D","B6640","A320","","","","","18:40","","","","33-计划","","2017/6/30","19:25","REG","REG","PAX","","","00"
"HO1100","","HO1099","昆明-上海","","SHA","D","B6311","A320","","","","","16:35","","","","33-计划","","2017/6/30","19:18","REG","REG","PAX","","","00"
"HO1122","","HO1121","昆明-上海","","SHA","D","B1871","A320","","","","","12:55","","","","33-计划","","2017/6/30","15:37","REG","REG","PAX","","","01"
"HO1682","","HO1681","昆明-毕节-南京","BFJ","NKG","D","B6768","A320","","","","","15:05","","","","33-计划","","2017/6/30","15:51","REG","REG","PAX","","","00"
"HU7088","","HU7087","昆明-海口","","HAK","D","B2651","B738","","","","","10:35","","","","33-计划","","2017/6/30","12:04","REG","REG","PAX","","","01"
"HU7112","","HU7111","昆明-北京","","PEK","D","B2738","B787","","","","","20:25","","","","33-计划","","2017/6/30","23:16","REG","REG","PAX","","","01"
"HU7164","","HU7163","昆明-深圳","","SZX","D","B5338","B738","","","","","11:25","","","","33-计划","","2017/6/30","13:06","REG","REG","PAX","","","01"
"HU7212","","HU7211","昆明-北京","","PEK","D","B2728","B788","164","12","","","12:55","","","","33-计划","","2017/6/30","15:46","REG","REG","PAX","","","00"
"HU7236","","HU7235","昆明-广州","","CAN","D","B5138","B738","","","","","19:30","","","","33-计划","","2017/6/30","21:09","REG","REG","PAX","","","00"
"HU7312","","HU7311","昆明-北京","","PEK","D","B5685","B738","159","05","","B","7:10","","","","33-计划","","2017/6/30","10:07","REG","REG","PAX","","","00"
"JD5156","","JD5155","昆明-丽江","","LJG","D","B1622","A320","","","","","16:05","","","","33-计划","","2017/6/30","16:58","REG","REG","PAX","","","00"
"JD5158","","JD5157","昆明-杭州","","HGH","D","B8221","A330","","","","","14:30","","","","33-计划","","2017/6/30","16:54","REG","REG","PAX","","","00"
"JD5166","","JD5792","昆明-丽江","","LJG","D","B6178","A319","","","","","15:50","","","","33-计划","","2017/6/30","16:41","REG","REG","PAX","","","00"
"JD5790","","JD5789","昆明-版纳","","JHG","D","B8072","A320","","","","","12:20","","","","33-计划","","2017/6/30","13:07","REG","REG","PAX","","","00"
"JD5791","","JD5165","昆明-芒市","","LUM","D","B6178","A319","","","","","11:45","","","","33-计划","","2017/6/30","12:35","REG","REG","PAX","","","00"
"KA761","","KA760","昆明-香港","","HKG","R","BHLA","A333","","","","","15:20","","","","33-计划","","2017/6/30","","REG","REG","PAX","","","01"
"KE886","","KE885","昆明-首尔","","ICN","I","HL8245","B738","","","","","23:30","","","","33-计划","","2017/6/30","3:24","REG","REG","PAX","","","00"
"KN2382","","KN5211","昆明-石家庄","","SJW","D","B1752","B738","","","","","20:55","","","","33-计划","","2017/6/30","23:32","REG","REG","PAX","","","00"
"KN5212","","KN2381","昆明-汉中-南苑","HZG","NAY","D","B1989","B738","","","","","11:10","","","","33-计划","","2017/6/30","12:42","REG","REG","PAX","","","00"
"KY8203","","KY8220","昆明-南京","","NKG","D","B5673","B738","","","","","12:00","","","","33-计划","","2017/6/30","14:20","REG","REG","PAX","","","00"
"KY8205","","KY8342","昆明-济南-哈尔滨","TNA","HRB","D","B2667","B737","524R","","","A","9:05","","","","33-计划","","2017/6/30","11:43","REG","REG","PAX","","","00"
"KY8209","","KY8252","昆明-版纳","","JHG","D","B7870","B737","","","","","12:55","","","","33-计划","","2017/6/30","13:44","REG","REG","PAX","","","00"
"KY8219","","KY8204","昆明-深圳","","SZX","D","B5673","B738","","","","","21:25","","","","33-计划","","2017/6/30","23:10","REG","REG","PAX","","","00"
"KY8221","","KY8274","昆明-重庆","","CKG","D","B1926","B738","","","","","17:25","","","","33-计划","","2017/6/30","18:41","REG","REG","PAX","","","00"
"KY8229","","KY8248","昆明-腾冲","","TCZ","D","B2678","B737","","","","A","8:00","","","","33-计划","","2017/6/30","8:55","REG","REG","PAX","","","00"
"KY8231","","KY8246","昆明-丽江","","LJG","D","B7871","B737","","","","","16:40","","","","33-计划","","2017/6/30","17:33","REG","REG","PAX","","","00"
"KY8233","","KY8322","昆明-太原","","TYN","D","B5672","B738","","","","","13:55","","","","33-计划","","2017/6/30","16:23","REG","REG","PAX","","","00"
"KY8235","","KY8206","昆明-杭州","","HGH","D","B5025","B737","146","57","","A","8:15","","","","33-计划","","2017/6/30","10:43","REG","REG","PAX","","","00"
"KY8239","","KY8258","昆明-青岛","","TAO","D","B7873","B738","","","","","16:20","","","","33-计划","","2017/6/30","19:23","REG","REG","PAX","","","00"
"KY8243","","KY8250","昆明-普洱","","SYM","D","B2679","B737","","","","","18:15","","","","33-计划","","2017/6/30","18:58","REG","REG","PAX","","","00"
"KY8245","","KY8256","昆明-芒市","","LUM","D","B7871","B737","","","","","13:10","","","","33-计划","","2017/6/30","14:02","REG","REG","PAX","","","00"
"KY8247","","KY8244","昆明-芒市","","LUM","D","B2679","B737","","","","","21:55","","","","33-计划","","2017/6/30","22:46","REG","REG","PAX","","","00"
"KY8249","","KY8316","昆明-丽江","","LJG","D","B7872","B737","","","","","20:10","","","","33-计划","","2017/6/30","21:04","REG","REG","PAX","","","00"
"KY8251","","KY8210","昆明-保山","","BSD","D","B7870","B737","139","56","","B","8:00","","","","33-计划","","2017/6/30","8:49","REG","REG","PAX","","","00"
"KY8253","","KY8362","昆明-西安","","XIY","D","B6491","B738","112","65","","A","8:10","","","","33-计划","","2017/6/30","10:01","REG","REG","PAX","","","00"
"KY8255","","KY8232","昆明-临沧","","LNJ","D","B7871","B737","","","","B","9:00","","","","33-计划","","2017/6/30","9:43","REG","REG","PAX","","","00"
"KY8257","","KY8240","昆明-郑州","","CGO","D","B7873","B738","327","","","A","8:25","","","","33-计划","","2017/6/30","10:40","REG","REG","PAX","","","00"
"KY8261","","KY8338","昆明-重庆-台州","CKG","HYN","D","B1507","B738","522R","","","B","7:00","","","","33-计划","","2017/6/30","8:12","REG","REG","PAX","","","00"
"KY8265","","KY8236","昆明-杭州","","HGH","D","B5025","B737","","","","","16:50","","","","33-计划","","2017/6/30","19:16","REG","REG","PAX","","","00"
"KY8269","","KY8314","昆明-丽江","","LJG","D","B1459","B737","","","","","19:10","","","","33-计划","","2017/6/30","20:04","REG","REG","PAX","","","00"
"KY8273","","KY8286","昆明-武汉","","WUH","D","B1926","B738","","","","","10:20","","","","33-计划","","2017/6/30","12:13","REG","REG","PAX","","","00"
"KY8275","","KY8308","昆明-济南","","TNA","D","B6493","B738","","","","","14:10","","","","33-计划","","2017/6/30","16:58","REG","REG","PAX","","","00"
"KY8281","","KY8254","昆明-上海","","PVG","D","B6491","B738","","","","","14:40","","","","33-计划","","2017/6/30","17:29","REG","REG","PAX","","","00"
"KY8283","","KY8234","昆明-上海","","PVG","D","B1991","B738","136","","","B","7:40","","","","33-计划","","2017/6/30","10:27","REG","REG","PAX","","","00"
"KY8285","","KY8296","昆明-广州","","CAN","D","B6492","B738","","","","","22:40","","","","33-计划","","2017/6/30","0:23","REG","REG","PAX","","","00"
"KY8295","","KY8302","昆明-重庆-南通","CKG","NTG","D","B6492","B738","328","","","B","7:05","","","","33-计划","","2017/6/30","8:19","REG","REG","PAX","","","00"
"KY8297","","KY8270","昆明-石家庄-长春","SJW","CGQ","D","B5026","B737","326","","","A","9:40","","","","33-计划","","2017/6/30","12:21","REG","REG","PAX","","","00"
"KY8301","","KY8262","昆明-惠州","","HUZ","D","B1507","B738","","","","","18:40","","","","33-计划","","2017/6/30","20:29","REG","REG","PAX","","","00"
"KY8307","","KY8284","昆明-南昌","","KHN","D","B1991","B738","","","","","16:50","","","","33-计划","","2017/6/30","18:49","REG","REG","PAX","","","00"
"KY8313","","KY8298","昆明-腾冲","","TCZ","D","B1459","B737","144","61","","C","8:00","","","","33-计划","","2017/6/30","8:53","REG","REG","PAX","","","00"
"KY8315","","KY8316","昆明-腾冲","","TCZ","D","B7872","B737","524L","","","B","7:20","","","","33-计划","","2017/6/30","8:13","REG","REG","PAX","","","00"
"KY8321","","KY8282","昆明-成都","","CTU","D","B5672","B738","143","63","","B","8:15","","","","33-计划","","2017/6/30","9:19","REG","REG","PAX","","","00"
"KY8333","","KY8334","昆明-西安-大连","XIY","DLC","D","B7089","B738","538","","","C","10:00","","","","33-计划","","2017/6/30","11:53","REG","REG","PAX","","","00"
"KY8341","","KY8266","昆明-厦门-南宁","XMN","NNG","D","B2669","B737","153","27","","C","9:15","","","","33-计划","","2017/6/30","11:35","REG","REG","PAX","","","00"
"MF8406","","MF8405","昆明-厦门","","XMN","D","B5845","B738","","","","","11:50","","","","33-计划","","2017/6/30","14:05","REG","REG","PAX","","","05"
"MF8418","","MF8417","昆明-厦门","","XMN","D","B5308","B738","","","","","15:40","","","","33-计划","","2017/6/30","17:56","REG","REG","PAX","","","04"
"MF8428","","MF8427","昆明-福州","","FOC","D","B5038","B737","","","","","12:20","","","","33-计划","","2017/6/30","14:45","REG","REG","PAX","","","05"
"MF8430","","MF8429","昆明-厦门","","XMN","D","B5308","B738","537","","","B","8:05","","","","33-计划","","2017/6/30","10:21","REG","REG","PAX","","","05"
"MF8462","","MF8461","昆明-武汉-杭州","WUH","HGH","D","B5635","B738","","","","","19:15","","","","33-计划","","2017/6/30","21:04","REG","REG","PAX","","","05"
"MF8476","","MF8641","昆明-福州","","FOC","D","B6483","B738","","","","","20:15","","","","33-计划","","2017/6/30","22:38","REG","REG","PAX","","","03"
"MF8642","","MF8475","昆明-珠海-泉州","ZUH","JJN","D","B5382","B738","","","","","20:10","","","","33-计划","","2017/6/30","21:50","REG","REG","PAX","","","00"
"MI915","","MI916","昆明-新加坡","","SIN","I","9VMGE","B738","","","","","19:15","","","","33-计划","","2017/6/30","","REG","REG","PAX","","","02"
"MU2144","","MU5461","昆明-太原","","TYN","D","B2682","B737","","","","","19:40","","","","33-计划","","2017/6/30","22:02","REG","REG","PAX","","","00"
"MU2178","","MU2177","昆明-宁波","","NGB","D","B6011","A320","","","","","18:25","","","","33-计划","","2017/6/30","20:55","REG","REG","PAX","","","00"
"MU2182","","MU2181","昆明-西安","","XIY","D","B9907","A320","","","","","11:15","","","","33-计划","","2017/6/30","13:06","REG","REG","PAX","","","00"
"MU2186","","MU2185","昆明-银川","","INC","D","B1641","A320","","","","","18:50","","","","33-计划","","2017/6/30","21:08","REG","REG","PAX","","","00"
"MU2206","","MU2205","昆明-银川","","INC","D","B1641","A320","","","","","11:35","","","","33-计划","","2017/6/30","13:54","REG","REG","PAX","","","00"
"MU2208","","MU2207","昆明-西安","","XIY","D","B1858","A325","","","","","18:10","","","","33-计划","","2017/6/30","19:59","REG","REG","PAX","","","00"
"MU2362","","MU2361","昆明-西安","","XIY","D","B6477","A319","","","","","21:30","","","","33-计划","","2017/6/30","23:21","REG","REG","PAX","","","00"
"MU2434","","MU2433","昆明-宜昌-青岛","YIH","TAO","D","B2335","A320","","","","","20:20","","","","33-计划","","2017/6/30","21:59","REG","REG","PAX","","","00"
"MU2498","","MU2493","昆明-武汉","","WUH","D","B1515","B738","","","","","23:20","","","","33-计划","","2017/6/30","1:09","REG","REG","PAX","","","00"
"MU2574","","MU2574","昆明-北京","","PEK","D","B1792","B738","","","","","20:30","","","","33-计划","","2017/6/30","23:29","REG","REG","PAX","","","00"
"MU2597","","MU748","昆明-清莱","","CEI","I","B1702","B738","713","","","","14:40","","","","33-计划","","2017/6/30","15:53","REG","REG","PAX","","","00"
"MU2705","","MU2705","昆明-丽江","","LJG","D","B6472","A319","","","","","11:30","","","","33-计划","","2017/6/30","12:24","REG","REG","PAX","","","00"
"MU2716","","MU2715","昆明-长沙-南京","HHA","NKG","D","B6756","A320","","","","","16:55","","","","33-计划","","2017/6/30","18:37","REG","REG","PAX","","","00"
"MU2755","Y","MU2755","昆明-版纳","","JHG","D","B6456","A319","","","","","20:55","","","","33-计划","","2017/6/30","21:41","REG","REG","PAX","","","00"
"MU2986","","MU2985","昆明-无锡","","WUX","D","B2220","A320","","","","","19:55","","","","33-计划","","2017/6/30","22:27","REG","REG","PAX","","","00"
"MU2996","","MU2765","昆明-重庆-无锡","CKG","WUX","D","B2220","A320","129","42","","E","7:45","","","","33-计划","","2017/6/30","8:59","REG","REG","PAX","","","00"
"MU5077","","MU5077","昆明-曼谷","","BKK","I","B6010","A320","","","","","15:55","","","","33-计划","","2017/6/30","17:56","REG","REG","PAX","","","00"
"MU5328","","MU5327","昆明-九华山-济南","JUH","TNA","D","B2337","A320","","","","","16:20","","","","33-计划","","2017/6/30","18:42","REG","REG","PAX","","","00"
"MU5464","","MU5449","昆明-合肥-上海","HFE","PVG","D","B6832","A320","","","","F","9:35","","","","33-计划","","2017/6/30","11:44","REG","REG","PAX","","","00"
"MU5470","","MU5469","昆明-南昌","","KHN","D","B6009","A320","","","","","10:50","","","","33-计划","","2017/6/30","12:48","REG","REG","PAX","","","00"
"MU5472","","MU5471","昆明-重庆-济南","CKG","TNA","D","B2207","A320","","","","","20:50","","","","33-计划","","2017/6/30","22:06","REG","REG","PAX","","","00"
"MU5618","","MU5617","昆明-南昌","","KHN","D","B6878","A322","","","","","22:30","","","","33-计划","","2017/6/30","0:26","REG","REG","PAX","","","00"
"MU5645","","MU5645","昆明-版纳","","JHG","D","B2229","A320","","","","","18:55","","","","33-计划","","2017/6/30","19:42","REG","REG","PAX","","","00"
"MU5646","","MU5646","昆明-杭州","","HGH","D","B2229","A320","","","","","23:00","","","","33-计划","","2017/6/30","1:26","REG","REG","PAX","","","00"
"MU5706","","MU5763","昆明-版纳","","JHG","D","B5265","B737","","","","","23:25","","","","33-计划","","2017/6/30","0:11","REG","REG","PAX","","","00"
"MU5714","","MU5942","昆明-普洱","","SYM","D","B5802","B737","","","","","18:35","","","","33-计划","","2017/6/30","19:18","REG","REG","PAX","","","00"
"MU5719","Y","MU5812","昆明-北京","","PEK","D","B6146","B738","312","","","","17:20","","","","33-计划","","2017/6/30","20:18","REG","REG","PAX","","","00"
"MU5724","","MU5952","昆明-版纳","","JHG","D","B5225","B737","","","","","21:35","","","","33-计划","","2017/6/30","22:21","REG","REG","PAX","","","00"
"MU5734","","MU5734","昆明-版纳","","JHG","D","B5821","B737","","","","","22:05","","","","33-计划","","2017/6/30","22:51","REG","REG","PAX","","","00"
"MU5737","","MU9738","昆明-广州","","CAN","D","B5796","B738","","","","","15:35","","","","33-计划","","2017/6/30","17:20","REG","REG","PAX","","","00"
"MU5740","","MU5811","昆明-大理","","DLU","D","B6142","B737","","","","","11:50","","","","33-计划","","2017/6/30","12:34","REG","REG","PAX","","","00"
"MU5744","","MU5988","昆明-丽江","","LJG","D","B5255","B737","","","","","20:55","","","","33-计划","","2017/6/30","21:48","REG","REG","PAX","","","00"
"MU5745","","MU5748","昆明-三亚","","SYX","D","B6892","A320","","","","","18:50","","","","33-计划","","2017/6/30","20:37","REG","REG","PAX","","","00"
"MU5747","","MU5810","昆明-天津","","TSN","D","B6892","A320","512","","","F","9:45","","","","33-计划","","2017/6/30","12:45","REG","REG","PAX","","","00"
"MU5771","","MU5714","昆明-广州","","CAN","D","B7591","B738","","","","","18:50","","","","33-计划","","2017/6/30","20:30","REG","REG","PAX","","","00"
"MU5811","","MU5764","昆明-上海","","SHA","D","B1789","B738","","","","","12:00","","","","33-计划","","2017/6/30","14:45","REG","REG","PAX","","","00"
"MU5813","","MU5760","昆明-上海","","SHA","D","B7589","B738","","","","","17:30","","","","33-计划","","2017/6/30","20:12","REG","REG","PAX","","","00"
"MU5815","","MU5974","昆明-六盘水-上海","LPF","SHA","D","B5295","B737","","","","","14:25","","","","33-计划","","2017/6/30","15:05","REG","REG","PAX","","","00"
"MU5821","","MU2582","昆明-东胜-哈尔滨","DSN","HRB","D","B5527","B738","501","","","F","8:20","","","","33-计划","","2017/6/30","10:49","REG","REG","PAX","","","00"
"MU5847","","MU5742","昆明-成都","","CTU","D","B1790","B738","","","","","19:55","","","","33-计划","","2017/6/30","21:01","REG","REG","PAX","","","00"
"MU5851","","MU5986","昆明-成都","","CTU","D","B5817","B737","131","38","","F","10:00","","","","33-计划","","2017/6/30","11:04","REG","REG","PAX","","","00"
"MU5853","","MU5844","昆明-成都","","CTU","D","B5926","A33E","","","","","17:55","","","","33-计划","","2017/6/30","19:05","REG","REG","PAX","","","00"
"MU5897","","MU5856","昆明-普洱","","SYM","D","B5816","B737","","","","","16:45","","","","33-计划","","2017/6/30","17:29","REG","REG","PAX","","","00"
"MU5903","Y","MU5922","昆明-版纳","","JHG","D","B5820","B737","118","29","","F","8:50","","","","33-计划","","2017/6/30","9:37","REG","REG","PAX","","","00"
"MU5943","","MU2586","昆明-大理","","DLU","D","B5293","B737","103","","","E","7:40","","","","33-计划","","2017/6/30","8:24","REG","REG","PAX","","","00"
"MU5957","","MU5722","昆明-临沧","","LNJ","D","B5271","B737","124","39","","F","9:35","","","","33-计划","","2017/6/30","10:15","REG","REG","PAX","","","00"
"MU5959","","MU5936","昆明-临沧","","LNJ","D","B5819","B737","","","","","16:25","","","","33-计划","","2017/6/30","17:07","CAN","REG","PAX","","","00"
"MU5963","","MU5711","昆明-临沧","","LNJ","D","B5231","B737","","","","","11:00","","","","33-计划","","2017/6/30","11:41","REG","REG","PAX","","","00"
"MU5975","","MU5958","昆明-芒市","","LUM","D","B5271","B737","","","","","13:45","","","","33-计划","","2017/6/30","14:35","REG","REG","PAX","","","00"
"MU5985","","MU5733","昆明-保山","","BSD","D","B5276","B737","516","","","E","9:00","","","","33-计划","","2017/6/30","9:49","REG","REG","PAX","","","00"
"MU9743","","MU5968","昆明-昭通-北京","ZAT","PEK","D","B5282","B737","","","","","18:35","","","","33-计划","","2017/6/30","19:10","REG","REG","PAX","","","00"
"NS3270","","NS3269","昆明-石家庄","","SJW","D","B1930","B738","","","","","20:25","","","","33-计划","","2017/6/30","22:59","REG","REG","PAX","","","00"
"OQ2328","","OQ2327","昆明-重庆","","CKG","D","B6248","A319","","","","","9:50","","","","33-计划","","2017/6/30","10:56","REG","REG","PAX","","","01"
"OQ2358","","OQ2357","昆明-重庆","","CKG","D","B1827","A320","","","","","22:00","","","","33-计划","","2017/6/30","23:11","REG","REG","PAX","","","01"
"PN6393","","PN6393","昆明-版纳","","JHG","D","B8422","A320","","","","","8:55","","","","33-计划","","2017/6/30","9:42","REG","REG","PAX","","","00"
"PN6394","","PN6394","昆明-重庆","","CKG","D","B8422","A320","","","","","12:45","","","","33-计划","","2017/6/30","13:57","REG","REG","PAX","","","00"
"QV816","","QV815","昆明-万象","","VTE","I","RDPL34223","A320","312","","","","10:50","","","","33-计划","","2017/6/30","12:03","REG","REG","PAX","","","00"
"SC4696","","SC4695","昆明-南京-青岛","NKG","TAO","D","B5526","B738","","","","","13:40","","","","33-计划","","2017/6/30","16:00","REG","REG","PAX","","","00"
"SC4720","","SC4719","昆明-重庆","","CKG","D","B5348","B738","","","","","22:35","","","","33-计划","","2017/6/30","23:47","REG","REG","PAX","","","00"
"SC4738","","SC4737","昆明-青岛","","TAO","D","B1985","B738","","","","","20:55","","","","33-计划","","2017/6/30","23:55","REG","REG","PAX","","","00"
"SC4770","","SC4769","昆明-厦门","","XMN","D","B1511","B738","","","","","11:20","","","","33-计划","","2017/6/30","13:36","REG","REG","PAX","","","00"
"SC4860","","SC4925","昆明-青岛","","TAO","D","B1436","B738","141","60","","C","6:55","","","","33-计划","","2017/6/30","10:02","REG","REG","PAX","","","00"
"SC4874","","SC4873","昆明-济南-烟台","TNA","YNT","D","B1931","B738","","","","","12:50","","","","33-计划","","2017/6/30","15:26","REG","REG","PAX","","","00"
"SC8829","","SC8829","昆明-德里","","DEL","I","B1743","B738","","","","","10:55","","","","33-计划","","2017/6/30","","REG","REG","PAX","","","00"
"SC8830","","SC8830","昆明-青岛","","TAO","D","B1743","B738","","","","","23:50","","","","33-计划","","2017/6/30","2:42","REG","REG","PAX","","","00"
"SC8843","","SC8844","昆明-济南-大阪","TNA","KIX","M","B7975","B738","113","64","","B","6:50","","","","33-计划","","2017/6/30","9:27","REG","REG","PAX","","","00"
"SC8886","","SC8886","昆明-乌鲁","","URC","D","B1745","B738","108","","","C","7:25","","","","33-计划","","2017/6/30","11:25","REG","REG","PAX","","","00"
"TG613","","TG612","昆明-曼谷","","BKK","I","HST","B773","","","","","15:20","","","","33-计划","","2017/6/30","17:04","REG","REG","PAX","","","00"
"TV6008","","TV6007","昆明-丽江-兰州","LJG","ZGC","D","B8841","A320","","","","","13:20","","","","33-计划","","2017/6/30","14:13","REG","REG","PAX","","","00"
"TV9819","","TV9893","昆明-芒市","","LUM","D","B6467","A319","","","","","14:45","","","","33-计划","","2017/6/30","15:35","REG","REG","PAX","","","00"
"TV9894","","TV9820","昆明-拉萨","","LXA","D","B6467","A319","","","","","20:15","","","","33-计划","","2017/6/30","22:39","REG","REG","PAX","","","00"
"UO274","","UO273","昆明-香港","","HKG","R","BLPH","A320","","","","","12:10","","","","33-计划","","2017/6/30","","REG","REG","PAX","","","00"
"ZH9266","","ZH9265","昆明-西安","","XIY","D","B8633","A322","","","","","12:45","","","","33-计划","","2017/6/30","14:37","REG","REG","PAX","","","00"
"ZH9412","","ZH9411","昆明-深圳","","SZX","D","B6153","A319","","","","","11:00","","","","33-计划","","2017/6/30","12:46","REG","REG","PAX","","","00"
"ZH9414","","ZH9413","昆明-深圳","","SZX","D","B5775","B738","","","","","17:30","","","","33-计划","","2017/6/30","19:14","REG","REG","PAX","","","00"
"ZH9416","","ZH9415","昆明-深圳","","SZX","D","B5401","B738","522L","","","B","8:45","","","","33-计划","","2017/6/30","10:30","REG","REG","PAX","","","00"
"ZH9452","","ZH9451","昆明-广州","","CAN","D","B5381","B737","521R","","","C","9:05","","","","33-计划","","2017/6/30","10:48","REG","REG","PAX","","","00"
"ZH9456","","ZH9789","昆明-广州","","CAN","D","B6855","A322","","","","","22:45","","","","33-计划","","2017/6/30","0:26","REG","REG","PAX","","","00"
"ZH9532","","ZH9531","昆明-无锡","","WUX","D","B5773","B738","","","","","19:20","","","","33-计划","","2017/6/30","21:53","REG","REG","PAX","","","00"
"ZH9534","","ZH9533","昆明-无锡","","WUX","D","B6358","A320","","","","","15:10","","","","33-计划","","2017/6/30","17:44","REG","REG","PAX","","","00"
"ZH9562","","ZH9561","昆明-南京","","NKG","D","B5771","B738","","","","","12:10","","","","33-计划","","2017/6/30","14:30","REG","REG","PAX","","","00"
"ZH9713","","ZH9714","昆明-太原-沈阳","TYN","SHE","D","B6835","A320","526R","","","","10:05","","","","33-计划","","2017/6/30","12:30","REG","REG","PAX","","","00"
"ZH9774","","ZH9773","昆明-南昌","","KHN","D","B6780","A320","","","","","13:30","","","","33-计划","","2017/6/30","15:25","REG","REG","PAX","","","00"
"ZH9790","","ZH9789","昆明-泉州","","JJN","D","B6833","A320","523L","","","C","9:05","","","","33-计划","","2017/6/30","11:27","REG","REG","PAX","","","00"
"ZH9794","","ZH9793","昆明-泉州","","JJN","D","B6296","A320","","","","","13:40","","","","33-计划","","2017/6/30","16:04","REG","REG","PAX","","","00"
"CF9017","","CF9018","昆明-南京","","NKG","D","B2824","B757","","","","","0:05","","","","33-计划","","2017/7/1","2:24","REG","REG","CGO","","","00"
"O36943","","O36944","昆明-杭州","","HGH","D","B2828","B757","","","","","1:15","","","","33-计划","","2017/7/1","3:38","REG","REG","CGO","","","00"
"QG8815","","QG8816","昆明-巴厘岛","","DPS","I","","A320","","","","","2:15","","","","33-计划","","2017/7/1","8:10","REG","REG","PAX","","","00"
"SC8885","","SC8885","昆明-曼谷","","BKK","I","B6986","B738","","","","","1:00","","","","33-计划","","2017/7/1","2:59","REG","REG","PAX","","","00"
"UL829","","UL828","昆明-科伦坡","","CMB","I","","A332","","","","","2:55","","","","33-计划","","2017/7/1","","REG","REG","PAX","","","00"
"8L9503","","8L9980","昆明-莫斯科","","DME","I","B5971","A333","322","","","","10:40","","","","33-计划","","2017/6/30","","REG","REG","PAX","","","00"
"8L9541","","8L9520","昆明-文山","","WNH","D","B5272","B737","","","","","16:00","","","","33-计划","","2017/6/30","16:34","REG","REG","SPE","","","00"
"8L9709","","","昆明-连城-南京","LCX","NKG","D","B7991","B738","","","","","6:40","","","","33-计划","","2017/6/30","8:53","REG","REG","PAX","","","00"
"8L9923","","8L9802","昆明-保山","","BSD","D","B5825","B737","","","","","13:05","","","","33-计划","","2017/6/30","13:51","REG","REG","PAX","","","01"
"DR6561","","DR6534","昆明-青岛-沈阳","TAO","SHE","D","B7865","B738","539","","","","11:55","","","","33-计划","","2017/6/30","15:00","REG","REG","PAX","","","00"
"FD583","","FD582","昆明-廊曼","","DMK","I","HSBBE","A320","","","","","12:30","","","","33-计划","","2017/6/30","","REG","REG","PAX","","","00"
"HU7090","","HU7089","昆明-海口","","HAK","D","B5337","B738","","","","","22:40","","","","33-计划","","2017/6/30","0:06","REG","REG","PAX","","","00"
"QW9856","","QW9855","昆明-屯溪-青岛","TXN","TAO","D","B1693","A320","135","48","","","6:55","","","","33-计划","","2017/6/30","9:07","REG","REG","PAX","","","00"
"SC4926","","","昆明-济南","","TNA","D","B7978","B738","","","","","6:50","","","","33-计划","","2017/6/30","9:27","REG","REG","PAX","","","00"
"UW9943","","UW9944","昆明-德里","","DEL","I","B2325","A306","","","","","16:30","","","","33-计划","","2017/6/30","","REG","REG","CGO","","","00"
"UW9947","","UW9948","昆明-马德拉斯","","MAA","I","B2330","A306","","","","","20:40","","","","33-计划","","2017/6/30","","REG","REG","CGO","","","00"
"3U8033","","3U8108","昆明-丽江","","LJG","D","B8326","A320","150","49","","","6:55","","","","33-计划","","2017/6/30","","REG","REG","PAX","","","00"
"3U8259","","3U8661","昆明-南京","","NKG","D","B1820","A320","","","","","11:20","","","","33-计划","","2017/6/30","13:35","REG","REG","PAX","","","00"
"MU2568","","MU2568","昆明-广州","","CAN","D","B6149","B738","","","","","22:05","","","","33-计划","","2017/6/30","23:47","REG","REG","PAX","","","00"
"MU5725","","MU5757","昆明-乌鲁","","URC","D","B5822","B737","","","","","14:25","","","","33-计划","","2017/6/30","18:31","REG","REG","PAX","","","00"
"MU9751","","MU5842","昆明-北京","","PEK","D","B5930","A33E","","","","","14:00","","","","33-计划","","2017/6/30","16:58","REG","REG","PAX","","","00"
