FLT,VIP,TAR,LKF,RFC,VI1,DES,TOF,REG,ITY,GAT,CID,MP1,STD,ETD,ABT,ATD,FSA,SDT,EAN,POP,OPE,RCP,NAT,FLX,MFF,SST
"GS7856","","","GS7855","昆明-天津","","TSN","D","B8659","A330","","","","13:25","","","","33-计划","2017/7/10","16:17","REG","REG","","PAX","","","00"
"GS7858","","","GS7857","昆明-西安-天津","XIY","TSN","D","B9989","A320","","","","14:05","","","","33-计划","2017/7/10","15:52","REG","REG","","PAX","","","00"
"GS7876","","","GS7875","昆明-西安-天津","XIY","TSN","D","B6903","A320","","","","19:50","","","","33-计划","2017/7/10","21:37","REG","REG","","PAX","","","00"
"HO1020","","","HO1019","昆明-大庸-杭州","DYG","HGH","D","B6640","A320","","","","19:30","","","","33-计划","2017/7/10","20:53","REG","REG","","PAX","","","00"
"HO1092","","","HO1091","昆明-上海","","SHA","D","B6618","A320","","","","20:25","","","","33-计划","2017/7/10","23:07","REG","REG","","PAX","","","00"
"HO1094","","","HO1093","昆明-上海","","SHA","D","B6788","A320","","","","7:40","","","","33-计划","2017/7/10","10:24","REG","REG","","PAX","","","00"
"HO1096","","","HO1095","昆明-毕节-上海","BFJ","SHA","D","B6670","A320","","","","18:40","","","","33-计划","2017/7/10","19:25","REG","REG","","PAX","","","00"
"HO1100","","","HO1099","昆明-上海","","SHA","D","B6572","A320","","","","16:35","","","","33-计划","2017/7/10","19:18","REG","REG","","PAX","","","00"
"HO1122","","","HO1121","昆明-上海","","SHA","D","B6963","A320","","","","12:55","","","","33-计划","2017/7/10","15:37","REG","REG","","PAX","","","00"
"HO1682","","","HO1681","昆明-毕节-南京","BFJ","NKG","D","B6338","A320","","","","15:05","","","","33-计划","2017/7/10","15:51","REG","REG","","PAX","","","00"
"HU7088","","","HU7087","昆明-海口","","HAK","D","B5478","B738","","","","10:35","","","","33-计划","2017/7/10","12:04","REG","REG","","PAX","","","00"
"HU7112","","","HU7111","昆明-北京","","PEK","D","B2723","B787","","","","20:25","","","","33-计划","2017/7/10","23:16","REG","REG","","PAX","","","00"
"HU7164","","","HU7163","昆明-深圳","","SZX","D","B5141","B738","","","","11:25","","","","33-计划","2017/7/10","13:06","REG","REG","","PAX","","","00"
"HU7212","","","HU7211","昆明-北京","","PEK","D","B2729","B787","","","","12:55","","","","33-计划","2017/7/10","15:46","REG","REG","","PAX","","","00"
"HU7236","","","HU7235","昆明-广州","","CAN","D","B5137","B738","","","","19:30","","","","33-计划","2017/7/10","21:09","REG","REG","","PAX","","","00"
"HU7312","","","HU7311","昆明-北京","","PEK","D","B5611","B738","","","","7:10","","","","33-计划","2017/7/10","10:07","REG","REG","","PAX","","","00"
"JD5156","","","JD5155","昆明-丽江","","LJG","D","B1622","A320","","","","16:05","","","","33-计划","2017/7/10","16:58","REG","REG","","PAX","","","00"
"JD5158","","","JD5157","昆明-杭州","","HGH","D","B1691","A320","","","","14:30","","","","33-计划","2017/7/10","16:54","REG","REG","","PAX","","","00"
"JD5166","","","JD5792","昆明-丽江","","LJG","D","B6178","A319","","","","15:50","","","","33-计划","2017/7/10","16:41","REG","REG","","PAX","","","00"
"JD5790","","","JD5789","昆明-版纳","","JHG","D","B8170","A320","","","","12:20","","","","33-计划","2017/7/10","13:07","REG","REG","","PAX","","","00"
"JD5791","","","JD5165","昆明-芒市","","LUM","D","B6178","A319","","","","11:45","","","","33-计划","2017/7/10","12:35","REG","REG","","PAX","","","00"
"KA761","","","KA760","昆明-香港","","HKG","R","BHLI","A330","","","","15:20","","","","33-计划","2017/7/10","","REG","REG","","PAX","","","00"
"KE886","","","KE885","昆明-首尔","","ICN","I","HL8225","B738","","","","23:30","","","","33-计划","2017/7/10","3:24","REG","REG","","PAX","","","00"
"KN2382","","","KN5211","昆明-石家庄","","SJW","D","B1751","B738","","","","20:55","","","","33-计划","2017/7/10","23:32","REG","REG","","PAX","","","00"
"KN5212","","","KN2381","昆明-汉中-南苑","HZG","NAY","D","B1523","B738","","","","11:10","","","","33-计划","2017/7/10","12:42","REG","REG","","PAX","","","00"
"KY8203","","","KY8220","昆明-南京","","NKG","D","B5673","B738","","","","12:00","","","","33-计划","2017/7/10","14:20","REG","REG","","PAX","","","00"
"KY8205","","525L","KY8342","昆明-济南-哈尔滨","TNA","HRB","D","B2667","B737","","","","9:05","","","","33-计划","2017/7/10","11:43","REG","REG","","PAX","","","00"
"KY8209","","","KY8252","昆明-版纳","","JHG","D","B7871","B737","","","","13:00","","","","33-计划","2017/7/10","13:49","REG","REG","","PAX","","","00"
"KY8219","","","KY8204","昆明-深圳","","SZX","D","B5673","B738","","","","21:25","","","","33-计划","2017/7/10","23:10","REG","REG","","PAX","","","00"
"KY8221","","","KY8274","昆明-重庆","","CKG","D","B6493","B738","","","","17:25","","","","33-计划","2017/7/10","18:41","REG","REG","","PAX","","","00"
"KY8229","","","KY8250","昆明-腾冲","","TCZ","D","B2679","B737","","","","8:00","","","","33-计划","2017/7/10","8:55","REG","REG","","PAX","","","00"
"KY8231","","","KY8256","昆明-丽江","","LJG","D","B7870","B737","","","","16:40","","","","33-计划","2017/7/10","17:33","REG","REG","","PAX","","","00"
"KY8233","","","KY8322","昆明-太原","","TYN","D","B7873","B738","","","","13:55","","","","33-计划","2017/7/10","16:23","REG","REG","","PAX","","","00"
"KY8235","","135","KY8266","昆明-杭州","","HGH","D","B5025","B737","48","","","8:15","","","","33-计划","2017/7/10","10:43","REG","REG","","PAX","","","00"
"KY8239","","","KY8258","昆明-青岛","","TAO","D","B1507","B738","","","","16:20","","","","33-计划","2017/7/10","19:23","REG","REG","","PAX","","","00"
"KY8243","","","KY8246","昆明-普洱","","SYM","D","B5026","B737","","","","18:15","","","","33-计划","2017/7/10","18:58","REG","REG","","PAX","","","00"
"KY8245","","","KY8298","昆明-芒市","","LUM","D","B5026","B737","","","","13:10","","","","33-计划","2017/7/10","14:02","REG","REG","","PAX","","","00"
"KY8247","","","KY8244","昆明-芒市","","LUM","D","B5026","B737","","","","21:55","","","","33-计划","2017/7/10","22:46","REG","REG","","PAX","","","00"
"KY8249","","","KY8316","昆明-丽江","","LJG","D","B7872","B737","","","","20:10","","","","33-计划","2017/7/10","21:04","REG","REG","","PAX","","","00"
"KY8251","","","KY8232","昆明-保山","","BSD","D","B7871","B737","","","","8:00","","","","33-计划","2017/7/10","8:49","REG","REG","","PAX","","","00"
"KY8253","","","KY8276","昆明-西安","","XIY","D","B1991","B738","","","","8:10","","","","33-计划","2017/7/10","10:01","REG","REG","","PAX","","","00"
"KY8255","","","KY8318","昆明-临沧","","LNJ","D","B7870","B737","","","","9:00","","","","33-计划","2017/7/10","9:43","REG","REG","","PAX","","","00"
"KY8257","","","KY8334","昆明-郑州","","CGO","D","B1507","B738","","","","8:25","","","","33-计划","2017/7/10","10:40","REG","REG","","PAX","","","00"
"KY8261","","525R","KY8222","昆明-重庆-台州","CKG","HYN","D","B6495","B738","","","","7:00","","","","33-计划","2017/7/10","8:12","REG","REG","","PAX","","","00"
"KY8265","","","KY8236","昆明-杭州","","HGH","D","B5025","B737","","","","16:50","","","","33-计划","2017/7/10","19:16","REG","REG","","PAX","","","00"
"KY8269","","","KY8352","昆明-丽江","","LJG","D","B1459","B737","","","","19:10","","","","33-计划","2017/7/10","20:04","REG","REG","","PAX","","","00"
"KY8273","","","KY8286","昆明-武汉","","WUH","D","B6493","B738","","","","10:20","","","","33-计划","2017/7/10","12:13","REG","REG","","PAX","","","00"
"KY8275","","","KY8308","昆明-济南","","TNA","D","B6492","B738","","","","14:10","","","","33-计划","2017/7/10","16:58","REG","REG","","PAX","","","00"
"KY8281","","","KY8254","昆明-上海","","PVG","D","B1991","B738","","","","14:40","","","","33-计划","2017/7/10","17:29","REG","REG","","PAX","","","00"
"KY8283","","150","KY8282","昆明-上海","","PVG","D","B1926","B738","49","","","7:40","","","","33-计划","2017/7/10","10:27","REG","REG","","PAX","","","00"
"KY8285","","","KY8262","昆明-广州","","CAN","D","B6495","B738","","","","22:40","","","","33-计划","2017/7/10","0:23","REG","REG","","PAX","","","00"
"KY8295","","149","KY8302","昆明-重庆-南通","CKG","NTG","D","B7089","B738","51","","","7:05","","","","33-计划","2017/7/10","8:19","REG","REG","","PAX","","","00"
"KY8297","","","KY8248","昆明-石家庄-长春","SJW","CGQ","D","B2678","B737","","","","9:40","","","","33-计划","2017/7/10","12:21","REG","REG","","PAX","","","00"
"KY8301","","","KY8230","昆明-惠州","","HUZ","D","B2679","B737","","","","18:40","","","","33-计划","2017/7/10","20:29","REG","REG","","PAX","","","00"
"KY8307","","","KY8284","昆明-南昌","","KHN","D","B1926","B738","","","","16:50","","","","33-计划","2017/7/10","18:49","REG","REG","","PAX","","","00"
"KY8315","","","KY8210","昆明-腾冲","","TCZ","D","B7872","B737","","","","7:20","","","","33-计划","2017/7/10","8:13","REG","REG","","PAX","","","00"
"KY8321","","","KY8234","昆明-成都","","CTU","D","B7873","B738","","","","8:15","","","","33-计划","2017/7/10","9:19","REG","REG","","PAX","","","00"
"KY8333","","","KY8240","昆明-西安-大连","XIY","DLC","D","B5702","B738","","","","10:00","","","","33-计划","2017/7/10","11:53","REG","REG","","PAX","","","00"
"KY8341","","","KY8206","昆明-厦门-南宁","XMN","NNG","D","B2669","B737","","","","9:15","","","","33-计划","2017/7/10","11:35","REG","REG","","PAX","","","00"
"MF8406","","","MF8405","昆明-厦门","","XMN","D","B5038","B737","","","","11:50","","","","33-计划","2017/7/10","14:05","REG","REG","","PAX","","","00"
"MF8418","","","MF8417","昆明-厦门","","XMN","D","B5318","B738","","","","15:40","","","","33-计划","2017/7/10","17:56","REG","REG","","PAX","","","00"
"MF8428","","","MF8427","昆明-福州","","FOC","D","B5602","B738","","","","12:20","","","","33-计划","2017/7/10","14:45","REG","REG","","PAX","","","00"
"MF8430","","","MF8429","昆明-厦门","","XMN","D","B5603","B738","","","","8:05","","","","33-计划","2017/7/10","10:21","REG","REG","","PAX","","","00"
"MF8462","","","MF8461","昆明-武汉-杭州","WUH","HGH","D","B5308","B738","","","","19:15","","","","33-计划","2017/7/10","21:04","REG","REG","","PAX","","","00"
"MF8476","","","MF8641","昆明-福州","","FOC","D","B5633","B738","","","","20:15","","","","33-计划","2017/7/10","22:38","REG","REG","","PAX","","","00"
"MF8642","","","MF8475","昆明-珠海-泉州","ZUH","JJN","D","B5386","B738","","","","20:10","","","","33-计划","2017/7/10","21:50","REG","REG","","PAX","","","00"
"MU2029","","","MU2264","昆明-曼德勒","","MDL","I","B5515","B738","","J10-J10","","14:45","","","","33-计划","2017/7/10","16:03","REG","REG","","PAX","","","00"
"MU2031","","","MU5862","昆明-仰光","","RGN","I","B1788","B738","","H11-H13","","14:00","","","","33-计划","2017/7/10","16:30","REG","REG","","PAX","","","00"
"MU2035","","","MU2035","昆明-达卡","","DAC","I","B6143","B738","","J04-J06","","13:00","","","","33-计划","2017/7/10","14:35","REG","REG","","PAX","","","00"
"MU2036","Y","","MU2036","昆明-北京","","PEK","D","B6143","B738","","","","20:30","","","","33-计划","2017/7/10","23:26","REG","REG","","PAX","","","00"
"MU2144","","","MU7183","昆明-太原","","TYN","D","B2682","B737","","","","18:40","","","","33-计划","2017/7/10","21:02","REG","REG","","PAX","","","00"
"MU2182","","312","MU2181","昆明-西安","","XIY","D","B8119","A320","","","","11:15","","","","33-计划","2017/7/10","13:06","REG","REG","","PAX","","","00"
"MU2186","","","MU2185","昆明-银川","","INC","D","B1641","A320","","","","18:50","","","","33-计划","2017/7/10","21:08","REG","REG","","PAX","","","00"
"MU2206","Y","","MU2205","昆明-银川","","INC","D","B1641","A320","","","","11:35","","","","33-计划","2017/7/10","13:54","REG","REG","","PAX","","","00"
"MU2208","","","MU2207","昆明-西安","","XIY","D","B9903","A325","","","","18:10","","","","33-计划","2017/7/10","19:59","REG","REG","","PAX","","","00"
"MU2246","","","MU2245","昆明-西宁","","XNN","D","B1815","A320","","","","23:15","","","","33-计划","2017/7/10","1:22","REG","REG","","PAX","","","00"
"MU2250","","","MU2249","昆明-兰州","","ZGC","D","B6871","A320","","","","10:35","","","","33-计划","2017/7/10","12:30","REG","REG","","PAX","","","00"
"MU2263","","512","MU742","昆明-西安-沈阳","XIY","SHE","D","B1907","B738","","","","9:45","","","","33-计划","2017/7/10","11:36","REG","REG","","PAX","","","00"
"MU2360","","","MU2359","昆明-西宁","","XNN","D","B1815","A320","","","","10:20","","","","33-计划","2017/7/10","12:30","REG","REG","","PAX","","","00"
"MU2362","","","MU2361","昆明-西安","","XIY","D","B1858","A325","","","","21:30","","","","33-计划","2017/7/10","23:21","REG","REG","","PAX","","","00"
"MU2434","","","MU2433","昆明-宜昌-青岛","YIH","TAO","D","B2333","A319","","","","20:20","","","","33-计划","2017/7/10","21:59","REG","REG","","PAX","","","00"
"MU2494","","","MU2497","昆明-武汉","","WUH","D","B1965","B738","","","","11:20","","","","33-计划","2017/7/10","13:09","REG","REG","","PAX","","","00"
"MU2496","","","MU2495","昆明-成都","","CTU","D","B7031","B738","","","","10:35","","","","33-计划","2017/7/10","11:39","REG","REG","","PAX","","","00"
"MU2498","","","MU2493","昆明-武汉","","WUH","D","B5731","B738","","","","23:20","","","","33-计划","2017/7/10","1:09","REG","REG","","PAX","","","00"
"MU2571","Y","312","MU5741","昆明-加德","","KTM","I","B6141","B737","","J06-J08","","16:05","","","","33-计划","2017/7/10","18:50","REG","REG","","PAX","","","00"
"MU2573","","","MU2573","昆明-万象","","VTE","I","B6147","B738","","H16-H17","","14:30","","","","33-计划","2017/7/10","15:50","REG","REG","","PAX","","","00"
"MU2574","","","MU2574","昆明-北京","","PEK","D","B6147","B738","","","","20:30","","","","33-计划","2017/7/10","23:29","REG","REG","","PAX","","","00"
"MU2589","","","MU5834","昆明-万象","","VTE","I","B6148","B738","","J02-J04","","8:05","","","","33-计划","2017/7/10","9:25","REG","REG","","PAX","","","00"
"MU2595","","","MU5772","昆明-清迈","","CNX","I","B1791","B738","","J01-J02","","6:30","","","","33-计划","2017/7/10","7:57","REG","REG","","PAX","","","00"
"MU2597","","","MU5928","昆明-清莱","","CEI","I","B5243","B737","","H18-H19","","14:40","","","","33-计划","2017/7/10","15:53","REG","REG","","PAX","","","00"
"MU2705","","","MU2705","昆明-丽江","","LJG","D","B6463","A319","","","","11:30","","","","33-计划","2017/7/10","12:24","REG","REG","","PAX","","","00"
"MU2706","","","MU2706","昆明-南京","","NKG","D","B6463","A319","","","","15:35","","","","33-计划","2017/7/10","17:57","REG","REG","","PAX","","","00"
"MU2716","","","MU2715","昆明-长沙-南京","HHA","NKG","D","B6803","A320","","","","16:55","","","","33-计划","2017/7/10","18:37","REG","REG","","PAX","","","00"
"MU2726","","","MU2785","昆明-南京","","NKG","D","B8387","A320","","","","8:30","","","","33-计划","2017/7/10","10:48","REG","REG","","PAX","","","00"
"MU2736","","","MU2735","昆明-长沙-南京","HHA","NKG","D","B2219","A320","","","","19:35","","","","33-计划","2017/7/10","21:14","REG","REG","","PAX","","","00"
"MU2746","","","MU2745","昆明-长沙-南京","HHA","NKG","D","B8017","A319","","","","21:10","","","","33-计划","2017/7/10","22:47","REG","REG","","PAX","","","00"
"MU2755","","","MU2755","昆明-版纳","","JHG","D","B6456","A319","","","","20:55","","","","33-计划","2017/7/10","21:41","REG","REG","","PAX","","","00"
"MU2756","","","MU2756","昆明-南京","","NKG","D","B8017","A319","","","","10:40","","","","33-计划","2017/7/10","12:59","REG","REG","","PAX","","","00"
"MU2766","","119","MU2765","昆明-南京-长春","NKG","CGQ","D","B6891","A320","31","","","7:35","","","","33-计划","2017/7/10","9:57","REG","REG","","PAX","","","00"
"MU2786","","","MU2725","昆明-南京","","NKG","D","B8387","A320","","","","16:30","","","","33-计划","2017/7/10","18:50","REG","REG","","PAX","","","00"
"MU2976","","","MU2975","昆明-重庆-无锡","CKG","WUX","D","B6890","A320","","","","14:25","","","","33-计划","2017/7/10","15:40","REG","REG","","PAX","","","00"
"MU2986","","","MU2985","昆明-无锡","","WUX","D","B6637","A320","","","","19:55","","","","33-计划","2017/7/10","22:27","REG","REG","","PAX","","","00"
"MU2996","","","MU5848","昆明-重庆-无锡","CKG","WUX","D","B6637","A320","","","","7:45","","","","33-计划","2017/7/10","8:59","REG","REG","","PAX","","","00"
"MU5077","","","MU5077","昆明-曼谷","","BKK","I","B9941","A320","","J04-J05","","15:55","","","","33-计划","2017/7/10","17:56","REG","REG","","PAX","","","00"
"MU5094","","","MU5094","昆明-兰州","","ZGC","D","B1609","A320","","","","8:55","","","","33-计划","2017/7/10","10:52","REG","REG","","PAX","","","00"
"MU5146","","","MU5229","昆明-太原","","TYN","D","B1933","B738","","","","21:20","","","","33-计划","2017/7/10","23:39","REG","REG","","PAX","","","00"
"MU5230","","","MU5145","昆明-温州","","WNZ","D","B1775","B738","","","","22:25","","","","33-计划","2017/7/10","0:51","REG","REG","","PAX","","","00"
"MU5299","","","MU5292","昆明-太原-北京","TYN","PEK","D","B1981","B738","","","","16:15","","","","33-计划","2017/7/10","18:38","REG","REG","","PAX","","","00"
"MU5328","","","MU5327","昆明-九华山-济南","JUH","TNA","D","B8557","A320","","","","16:20","","","","33-计划","2017/7/10","18:42","REG","REG","","PAX","","","00"
"MU5330","","","MU5329","昆明-合肥","","HFE","D","B6760","A320","","","","18:40","","","","33-计划","2017/7/10","20:50","REG","REG","","PAX","","","00"
"MU5370","","","MU768","昆明-上海","","PVG","D","B5903","A332","","","","8:40","","","","33-计划","2017/7/10","11:21","REG","REG","","PAX","","","00"
"MU5438","","","MU5437","昆明-南充-上海","NAO","PVG","D","B6423","A319","","","","15:40","","","","33-计划","2017/7/10","17:08","REG","REG","","PAX","","","00"
"MU5450","","","MU5463","昆明-重庆","","CKG","D","B8973","A320","","","","22:05","","","","33-计划","2017/7/10","23:19","REG","REG","","PAX","","","00"
"MU5454","","","MU5453","昆明-武汉-宁波","WUH","NGB","D","B2415","A320","","","","14:15","","","","33-计划","2017/7/10","16:06","REG","REG","","PAX","","","00"
"MU5456","","","MU2592","昆明-宁波","","NGB","D","B1861","A320","","","","9:30","","","","33-计划","2017/7/10","12:05","REG","REG","","PAX","","","00"
"MU5462","","","MU2143","昆明-温州","","WNZ","D","B5258","B737","","","","11:35","","","","33-计划","2017/7/10","14:06","REG","REG","","PAX","","","00"
"MU5464","","","MU5449","昆明-合肥-上海","HFE","PVG","D","B8973","A320","","","","9:35","","","","33-计划","2017/7/10","11:44","REG","REG","","PAX","","","00"
"MU5470","","","MU5469","昆明-南昌","","KHN","D","B1613","A320","","","","10:50","","","","33-计划","2017/7/10","12:48","REG","REG","","PAX","","","00"
"MU5472","","","MU5471","昆明-重庆-济南","CKG","TNA","D","B2335","A320","","","","20:50","","","","33-计划","2017/7/10","22:06","REG","REG","","PAX","","","00"
"MU5475","","","MU5078","昆明-合肥","","HFE","D","B1862","A320","","","","12:15","","","","33-计划","2017/7/10","14:26","REG","REG","","PAX","","","00"
"MU5498","","","MU5497","昆明-青岛","","TAO","D","B9901","A320","","","","12:10","","","","33-计划","2017/7/10","15:11","REG","REG","","PAX","","","00"
"MU5532","","","MU5465","昆明-南昌-上海","KHN","PVG","D","B1610","A320","","","","16:10","","","","33-计划","2017/7/10","18:07","REG","REG","","PAX","","","00"
"MU555","","","MU5850","昆明-加尔","","CCU","I","B1789","B738","","J01-J04","","23:35","","","","33-计划","2017/7/10","2:10","REG","REG","","PAX","","","00"
"MU556","","","MU5455","昆明-杭州","","HGH","D","B1836","A320","","","","7:05","","","","33-计划","2017/7/10","9:35","REG","REG","","PAX","","","00"
"MU5576","","","MU5575","昆明-郑州-烟台","CGO","YNT","D","B6587","A320","","","","18:25","","","","33-计划","2017/7/10","20:39","REG","REG","","PAX","","","00"
"MU5588","","","MU5505","昆明-福州-上海","FOC","PVG","D","B6927","A321","","","","16:05","","","","33-计划","2017/7/10","18:39","REG","REG","","PAX","","","00"
"MU5618","","","MU5617","昆明-南昌","","KHN","D","B6878","A322","","","","22:30","","","","33-计划","2017/7/10","0:26","REG","REG","","PAX","","","00"
"MU5645","","","MU5645","昆明-版纳","","JHG","D","B6333","A320","","","","18:45","","","","33-计划","2017/7/10","19:32","REG","REG","","PAX","","","00"
"MU5646","","","MU5646","昆明-杭州","","HGH","D","B6333","A320","","","","23:00","","","","33-计划","2017/7/10","1:26","REG","REG","","PAX","","","00"
"MU5656","","","MU5712","昆明-杭州","","HGH","D","B6880","A320","","","","21:15","","","","33-计划","2017/7/10","23:42","REG","REG","","PAX","","","00"
"MU5703","","","MU5822","昆明-济宁-北京","JNG","PEK","D","B5701","B738","","","","13:20","","","","33-计划","2017/7/10","16:00","REG","REG","","PAX","","","00"
"MU5706","","","MU5914","昆明-版纳","","JHG","D","B5231","B737","","","","23:25","","","","33-计划","2017/7/10","0:11","REG","REG","","PAX","","","00"
"MU5711","Y","318","MU555","昆明-北京","","PEK","D","B6880","A320","","","","11:50","","","","33-计划","2017/7/10","14:50","REG","REG","","PAX","","","00"
"MU5712","","","MU2598","昆明-芒市","","LUM","D","B5243","B737","","","","21:35","","","","33-计划","2017/7/10","22:26","REG","REG","","PAX","","","00"
"MU5713","","","MU5766","昆明-北京","","PEK","D","B7589","B738","","","","8:30","","","","33-计划","2017/7/10","11:30","REG","REG","","PAX","","","00"
"MU5714","","","MU5968","昆明-普洱","","SYM","D","B2502","B737","","","","18:35","","","","33-计划","2017/7/10","19:18","REG","REG","","PAX","","","00"
"MU5715","","","MU2594","昆明-北京","","PEK","D","B6249","B738","","","","20:10","","","","33-计划","2017/7/10","23:08","REG","REG","","PAX","","","00"
"MU5717","","","MU5958","昆明-腾冲","","TCZ","D","B5293","B737","","","","13:45","","","","33-计划","2017/7/10","14:38","REG","REG","","PAX","","","00"
"MU5718","","","MU5758","昆明-北京","","PEK","D","B6148","B738","","","","20:55","","","","33-计划","2017/7/10","23:52","REG","REG","","PAX","","","00"
"MU5719","","","MU5760","昆明-北京","","PEK","D","B7600","B738","","","","17:20","","","","33-计划","2017/7/10","20:18","REG","REG","","PAX","","","00"
"MU5723","","","MU9738","昆明-西安","","XIY","D","B5683","B738","","","","14:10","","","","33-计划","2017/7/10","16:01","REG","REG","","PAX","","","00"
"MU5724","","","MU5944","昆明-版纳","","JHG","D","B5282","B737","","","","21:35","","","","33-计划","2017/7/10","22:21","REG","REG","","PAX","","","00"
"MU5731","","514","MU9716","昆明-广州","","CAN","D","B7591","B738","","","","8:00","","","","33-计划","2017/7/10","9:43","REG","REG","","PAX","","","00"
"MU5732","","","MU5964","昆明-西昌","","XIC","D","B5242","B737","","","","15:00","","","","33-计划","2017/7/10","15:45","REG","REG","","PAX","","","00"
"MU5733","","","MU5738","昆明-广州","","CAN","D","B5795","B738","","","","23:15","","","","33-计划","2017/7/10","0:56","REG","REG","","PAX","","","00"
"MU5734","","","MU734","昆明-版纳","","JHG","D","B5267","B737","","","","21:55","","","","33-计划","2017/7/10","22:41","REG","REG","","PAX","","","00"
"MU5737","","","MU5776","昆明-广州","","CAN","D","B5795","B738","","","","15:35","","","","33-计划","2017/7/10","17:20","REG","REG","","PAX","","","00"
"MU5739","","504","MU5836","昆明-广州","","CAN","D","B5815","B737","","","","11:05","","","","33-计划","2017/7/10","12:49","REG","REG","","PAX","","","00"
