FLT,REG,VIP,TAR,ITY,LKF,RFC,ORG,VI1,TOF,STP,ABP,STA,ETA,TDT,FSA,ATA,SDT,RCP,OPE,POP,CAR,NAT,FLX,MFF,SST,HDL
"CZ3452","B2367","","","A320","CZ3452","丽江-昆明","LJG","","D","2017/7/4 19:15","","20:08","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2755","B6457","","","A319","MU2755","南京-昆明","NKG","","D","2017/7/4 17:05","","20:10","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5734","B5821","","","B737","MU5734","广州-昆明","CAN","","D","2017/7/4 17:40","","20:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"GJ8881","B8146","","","A320","GJ8882","杭州-昆明","HGH","","D","2017/7/4 17:10","","20:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5229","B1773","","","B738","MU5146","温州-昆明","WNZ","","D","2017/7/4 17:15","","20:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5818","B5683","","","B738","","上海-兴义-昆明","SHA","ACX","D","2017/7/4 19:25","","20:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CZ3467","B6251","","","A320","CZ3468","长沙-昆明","HHA","","D","2017/7/4 18:25","","20:23","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CZ3747","B5740","","","B738","CZ3748","珠海-昆明","ZUH","","D","2017/7/4 18:40","","20:28","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2361","B8977","","","A325","MU2362","西安-昆明","XIY","","D","2017/7/4 18:15","","20:30","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5463","B6830","","","A320","MU5450","上海-合肥-昆明","PVG","HFE","D","2017/7/4 17:50","","20:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CZ6977","B5070","","","B737","CZ6978","武汉-昆明","WUH","","D","2017/7/4 18:25","","20:43","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU734","B5515","","","B738","","香港-昆明","HKG","","R","2017/7/4 18:05","","20:45","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"3U8222","B8500","","","A320","","福州-南宁-昆明","FOC","NNG","D","2017/7/4 19:35","","20:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"OQ2357","B1827","","","A320","OQ2358","重庆-昆明","CKG","","D","2017/7/4 19:25","","20:53","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"8L9558","B1798","","","B738","","哈尔滨-锦州-昆明","HRB","JNZ","D","2017/7/4 16:45","","20:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"KY8244","B2678","","","B737","KY8247","普洱-昆明","SYM","","D","2017/7/4 19:50","","20:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CZ3489","B6342","","","A321","CZ3490","广州-昆明","CAN","","D","2017/7/4 18:30","","20:58","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CZ6601","B5232","","","B737","CZ6602","郑州-昆明","CGO","","D","2017/7/4 18:20","","20:58","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CZ6923","B1845","","","A321","CZ6924","深圳-昆明","SZX","","D","2017/7/4 18:40","","21:03","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU9716","B5270","","","B737","","武汉-昆明","WUH","","D","2017/7/4 18:45","","21:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"3U8216","B1822","","","A320","","郑州-昆明","CGO","","D","2017/7/4 18:25","","21:10","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5093","B6873","","","A320","MU5093","兰州-昆明","ZGC","","D","2017/7/4 18:50","","21:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5145","B1933","","","B738","MU5230","太原-昆明","TYN","","D","2017/7/4 18:20","","21:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU9732","B5817","","","B737","MU9732","拉萨-昆明","LXA","","D","2017/7/4 18:55","","21:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"FU6509","B7395","","","B737","FU6510","福州-昆明","FOC","","D","2017/7/4 18:15","","21:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"HU7235","B5373","","","B738","HU7236","广州-昆明","CAN","","D","2017/7/4 18:45","","21:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5617","B8229","","","A320","MU5618","南昌-昆明","KHN","","D","2017/7/4 18:50","","21:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5970","B5259","","","B737","","昭通-昆明","ZAT","","D","2017/7/4 20:30","","21:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5738","B5756","","","B738","","广州-昆明","CAN","","D","2017/7/4 18:55","","21:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5850","B5527","","","B738","","成都-昆明","CTU","","D","2017/7/4 19:45","","21:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5898","B2640","","","B737","","普洱-昆明","SYM","","D","2017/7/4 20:20","","21:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"SC4719","B5348","","","B738","SC4720","重庆-昆明","CKG","","D","2017/7/4 19:55","","21:30","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"ZH9455","B5400","","","B738","ZH9456","广州-昆明","CAN","","D","2017/7/4 18:50","","21:30","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2765","B8222","","","A320","","长春-南京-昆明","CGQ","NKG","D","2017/7/4 18:35","","21:35","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"DR6506","B7088","","","B737","DR6511","芒市-昆明","LUM","","D","2017/7/4 20:25","","21:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"KY8222","B6493","","","B738","KY8285","重庆-昆明","CKG","","D","2017/7/4 20:05","","21:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"GS7661","B1619","","","A320","GS7662","西安-昆明","XIY","","D","2017/7/4 19:25","","21:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"3U8598","B8326","","","A320","","哈尔滨-太原-昆明","HRB","TYN","D","2017/7/4 19:10","","22:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"KY8342","B5025","","","B737","","南宁-厦门-昆明","NNG","XMN","D","2017/7/4 19:15","","22:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5646","B6880","","","A320","MU5646","版纳-昆明","JHG","","D","2017/7/4 20:50","","22:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"3U8244","B1886","","","A320","","厦门-昆明","XMN","","D","2017/7/4 19:15","","22:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"8L9903","B5249","","","B737","8L9801","版纳-昆明","JHG","","D","2017/7/4 21:00","","22:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2493","B7376","","","B738","MU2498","温州-武汉-昆明","WNZ","WUH","D","2017/7/4 19:55","","22:10","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5822","B7170","","","B738","","哈尔滨-东胜-昆明","HRB","DSN","D","2017/7/4 19:20","","22:10","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU758","B5256","","","B737","MU5706","加德-昆明","KTM","","I","2017/7/4 18:50","","22:10","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"EU2226","B6163","","","A319","EU2224","版纳-昆明","JHG","","D","2017/7/4 21:15","","22:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2245","B2372","","","A320","MU2246","西宁-昆明","XNN","","D","2017/7/4 19:50","","22:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU555","B6011","","","A320","MU555","杭州-昆明","HGH","","D","2017/7/4 19:00","","22:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5706","B5926","","","A33E","","北京-昆明","PEK","","D","2017/7/4 18:40","","22:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5914","B5282","","","B737","","版纳-昆明","JHG","","D","2017/7/4 21:20","","22:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"KY8362","B6491","","","B738","","合艾-昆明","HDY","","I","2017/7/4 18:50","","22:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5733","B5802","","","B737","","丽江-昆明","LJG","","D","2017/7/4 21:30","","22:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"8L9980","B7990","","","B738","","深圳-昆明","SZX","","D","2017/7/4 19:55","","22:30","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CA4417","B8745","","","A320","","成都-昆明","CTU","","D","2017/7/4 20:45","","22:30","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5810","B7592","","","B738","","上海-昆明","SHA","","D","2017/7/4 19:10","","22:30","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5884","B5295","","","B737","","湛江-昆明","ZHA","","D","2017/7/4 20:30","","22:30","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"8L9804","B1563","","","B737","8L9945","丽江-昆明","LJG","","D","2017/7/4 21:35","","22:35","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"GJ8872","B8335","","","A320","","长春-临沂-昆明","CGQ","LYI","D","2017/7/4 19:25","","22:35","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5854","B5701","","","B738","","成都-昆明","CTU","","D","2017/7/4 21:00","","22:35","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"8L9892","B6809","","","B738","","大连-武汉-昆明","DLC","WUH","D","2017/7/4 20:30","","22:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CA8929","B5642","","","B738","","大连-郑州-昆明","DLC","CGO","D","2017/7/4 20:00","","22:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"KY8282","B1991","","","B738","","上海-昆明","PVG","","D","2017/7/4 19:15","","22:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"ZH9451","B5362","","","B737","","广州-昆明","CAN","","D","2017/7/4 20:05","","22:45","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"8L9936","B5268","","","B737","8L9906","芒市-昆明","LUM","","D","2017/7/4 21:45","","22:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"KY8234","B1926","","","B738","","太原-昆明","TYN","","D","2017/7/4 20:00","","22:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2600","B5822","","","B737","","金边-昆明","PNH","","I","2017/7/4 20:05","","23:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5804","B5231","","","B737","","上海-昆明","SHA","","D","2017/7/4 19:45","","23:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5986","B5807","","","B737","","保山-昆明","BSD","","D","2017/7/4 22:00","","23:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5834","B5245","","","B737","","兰州-昆明","ZGC","","D","2017/7/4 20:50","","23:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CZ3997","B6098","","","A333","","北京-昆明","PEK","","D","2017/7/4 19:30","","23:03","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"3U8667","B6778","","","A320","","成都-昆明","CTU","","D","2017/7/4 21:25","","23:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2586","B5809","","","B737","","胡市-昆明","SGN","","I","2017/7/4 20:10","","23:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5930","B2502","","","B737","","文山-昆明","WNH","","D","2017/7/4 21:50","","23:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"KY8206","B2669","","","B737","","哈尔滨-济南-昆明","HRB","TNA","D","2017/7/4 19:55","","23:10","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2995","B6893","","","A320","","无锡-重庆-昆明","WUX","CKG","D","2017/7/4 21:30","","23:10","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CZ8509","B6897","","","A322","","长春-青岛-昆明","CGQ","TAO","D","2017/7/4 19:45","","23:13","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"3U8620","B6433","","","A319","","版纳-昆明","JHG","","D","2017/7/4 22:00","","23:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CA4459","B6793","","","A320","","成都-昆明","CTU","","D","2017/7/4 21:40","","23:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"KY8298","B2679","","","B737","","长春-石家庄-昆明","CGQ","SJW","D","2017/7/4 20:10","","23:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2264","B5796","","","B738","","沈阳-西安-昆明","SHE","XIY","D","2017/7/4 21:00","","23:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5078","B6801","","","A320","MU5078","曼谷-昆明","BKK","","I","2017/7/4 20:50","","23:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"KY8210","B7870","","","B737","","版纳-昆明","JHG","","D","2017/7/4 22:20","","23:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5726","B6149","","","B738","","乌鲁-昆明","URC","","D","2017/7/4 19:25","","23:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"SC8885","B1745","","","B738","SC8885","乌鲁-昆明","URC","","D","2017/7/4 19:20","","23:30","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"8L9748","B5732","","","B738","","宿务市-昆明","CEB","","I","2017/7/4 19:15","","23:30","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"ZH9415","B5775","","","B738","","深圳-昆明","SZX","","D","2017/7/4 21:00","","23:35","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"8L9972","B6198","","","A319","","海口-昆明","HAK","","D","2017/7/4 21:45","","23:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5932","B6141","","","B737","","迪庆-昆明","DIG","","D","2017/7/4 22:35","","23:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MF8429","B5386","","","B738","","厦门-昆明","XMN","","D","2017/7/4 21:00","","23:45","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5846","B5816","","","B737","","成都-昆明","CTU","","D","2017/7/4 22:10","","23:45","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"8L9586","B6800","","","B738","","巴厘岛-南宁-昆明","DPS","NNG","M","2017/7/4 22:35","","23:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"DR6524","B5811","","","B737","","丽江-昆明","LJG","","D","2017/7/4 22:55","","23:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"KY8302","B5026","","","B737","","惠州-昆明","HUZ","","D","2017/7/4 21:30","","23:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"8L9680","B7993","","","B738","","槟城-昆明","PEN","","I","2017/7/4 20:20","","23:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5922","B5293","","","B737","","丽江-昆明","LJG","","D","2017/7/4 22:55","","23:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"KY8266","B2667","","","B737","","杭州-昆明","HGH","","D","2017/7/4 20:55","","0:05","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"8L9712","B5825","","","B737","","汕头-桂林-昆明","SWA","KWL","D","2017/7/4 22:20","","0:05","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"CZ3542","B1737","","","B738","","杭州-武汉-昆明","HGH","WUH","D","2017/7/4 21:55","","0:08","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"3U8554","B6843","","","A320","","乌鲁-重庆-昆明","URC","CKG","D","2017/7/4 22:35","","0:10","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"KY8270","B1459","","","B737","","丽江-版纳-昆明","LJG","JHG","D","2017/7/4 22:55","","0:10","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"KY8334","B1507","","","B738","","大连-西安-昆明","DLC","XIY","D","2017/7/4 21:45","","0:10","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"MU5824","B1791","","","B738","","郑州-昆明","CGO","","D","2017/7/4 21:25","","0:10","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"SC8844","B7975","","","B738","","大阪-济南-昆明","KIX","TNA","M","2017/7/4 20:50","","0:10","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"QW9855","B8986","","","A320","","青岛-屯溪-昆明","TAO","TXN","D","2017/7/4 21:20","","0:10","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"MU5746","B7589","","","B738","","三亚-昆明","SYX","","D","2017/7/4 22:10","","0:15","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"MU5972","B5054","","","B737","","芒市-昆明","LUM","","D","2017/7/4 23:15","","0:15","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"3U8246","B6719","","","A320","","合肥-昆明","HFE","","D","2017/7/4 21:40","","0:20","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"DR6516","B6110","","","B737","","天津-襄阳-昆明","TSN","XFN","D","2017/7/4 22:30","","0:20","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"DR6538","B7865","","","B738","","兰州-昆明","ZGC","","D","2017/7/4 22:05","","0:20","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"MU5708","B7590","","","B738","","北京-昆明","PEK","","D","2017/7/4 20:40","","0:20","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"MU5750","B6249","","","B738","","盐城-长沙-昆明","YNZ","HHA","D","2017/7/4 22:10","","0:20","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"KY8240","B5702","","","B738","","青岛-昆明","TAO","","D","2017/7/4 20:50","","0:25","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"MU748","B1702","","","B738","","大阪-上海-昆明","KIX","PVG","M","2017/7/4 21:05","","0:25","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"8L9872","B6943","","","A320","","宁波-宜昌-昆明","NGB","YIH","D","2017/7/4 22:30","","0:30","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"DR6522","B1595","","","B738","","成都-昆明","CTU","","D","2017/7/4 22:50","","0:30","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"GJ8661","B8148","","","A320","","杭州-贵阳-昆明","HGH","KWE","D","2017/7/4 23:20","","0:30","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"MU2785","B6879","","","A322","","南京-昆明","NKG","","D","2017/7/4 21:30","","0:30","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"DR6592","B1960","","","B738","","西安-昆明","XIY","","D","2017/7/4 22:15","","0:35","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"HO1093","B6768","","","A320","","上海-昆明","SHA","","D","2017/7/4 21:05","","0:35","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"MU5902","B5276","","","B737","","版纳-昆明","JHG","","D","2017/7/4 23:30","","0:35","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"MU5916","B5820","","","B737","","版纳-昆明","JHG","","D","2017/7/4 23:30","","0:35","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"MU5722","B5242","","","B737","","北京-黔江-昆明","PEK","JIQ","D","2017/7/4 22:50","","0:35","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"8L9884","B5359","","","B738","","南京-昆明","NKG","","D","2017/7/4 21:50","","0:40","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"KY8250","B7871","","","B737","","丽江-版纳-昆明","LJG","JHG","D","2017/7/4 23:35","","0:40","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"MU5772","B7600","","","B738","","广州-昆明","CAN","","D","2017/7/4 22:10","","0:40","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"KY8232","B7872","","","B737","","丽江-昆明","LJG","","D","2017/7/4 23:45","","0:45","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"CZ3419","B9932","","","A320","","广州-昆明","CAN","","D","2017/7/4 22:15","","0:48","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"KY8248","B2678","","","B737","","芒市-昆明","LUM","","D","2017/7/4 23:45","","0:50","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"MU5913","B5821","","","B737","","版纳-昆明","JHG","","D","2017/7/4 23:45","","0:50","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"HU7311","B1502","","","B738","","北京-昆明","PEK","","D","2017/7/4 21:30","","0:55","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"MU5912","B5815","","","B737","","版纳-昆明","JHG","","D","2017/7/4 23:55","","0:55","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"SC4925","B7809","","","B738","","济南-昆明","TNA","","D","2017/7/4 21:45","","1:00","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"VN736","VNA","","","A321","VN737","芽庄-昆明","CXR","","I","2017/7/4 22:15","","1:05","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"8L9974","B5409","","","B738","","郑州-昆明","CGO","","D","2017/7/4 22:30","","1:10","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"8L9984","B1586","","","B738","","西安-昆明","XIY","","D","2017/7/4 22:55","","1:10","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"8L9690","B2677","","","B738","","合肥-昆明","HFE","","D","2017/7/4 22:30","","1:10","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"SC8423","B7668","","","B738","","青岛-南昌-昆明","TAO","KHN","D","2017/7/4 22:55","","1:10","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"8L9890","B8445","","","A320","","上海-昆明","PVG","","D","2017/7/4 21:55","","1:15","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"CA4174","B8490","","","A320","","北京-昆明","PEK","","D","2017/7/4 21:40","","1:15","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"MU5910","B5263","","","B737","","版纳-昆明","JHG","","D","2017/7/5 0:10","","1:15","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"3U8824","B6956","","","A320","","南昌-昆明","KHN","","D","2017/7/4 23:00","","1:20","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"8L9992","B6016","","","B738","","乌鲁-兰州-昆明","URC","ZGC","D","2017/7/4 23:10","","1:20","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"MU5814","B8855","","","A320","","上海-昆明","SHA","","D","2017/7/4 22:00","","1:20","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"MU5848","B6639","","","A320","","成都-昆明","CTU","","D","2017/7/4 23:45","","1:25","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"VJ5324","","","","A320","VJ5325","芽庄-昆明","CXR","","D","2017/7/4 22:30","","1:25","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"3U8108","B6772","","","A320","","青岛-常州-昆明","TAO","CZX","D","2017/7/4 22:35","","1:30","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"3U8968","B6448","","","A319","","大连-重庆-昆明","DLC","CKG","D","2017/7/4 23:55","","1:30","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"8L9946","B5823","","","B737","","成都-昆明","CTU","","D","2017/7/4 23:50","","1:30","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"MU5720","B7599","","","B738","","北京-昆明","PEK","","D","2017/7/4 21:55","","1:30","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","CES"
"8L9986","B8446","","","A320","","呼和-太原-昆明","HET","TYN","D","2017/7/4 22:45","","1:35","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"A67108","B8285","","","A321","","郑州-昆明","CGO","","D","2017/7/4 22:45","","1:35","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"DR6512","B7088","","","B737","","版纳-昆明","JHG","","D","2017/7/5 0:30","","1:35","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"DR6560","B1593","","","B738","","大连-太原-昆明","DLC","TYN","D","2017/7/4 22:40","","1:35","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"8L9870","B7989","","","B738","","青岛-武汉-昆明","TAO","WUH","D","2017/7/4 23:25","","1:40","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"8L9913","B1565","","","B737","","版纳-昆明","JHG","","D","2017/7/5 0:40","","1:40","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
"3U8228","B6621","","","A320","","长春-南京-昆明","CGQ","NKG","D","2017/7/4 22:55","","1:50","","","33-计划","","2017/7/5","","REG","REG","","PAX","","","00","YAG"
