FLT,RFC,REG,VIP,LKF,VI1,ITY,TAR,TOF,FSA,OPE,POP,RCP,NAT,SDT,FLX,MFF,SST,HDL,STA,ORG,ETA,TDT,ATA,ABP,CAR,STP
8L9596,吉隆坡-昆明,B8445,,8L9975,,A320,,I,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 16:55,KUL,,,,,,2017/7/2 13:35
8L9634,沙巴-昆明,B7167,,,,B738,,I,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 23:30,BKI,,,,,,2017/7/2 19:10
8L9640,甲米-昆明,B8446,,8L9675,,A320,,I,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 16:25,KBV,,,,,,2017/7/2 13:30
8L9648,天津-淮安-昆明,B1825,,8L9987,HIA,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 18:20,TSN,,,,,,2017/7/2 15:15
8L9652,郑州-昆明,B7988,,8L9991,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 9:45,CGO,,,,,,2017/7/2 7:05
8L9656,哈尔滨-忻州-昆明,B5409,,8L9993,WUT,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 20:30,HRB,,,,,,2017/7/2 17:35
8L9676,富国岛-昆明,B8446,,,,A320,,I,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 0:45,PQC,,,,,,2017/7/2 22:00
8L9710,南京-连城-昆明,B7993,,,LCX,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 16:55,NKG,,,,,,2017/7/2 14:35
8L9802,丽江-昆明,B5823,,8L9923,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 8:15,LJG,,,,,,2017/7/2 7:15
8L9804,丽江-昆明,B5292,,8L9906,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 21:55,LJG,,,,,,2017/7/2 21:00
8L9842,普洱-昆明,B5248,,8L9971,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 12:10,SYM,,,,,,2017/7/2 11:00
8L9846,杭州-赣州-昆明,B6016,,8L9555,KOW,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 20:30,HGH,,,,,,2017/7/2 18:15
8L9850,迪庆-昆明,B1563,,8L9921,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 9:55,DIG,,,,,,2017/7/2 8:50
8L9852,腾冲-昆明,B5825,,8L9851,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 13:50,TCZ,,,,,,2017/7/2 12:45
8L9856,绵阳-昆明,B1586,,8L9947,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 8:35,MIG,,,,,,2017/7/2 7:05
8L9862,合肥-昆明,B7989,,,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 13:30,HFE,,,,,,2017/7/2 10:40
8L9864,徐州-重庆-昆明,B5359,,8L9983,CKG,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 17:30,XUZ,,,,,,2017/7/2 15:55
8L9866,济南-昆明,B2677,,8L9897,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 14:40,TNA,,,,,,2017/7/2 11:30
8L9870,青岛-武汉-昆明,B6015,,,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 1:40,TAO,,,,,,2017/7/2 23:25
8L9872,宁波-宜昌-昆明,B6198,,,YIH,A319,,D,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 0:30,NGB,,,,,,2017/7/2 22:30
8L9874,杭州-赣州-昆明,B5732,,8L9955,KOW,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 16:40,HGH,,,,,,2017/7/2 14:25
8L9876,厦门-昆明,B6959,,,,A320,,D,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 0:35,XMN,,,,,,2017/7/2 21:50
8L9884,南京-昆明,B6809,,,,B738,,D,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 0:40,NKG,,,,,,2017/7/2 21:50
8L9888,上海-宜春-昆明,B1588,,,YIC,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 19:50,SHA,,,,,,2017/7/2 17:40
8L9890,上海-昆明,B5971,,,,A333,,D,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 0:50,PVG,,,,,,2017/7/2 21:35
8L9892,大连-武汉-昆明,B5449,,,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 22:40,DLC,,,,,,2017/7/2 20:30
8L9894,珠海-昆明,B6959,,8L9875,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 13:25,ZUH,,,,,,2017/7/2 11:15
8L9898,温州-昆明,B2677,,,,B738,,D,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 0:20,WNZ,,,,,,2017/7/2 21:10
8L9903,版纳-昆明,B1563,,8L9801,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 22:05,JHG,,,,,,2017/7/2 21:00
8L9905,版纳-昆明,B5248,,8L9841,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 7:50,JHG,,,,,,2017/7/2 6:50
8L9913,版纳-昆明,B5268,,,,B737,,D,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 1:40,JHG,,,,,,2017/7/3 0:40
8L9915,版纳-昆明,B6198,,8L9871,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 9:40,JHG,,,,,,2017/7/2 8:40
8L9922,沧源-昆明,B1563,,8L9904,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 13:55,CWJ,,,,,,2017/7/2 12:50
8L9924,保山-昆明,B5823,,8L9945,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 22:50,BSD,,,,,,2017/7/2 21:45
8L9942,大理-昆明,B6221,,,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 17:45,DLU,,,,,,2017/7/2 16:55
8L9946,成都-昆明,B5806,,,,B737,,D,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 1:30,CTU,,,,,,2017/7/2 23:50
8L9948,成都-昆明,B1586,,8L9979,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 15:05,CTU,,,,,,2017/7/2 13:20
8L9956,郑州-昆明,B6809,,8L9883,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 16:50,CGO,,,,,,2017/7/2 14:10
8L9958,武汉-昆明,B6015,,8L9869,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 12:40,WUH,,,,,,2017/7/2 10:20
8L9960,宁波-安庆-昆明,B6800,,8L9583,AQG,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 17:45,NGB,,,,,,2017/7/2 15:40
8L9966,三亚-昆明,B5971,,8L9889,,A333,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 12:35,SYX,,,,,,2017/7/2 10:30
8L9972,海口-昆明,B5248,,,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 23:40,HAK,,,,,,2017/7/2 21:45
8L9974,郑州-昆明,B7990,,,,B738,,D,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 1:10,CGO,,,,,,2017/7/2 22:30
8L9976,广州-昆明,B8445,,,,A320,,D,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 0:55,CAN,,,,,,2017/7/2 22:30
8L9980,深圳-昆明,B1586,,,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 22:30,SZX,,,,,,2017/7/2 19:55
8L9984,西安-昆明,B5359,,,,B738,,D,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 1:10,XIY,,,,,,2017/7/2 22:55
8L9986,呼和-太原-昆明,B6947,,,TYN,A320,,D,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 1:35,HET,,,,,,2017/7/2 22:45
8L9988,北京-昆明,B6947,,8L9985,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 10:00,PEK,,,,,,2017/7/2 6:20
8L9992,乌鲁-兰州-昆明,B7988,,,ZGC,B738,,D,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 1:20,URC,,,,,,2017/7/2 23:10
8L9994,西安-昆明,B5449,,8L9891,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 8:50,XIY,,,,,,2017/7/2 6:25
8L9996,银川-昆明,B5407,,8L9855,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 14:00,INC,,,,,,2017/7/2 11:15
9C8823,上海-遵义-昆明,B1840,,9C8824,ZYI,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 15:35,SHA,,,,,,2017/7/2 14:15
9C8827,上海-芷江-昆明,B1895,,9C8828,HJJ,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 11:15,SHA,,,,,,2017/7/2 9:45
9C8829,上海-常德-昆明,B6708,,9C8830,CGD,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 18:35,SHA,,,,,,2017/7/2 16:30
9C8937,石家庄-昆明,B8580,,9C8938,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 13:45,SJW,,,,,,2017/7/2 10:35
A67106,南昌-昆明,B8285,,A67107,,A321,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 17:10,KHN,,,,,,2017/7/2 14:45
A67108,郑州-昆明,B8285,,,,A321,,D,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 1:35,CGO,,,,,,2017/7/2 22:45
A67114,长春-临沂-昆明,B8432,,,LYI,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 23:30,CGQ,,,,,,2017/7/2 20:15
AK101,吉隆坡-昆明,9MAFF,,AK100,,A320,,I,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 16:55,KUL,,,,,,2017/7/2 13:00
B7289,高雄-昆明,B16211,,B7290,,A321,,R,33-计划,REG,REG,,PAX,2017/7/2,,,0,CES,2017/7/2 10:35,KHH,,,,,,2017/7/2 7:30
BK2716,南京-昆明,B6026,,BK2798,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 16:50,NKG,,,,,,2017/7/2 14:00
BK2744,版纳-昆明,B1732,,BK2898,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 17:15,JHG,,,,,,2017/7/2 16:15
BK2797,长沙-昆明,B6026,,BK2715,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 9:10,HHA,,,,,,2017/7/2 7:05
BK2897,天津-昆明,B1732,,BK2743,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 13:20,TSN,,,,,,2017/7/2 9:45
CA1401,天津-昆明,B1418,,CA1402,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 19:15,TSN,,,,,,2017/7/2 15:40
CA1403,北京-昆明,B5326,,CA1404,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 10:25,PEK,,,,,,2017/7/2 7:00
CA1481,天津-运城-昆明,B5525,,CA1482,YCU,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 17:05,TSN,,,,,,2017/7/2 14:30
CA1487,北京-达县-昆明,B5213,,CA1488,DAX,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 14:20,PEK,,,,,,2017/7/2 12:40
CA1751,杭州-昆明,B6033,,CA1956,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 10:30,HGH,,,,,,2017/7/2 7:25
CA1753,杭州-昆明,B6024,,CA1754,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 18:35,HGH,,,,,,2017/7/2 15:25
CA1937,上海-昆明,B6882,,CA1938,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 19:20,PVG,,,,,,2017/7/2 16:00
CA1955,温州-昆明,B6677,,CA1752,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 11:10,WNZ,,,,,,2017/7/2 8:00
CA415,成都-昆明,B6468,,CA415,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 9:15,CTU,,,,,,2017/7/2 7:40
CA416,仰光-昆明,B6468,,CA416,,A319,,I,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 15:45,RGN,,,,,,2017/7/2 13:45
CA4172,北京-昆明,B6916,,CA4173,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 15:25,PEK,,,,,,2017/7/2 11:50
CA4174,北京-昆明,B6916,,,,A320,,D,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 1:15,PEK,,,,,,2017/7/2 21:40
CA4176,沈阳-昆明,B6822,,CA4460,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 16:30,SHE,,,,,,2017/7/2 12:10
CA4276,哈尔滨-昆明,B6793,,CA4275,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 14:20,HRB,,,,,,2017/7/2 9:40
CA4413,成都-昆明,B6847,,CA4414,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 12:05,CTU,,,,,,2017/7/2 10:30
CA4417,成都-昆明,B9926,,,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 22:30,CTU,,,,,,2017/7/2 20:45
CA4459,成都-昆明,B6941,,,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,1,YAG,2017/7/2 23:15,CTU,,,,,,2017/7/2 21:40
CA8937,大连-武当山-昆明,B5639,,,WDS,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 22:30,DLC,,,,,,2017/7/2 20:25
CF9018,南京-昆明,B2827,,CF9017,,B757,,D,33-计划,REG,REG,,CGO,2017/7/2,,,0,UNK,2017/7/2 8:55,NKG,,,,,,2017/7/2 6:00
CZ3247,桂林-昆明,B5836,,CZ3248,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 13:48,KWL,,,,,,2017/7/2 12:20
CZ3407,广州-昆明,B6018,,CZ3408,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 16:28,CAN,,,,,,2017/7/2 13:55
CZ3409,广州-昆明,B6291,,CZ3410,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 10:43,CAN,,,,,,2017/7/2 8:20
CZ3415,广州-昆明,B2694,,CZ3416,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 14:08,CAN,,,,,,2017/7/2 11:35
CZ3419,广州-昆明,B6283,,,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 23:48,CAN,,,,,,2017/7/2 21:25
CZ3431,海口-昆明,B8548,,CZ3432,,A321,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 9:48,HAK,,,,,,2017/7/2 8:05
CZ3449,广州-昆明,B2353,,CZ3450,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 17:33,CAN,,,,,,2017/7/2 15:10
CZ3459,深圳-昆明,B6379,,CZ3460,,A321,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 10:23,SZX,,,,,,2017/7/2 8:00
CZ3467,长沙-昆明,B6253,,CZ3468,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 20:23,HHA,,,,,,2017/7/2 18:25
CZ3469,武汉-昆明,B1737,,CZ3470,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 16:08,WUH,,,,,,2017/7/2 13:50
CZ3481,广州-昆明,B6195,,CZ3481,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 9:18,CAN,,,,,,2017/7/2 7:00
CZ3482,大理-昆明,B6195,,CZ3482,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 12:58,DLU,,,,,,2017/7/2 12:10
CZ3487,广州-昆明,B6209,,CZ3487,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 15:08,CAN,,,,,,2017/7/2 12:35
CZ3488,丽江-昆明,B6209,,CZ3488,,A319,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 19:08,LJG,,,,,,2017/7/2 18:05
CZ3489,广州-昆明,B6135,,CZ3490,,A332,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 20:58,CAN,,,,,,2017/7/2 18:30
CZ3491,郑州-昆明,B2916,,CZ3491,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 10:33,CGO,,,,,,2017/7/2 7:55
CZ3492,版纳-昆明,B2916,,CZ3492,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 14:23,JHG,,,,,,2017/7/2 13:25
CZ3495,郑州-昆明,B5238,,CZ3496,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 16:33,CGO,,,,,,2017/7/2 13:55
CZ3542,杭州-武汉-昆明,B5445,,,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/7/3,,,0,YAG,2017/7/3 0:08,HGH,,,,,,2017/7/2 21:55
CZ3677,上海-昆明,B6703,,CZ3678,,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 10:53,PVG,,,,,,2017/7/2 7:40
CZ3747,珠海-昆明,B5166,,CZ3748,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 20:28,ZUH,,,,,,2017/7/2 18:40
CZ3857,汕头-昆明,B5156,,CZ3858,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 10:58,SWA,,,,,,2017/7/2 8:40
CZ3863,汕头-南宁-昆明,B5721,,CZ3864,NNG,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 19:53,SWA,,,,,,2017/7/2 18:35
CZ3901,北京-昆明,B6098,,CZ3902,,A333,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 12:23,PEK,,,,,,2017/7/2 9:05
CZ3997,北京-昆明,B6098,,,,A333,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 23:03,PEK,,,,,,2017/7/2 19:30
CZ6159,北京-昆明,B6111,,CZ6160,,A333,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 18:13,PEK,,,,,,2017/7/2 14:50
CZ6269,哈尔滨-西安-昆明,B6908,,CZ6270,XIY,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 14:43,HRB,,,,,,2017/7/2 12:30
CZ6369,郑州-昆明,B2622,,CZ6369,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 15:43,CGO,,,,,,2017/7/2 13:00
CZ6370,版纳-昆明,B2622,,CZ6370,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 19:53,JHG,,,,,,2017/7/2 18:55
CZ6403,沈阳-重庆-昆明,B6265,,CZ6404,CKG,A321,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 14:38,SHE,,,,,,2017/7/2 13:05
CZ6415,沈阳-西安-昆明,B6817,,CZ6416,XIY,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 18:58,SHE,,,,,,2017/7/2 16:50
CZ6425,大连-武汉-昆明,B9951,,CZ6426,WUH,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 12:43,DLC,,,,,,2017/7/2 10:40
CZ6427,长沙-武汉-昆明,B6896,,CZ6428,WUH,A320,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 16:38,HHA,,,,,,2017/7/2 14:40
CZ6459,长春-重庆-昆明,B6945,,CZ6460,CKG,A322,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 14:48,CGQ,,,,,,2017/7/2 13:20
CZ6561,义乌-昆明,B5837,,CZ6562,,B738,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 19:23,YIW,,,,,,2017/7/2 16:30
CZ6597,三亚-昆明,B8640,,CZ6598,,A321,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 19:58,SYX,,,,,,2017/7/2 17:50
CZ6601,郑州-昆明,B2620,,CZ6602,,B737,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 20:58,CGO,,,,,,2017/7/2 18:20
CZ6799,上海-昆明,B8848,,CZ6800,,A321,,D,33-计划,REG,REG,,PAX,2017/7/2,,,0,YAG,2017/7/2 18:13,PVG,,,,,,2017/7/2 14:50
