FLT,RFC,LKF,VIP,REG,VI1,TOF,ITY,TAR,GAT,FSA,POP,SDT,RCP,NAT,FLX,MFF,SST,STD,DES,CID,MP1,ETD,ABT,ATD,EAN,STN
MU5851,昆明-成都,MU5940,,B5820,,D,B737,702,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 10:00,CTU,,,,,,2017/7/11 11:04,2017/7/11 11:35
MU5853,昆明-成都,MU5806,,B5647,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 18:00,CTU,,,,,,2017/7/11 19:10,2017/7/11 19:35
MU5855,昆明-成都,MU5800,,B2412,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 21:05,CTU,,,,,,2017/7/11 22:11,2017/7/11 22:40
MU5861,昆明-重庆,MU5772,,B1702,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 8:05,CKG,,,,,,2017/7/11 9:23,2017/7/11 9:40
MU5869,昆明-宜宾-青岛,MU5930,,B2640,YBP,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 8:00,TAO,,,,,,2017/7/11 8:54,2017/7/11 9:30
MU5881,昆明-铜仁-上海,MU5928,,B5259,TEN,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 14:25,SHA,,,,,,2017/7/11 15:37,2017/7/11 15:50
MU5883,昆明-湛江,MU5803,,B5282,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 17:45,ZHA,,,,,,2017/7/11 19:21,2017/7/11 19:25
MU5885,昆明-湛江,MU2572,,B6141,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 8:40,ZHA,,,,,,2017/7/11 10:18,2017/7/11 10:20
MU5891,昆明-普洱,MU5913,,B5267,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 7:55,SYM,,,,,,2017/7/11 8:38,2017/7/11 8:50
MU5893,昆明-普洱,MU5763,,B5816,,D,B737,510,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 10:10,SYM,,,,,,2017/7/11 10:55,2017/7/11 11:05
MU5897,昆明-普洱,MU5936,,B5815,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 17:10,SYM,,,,,,2017/7/11 17:54,2017/7/11 18:05
MU5901,昆明-版纳,MU5734,,B5817,,D,B737,509,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 8:20,JHG,,,,,,2017/7/11 9:08,2017/7/11 9:25
MU5903,昆明-版纳,MU5932,,B5819,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 8:50,JHG,,,,,,2017/7/11 9:37,2017/7/11 9:55
MU5905,昆明-版纳,MU5990,,B5293,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 22:05,JHG,,,,,,2017/7/11 22:55,2017/7/11 23:10
MU5909,昆明-版纳,MU5763,,B5256,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 22:20,JHG,,,,,,2017/7/11 23:07,2017/7/11 23:25
MU5915,昆明-版纳,MU5952,,B5828,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 21:35,JHG,,,,,,2017/7/11 22:22,2017/7/11 22:40
MU5919,昆明-丽江,MU5962,,B5802,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 13:15,LJG,,,,,,2017/7/11 14:09,2017/7/11 14:20
MU5920,昆明-丽江,MU5836,,B5255,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 18:05,LJG,,,,,,2017/7/11 18:59,2017/7/11 19:10
MU5921,昆明-丽江,MU5834,,B5097,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 7:05,LJG,,,,,,2017/7/11 7:59,2017/7/11 8:10
MU5927,昆明-文山,MU5916,,B5259,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 10:20,WNH,,,,,,2017/7/11 10:55,2017/7/11 11:05
MU5929,昆明-文山,MU5960,,B2503,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 20:25,WNH,,,,,,2017/7/11 21:00,2017/7/11 21:10
MU5931,昆明-迪庆,MU5966,,B6142,,D,B737,314,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 7:55,DIG,,,,,,2017/7/11 8:57,2017/7/11 8:55
MU5935,昆明-迪庆,MU5940,,B5822,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 18:05,DIG,,,,,,2017/7/11 19:06,2017/7/11 19:05
MU5939,昆明-迪庆-拉萨,MU5960,,B5822,DIG,D,B737,503,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 9:00,LXA,,,,,,2017/7/11 10:01,2017/7/11 10:05
MU5941,昆明-大理,MU256X,,B5256,,D,B737,311,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 8:10,DLU,,,,,,2017/7/11 8:53,2017/7/11 9:00
MU5943,昆明-大理,MU5846,,B5807,,D,B737,709,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 7:40,DLU,,,,,,2017/7/11 8:24,2017/7/11 8:30
MU5957,昆明-临沧,MU5962,,B2503,,D,B737,516,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 9:35,LNJ,,,,,,2017/7/11 10:15,2017/7/11 10:30
MU5959,昆明-临沧,MU5958,,B2503,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 16:25,LNJ,,,,,,2017/7/11 17:07,2017/7/11 17:15
MU5961,昆明-临沧,MU5902,,B5802,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 8:10,LNJ,,,,,,2017/7/11 8:51,2017/7/11 9:05
MU5963,昆明-临沧,MU5974,,B5231,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 14:55,LNJ,,,,,,2017/7/11 15:36,2017/7/11 15:50
MU5965,昆明-沧源,MU5922,,B5276,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:25,CWJ,,,,,,2017/7/11 12:13,2017/7/11 12:25
MU5967,昆明-临沧,MU5757,,B2639,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 13:45,LNJ,,,,,,2017/7/11 14:27,2017/7/11 14:50
MU5969,昆明-昭通,MU5964,,B5231,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 18:50,ZAT,,,,,,2017/7/11 19:24,2017/7/11 19:30
MU5971,昆明-芒市,MU9714,,B2639,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 9:25,LUM,,,,,,2017/7/11 10:19,2017/7/11 10:25
MU5973,昆明-芒市,MU5747,,B5231,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 10:25,LUM,,,,,,2017/7/11 11:17,2017/7/11 11:25
MU5981,昆明-保山,MU5741,,B5817,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 13:00,BSD,,,,,,2017/7/11 13:47,2017/7/11 13:55
MU5985,昆明-保山,MU5878,,B5245,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 8:55,BSD,,,,,,2017/7/11 9:44,2017/7/11 9:55
MU5987,昆明-保山,MU5988,,B5265,,D,B737,506,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 8:15,BSD,,,,,,2017/7/11 9:03,2017/7/11 9:15
MU5989,昆明-昭通-重庆,MU5711,,B5293,ZAT,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:25,CKG,,,,,,2017/7/11 11:58,2017/7/11 12:15
MU7181,昆明-北京,MU5810,,B7591,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 9:30,PEK,,,,,,2017/7/11 13:00,2017/7/11 13:00
MU7184,昆明-北京,MU5461,,B2682,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 21:15,PEK,,,,,,2017/7/12 0:35,2017/7/12 0:35
MU741,昆明-曼谷,MU5740,,B5795,,I,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 13:00,BKK,,,,,,2017/7/11 15:08,2017/7/11 15:35
MU747,昆明-上海-大阪,MU748,,B6149,PVG,M,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 7:50,KIX,,,,,,2017/7/11 10:37,2017/7/11 11:00
MU755,昆明-迪拜,MU755,,B5926,,I,A33E,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 15:20,DXB,,,,,,2017/7/11 23:00,2017/7/11 23:00
MU757,昆明-加德,MU5894,,B5816,,I,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 14:25,KTM,,,,,,2017/7/11 17:10,2017/7/11 17:50
MU767,昆明-青岛-旧金山,MU5369,,B5902,TAO,M,A33E,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 8:25,SFO,,,,,,2017/7/11 11:27,2017/7/11 11:40
MU783,昆明-南宁-万象,MU556,,B1789,NNG,M,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 8:30,VTE,,,,,,2017/7/11 9:35,2017/7/11 9:35
MU8516,昆明-厦门,,,B5383,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,MF8406,SF,2017/7/11 11:50,XMN,,,,,,2017/7/11 14:05,2017/7/11 14:45
MU8530,昆明-厦门,,,B5563,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,MF8430,SF,2017/7/11 8:05,XMN,,,,,,2017/7/11 10:21,2017/7/11 10:45
MU8538,昆明-厦门,,,B5688,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,MF8418,SF,2017/7/11 15:40,XMN,,,,,,2017/7/11 17:56,2017/7/11 18:25
MU8550,昆明-厦门,,,B5383,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,MF8406,SF,2017/7/11 11:50,XMN,,,,,,2017/7/11 14:05,2017/7/11 14:45
MU8551,昆明-厦门,,,B5688,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,MF8418,SF,2017/7/11 15:40,XMN,,,,,,2017/7/11 17:56,2017/7/11 18:25
MU8552,昆明-厦门,,,B5563,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,MF8430,SF,2017/7/11 8:05,XMN,,,,,,2017/7/11 10:21,2017/7/11 10:45
MU8555,昆明-福州,,,B5847,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,MF8428,SF,2017/7/11 12:20,FOC,,,,,,2017/7/11 14:45,2017/7/11 15:10
MU8558,昆明-福州,,,B5847,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,MF8428,SF,2017/7/11 12:20,FOC,,,,,,2017/7/11 14:45,2017/7/11 15:10
MU8568,昆明-武汉-杭州,,,B6889,WUH,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,MF8462,SF,2017/7/11 19:15,HGH,,,,,,2017/7/11 21:04,2017/7/11 21:25
MU8592,昆明-武汉-杭州,,,B6889,WUH,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,MF8462,SF,2017/7/11 19:15,HGH,,,,,,2017/7/11 21:04,2017/7/11 21:25
MU9715,昆明-武汉,MU5966,,B5276,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 15:20,WUH,,,,,,2017/7/11 17:08,2017/7/11 17:35
MU9731,昆明-拉萨,MU5886,,B6141,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 15:15,LXA,,,,,,2017/7/11 17:40,2017/7/11 18:15
MU9732,昆明-长沙,MU9732,,B6141,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 22:25,HHA,,,,,,2017/7/12 0:01,2017/7/12 0:30
MU9737,昆明-天津,MU2582,,B5527,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 21:10,TSN,,,,,,2017/7/12 0:07,2017/7/12 0:25
MU9738,昆明-芒市,MU5942,,B5225,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 16:00,LUM,,,,,,2017/7/11 16:51,2017/7/11 16:55
MU9741,昆明-保山-北京,MU5982,,B5817,BSD,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 17:30,PEK,,,,,,2017/7/11 18:16,2017/7/11 18:35
MU9751,昆明-北京,MU774,,B5930,,D,A33E,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 14:00,PEK,,,,,,2017/7/11 16:58,2017/7/11 17:25
MU9755,昆明-保山,MU5733,,B5263,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 8:30,BSD,,,,,,2017/7/11 9:18,2017/7/11 9:30
NS3270,昆明-石家庄,NS3269,,B5215,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 20:25,SJW,,,,,,2017/7/11 22:59,2017/7/11 23:30
NS8406,昆明-厦门,,,B5383,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,MF8406,SF,2017/7/11 11:50,XMN,,,,,,2017/7/11 14:05,2017/7/11 14:45
NS8418,昆明-厦门,,,B5688,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,MF8418,SF,2017/7/11 15:40,XMN,,,,,,2017/7/11 17:56,2017/7/11 18:25
NS8428,昆明-福州,,,B5847,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,MF8428,SF,2017/7/11 12:20,FOC,,,,,,2017/7/11 14:45,2017/7/11 15:10
NS8430,昆明-厦门,,,B5563,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,MF8430,SF,2017/7/11 8:05,XMN,,,,,,2017/7/11 10:21,2017/7/11 10:45
NS8462,昆明-武汉-杭州,,,B6889,WUH,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,MF8462,SF,2017/7/11 19:15,HGH,,,,,,2017/7/11 21:04,2017/7/11 21:25
NS8476,昆明-福州,,,B5038,,D,B737,,,33-计划,CSF,2017/7/11,,PAX,,MF8476,SF,2017/7/11 20:15,FOC,,,,,,2017/7/11 22:38,2017/7/11 23:00
O36943,昆明-杭州,O36944,,B2817,,D,B757,,,33-计划,REG,2017/7/12,,CGO,,,0,2017/7/12 1:15,HGH,,,,,,2017/7/12 3:38,2017/7/12 3:55
OQ2328,昆明-重庆,OQ2327,,B6576,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,1,2017/7/11 9:50,CKG,,,,,,2017/7/11 10:56,2017/7/11 11:25
OQ2358,昆明-重庆,OQ2357,,B6576,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,1,2017/7/11 22:00,CKG,,,,,,2017/7/11 23:11,2017/7/11 23:35
PN6393,昆明-版纳,PN6393,,B6743,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 8:55,JHG,,,,,,2017/7/11 9:42,2017/7/11 10:00
PN6394,昆明-重庆,PN6394,,B6743,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 12:45,CKG,,,,,,2017/7/11 13:57,2017/7/11 14:25
QV816,昆明-万象,QV815,,RDPL34223,,I,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 10:50,VTE,J11-J13,,,,,2017/7/11 12:03,2017/7/11 12:20
QW9856,昆明-屯溪-青岛,QW9855,,B1695,TXN,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 6:55,TAO,,,,,,2017/7/11 9:07,2017/7/11 9:15
SC1402,昆明-天津,,,B1782,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,CA1402,SF,2017/7/11 20:20,TSN,,,,,,2017/7/11 23:12,2017/7/11 23:35
SC1404,昆明-北京,,,B5442,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,CA1404,SF,2017/7/11 11:40,PEK,,,,,,2017/7/11 14:37,2017/7/11 15:05
SC1752,昆明-杭州,,,B6677,,D,A320,,,33-计划,CSF,2017/7/11,,PAX,,CA1752,SF,2017/7/11 12:20,HGH,,,,,,2017/7/11 14:46,2017/7/11 15:15
SC1754,昆明-杭州,,,B6032,,D,A319,,,33-计划,CSF,2017/7/11,,PAX,,CA1754,SF,2017/7/11 19:40,HGH,,,,,,2017/7/11 22:02,2017/7/11 22:35
SC1956,昆明-温州,,,B6031,,D,A319,,,33-计划,CSF,2017/7/11,,PAX,,CA1956,SF,2017/7/11 12:05,WNZ,,,,,,2017/7/11 14:33,2017/7/11 15:05
SC2628,昆明-南阳-大连,,,B3377,NNY,D,CRJ9,,,33-计划,CSF,2017/7/11,,PAX,,G52628,SF,2017/7/11 19:05,DLC,,,,,,2017/7/11 21:11,2017/7/11 21:25
SC4171,昆明-北京,,,B1686,,D,A320,,,33-计划,CSF,2017/7/11,,PAX,,CA4171,SF,2017/7/11 7:20,PEK,,,,,,2017/7/11 10:16,2017/7/11 10:45
SC4173,昆明-北京,,,B1686,,D,A320,,,33-计划,CSF,2017/7/11,,PAX,,CA4173,SF,2017/7/11 17:05,PEK,,,,,,2017/7/11 20:00,2017/7/11 20:30
SC4460,昆明-成都,,,B6847,,D,A320,,,33-计划,CSF,2017/7/11,,PAX,,CA4460,SF,2017/7/11 21:05,CTU,,,,,,2017/7/11 22:08,2017/7/11 22:40
SC4696,昆明-南京-青岛,SC4695,,B7979,NKG,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 13:40,TAO,,,,,,2017/7/11 16:00,2017/7/11 16:30
SC4720,昆明-重庆,SC4719,,B5333,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 22:35,CKG,,,,,,2017/7/11 23:47,2017/7/12 0:10
SC4738,昆明-青岛,SC4737,,B5513,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 21:10,TAO,,,,,,2017/7/12 0:10,2017/7/12 0:50
SC4770,昆明-厦门,SC4769,,B1506,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:20,XMN,,,,,,2017/7/11 13:36,2017/7/11 14:05
SC4874,昆明-济南-烟台,SC4873,,B1931,TNA,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 12:50,YNT,,,,,,2017/7/11 15:26,2017/7/11 16:05
SC4926,昆明-济南,SC4925,,B7975,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 6:50,TNA,,,,,,2017/7/11 9:27,2017/7/11 9:55
SC8424,昆明-南昌-青岛,SC8844,,B7668,KHN,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 6:55,TAO,,,,,,,2017/7/11 9:15
SC8843,昆明-济南-大阪,SC8835,,B7885,TNA,M,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 6:50,KIX,J11-J12,,,,,2017/7/11 9:27,2017/7/11 9:55
SC8885,昆明-曼谷,SC8885,,B6988,,I,B738,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 1:00,BKK,,,,,,2017/7/12 2:59,2017/7/12 3:05
SC8886,昆明-乌鲁,SC8886,,B7086,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 7:25,URC,,,,,,2017/7/11 11:25,2017/7/11 11:45
SQ5115,昆明-新加坡,,,9VMGE,,I,B738,,,33-计划,CSF,2017/7/11,,PAX,,MI915,SF,2017/7/11 19:15,SIN,,,,,,,2017/7/11 23:20
TG613,昆明-曼谷,TG612,,HST,,I,B773,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 15:20,BKK,J15-J19,,,,,2017/7/11 17:04,2017/7/11 18:40
TV6008,昆明-丽江-兰州,TV6007,,B8418,LJG,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 13:20,ZGC,,,,,,2017/7/11 14:13,2017/7/11 17:00
TV9819,昆明-芒市,TV9893,,B6436,,D,A319,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 14:45,LUM,,,,,,2017/7/11 15:35,2017/7/11 15:45
TV9894,昆明-拉萨,TV9820,,B6436,,D,A319,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 20:15,LXA,,,,,,2017/7/11 22:39,2017/7/11 23:15
UO274,昆明-香港,UO273,,BLPF,,R,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 12:10,HKG,J16-J19,,,,,,2017/7/11 14:40
VA5806,昆明-新加坡,,,9VMGE,,I,B738,,,33-计划,CSF,2017/7/11,,PAX,,MI915,SF,2017/7/11 19:15,SIN,,,,,,,2017/7/11 23:20
VJ5325,昆明-芽庄,VJ5324,,,,I,A320,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 2:05,CXR,,,,,,,2017/7/12 4:30
VN737,昆明-芽庄,VN736,,VNA,,I,A321,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 2:05,CXR,,,,,,2017/7/12 4:19,2017/7/12 4:05
ZH9266,昆明-西安,ZH9265,,B8636,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 12:45,XIY,,,,,,2017/7/11 14:37,2017/7/11 15:10
ZH9412,昆明-深圳,ZH9411,,B5365,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:00,SZX,,,,,,2017/7/11 12:46,2017/7/11 13:15
ZH9414,昆明-深圳,ZH9413,,B5365,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 17:30,SZX,,,,,,2017/7/11 19:14,2017/7/11 19:45
ZH9416,昆明-深圳,ZH9451,,B5363,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 8:45,SZX,,,,,,2017/7/11 10:30,2017/7/11 10:50
ZH9452,昆明-广州,ZH9415,,B5400,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 9:05,CAN,,,,,,2017/7/11 10:48,2017/7/11 11:10
ZH9454,昆明-广州,ZH9453,,B6749,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 17:10,CAN,,,,,,2017/7/11 18:56,2017/7/11 19:25
ZH9456,昆明-广州,ZH9455,,B5771,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 22:45,CAN,,,,,,2017/7/12 0:26,2017/7/12 1:05
ZH9532,昆明-无锡,ZH9531,,B5772,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 19:20,WUX,,,,,,2017/7/11 21:53,2017/7/11 22:25
ZH9534,昆明-无锡,ZH9533,,B6565,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 15:10,WUX,,,,,,2017/7/11 17:44,2017/7/11 18:15
ZH9562,昆明-南京,ZH9561,,B5360,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 12:10,NKG,,,,,,2017/7/11 14:30,2017/7/11 14:55
ZH9713,昆明-太原-沈阳,ZH9714,,B6781,TYN,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 10:05,SHE,,,,,,2017/7/11 12:30,2017/7/11 12:55
ZH9774,昆明-南昌,ZH9773,,B6313,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 13:30,KHN,,,,,,2017/7/11 15:25,2017/7/11 15:55
ZH9790,昆明-泉州,ZH9455,,B6312,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 9:05,JJN,,,,,,2017/7/11 11:27,2017/7/11 11:50
ZH9794,昆明-泉州,ZH9793,,B6315,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 13:40,JJN,,,,,,2017/7/11 16:04,2017/7/11 16:30
