FLT,VIP,LKF,RFC,VI1,DES,TOF,REG,ITY,STD,SDT,EAN,TAR,GAT,CID,MP1,ETD,ABT,ATD,FSA,POP,OPE,RCP,NAT,FLX,MFF,SST
8L9643,,8L9913,昆明-芒市,,LUM,D,B5268,B737,2017/7/3 16:50,2017/7/3,17:40,724,,,A,,,,33-计划,REG,REG,,PAX,,,0
MU5893,,MU5804,昆明-普洱,,SYM,D,B5270,B737,2017/7/3 10:10,2017/7/3,10:55,133,34,,,,,,33-计划,REG,REG,,PAX,,,0
MU5883,,MU5803,昆明-湛江,,ZHA,D,B5270,B737,2017/7/3 17:40,2017/7/3,19:16,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5717,,MU5894,昆明-腾冲,,TCZ,D,B5270,B737,2017/7/3 13:45,2017/7/3,14:38,126,43,,,,,,33-计划,REG,REG,,PAX,,,0
MU5835,,MU5984,昆明-汕头,,SWA,D,B5271,B737,2017/7/3 11:10,2017/7/3,13:15,511,,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5963,,MU5803,昆明-临沧,,LNJ,D,B5276,B737,2017/7/3 11:00,2017/7/3,11:41,713,20,,,,,,33-计划,REG,REG,,PAX,,,0
MU2597,,MU5964,昆明-清莱,,CEI,I,B5276,B737,2017/7/3 14:40,2017/7/3,15:53,101,72,,,,,,33-计划,REG,REG,,PAX,,,0
MU9743,,MU9744,昆明-昭通-北京,ZAT,PEK,D,B5282,B737,2017/7/3 18:35,2017/7/3,19:10,514,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9971,,8L9842,昆明-海口,,HAK,D,B5292,B737,2017/7/3 19:00,2017/7/3,20:30,525R,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9841,,8L9905,昆明-普洱,,SYM,D,B5292,B737,2017/7/3 9:00,2017/7/3,9:41,168,9,,B,,,,33-计划,REG,REG,,PAX,,,0
MU9738,,MU5711,昆明-芒市,,LUM,D,B5293,B737,2017/7/3 16:00,2017/7/3,16:51,508,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5965,,MU5946,昆明-沧源,,CWJ,D,B5295,B737,2017/7/3 11:25,2017/7/3,12:13,125,41,,,,,,33-计划,REG,REG,,PAX,,,0
MU5945,,MU5898,昆明-澜沧,,JMJ,D,B5295,B737,2017/7/3 7:40,2017/7/3,8:32,312,21,,,,,,33-计划,REG,REG,,PAX,,,0
MU5983,,MU5966,昆明-保山,,BSD,D,B5295,B737,2017/7/3 16:05,2017/7/3,16:51,115,18,,,,,,33-计划,REG,REG,,PAX,,,0
MU5742,,MU5984,昆明-保山,,BSD,D,B5295,B737,2017/7/3 19:55,2017/7/3,20:42,,,,,,,,33-计划,REG,REG,,PAX,,,0
MF8430,,MF8429,昆明-厦门,,XMN,D,B5309,B738,2017/7/3 8:05,2017/7/3,10:21,324,51,,B,,,,33-计划,REG,REG,,PAX,,,0
CZ3748,,CZ3747,昆明-珠海,,ZUH,D,B5310,B738,2017/7/3 21:40,2017/7/3,23:19,,,,,,,,33-计划,REG,REG,,PAX,,,0
MF8476,,MF8641,昆明-福州,,FOC,D,B5319,B738,2017/7/3 20:15,2017/7/3,22:38,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9542,,FM9541,昆明-郑州,,CGO,D,B5320,B738,2017/7/3 11:50,2017/7/3,14:04,121,33,,,,,,33-计划,REG,REG,,PAX,,,0
8L9983,,8L9864,昆明-西安,,XIY,D,B5359,B738,2017/7/3 19:30,2017/7/3,21:19,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9863,,8L9898,昆明-重庆-徐州,CKG,XUZ,D,B5359,B738,2017/7/3 7:00,2017/7/3,8:10,166,13,,,,,,33-计划,REG,REG,,PAX,,,0
ZH9414,,ZH9413,昆明-深圳,,SZX,D,B5362,B737,2017/7/3 17:30,2017/7/3,19:14,,,,,,,,33-计划,REG,REG,,PAX,,,0
ZH9416,,ZH9451,昆明-深圳,,SZX,D,B5363,B738,2017/7/3 8:45,2017/7/3,10:30,538,52,,B,,,,33-计划,REG,REG,,PAX,,,0
ZH9412,,ZH9411,昆明-深圳,,SZX,D,B5381,B737,2017/7/3 11:00,2017/7/3,12:46,144,61,,,,,,33-计划,REG,REG,,PAX,,,0
MF8642,,MF8475,昆明-珠海-泉州,ZUH,JJN,D,B5382,B738,2017/7/3 20:10,2017/7/3,21:50,,,,,,,,33-计划,REG,REG,,PAX,,,0
MF8418,,MF8417,昆明-厦门,,XMN,D,B5386,B738,2017/7/3 15:40,2017/7/3,17:56,157,1,,,,,,33-计划,REG,REG,,PAX,,,0
ZH9452,,ZH9415,昆明-广州,,CAN,D,B5401,B738,2017/7/3 9:05,2017/7/3,10:48,722b,56,,C,,,,33-计划,REG,REG,,PAX,,,0
8L9651,,8L9994,昆明-郑州,,CGO,D,B5409,B738,2017/7/3 9:50,2017/7/3,12:04,166,13,,A,,,,33-计划,REG,REG,,PAX,,,0
CZ3248,,CZ3247,昆明-桂林,,KWL,D,B5420,B738,2017/7/3 15:00,2017/7/3,16:12,138,54,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3541,,CZ3542,昆明-武汉-杭州,WUH,HGH,D,B5445,B738,2017/7/3 7:55,2017/7/3,9:40,142,62,,C,,,,33-计划,REG,REG,,PAX,,,0
8L9959,,8L9892,昆明-安庆-宁波,AQG,NGB,D,B5449,B738,2017/7/3 7:25,2017/7/3,9:41,165,14,,C,,,,33-计划,REG,REG,,PAX,,,0
MU2494,,MU2497,昆明-武汉,,WUH,D,B5472,B737,2017/7/3 11:20,2017/7/3,13:09,132,36,,,,,,33-计划,REG,REG,,PAX,,,0
HU7312,,HU7311,昆明-北京,,PEK,D,B5480,B738,2017/7/3 7:10,2017/7/3,10:07,168,9,,B,,,,33-计划,REG,REG,,PAX,,,0
MU9737,,MU5742,昆明-天津,,TSN,D,B5515,B738,2017/7/3 21:10,2017/7/3,0:07,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5741,,MU2264,昆明-广州,,CAN,D,B5515,B738,2017/7/3 13:05,2017/7/3,14:47,507,,,,,,,33-计划,REG,REG,,PAX,,,0
MU741,,MU5740,昆明-曼谷,,BKK,I,B5527,B738,2017/7/3 13:00,2017/7/3,15:08,103,76,,,,,,33-计划,REG,REG,,PAX,,,0
SC4720,,SC4719,昆明-重庆,,CKG,D,B5543,B738,2017/7/3 22:35,2017/7/3,23:47,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9540,,FM9539,昆明-温州,,WNZ,D,B5545,B738,2017/7/3 12:00,2017/7/3,14:31,122,35,,,,,,33-计划,REG,REG,,PAX,,,0
BK2898,,BK2744,昆明-天津,,TSN,D,B5562,B738,2017/7/3 18:20,2017/7/3,21:14,,,,,,,,33-计划,REG,REG,,PAX,,,0
BK2743,,BK2897,昆明-版纳,,JHG,D,B5562,B738,2017/7/3 14:25,2017/7/3,15:14,157,1,,,,,,33-计划,REG,REG,,PAX,,,0
CA8938,,CA8937,昆明-武当山-大连,WDS,DLC,D,B5639,B738,2017/7/3 10:20,2017/7/3,12:08,543,3,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6562,,CZ6561,昆明-义乌,,YIW,D,B5641,B738,2017/7/3 20:35,2017/7/3,22:54,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5775,,MU5726,昆明-广州,,CAN,D,B5647,B738,2017/7/3 8:40,2017/7/3,10:22,124,39,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5737,Y,MU5776,昆明-广州,,CAN,D,B5647,B738,2017/7/3 15:35,2017/7/3,17:20,114,16,,,,,,33-计划,REG,REG,,PAX,,,0
MU5733,,MU5738,昆明-广州,,CAN,D,B5647,B738,2017/7/3 23:15,2017/7/3,0:56,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8219,,KY8204,昆明-深圳,,SZX,D,B5673,B738,2017/7/3 21:25,2017/7/3,23:10,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8203,,KY8220,昆明-南京,,NKG,D,B5673,B738,2017/7/3 12:00,2017/7/3,14:20,136,50,,,,,,33-计划,REG,REG,,PAX,,,0
MU2263,,MU742,昆明-西安-沈阳,XIY,SHE,D,B5683,B738,2017/7/3 9:45,2017/7/3,11:36,513,19,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5849,,MU5830,昆明-成都,,CTU,D,B5701,B738,2017/7/3 16:30,2017/7/3,17:37,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5829,,MU5704,昆明-郑州,,CGO,D,B5701,B738,2017/7/3 8:20,2017/7/3,10:36,125,41,,E,,,,33-计划,REG,REG,,PAX,,,0
KY8273,,KY8286,昆明-武汉,,WUH,D,B5702,B738,2017/7/3 10:20,2017/7/3,12:13,136,50,,,,,,33-计划,REG,REG,,PAX,,,0
KY8221,,KY8274,昆明-重庆,,CKG,D,B5702,B738,2017/7/3 17:25,2017/7/3,18:41,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6602,,CZ6601,昆明-郑州,,CGO,D,B5715,B738,2017/7/3 22:10,2017/7/3,0:18,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3864,,CZ3863,昆明-南宁-汕头,NNG,SWA,D,B5716,B738,2017/7/3 21:10,2017/7/3,22:09,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3858,,CZ3857,昆明-汕头,,SWA,D,B5721,B737,2017/7/3 12:15,2017/7/3,14:13,148,53,,,,,,33-计划,REG,REG,,PAX,,,0
8L9883,,8L9956,昆明-南京,,NKG,D,B5732,B738,2017/7/3 18:00,2017/7/3,20:20,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5825,,MU734,昆明-桂林,,KWL,D,B5756,B738,2017/7/3 9:25,2017/7/3,10:55,103,76,,,,,,33-计划,REG,REG,,PAX,,,0
MU2568,,MU2568,昆明-广州,,CAN,D,B5756,B738,2017/7/3 21:55,2017/7/3,23:37,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2029,,MU5826,昆明-曼德勒,,MDL,I,B5756,B738,2017/7/3 14:45,2017/7/3,16:03,111,68,,,,,,33-计划,REG,REG,,PAX,,,0
ZH9562,,ZH9561,昆明-南京,,NKG,D,B5771,B738,2017/7/3 12:10,2017/7/3,14:30,139,56,,,,,,33-计划,REG,REG,,PAX,,,0
MU2496,,MU2495,昆明-成都,,CTU,D,B5780,B738,2017/7/3 10:35,2017/7/3,11:39,120,31,,,,,,33-计划,REG,REG,,PAX,,,0
MU2031,,MU5822,昆明-仰光,,RGN,I,B5795,B738,2017/7/3 14:00,2017/7/3,16:30,516,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5853,,MU5844,昆明-成都,,CTU,D,B5796,B738,2017/7/3 17:55,2017/7/3,19:05,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5843,,MU5782,昆明-成都,,CTU,D,B5796,B738,2017/7/3 11:00,2017/7/3,12:05,127,45,,,,,,33-计划,REG,REG,,PAX,,,0
MU5921,,MU5906,昆明-丽江,,LJG,D,B5802,B737,2017/7/3 7:05,2017/7/3,7:59,131,38,,E,,,,33-计划,REG,REG,,PAX,,,0
8L9921,,8L9850,昆明-沧源,,CWJ,D,B5806,B737,2017/7/3 11:05,2017/7/3,11:50,168,9,,,,,,33-计划,REG,REG,,PAX,,,0
8L9914,,8L9922,昆明-版纳,,JHG,D,B5806,B737,2017/7/3 22:55,2017/7/3,23:41,521R,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9849,,8L9946,昆明-迪庆,,DIG,D,B5806,B737,2017/7/3 7:05,2017/7/3,8:06,323,3,,C,,,,33-计划,REG,REG,,PAX,,,0
MU5941,,MU5913,昆明-大理,,DLU,D,B5807,B737,2017/7/3 9:25,2017/7/3,10:08,709,22,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5812,,MU5763,昆明-迪庆,,DIG,D,B5807,B737,2017/7/3 20:50,2017/7/3,21:50,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5739,,MU2032,昆明-广州,,CAN,D,B5809,B737,2017/7/3 11:05,2017/7/3,12:49,505,19,,,,,,33-计划,REG,REG,,PAX,,,0
MU5712,,MU9737,昆明-芒市,,LUM,D,B5809,B737,2017/7/3 21:35,2017/7/3,22:26,,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6579,,DR6504,昆明-芒市,,LUM,D,B5811,B737,2017/7/3 20:40,2017/7/3,21:30,,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6503,,DR6580,昆明-芒市,,LUM,D,B5811,B737,2017/7/3 17:00,2017/7/3,17:50,,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6523,,DR6502,昆明-丽江,,LJG,D,B5812,B737,2017/7/3 17:10,2017/7/3,18:03,,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6507,,DR6524,昆明-芒市,,LUM,D,B5812,B737,2017/7/3 9:10,2017/7/3,10:01,154,25,,A,,,,33-计划,REG,REG,,PAX,,,0
DR6501,,DR6508,昆明-芒市,,LUM,D,B5812,B737,2017/7/3 13:10,2017/7/3,14:01,160,6,,,,,,33-计划,REG,REG,,PAX,,,0
MU5939,Y,MU5846,昆明-迪庆-拉萨,DIG,LXA,D,B5815,B737,2017/7/3 9:00,2017/7/3,10:01,130,40,,F,,,,33-计划,REG,REG,,PAX,,,0
MU5920,,MU5940,昆明-丽江,,LJG,D,B5815,B737,2017/7/3 17:50,2017/7/3,18:44,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5959,,MU5958,昆明-临沧,,LNJ,D,B5816,B737,2017/7/3 16:25,2017/7/3,17:07,127,45,,,,,,33-计划,REG,REG,,PAX,,,0
MU5957,,MU5913,昆明-临沧,,LNJ,D,B5816,B737,2017/7/3 9:35,2017/7/3,10:15,318,20,,F,,,,33-计划,REG,REG,,PAX,,,0
MU5911,,MU5960,昆明-版纳,,JHG,D,B5816,B737,2017/7/3 22:10,2017/7/3,22:56,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5915,,MU5718,昆明-版纳,,JHG,D,B5817,B737,2017/7/3 21:35,2017/7/3,22:22,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5897,,MU5856,昆明-普洱,,SYM,D,B5817,B737,2017/7/3 16:45,2017/7/3,17:29,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU753,,MU9731,昆明-暹粒,,REP,I,B5819,B737,2017/7/3 16:00,2017/7/3,18:04,103,76,,,,,,33-计划,REG,REG,,PAX,,,0
MU9732,,MU9732,昆明-长沙,,HHA,D,B5820,B737,2017/7/3 22:25,2017/7/3,0:01,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU9731,,MU5886,昆明-拉萨,,LXA,D,B5820,B737,2017/7/3 15:15,2017/7/3,17:40,121,33,,,,,,33-计划,REG,REG,,PAX,,,0
MU5885,,MU758,昆明-湛江,,ZHA,D,B5820,B737,2017/7/3 8:40,2017/7/3,10:18,101,23,,F,,,,33-计划,REG,REG,,PAX,,,0
MU5931,,MU5916,昆明-迪庆,,DIG,D,B5821,B737,2017/7/3 7:55,2017/7/3,8:57,122,35,,F,,,,33-计划,REG,REG,,PAX,,,0
MU5764,Y,MU5811,昆明-芒市,,LUM,D,B5821,B737,2017/7/3 12:10,2017/7/3,13:01,116,26,,,,,,33-计划,REG,REG,,PAX,,,0
MU5734,,MU5734,昆明-版纳,,JHG,D,B5821,B737,2017/7/3 21:55,2017/7/3,22:41,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5851,,MU5932,昆明-成都,,CTU,D,B5822,B737,2017/7/3 10:00,2017/7/3,11:04,119,30,,F,,,,33-计划,REG,REG,,PAX,,,0
8L9945,,8L9903,昆明-成都,,CTU,D,B5825,B737,2017/7/3 23:55,2017/7/3,0:58,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9904,,8L9852,昆明-版纳,,JHG,D,B5825,B737,2017/7/3 15:10,2017/7/3,15:56,161,7,,,,,,33-计划,REG,REG,,PAX,,,0
MU5935,,MU5936,昆明-迪庆,,DIG,D,B5828,B737,2017/7/3 17:55,2017/7/3,18:56,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5845,,MU5733,昆明-成都,,CTU,D,B5828,B737,2017/7/3 9:00,2017/7/3,10:04,714,19,,E,,,,33-计划,REG,REG,,PAX,,,0
DR5313,,DR6512,昆明-恩施-天津,ENH,TSN,D,B5829,B737,2017/7/3 7:25,2017/7/3,8:53,149,47,,,,,,33-计划,REG,REG,,PAX,,,0
DR6515,,DR6510,昆明-襄阳-天津,XFN,TSN,D,B5830,B737,2017/7/3 13:30,2017/7/3,15:23,159,5,,A,,,,33-计划,REG,REG,,PAX,,,0
DR6509,,DR5314,昆明-版纳,,JHG,D,B5830,B737,2017/7/3 8:40,2017/7/3,9:26,523R,48,,A,,,,33-计划,REG,REG,,PAX,,,0
MF8428,,MF8427,昆明-福州,,FOC,D,B5846,B738,2017/7/3 12:20,2017/7/3,14:45,157,1,,,,,,33-计划,REG,REG,,PAX,,,0
MU5370,Y,MU768,昆明-上海,,PVG,D,B5902,A33E,2017/7/3 8:40,2017/7/3,11:21,129,42,,LL1,,,,33-计划,REG,REG,,PAX,,,0
MU9751,,MU5842,昆明-北京,,PEK,D,B5930,A33E,2017/7/3 14:00,2017/7/3,16:58,129,42,,,,,,33-计划,REG,REG,,PAX,,,0
MU777,,MU5706,昆明-悉尼,,SYD,I,B5930,A33E,2017/7/4 0:50,2017/7/4,11:45,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5841,,MU5720,昆明-成都,,CTU,D,B5930,A33E,2017/7/3 8:00,2017/7/3,9:05,134,32,,F,,,,33-计划,REG,REG,,PAX,,,0
8L9503,,8L9890,昆明-莫斯科,,DME,I,B5971,A333,2017/7/3 10:55,2017/7/3,,105,77,K04-K08,,,,,33-计划,REG,REG,,PAX,,,0
MU5588,,MU5505,昆明-福州-上海,FOC,PVG,D,B6002,A320,2017/7/3 16:05,2017/7/3,18:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5472,,MU5471,昆明-重庆-济南,CKG,TNA,D,B6003,A320,2017/7/3 20:50,2017/7/3,22:06,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5456,,MU2592,昆明-宁波,,NGB,D,B6007,A320,2017/7/3 9:30,2017/7/3,12:05,112,65,,F,,,,33-计划,REG,REG,,PAX,,,0
MU5618,,MU5617,昆明-南昌,,KHN,D,B6009,A320,2017/7/3 22:30,2017/7/3,0:26,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5078,,MU5078,昆明-合肥,,HFE,D,B6010,A320,2017/7/4 0:55,2017/7/4,3:03,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5077,,MU5077,昆明-曼谷,,BKK,I,B6010,A320,2017/7/3 15:55,2017/7/3,17:56,314,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5470,,MU5469,昆明-南昌,,KHN,D,B6013,A320,2017/7/3 10:50,2017/7/3,12:48,123,37,,,,,,33-计划,REG,REG,,PAX,,,0
8L9975,,8L9874,昆明-广州,,CAN,D,B6015,B738,2017/7/3 19:00,2017/7/3,20:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9873,,8L9870,昆明-赣州-杭州,KOW,HGH,D,B6015,B738,2017/7/3 7:00,2017/7/3,9:04,109,4,,C,,,,33-计划,REG,REG,,PAX,,,0
8L9891,,8L9556,昆明-武汉-大连,WUH,DLC,D,B6016,B738,2017/7/3 9:50,2017/7/3,11:41,162,8,,B,,,,33-计划,REG,REG,,PAX,,,0
CA1956,,CA1751,昆明-温州,,WNZ,D,B6032,A319,2017/7/3 12:05,2017/7/3,14:33,146,57,,,,,,33-计划,REG,REG,,PAX,,,0
CA1754,,CA1753,昆明-杭州,,HGH,D,B6033,A319,2017/7/3 19:40,2017/7/3,22:02,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3488,Y,CZ3488,昆明-广州,,CAN,D,B6040,A319,2017/7/3 20:10,2017/7/3,21:47,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3487,,CZ3487,昆明-丽江,,LJG,D,B6040,A319,2017/7/3 16:15,2017/7/3,17:07,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6160,Y,CZ6159,昆明-北京,,PEK,D,B6098,A333,2017/7/3 20:05,2017/7/3,22:58,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3998,,CZ3997,昆明-北京,,PEK,D,B6098,A333,2017/7/3 9:15,2017/7/3,12:09,163,10,,LL7,,,,33-计划,REG,REG,,PAX,,,0
CZ3902,,CZ3901,昆明-北京,,PEK,D,B6111,A333,2017/7/3 13:45,2017/7/3,16:39,135,48,,,,,,33-计划,REG,REG,,PAX,,,0
MU5989,,MU5940,昆明-昭通-重庆,ZAT,CKG,D,B6141,B737,2017/7/3 11:25,2017/7/3,11:58,503,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5905,,MU5990,昆明-版纳,,JHG,D,B6141,B737,2017/7/3 22:05,2017/7/3,22:55,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU745,,MU556,昆明-南宁-金边,NNG,PNH,M,B6143,B738,2017/7/3 8:30,2017/7/3,9:37,106,22,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5847,,MU746,昆明-成都,,CTU,D,B6143,B738,2017/7/3 19:55,2017/7/3,21:01,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU747,,MU9738,昆明-上海-大阪,PVG,KIX,M,B6145,B738,2017/7/3 7:50,2017/7/3,10:37,,22,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5749,,MU5717,昆明-长沙-盐城,HHA,YNZ,D,B6146,B738,2017/7/3 13:15,2017/7/3,14:53,117,28,,,,,,33-计划,REG,REG,,PAX,,,0
MU2569,,MU2569,昆明-清迈,,CNX,I,B6148,B738,2017/7/3 14:30,2017/7/3,16:25,109,70,,,,,,33-计划,REG,REG,,PAX,,,0
MU5715,Y,MU2594,昆明-北京,,PEK,D,B6148,B738,2017/7/3 20:10,2017/7/3,23:08,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5725,,MU9738,昆明-乌鲁,,URC,D,B6149,B738,2017/7/3 14:25,2017/7/3,18:31,116,26,,,,,,33-计划,REG,REG,,PAX,,,0
EU2721,,EU2223,昆明-柳州-厦门,LZH,XMN,D,B6163,A319,2017/7/3 9:20,2017/7/3,10:30,152,46,,,,,,33-计划,REG,REG,,PAX,,,0
EU2225,,EU2722,昆明-版纳,,JHG,D,B6163,A319,2017/7/3 19:25,2017/7/3,20:12,,,,,,,,33-计划,REG,REG,,PAX,,,0
EU2224,,EU2226,昆明-成都,,CTU,D,B6163,A319,2017/7/3 23:25,2017/7/3,0:28,,,,,,,,33-计划,REG,REG,,PAX,,,0
JD5791,Y,JD5165,昆明-芒市,,LUM,D,B6181,A319,2017/7/3 11:45,2017/7/3,12:35,165,14,,,,,,33-计划,REG,REG,,PAX,,,0
JD5166,,JD5792,昆明-丽江,,LJG,D,B6181,A319,2017/7/3 15:50,2017/7/3,16:41,166,13,,,,,,33-计划,REG,REG,,PAX,,,0
8L9995,,8L9872,昆明-银川,,INC,D,B6198,A319,2017/7/3 7:25,2017/7/3,9:44,159,5,,B,,,,33-计划,REG,REG,,PAX,,,0
8L9897,,8L9996,昆明-温州,,WNZ,D,B6198,A319,2017/7/3 14:55,2017/7/3,17:24,168,9,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3482,,CZ3482,昆明-广州,,CAN,D,B6209,A319,2017/7/3 14:10,2017/7/3,15:51,145,59,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3481,,CZ3481,昆明-大理,,DLU,D,B6209,A319,2017/7/3 10:30,2017/7/3,11:11,139,56,,,,,,33-计划,REG,REG,,PAX,,,0
CA416,,CA416,昆明-成都,,CTU,D,B6227,A319,2017/7/3 17:05,2017/7/3,18:11,,,,,,,,33-计划,REG,REG,,PAX,,,0
CA415,,CA415,昆明-仰光,,RGN,I,B6227,A319,2017/7/3 10:45,2017/7/3,,111,68,J14-J16,,,,,33-计划,REG,REG,,PAX,,,0
MU2036,,MU2036,昆明-北京,,PEK,D,B6249,B738,2017/7/3 20:30,2017/7/3,23:26,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2035,,MU2035,昆明-达卡,,DAC,I,B6249,B738,2017/7/3 13:00,2017/7/3,14:35,104,78,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3490,,CZ3489,昆明-广州,,CAN,D,B6283,A320,2017/7/3 22:10,2017/7/3,23:51,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3410,,CZ3409,昆明-广州,,CAN,D,B6288,A320,2017/7/3 11:55,2017/7/3,13:35,141,60,,,,,,33-计划,REG,REG,,PAX,,,0
HO1122,,HO1121,昆明-上海,,SHA,D,B6311,A320,2017/7/3 12:55,2017/7/3,15:37,152,46,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3450,,CZ3449,昆明-广州,,CAN,D,B6342,A321,2017/7/3 18:45,2017/7/3,20:23,,,,,,,,33-计划,REG,REG,,PAX,,,0
ZH9794,,ZH9793,昆明-泉州,,JJN,D,B6351,A320,2017/7/3 13:40,2017/7/3,16:04,143,63,,,,,,33-计划,REG,REG,,PAX,,,0
ZH9534,,ZH9533,昆明-无锡,,WUX,D,B6360,A320,2017/7/3 15:10,2017/7/3,17:44,135,48,,,,,,33-计划,REG,REG,,PAX,,,0
3U8837,,3U8838,昆明-万州-北京,WXN,PEK,D,B6388,A320,2017/7/3 14:15,2017/7/3,15:42,156,15,,,,,,33-计划,REG,REG,,PAX,,,0
3U8817,,3U8130,昆明-丽江-拉萨,LJG,LXA,D,B6448,A319,2017/7/3 7:30,2017/7/3,8:19,525R,57,,,,,,33-计划,REG,REG,,PAX,,,0
3U8245,,3U8818,昆明-合肥,,HFE,D,B6448,A319,2017/7/3 18:00,2017/7/3,20:03,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2706,,MU2706,昆明-南京,,NKG,D,B6456,A319,2017/7/3 15:35,2017/7/3,17:57,118,29,,,,,,33-计划,REG,REG,,PAX,,,0
MU2705,,MU2705,昆明-丽江,,LJG,D,B6456,A319,2017/7/3 11:30,2017/7/3,12:24,113,64,,,,,,33-计划,REG,REG,,PAX,,,0
MU5438,,MU5437,昆明-南充-上海,NAO,PVG,D,B6459,A319,2017/7/3 15:40,2017/7/3,17:08,126,43,,,,,,33-计划,REG,REG,,PAX,,,0
MU2756,,MU2756,昆明-南京,,NKG,D,B6462,A319,2017/7/3 10:40,2017/7/3,12:59,130,40,,,,,,33-计划,REG,REG,,PAX,,,0
MU2755,,MU2755,昆明-版纳,,JHG,D,B6463,A319,2017/7/3 20:55,2017/7/3,21:41,,,,,,,,33-计划,REG,REG,,PAX,,,0
TV9894,,TV9820,昆明-拉萨,,LXA,D,B6480,A319,2017/7/3 20:15,2017/7/3,22:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
TV9819,,TV9893,昆明-芒市,,LUM,D,B6480,A319,2017/7/3 14:45,2017/7/3,15:35,155,17,,,,,,33-计划,REG,REG,,PAX,,,0
KY8261,,KY8282,昆明-重庆-台州,CKG,HYN,D,B6491,B738,2017/7/3 7:00,2017/7/3,8:12,141,60,,B,,,,33-计划,REG,REG,,PAX,,,0
KY8281,,KY8254,昆明-上海,,PVG,D,B6492,B738,2017/7/3 14:40,2017/7/3,17:29,142,62,,,,,,33-计划,REG,REG,,PAX,,,0
KY8253,,KY8222,昆明-西安,,XIY,D,B6492,B738,2017/7/3 8:10,2017/7/3,10:01,150,49,,A,,,,33-计划,REG,REG,,PAX,,,0
