FLT,VIP,LKF,RFC,VI1,DES,TOF,REG,ITY,STD,SDT,EAN,TAR,GAT,CID,MP1,ETD,ABT,ATD,FSA,POP,OPE,RCP,NAT,FLX,MFF,SST
8L9947,,8L9856,昆明-成都,,CTU,D,B1587,B738,2017/7/3 10:25,2017/7/3,11:28,159,5,,,,,,33-计划,REG,REG,,PAX,,,0
8L9655,,8L9656,昆明-忻州-哈尔滨,WUT,HRB,D,B1588,B738,2017/7/3 6:10,2017/7/3,8:49,536,3,,A,,,,33-计划,REG,REG,,PAX,,,0
8L9555,,8L9656,昆明-海口,,HAK,D,B1588,B738,2017/7/3 23:10,2017/7/3,0:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6569,,DR6538,昆明-北海,,BHY,D,B1593,B738,2017/7/3 7:20,2017/7/3,8:37,155,17,,,,,,33-计划,REG,REG,,PAX,,,0
DR6521,,DR6522,昆明-成都,,CTU,D,B1595,B738,2017/7/3 7:00,2017/7/3,8:03,525L,19,,A,,,,33-计划,REG,REG,,PAX,,,0
DR6529,,DR6522,昆明-太原-呼和,TYN,HET,D,B1597,B738,2017/7/3 7:35,2017/7/3,10:00,153,27,,A,,,,33-计划,REG,REG,,PAX,,,0
MU2206,,MU2205,昆明-银川,,INC,D,B1608,B738,2017/7/3 11:35,2017/7/3,13:54,119,30,,,,,,33-计划,REG,REG,,PAX,,,0
MU2186,,MU2185,昆明-银川,,INC,D,B1608,B738,2017/7/3 18:50,2017/7/3,21:08,,,,,,,,33-计划,REG,REG,,PAX,,,0
GS7662,,GS7661,昆明-西安,,XIY,D,B1619,A320,2017/7/3 22:50,2017/7/3,0:37,,,,,,,,33-计划,REG,REG,,PAX,,,0
JD5156,,JD5155,昆明-丽江,,LJG,D,B1622,A320,2017/7/3 16:05,2017/7/3,16:58,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2996,,MU2765,昆明-重庆-无锡,CKG,WUX,D,B1635,A320,2017/7/3 7:45,2017/7/3,8:59,502,20,,E,,,,33-计划,REG,REG,,PAX,,,0
MU2986,,MU2985,昆明-无锡,,WUX,D,B1635,A320,2017/7/3 19:55,2017/7/3,22:27,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5855,,MU5800,昆明-成都,,CTU,D,B1636,A320,2017/7/3 21:00,2017/7/3,22:06,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5799,,MU5848,昆明-洛阳-大连,LYA,DLC,D,B1636,A320,2017/7/3 8:45,2017/7/3,10:54,716,21,,E,,,,33-计划,REG,REG,,PAX,,,0
MU2182,,MU2181,昆明-西安,,XIY,D,B1641,A320,2017/7/3 11:15,2017/7/3,13:06,126,43,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6460,,CZ6459,昆明-重庆-长春,CKG,CGQ,D,B1652,A320,2017/7/3 16:10,2017/7/3,17:19,141,60,,,,,,33-计划,REG,REG,,PAX,,,0
9C8824,,9C8823,昆明-遵义-上海,ZYI,SHA,D,B1671,A320,2017/7/3 16:35,2017/7/3,17:33,,,,,,,,33-计划,REG,REG,,PAX,,,0
ZH9774,,ZH9773,昆明-南昌,,KHN,D,B1683,A322,2017/7/3 13:30,2017/7/3,15:25,136,50,,,,,,33-计划,REG,REG,,PAX,,,0
QW9856,,QW9855,昆明-屯溪-青岛,TXN,TAO,D,B1693,A320,2017/7/3 6:55,2017/7/3,9:07,140,58,,,,,,33-计划,REG,REG,,PAX,,,0
MU733,,MU5862,昆明-香港,,HKG,R,B1702,B738,2017/7/3 13:40,2017/7/3,16:49,110,69,,,,,,33-计划,REG,REG,,PAX,,,0
MU5861,,MU748,昆明-重庆,,CKG,D,B1702,B738,2017/7/3 8:05,2017/7/3,9:23,520,30,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5763,,MU5758,昆明-深圳,,SZX,D,B1703,B738,2017/7/3 22:00,2017/7/3,23:44,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5757,,MU2590,昆明-深圳,,SZX,D,B1703,B738,2017/7/3 14:00,2017/7/3,15:47,112,65,,,,,,33-计划,REG,REG,,PAX,,,0
MU2589,,MU2574,昆明-万象,,VTE,I,B1703,B738,2017/7/3 8:05,2017/7/3,9:25,512,66,,G,,,,33-计划,REG,REG,,PAX,,,0
MU5299,,MU5292,昆明-太原-北京,TYN,PEK,D,B1723,B738,2017/7/3 16:15,2017/7/3,18:38,,,,,,,,33-计划,REG,REG,,PAX,,,0
HU7212,Y,HU7211,昆明-北京,,PEK,D,B1725,B738,2017/7/3 12:55,2017/7/3,15:46,161,7,,,,,,33-计划,REG,REG,,PAX,,,0
HU7164,,HU7163,昆明-深圳,,SZX,D,B1729,B738,2017/7/3 11:25,2017/7/3,13:06,162,8,,,,,,33-计划,REG,REG,,PAX,,,0
SC8886,,SC8886,昆明-乌鲁,,URC,D,B1745,B738,2017/7/3 7:25,2017/7/3,11:25,107,22,,C,,,,33-计划,REG,REG,,PAX,,,0
MU5230,,MU5145,昆明-温州,,WNZ,D,B1775,B738,2017/7/3 22:25,2017/7/3,0:51,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2567,,MU2567,昆明-曼德勒,,MDL,I,B1788,B738,2017/7/3 10:30,2017/7/3,11:46,104,78,,,,,,33-计划,REG,REG,,PAX,,,0
MU713,,MU2030,昆明-科伦坡-马累,CMB,MLE,I,B1788,B738,2017/7/3 15:50,2017/7/3,20:50,104,78,,,,,,33-计划,REG,REG,,PAX,,,0
MU5809,,MU2570,昆明-上海,,SHA,D,B1789,B738,2017/7/3 15:00,2017/7/3,17:46,108,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2595,,MU5750,昆明-清迈,,CNX,I,B1789,B738,2017/7/3 6:30,2017/7/3,7:57,102,74,,G,,,,33-计划,REG,REG,,PAX,,,0
MU2574,,MU2574,昆明-北京,,PEK,D,B1790,B738,2017/7/3 20:30,2017/7/3,23:29,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2573,,MU2573,昆明-万象,,VTE,I,B1790,B738,2017/7/3 14:30,2017/7/3,15:50,107,73,,,,,,33-计划,REG,REG,,PAX,,,0
MU5811,,MU5764,昆明-上海,,SHA,D,B1791,B738,2017/7/3 12:00,2017/7/3,14:45,118,29,,,,,,33-计划,REG,REG,,PAX,,,0
MU555,,MU5812,昆明-加尔,,CCU,I,B1791,B738,2017/7/3 23:35,2017/7/3,2:10,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5747,,MU5758,昆明-天津,,TSN,D,B1792,B738,2017/7/3 9:45,2017/7/3,12:45,132,36,,F,,,,33-计划,REG,REG,,PAX,,,0
MU5718,,MU5748,昆明-北京,,PEK,D,B1792,B738,2017/7/3 20:55,2017/7/3,23:52,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9889,,8L9652,昆明-上海,,PVG,D,B1798,B738,2017/7/3 17:00,2017/7/3,19:40,525L,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8823,,3U8670,昆明-南昌,,KHN,D,B1819,A320,2017/7/3 20:05,2017/7/3,21:54,522R,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8847,,3U8528,昆明-郑州-哈尔滨,CGO,HRB,D,B1822,A320,2017/7/3 7:50,2017/7/3,9:59,521R,19,,,,,,33-计划,REG,REG,,PAX,,,0
8L9985,,8L9988,昆明-太原-呼和,TYN,HET,D,B1825,A320,2017/7/3 15:40,2017/7/3,18:04,522L,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6426,,CZ6425,昆明-武汉-大连,WUH,DLC,D,B1829,A320,2017/7/3 13:55,2017/7/3,15:42,144,61,,,,,,33-计划,REG,REG,,PAX,,,0
MU5711,Y,MU5655,昆明-北京,,PEK,D,B1836,A320,2017/7/3 11:50,2017/7/3,14:50,117,28,,,,,,33-计划,REG,REG,,PAX,,,0
MU5656,,MU5712,昆明-杭州,,HGH,D,B1836,A320,2017/7/3 21:15,2017/7/3,23:42,,,,,,,,33-计划,REG,REG,,PAX,,,0
9C8954,,9C8953,昆明-上海,,SHA,D,B1840,A320,2017/7/3 12:45,2017/7/3,15:27,151,47,,,,,,33-计划,REG,REG,,PAX,,,0
MU5532,,MU5465,昆明-南昌-上海,KHN,PVG,D,B1859,A320,2017/7/3 16:10,2017/7/3,18:07,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5450,,MU5463,昆明-重庆,,CKG,D,B1862,A320,2017/7/3 22:05,2017/7/3,23:19,,,,,,,,33-计划,REG,REG,,PAX,,,0
HO1096,,HO1095,昆明-毕节-上海,BFJ,SHA,D,B1871,A320,2017/7/3 18:40,2017/7/3,19:25,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8767,,3U8108,昆明-南宁-温州,NNG,WNZ,D,B1881,A320,2017/7/3 7:00,2017/7/3,7:59,311,21,,C,,,,33-计划,REG,REG,,PAX,,,0
3U8227,,3U8661,昆明-南京-长春,NKG,CGQ,D,B1886,A320,2017/7/3 11:20,2017/7/3,13:37,156,15,,,,,,33-计划,REG,REG,,PAX,,,0
MU5817,,MU5818,昆明-兴义-上海,ACX,SHA,D,B1907,B738,2017/7/3 9:35,2017/7/3,10:18,710,24,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5703,,MU5738,昆明-济宁-北京,JNG,PEK,D,B1908,B738,2017/7/3 13:20,2017/7/3,16:00,715,,,,,,,33-计划,REG,REG,,PAX,,,0
SC4874,,SC4873,昆明-济南-烟台,TNA,YNT,D,B1931,B738,2017/7/3 12:50,2017/7/3,15:26,138,54,,,,,,33-计划,REG,REG,,PAX,,,0
BK2798,,BK2716,昆明-长沙,,HHA,D,B1963,B738,2017/7/3 18:10,2017/7/3,19:47,,,,,,,,33-计划,REG,REG,,PAX,,,0
BK2715,,BK2797,昆明-南京,,NKG,D,B1963,B738,2017/7/3 10:10,2017/7/3,12:32,157,1,,,,,,33-计划,REG,REG,,PAX,,,0
FM9398,,FM9397,昆明-长沙-上海,HHA,PVG,D,B1967,B738,2017/7/3 16:10,2017/7/3,17:49,120,31,,,,,,33-计划,REG,REG,,PAX,,,0
SC4770,,SC4769,昆明-厦门,,XMN,D,B1983,B738,2017/7/3 11:20,2017/7/3,13:36,137,52,,,,,,33-计划,REG,REG,,PAX,,,0
KY8321,,KY8234,昆明-成都,,CTU,D,B1991,B738,2017/7/3 8:15,2017/7/3,9:19,326,3,,B,,,,33-计划,REG,REG,,PAX,,,0
KY8275,,KY8322,昆明-济南,,TNA,D,B1991,B738,2017/7/3 14:10,2017/7/3,16:58,141,60,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3492,,CZ3492,昆明-郑州,,CGO,D,B2169,B737,2017/7/3 15:30,2017/7/3,17:40,143,63,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3491,,CZ3491,昆明-版纳,,JHG,D,B2169,B737,2017/7/3 11:35,2017/7/3,12:20,145,59,,,,,,33-计划,REG,REG,,PAX,,,0
MU2250,,MU2249,昆明-兰州,,ZGC,D,B2209,A320,2017/7/3 10:35,2017/7/3,12:30,124,39,,,,,,33-计划,REG,REG,,PAX,,,0
MU2726,,MU2995,昆明-南京,,NKG,D,B2220,A320,2017/7/3 8:30,2017/7/3,10:48,115,18,,F,,,,33-计划,REG,REG,,PAX,,,0
MU5646,,MU5646,昆明-杭州,,HGH,D,B2229,A320,2017/7/3 23:00,2017/7/3,1:26,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5645,,MU5645,昆明-版纳,,JHG,D,B2229,A320,2017/7/3 18:45,2017/7/3,19:32,,,,,,,,33-计划,REG,REG,,PAX,,,0
UW9933,,UW9938,昆明-德里,,DEL,I,B2325,A306,2017/7/3 16:30,2017/7/3,,721,,,,20:00,,,31-预计,DEL,DEL,公司原因,CGO,,,0
UW9941,,UW9934,昆明-达卡,,DAC,I,B2330,A306,2017/7/3 7:00,2017/7/3,,720,,,,,,,33-计划,REG,REG,,CGO,,,0
UW9937,,UW9942,昆明-马德拉斯,,MAA,I,B2330,A306,2017/7/3 23:00,2017/7/3,,720,,,,,,,33-计划,REG,REG,,CGO,,,0
MU2434,,MU2433,昆明-宜昌-青岛,YIH,TAO,D,B2333,A319,2017/7/3 20:20,2017/7/3,21:59,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5328,,MU5327,昆明-九华山-济南,JUH,TNA,D,B2335,A320,2017/7/3 16:20,2017/7/3,18:42,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3460,,CZ3459,昆明-深圳,,SZX,D,B2365,A320,2017/7/3 11:35,2017/7/3,13:16,140,58,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3452,,CZ3452,昆明-深圳,,SZX,D,B2369,A320,2017/7/3 21:20,2017/7/3,23:01,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3451,,CZ3451,昆明-丽江,,LJG,D,B2369,A320,2017/7/3 17:20,2017/7/3,18:11,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2360,,MU2359,昆明-西宁,,XNN,D,B2372,A320,2017/7/3 10:20,2017/7/3,12:30,121,33,,,,,,33-计划,REG,REG,,PAX,,,0
MU2246,,MU2245,昆明-西宁,,XNN,D,B2372,A320,2017/7/3 23:15,2017/7/3,1:22,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2766,,,昆明-南京-长春,NKG,CGQ,D,B2410,A320,2017/7/3 7:35,2017/7/3,9:57,118,29,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5454,,MU5453,昆明-武汉-宁波,WUH,NGB,D,B2415,A320,2017/7/3 14:15,2017/7/3,16:06,118,29,,,,,,33-计划,REG,REG,,PAX,,,0
MU9713,,MU5962,昆明-宜宾-武汉,YBP,WUH,D,B2502,B737,2017/7/3 12:35,2017/7/3,13:28,134,32,,,,,,33-计划,REG,REG,,PAX,,,0
MU5961,,MU5930,昆明-临沧,,LNJ,D,B2502,B737,2017/7/3 8:10,2017/7/3,8:51,519R,19,,F,,,,33-计划,REG,REG,,PAX,,,0
MU5929,,MU5874,昆明-文山,,WNH,D,B2503,B737,2017/7/3 20:25,2017/7/3,21:00,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5873,,MU5960,昆明-宜宾-厦门,YBP,XMN,D,B2503,B737,2017/7/3 8:15,2017/7/3,9:08,509,20,,E,,,,33-计划,REG,REG,,PAX,,,0
FM9452,,FM9451,昆明-上海,,SHA,D,B2570,B763,2017/7/3 13:50,2017/7/3,16:29,115,18,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3496,,CZ3495,昆明-郑州,,CGO,D,B2622,B737,2017/7/3 17:40,2017/7/3,19:50,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5971,,MU5958,昆明-芒市,,LUM,D,B2640,B737,2017/7/3 9:25,2017/7/3,10:19,501,21,,F,,,,33-计划,REG,REG,,PAX,,,0
MU5967,,MU5757,昆明-临沧,,LNJ,D,B2640,B737,2017/7/3 14:10,2017/7/3,14:52,133,34,,,,,,33-计划,REG,REG,,PAX,,,0
MU5714,,MU5968,昆明-普洱,,SYM,D,B2640,B737,2017/7/3 18:35,2017/7/3,19:18,,,,,,,,33-计划,REG,REG,,PAX,,,0
HU7090,,HU7089,昆明-海口,,HAK,D,B2651,B738,2017/7/3 22:40,2017/7/3,0:06,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8265,,KY8236,昆明-杭州,,HGH,D,B2667,B737,2017/7/3 16:50,2017/7/3,19:16,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8235,,KY8342,昆明-杭州,,HGH,D,B2667,B737,2017/7/3 8:15,2017/7/3,10:43,139,56,,A,,,,33-计划,REG,REG,,PAX,,,0
KY8341,,KY8266,昆明-厦门-南宁,XMN,NNG,D,B2669,B737,2017/7/3 9:15,2017/7/3,11:35,147,55,,B,,,,33-计划,REG,REG,,PAX,,,0
8L9689,,8L9866,昆明-合肥,,HFE,D,B2677,B738,2017/7/3 18:55,2017/7/3,21:04,159,5,,,,,,33-计划,REG,REG,,PAX,,,0
8L9865,,8L9984,昆明-济南,,TNA,D,B2677,B738,2017/7/3 7:10,2017/7/3,9:49,160,6,,B,,,,33-计划,REG,REG,,PAX,,,0
KY8301,,KY8230,昆明-惠州,,HUZ,D,B2678,B737,2017/7/3 18:40,2017/7/3,20:29,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8229,,KY8230,昆明-腾冲,,TCZ,D,B2678,B737,2017/7/3 8:00,2017/7/3,8:55,533,53,,A,,,,33-计划,REG,REG,,PAX,,,0
KY8297,,KY8298,昆明-石家庄-长春,SJW,CGQ,D,B2679,B737,2017/7/3 9:40,2017/7/3,12:21,541,3,,A,,,,33-计划,REG,REG,,PAX,,,0
MU2144,,MU7183,昆明-太原,,TYN,D,B2682,B737,2017/7/3 18:40,2017/7/3,21:02,,,,,,,,33-计划,REG,REG,,PAX,,,0
O36943,,O36944,昆明-杭州,,HGH,D,B2817,B757,2017/7/4 1:15,2017/7/4,3:38,330,,,,,,,33-计划,REG,REG,,CGO,,,0
CF9017,,CF9018,昆明-南京,,NKG,D,B2824,B757,2017/7/4 0:05,2017/7/4,2:24,323,,,,,,,33-计划,REG,REG,,CGO,,,0
CZ6370,,CZ6370,昆明-郑州,,CGO,D,B2916,B737,2017/7/3 21:00,2017/7/3,23:07,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6369,,CZ6369,昆明-版纳,,JHG,D,B2916,B737,2017/7/3 16:50,2017/7/3,17:36,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8205,,KY8206,昆明-济南-哈尔滨,TNA,HRB,D,B5025,B737,2017/7/3 9:05,2017/7/3,11:43,542,54,,A,,,,33-计划,REG,REG,,PAX,,,0
KY8247,,KY8244,昆明-芒市,,LUM,D,B5026,B737,2017/7/3 21:55,2017/7/3,22:46,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8245,,KY8248,昆明-芒市,,LUM,D,B5026,B737,2017/7/3 13:10,2017/7/3,14:02,544,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8243,,KY8246,昆明-普洱,,SYM,D,B5026,B737,2017/7/3 18:15,2017/7/3,18:58,,,,,,,,33-计划,REG,REG,,PAX,,,0
MF8406,,MF8405,昆明-厦门,,XMN,D,B5029,B737,2017/7/3 11:50,2017/7/3,14:05,158,2,,,,,,33-计划,REG,REG,,PAX,,,0
MU5919,,MU5723,昆明-丽江,,LJG,D,B5054,B737,2017/7/3 13:15,2017/7/3,14:09,132,36,,,,,,33-计划,REG,REG,,PAX,,,0
MU5903,,MU5884,昆明-版纳,,JHG,D,B5054,B737,2017/7/3 8:50,2017/7/3,9:37,128,44,,F,,,,33-计划,REG,REG,,PAX,,,0
MU5802,,MU5719,昆明-腾冲,,TCZ,D,B5054,B737,2017/7/3 17:15,2017/7/3,18:07,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3470,,CZ3469,昆明-武汉,,WUH,D,B5068,B737,2017/7/3 17:15,2017/7/3,19:02,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ6978,,CZ6977,昆明-武汉,,WUH,D,B5070,B737,2017/7/3 21:50,2017/7/3,23:34,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5724,,MU5724,昆明-版纳,,JHG,D,B5097,B737,2017/7/3 21:35,2017/7/3,22:21,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5723,,MU5970,昆明-西安,,XIY,D,B5097,B737,2017/7/3 14:10,2017/7/3,16:01,708R,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3416,,CZ3415,昆明-广州,,CAN,D,B5113,B738,2017/7/3 15:00,2017/7/3,16:39,136,50,,,,,,33-计划,REG,REG,,PAX,,,0
HU7236,,HU7235,昆明-广州,,CAN,D,B5138,B738,2017/7/3 19:30,2017/7/3,21:09,,,,,,,,33-计划,REG,REG,,PAX,,,0
NS3270,,NS3269,昆明-石家庄,,SJW,D,B5212,B737,2017/7/3 20:25,2017/7/3,22:59,,,,,,,,33-计划,REG,REG,,PAX,,,0
CA1488,,CA1487,昆明-达县-北京,DAX,PEK,D,B5213,B737,2017/7/3 15:25,2017/7/3,16:46,144,61,,,,,,33-计划,REG,REG,,PAX,,,0
MU5943,,MU5922,昆明-大理,,DLU,D,B5225,B737,2017/7/3 7:40,2017/7/3,8:24,117,28,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5927,,MU5952,昆明-文山,,WNH,D,B5231,B737,2017/7/3 10:20,2017/7/3,10:55,510,23,,,,,,33-计划,REG,REG,,PAX,,,0
MU5815,,MU5928,昆明-六盘水-上海,LPF,SHA,D,B5231,B737,2017/7/3 14:25,2017/7/3,15:05,122,35,,,,,,33-计划,REG,REG,,PAX,,,0
MU5925,,MU5986,昆明-丽江,,LJG,D,B5242,B737,2017/7/3 7:45,2017/7/3,8:39,120,31,,F,,,,33-计划,REG,REG,,PAX,,,0
MU5985,,MU2566,昆明-保山,,BSD,D,B5243,B737,2017/7/3 9:00,2017/7/3,9:49,114,16,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5744,,MU5744,昆明-丽江,,LJG,D,B5243,B737,2017/7/3 20:55,2017/7/3,21:48,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5743,,MU5743,昆明-广州,,CAN,D,B5243,B737,2017/7/3 13:35,2017/7/3,15:18,131,38,,,,,,33-计划,REG,REG,,PAX,,,0
MU9755,,MU5902,昆明-保山,,BSD,D,B5245,B737,2017/7/3 8:30,2017/7/3,9:18,506,24,,,,,,33-计划,REG,REG,,PAX,,,0
MU5981,,MU9756,昆明-保山,,BSD,D,B5245,B737,2017/7/3 13:05,2017/7/3,13:52,124,39,,,,,,33-计划,REG,REG,,PAX,,,0
MU5760,,MU5982,昆明-大理,,DLU,D,B5245,B737,2017/7/3 17:05,2017/7/3,17:49,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9541,,8L9915,昆明-文山,,WNH,D,B5248,B737,2017/7/3 10:30,2017/7/3,11:04,160,6,,,,,,33-计划,REG,REG,,SPE,,,0
8L9916,,8L9972,昆明-版纳,,JHG,D,B5248,B737,2017/7/3 7:00,2017/7/3,7:46,167,11,,,,,,33-计划,REG,REG,,PAX,,,0
8L9906,,8L9542,昆明-版纳,,JHG,D,B5248,B737,2017/7/3 23:45,2017/7/3,0:32,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9851,,8L9520,昆明-腾冲,,TCZ,D,B5249,B737,2017/7/3 15:55,2017/7/3,16:48,160,6,,,,,,33-计划,REG,REG,,PAX,,,0
8L9519,,8L9802,昆明-芒市,,LUM,D,B5249,B737,2017/7/3 11:05,2017/7/3,11:55,167,11,,,,,,33-计划,REG,REG,,PAX,,,0
MU5891,,MU5912,昆明-普洱,,SYM,D,B5255,B737,2017/7/3 7:55,2017/7/3,8:38,315,23,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5740,,MU5892,昆明-大理,,DLU,D,B5255,B737,2017/7/3 11:50,2017/7/3,12:34,133,34,,,,,,33-计划,REG,REG,,PAX,,,0
MU2571,,MU5737,昆明-加德,,KTM,I,B5255,B737,2017/7/3 16:05,2017/7/3,18:50,110,69,,G,,,,33-计划,REG,REG,,PAX,,,0
MU5987,,MU2562,昆明-保山,,BSD,D,B5256,B737,2017/7/3 8:15,2017/7/3,9:03,504,21,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5706,,MU5988,昆明-版纳,,JHG,D,B5256,B737,2017/7/3 23:25,2017/7/3,0:11,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU7184,,MU5461,昆明-北京,,PEK,D,B5257,B737,2017/7/3 21:15,2017/7/3,0:35,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5462,,MU2143,昆明-温州,,WNZ,D,B5257,B737,2017/7/3 11:35,2017/7/3,14:06,112,65,,,,,,33-计划,REG,REG,,PAX,,,0
MU5803,,MU9756,昆明-上海,,SHA,D,B5259,B737,2017/7/3 20:20,2017/7/3,23:03,712,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9454,,FM9454,昆明-上海,,SHA,D,B5261,B737,2017/7/3 16:50,2017/7/3,19:32,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9453,,FM9453,昆明-版纳,,JHG,D,B5261,B737,2017/7/3 13:00,2017/7/3,13:48,119,30,,,,,,33-计划,REG,REG,,PAX,,,0
MU5973,,MU5747,昆明-芒市,,LUM,D,B5263,B737,2017/7/3 10:25,2017/7/3,11:17,131,38,,,,,,33-计划,REG,REG,,PAX,,,0
MU5901,,MU5972,昆明-版纳,,JHG,D,B5265,B737,2017/7/3 8:20,2017/7/3,9:08,126,43,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5877,,MU5741,昆明-杭州,,HGH,D,B5265,B737,2017/7/3 14:45,2017/7/3,15:47,123,37,,,,,,33-计划,REG,REG,,PAX,,,0
MU5748,,MU5771,昆明-版纳,,JHG,D,B5267,B737,2017/7/3 18:55,2017/7/3,19:42,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5732,,MU5816,昆明-西昌,,XIC,D,B5267,B737,2017/7/3 15:00,2017/7/3,15:45,128,44,,,,,,33-计划,REG,REG,,PAX,,,0
