FLT,VIP,LKF,REG,RFC,VI1,DES,TOF,ITY,TAR,GAT,CID,MP1,STD,ETD,ATD,ABT,FSA,RCP,SDT,EAN,POP,OPE,NAT,FLX,MFF,SST,STN
"3U8709","","3U8762","B8329","昆明-万象","","VTE","I","A320","102","74","J16-J18","","8:50","","","","33-计划","","2017/7/1","10:03","REG","REG","PAX","","","00","10:20"
"MU5094","Y","MU5094","B1612","昆明-兰州","","ZGC","D","A320","","","","","8:55","","","","33-计划","","2017/7/1","10:52","REG","REG","PAX","","","00","11:20"
"PN6393","","PN6393","B8422","昆明-版纳","","JHG","D","A320","","","","","8:55","","","","33-计划","","2017/7/1","9:42","REG","REG","PAX","","","00","10:00"
"MU5845","","MU2572","B5815","昆明-成都","","CTU","D","B737","101","","","","9:00","","","","33-计划","","2017/7/1","10:04","REG","REG","PAX","","","00","10:40"
"MU5939","","MU5846","B5820","昆明-迪庆-拉萨","DIG","LXA","D","B737","121","33","","","9:00","","","","33-计划","","2017/7/1","10:01","REG","REG","PAX","","","00","10:05"
"MU5985","","MU5804","B5270","昆明-保山","","BSD","D","B737","132","36","","","9:00","","","","33-计划","","2017/7/1","9:49","REG","REG","PAX","","","00","10:00"
"8L9643","","8L9905","B5248","昆明-芒市","","LUM","D","B737","","","","","9:05","","","","33-计划","","2017/7/1","9:55","REG","REG","PAX","","","00","10:05"
"KY8205","","KY8266","B5025","昆明-济南-哈尔滨","TNA","HRB","D","B737","152","46","","","9:05","","","","33-计划","","2017/7/1","11:43","REG","REG","PAX","","","00","12:10"
"ZH9452","","ZH9415","B5362","昆明-广州","","CAN","D","B737","539","","","","9:05","","","","33-计划","","2017/7/1","10:48","REG","REG","PAX","","","00","11:10"
"ZH9790","","","B9938","昆明-泉州","","JJN","D","A320","525R","","","","9:05","","","","33-计划","","2017/7/1","11:27","REG","REG","PAX","","","00","11:50"
"8L9885","","8L9974","B6016","昆明-徐州","","XUZ","D","B738","167","11","","","9:10","","","","33-计划","","2017/7/1","11:41","REG","REG","PAX","","","00","11:55"
"DR6507","","DR6516","B5812","昆明-芒市","","LUM","D","B737","717","","","","9:10","","","","33-计划","","2017/7/1","10:01","REG","REG","PAX","","","00","10:10"
"CZ3998","","CZ3997","B6098","昆明-北京","","PEK","D","A333","163","10","","","9:15","","","","33-计划","","2017/7/1","12:09","REG","REG","PAX","","","00","12:35"
"KY8341","","KY8206","B2667","昆明-厦门-南宁","XMN","NNG","D","B737","144","61","","","9:15","","","","33-计划","","2017/7/1","11:35","REG","REG","PAX","","","00","12:00"
"EU2721","","EU2223","B6229","昆明-柳州-厦门","LZH","XMN","D","A319","","","","","9:20","","","","33-计划","","2017/7/1","10:30","REG","REG","PAX","","","00","10:50"
"MU5971","","MU5962","B2503","昆明-芒市","","LUM","D","B737","509","","","","9:25","","","","33-计划","","2017/7/1","10:19","REG","REG","PAX","","","00","10:25"
"MU5825","","MU2264","B5756","昆明-桂林","","KWL","D","B738","118","29","","","9:25","","","","33-计划","","2017/7/1","10:55","REG","REG","PAX","","","00","10:55"
"MU5456","","MU555","B1836","昆明-宁波","","NGB","D","A320","113","64","","","9:30","","","","33-计划","","2017/7/1","12:05","REG","REG","PAX","","","00","12:35"
"MU7181","","MU5733","B5242","昆明-北京","","PEK","D","B737","124","39","","","9:30","","","","33-计划","","2017/7/1","13:00","REG","REG","PAX","","","00","13:00"
"MU5464","","MU5449","B1862","昆明-合肥-上海","HFE","PVG","D","A320","","","","","9:35","","","","33-计划","","2017/7/1","11:44","REG","REG","PAX","","","00","12:20"
"MU5817","","MU734","B5701","昆明-兴义-上海","ACX","SHA","D","B738","511","","","","9:35","","","","33-计划","","2017/7/1","10:18","REG","REG","PAX","","","00","10:20"
"MU5957","","MU5930","B2640","昆明-临沧","","LNJ","D","B737","117","28","","","9:35","","","","33-计划","","2017/7/1","10:15","REG","REG","PAX","","","00","10:30"
"A67105","","A67108","B8285","昆明-南昌","","KHN","D","A321","150","49","","","9:40","","","","33-计划","","2017/7/1","11:33","REG","REG","PAX","","","00","12:05"
"KY8297","","KY8248","B2679","昆明-石家庄-长春","SJW","CGQ","D","B737","107","","","","9:40","","","","33-计划","","2017/7/1","12:21","REG","REG","PAX","","","00","12:55"
"MU2263","","MU2598","B1702","昆明-西安-沈阳","XIY","SHE","D","B738","709","","","","9:45","","","","33-计划","","2017/7/1","11:36","REG","REG","PAX","","","00","11:55"
"MU5747","","MU5824","B7592","昆明-天津","","TSN","D","B738","128","44","","","9:45","","","","33-计划","","2017/7/1","12:45","REG","REG","PAX","","","00","12:55"
"8L9651","","8L9856","B7990","昆明-郑州","","CGO","D","B738","","","","","9:50","","","","33-计划","","2017/7/1","12:04","REG","REG","PAX","","","00","12:35"
"KY8333","","KY8334","B7089","昆明-西安-大连","XIY","DLC","D","B738","526R","","","","9:50","","","","33-计划","","2017/7/1","11:43","REG","REG","PAX","","","00","12:10"
"OQ2328","","OQ2327","B1826","昆明-重庆","","CKG","D","A320","","","","","9:50","","","","33-计划","","2017/7/1","10:56","REG","REG","PAX","","","00","11:25"
"8L9891","","8L9994","B5409","昆明-武汉-大连","WUH","DLC","D","B738","","","","","10:00","","","","33-计划","","2017/7/1","11:51","REG","REG","PAX","","","00","12:10"
"MU5759","","MU5772","B6147","昆明-深圳","","SZX","D","B738","712","","","","10:00","","","","33-计划","","2017/7/1","11:45","REG","REG","PAX","","","00","12:10"
"MU5851","","MU5715","B6142","昆明-成都","","CTU","D","B737","504","","","","10:00","","","","33-计划","","2017/7/1","11:04","REG","REG","PAX","","","00","11:35"
"ZH9713","","ZH9455","B6935","昆明-太原","","TYN","D","A320","540","","","","10:05","","","","33-计划","","2017/7/1","12:30","REG","REG","PAX","","","00","12:55"
"MU2496","","MU2495","B5501","昆明-成都","","CTU","D","B738","","","","","10:10","","","","33-计划","","2017/7/1","11:14","REG","REG","PAX","","","00","11:45"
"MU5893","","MU9714","B5802","昆明-普洱","","SYM","D","B737","506","","","","10:10","","","","33-计划","","2017/7/1","10:55","REG","REG","PAX","","","00","11:05"
"KY8273","","KY8286","B6492","昆明-武汉","","WUH","D","B738","","","","","10:20","","","","33-计划","","2017/7/1","12:13","REG","REG","PAX","","","00","12:35"
"MU2360","","MU2359","B6929","昆明-西宁","","XNN","D","A320","","","","","10:20","","","","33-计划","","2017/7/1","12:30","REG","REG","PAX","","","00","13:00"
"MU5927","","MU5986","B5819","昆明-文山","","WNH","D","B737","516","","","","10:20","","","","33-计划","","2017/7/1","10:55","REG","REG","PAX","","","00","11:05"
"8L9947","","8L9976","B6959","昆明-成都","","CTU","D","A320","103","","","","10:25","","","","33-计划","","2017/7/1","11:28","REG","REG","PAX","","","00","12:05"
"BK2845","","BK2797","B1732","昆明-合肥","","HFE","D","B738","","","","","10:25","","","","33-计划","","2017/7/1","12:33","REG","REG","PAX","","","00","13:10"
"CA8930","","CA8937","B5639","昆明-郑州-大连","CGO","DLC","D","B738","521L","","","","10:25","","","","33-计划","","2017/7/1","12:39","REG","REG","PAX","","","00","13:10"
"MU5973","","MU5747","B5255","昆明-芒市","","LUM","D","B737","","","","","10:25","","","","33-计划","","2017/7/1","11:17","REG","REG","PAX","","","00","11:25"
"CZ3481","","CZ3481","B6209","昆明-大理","","DLU","D","A319","","","","","10:30","","","","33-计划","","2017/7/1","11:11","REG","REG","PAX","","","00","11:20"
"MU2567","","MU2567","B6149","昆明-曼德勒","","MDL","I","B738","","","J01-J02","","10:30","","","","33-计划","","2017/7/1","11:46","REG","REG","PAX","","","00","12:15"
"GX8982","","GX8981","B3215","昆明-南宁","","NNG","D","E190","","","","","10:35","","","","33-计划","","2017/7/1","11:39","REG","REG","PAX","","","00","11:50"
"HU7088","","HU7087","B5466","昆明-海口","","HAK","D","B738","","","","","10:35","","","","33-计划","","2017/7/1","12:04","REG","REG","PAX","","","00","12:30"
"MU2250","","MU2249","B1609","昆明-兰州","","ZGC","D","A320","","","","","10:35","","","","33-计划","","2017/7/1","12:30","REG","REG","PAX","","","00","12:55"
"KY8337","","KY8282","B6491","昆明-临汾","","LFQ","D","B738","722b","","","","10:40","","","","33-计划","","2017/7/1","12:58","REG","REG","PAX","","","00","13:15"
"MU2756","","MU2756","B6457","昆明-南京","","NKG","D","A319","","","","","10:40","","","","33-计划","","2017/7/1","12:59","REG","REG","PAX","","","00","13:30"
"8L9623","","8L9802","B6947","昆明-杭州","","HGH","D","A320","","","","","10:45","","","","33-计划","","2017/7/1","13:13","REG","REG","PAX","","","00","13:40"
"CA415","","CA415","B2364","昆明-仰光","","RGN","I","A319","","","J14-J16","","10:45","","","","33-计划","","2017/7/1","","REG","REG","PAX","","","00","12:45"
"MU5470","","MU5469","B1613","昆明-南昌","","KHN","D","A320","","","","","10:50","","","","33-计划","","2017/7/1","12:48","REG","REG","PAX","","","00","13:15"
"QV816","","QV815","RDPL34223","昆明-万象","","VTE","I","A320","","","J11-J13","","10:50","","","","33-计划","","2017/7/1","12:03","REG","REG","PAX","","","00","12:20"
"CZ3432","","CZ3431","B8548","昆明-海口","","HAK","D","A321","","","","","10:55","","","","33-计划","","2017/7/1","12:23","REG","REG","PAX","","","00","12:45"
"MU5843","","MU5764","B1789","昆明-成都","","CTU","D","B738","","","","","11:00","","","","33-计划","","2017/7/1","12:05","REG","REG","PAX","","","00","12:35"
"ZH9412","","ZH9411","B8635","昆明-深圳","","SZX","D","A322","","","","","11:00","","","","33-计划","","2017/7/1","12:46","REG","REG","PAX","","","00","13:15"
"8L9827","","8L9850","B5823","昆明-泸沽湖","","NLH","D","B737","","","","","11:05","","","","33-计划","","2017/7/1","12:03","REG","REG","PAX","","","00","12:10"
"MU5739","","MU5990","B5243","昆明-广州","","CAN","D","B737","503","","","","11:05","","","","33-计划","","2017/7/1","12:49","REG","REG","PAX","","","00","13:10"
"MU5835","","MU758","B5259","昆明-汕头","","SWA","D","B737","501","","","","11:10","","","","33-计划","","2017/7/1","13:15","REG","REG","PAX","","","00","13:55"
"MU2182","","MU2181","B2378","昆明-西安","","XIY","D","A320","","","","","11:15","","","","33-计划","","2017/7/1","13:06","REG","REG","PAX","","","00","13:30"
"MU2494","","MU2497","B7393","昆明-武汉-温州","WUH","WNZ","D","B738","","","","","11:20","","","","33-计划","","2017/7/1","13:09","REG","REG","PAX","","","00","13:40"
"SC4770","","SC4769","B1986","昆明-厦门","","XMN","D","B738","","","","","11:20","","","","33-计划","","2017/7/1","13:36","REG","REG","PAX","","","00","14:05"
"3U8227","","3U8661","B6956","昆明-南京-长春","NKG","CGQ","D","A320","","","","","11:20","","","","33-计划","","2017/7/1","13:37","REG","REG","PAX","","","00","14:10"
"HU7164","","HU7163","B5479","昆明-深圳","","SZX","D","B738","","","","","11:25","","","","33-计划","","2017/7/1","13:06","REG","REG","PAX","","","00","13:35"
"MU5989","","MU5711","B5293","昆明-昭通-重庆","ZAT","CKG","D","B737","","","","","11:25","","","","33-计划","","2017/7/1","11:58","REG","REG","PAX","","","00","12:15"
"MU5965","","MU5922","B5245","昆明-沧源","","CWJ","D","B737","713","","","","11:25","","","","33-计划","","2017/7/1","12:13","REG","REG","PAX","","","00","12:25"
"MU2705","","MU2705","B6456","昆明-丽江","","LJG","D","A319","","","","","11:30","","","","33-计划","","2017/7/1","12:24","REG","REG","PAX","","","00","12:30"
"CZ3460","","CZ3459","B1626","昆明-深圳","","SZX","D","A321","","","","","11:35","","","","33-计划","","2017/7/1","13:16","REG","REG","PAX","","","00","13:45"
"CZ3491","","CZ3491","B2622","昆明-版纳","","JHG","D","B737","","","","","11:35","","","","33-计划","","2017/7/1","12:20","REG","REG","PAX","","","00","12:35"
"MU2206","","MU2205","B6376","昆明-银川","","INC","D","A320","","","","","11:35","","","","33-计划","","2017/7/1","13:54","REG","REG","PAX","","","00","14:20"
"MU5462","","MU2143","B2682","昆明-温州","","WNZ","D","B737","","","","","11:35","","","","33-计划","","2017/7/1","14:06","REG","REG","PAX","","","00","14:35"
"CA1404","","CA1403","B7180","昆明-北京","","PEK","D","B738","","","","","11:40","","","","33-计划","","2017/7/1","14:37","REG","REG","PAX","","","00","15:05"
"JD5791","","JD5165","B6181","昆明-芒市","","LUM","D","A319","","","","","11:45","","","","33-计划","","2017/7/1","12:35","REG","REG","PAX","","","00","12:40"
"FM9542","","FM9541","B5140","昆明-郑州","","CGO","D","B738","","","","","11:50","","","","33-计划","","2017/7/1","14:04","REG","REG","PAX","","","00","14:30"
"MF8406","","MF8405","B5280","昆明-厦门","","XMN","D","B737","","","","","11:50","","","","33-计划","","2017/7/1","14:05","REG","REG","PAX","","","00","14:45"
"MU5711","","MU5655","B6805","昆明-北京","","PEK","D","A320","","","","","11:50","","","","33-计划","","2017/7/1","14:50","REG","REG","PAX","","","00","15:15"
"MU5740","","MU5962","B5809","昆明-大理","","DLU","D","B737","","","","","11:50","","","","33-计划","","2017/7/1","12:34","REG","REG","PAX","","","00","12:45"
"CZ3410","","CZ3409","B6532","昆明-广州","","CAN","D","A332","","","","","11:55","","","","33-计划","","2017/7/1","13:35","REG","REG","PAX","","","00","14:05"
"KY8203","","KY8220","B5673","昆明-南京","","NKG","D","B738","","","","","11:55","","","","33-计划","","2017/7/1","14:15","REG","REG","PAX","","","00","14:50"
"MU5498","","MU5497","B1863","昆明-青岛","","TAO","D","A320","","","","","11:55","","","","33-计划","","2017/7/1","14:56","REG","REG","PAX","","","00","15:25"
"FM9540","","FM9539","B5145","昆明-温州","","WNZ","D","B738","","","","","12:00","","","","33-计划","","2017/7/1","14:31","REG","REG","PAX","","","00","14:55"
"MU5475","","MU5476","B8557","昆明-合肥","","HFE","D","A320","","","","","12:00","","","","33-计划","","2017/7/1","14:11","REG","REG","PAX","","","00","14:40"
"MU5811","Y","MU5852","B7599","昆明-上海","","SHA","D","B738","114","16","","","12:00","","","","33-计划","","2017/7/1","14:45","REG","REG","PAX","","","00","15:10"
"UW9941","","UW9944","B2325","昆明-达卡","","DAC","I","A306","720","","","","12:00","","","","33-计划","","2017/7/1","","REG","REG","CGO","","","00","14:10"
"CA1956","","CA1751","B6033","昆明-温州","","WNZ","D","A319","","","","","12:05","","","","33-计划","","2017/7/1","14:33","REG","REG","PAX","","","00","15:05"
"CZ3678","","CZ3677","B9930","昆明-上海","","PVG","D","A320","","","","","12:05","","","","33-计划","","2017/7/1","14:49","REG","REG","PAX","","","00","15:15"
"8L9933","","8L9556","B5268","昆明-腾冲","","TCZ","D","B737","","","","","12:10","","","","33-计划","","2017/7/1","13:03","REG","REG","PAX","","","00","13:10"
"MU5764","","MU5811","B5807","昆明-芒市","","LUM","D","B737","","","","","12:10","","","","33-计划","","2017/7/1","13:01","REG","REG","PAX","","","00","13:10"
"UO274","","UO273","BLCG","昆明-香港","","HKG","R","A320","","","","","12:10","","","","33-计划","","2017/7/1","","REG","REG","PAX","","","00","14:40"
"ZH9562","","ZH9561","B5400","昆明-南京","","NKG","D","B738","","","","","12:10","","","","33-计划","","2017/7/1","14:30","REG","REG","PAX","","","00","15:00"
"CZ3858","","CZ3857","B5718","昆明-汕头","","SWA","D","B738","","","","","12:15","","","","33-计划","","2017/7/1","14:13","REG","REG","PAX","","","00","14:50"
"MU5831","","MU5988","B5054","昆明-郑州","","CGO","D","B737","","","","","12:15","","","","33-计划","","2017/7/1","14:32","REG","REG","PAX","","","00","15:00"
"CA1752","","CA1955","B6733","昆明-杭州","","HGH","D","A320","","","","","12:20","","","","33-计划","","2017/7/1","14:46","REG","REG","PAX","","","00","15:15"
"JD5790","","JD5789","B8072","昆明-版纳","","JHG","D","A320","","","","","12:20","","","","33-计划","","2017/7/1","13:07","REG","REG","PAX","","","00","13:25"
"MF8428","","MF8427","B5306","昆明-福州","","FOC","D","B738","","","","","12:20","","","","33-计划","","2017/7/1","14:45","REG","REG","PAX","","","00","15:10"
"8L9991","","8L9598","B7991","昆明-兰州-乌鲁","ZGC","URC","D","B738","329","","","","12:25","","","","33-计划","","2017/7/1","14:20","REG","REG","PAX","","","00","14:40"
"FD583","","FD582","HSBBE","昆明-廊曼","","DMK","I","A320","","","","","12:30","","","","33-计划","","2017/7/1","","REG","REG","PAX","","","00","14:00"
"8L9637","","8L9915","B6221","昆明-苏梅岛","","USM","I","A319","","","","","12:30","","","","33-计划","","2017/7/1","14:55","REG","REG","PAX","","","00","15:20"
"MU5721","","MU9756","B5225","昆明-黔江-北京","JIQ","PEK","D","B737","","","","","12:35","","","","33-计划","","2017/7/1","14:06","REG","REG","PAX","","","00","14:35"
"9C8954","","9C8953","B6301","昆明-上海","","SHA","D","A320","","","","","12:45","","","","33-计划","","2017/7/1","15:27","REG","REG","PAX","","","00","16:00"
"PN6394","","PN6394","B8422","昆明-重庆","","CKG","D","A320","","","","","12:45","","","","33-计划","","2017/7/1","13:57","REG","REG","PAX","","","00","14:25"
"ZH9266","","ZH9265","B6938","昆明-西安","","XIY","D","A320","","","","","12:45","","","","33-计划","","2017/7/1","14:37","REG","REG","PAX","","","00","15:10"
"SC4874","","SC4873","B1931","昆明-济南-烟台","TNA","YNT","D","B738","","","","","12:50","","","","33-计划","","2017/7/1","15:26","REG","REG","PAX","","","00","16:05"
"3U8967","","3U8968","B6449","昆明-重庆-大连","CKG","DLC","D","A319","522L","","","","12:55","","","","33-计划","","2017/7/1","14:05","REG","REG","PAX","","","00","14:30"
"HO1122","","HO1121","B6640","昆明-上海","","SHA","D","A320","","","","","12:55","","","","33-计划","","2017/7/1","15:37","REG","REG","PAX","","","00","16:05"
"HU7212","","HU7211","B2492","昆明-北京","","PEK","D","B763","","","","","12:55","","","","33-计划","","2017/7/1","15:46","REG","REG","PAX","","","00","16:15"
"KY8209","","KY8252","B7870","昆明-版纳","","JHG","D","B737","","","","","12:55","","","","33-计划","","2017/7/1","13:44","REG","REG","PAX","","","00","14:05"
"FM9453","","FM9453","B5261","昆明-版纳","","JHG","D","B737","","","","","13:00","","","","33-计划","","2017/7/1","13:48","REG","REG","PAX","","","00","14:00"
"MU2035","","MU2035","B6249","昆明-达卡","","DAC","I","B738","","","J04-J06","","13:00","","","","33-计划","","2017/7/1","14:35","REG","REG","PAX","","","00","15:35"
"MU5981","","MU5902","B5256","昆明-保山","","BSD","D","B737","703","","","","13:00","","","","33-计划","","2017/7/1","13:47","REG","REG","PAX","","","00","13:55"
"MU741","","MU5740","B1907","昆明-曼谷","","BKK","I","B738","","","J01-J03","","13:00","","","","33-计划","","2017/7/1","15:08","REG","REG","PAX","","","00","15:35"
"3U8530","","3U8529","B6697","昆明-杭州","","HGH","D","A320","","","","","13:05","","","","33-计划","","2017/7/1","15:29","REG","REG","PAX","","","00","15:55"
"MU5741","","MU2569","B7590","昆明-广州","","CAN","D","B738","","","","","13:05","","","","33-计划","","2017/7/1","14:47","REG","REG","PAX","","","00","15:10"
"DR6501","","DR6508","B5812","昆明-芒市","","LUM","D","B737","","","","","13:10","","","","33-计划","","2017/7/1","14:01","REG","REG","PAX","","","00","14:05"
"MU5749","","MU5717","B1791","昆明-长沙-盐城","HHA","YNZ","D","B738","","","","","13:15","","","","33-计划","","2017/7/1","14:53","REG","REG","PAX","","","00","15:15"
"MU5919","","MU5972","B5263","昆明-丽江","","LJG","D","B737","718","","","","13:15","","","","33-计划","","2017/7/1","14:09","REG","REG","PAX","","","00","14:20"
"MU2581","","MU5708","B6145","昆明-岘港","","DAD","I","B738","513","","H11-H13","","13:20","","","","33-计划","","2017/7/1","15:12","REG","REG","PAX","","","00","15:25"
"TV6008","","TV6007","B8419","昆明-丽江-兰州","LJG","ZGC","D","A320","","","","","13:20","","","","33-计划","","2017/7/1","14:14","REG","REG","PAX","","","00","14:20"
"CA4414","","CA4413","B6941","昆明-成都","","CTU","D","A320","","","","","13:25","","","","33-计划","","2017/7/1","14:30","REG","REG","PAX","","","00","14:55"
"GS7856","","GS7855","B8659","昆明-天津","","TSN","D","A330","","","","","13:25","","","","33-计划","","2017/7/1","16:17","REG","REG","PAX","","","00","16:40"
"DR6515","","DR6510","B5811","昆明-襄阳-天津","XFN","TSN","D","B737","","","","","13:30","","","","33-计划","","2017/7/1","15:23","REG","REG","PAX","","","00","15:30"
"ZH9774","","ZH9773","B6312","昆明-南昌","","KHN","D","A320","","","","","13:30","","","","33-计划","","2017/7/1","15:25","REG","REG","PAX","","","00","15:55"
"MU5743","","MU5743","B5270","昆明-广州","","CAN","D","B737","","","","","13:35","","","","33-计划","","2017/7/1","15:18","REG","REG","PAX","","","00","15:50"
"8L9871","","8L9988","B8446","昆明-宜昌-宁波","YIH","NGB","D","A320","","","","","13:40","","","","33-计划","","2017/7/1","15:23","REG","REG","PAX","","","00","15:50"
"MU733","","MU2032","B5647","昆明-香港","","HKG","R","B738","508","","J07-J08","","13:40","","","","33-计划","","2017/7/1","16:49","REG","REG","PAX","","","00","16:05"
"SC4696","","SC4695","B7885","昆明-南京-青岛","NKG","TAO","D","B738","","","","","13:40","","","","33-计划","","2017/7/1","16:00","REG","REG","PAX","","","00","16:30"
"ZH9794","","ZH9793","B9939","昆明-泉州","","JJN","D","A320","","","","","13:40","","","","33-计划","","2017/7/1","16:04","REG","REG","PAX","","","00","16:30"
"CZ3902","","CZ3901","B6111","昆明-北京","","PEK","D","A333","","","","","13:45","","","","33-计划","","2017/7/1","16:39","REG","REG","PAX","","","00","17:15"
"MU5717","","MU5894","B5802","昆明-腾冲","","TCZ","D","B737","","","","","13:45","","","","33-计划","","2017/7/1","14:38","REG","REG","PAX","","","00","14:55"
"FM9452","","FM9451","B2570","昆明-上海","","SHA","D","B763","","","","","13:50","","","","33-计划","","2017/7/1","16:29","REG","REG","PAX","","","00","17:10"
"CZ6426","","CZ6425","B1828","昆明-武汉-大连","WUH","DLC","D","A320","","","","","13:55","","","","33-计划","","2017/7/1","15:42","REG","REG","PAX","","","00","16:10"
"KY8233","","KY8308","B1991","昆明-太原","","TYN","D","B738","","","","","13:55","","","","33-计划","","2017/7/1","16:23","REG","REG","PAX","","","00","17:00"
"MU2031","","MU5862","B5683","昆明-仰光","","RGN","I","B738","","","J09-J10","","13:55","","","","33-计划","","2017/7/1","16:25","REG","REG","PAX","","","00","16:25"
"MU5757","","MU2590","B6146","昆明-深圳","","SZX","D","B738","","","","","14:00","","","","33-计划","","2017/7/1","15:47","REG","REG","PAX","","","00","16:10"
"MU9751","","MU5842","B5515","昆明-北京","","PEK","D","B738","","","","","14:00","","","","33-计划","","2017/7/1","16:58","REG","REG","PAX","","","00","17:25"
"3U8107","","3U8824","B6778","昆明-常州-青岛","CZX","TAO","D","A320","522R","","","","14:05","","","","33-计划","","2017/7/1","16:26","REG","REG","PAX","","","00","17:10"
"MU2561","","MU9742","B5276","昆明-琅勃","","LPQ","I","B737","","","H14-H15","","14:05","","","","33-计划","","2017/7/1","15:18","REG","REG","PAX","","","00","15:30"
"CZ3482","","CZ3482","B6209","昆明-广州","","CAN","D","A319","","","","","14:10","","","","33-计划","","2017/7/1","15:51","REG","REG","PAX","","","00","16:15"
"MU5723","","MU5723","B5267","昆明-西安","","XIY","D","B737","","","","","14:10","","","","33-计划","","2017/7/1","16:01","REG","REG","PAX","","","00","16:25"
"MU5967","","MU5757","B2503","昆明-临沧","","LNJ","D","B737","","","","","14:10","","","","33-计划","","2017/7/1","14:52","REG","REG","PAX","","","00","15:05"
"KY8361","","KY8322","B1507","昆明-合艾","","HDY","I","B738","","","","","14:10","","","","33-计划","","2017/7/1","17:03","REG","REG","PAX","","","00","17:40"
"MU2587","","MU2587","B6148","昆明-奈比多","","NYT","I","B738","","","H13-H13","","14:10","","","","33-计划","","2017/7/1","15:44","REG","REG","PAX","","","00","16:10"
"3U8837","","3U8838","B8656","昆明-万州-北京","WXN","PEK","D","A320","","","","","14:15","","","","33-计划","","2017/7/1","15:42","REG","REG","PAX","","","00","15:45"
"MU5454","","MU5453","B1860","昆明-武汉-宁波","WUH","NGB","D","A320","","","","","14:15","","","","33-计划","","2017/7/1","16:06","REG","REG","PAX","","","00","16:35"
"8L9747","","8L9958","B6800","昆明-宿务市","","CEB","I","B738","","","","","14:15","","","","33-计划","","2017/7/1","18:14","REG","REG","PAX","","","00","18:15"
"8L9869","","8L9862","B6015","昆明-武汉-青岛","WUH","TAO","D","B738","","","","","14:20","","","","33-计划","","2017/7/1","16:10","REG","REG","PAX","","","00","16:30"
"BK2743","","BK2897","B5562","昆明-版纳","","JHG","D","B738","","","","","14:25","","","","33-计划","","2017/7/1","15:14","REG","REG","PAX","","","00","15:30"
"MU2976","","MU2975","B8498","昆明-重庆-无锡","CKG","WUX","D","A320","","","","","14:25","","","","33-计划","","2017/7/1","15:40","REG","REG","PAX","","","00","16:05"
"MU5881","","MU5928","B5819","昆明-铜仁-上海","TEN","SHA","D","B737","","","","","14:25","","","","33-计划","","2017/7/1","15:37","REG","REG","PAX","","","00","15:50"
"MU757","","MU5974","B5255","昆明-加德","","KTM","I","B737","","","H16-H17","","14:25","","","","33-计划","","2017/7/1","17:10","REG","REG","PAX","","","00","17:50"
"MU5725","","MU9738","B7170","昆明-乌鲁","","URC","D","B738","","","","","14:25","","","","33-计划","","2017/7/1","18:31","REG","REG","PAX","","","00","18:20"
"JD5158","","JD5157","B8679","昆明-杭州","","HGH","D","A330","","","","","14:30","","","","33-计划","","2017/7/1","16:54","REG","REG","PAX","","","00","17:20"
"MU2569","","MU2570","B1703","昆明-清迈","","CNX","I","B738","","","H18-H19","","14:30","","","","33-计划","","2017/7/1","16:25","REG","REG","PAX","","","00","16:25"
"3U8215","","3U8918","B6843","昆明-郑州","","CGO","D","A320","","","","","14:40","","","","33-计划","","2017/7/1","16:49","REG","REG","PAX","","","00","17:25"
"KY8281","","KY8254","B6493","昆明-上海","","PVG","D","B738","","","","","14:40","","","","33-计划","","2017/7/1","17:29","REG","REG","PAX","","","00","17:50"
"MU2029","","MU5826","B5756","昆明-曼德勒","","MDL","I","B738","","","H20-H20","","14:45","","","","33-计划","","2017/7/1","16:03","REG","REG","PAX","","","00","16:30"
"TV9819","","TV9893","B6443","昆明-芒市","","LUM","D","A319","","","","","14:45","","","","33-计划","","2017/7/1","15:35","REG","REG","PAX","","","00","15:45"
"9C8938","","9C8937","B6852","昆明-石家庄","","SJW","D","A320","","","","","14:50","","","","33-计划","","2017/7/1","17:26","REG","REG","PAX","","","00","18:00"
"MU5732","","MU5882","B5097","昆明-西昌","","XIC","D","B737","","","","","14:50","","","","33-计划","","2017/7/1","15:35","REG","REG","PAX","","","00","15:55"
"8L9711","","8L9894","B1588","昆明-桂林-汕头","KWL","SWA","D","B738","","","","","14:50","","","","33-计划","","2017/7/1","16:05","REG","REG","PAX","","","00","16:30"
"CZ3248","","CZ3247","B5469","昆明-桂林","","KWL","D","B738","","","","","15:00","","","","33-计划","","2017/7/1","16:12","REG","REG","PAX","","","00","16:30"
"CZ3416","","CZ3415","B5041","昆明-广州","","CAN","D","B738","","","","","15:00","","","","33-计划","","2017/7/1","16:39","REG","REG","PAX","","","00","17:15"
"KY8245","","KY8298","B5026","昆明-芒市","","LUM","D","B737","525L","","","","15:00","","","","33-计划","","2017/7/1","15:52","REG","REG","PAX","","","00","16:00"
"MU5809","","MU5732","B7589","昆明-上海","","SHA","D","B738","","","","","15:00","","","","33-计划","","2017/7/1","17:46","REG","REG","PAX","","","00","18:10"
"MU2575","","MU5726","B5822","昆明-河内","","HAN","I","B737","514","","J02-J03","","15:05","","","","33-计划","","2017/7/1","16:15","REG","REG","PAX","","","00","16:35"
"3U8761","","3U8948","B1665","昆明-无锡","","WUX","D","A320","","","","","15:10","","","","33-计划","","2017/7/1","17:39","REG","REG","PAX","","","00","18:15"
"8L9904","","8L9828","B5823","昆明-版纳","","JHG","D","B737","","","","","15:10","","","","33-计划","","2017/7/1","15:56","REG","REG","PAX","","","00","16:10"
