FLT,RFC,REG,VIP,LKF,VI1,ITY,TAR,TOF,FSA,OPE,POP,RCP,NAT,SDT,FLX,MFF,SST,HDL,STA,ORG,ETA,TDT,ATA,ABP,CAR,STP
3U8661,成都-昆明,B6843,,3U8259,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 9:00,CTU,,,,,15,2017/6/29 7:20
3U8667,成都-昆明,B6325,,,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 23:05,CTU,,,,,12,2017/6/29 21:25
3U8670,石家庄-成都-昆明,B6953,,3U8823,CTU,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:45,SJW,,,,,10,2017/6/29 17:10
3U8686,哈尔滨-长沙-昆明,B6810,,3U8685,HHA,A321,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 14:45,HRB,,,,,12,2017/6/29 12:35
3U8710,万象-昆明,B6325,,3U8668,,A320,,I,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 13:20,VTE,,,,,,2017/6/29 11:30
3U8762,无锡-昆明,B8500,,,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 22:35,WUX,,,,,13,2017/6/29 19:25
3U8768,温州-南宁-昆明,B1822,,,NNG,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:05,WNZ,,,,,10,2017/6/29 14:40
3U8808,沈阳-徐州-昆明,B6697,,3U8662,XUZ,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 20:00,SHE,,,,,12,2017/6/29 17:05
3U8818,拉萨-丽江-昆明,B6045,,3U8619,LJG,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 15:35,LXA,,,,,15,2017/6/29 14:40
3U8824,南昌-昆明,B6953,,,,A320,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 1:20,KHN,,,,,13,2017/6/29 23:00
3U8838,北京-万州-昆明,B1820,,3U8837,WXN,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 13:15,PEK,,,,,15,2017/6/29 11:40
3U8866,宁波-昆明,B6732,,3U8243,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 14:15,NGB,,,,,11,2017/6/29 11:10
3U8918,厦门-昆明,B8329,,3U8215,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 12:50,XMN,,,,,14,2017/6/29 10:05
3U8948,济南-昆明,B8500,,3U8761,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 13:55,TNA,,,,,15,2017/6/29 10:50
3U8968,大连-重庆-昆明,B6449,,,CKG,A319,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 1:30,DLC,,,,,13,2017/6/29 23:55
8L9542,凯里-昆明,B7989,,,,B738,,D,33-计划,REG,REG,,SPE,2017/6/29,,,0,YAG,2017/6/29 23:45,KJH,,,,,,2017/6/29 22:30
8L9546,大同-太原-昆明,B2677,,8L9689,TYN,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:30,DAT,,,,,11,2017/6/29 13:35
8L9556,海口-昆明,B6016,,8L9651,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 8:50,HAK,,,,,10,2017/6/29 7:00
8L9558,哈尔滨-锦州-昆明,B1586,,,JNZ,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 20:55,HRB,,,,,13,2017/6/29 16:45
8L9588,雅加达-南宁-昆明,B7167,,8L9583,NNG,B738,,M,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 22:55,CGK,,,,,3,2017/6/29 21:40
8L9598,曼谷-昆明,B7992,,8L9869,,B738,,I,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 6:30,BKK,,,,,4,2017/6/29 4:25
8L9624,杭州-昆明,B5732,,8L9555,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:55,HGH,,,,,15,2017/6/29 14:45
8L9640,甲米-昆明,B5409,,,,B738,,I,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:25,KBV,,,,,3,2017/6/29 13:30
8L9648,天津-淮安-昆明,B1825,,8L9987,HIA,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:45,TSN,,,,,11,2017/6/29 15:30
8L9652,郑州-昆明,B5449,,8L9889,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 9:45,CGO,,,,,10,2017/6/29 7:05
8L9676,富国岛-昆明,B8446,,,,A320,,I,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 0:45,PQC,,,,,3,2017/6/29 22:00
8L9686,郑州-凯里-昆明,B5810,,8L9912,KJH,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:00,CGO,,,,,12,2017/6/29 15:45
8L9690,合肥-昆明,B2677,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 1:00,HFE,,,,,14,2017/6/29 22:20
8L9748,宿务市-昆明,B8445,,,,A320,,I,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 23:30,CEB,,,,,3,2017/6/29 19:15
8L9802,丽江-昆明,B5292,,8L9916,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 8:15,LJG,,,,,12,2017/6/29 7:15
8L9804,丽江-昆明,B5249,,,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 21:55,LJG,,,,,12,2017/6/29 21:00
8L9828,泸沽湖-昆明,B5248,,8L9904,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 13:50,NLH,,,,,12,2017/6/29 12:55
8L9842,普洱-昆明,B5272,,8L9933,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 11:40,SYM,,,,,11,2017/6/29 10:35
8L9850,迪庆-昆明,B5248,,8L9827,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 10:10,DIG,,,,,13,2017/6/29 9:05
8L9856,绵阳-昆明,B1588,,8L9947,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 9:15,MIG,,,,,13,2017/6/29 7:40
8L9858,腾冲-昆明,B5823,,,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:00,TCZ,,,,,15,2017/6/29 16:50
8L9864,徐州-重庆-昆明,B5359,,8L9971,CKG,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:25,XUZ,,,,,14,2017/6/29 15:50
8L9866,济南-昆明,B6198,,8L9883,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 14:40,TNA,,,,,13,2017/6/29 11:30
8L9870,青岛-武汉-昆明,B7992,,,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 1:40,TAO,,,,,13,2017/6/29 23:25
8L9874,杭州-赣州-昆明,B8446,,8L9675,KOW,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:40,HGH,,,,,12,2017/6/29 14:25
8L9884,南京-昆明,B6198,,,,A319,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 0:40,NKG,,,,,13,2017/6/29 21:50
8L9886,徐州-昆明,B7991,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 23:30,XUZ,,,,,12,2017/6/29 20:30
8L9888,上海-宜春-昆明,B1798,,8L9955,YIC,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 19:50,SHA,,,,,14,2017/6/29 17:40
8L9890,上海-昆明,B5449,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 0:50,PVG,,,,,14,2017/6/29 21:35
8L9892,大连-武汉-昆明,B7990,,,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 22:40,DLC,,,,,13,2017/6/29 20:30
8L9894,珠海-昆明,B7989,,8L9541,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 12:10,ZUH,,,,,12,2017/6/29 10:10
8L9903,版纳-昆明,B5248,,8L9801,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 22:05,JHG,,,,,13,2017/6/29 21:05
8L9905,版纳-昆明,B5272,,8L9841,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 8:05,JHG,,,,,11,2017/6/29 7:00
8L9911,版纳-昆明,B5810,,,,B737,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 1:25,JHG,,,,,12,2017/6/30 0:25
8L9913,版纳-昆明,B5272,,8L9906,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 20:50,JHG,,,,,14,2017/6/29 19:50
8L9915,版纳-昆明,B5292,,,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 12:55,JHG,,,,,13,2017/6/29 11:55
8L9932,芒市-昆明,B1563,,8L9931,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 13:45,LUM,,,,,13,2017/6/29 12:45
8L9934,腾冲-昆明,B5272,,8L9914,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:25,TCZ,,,,,10,2017/6/29 15:20
8L9936,芒市-昆明,B6212,,8L9945,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 22:50,LUM,,,,,10,2017/6/29 21:45
8L9946,成都-昆明,B6221,,,,A319,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 1:30,CTU,,,,,10,2017/6/29 23:50
8L9948,成都-昆明,B1588,,8L9855,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 14:45,CTU,,,,,11,2017/6/29 13:10
8L9956,郑州-昆明,B6809,,8L9993,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 16:50,CGO,,,,,11,2017/6/29 14:05
8L9958,武汉-昆明,B5823,,8L9857,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 12:40,WUH,,,,,12,2017/6/29 10:20
8L9966,三亚-昆明,B6800,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 12:35,SYX,,,,,14,2017/6/29 10:30
8L9972,海口-昆明,B5359,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 23:40,HAK,,,,,11,2017/6/29 21:45
8L9974,郑州-昆明,B7993,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 1:10,CGO,,,,,12,2017/6/29 22:30
8L9980,深圳-昆明,B5971,,,,A333,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 22:30,SZX,,,,,12,2017/6/29 19:55
8L9986,呼和-太原-昆明,B6959,,,TYN,A320,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 1:35,HET,,,,,14,2017/6/29 22:45
8L9988,北京-昆明,B8445,,8L9747,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 10:00,PEK,,,,,12,2017/6/29 6:20
8L9994,西安-昆明,B5732,,8L9623,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 8:50,XIY,,,,,11,2017/6/29 6:25
8L9996,银川-昆明,B6959,,8L9985,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 14:00,INC,,,,,14,2017/6/29 11:15
9C8595,沈阳-绵阳-昆明,B8581,,9C8596,MIG,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 19:25,SHE,,,,,15,2017/6/29 17:55
9C8729,扬州泰州-昆明,B6708,,9C8730,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:55,YTY,,,,,14,2017/6/29 14:05
9C8823,上海-遵义-昆明,B1893,,9C8824,ZYI,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 15:35,SHA,,,,,10,2017/6/29 14:15
9C8827,上海-芷江-昆明,B9965,,9C8828,HJJ,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 11:15,SHA,,,,,13,2017/6/29 9:45
9C8829,上海-常德-昆明,B6820,,9C8830,CGD,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:35,SHA,,,,,13,2017/6/29 16:30
9C8937,石家庄-昆明,B6851,,9C8938,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 13:45,SJW,,,,,10,2017/6/29 10:35
A67106,南昌-昆明,B8318,,A67107,,A321,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:10,KHN,,,,,11,2017/6/29 14:45
A67108,郑州-昆明,B8318,,,,A321,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 1:35,CGO,,,,,15,2017/6/29 22:45
AK101,吉隆坡-昆明,9MAFF,,AK100,,A320,,I,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:55,KUL,,,,,3,2017/6/29 13:00
BK2744,版纳-昆明,B5573,,BK2898,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:15,JHG,,,,,10,2017/6/29 16:15
BK2797,长沙-昆明,B6026,,BK2845,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 9:10,HHA,,,,,10,2017/6/29 7:05
BK2846,合肥-昆明,B6026,,BK2798,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:55,HFE,,,,,10,2017/6/29 14:10
BK2897,天津-昆明,B5573,,BK2743,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 13:20,TSN,,,,,10,2017/6/29 9:45
CA1401,天津-昆明,B7182,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 19:15,TSN,,,,,12,2017/6/29 15:40
CA1403,北京-昆明,B7180,,CA1404,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 10:35,PEK,,,,,12,2017/6/29 7:00
CA1467,天津-昆明,B1528,,CA1468,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 17:05,TSN,,,,,13,2017/6/29 13:20
CA1487,北京-达县-昆明,B5213,,CA1488,DAX,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 14:20,PEK,,,,,10,2017/6/29 12:40
CA1751,杭州-昆明,B6032,,CA1956,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 10:30,HGH,,,,,14,2017/6/29 7:25
CA1753,杭州-昆明,B6023,,CA1754,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 18:35,HGH,,,,,15,2017/6/29 15:25
CA1937,上海-昆明,B9922,,CA1938,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 19:20,PVG,,,,,10,2017/6/29 16:00
CA1955,温州-昆明,B8493,,CA1752,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 11:10,WNZ,,,,,12,2017/6/29 8:00
CA1987,温州-昆明,B8429,,CA1988,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 20:05,WNZ,,,,,13,2017/6/29 16:50
CA415,成都-昆明,B6479,,CA415,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 9:15,CTU,,,,,12,2017/6/29 7:40
CA416,仰光-昆明,B6479,,CA416,,A319,,I,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 15:45,RGN,,,,,3,2017/6/29 13:45
CA4172,北京-昆明,B8490,,CA4173,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 15:25,PEK,,,,,12,2017/6/29 11:50
CA4174,北京-昆明,B8490,,,,A320,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 1:15,PEK,,,,,10,2017/6/29 21:40
CA4176,沈阳-昆明,B1852,,CA4460,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:30,SHE,,,,,14,2017/6/29 12:10
CA4276,哈尔滨-昆明,B6793,,CA4275,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 14:20,HRB,,,,,12,2017/6/29 9:40
CA4413,成都-昆明,B8745,,CA4414,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 12:05,CTU,,,,,15,2017/6/29 10:30
CA4417,成都-昆明,B6941,,,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 22:30,CTU,,,,,10,2017/6/29 20:45
CA4459,成都-昆明,B1853,,,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,1,YAG,2017/6/29 23:15,CTU,,,,,10,2017/6/29 21:40
CA8929,大连-郑州-昆明,B6105,,,CGO,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 22:40,DLC,,,,,14,2017/6/29 20:00
CF9018,南京-昆明,B2824,,CF9017,,B757,,D,33-计划,REG,REG,,CGO,2017/6/29,,,0,UNK,2017/6/29 8:55,NKG,,,,,,2017/6/29 6:00
CZ3247,桂林-昆明,B5643,,CZ3248,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 13:48,KWL,,,,,13,2017/6/29 12:20
CZ3407,广州-昆明,B6685,,CZ3408,,A321,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:28,CAN,,,,,13,2017/6/29 13:55
CZ3409,广州-昆明,B6662,,CZ3410,,A321,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 10:43,CAN,,,,,11,2017/6/29 8:20
CZ3415,广州-昆明,B1925,,CZ3416,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 14:08,CAN,,,,,14,2017/6/29 11:35
CZ3419,广州-昆明,B2406,,,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 23:48,CAN,,,,,13,2017/6/29 21:25
CZ3431,海口-昆明,B6627,,CZ3432,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 9:48,HAK,,,,,11,2017/6/29 8:05
CZ3459,深圳-昆明,B2393,,CZ3460,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 10:23,SZX,,,,,11,2017/6/29 8:00
CZ3467,长沙-昆明,B6946,,CZ3468,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 20:23,HHA,,,,,13,2017/6/29 18:25
CZ3469,武汉-昆明,B5068,,CZ3470,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:08,WUH,,,,,13,2017/6/29 13:50
CZ3481,广州-昆明,B6021,,CZ3481,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 9:18,CAN,,,,,15,2017/6/29 7:00
CZ3482,大理-昆明,B6021,,CZ3482,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 12:58,DLU,,,,,14,2017/6/29 12:10
CZ3487,广州-昆明,B6242,,CZ3487,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 15:08,CAN,,,,,11,2017/6/29 12:35
CZ3488,丽江-昆明,B6242,,CZ3488,,A319,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 19:08,LJG,,,,,11,2017/6/29 18:05
CZ3489,广州-昆明,B1781,,CZ3490,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 20:58,CAN,,,,,12,2017/6/29 18:30
CZ3495,郑州-昆明,B2916,,CZ3496,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:33,CGO,,,,,10,2017/6/29 13:55
CZ3542,杭州-武汉-昆明,B2695,,,WUH,B738,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 0:08,HGH,,,,,11,2017/6/29 21:55
CZ3677,上海-昆明,B6702,,CZ3678,,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 10:53,PVG,,,,,11,2017/6/29 7:40
CZ3747,珠海-昆明,B5166,,CZ3748,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 20:28,ZUH,,,,,11,2017/6/29 18:40
CZ3857,汕头-昆明,B5718,,CZ3858,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 10:58,SWA,,,,,14,2017/6/29 8:40
CZ3863,汕头-南宁-昆明,B5718,,CZ3864,NNG,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 19:53,SWA,,,,,15,2017/6/29 18:35
CZ3901,北京-昆明,B6111,Y,CZ3902,,A333,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 12:23,PEK,,,,,10,2017/6/29 9:05
CZ3997,北京-昆明,B6111,,,,A333,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 23:03,PEK,,,,,13,2017/6/29 19:30
CZ6159,北京-昆明,B6398,,CZ6160,,A321,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:13,PEK,,,,,11,2017/6/29 14:50
CZ6293,大连-太原-昆明,B6896,,CZ6294,TYN,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:38,DLC,,,,,15,2017/6/29 13:50
CZ6369,郑州-昆明,B2620,,CZ6369,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 15:43,CGO,,,,,10,2017/6/29 13:00
CZ6370,版纳-昆明,B2620,,CZ6370,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 19:53,JHG,,,,,11,2017/6/29 18:55
CZ6415,沈阳-西安-昆明,B6785,,CZ6416,XIY,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 18:58,SHE,,,,,13,2017/6/29 16:50
CZ6425,大连-武汉-昆明,B9912,,CZ6426,WUH,A320,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 12:43,DLC,,,,,11,2017/6/29 10:40
CZ6459,长春-重庆-昆明,B9960,,CZ6460,CKG,A321,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 14:48,CGQ,,,,,14,2017/6/29 13:20
CZ6597,三亚-昆明,B8425,,CZ6598,,A321,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 19:58,SYX,,,,,14,2017/6/29 17:50
CZ6601,郑州-昆明,B5232,,CZ6602,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 20:58,CGO,,,,,10,2017/6/29 18:20
CZ6923,深圳-昆明,B1626,,CZ6924,,A321,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 21:03,SZX,,,,,13,2017/6/29 18:40
CZ6949,乌鲁-重庆-昆明,B1950,,CZ6950,CKG,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 16:38,URC,,,,,14,2017/6/29 15:05
CZ6977,武汉-昆明,B5070,,CZ6978,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 20:43,WUH,,,,,12,2017/6/29 18:25
CZ8509,长春-青岛-昆明,B6945,,,TAO,A322,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 23:13,CGQ,,,,,11,2017/6/29 19:45
DR5316,天津-长治-昆明,B5830,,DR6505,CIH,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:35,TSN,,,,,,2017/6/29 14:40
DR6502,芒市-昆明,B5812,,DR6503,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 15:55,LUM,,,,,11,2017/6/29 14:55
DR6504,芒市-昆明,B5812,,DR6579,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 19:40,LUM,,,,,10,2017/6/29 18:40
DR6506,芒市-昆明,B5830,,DR6511,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 21:40,LUM,,,,,10,2017/6/29 20:25
DR6508,芒市-昆明,B5812,,DR6501,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 11:55,LUM,,,,,10,2017/6/29 10:50
DR6510,版纳-昆明,B5829,,DR6515,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 11:40,JHG,,,,,10,2017/6/29 10:35
DR6512,版纳-昆明,B5830,,,,B737,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 1:35,JHG,,,,,11,2017/6/30 0:30
DR6516,天津-襄阳-昆明,B5829,,,XFN,B737,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 0:20,TSN,,,,,,2017/6/29 22:30
DR6522,成都-昆明,B1595,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 0:30,CTU,,,,,11,2017/6/29 22:50
DR6524,丽江-昆明,B6109,,,,B737,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 23:50,LJG,,,,,10,2017/6/29 22:55
DR6530,呼和-太原-昆明,B7866,,DR6537,TYN,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 17:50,HET,,,,,10,2017/6/29 14:55
DR6534,武汉-昆明,B7865,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/29,,,0,YAG,2017/6/29 23:55,WUH,,,,,11,2017/6/29 21:45
DR6538,兰州-昆明,B7866,,,,B738,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 0:20,ZGC,,,,,10,2017/6/29 22:05
DR6558,沈阳-呼和-昆明,B1960,,,HET,B738,,D,33-计划,REG,REG,,PAX,2017/6/30,,,0,YAG,2017/6/30 1:10,SHE,,,,,11,2017/6/29 22:00
