FLT,VIP,LKF,REG,RFC,VI1,TOF,ITY,TAR,STA,ETA,FSA,SDT,OPE,POP,RCP,NAT,FLX,MFF,SST,HDL,ORG,TDT,ATA,ABP,CAR
DR6570,,DR6559,B1593,北海-昆明,,D,B738,,2017/7/12 11:20,,33-计划,,REG,REG,,PAX,,,0,YAG,BHY,,,,
DR6522,,,B1595,成都-昆明,,D,B738,,2017/7/13 0:30,,33-计划,,REG,REG,,PAX,,,0,YAG,CTU,,,,
DR6538,,,B1597,兰州-昆明,,D,B738,,2017/7/13 0:20,,33-计划,,REG,REG,,PAX,,,0,YAG,ZGC,,,,
DR6530,,DR6537,B1597,呼和-太原-昆明,TYN,D,B738,,2017/7/12 17:50,,33-计划,,REG,REG,,PAX,,,0,YAG,HET,,,,
ZH9533,,ZH9534,B1602,无锡-昆明,,D,A322,,2017/7/12 14:05,,33-计划,,REG,REG,,PAX,,,0,YAG,WUX,,,,
JD5155,,JD5156,B1603,丽江-昆明,,D,A320,,2017/7/12 15:05,,33-计划,,REG,REG,,PAX,,,0,YAG,LJG,,,,
MU5469,,MU5470,B1611,南昌-昆明,,D,A320,,2017/7/12 9:50,,33-计划,,REG,REG,,PAX,,,0,CES,KHN,,,,
MU2249,,MU2250,B1612,兰州-昆明,,D,A320,,2017/7/12 9:30,,33-计划,,REG,REG,,PAX,,,0,CES,ZGC,,,,
JD5789,,JD5790,B1623,版纳-昆明,,D,A320,,2017/7/12 11:20,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
MU2985,,MU2986,B1655,无锡-重庆-昆明,CKG,D,A320,,2017/7/12 18:55,,33-计划,,REG,REG,,PAX,,,0,CES,WUX,,,,
JD5157,,JD5158,B1691,杭州-昆明,,D,A320,,2017/7/12 13:15,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
QW9855,,,B1695,青岛-屯溪-昆明,TXN,D,A320,,2017/7/13 0:10,,33-计划,,REG,REG,,PAX,,,0,YAG,TAO,,,,
MU2567,,MU2567,B1702,广州-昆明,,D,B738,,2017/7/12 9:05,,33-计划,,REG,REG,,PAX,,,0,CES,CAN,,,,
MU2030,,MU713,B1702,曼德勒-昆明,,I,B738,,2017/7/12 14:50,,33-计划,,REG,REG,,PAX,,,0,CES,MDL,,,,
MU5852,,MU5759,B1703,成都-昆明,,D,B738,,2017/7/12 8:55,,33-计划,,REG,REG,,PAX,,,0,CES,CTU,,,,
MU5760,,MU5719,B1703,深圳-昆明,,D,B738,,2017/7/12 16:00,,33-计划,,REG,REG,,PAX,,,0,CES,SZX,,,,
FM9397,,FM9398,B1720,上海-长沙-昆明,HHA,D,B738,,2017/7/12 15:05,,33-计划,,REG,REG,,PAX,,,0,CES,PVG,,,,
MU5229,,MU5146,B1722,温州-昆明,,D,B738,,2017/7/12 20:20,,33-计划,,REG,REG,,PAX,,,0,CES,WNZ,,,,
MU5292,,MU5299,B1723,北京-太原-昆明,TYN,D,B738,,2017/7/12 15:15,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
BK2797,,BK2715,B1732,长沙-昆明,,D,B738,,2017/7/12 9:10,,33-计划,,REG,REG,,PAX,,,0,YAG,HHA,,,,
BK2716,,BK2798,B1732,南京-昆明,,D,B738,,2017/7/12 16:50,,33-计划,,REG,REG,,PAX,,,0,YAG,NKG,,,,
FM9429,,FM9430,B1740,上海-衡阳-昆明,HNY,D,B738,,2017/7/12 16:20,,33-计划,,REG,REG,,PAX,,,0,CES,PVG,,,,
SC8828,,SC8828,B1745,德里-昆明,,I,B738,,2017/7/12 23:05,,33-计划,,REG,REG,,PAX,,,0,YAG,DEL,,,,
SC8827,,SC8827,B1745,济南-昆明,,D,B738,,2017/7/12 9:45,,33-计划,,REG,REG,,PAX,,,0,YAG,TNA,,,,
KN5211,,KN2382,B1750,南苑-汉中-昆明,HZG,D,B738,,2017/7/12 19:55,,33-计划,,REG,REG,,PAX,,,0,CES,NAY,,,,
DZ6311,,DZ6313,B1770,珠海-昆明,,D,B738,,2017/7/12 8:50,,33-计划,,REG,REG,,PAX,,,0,YAG,ZUH,,,,
MU5862,,MU2597,B1788,重庆-昆明,,D,B738,,2017/7/12 12:30,,33-计划,,REG,REG,,PAX,,,0,CES,CKG,,,,
MU2598,,MU555,B1788,清莱-昆明,,I,B738,,2017/7/12 18:50,,33-计划,,REG,REG,,PAX,,,0,CES,CEI,,,,
MU2036,,MU2036,B1789,达卡-昆明,,I,B738,,2017/7/12 18:50,,33-计划,,REG,REG,,PAX,,,0,CES,DAC,,,,
MU2012,,MU5763,B1791,仰光-南宁-昆明,NNG,M,B738,,2017/7/12 20:05,,33-计划,,REG,REG,,PAX,,,0,CES,RGN,,,,
MU5812,,MU5718,B1792,上海-昆明,,D,B738,,2017/7/12 19:50,,33-计划,,REG,REG,,PAX,,,1,CES,SHA,,,,
8L9976,,,B1798,广州-昆明,,D,B738,,2017/7/13 0:55,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
8L9960,,8L9975,B1798,宁波-安庆-昆明,AQG,D,B738,,2017/7/12 17:45,,33-计划,,REG,REG,,PAX,,,1,YAG,NGB,,,,
MU2359,,MU2360,B1815,西宁-昆明,,D,A320,,2017/7/12 9:20,,33-计划,,REG,REG,,PAX,,,0,CES,XNN,,,,
3U8108,,,B1820,青岛-常州-昆明,CZX,D,A320,,2017/7/13 1:30,,33-计划,,REG,REG,,PAX,,,0,YAG,TAO,,,,
3U8902,,3U8107,B1820,珠海-昆明,,D,A320,,2017/7/12 12:05,,33-计划,,REG,REG,,PAX,,,0,YAG,ZUH,,,,
3U8762,,,B1822,无锡-昆明,,D,A320,,2017/7/12 22:35,,33-计划,,REG,REG,,PAX,,,0,YAG,WUX,,,,
OQ2357,,OQ2358,B1827,重庆-昆明,,D,A320,,2017/7/12 20:53,,33-计划,,REG,REG,,PAX,,,1,YAG,CKG,,,,
OQ2327,,OQ2328,B1827,重庆-昆明,,D,A320,,2017/7/12 8:43,,33-计划,,REG,REG,,PAX,,,1,YAG,CKG,,,,
HO1093,,,B1871,上海-昆明,,D,A320,,2017/7/13 0:35,,33-计划,,REG,REG,,PAX,,,0,YAG,SHA,,,,
HO1099,,HO1100,B1871,上海-昆明,,D,A320,,2017/7/12 15:30,,33-计划,,REG,REG,,PAX,,,0,YAG,SHA,,,,
3U8638,,3U8201,B1881,岘港-广州-昆明,CAN,M,A320,,2017/7/12 8:45,,33-计划,,REG,REG,,PAX,,,0,YAG,DAD,,,,
3U8202,,,B1881,上海-昆明,,D,A320,,2017/7/12 23:45,,33-计划,,REG,REG,,PAX,,,0,YAG,PVG,,,,
3U8034,,3U8967,B1886,丽江-昆明,,D,A320,,2017/7/12 9:55,,33-计划,,REG,REG,,PAX,,,0,YAG,LJG,,,,
3U8968,,,B1886,大连-重庆-昆明,CKG,D,A320,,2017/7/13 1:30,,33-计划,,REG,REG,,PAX,,,0,YAG,DLC,,,,
9C8961,,9C8962,B1895,上海-黔江-昆明,JIQ,D,A320,,2017/7/12 18:10,,33-计划,,REG,REG,,PAX,,,0,YAG,SHA,,,,
MU5842,,MU2031,B1907,成都-昆明,,D,B738,,2017/7/12 12:30,,33-计划,,REG,REG,,PAX,,,0,CES,CTU,,,,
MU2032,,,B1907,仰光-昆明,,I,B738,,2017/7/12 19:45,,33-计划,,REG,REG,,PAX,,,0,CES,RGN,,,,
MU2264,,,B1908,沈阳-西安-昆明,XIY,D,B738,,2017/7/12 23:20,,33-计划,,REG,REG,,PAX,,,0,CES,SHE,,,,
CZ3857,,CZ3858,B1920,汕头-昆明,,D,B738,,2017/7/12 10:58,,33-计划,,REG,REG,,PAX,,,0,YAG,SWA,,,,
CZ3415,,CZ3416,B1921,广州-昆明,,D,B738,,2017/7/12 14:03,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
SC4873,,SC4874,B1931,烟台-济南-昆明,TNA,D,B738,,2017/7/12 12:00,,33-计划,,REG,REG,,PAX,,,0,YAG,YNT,,,,
MU5145,,MU5230,B1933,太原-昆明,,D,B738,,2017/7/12 21:15,,33-计划,,REG,REG,,PAX,,,0,CES,TYN,,,,
DR6592,,,B1960,西安-昆明,,D,B738,,2017/7/13 0:35,,33-计划,,REG,REG,,PAX,,,0,YAG,XIY,,,,
SC4769,,SC4770,B1985,厦门-昆明,,D,B738,,2017/7/12 9:50,,33-计划,,REG,REG,,PAX,,,0,YAG,XMN,,,,
KY8322,,KY8275,B1991,成都-昆明,,D,B738,,2017/7/12 12:35,,33-计划,,REG,REG,,PAX,,,0,YAG,CTU,,,,
KY8276,,,B1991,济南-昆明,,D,B738,,2017/7/12 22:20,,33-计划,,REG,REG,,PAX,,,0,YAG,TNA,,,,
CZ3495,,CZ3496,B2169,郑州-昆明,,D,B737,,2017/7/12 16:33,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
MU5327,,MU5328,B2207,济南-九华山-昆明,JUH,D,A320,,2017/7/12 15:15,,33-计划,,REG,REG,,PAX,,,0,CES,TNA,,,,
MU5575,,MU5576,B2208,烟台-郑州-昆明,CGO,D,A320,,2017/7/12 17:25,,33-计划,,REG,REG,,PAX,,,0,CES,YNT,,,,
MU2785,,,B2221,南京-昆明,,D,A320,,2017/7/13 0:30,,33-计划,,REG,REG,,PAX,,,0,CES,NKG,,,,
UW9934,,,B2325,德里-昆明,,I,A306,,2017/7/12 17:00,,33-计划,,REG,REG,,CGO,,,0,YAG,DEL,,,,
UW9942,,UW9937,B2330,达卡-昆明,,I,A306,721,2017/7/12 5:55,,33-计划,,REG,REG,,CGO,,,0,YAG,DAC,,,,
UW9938,,,B2330,马德拉斯-昆明,,I,A306,,2017/7/12 17:00,,33-计划,,REG,REG,,CGO,,,0,YAG,MAA,,,,
MU2433,,MU2434,B2333,青岛-宜昌-昆明,YIH,D,A319,,2017/7/12 18:55,,33-计划,,REG,REG,,PAX,,,0,CES,TAO,,,,
MU5471,,MU5472,B2335,济南-重庆-昆明,CKG,D,A320,,2017/7/12 19:25,,33-计划,,REG,REG,,PAX,,,0,CES,TNA,,,,
CZ6923,,CZ6924,B2365,深圳-昆明,,D,A320,,2017/7/12 21:03,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
CZ3459,,CZ3460,B2395,深圳-昆明,,D,A320,,2017/7/12 10:23,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
CZ3449,,CZ3450,B2408,广州-昆明,,D,A320,,2017/7/12 17:33,,33-计划,,REG,REG,,PAX,,,0,YAG,CAN,,,,
MU2765,,,B2412,长春-南京-昆明,NKG,D,A320,,2017/7/12 21:35,,33-计划,,REG,REG,,PAX,,,0,CES,CGQ,,,,
HU7111,,HU7112,B2491,北京-昆明,,D,B763,,2017/7/12 19:10,,33-计划,,REG,REG,,PAX,,,1,YAG,PEK,,,,
MU5894,,MU5877,B2502,普洱-昆明,,D,B737,,2017/7/12 13:05,,33-计划,,REG,REG,,PAX,,,0,CES,SYM,,,,
MU5878,,,B2502,杭州-昆明,,D,B737,,2017/7/12 21:55,,,,REG,REG,,PAX,,,0,CES,HGH,,,,
MU5968,,MU5714,B2503,临沧-昆明,,D,B737,,2017/7/12 17:00,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5898,,,B2503,普洱-昆明,,D,B737,,2017/7/12 21:25,,33-计划,,REG,REG,,PAX,,,0,CES,SYM,,,,
MU5757,,MU5967,B2503,芒市-昆明,,D,B737,,2017/7/12 12:20,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
FM9451,,FM9452,B2567,上海-昆明,,D,B763,,2017/7/12 12:30,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
CZ3492,,CZ3492,B2622,版纳-昆明,,D,B737,,2017/7/12 14:23,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
CZ3491,,CZ3491,B2622,郑州-昆明,,D,B737,,2017/7/12 10:33,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
MU9714,,,B2639,武汉-宜宾-昆明,YBP,D,B737,,2017/7/12 21:30,,33-计划,,REG,REG,,PAX,,,0,CES,WUH,,,,
MU5962,,MU9713,B2639,临沧-昆明,,D,B737,,2017/7/12 10:40,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5930,,,B2640,文山-昆明,,D,B737,,2017/7/12 23:05,,33-计划,,REG,REG,,PAX,,,0,CES,WNH,,,,
MU5874,,MU5929,B2640,厦门-宜宾-昆明,YBP,D,B737,,2017/7/12 18:25,,33-计划,,REG,REG,,PAX,,,0,CES,XMN,,,,
KY8206,,,B2667,哈尔滨-济南-昆明,TNA,D,B737,,2017/7/12 23:10,,33-计划,,REG,REG,,PAX,,,0,YAG,HRB,,,,
KY8266,,,B2669,杭州-昆明,,D,B737,,2017/7/13 0:05,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
KY8236,,KY8265,B2669,杭州-昆明,,D,B737,,2017/7/12 15:25,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
8L9866,,,B2677,济南-昆明,,D,B738,,2017/7/12 14:40,,33-计划,,REG,REG,,PAX,,,0,YAG,TNA,,,,
KY8248,,,B2678,芒市-昆明,,D,B737,,2017/7/13 0:50,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
KY8246,,KY8243,B2678,芒市-昆明,,D,B737,,2017/7/12 15:55,,33-计划,,REG,REG,,PAX,,,0,YAG,LUM,,,,
KY8244,,KY8247,B2678,普洱-昆明,,D,B737,,2017/7/12 20:55,,33-计划,,REG,REG,,PAX,,,0,YAG,SYM,,,,
KY8302,,,B2679,惠州-昆明,,D,B737,,2017/7/12 23:50,,33-计划,,REG,REG,,PAX,,,0,YAG,HUZ,,,,
KY8230,,KY8301,B2679,腾冲-昆明,,D,B737,,2017/7/12 17:25,,33-计划,,REG,REG,,PAX,,,0,YAG,TCZ,,,,
CZ3469,,CZ3470,B2695,武汉-昆明,,D,B738,,2017/7/12 16:08,,33-计划,,REG,REG,,PAX,,,0,YAG,WUH,,,,
O36944,,O36943,B2817,杭州-昆明,,D,B757,,2017/7/12 8:40,,33-计划,,REG,REG,,CGO,,,0,YAG,HGH,,,,
CF9018,,CF9017,B2827,南京-昆明,,D,B757,,2017/7/12 8:55,,33-计划,,REG,REG,,CGO,,,0,UNK,NKG,,,,
CZ6370,,CZ6370,B2916,版纳-昆明,,D,B737,,2017/7/12 19:53,,33-计划,,REG,REG,,PAX,,,0,YAG,JHG,,,,
CZ6369,,CZ6369,B2916,郑州-昆明,,D,B737,,2017/7/12 15:43,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
KY8342,,,B5025,南宁-厦门-昆明,XMN,D,B737,,2017/7/12 22:00,,33-计划,,REG,REG,,PAX,,,0,YAG,NNG,,,,
KY8298,,,B5026,长春-石家庄-昆明,SJW,D,B737,,2017/7/12 23:20,,33-计划,,REG,REG,,PAX,,,0,YAG,CGQ,,,,
MF8475,,MF8476,B5028,福州-昆明,,D,B737,,2017/7/12 19:05,,33-计划,,REG,REG,,PAX,,,3,YAG,FOC,,,,
MU5988,,,B5054,保山-昆明,,D,B737,,2017/7/12 19:30,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5733,,,B5097,丽江-昆明,,D,B737,,2017/7/12 22:25,,33-计划,,REG,REG,,PAX,,,0,CES,LJG,,,,
CZ3542,,,B5112,杭州-武汉-昆明,WUH,D,B738,,2017/7/13 0:08,,33-计划,,REG,REG,,PAX,,,0,YAG,HGH,,,,
FM9541,,FM9542,B5131,郑州-昆明,,D,B738,,2017/7/12 10:35,,33-计划,,REG,REG,,PAX,,,0,CES,CGO,,,,
HU7311,,,B5141,北京-昆明,,D,B738,,2017/7/13 0:55,,33-计划,,REG,REG,,PAX,,,0,YAG,PEK,,,,
MF8405,,MF8406,B5152,厦门-昆明,,D,B738,,2017/7/12 10:50,,33-计划,,REG,REG,,PAX,,,3,YAG,XMN,,,,
CZ6561,,CZ6562,B5155,义乌-昆明,,D,B738,,2017/7/12 19:23,,33-计划,,REG,REG,,PAX,,,0,YAG,YIW,,,,
NS3269,,NS3270,B5212,石家庄-昆明,,D,B737,,2017/7/12 19:20,,33-计划,,REG,REG,,PAX,,,0,YAG,SJW,,,,
MU9756,,MU5981,B5225,保山-昆明,,D,B737,,2017/7/12 11:30,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5982,,MU5760,B5225,保山-昆明,,D,B737,,2017/7/12 15:35,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
CA1481,,CA1488,B5227,天津-运城-昆明,YCU,D,B738,,2017/7/12 13:50,,33-计划,,REG,REG,,PAX,,,0,YAG,TSN,,,,
CA1487,,CA1482,B5228,北京-达县-昆明,DAX,D,B737,,2017/7/12 14:20,,33-计划,,REG,REG,,PAX,,,0,YAG,PEK,,,,
CZ6601,,CZ6602,B5238,郑州-昆明,,D,B737,,2017/7/12 20:58,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
MU9006,,,B5242,文山-昆明,,D,B737,,2017/7/12 16:40,,33-计划,,REG,REG,,SPE,,,0,CES,WNH,,,,
MU7182,,MU5748,B5245,北京-昆明,,D,B737,,2017/7/12 18:00,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU5914,,,B5245,版纳-昆明,,D,B737,,2017/7/12 22:20,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
8L9898,,,B5249,温州-昆明,,D,B737,,2017/7/13 0:20,,33-计划,,REG,REG,,PAX,,,0,YAG,WNZ,,,,
MU5928,,MU5920,B5255,文山-昆明,,D,B737,,2017/7/12 13:00,,33-计划,,REG,REG,,PAX,,,0,CES,WNH,,,,
MU5747,,MU5927,B5255,版纳-昆明,,D,B737,,2017/7/12 8:35,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5771,,MU9743,B5256,西昌-昆明,,D,B737,,2017/7/12 17:40,,33-计划,,REG,REG,,PAX,,,0,CES,XIC,,,,
MU5741,,MU5732,B5256,版纳-昆明,,D,B737,,2017/7/12 11:20,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU7183,,MU2144,B5257,北京-昆明,,D,B737,,2017/7/12 15:40,,33-计划,,REG,REG,,PAX,,,0,CES,PEK,,,,
MU5461,,MU7184,B5258,温州-昆明,,D,B737,,2017/7/12 18:25,,33-计划,,REG,REG,,PAX,,,0,CES,WNZ,,,,
MU2143,,MU5462,B5258,太原-昆明,,D,B737,,2017/7/12 10:30,,33-计划,,REG,REG,,PAX,,,0,CES,TYN,,,,
MU5884,,,B5259,湛江-昆明,,D,B737,,2017/7/12 22:20,,33-计划,,REG,REG,,PAX,,,0,CES,ZHA,,,,
MU5836,,MU5883,B5259,汕头-昆明,,D,B737,,2017/7/12 17:15,,33-计划,,REG,REG,,PAX,,,0,CES,SWA,,,,
FM9454,,FM9454,B5261,版纳-昆明,,D,B737,,2017/7/12 15:45,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
FM9453,,FM9453,B5261,上海-昆明,,D,B737,,2017/7/12 11:45,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
MU5926,,MU5724,B5263,丽江-昆明,,D,B737,,2017/7/12 20:20,,33-计划,,REG,REG,,PAX,,,0,CES,LJG,,,,
MU5902,,,B5263,版纳-昆明,,D,B737,,2017/7/13 0:35,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5816,,MU5815,B5265,上海-六盘水-昆明,LPF,D,B737,,2017/7/12 13:05,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
MU5804,,,B5265,上海-昆明,,D,B737,,2017/7/12 23:00,,33-计划,,REG,REG,,PAX,,,0,CES,SHA,,,,
MU5984,,MU5803,B5267,保山-昆明,,D,B737,,2017/7/12 18:45,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5964,,MU5983,B5267,临沧-昆明,,D,B737,,2017/7/12 13:35,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5916,,,B5270,版纳-昆明,,D,B737,,2017/7/13 0:35,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5763,,MU5915,B5270,大理-昆明,,D,B737,,2017/7/12 19:15,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
MU5910,,,B5271,版纳-昆明,,D,B737,,2017/7/13 1:15,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU9737,,MU5909,B5271,芒市-昆明,,D,B737,,2017/7/12 19:15,,33-计划,,REG,REG,,PAX,,,0,CES,LUM,,,,
8L9804,,8L9801,B5272,丽江-昆明,,D,B737,,2017/7/12 21:55,,33-计划,,REG,REG,,PAX,,,0,YAG,LJG,,,,
MU5966,,MU5959,B5276,沧源-昆明,,D,B737,,2017/7/12 14:05,,33-计划,,REG,REG,,PAX,,,0,CES,CWJ,,,,
MU5946,,MU5965,B5276,澜沧-昆明,,D,B737,,2017/7/12 10:20,,33-计划,,REG,REG,,PAX,,,0,CES,JMJ,,,,
MU5960,,MU5706,B5276,临沧-昆明,,D,B737,,2017/7/12 18:45,,33-计划,,REG,REG,,PAX,,,0,CES,LNJ,,,,
MU5906,,,B5282,版纳-昆明,,D,B737,,2017/7/13 0:50,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
MU5990,,MU5905,B5282,重庆-昭通-昆明,ZAT,D,B737,,2017/7/12 18:20,,33-计划,,REG,REG,,PAX,,,0,CES,CKG,,,,
MU5711,,MU5989,B5282,版纳-昆明,,D,B737,,2017/7/12 9:55,,33-计划,,REG,REG,,PAX,,,0,CES,JHG,,,,
8L9924,,8L9906,B5292,保山-昆明,,D,B737,,2017/7/12 22:50,,33-计划,,REG,REG,,PAX,,,1,YAG,BSD,,,,
8L9905,,8L9923,B5292,版纳-昆明,,D,B737,327,2017/7/12 7:50,,33-计划,,REG,REG,,PAX,,,1,YAG,JHG,,,,
MU5986,,,B5293,保山-昆明,,D,B737,,2017/7/12 23:00,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
MU5944,Y,MU5742,B5293,大理-昆明,,D,B737,,2017/7/12 18:40,,33-计划,,REG,REG,,PAX,,,0,CES,DLU,,,,
MU5922,,,B5295,丽江-昆明,,D,B737,,2017/7/12 23:55,,33-计划,,REG,REG,,PAX,,,0,CES,LJG,,,,
MU5744,,MU5744,B5295,广州-昆明,,D,B737,,2017/7/12 19:25,,33-计划,,REG,REG,,PAX,,,0,CES,CAN,,,,
MU5743,,MU5743,B5295,保山-昆明,,D,B737,,2017/7/12 12:00,,33-计划,,REG,REG,,PAX,,,0,CES,BSD,,,,
ZH9531,,ZH9532,B5317,无锡-昆明,,D,B737,,2017/7/12 18:15,,33-计划,,REG,REG,,PAX,,,0,YAG,WUX,,,,
FM9539,,FM9540,B5320,温州-昆明,,D,B738,,2017/7/12 10:45,,33-计划,,REG,REG,,PAX,,,0,CES,WNZ,,,,
SC4719,,SC4720,B5333,重庆-昆明,,D,B738,,2017/7/12 21:30,,33-计划,,REG,REG,,PAX,,,0,YAG,CKG,,,,
CZ3247,,CZ3248,B5339,桂林-昆明,,D,B738,,2017/7/12 13:48,,33-计划,,REG,REG,,PAX,,,0,YAG,KWL,,,,
8L9690,,,B5359,合肥-昆明,,D,B738,,2017/7/13 1:10,,33-计划,,REG,REG,,PAX,,,0,YAG,HFE,,,,
8L9864,,8L9689,B5359,徐州-重庆-昆明,CKG,D,B738,,2017/7/12 17:20,,33-计划,,REG,REG,,PAX,,,0,YAG,XUZ,,,,
ZH9561,,ZH9562,B5360,南京-昆明,,D,B737,,2017/7/12 11:10,,33-计划,,REG,REG,,PAX,,,0,YAG,NKG,,,,
ZH9411,,ZH9412,B5363,深圳-昆明,,D,B738,,2017/7/12 9:40,,33-计划,,REG,REG,,PAX,,,0,YAG,SZX,,,,
8L9656,,8L9993,B5407,哈尔滨-忻州-昆明,WUT,D,B738,,2017/7/12 21:00,,33-计划,,REG,REG,,PAX,,,0,YAG,HRB,,,,
8L9974,,,B5409,郑州-昆明,,D,B738,,2017/7/13 1:45,,33-计划,,REG,REG,,PAX,,,0,YAG,CGO,,,,
HU7087,,HU7088,B5479,海口-昆明,,D,B738,,2017/7/12 9:35,,33-计划,,REG,REG,,PAX,,,1,YAG,HAK,,,,
MU5822,,,B5515,哈尔滨-东胜-昆明,DSN,D,B738,,2017/7/12 22:10,,33-计划,,REG,REG,,PAX,,,0,CES,HRB,,,,
MU5726,,,B5527,乌鲁-昆明,,D,B738,,2017/7/12 23:25,,33-计划,,REG,REG,,PAX,,,0,CES,URC,,,,
MU9738,,MU5725,B5527,天津-昆明,,D,B738,,2017/7/12 13:10,,33-计划,,REG,REG,,PAX,,,0,CES,TSN,,,,
KN2381,,KN5212,B5547,石家庄-昆明,,D,B737,,2017/7/12 9:55,,33-计划,,REG,REG,,PAX,,,0,CES,SJW,,,,
MF8417,,MF8418,B5552,厦门-昆明,,D,B738,,2017/7/12 14:40,,33-计划,,REG,REG,,PAX,,,3,YAG,XMN,,,,
BK2897,,BK2743,B5562,天津-昆明,,D,B738,,2017/7/12 13:20,,33-计划,,REG,REG,,PAX,,,0,YAG,TSN,,,,
