FLT,RFC,STA,VI1,LKF,ITY,REG,VIP,TAR,TOF,FSA,OPE,POP,RCP,NAT,SDT,FLX,MFF,SST,HDL,ORG,ETA,TDT,ATA,ABP,CAR,STP
MU2036,达卡-昆明,19:05,,MU2036,B738,B6146,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,DAC,,,,,,2017/6/18 16:35
MU2143,太原-昆明,10:30,,MU5462,B737,B5257,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,TYN,,,,,,2017/6/18 7:35
MU2177,宁波-昆明,17:20,,MU2178,A325,B8570,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,NGB,,,,,,2017/6/18 14:15
MU2181,西安-昆明,10:10,,MU2182,A320,B6695,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,XIY,,,,,,2017/6/18 7:50
MU2185,银川-昆明,18:05,,MU2186,A320,B9943,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,INC,,,,,,2017/6/18 15:15
MU2205,银川-昆明,10:25,,MU2206,A320,B9943,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,INC,,,,,,2017/6/18 7:40
MU2207,西安-昆明,17:10,,MU2208,A320,B6875,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,XIY,,,,,,2017/6/18 14:45
MU2245,西宁-昆明,22:15,,MU2246,A320,B2378,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,XNN,,,,,,2017/6/18 19:50
MU2249,兰州-昆明,9:30,,MU2250,A320,B2209,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,ZGC,,,,,,2017/6/18 7:15
MU2264,沈阳-西安-昆明,23:20,XIY,,B738,B6145,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,SHE,,,,,,2017/6/18 21:00
MU2359,西宁-昆明,9:20,,MU2360,A320,B6876,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,XNN,,,,,,2017/6/18 7:05
MU2433,青岛-宜昌-昆明,18:55,YIH,MU2434,A319,B2333,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,TAO,,,,,,2017/6/18 17:00
MU2485,武汉-昆明,14:15,,MU2486,B738,B5780,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,WUH,,,,,,2017/6/18 12:00
MU2493,温州-武汉-昆明,22:10,WUH,MU2498,B738,B1537,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,WNZ,,,,,,2017/6/18 19:55
MU2495,成都-昆明,9:35,,MU2496,B737,B5199,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CTU,,,,,,2017/6/18 7:55
MU2497,武汉-昆明,10:10,,MU2494,B738,B1537,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,WUH,,,,,,2017/6/18 7:55
MU2566,河内-南宁-昆明,22:15,NNG,,B737,B5231,,,M,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,HAN,,,,,,2017/6/18 20:55
MU2567,广州-昆明,8:55,,MU2567,B738,B1908,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CAN,,,,,,2017/6/18 6:30
MU2568,曼德勒-昆明,19:00,,MU2568,B738,B5647,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,MDL,,,,,,2017/6/18 17:30
MU2572,加德-昆明,23:30,,,B737,B5256,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,KTM,,,,,,2017/6/18 20:20
MU2573,北京-昆明,12:45,,MU2573,B738,B1789,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,PEK,,,,,,2017/6/18 9:10
MU2574,万象-昆明,19:00,,MU2574,B738,B1789,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,VTE,,,,,,2017/6/18 17:15
MU2590,万象-昆明,12:25,,MU5741,B738,B1791,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,VTE,,,,,,2017/6/18 10:50
MU2592,普吉-昆明,8:25,,MU5456,A320,B1836,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,HKT,,,,,,2017/6/18 5:30
MU2594,清迈-昆明,19:10,,MU5855,B738,B6148,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CNX,,,,,,2017/6/18 17:30
MU2596,清迈-昆明,11:40,,MU2029,B738,B5647,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CNX,,,,,,2017/6/18 9:30
MU2705,南京-昆明,10:30,,MU2705,A319,B6472,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,NKG,,,,,,2017/6/18 7:30
MU2706,丽江-昆明,14:35,,MU2706,A319,B6472,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,LJG,,,,,,2017/6/18 13:30
MU2715,南京-长沙-昆明,16:00,HHA,MU2716,A320,B8111,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,NKG,,,,,,2017/6/18 13:45
MU2725,南京-昆明,15:30,,MU2786,A320,B8498,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,NKG,,,,,,2017/6/18 12:25
MU2735,南京-长沙-昆明,18:35,HHA,MU2736,A322,B6879,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,NKG,,,,,,2017/6/18 16:35
MU2745,南京-长沙-昆明,20:00,HHA,MU2746,A319,B6462,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,NKG,,,,,,2017/6/18 17:50
MU2755,南京-昆明,20:10,,MU2755,A319,B6463,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,NKG,,,,,,2017/6/18 17:05
MU2756,版纳-昆明,9:40,,MU2756,A319,B6462,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,JHG,,,,,,2017/6/18 8:40
MU2765,长春-南京-昆明,21:35,NKG,,A320,B1636,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CGQ,,,,,,2017/6/18 18:35
MU2785,南京-昆明,0:30,,,A320,B6930,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,NKG,,,,,,2017/6/18 21:30
MU2975,无锡-昆明,13:25,,MU2976,A320,B8018,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,WUX,,,,,,2017/6/18 10:15
MU2985,无锡-重庆-昆明,18:55,CKG,MU2986,A320,B6756,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,WUX,,,,,,2017/6/18 17:25
MU2995,无锡-重庆-昆明,23:10,CKG,,A320,B6639,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,WUX,,,,,,2017/6/18 21:30
MU5077,合肥-昆明,14:30,,MU5077,A320,B6830,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,HFE,,,,,,2017/6/18 11:40
MU5078,曼谷-昆明,23:20,,MU5078,A320,B6830,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,BKK,,,,,,2017/6/18 20:50
MU5093,兰州-昆明,21:05,,MU5093,A320,B1609,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,ZGC,,,,,,2017/6/18 18:50
MU5145,太原-昆明,21:15,,MU5230,B738,B1981,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,TYN,,,,,,2017/6/18 18:20
MU5229,温州-昆明,20:20,,MU5146,B738,B1775,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,WNZ,,,,,,2017/6/18 17:15
MU5292,北京-太原-昆明,15:10,TYN,MU5299,B738,B1723,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,PEK,,,,,,2017/6/18 12:10
MU5327,济南-九华山-昆明,15:15,JUH,MU5328,A320,B8556,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,TNA,,,,,,2017/6/18 11:35
MU5329,合肥-昆明,17:35,,MU5330,A320,B6832,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,HFE,,,,,,2017/6/18 15:00
MU5437,上海-南充-昆明,14:15,NAO,MU5438,A319,B6469,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,PVG,,,,,,2017/6/18 12:30
MU5449,重庆-昆明,8:25,,MU5464,A320,B6802,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CKG,,,,,,2017/6/18 6:50
MU5453,宁波-武汉-昆明,13:15,WUH,MU5454,A320,B2229,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,NGB,,,,,,2017/6/18 10:50
MU5455,宁波-昆明,23:00,,MU2591,A320,B2229,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,NGB,,,,,,2017/6/18 20:00
MU5461,温州-昆明,18:30,,MU2144,B737,B5257,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,WNZ,,,,,,2017/6/18 15:20
MU5463,上海-合肥-昆明,20:40,HFE,MU5450,A320,B6802,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,PVG,,,,,,2017/6/18 17:50
MU5465,上海-南昌-昆明,15:05,KHN,MU5532,A320,B6399,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,PVG,,,,,,2017/6/18 12:35
MU5469,南昌-昆明,9:50,,MU5470,A320,B1613,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,KHN,,,,,,2017/6/18 7:20
MU5471,济南-重庆-昆明,19:25,CKG,MU5472,A320,B6586,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,TNA,,,,,,2017/6/18 17:50
MU5476,合肥-昆明,10:40,,MU5475,A320,B9941,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,HFE,,,,,,2017/6/18 7:55
MU5497,青岛-昆明,10:50,,MU5498,A320,B9901,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,TAO,,,,,,2017/6/18 7:10
MU5505,上海-福州-昆明,15:00,FOC,MU5588,A320,B6928,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,PVG,,,,,,2017/6/18 11:50
MU555,杭州-昆明,22:15,,MU555,A320,B6870,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,HGH,,,,,,2017/6/18 19:00
MU556,加尔-昆明,5:45,,MU556,A320,B6333,,,I,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CCU,,,,,,2017/6/18 3:00
MU5575,烟台-郑州-昆明,17:25,CGO,MU5576,A320,B2338,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,YNT,,,,,,2017/6/18 14:30
MU5617,南昌-昆明,21:15,,MU5618,A320,B1611,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,KHN,,,,,,2017/6/18 18:45
MU5645,杭州-昆明,17:45,,MU5645,A320,B6335,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,HGH,,,,,,2017/6/18 14:35
MU5646,版纳-昆明,22:00,,MU5646,A320,B6335,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,JHG,,,,,,2017/6/18 20:50
MU5655,杭州-昆明,10:50,,MU5711,A320,B6758,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,HGH,,,,,,2017/6/18 7:35
MU5683,黎平-昆明,13:15,,MU5684,A319,B6465,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,HZH,,,,,,2017/6/18 12:10
MU5704,北京-济宁-昆明,0:55,JNG,,B738,B5515,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,PEK,,,,,,2017/6/18 21:55
MU5706,北京-昆明,22:15,,MU773,A33E,B5921,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,CES,PEK,,,,,,2017/6/18 18:40
MU5708,北京-昆明,0:20,,,A33E,B5930,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,PEK,,,,,,2017/6/18 20:40
MU5711,版纳-昆明,10:05,,MU5739,B737,B5293,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,JHG,,,,,,2017/6/18 9:00
MU5712,北京-昆明,19:55,,MU5656,A320,B6758,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,PEK,,,,,,2017/6/18 16:20
MU5714,北京-昆明,16:45,,MU5771,B738,B7592,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,PEK,,,,,,2017/6/18 13:10
MU5715,芒市-昆明,18:05,,MU5712,B737,B5054,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,LUM,,,,,,2017/6/18 17:00
MU5716,北京-昆明,11:40,,MU5757,B738,B7589,,131,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,PEK,,,,,,2017/6/18 8:00
MU5717,北京-昆明,12:10,,MU5749,B738,B6249,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,PEK,,,,,,2017/6/18 8:30
MU5718,普洱-昆明,19:55,,MU5915,B737,B5817,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,SYM,,,,,,2017/6/18 18:50
MU5719,丽江-昆明,16:15,,MU5883,B737,B5267,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,LJG,,,,,,2017/6/18 15:15
MU5720,北京-昆明,1:30,,,B738,B7590,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,PEK,,,,,,2017/6/18 21:55
MU5723,版纳-昆明,12:25,,MU5919,B737,B5267,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,JHG,,,,,,2017/6/18 11:20
MU5724,西安-昆明,19:50,,MU9737,B738,B5756,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,XIY,,,,,,2017/6/18 17:35
MU5732,广州-昆明,13:50,,MU5809,A320,B8497,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CAN,,,,,,2017/6/18 11:15
MU5733,丽江-昆明,22:25,,,B737,B5245,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,LJG,,,,,,2017/6/18 21:30
MU5734,广州-昆明,20:15,,MU5734,B737,B5821,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CAN,,,,,,2017/6/18 17:40
MU5737,大理-昆明,14:25,,MU5959,B737,B5271,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,DLU,,,,,,2017/6/18 13:30
MU5738,广州-昆明,21:25,,,B738,B1702,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CAN,,,,,,2017/6/18 18:55
MU5740,广州-昆明,10:05,,MU741,B738,B5683,,,D,21-前站起飞,REG,REG,,PAX,2017/6/18,,,0,CES,CAN,,,,2017/6/17 8:52,,2017/6/18 7:35
MU5741,版纳-昆明,11:20,,MU5981,B737,B5243,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,JHG,,,,,,2017/6/18 10:15
MU5742,广州-昆明,18:50,,MU5847,B738,B1791,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CAN,,,,,,2017/6/18 16:20
MU5743,保山-昆明,12:00,,MU5743,B737,B5802,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,BSD,,,,,,2017/6/18 10:55
MU5744,广州-昆明,19:25,,MU5744,B737,B5802,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CAN,,,,,,2017/6/18 16:55
MU5746,三亚-昆明,0:15,,,A320,B6637,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,SYX,,,,,,2017/6/18 22:10
MU5747,版纳-昆明,8:35,,MU5973,B737,B5270,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,JHG,,,,,,2017/6/18 7:30
MU5748,天津-昆明,18:00,,MU5745,A320,B6637,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,TSN,,,,,,2017/6/18 14:15
MU5750,盐城-长沙-昆明,0:20,HHA,,B738,B6249,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,YNZ,,,,,,2017/6/18 22:10
MU5757,芒市-昆明,12:20,,MU5967,B737,B5815,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,LUM,,,,,,2017/6/18 11:15
MU5758,深圳-昆明,19:45,,,B738,B7589,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,SZX,,,,,,2017/6/18 17:20
MU5760,深圳-昆明,16:00,,MU5813,B738,B7599,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,SZX,,,,,,2017/6/18 13:20
MU5762,深圳-昆明,15:15,,MU5823,B738,B6147,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,SZX,,,,,,2017/6/18 12:45
MU5763,大理-昆明,19:15,,MU5812,B737,B5242,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,DLU,,,,,,2017/6/18 18:10
MU5764,深圳-昆明,9:25,,MU5849,B738,B1792,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,SZX,,,,,,2017/6/18 6:55
MU5766,大连-郑州-昆明,0:50,CGO,,B738,B7600,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,DLC,,,,,,2017/6/18 22:05
MU5771,西昌-昆明,18:00,,MU5748,B737,B5270,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,XIC,,,,,,2017/6/18 17:05
MU5772,广州-昆明,0:40,,,B738,B7592,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,CAN,,,,,,2017/6/18 22:10
MU5776,广州-昆明,14:35,,MU5839,B738,B6143,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CAN,,,,,,2017/6/18 12:05
MU5782,厦门-昆明,23:05,,,B738,B1907,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,XMN,,,,,,2017/6/18 20:15
MU5800,大连-洛阳-昆明,20:15,LYA,,B737,B5295,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,DLC,,,,,,2017/6/18 17:45
MU5802,上海-昆明,16:05,,MU5719,B738,B7590,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,CES,SHA,,,,,,2017/6/18 12:35
MU5803,腾冲-昆明,17:00,,MU9743,B737,B5276,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,TCZ,,,,,,2017/6/18 15:55
MU5804,上海-昆明,23:00,,,B737,B5265,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,SHA,,,,,,2017/6/18 19:45
MU5808,上海-零陵-昆明,18:40,LLF,MU5724,B737,B5225,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,SHA,,,,,,2017/6/18 17:25
MU5810,上海-昆明,22:30,,,A320,B8497,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,SHA,,,,,,2017/6/18 19:10
MU5811,迪庆-昆明,11:00,,MU5764,B737,B5821,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,DIG,,,,,,2017/6/18 9:50
MU5812,上海-昆明,19:50,,MU5718,B738,B1703,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,CES,SHA,,,,,,2017/6/18 16:30
MU5814,上海-昆明,1:20,,,B738,B7599,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,SHA,,,,,,2017/6/18 22:00
MU5816,上海-六盘水-昆明,13:05,LPF,MU9738,B737,B5054,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,SHA,,,,,,2017/6/18 12:05
MU5818,上海-兴义-昆明,20:20,ACX,MU5733,B738,B5701,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,CES,SHA,,,,,,2017/6/18 19:25
MU5822,哈尔滨-东胜-昆明,22:10,DSN,,B738,B5527,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,HRB,,,,,,2017/6/18 19:20
MU5824,郑州-昆明,0:10,,,B738,B6147,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,CGO,,,,,,2017/6/18 21:25
MU5830,郑州-昆明,15:00,,MU5781,B738,B1907,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CGO,,,,,,2017/6/18 12:20
MU5836,汕头-昆明,17:15,,,B738,B7591,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,SWA,,,,,,2017/6/18 14:45
MU5840,郑州-昆明,22:25,,,B738,B6143,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CGO,,,,,,2017/6/18 19:40
MU5842,成都-昆明,12:30,,MU5723,B738,B5756,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CTU,,,,,,2017/6/18 10:50
MU5844,成都-昆明,15:25,,MU5853,B738,B5796,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CTU,,,,,,2017/6/18 13:50
MU5846,成都-昆明,23:45,,,B737,B5815,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CTU,,,,,,2017/6/18 22:10
MU5848,成都-昆明,0:25,,,B738,B1791,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,CTU,,,,,,2017/6/18 22:45
MU5850,成都-昆明,21:00,,MU5763,B738,B1792,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,1,CES,CTU,,,,,,2017/6/18 19:15
MU5852,成都-昆明,8:55,,MU5765,B738,B7600,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CTU,,,,,,2017/6/18 7:10
MU5854,成都-昆明,22:30,,,B738,B5796,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CTU,,,,,,2017/6/18 20:50
MU5856,成都-昆明,15:40,,MU5897,B737,B5817,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CTU,,,,,,2017/6/18 14:05
MU5862,重庆-昆明,12:30,,MU2593,B738,B6148,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CKG,,,,,,2017/6/18 10:55
MU5874,厦门-宜宾-昆明,18:25,YBP,MU5929,B737,B2503,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,XMN,,,,,,2017/6/18 17:20
MU5884,湛江-昆明,22:20,,MU5706,B737,B5267,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,ZHA,,,,,,2017/6/18 20:20
MU5886,湛江-昆明,12:55,,MU9731,B737,B5828,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,ZHA,,,,,,2017/6/18 11:05
MU5892,普洱-昆明,10:35,,MU5989,B737,B5259,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,SYM,,,,,,2017/6/18 9:30
MU5894,普洱-昆明,13:05,,MU5717,B737,B5276,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,SYM,,,,,,2017/6/18 12:00
MU5898,普洱-昆明,21:25,,,B737,B2502,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,SYM,,,,,,2017/6/18 20:20
MU5902,版纳-昆明,0:35,,,B737,B5225,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,JHG,,,,,,2017/6/18 23:30
MU5912,版纳-昆明,0:55,,,B737,B6142,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,JHG,,,,,,2017/6/18 23:55
MU5913,版纳-昆明,0:50,,,B737,B5821,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,JHG,,,,,,2017/6/18 23:45
MU5914,版纳-昆明,22:20,,,B737,B5270,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,JHG,,,,,,2017/6/18 21:20
MU5916,版纳-昆明,0:35,,,B737,B5817,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,JHG,,,,,,2017/6/18 23:30
MU5922,丽江-昆明,0:50,,,B737,B5820,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,LJG,,,,,,2017/6/18 23:50
MU5928,文山-昆明,13:00,,MU757,B737,B5816,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,WNH,,,,,,2017/6/18 11:55
MU5930,文山-昆明,23:05,,,B737,B2503,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,WNH,,,,,,2017/6/18 21:50
MU5932,迪庆-昆明,23:40,,,B737,B5242,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,DIG,,,,,,2017/6/18 22:35
MU5936,迪庆-昆明,15:20,,MU5802,B737,B6142,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,DIG,,,,,,2017/6/18 14:15
MU5940,拉萨-迪庆-昆明,17:25,DIG,MU5920,B737,B5820,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,LXA,,,,,,2017/6/18 16:20
MU5942,大理-昆明,12:25,,MU2565,B737,B5231,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,DLU,,,,,,2017/6/18 11:30
MU5944,大理-昆明,18:40,,,B737,B5282,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,DLU,,,,,,2017/6/18 17:50
MU5946,澜沧-昆明,10:20,,MU5965,B737,B5255,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,JMJ,,,,,,2017/6/18 9:20
MU5952,腾冲-昆明,20:00,,MU5911,B737,B6142,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,TCZ,,,,,,2017/6/18 18:55
MU5958,临沧-昆明,12:25,,MU5975,B737,B2502,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,LNJ,,,,,,2017/6/18 11:30
MU595X,腾冲-昆明,15:35,,,B737,B5809,,,D,33-计划,REG,REG,,PAX,2017/6/18,X,,0,CES,TCZ,,,,,,2017/6/17 14:30
MU5960,临沧-昆明,18:50,,MU5742,B737,B5271,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,LNJ,,,,,,2017/6/18 17:55
MU5962,临沧-昆明,10:45,,MU580X,B737,B5809,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,LNJ,,,,,,2017/6/18 9:50
MU5964,临沧-昆明,13:35,,MU2571,B737,B5256,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,LNJ,,,,,,2017/6/18 12:40
MU5966,沧源-昆明,14:05,,MU5803,B737,B5255,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,CWJ,,,,,,2017/6/18 13:05
MU5968,临沧-昆明,17:00,,MU5935,B737,B5815,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,LNJ,,,,,,2017/6/18 15:55
MU5972,芒市-昆明,0:15,,,B737,B5054,,,D,33-计划,REG,REG,,PAX,2017/6/19,,,0,CES,LUM,,,,,,2017/6/18 23:15
MU5974,芒市-昆明,13:20,,MU5732,B737,B5270,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,LUM,,,,,,2017/6/18 12:15
MU5976,芒市-昆明,17:00,,MU5714,B737,B2502,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,LUM,,,,,,2017/6/18 15:45
MU5982,保山-昆明,16:00,,MU5760,B737,B5243,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,BSD,,,,,,2017/6/18 14:45
MU5984,保山-昆明,18:45,,,B737,B5822,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,BSD,,,,,,2017/6/18 17:40
MU5986,保山-昆明,22:55,,,B737,B5271,,,D,33-计划,REG,REG,,PAX,2017/6/18,,,0,CES,BSD,,,,,,2017/6/18 21:50
