FLT,VIP,LKF,RFC,VI1,DES,TOF,REG,ITY,STD,SDT,EAN,TAR,GAT,CID,MP1,ETD,ABT,ATD,FSA,POP,OPE,RCP,NAT,FLX,MFF,SST
MU5915,,MU5763,昆明-版纳,,JHG,D,B5265,B737,2017/7/6 21:35,2017/7/6,22:22,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5883,,MU5882,昆明-湛江,,ZHA,D,B5267,B737,2017/7/6 17:45,2017/7/6,19:21,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5901,,MU5916,昆明-版纳,,JHG,D,B5270,B737,2017/7/6 8:20,2017/7/6,9:08,127,45,,F,,,,33-计划,REG,REG,,PAX,,,0
MU5724,,MU5724,昆明-版纳,,JHG,D,B5270,B737,2017/7/6 21:35,2017/7/6,22:21,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5723,Y,MU5741,昆明-西安,,XIY,D,B5270,B737,2017/7/6 14:10,2017/7/6,16:01,,,,,,,,33-计划,REG,REG,,PAX,,,1
MU5921,,MU5922,昆明-丽江,,LJG,D,B5271,B737,2017/7/6 7:05,2017/7/6,7:59,128,44,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5739,,MU5744,昆明-广州,,CAN,D,B5276,B737,2017/7/6 11:05,2017/7/6,12:49,512,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5712,,MU9737,昆明-芒市,,LUM,D,B5276,B737,2017/7/6 21:35,2017/7/6,22:26,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9906,,8L9903,昆明-版纳,,JHG,D,B5292,B737,2017/7/6 23:45,2017/7/6,0:32,,,,,,,,33-计划,REG,REG,,PAX,,,1
8L9904,,8L9828,昆明-版纳,,JHG,D,B5292,B737,2017/7/6 15:10,2017/7/6,15:56,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9827,,8L9802,昆明-泸沽湖,,NLH,D,B5292,B737,2017/7/6 11:05,2017/7/6,12:03,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5881,,MU5942,昆明-铜仁-上海,TEN,SHA,D,B5293,B737,2017/7/6 14:25,2017/7/6,15:37,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5920,,MU5836,昆明-丽江,,LJG,D,B5295,B737,2017/7/6 18:05,2017/7/6,18:59,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5835,,MU5910,昆明-汕头,,SWA,D,B5295,B737,2017/7/6 11:10,2017/7/6,13:15,,,,E,,,,33-计划,REG,REG,,PAX,,,0
HU7236,,HU7235,昆明-广州,,CAN,D,B5358,B738,2017/7/6 22:20,2017/7/6,23:59,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9897,,8L9898,昆明-温州,,WNZ,D,B5359,B738,2017/7/6 7:40,2017/7/6,10:09,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9883,,8L9898,昆明-南京,,NKG,D,B5359,B738,2017/7/6 18:00,2017/7/6,20:20,,,,,,,,33-计划,REG,REG,,PAX,,,0
ZH9452,,ZH9451,昆明-广州,,CAN,D,B5362,B737,2017/7/6 9:05,2017/7/6,10:48,525R,,,C,,,,33-计划,REG,REG,,PAX,,,0
MF8428,,MF8427,昆明-福州,,FOC,D,B5382,B738,2017/7/6 12:20,2017/7/6,14:45,,,,,,,,33-计划,REG,REG,,PAX,,,5
ZH9456,,ZH9455,昆明-广州,,CAN,D,B5401,B738,2017/7/6 22:45,2017/7/6,0:26,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9891,,8L9556,昆明-武汉-大连,WUH,DLC,D,B5407,B738,2017/7/6 10:00,2017/7/6,11:51,,,,C,,,,33-计划,REG,REG,,PAX,,,0
8L9973,,8L9976,昆明-郑州,,CGO,D,B5409,B738,2017/7/6 7:05,2017/7/6,9:20,168,9,,B,,,,33-计划,REG,REG,,PAX,,,1
CZ3248,,CZ3247,昆明-桂林,,KWL,D,B5420,B738,2017/7/6 15:00,2017/7/6,16:12,,,,,,,,33-计划,REG,REG,,PAX,,,0
MF8406,,MF8405,昆明-厦门,,XMN,D,B5435,B738,2017/7/6 11:50,2017/7/6,14:05,,,,,,,,33-计划,REG,REG,,PAX,,,5
CA1404,,CA1403,昆明-北京,,PEK,D,B5495,B738,2017/7/6 11:40,2017/7/6,14:37,,,,,,,,33-计划,REG,REG,,PAX,,,1
MU741,,MU5740,昆明-曼谷,,BKK,I,B5515,B738,2017/7/6 13:00,2017/7/6,15:08,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5775,,MU2264,昆明-广州,,CAN,D,B5527,B738,2017/7/6 8:40,2017/7/6,10:22,125,41,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5737,,MU5776,昆明-广州,,CAN,D,B5527,B738,2017/7/6 15:35,2017/7/6,17:20,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5733,,MU5738,昆明-广州,,CAN,D,B5527,B738,2017/7/6 23:15,2017/7/6,0:56,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2496,,MU2495,昆明-成都,,CTU,D,B5530,B738,2017/7/6 10:35,2017/7/6,11:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
FM9542,,FM9541,昆明-郑州,,CGO,D,B5545,B738,2017/7/6 11:50,2017/7/6,14:04,,,,,,,,33-计划,REG,REG,,PAX,,,0
CA8930,,CA8937,昆明-郑州-大连,CGO,DLC,D,B5553,B737,2017/7/6 10:25,2017/7/6,12:39,324,,,,,,,33-计划,REG,REG,,PAX,,,0
BK2898,,BK2744,昆明-天津,,TSN,D,B5562,B738,2017/7/6 18:20,2017/7/6,21:14,,,,,,,,33-计划,REG,REG,,PAX,,,0
BK2743,,BK2897,昆明-版纳,,JHG,D,B5562,B738,2017/7/6 14:25,2017/7/6,15:14,,,,,,,,33-计划,REG,REG,,PAX,,,0
MF8430,,MF8429,昆明-厦门,,XMN,D,B5595,B738,2017/7/6 8:05,2017/7/6,10:21,,,,B,,,,33-计划,REG,REG,,PAX,,,5
MF8418,,MF8417,昆明-厦门,,XMN,D,B5595,B738,2017/7/6 15:40,2017/7/6,17:56,,,,,,,,33-计划,REG,REG,,PAX,,,4
MU5861,,MU5704,昆明-重庆,,CKG,D,B5647,B738,2017/7/6 8:05,2017/7/6,9:23,130,40,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5743,,MU5862,昆明-广州,,CAN,D,B5647,B738,2017/7/6 13:35,2017/7/6,15:18,,,,,,,,33-计划,REG,REG,,PAX,,,0
HU7088,,HU7087,昆明-海口,,HAK,D,B5662,B738,2017/7/6 10:35,2017/7/6,12:04,,,,,,,,33-计划,REG,REG,,PAX,,,1
KY8257,,KY8296,昆明-郑州,,CGO,D,B5672,B738,2017/7/6 8:25,2017/7/6,10:40,526L,,,B,,,,33-计划,REG,REG,,PAX,,,0
KY8239,,KY8258,昆明-青岛,,TAO,D,B5672,B738,2017/7/6 16:20,2017/7/6,19:23,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8235,,KY8266,昆明-杭州,,HGH,D,B5673,B738,2017/7/6 8:15,2017/7/6,10:43,138,54,,A,,,,33-计划,REG,REG,,PAX,,,0
KY8219,,KY8236,昆明-深圳,,SZX,D,B5673,B738,2017/7/6 21:25,2017/7/6,23:10,,,,,,,,33-计划,REG,REG,,PAX,,,0
CA1468,,CA1467,昆明-天津,,TSN,D,B5680,B738,2017/7/6 18:05,2017/7/6,20:59,,,,,,,,33-计划,REG,REG,,PAX,,,1
MU2567,,MU2567,昆明-曼德勒,,MDL,I,B5683,B738,2017/7/6 10:30,2017/7/6,11:46,,,J01-J02,,,,,33-计划,REG,REG,,PAX,,,0
MU5849,,MU2030,昆明-成都,,CTU,D,B5683,B738,2017/7/6 16:30,2017/7/6,17:37,,,,,,,,33-计划,REG,REG,,PAX,,,0
KY8283,,KY8334,昆明-上海,,PVG,D,B5702,B738,2017/7/6 7:40,2017/7/6,10:27,143,63,,C,,,,33-计划,REG,REG,,PAX,,,0
KY8265,,KY8284,昆明-杭州,,HGH,D,B5702,B738,2017/7/6 16:50,2017/7/6,19:16,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9747,,8L9958,昆明-宿务市,,CEB,I,B5732,B738,2017/7/6 14:15,2017/7/6,18:14,,,J12-J14,,,,,33-计划,REG,REG,,PAX,,,0
8L9957,,8L9870,昆明-武汉,,WUH,D,B5732,B738,2017/7/6 7:10,2017/7/6,8:58,,,,B,,,,33-计划,REG,REG,,PAX,,,0
CZ3748,,CZ3747,昆明-珠海,,ZUH,D,B5743,B738,2017/7/6 21:40,2017/7/6,23:19,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2263,,MU5812,昆明-西安-沈阳,XIY,SHE,D,B5756,B738,2017/7/6 9:45,2017/7/6,11:36,717,,,E,,,,33-计划,REG,REG,,PAX,,,0
ZH9562,,ZH9561,昆明-南京,,NKG,D,B5771,B738,2017/7/6 12:10,2017/7/6,14:30,,,,,,,,33-计划,REG,REG,,PAX,,,0
ZH9532,,ZH9531,昆明-无锡,,WUX,D,B5773,B738,2017/7/6 19:20,2017/7/6,21:53,,,,,,,,33-计划,REG,REG,,PAX,,,0
ZH9416,,ZH9415,昆明-深圳,,SZX,D,B5775,B738,2017/7/6 8:45,2017/7/6,10:30,531,,,B,,,,33-计划,REG,REG,,PAX,,,0
ZH9414,,ZH9413,昆明-深圳,,SZX,D,B5775,B738,2017/7/6 17:30,2017/7/6,19:14,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5853,,MU5806,昆明-成都,,CTU,D,B5795,B738,2017/7/6 18:00,2017/7/6,19:10,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5805,,MU5746,昆明-上海,,SHA,D,B5795,B738,2017/7/6 9:00,2017/7/6,11:44,119,30,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5841,,MU5726,昆明-成都,,CTU,D,B5796,B738,2017/7/6 8:00,2017/7/6,9:05,,,,F,,,,33-计划,REG,REG,,PAX,,,1
MU2031,,MU5842,昆明-仰光,,RGN,I,B5796,B738,2017/7/6 14:00,2017/7/6,16:30,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5973,,MU5747,昆明-芒市,,LUM,D,B5802,B737,2017/7/6 10:25,2017/7/6,11:17,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5969,,MU5771,昆明-昭通,,ZAT,D,B5802,B737,2017/7/6 18:50,2017/7/6,19:24,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5911,,MU5970,昆明-版纳,,JHG,D,B5802,B737,2017/7/6 22:10,2017/7/6,22:56,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5732,,MU5974,昆明-西昌,,XIC,D,B5802,B737,2017/7/6 14:50,2017/7/6,15:35,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9997,,8L9934,昆明-兰州-乌鲁,ZGC,URC,D,B5805,B737,2017/7/6 19:15,2017/7/6,21:09,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9933,,8L9850,昆明-腾冲,,TCZ,D,B5805,B737,2017/7/6 12:10,2017/7/6,13:03,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9849,,8L9946,昆明-迪庆,,DIG,D,B5805,B737,2017/7/6 7:05,2017/7/6,8:06,165,14,,A,,,,33-计划,REG,REG,,PAX,,,0
MU5939,,MU5846,昆明-迪庆-拉萨,DIG,LXA,D,B5807,B737,2017/7/6 9:00,2017/7/6,10:01,126,43,,E,,,,33-计划,REG,REG,,PAX,,,0
MU5748,,MU5940,昆明-版纳,,JHG,D,B5807,B737,2017/7/6 19:00,2017/7/6,19:47,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU733,,MU5926,昆明-香港,,HKG,R,B5809,B737,2017/7/6 13:40,2017/7/6,16:49,719,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5734,,MU734,昆明-版纳,,JHG,D,B5809,B737,2017/7/6 21:55,2017/7/6,22:41,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9935,,8L9913,昆明-芒市,,LUM,D,B5810,B737,2017/7/6 13:05,2017/7/6,13:54,167,11,,,,,,33-计划,REG,REG,,PAX,,,1
8L9801,,8L9936,昆明-丽江,,LJG,D,B5810,B737,2017/7/6 23:55,2017/7/6,0:45,,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6523,,DR6580,昆明-丽江,,LJG,D,B5811,B737,2017/7/6 17:10,2017/7/6,18:03,,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6579,,DR6504,昆明-芒市,,LUM,D,B5812,B737,2017/7/6 20:40,2017/7/6,21:30,,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6507,,DR6578,昆明-芒市,,LUM,D,B5812,B737,2017/7/6 9:10,2017/7/6,10:01,521R,,,B,,,,33-计划,REG,REG,,PAX,,,0
DR6503,,DR6502,昆明-芒市,,LUM,D,B5812,B737,2017/7/6 17:00,2017/7/6,17:50,,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6501,,DR6508,昆明-芒市,,LUM,D,B5812,B737,2017/7/6 13:10,2017/7/6,14:01,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2565,,MU9742,昆明-南宁-河内,NNG,HAN,M,B5815,B737,2017/7/6 14:10,2017/7/6,15:20,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5931,Y,MU5913,昆明-迪庆,,DIG,D,B5816,B737,2017/7/6 7:55,2017/7/6,8:57,117,28,,F,,,,33-计划,REG,REG,,PAX,,,0
MU5764,,MU5811,昆明-芒市,,LUM,D,B5816,B737,2017/7/6 12:10,2017/7/6,13:01,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5740,,MU5932,昆明-大理,,DLU,D,B5817,B737,2017/7/6 11:50,2017/7/6,12:34,705,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2585,,MU5737,昆明-胡市,,SGN,I,B5817,B737,2017/7/6 15:50,2017/7/6,18:31,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5851,,MU5914,昆明-成都,,CTU,D,B5819,B737,2017/7/6 10:00,2017/7/6,11:04,716,,,F,,,,33-计划,REG,REG,,PAX,,,0
MU5843,,MU5940,昆明-成都,,CTU,D,B5820,B737,2017/7/6 11:00,2017/7/6,12:05,503,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5760,,MU5844,昆明-大理,,DLU,D,B5820,B737,2017/7/6 17:05,2017/7/6,17:49,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5897,,MU5856,昆明-普洱,,SYM,D,B5821,B737,2017/7/6 16:45,2017/7/6,17:29,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5812,,MU5718,昆明-迪庆,,DIG,D,B5821,B737,2017/7/6 20:50,2017/7/6,21:50,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU9738,Y,MU9731,昆明-芒市,,LUM,D,B5822,B737,2017/7/6 16:00,2017/7/6,16:51,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5742,,MU5715,昆明-保山,,BSD,D,B5822,B737,2017/7/6 20:05,2017/7/6,20:52,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9945,,8L9804,昆明-成都,,CTU,D,B5823,B737,2017/7/6 23:55,2017/7/6,0:58,,,,,,,,33-计划,REG,REG,,PAX,,,1
8L9803,,8L9876,昆明-丽江,,LJG,D,B5823,B737,2017/7/6 7:15,2017/7/6,8:06,162,8,,C,,,,33-计划,REG,REG,,PAX,,,0
MU9732,,MU9732,昆明-长沙,,HHA,D,B5828,B737,2017/7/6 22:25,2017/7/6,0:01,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU9731,,MU5886,昆明-拉萨,,LXA,D,B5828,B737,2017/7/6 15:15,2017/7/6,17:40,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5885,,MU5834,昆明-湛江,,ZHA,D,B5828,B737,2017/7/6 8:40,2017/7/6,10:18,122,35,,F,,,,33-计划,REG,REG,,PAX,,,0
DR6511,,DR6506,昆明-版纳,,JHG,D,B5830,B737,2017/7/6 22:40,2017/7/6,23:27,,,,,,,,33-计划,REG,REG,,PAX,,,0
DR6505,,DR5316,昆明-芒市,,LUM,D,B5830,B737,2017/7/6 18:30,2017/7/6,19:21,,,,A,,,,33-计划,REG,REG,,PAX,,,0
DR5315,,DR6512,昆明-长治-天津,CIH,TSN,D,B5830,B737,2017/7/6 7:25,2017/7/6,9:48,154,25,,,,,,33-计划,REG,REG,,PAX,,,0
MF8642,,MF8475,昆明-珠海-泉州,ZUH,JJN,D,B5847,B738,2017/7/6 20:10,2017/7/6,21:50,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU767,,MU768,昆明-青岛-旧金山,TAO,SFO,M,B5903,A332,2017/7/6 8:25,2017/7/6,11:27,520,,J08-J09,LL1,,,,33-计划,REG,REG,,PAX,,,0
MU755,,MU755,昆明-迪拜,,DXB,I,B5921,A33E,2017/7/6 15:50,2017/7/6,23:30,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU215,,MU216,昆明-南京-温哥华,NKG,YVR,M,B5941,A33H,2017/7/6 9:10,2017/7/6,11:28,129,42,J10-J10,LL2,,,,33-计划,REG,REG,,PAX,,,0
MU555,,MU555,昆明-加尔,,CCU,I,B6001,A320,2017/7/6 23:35,2017/7/6,2:10,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5472,,MU5471,昆明-重庆-济南,CKG,TNA,D,B6003,A320,2017/7/6 20:50,2017/7/6,22:06,,,,,,,,33-计划,REG,REG,,PAX,,,0
CA416,,CA416,昆明-成都,,CTU,D,B6004,A319,2017/7/6 17:05,2017/7/6,18:11,,,,,,,,33-计划,REG,REG,,PAX,,,0
CA415,,CA415,昆明-仰光,,RGN,I,B6004,A319,2017/7/6 10:45,2017/7/6,,,,J14-J16,,,,,33-计划,REG,REG,,PAX,,,0
MU5454,,MU5453,昆明-武汉-宁波,WUH,NGB,D,B6007,A320,2017/7/6 14:15,2017/7/6,16:06,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5576,,MU5575,昆明-郑州-烟台,CGO,YNT,D,B6008,A320,2017/7/6 18:25,2017/7/6,20:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2591,,MU2177,昆明-普吉,,HKT,I,B6011,A320,2017/7/6 23:00,2017/7/6,1:41,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5470,,MU5469,昆明-南昌,,KHN,D,B6013,A320,2017/7/6 10:50,2017/7/6,12:48,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9979,,8L9948,昆明-深圳,,SZX,D,B6015,B738,2017/7/6 16:20,2017/7/6,18:03,,,,,,,,33-计划,REG,REG,,PAX,,,1
8L9947,,8L9856,昆明-成都,,CTU,D,B6015,B738,2017/7/6 10:25,2017/7/6,11:28,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9885,,8L9656,昆明-徐州,,XUZ,D,B6016,B738,2017/7/6 9:10,2017/7/6,11:41,538,,,A,,,,33-计划,REG,REG,,PAX,,,0
CA1956,,CA1751,昆明-温州,,WNZ,D,B6022,A319,2017/7/6 12:05,2017/7/6,14:33,,,,,,,,33-计划,REG,REG,,PAX,,,1
CA1754,,CA1753,昆明-杭州,,HGH,D,B6032,A319,2017/7/6 19:40,2017/7/6,22:02,,,,,,,,33-计划,REG,REG,,PAX,,,1
CZ6160,,CZ6159,昆明-北京,,PEK,D,B6098,A333,2017/7/6 20:05,2017/7/6,22:58,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3998,,CZ3997,昆明-北京,,PEK,D,B6098,A333,2017/7/6 9:15,2017/7/6,12:09,135,48,,LL7,,,,33-计划,REG,REG,,PAX,,,0
DR6577,,DR6524,昆明-榆林-沈阳,UYN,SHE,D,B6109,B737,2017/7/6 7:15,2017/7/6,9:33,155,17,,A,,,,33-计划,REG,REG,,PAX,,,0
CZ3902,,CZ3901,昆明-北京,,PEK,D,B6111,A333,2017/7/6 13:45,2017/7/6,16:39,135,48,,,,,,33-计划,REG,REG,,PAX,,,0
MU5935,Y,MU2598,昆明-迪庆,,DIG,D,B6141,B737,2017/7/6 18:05,2017/7/6,19:06,312,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5845,,MU5902,昆明-成都,,CTU,D,B6142,B737,2017/7/6 9:00,2017/7/6,10:04,124,39,,F,,,,33-计划,REG,REG,,PAX,,,0
MU5763,,MU5758,昆明-深圳,,SZX,D,B6143,B738,2017/7/6 22:00,2017/7/6,23:44,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5757,,MU2590,昆明-深圳,,SZX,D,B6143,B738,2017/7/6 14:00,2017/7/6,15:47,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2589,,MU5720,昆明-万象,,VTE,I,B6143,B738,2017/7/6 8:05,2017/7/6,9:25,,,J03-J05,G,,,,33-计划,REG,REG,,PAX,,,0
MU9751,,MU714,昆明-北京,,PEK,D,B6145,B738,2017/7/6 14:00,2017/7/6,16:58,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2574,,MU2574,昆明-北京,,PEK,D,B6146,B738,2017/7/6 20:30,2017/7/6,23:29,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2573,,MU2573,昆明-万象,,VTE,I,B6146,B738,2017/7/6 14:30,2017/7/6,15:50,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5741,,MU5852,昆明-广州,,CAN,D,B6147,B738,2017/7/6 13:05,2017/7/6,14:47,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5718,,MU5742,昆明-北京,,PEK,D,B6147,B738,2017/7/6 20:55,2017/7/6,23:52,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5749,,MU5764,昆明-长沙-盐城,HHA,YNZ,D,B6148,B738,2017/7/6 13:15,2017/7/6,14:53,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5725,,MU9738,昆明-乌鲁,,URC,D,B6149,B738,2017/7/6 14:25,2017/7/6,18:31,,,,,,,,33-计划,REG,REG,,PAX,,,0
ZH9412,,ZH9411,昆明-深圳,,SZX,D,B6153,A319,2017/7/6 11:00,2017/7/6,12:46,,,,,,,,33-计划,REG,REG,,PAX,,,0
JD5791,,JD5165,昆明-芒市,,LUM,D,B6178,A319,2017/7/6 11:45,2017/7/6,12:35,,,,,,,,33-计划,REG,REG,,PAX,,,0
JD5166,,JD5792,昆明-丽江,,LJG,D,B6178,A319,2017/7/6 15:50,2017/7/6,16:41,,,,,,,,33-计划,REG,REG,,PAX,,,0
JD5156,,JD5155,昆明-丽江,,LJG,D,B6182,A319,2017/7/6 16:05,2017/7/6,16:58,,,,,,,,33-计划,REG,REG,,PAX,,,0
XXX6186,,B6186,昆明-汕头,,SWA,D,B6186,A318,2017/7/6 18:00,2017/7/6,,544,,,,,,,33-计划,REG,REG,,SPE,,,0
CZ3482,,CZ3482,昆明-广州,,CAN,D,B6195,A319,2017/7/6 14:10,2017/7/6,15:51,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3481,,CZ3481,昆明-大理,,DLU,D,B6195,A319,2017/7/6 10:30,2017/7/6,11:07,,,,,10:30,,,32-准时,REG,REG,,PAX,,,0
8L9637,,8L9644,昆明-苏梅岛,,USM,I,B6198,A319,2017/7/6 12:30,2017/7/6,14:55,,,K07-K09,,,,,33-计划,REG,REG,,PAX,,,0
8L9914,,8L9638,昆明-版纳,,JHG,D,B6198,A319,2017/7/6 22:55,2017/7/6,23:41,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9643,,8L9972,昆明-芒市,,LUM,D,B6198,A319,2017/7/6 7:15,2017/7/6,8:05,161,7,,B,,,,33-计划,REG,REG,,PAX,,,0
CZ3410,,CZ3409,昆明-广州,,CAN,D,B6201,A319,2017/7/6 11:55,2017/7/6,13:35,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9971,,8L9686,昆明-海口,,HAK,D,B6221,A319,2017/7/6 19:00,2017/7/6,20:30,,,,,,,,33-计划,REG,REG,,PAX,,,0
8L9685,,8L9690,昆明-凯里-郑州,KJH,CGO,D,B6221,A319,2017/7/6 7:00,2017/7/6,8:03,537,,,A,,,,33-计划,REG,REG,,PAX,,,0
EU2721,,EU2223,昆明-柳州-厦门,LZH,XMN,D,B6230,A319,2017/7/6 9:20,2017/7/6,10:30,,,,,,,,33-计划,REG,REG,,PAX,,,0
EU2225,,EU2722,昆明-版纳,,JHG,D,B6230,A319,2017/7/6 19:25,2017/7/6,20:12,,,,,,,,33-计划,REG,REG,,PAX,,,0
EU2224,,EU2226,昆明-成都,,CTU,D,B6230,A319,2017/7/6 23:25,2017/7/6,0:28,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU5823,,MU2028,昆明-郑州,,CGO,D,B6249,B738,2017/7/6 17:35,2017/7/6,19:49,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2027,,MU556,昆明-台北,,TPE,R,B6249,B738,2017/7/6 8:15,2017/7/6,12:36,,,J07-J07,G,,,,33-计划,REG,REG,,PAX,,,0
CZ6270,,CZ6269,昆明-西安-哈尔滨,XIY,HRB,D,B6276,A320,2017/7/6 15:50,2017/7/6,17:35,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8865,,3U8958,昆明-宁波,,NGB,D,B6322,A320,2017/7/6 7:20,2017/7/6,9:48,315,,,C,,,,33-计划,REG,REG,,PAX,,,0
3U8637,,3U8866,昆明-广州-岘港,CAN,DAD,M,B6322,A320,2017/7/6 17:05,2017/7/6,18:44,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU556,,MU5455,昆明-杭州,,HGH,D,B6335,A320,2017/7/6 7:05,2017/7/6,9:35,116,26,,E,,,,33-计划,REG,REG,,PAX,,,0
CZ3490,,CZ3489,昆明-广州,,CAN,D,B6342,A321,2017/7/6 22:10,2017/7/6,23:51,,,,,,,,33-计划,REG,REG,,PAX,,,0
ZH9794,,ZH9793,昆明-泉州,,JJN,D,B6351,A320,2017/7/6 13:40,2017/7/6,16:04,,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2208,,MU2207,昆明-西安,,XIY,D,B6376,A320,2017/7/6 18:10,2017/7/6,19:59,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3488,,CZ3488,昆明-广州,,CAN,D,B6408,A319,2017/7/6 20:10,2017/7/6,21:47,,,,,,,,33-计划,REG,REG,,PAX,,,0
CZ3487,,CZ3487,昆明-丽江,,LJG,D,B6408,A319,2017/7/6 16:15,2017/7/6,17:07,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8817,,3U8818,昆明-丽江-拉萨,LJG,LXA,D,B6433,A319,2017/7/6 7:30,2017/7/6,8:19,521L,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8619,,3U8818,昆明-版纳,,JHG,D,B6433,A319,2017/7/6 21:00,2017/7/6,21:45,,,,,,,,33-计划,REG,REG,,PAX,,,0
TV9894,,TV9820,昆明-拉萨,,LXA,D,B6441,A319,2017/7/6 20:15,2017/7/6,22:39,,,,,,,,33-计划,REG,REG,,PAX,,,0
TV9819,,TV9893,昆明-芒市,,LUM,D,B6441,A319,2017/7/6 14:45,2017/7/6,15:35,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8967,,3U8130,昆明-重庆-大连,CKG,DLC,D,B6448,A319,2017/7/6 12:55,2017/7/6,14:05,,,,,,,,33-计划,REG,REG,,PAX,,,0
3U8129,,3U8968,昆明-版纳,,JHG,D,B6448,A319,2017/7/6 9:25,2017/7/6,10:09,522R,,,,,,,33-计划,REG,REG,,PAX,,,0
MU2756,,MU2756,昆明-南京,,NKG,D,B6456,A319,2017/7/6 10:40,2017/7/6,12:59,,,,,,,,33-计划,REG,REG,,PAX,,,0
