昆明机场飞行动态,,,,,
,,,,,2017年06月20日
145,CA1402,B1418,昆明/2020,/,天津
146,CA1403,B1761,北京/0630,/,昆明
147,CA1404,B1761,昆明/1140,/,北京
148,CA1467,B5509,天津/1240,/,昆明
149,CA1468,B5509,昆明/1720,/,天津
150,CA1481,,运城/1120,/,昆明
151,CA1482,,昆明/1450,/,运城
152,CA1487,B5227,达县/1215,/,昆明
153,CA1488,B5227,昆明/1510,/,达县
154,CA1751,B6032,杭州/0715,/,昆明
155,CA1752,B6676,昆明/1230,/,杭州
156,CA1753,B6745,杭州/1455,/,昆明
157,CA1754,B6745,昆明/1940,/,杭州
158,CA1937,B6918,上海/1555,/,昆明
159,CA1938,B6918,昆明/2100,/,上海
160,CA1955,B6676,温州/0800,/,昆明
161,CA1956,B6032,昆明/1210,/,温州
162,CA1987,B8493,温州/1730,/,昆明
163,CA1988,B8493,昆明/2205,/,温州
164,CA415,,昆明/0800,/,仰光
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
165,CA415,B6478,成都/0815,昆明/1050,仰光
166,CA416,,仰光/0800,/,昆明
167,CA416,B6478,仰光/1400,昆明/1720,成都
168,CA4171,B6828,昆明/0725,/,北京
169,CA4172,B6828,北京/1155,/,昆明
170,CA4173,B6828,昆明/1645,/,北京
171,CA4174,B6828,北京/2120,/,昆明
172,CA4175,B6847,昆明/0710,/,沈阳
173,CA4176,B6847,沈阳/1130,/,昆明
174,CA4275,B8338,昆明/1545,/,哈尔滨
175,CA4276,B8338,哈尔滨/0925,/,昆明
176,CA4413,B1686,成都/1115,/,昆明
177,CA4414,B1686,昆明/1355,/,成都
178,CA4417,B9926,成都/2105,/,昆明
179,CA4418,B9925,昆明/0850,/,成都
180,CA4459,B8490,成都/2155,/,昆明
181,CA4460,B6847,昆明/1825,/,成都
182,CA8929,,郑州/1100,/,昆明
183,CA8930,,昆明/1450,/,郑州
184,CF9017,B2835,昆明/0005,/,南京
185,CF9018,B2824,南京/0600,/,昆明
186,CZ3247,B5769,桂林/1220,/,昆明
187,CZ3248,B5769,昆明/1500,/,桂林
188,CZ3407,B1700,广州/1355,/,昆明
189,CZ3408,B1700,昆明/1735,/,广州
190,CZ3409,B1781,广州/0820,/,昆明
191,CZ3410,B1781,昆明/1155,/,广州
192,CZ3415,B5113,广州/1135,/,昆明
193,CZ3416,B5113,昆明/1700,/,广州
194,CZ3420,B6283,昆明/0735,/,广州
195,CZ3431,B6651,海口/0805,/,昆明
196,CZ3432,B6651,昆明/1055,/,海口
197,CZ3451,B2391,深圳/1345,昆明/1720,丽江
198,CZ3452,B2391,丽江/1915,昆明/2120,深圳
199,CZ3459,B2350,深圳/0800,/,昆明
200,CZ3460,B2350,昆明/1135,/,深圳
201,CZ3467,B6946,长沙/1825,/,昆明
202,CZ3468,B6946,昆明/2130,/,长沙
203,CZ3481,B6202,广州/0700,昆明/1030,大理
204,CZ3482,B6202,大理/1210,昆明/1410,广州
205,CZ3487,B6040,广州/1235,昆明/1615,丽江
206,CZ3488,B6040,丽江/1805,昆明/2010,广州
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
207,CZ3489,B6685,广州/1830,/,昆明
208,CZ3490,B6685,昆明/2210,/,广州
209,CZ3491,B2620,郑州/0755,昆明/1135,版纳
210,CZ3492,B2620,版纳/1325,昆明/1530,郑州
211,CZ3495,B5233,郑州/1355,/,昆明
212,CZ3496,B5233,昆明/1740,/,郑州
213,CZ3541,B1737,昆明/0755,/,武汉
214,CZ3542,B1921,武汉/2155,/,昆明
215,CZ3677,B9930,上海/0740,/,昆明
216,CZ3678,B9930,昆明/1205,/,上海
217,CZ3747,B5740,珠海/1840,/,昆明
218,CZ3748,B5740,昆明/2140,/,珠海
219,CZ3857,B5837,汕头/0840,/,昆明
220,CZ3858,B5837,昆明/1215,/,汕头
221,CZ3863,B5719,南宁/1835,/,昆明
222,CZ3864,B5719,昆明/2110,/,南宁
223,CZ3901,B6098,北京/0905,/,昆明
224,CZ3902,B6098,昆明/1345,/,北京
225,CZ3997,B6098,北京/1930,/,昆明
226,CZ3998,B6111,昆明/0915,/,北京
227,CZ6159,B9959,北京/1450,/,昆明
228,CZ6160,B9959,昆明/2005,/,北京
229,CZ6269,B8847,西安/1230,/,昆明
230,CZ6270,B8847,昆明/1550,/,西安
231,CZ6293,B1828,太原/1350,/,昆明
232,CZ6294,B1828,昆明/1750,/,太原
233,CZ6369,B2916,郑州/1300,昆明/1650,版纳
234,CZ6370,B2916,版纳/1855,昆明/2100,郑州
235,CZ6403,B6739,重庆/1305,/,昆明
236,CZ6404,B6739,昆明/1550,/,重庆
237,CZ6415,B6679,西安/1650,/,昆明
238,CZ6416,B6679,昆明/2105,/,西安
239,CZ6425,B1651,武汉/1040,/,昆明
240,CZ6426,B1651,昆明/1355,/,武汉
241,CZ6459,B2280,重庆/1320,/,昆明
242,CZ6460,B2280,昆明/1610,/,重庆
243,CZ6597,B8676,三亚/1750,/,昆明
244,CZ6598,B8676,昆明/2105,/,三亚
245,CZ6601,B2622,郑州/1820,/,昆明
246,CZ6602,B2622,昆明/2210,/,郑州
247,CZ6799,B8849,上海/1450,/,昆明
248,CZ6800,B8849,昆明/1945,/,上海
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
249,CZ6923,B1690,深圳/1840,/,昆明
250,CZ6924,B1690,昆明/2220,/,深圳
251,CZ6949,B1952,重庆/1505,/,昆明
252,CZ6950,B1952,昆明/1745,/,重庆
253,CZ6977,B5191,武汉/1920,/,昆明
254,CZ6978,B5191,昆明/2230,/,武汉
255,CZ8509,B6678,青岛/1945,/,昆明
256,DR5315,B7088,昆明/0725,/,长治
257,DR5316,B7088,长治/1440,/,昆明
258,DR6501,B6109,昆明/1310,/,芒市
259,DR6502,B6109,芒市/1455,/,昆明
260,DR6503,B6109,昆明/1700,/,芒市
261,DR6504,B6109,芒市/1840,/,昆明
262,DR6505,B7088,昆明/1830,/,芒市
263,DR6506,B7088,芒市/2025,/,昆明
264,DR6507,B6109,昆明/0910,/,芒市
265,DR6508,B6109,芒市/1050,/,昆明
266,DR6509,B5829,昆明/0840,/,版纳
267,DR6510,B5829,版纳/1035,/,昆明
268,DR6511,B7088,昆明/2240,/,版纳
269,DR6512,B7088,版纳/0030,/,昆明
270,DR6515,B1960,昆明/1330,/,襄阳
271,DR6521,B7866,昆明/0700,/,成都
272,DR6522,B7866,成都/2250,/,昆明
273,DR6523,B5811,昆明/1710,/,丽江
274,DR6524,B5811,丽江/2255,/,昆明
275,DR6529,B5830,昆明/0735,/,太原
276,DR6530,B5830,太原/1455,/,昆明
277,DR6533,B7867,昆明/0720,/,武汉
278,DR6534,B7867,武汉/2145,/,昆明
279,DR6537,B5830,昆明/1855,/,兰州
280,DR6538,B5830,兰州/2205,/,昆明
281,DR6557,B1595,昆明/1155,/,呼和
282,DR6558,B1595,呼和/2200,/,昆明
283,DR6559,B5829,昆明/1240,/,太原
284,DR6560,B5829,太原/2240,/,昆明
285,DR6569,B1960,昆明/0720,/,北海
286,DR6570,B1960,北海/0945,/,昆明
287,DR6577,B6110,昆明/0715,/,榆林
288,DR6578,B5812,榆林/1910,/,昆明
289,DR6579,B6109,昆明/2040,/,芒市
290,DR6580,B5811,芒市/1350,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
291,DR6591,B1593,昆明/0635,/,西安
292,DR6592,B1593,西安/2215,/,昆明
293,EU2223,B8610,成都/0635,/,昆明
294,EU2224,B8610,昆明/2325,/,成都
295,EU2225,B8610,昆明/1925,/,版纳
296,EU2226,B8610,版纳/2115,/,昆明
297,EU2721,B8610,昆明/0920,/,柳州
298,EU2722,B8610,柳州/1655,/,昆明
299,FD582,,廊曼/0900,/,昆明
300,FD583,,昆明/1320,/,廊曼
301,FM9397,B1742,长沙/1250,/,昆明
302,FM9398,B1742,昆明/1610,/,长沙
303,FM9429,B1900,衡阳/1420,/,昆明
304,FM9430,B1900,昆明/1725,/,衡阳
305,FM9451,B2570,上海/0900,/,昆明
306,FM9452,B2570,昆明/1350,/,上海
307,FM9453,B5261,上海/0815,昆明/1255,版纳
308,FM9454,B5261,版纳/1445,昆明/1640,上海
309,FM9539,B5142,温州/0740,/,昆明
310,FM9540,B5142,昆明/1200,/,温州
311,FM9541,B5132,郑州/0750,/,昆明
312,FM9542,B5132,昆明/1150,/,郑州
313,FU6509,B7105,福州/1815,/,昆明
314,FU6510,B7105,昆明/2225,/,福州
315,GJ8661,B8243,贵阳/2320,/,昆明
316,GJ8662,B1867,昆明/0730,/,贵阳
317,GJ8871,B1869,昆明/0810,/,临沂
318,GJ8872,B1869,临沂/1925,/,昆明
319,GJ8881,B8335,杭州/1710,/,昆明
320,GJ8882,B8335,昆明/2125,/,杭州
321,GS7661,B6903,西安/1925,/,昆明
322,GS7662,B6903,昆明/2250,/,西安
323,GS7855,B8959,天津/0825,/,昆明
324,GS7856,B8959,昆明/1325,/,天津
325,HO1017,B6602,大庸/1640,/,昆明
326,HO1018,B6602,昆明/1955,/,大庸
327,HO1047,B6618,毕节/1745,/,昆明
328,HO1048,B6618,昆明/1955,/,毕节
329,HO1093,B6717,上海/2105,/,昆明
330,HO1094,B8408,昆明/0740,/,上海
331,HO1095,B1871,毕节/1825,/,昆明
332,HO1096,B1871,昆明/2025,/,毕节
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
333,HO1099,B6717,上海/1200,/,昆明
334,HO1100,B6717,昆明/1635,/,上海
335,HO1121,B6670,上海/0835,/,昆明
336,HO1122,B6670,昆明/1255,/,上海
337,HO1651,B8536,南京/2100,/,昆明
338,HO1652,B6298,昆明/0705,/,南京
339,HU7087,B5371,海口/0740,/,昆明
340,HU7088,B5371,昆明/1035,/,海口
341,HU7111,B5979,北京/1540,/,昆明
342,HU7112,B5979,昆明/2025,/,北京
343,HU7163,B1733,深圳/0755,/,昆明
344,HU7164,B1733,昆明/1125,/,深圳
345,HU7311,B6103,北京/2130,/,昆明
346,HU7312,B1503,昆明/0710,/,北京
347,JD5155,B6222,丽江/1405,/,昆明
348,JD5156,B6222,昆明/1605,/,丽江
349,JD5157,B8678,杭州/1000,/,昆明
350,JD5158,B8678,昆明/1430,/,杭州
351,JD5165,B6182,丽江/0940,/,昆明
352,JD5166,B6182,昆明/1550,/,丽江
353,JD5789,B8171,版纳/1005,/,昆明
354,JD5790,B8171,昆明/1220,/,版纳
355,JD5791,B6182,昆明/1145,/,芒市
356,JD5792,B6182,芒市/1340,/,昆明
357,KA760,,香港/1155,/,昆明
358,KA760,,香港/0800,/,昆明
359,KA761,,昆明/0800,/,香港
360,KA761,,昆明/1530,/,香港
361,KE885,,首尔仁川/1830,/,昆明
362,KE886,,昆明/2355,/,首尔仁川
363,KN2381,B1751,石家庄/0645,/,昆明
364,KN2382,B1523,昆明/2055,/,石家庄
365,KN5211,B1523,汉中/1755,/,昆明
366,KN5212,B1751,昆明/1110,/,汉中
367,KY8203,B5673,昆明/1200,/,南京
368,KY8204,B5673,南京/1600,/,昆明
369,KY8205,B2669,昆明/0905,/,济南
370,KY8206,B2669,济南/1955,/,昆明
371,KY8209,B7870,昆明/1255,/,版纳
372,KY8219,B5673,昆明/2125,/,深圳
373,KY8220,B5673,深圳/0830,/,昆明
374,KY8221,B5672,昆明/1725,/,重庆
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
375,KY8222,B5672,重庆/2005,/,昆明
376,KY8233,B6493,昆明/1355,/,太原
377,KY8234,B6492,太原/2000,/,昆明
378,KY8235,B5025,昆明/0815,/,杭州
379,KY8236,B5025,杭州/1215,/,昆明
380,KY8239,B1507,昆明/1620,/,青岛
381,KY8240,B1507,青岛/2050,/,昆明
382,KY8243,B2678,昆明/1815,/,普洱
383,KY8244,B2678,普洱/1950,/,昆明
384,KY8245,B5026,昆明/1500,/,芒市
385,KY8246,B5026,芒市/1645,/,昆明
386,KY8247,B2678,昆明/2155,/,芒市
387,KY8248,B2678,芒市/2345,/,昆明
388,KY8249,B7872,昆明/2010,/,丽江
389,KY8250,B7872,版纳/2335,/,昆明
390,KY8251,B7870,昆明/0755,/,保山
391,KY8252,B7870,保山/0940,/,昆明
392,KY8253,B6491,昆明/0810,/,西安
393,KY8254,B6491,西安/1120,/,昆明
394,KY8257,B1507,昆明/0825,/,郑州
395,KY8258,B1507,郑州/1210,/,昆明
396,KY8265,B5025,昆明/1650,/,杭州
397,KY8266,B5025,杭州/2055,/,昆明
398,KY8269,B2679,昆明/1910,/,丽江
399,KY8270,B2679,版纳/2255,/,昆明
400,KY8273,B5672,昆明/1020,/,武汉
401,KY8274,B5672,武汉/1340,/,昆明
402,KY8281,B6491,昆明/1440,/,上海
403,KY8282,B6491,上海/1915,/,昆明
404,KY8283,B1926,昆明/0740,/,上海
405,KY8284,B1926,上海/1155,/,昆明
406,KY8285,B5672,昆明/2240,/,广州
407,KY8286,B5672,广州/0645,/,昆明
408,KY8295,B7873,昆明/0705,/,重庆
409,KY8296,B7873,重庆/1620,/,昆明
410,KY8297,B6495,昆明/0940,/,石家庄
411,KY8298,B6495,石家庄/2010,/,昆明
412,KY8301,B5026,昆明/1840,/,惠州
413,KY8302,B5026,惠州/2130,/,昆明
414,KY8307,B1926,昆明/1650,/,南昌
415,KY8308,B6493,南昌/0940,/,昆明
416,KY8313,B2679,昆明/0800,/,腾冲
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
417,KY8314,B2679,腾冲/1650,/,昆明
418,KY8316,B7872,腾冲/1805,/,昆明
419,KY8321,B5702,昆明/0815,/,成都
420,KY8322,B5702,成都/1045,/,昆明
421,KY8333,B7089,昆明/0950,/,西安
422,KY8334,B7089,西安/2145,/,昆明
423,KY8337,B2678,昆明/1040,/,临汾
424,KY8338,B2678,临汾/1400,/,昆明
425,KY8339,B5026,昆明/0810,/,运城
426,KY8340,B5026,运城/1115,/,昆明
427,KY8341,B2667,昆明/0915,/,厦门
428,KY8342,B2667,厦门/1915,/,昆明
429,KY8361,B5702,昆明/1410,/,合艾
430,KY8362,B5702,合艾/1850,/,昆明
431,MF8405,B5216,厦门/0805,/,昆明
432,MF8406,B5216,昆明/1150,/,厦门
433,MF8417,B5382,厦门/1200,/,昆明
434,MF8418,B5382,昆明/1540,/,厦门
435,MF8427,B5385,福州/0805,/,昆明
436,MF8428,B5385,昆明/1220,/,福州
437,MF8429,B5601,厦门/2100,/,昆明
438,MF8461,B5603,武汉/1605,/,昆明
439,MF8462,B5603,昆明/1915,/,武汉
440,MF8475,B5385,福州/1555,/,昆明
441,MF8476,B5385,昆明/2015,/,福州
442,MU2027,B1792,昆明/0815,/,台北
443,MU2028,B1792,台北/1230,/,昆明
444,MU2029,B5701,昆明/1445,/,曼德勒
445,MU2030,B5647,曼德勒/1315,/,昆明
446,MU2031,B1907,昆明/1355,/,仰光
447,MU2032,B1907,仰光/1725,/,昆明
448,MU2035,B1790,北京/0755,昆明/1300,达卡
449,MU2036,B1790,达卡/1635,昆明/2030,北京
450,MU2143,B5257,太原/0735,/,昆明
451,MU2144,B5257,昆明/1940,/,太原
452,MU215,B5962,昆明/0910,/,南京
453,MU2181,B9942,西安/0750,/,昆明
454,MU2182,B9942,昆明/1115,/,西安
455,MU2205,B9943,银川/0740,/,昆明
456,MU2206,B9943,昆明/1135,/,银川
457,MU2207,B8977,西安/1445,/,昆明
458,MU2208,B8977,昆明/1810,/,西安
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
459,MU2245,B6693,西宁/1950,/,昆明
460,MU2246,B6693,昆明/2315,/,西宁
461,MU2249,B2209,兰州/0715,/,昆明
462,MU2250,B2209,昆明/1035,/,兰州
463,MU2263,B5756,昆明/0945,/,西安
464,MU2264,B5756,西安/2100,/,昆明
465,MU2359,B6693,西宁/0705,/,昆明
466,MU2360,B6693,昆明/1020,/,西宁
467,MU2485,B1910,武汉/1200,/,昆明
468,MU2486,B1910,昆明/1525,/,武汉
469,MU2493,B5689,武汉/1955,/,昆明
470,MU2494,B5689,昆明/1120,/,武汉
471,MU2495,B5199,成都/0730,/,昆明
472,MU2496,B5199,昆明/1010,/,成都
473,MU2497,B5689,武汉/0755,/,昆明
474,MU2498,B5689,昆明/2320,/,武汉
475,MU2561,B5243,昆明/1405,/,琅勃
476,MU2562,B5243,琅勃/1630,/,昆明
477,MU2567,B5647,广州/0630,昆明/1030,曼德勒
478,MU2568,B5701,曼德勒/1730,昆明/2205,广州
479,MU2571,B6142,昆明/1605,/,加德
480,MU2572,B6142,加德/2020,/,昆明
481,MU2575,B5054,昆明/1505,/,河内
482,MU2576,B5054,河内/1725,/,昆明
483,MU2581,B6149,昆明/1320,/,岘港
484,MU2582,B6149,岘港/1615,/,昆明
485,MU2585,B5815,昆明/1550,/,胡市
486,MU2586,B5815,胡市/2010,/,昆明
487,MU2587,B1789,北京/0855,昆明/1410,奈比多
488,MU2588,B1789,奈比多/1710,昆明/2025,北京
489,MU2589,B1703,昆明/0805,/,万象
490,MU2590,B1703,万象/1050,/,昆明
491,MU2591,B2229,昆明/0120,/,普吉
492,MU2593,B1703,昆明/1430,/,清迈
493,MU2594,B1703,清迈/1730,/,昆明
494,MU2595,B5701,昆明/0630,/,清迈
495,MU2596,B5701,清迈/0930,/,昆明
496,MU2599,B5276,昆明/1620,/,金边
497,MU2600,B5276,金边/2005,/,昆明
498,MU2705,B6463,南京/0730,昆明/1130,丽江
499,MU2706,B6463,丽江/1330,昆明/1535,南京
500,MU2715,B9902,长沙/1345,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
501,MU2716,B9902,昆明/1710,/,长沙
502,MU2725,B6890,南京/1225,/,昆明
503,MU2726,B6890,昆明/0830,/,南京
504,MU2735,B2411,长沙/1635,/,昆明
505,MU2736,B2411,昆明/1935,/,长沙
506,MU2755,B6462,南京/1705,昆明/2105,版纳
507,MU2756,B6472,版纳/0840,昆明/1040,南京
508,MU2765,B6637,南京/1835,/,昆明
509,MU2766,B6637,昆明/0735,/,南京
510,MU2785,B6796,南京/2130,/,昆明
511,MU2786,B6890,昆明/1630,/,南京
512,MU2975,B2412,无锡/1015,/,昆明
513,MU2976,B2412,昆明/1425,/,重庆
514,MU2985,B6872,重庆/1725,/,昆明
515,MU2986,B6872,昆明/2010,/,无锡
516,MU2995,B6893,重庆/2130,/,昆明
517,MU2996,B6872,昆明/0745,/,重庆
518,MU5077,B6832,合肥/1140,昆明/1610,曼谷
519,MU5078,B6832,曼谷/2050,昆明/0055,合肥
520,MU5093,B6873,兰州/1850,昆明/2235,樟宜
521,MU5094,B6873,樟宜/0330,/,昆明
522,MU5145,B1775,太原/1820,/,昆明
523,MU5146,B1722,昆明/2130,/,太原
524,MU5229,B1722,温州/1715,/,昆明
525,MU5230,B1775,昆明/2225,/,温州
526,MU5292,B1773,太原/1210,/,昆明
527,MU5299,B1773,昆明/1615,/,太原
528,MU5327,B2413,九华山/1135,/,昆明
529,MU5328,B2413,昆明/1620,/,九华山
530,MU5329,B1610,合肥/1500,/,昆明
531,MU5330,B1610,昆明/1840,/,合肥
532,MU5437,B6459,南充/1215,/,昆明
533,MU5438,B6459,昆明/1540,/,南充
534,MU5449,B6799,重庆/0650,/,昆明
535,MU5450,B6799,昆明/2215,/,重庆
536,MU5453,B2229,武汉/1050,/,昆明
537,MU5454,B2229,昆明/1415,/,武汉
538,MU5455,B2229,宁波/2000,/,昆明
539,MU5461,B5257,温州/1520,/,昆明
540,MU5462,B5257,昆明/1135,/,温州
541,MU5463,B6799,合肥/1750,/,昆明
542,MU5464,B6799,昆明/0935,/,合肥
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
543,MU5465,B6635,南昌/1240,/,昆明
544,MU5469,B8975,南昌/0720,/,昆明
545,MU5470,B8975,昆明/1050,/,南昌
546,MU5471,B6636,重庆/1750,/,昆明
547,MU5472,B6636,昆明/2050,/,重庆
548,MU5475,B6760,昆明/1200,/,合肥
549,MU5476,B6760,合肥/0755,/,昆明
550,MU5497,B9946,青岛/0710,/,昆明
551,MU5498,B9946,昆明/1155,/,青岛
552,MU5505,B8229,福州/1150,/,昆明
553,MU5532,B6635,昆明/1610,/,南昌
554,MU5547,B6335,景德镇/1355,/,昆明
555,MU5548,B6335,昆明/1725,/,景德镇
556,MU556,B6001,昆明/0705,/,杭州
