昆明机场飞行动态,,,,,
,,,,,2017年07月11日
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
1,3U8107,B6348,昆明/1405,/,常州
2,3U8108,B6348,常州/2235,/,昆明
3,3U8129,B6453,昆明/0925,/,版纳
4,3U8130,B6453,版纳/1115,/,昆明
5,3U8206,B1881,广州/0615,/,昆明
6,3U8215,B1820,昆明/1440,/,郑州
7,3U8216,B1820,郑州/1825,/,昆明
8,3U8221,B6388,昆明/1155,/,南宁
9,3U8222,B6388,南宁/1935,/,昆明
10,3U8227,B1822,昆明/1120,/,南京
11,3U8228,B1822,南京/2255,/,昆明
12,3U8243,B1886,昆明/1515,/,厦门
13,3U8244,B1886,厦门/1915,/,昆明
14,3U8245,B1819,昆明/1755,/,合肥
15,3U8246,B1819,合肥/2140,/,昆明
16,3U8513,B8500,昆明/0715,/,重庆
17,3U8514,B8500,重庆/1545,/,昆明
18,3U8529,B1660,杭州/0900,/,昆明
19,3U8530,B1660,昆明/1305,/,杭州
20,3U8553,B6955,昆明/0845,/,重庆
21,3U8554,B6955,重庆/2235,/,昆明
22,3U8597,B6779,昆明/0745,/,太原
23,3U8598,B6779,太原/1910,/,昆明
24,3U8619,B6175,昆明/2100,/,版纳
25,3U8620,B6173,版纳/2200,/,昆明
26,3U8637,B1881,昆明/1705,/,广州
27,3U8661,B1822,成都/0720,/,昆明
28,3U8662,B6347,昆明/2300,/,成都
29,3U8667,B8500,成都/2125,/,昆明
30,3U8668,B8500,昆明/1820,/,成都
31,3U8669,B6772,昆明/0730,/,成都
32,3U8670,B6772,成都/1710,/,昆明
33,3U8685,B6810,昆明/1600,/,长沙
34,3U8686,B6810,长沙/1235,/,昆明
35,3U8709,B6322,昆明/0850,/,万象
36,3U8710,B6322,万象/1130,/,昆明
37,3U8723,B6388,北京/0720,/,昆明
38,3U8724,B6388,昆明/2150,/,北京
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
39,3U8761,B8329,昆明/1510,/,无锡
40,3U8762,B8329,无锡/1925,/,昆明
41,3U8767,B1819,昆明/0700,/,南宁
42,3U8768,B1819,南宁/1440,/,昆明
43,3U8807,B6347,昆明/0750,/,徐州
44,3U8808,B6347,徐州/1705,/,昆明
45,3U8817,B6175,昆明/0730,/,丽江
46,3U8818,B6175,丽江/1440,/,昆明
47,3U8837,B1821,昆明/1415,/,万州
48,3U8838,B1821,万州/1140,/,昆明
49,3U8865,B1886,昆明/0720,/,宁波
50,3U8866,B1886,宁波/1110,/,昆明
51,3U8917,B1820,昆明/0625,/,厦门
52,3U8918,B1820,厦门/1005,/,昆明
53,3U8947,B8329,昆明/0655,/,济南
54,3U8948,B8329,济南/1050,/,昆明
55,3U8967,B6453,昆明/1310,/,重庆
56,3U8968,B6453,重庆/2355,/,昆明
57,8L9545,B2677,昆明/0710,/,太原
58,8L9546,B2677,太原/1335,/,昆明
59,8L9555,B7990,昆明/2340,/,海口
60,8L9556,B7988,海口/0700,/,昆明
61,8L9557,B6015,昆明/0610,/,锦州
62,8L9558,B6015,锦州/1645,/,昆明
63,8L9583,B6800,昆明/0025,/,马尼拉
64,8L9585,B7167,昆明/0710,/,南宁
65,8L9586,B7167,南宁/2235,/,昆明
66,8L9597,B8445,昆明/1755,/,曼谷
67,8L9598,B8445,曼谷/2200,/,昆明
68,8L9623,B5272,昆明/1045,/,杭州
69,8L9624,B5272,杭州/1445,/,昆明
70,8L9637,B6221,昆明/1230,/,苏梅岛
71,8L9638,B6221,苏梅岛/1640,/,昆明
72,8L9647,B6943,昆明/0710,/,淮安
73,8L9648,B6943,淮安/1515,/,昆明
74,8L9651,B7988,昆明/0950,/,郑州
75,8L9652,B7993,郑州/0705,/,昆明
76,8L9679,B7992,昆明/1640,/,PEN
77,8L9680,B7992,PEN/2020,/,昆明
78,8L9685,B5825,昆明/0700,/,凯里
79,8L9686,B5825,凯里/1505,/,昆明
80,8L9689,B5359,昆明/1855,/,合肥
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
81,8L9690,B5359,合肥/2230,/,昆明
82,8L9697,B7991,昆明/0825,/,普吉
83,8L9698,B7991,普吉/1240,/,昆明
84,8L9711,B5249,昆明/1510,/,桂林
85,8L9712,B5249,桂林/2220,/,昆明
86,8L9747,B5407,昆明/1340,/,CEB
87,8L9748,B5407,CEB/1915,/,昆明
88,8L9801,B8731,昆明/2355,/,丽江
89,8L9802,B5810,丽江/0800,/,昆明
90,8L9803,B5292,昆明/0715,/,丽江
91,8L9804,B5292,丽江/2135,/,昆明
92,8L9827,B5805,昆明/1105,/,泸沽湖
93,8L9828,B5805,泸沽湖/1255,/,昆明
94,8L9849,B5805,昆明/0705,/,迪庆
95,8L9850,B5805,迪庆/0850,/,昆明
96,8L9855,B7989,昆明/1550,/,绵阳
97,8L9856,B7989,绵阳/0705,/,昆明
98,8L9861,B6800,昆明/0650,/,合肥
99,8L9862,B6800,合肥/1015,/,昆明
100,8L9863,B6809,昆明/0700,/,重庆
101,8L9864,B6809,重庆/1550,/,昆明
102,8L9865,B5359,昆明/0710,/,济南
103,8L9866,B5359,济南/1130,/,昆明
104,8L9869,B8732,昆明/1420,/,武汉
105,8L9870,B8732,武汉/2325,/,昆明
106,8L9871,B8446,昆明/1350,/,宜昌
107,8L9872,B8446,宜昌/2230,/,昆明
108,8L9873,B8445,昆明/0700,/,赣州
109,8L9874,B8445,赣州/1425,/,昆明
110,8L9883,B2677,昆明/1800,/,南京
111,8L9884,B2677,南京/2150,/,昆明
112,8L9885,B6016,昆明/0910,/,徐州
113,8L9886,B6016,徐州/2030,/,昆明
114,8L9887,B1587,昆明/0830,/,宜春
115,8L9888,B1587,宜春/1750,/,昆明
116,8L9889,B7991,昆明/1740,/,上海
117,8L9890,B7991,上海/2155,/,昆明
118,8L9891,B7990,昆明/1000,/,武汉
119,8L9892,B7990,武汉/2030,/,昆明
120,8L9893,B5407,昆明/0715,/,珠海
121,8L9894,B5407,珠海/1010,/,昆明
122,8L9897,B6947,昆明/0740,/,温州
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
123,8L9898,B6947,温州/1130,/,昆明
124,8L9903,B5805,版纳/2100,/,昆明
125,8L9904,B5805,昆明/1510,/,版纳
126,8L9905,B5272,版纳/0700,/,昆明
127,8L9906,B5292,昆明/2345,/,版纳
128,8L9913,B6221,版纳/0050,/,昆明
129,8L9914,B6221,昆明/2255,/,版纳
130,8L9915,B8446,版纳/0840,/,昆明
131,8L9916,B8446,昆明/0700,/,版纳
132,8L9931,B5825,昆明/1730,/,芒市
133,8L9932,B5249,芒市/1245,/,昆明
134,8L9941,B6198,昆明/0650,/,大理
135,8L9942,B6198,大理/1705,/,昆明
136,8L9945,B5805,昆明/2355,/,成都
137,8L9946,B1563,成都/2350,/,昆明
138,8L9947,B7989,昆明/1025,/,成都
139,8L9948,B7989,成都/1310,/,昆明
140,8L9955,B1587,昆明/2200,/,郑州
141,8L9956,B1586,郑州/1405,/,昆明
142,8L9957,B8732,昆明/0710,/,武汉
143,8L9958,B8732,武汉/1020,/,昆明
144,8L9965,B5971,昆明/1030,/,三亚
145,8L9966,B5971,三亚/1420,/,昆明
146,8L9971,B6198,昆明/1900,/,海口
147,8L9972,B6198,海口/2145,/,昆明
148,8L9973,B5732,昆明/0705,/,郑州
149,8L9974,B1798,郑州/2300,/,昆明
150,8L9979,B6800,昆明/1620,/,深圳
151,8L9980,B6800,深圳/1955,/,昆明
152,8L9983,B6809,昆明/1930,/,西安
153,8L9984,B6809,西安/2255,/,昆明
154,8L9985,B6947,昆明/1540,/,太原
155,8L9986,B6947,太原/2245,/,昆明
156,8L9988,B8731,北京/0620,/,昆明
157,8L9991,B7993,昆明/1045,/,兰州
158,8L9992,B7993,兰州/2310,/,昆明
159,8L9993,B6015,昆明/2155,/,西安
160,8L9994,B7990,西安/0625,/,昆明
161,8L9995,B7992,昆明/0640,/,银川
162,8L9996,B7992,银川/1005,/,昆明
163,9C8595,B6310,绵阳/1755,/,昆明
164,9C8596,B6310,昆明/2035,/,绵阳
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
165,9C8729,B8580,扬州泰州/1405,/,昆明
166,9C8730,B8580,昆明/1755,/,扬州泰州
167,9C8823,B6645,遵义/1415,/,昆明
168,9C8824,B6645,昆明/1635,/,遵义
169,9C8827,B8012,芷江/0945,/,昆明
170,9C8828,B8012,昆明/1215,/,芷江
171,9C8829,B9928,常德/1630,/,昆明
172,9C8830,B9928,昆明/1935,/,常德
173,9C8937,B6972,石家庄/1035,/,昆明
174,9C8938,B6972,昆明/1450,/,石家庄
175,A67105,B8285,昆明/1825,/,南昌
176,A67106,B8285,南昌/1445,/,昆明
177,A67119,B8318,昆明/0940,/,南京
178,A67120,B8318,南京/2200,/,昆明
179,AK101,,VMKK/1305,/,昆明
180,AK102,,昆明/1740,/,吉隆坡
181,B7289,,高雄/0735,/,昆明
182,B7290,,昆明/1210,/,高雄
183,BK2743,B5562,昆明/1425,/,版纳
184,BK2744,B5562,版纳/1615,/,昆明
185,BK2797,B1963,长沙/0705,/,昆明
186,BK2798,B1963,昆明/1810,/,长沙
187,BK2845,B1963,昆明/1025,/,合肥
188,BK2846,B1963,合肥/1410,/,昆明
189,BK2897,B5562,天津/0945,/,昆明
190,BK2898,B5562,昆明/1820,/,天津
191,CA1401,B7182,天津/1530,/,昆明
192,CA1402,B7182,昆明/2020,/,天津
193,CA1403,B5328,北京/0630,/,昆明
194,CA1404,B5328,昆明/1140,/,北京
195,CA1467,,天津/1240,/,昆明
196,CA1481,,运城/1120,/,昆明
197,CA1482,,昆明/1450,/,运城
198,CA1487,B5228,达县/1215,/,昆明
199,CA1488,B5228,昆明/1510,/,达县
200,CA1751,B6731,杭州/0715,/,昆明
201,CA1752,B6677,昆明/1230,/,杭州
202,CA1753,B6032,杭州/1455,/,昆明
203,CA1754,B6032,昆明/1940,/,杭州
204,CA1937,B6882,上海/1555,/,昆明
205,CA1938,B6882,昆明/2100,/,上海
206,CA1955,B6677,温州/0800,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
207,CA1956,B6731,昆明/1210,/,温州
208,CA1987,B8337,温州/1730,/,昆明
209,CA1988,B8337,昆明/2205,/,温州
210,CA415,B6038,成都/0815,昆明/1050,仰光
211,CA415,,昆明/0800,/,仰光
212,CA416,B6038,仰光/1400,昆明/1720,成都
213,CA416,,仰光/0800,/,昆明
214,CA4171,B1686,昆明/0725,/,北京
215,CA4172,B1686,北京/1155,/,昆明
216,CA4173,B1686,昆明/1645,/,北京
217,CA4174,B1686,北京/2120,/,昆明
218,CA4175,B6847,昆明/0710,/,沈阳
219,CA4176,B6847,沈阳/1130,/,昆明
220,CA4275,B6915,昆明/1545,/,哈尔滨
221,CA4276,B6915,哈尔滨/0925,/,昆明
222,CA4413,B8491,成都/1115,/,昆明
223,CA4414,B8491,昆明/1355,/,成都
224,CA4417,B8490,成都/2105,/,昆明
225,CA4418,B6828,昆明/0850,/,成都
226,CA4459,B6916,成都/2155,/,昆明
227,CA4460,B6847,昆明/1825,/,成都
228,CA8929,,郑州/1100,/,昆明
229,CA8930,,昆明/1450,/,郑州
230,CF9017,B2824,昆明/0005,/,南京
231,CF9018,B2827,南京/0600,/,昆明
232,CZ3247,B5247,桂林/1220,/,昆明
233,CZ3248,B5247,昆明/1810,/,桂林
234,CZ3407,B6622,广州/1355,/,昆明
235,CZ3408,B6622,昆明/1735,/,广州
236,CZ3409,B6685,广州/0820,/,昆明
237,CZ3410,B6685,昆明/1155,/,广州
238,CZ3415,B1737,广州/1135,/,昆明
239,CZ3416,B1737,昆明/1510,/,广州
240,CZ3419,B6292,广州/2215,/,昆明
241,CZ3420,B6283,昆明/0735,/,广州
242,CZ3431,B1696,海口/0805,/,昆明
243,CZ3432,B1696,昆明/1055,/,海口
244,CZ3451,B2395,深圳/1345,昆明/1720,丽江
245,CZ3452,B2395,丽江/1915,昆明/2120,深圳
246,CZ3459,B6630,深圳/0800,/,昆明
247,CZ3460,B6630,昆明/1135,/,深圳
248,CZ3467,B6293,长沙/1825,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
249,CZ3468,B6293,昆明/2130,/,长沙
250,CZ3469,B5069,武汉/1350,/,昆明
251,CZ3470,B5069,昆明/1715,/,武汉
252,CZ3481,B6208,广州/0700,昆明/1030,大理
253,CZ3482,B6208,大理/1210,昆明/1410,广州
254,CZ3487,B6020,广州/1235,昆明/1615,丽江
255,CZ3488,B6020,丽江/1805,昆明/2010,广州
256,CZ3489,B6683,广州/1830,/,昆明
257,CZ3490,B6683,昆明/2210,/,广州
258,CZ3491,B2916,郑州/0755,昆明/1135,版纳
259,CZ3492,B2916,版纳/1325,昆明/1530,郑州
260,CZ3495,B5232,郑州/1355,/,昆明
261,CZ3496,B5232,昆明/1740,/,郑州
262,CZ3541,B5020,昆明/0745,/,武汉
263,CZ3542,B1925,武汉/2155,/,昆明
264,CZ3677,B6702,上海/0740,/,昆明
265,CZ3678,B6702,昆明/1205,/,上海
266,CZ3747,B5743,珠海/2001,/,昆明
267,CZ3748,B5743,昆明/2140,/,珠海
268,CZ3863,B5640,南宁/1835,/,昆明
269,CZ3864,B5640,昆明/2110,/,南宁
270,CZ3901,B6111,北京/0905,/,昆明
271,CZ3902,B6111,昆明/1345,/,北京
272,CZ3997,B6111,北京/1930,/,昆明
273,CZ3998,B6098,昆明/0915,/,北京
274,CZ6159,B6098,北京/1450,/,昆明
275,CZ6160,B6098,昆明/2005,/,北京
276,CZ6269,B6276,西安/1230,/,昆明
277,CZ6270,B6276,昆明/1550,/,西安
278,CZ6293,B9916,太原/1350,/,昆明
279,CZ6294,B9916,昆明/1750,/,太原
280,CZ6369,B2622,郑州/1300,昆明/1650,版纳
281,CZ6370,B2622,版纳/1855,昆明/2100,郑州
282,CZ6403,B6782,重庆/1305,/,昆明
283,CZ6404,B6782,昆明/1550,/,重庆
284,CZ6415,B6739,西安/1650,/,昆明
285,CZ6416,B6739,昆明/2005,/,西安
286,CZ6425,B9958,武汉/1040,/,昆明
287,CZ6426,B9958,昆明/1355,/,武汉
288,CZ6459,B9915,重庆/1320,/,昆明
289,CZ6460,B9915,昆明/1610,/,重庆
290,CZ6597,B8676,三亚/1750,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
291,CZ6598,B8676,昆明/2105,/,三亚
292,CZ6601,B5238,郑州/1820,/,昆明
293,CZ6602,B5238,昆明/2210,/,郑州
294,CZ6799,B8869,上海/1450,/,昆明
295,CZ6800,B8869,昆明/1945,/,上海
296,CZ6923,B1845,深圳/1840,/,昆明
