昆明机场飞行动态,,,,,
,,,,,2017年06月24日
242,CZ3541,B1921,昆明/0755,/,武汉
243,CZ3677,B6702,上海/0740,/,昆明
244,CZ3678,B6702,昆明/1205,/,上海
245,CZ3747,B5676,珠海/1840,/,昆明
246,CZ3748,B5676,昆明/2140,/,珠海
247,CZ3857,B5157,汕头/0840,/,昆明
248,CZ3858,B5157,昆明/1215,/,汕头
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
249,CZ3863,B5157,南宁/1835,/,昆明
250,CZ3864,B5157,昆明/2110,/,南宁
251,CZ3901,B5967,北京/0905,/,昆明
252,CZ3902,B5967,昆明/1345,/,北京
253,CZ3997,B6111,北京/1930,/,昆明
254,CZ6159,B6578,北京/1510,/,昆明
255,CZ6160,B6578,昆明/2005,/,北京
256,CZ6269,B8847,西安/1230,/,昆明
257,CZ6270,B8847,昆明/1550,/,西安
258,CZ6293,B1829,太原/1350,/,昆明
259,CZ6294,B1829,昆明/1750,/,太原
260,CZ6347,B2297,昆明/1925,/,丽江
261,CZ6369,B2916,郑州/1300,昆明/1650,版纳
262,CZ6370,B2916,版纳/1855,昆明/2100,郑州
263,CZ6403,B1803,重庆/1305,/,昆明
264,CZ6404,B1803,昆明/1550,/,重庆
265,CZ6415,B6679,西安/1650,/,昆明
266,CZ6416,B6679,昆明/2005,/,西安
267,CZ6425,B1828,武汉/1040,/,昆明
268,CZ6426,B1828,昆明/1355,/,武汉
269,CZ6459,B1606,重庆/1320,/,昆明
270,CZ6460,B1606,昆明/1700,/,重庆
271,CZ6597,B6397,三亚/1750,/,昆明
272,CZ6598,B6397,昆明/2105,/,三亚
273,CZ6601,B5233,郑州/1820,/,昆明
274,CZ6602,B5233,昆明/2210,/,郑州
275,CZ6799,B8848,上海/1450,/,昆明
276,CZ6800,B8848,昆明/1945,/,上海
277,CZ6923,B6355,深圳/1840,/,昆明
278,CZ6924,B6355,昆明/2220,/,深圳
279,CZ6949,B1952,重庆/1505,/,昆明
280,CZ6950,B1952,昆明/1745,/,重庆
281,CZ6977,B2917,武汉/1825,/,昆明
282,CZ6978,B2917,昆明/2150,/,武汉
283,CZ8509,B6583,青岛/1945,/,昆明
284,CZ8510,B6897,昆明/0810,/,青岛
285,DR6501,B6110,昆明/1310,/,芒市
286,DR6502,B6110,芒市/1455,/,昆明
287,DR6503,B6109,昆明/1700,/,芒市
288,DR6504,B6109,芒市/1840,/,昆明
289,DR6505,B5830,昆明/1830,/,芒市
290,DR6506,B5830,芒市/2025,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
291,DR6507,B6110,昆明/0910,/,芒市
292,DR6508,B6110,芒市/1050,/,昆明
293,DR6509,B7088,昆明/0840,/,版纳
294,DR6510,B7088,版纳/1035,/,昆明
295,DR6511,B5830,昆明/2240,/,版纳
296,DR6512,B5830,版纳/0030,/,昆明
297,DR6515,B7088,昆明/1330,/,襄阳
298,DR6516,B7088,襄阳/2230,/,昆明
299,DR6521,B1595,昆明/0700,/,成都
300,DR6522,B1595,成都/2250,/,昆明
301,DR6523,B6110,昆明/1710,/,丽江
302,DR6524,B6110,丽江/2255,/,昆明
303,DR6529,B5829,昆明/0735,/,太原
304,DR6530,B5829,太原/1455,/,昆明
305,DR6533,B7867,昆明/0720,/,武汉
306,DR6534,B7865,武汉/2145,/,昆明
307,DR6537,B1597,昆明/1855,/,兰州
308,DR6538,B1597,兰州/2205,/,昆明
309,DR6557,B7866,昆明/1155,/,呼和
310,DR6558,B7866,呼和/2200,/,昆明
311,DR6559,B1593,昆明/1240,/,太原
312,DR6560,B1593,太原/2240,/,昆明
313,DR6569,B1593,昆明/0720,/,北海
314,DR6570,B1593,北海/0945,/,昆明
315,DR6578,B5812,榆林/1910,/,昆明
316,DR6579,B6109,昆明/2040,/,芒市
317,DR6580,B6109,芒市/1350,/,昆明
318,EU2223,B8608,成都/0635,/,昆明
319,EU2224,B8608,昆明/2325,/,成都
320,EU2225,B8608,昆明/1925,/,版纳
321,EU2226,B8608,版纳/2115,/,昆明
322,EU2721,B8608,昆明/0920,/,柳州
323,EU2722,B8608,柳州/1655,/,昆明
324,FD582,,廊曼/0900,/,昆明
325,FD583,,昆明/1320,/,廊曼
326,FM9397,B6866,长沙/1250,/,昆明
327,FM9398,B6866,昆明/1610,/,长沙
328,FM9429,B1720,衡阳/1420,/,昆明
329,FM9430,B1720,昆明/1725,/,衡阳
330,FM9451,B2570,上海/0900,/,昆明
331,FM9452,B2570,昆明/1350,/,上海
332,FM9453,B5261,上海/0815,昆明/1300,版纳
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
333,FM9454,B5261,版纳/1445,昆明/1650,上海
334,FM9539,B2688,温州/0740,/,昆明
335,FM9540,B2688,昆明/1200,/,温州
336,FM9541,B5320,郑州/0750,/,昆明
337,FM9542,B5320,昆明/1150,/,郑州
338,FU6509,B1559,福州/1815,/,昆明
339,FU6510,B1559,昆明/2225,/,福州
340,G52627,B7691,南阳/1545,/,昆明
341,G52628,B7691,昆明/1905,/,南阳
342,GJ8661,B8983,贵阳/2320,/,昆明
343,GJ8662,B1868,昆明/0730,/,贵阳
344,GJ8871,B1676,昆明/0810,/,临沂
345,GJ8872,B1676,临沂/1925,/,昆明
346,GJ8881,B8335,杭州/1710,/,昆明
347,GJ8882,B8335,昆明/2125,/,杭州
348,GX8981,B3179,南宁/0830,/,昆明
349,GX8982,B3179,昆明/1100,/,南宁
350,HO1019,B6602,大庸/1650,/,昆明
351,HO1020,B6602,昆明/1945,/,大庸
352,HO1091,B1870,上海/1610,/,昆明
353,HO1092,B1870,昆明/2025,/,上海
354,HO1093,B8236,上海/2105,/,昆明
355,HO1094,B6735,昆明/0740,/,上海
356,HO1095,B8235,毕节/1640,/,昆明
357,HO1096,B8235,昆明/1840,/,毕节
358,HO1099,B8236,上海/1200,/,昆明
359,HO1100,B8236,昆明/1635,/,上海
360,HO1121,B8538,上海/0835,/,昆明
361,HO1122,B8538,昆明/1255,/,上海
362,HU7087,B7399,海口/0740,/,昆明
363,HU7088,B7399,昆明/1035,/,海口
364,HU7111,B5955,北京/1540,/,昆明
365,HU7112,B5955,昆明/2025,/,北京
366,HU7163,B5481,深圳/0755,/,昆明
367,HU7164,B5481,昆明/1125,/,深圳
368,HU7311,B1997,北京/2130,/,昆明
369,JD5155,B1621,丽江/1405,/,昆明
370,JD5156,B1621,昆明/1605,/,丽江
371,JD5165,B6179,丽江/0940,/,昆明
372,JD5166,B6179,昆明/1550,/,丽江
373,JD5789,B8171,版纳/1005,/,昆明
374,JD5790,B8171,昆明/1220,/,版纳
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
375,JD5791,B6179,昆明/1145,/,芒市
376,JD5792,B6179,芒市/1340,/,昆明
377,KA760,,香港/1155,/,昆明
378,KA760,,香港/0800,/,昆明
379,KA761,,昆明/1530,/,香港
380,KA761,,昆明/0800,/,香港
381,KE885,,首尔仁川/1830,/,昆明
382,KE886,,昆明/2355,/,首尔仁川
383,KY8205,B5025,昆明/0905,/,济南
384,KY8206,B5025,济南/1955,/,昆明
385,KY8209,B7872,昆明/1255,/,版纳
386,KY8210,B7872,版纳/2220,/,昆明
387,KY8221,B6492,昆明/1725,/,重庆
388,KY8222,B6492,重庆/2005,/,昆明
389,KY8231,B7870,昆明/1640,/,丽江
390,KY8232,B7870,丽江/2345,/,昆明
391,KY8233,B6493,昆明/1355,/,太原
392,KY8234,B5672,太原/2000,/,昆明
393,KY8239,B7089,昆明/1620,/,青岛
394,KY8240,B7089,青岛/2050,/,昆明
395,KY8243,B2678,昆明/1815,/,普洱
396,KY8244,B2678,普洱/1950,/,昆明
397,KY8245,B2679,昆明/1500,/,芒市
398,KY8246,B2679,芒市/1645,/,昆明
399,KY8247,B2678,昆明/2155,/,芒市
400,KY8248,B2678,芒市/2345,/,昆明
401,KY8249,B7871,昆明/2010,/,丽江
402,KY8250,B7871,版纳/2335,/,昆明
403,KY8251,B7872,昆明/0755,/,保山
404,KY8252,B7872,保山/0940,/,昆明
405,KY8253,B6495,昆明/0810,/,西安
406,KY8254,B6495,西安/1120,/,昆明
407,KY8255,B7870,昆明/0850,/,临沧
408,KY8256,B7870,临沧/1055,/,昆明
409,KY8257,B1991,昆明/0825,/,郑州
410,KY8266,B2669,杭州/2055,/,昆明
411,KY8269,B5026,昆明/1910,/,丽江
412,KY8270,B5026,版纳/2255,/,昆明
413,KY8273,B6492,昆明/1020,/,武汉
414,KY8274,B6492,武汉/1340,/,昆明
415,KY8281,B6495,昆明/1440,/,上海
416,KY8282,B6495,上海/1915,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
417,KY8283,B7089,昆明/0740,/,上海
418,KY8284,B7089,上海/1155,/,昆明
419,KY8285,B6492,昆明/2240,/,广州
420,KY8286,B6492,广州/0645,/,昆明
421,KY8295,B6491,昆明/0705,/,重庆
422,KY8296,B6491,重庆/1620,/,昆明
423,KY8297,B1926,昆明/0940,/,石家庄
424,KY8298,B1926,石家庄/2010,/,昆明
425,KY8301,B2679,昆明/1840,/,惠州
426,KY8302,B2679,惠州/2130,/,昆明
427,KY8308,B6493,南昌/0940,/,昆明
428,KY8313,B5026,昆明/0800,/,腾冲
429,KY8314,B5026,腾冲/1650,/,昆明
430,KY8315,B7871,昆明/0720,/,腾冲
431,KY8316,B7871,腾冲/1805,/,昆明
432,KY8321,B1507,昆明/0815,/,成都
433,KY8322,B1507,成都/1045,/,昆明
434,KY8333,B7873,昆明/0950,/,西安
435,KY8334,B7873,西安/2145,/,昆明
436,KY8337,B5702,昆明/1040,/,临汾
437,KY8338,B5702,临汾/1400,/,昆明
438,KY8339,B2678,昆明/0810,/,运城
439,KY8340,B2678,运城/1115,/,昆明
440,KY8341,B5673,昆明/0915,/,厦门
441,KY8342,B5673,厦门/1915,/,昆明
442,KY8361,B1507,昆明/1410,/,合艾
443,KY8362,B1507,合艾/1850,/,昆明
444,MF8417,B5319,厦门/1200,/,昆明
445,MF8418,B5319,昆明/1540,/,厦门
446,MF8427,B5846,福州/0805,/,昆明
447,MF8428,B5846,昆明/1220,/,福州
448,MF8429,B5309,厦门/2100,/,昆明
449,MF8430,B5385,昆明/0805,/,厦门
450,MF8461,B5303,武汉/1555,/,昆明
451,MF8462,B5303,昆明/1915,/,武汉
452,MF8475,B5382,福州/1555,/,昆明
453,MF8476,B5552,昆明/2015,/,福州
454,MF8641,B5552,珠海/1705,/,昆明
455,MF8642,B5382,昆明/2010,/,珠海
456,MU2027,B6146,昆明/0815,/,台北
457,MU2028,B6146,台北/1230,/,昆明
458,MU2029,B5515,昆明/1445,/,曼德勒
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
459,MU2030,B5795,曼德勒/1315,/,昆明
460,MU2031,B1908,昆明/1355,/,仰光
461,MU2032,B1908,仰光/1725,/,昆明
462,MU2035,B6143,北京/0755,昆明/1300,达卡
463,MU2036,B6143,达卡/1635,昆明/2030,北京
464,MU2143,B5257,太原/0735,/,昆明
465,MU2144,B5257,昆明/1940,/,太原
466,MU2181,B6375,西安/0750,/,昆明
467,MU2182,B6375,昆明/1115,/,西安
468,MU2185,B1641,银川/1515,/,昆明
469,MU2186,B1641,昆明/1905,/,银川
470,MU2205,B1641,银川/0740,/,昆明
471,MU2206,B1641,昆明/1135,/,银川
472,MU2207,B1838,西安/1445,/,昆明
473,MU2208,B1838,昆明/1810,/,西安
474,MU2245,B6693,西宁/1950,/,昆明
475,MU2246,B6693,昆明/2315,/,西宁
476,MU2249,B2209,兰州/0715,/,昆明
477,MU2250,B2209,昆明/1035,/,兰州
478,MU2263,B7170,昆明/0945,/,西安
479,MU2264,B7170,西安/2100,/,昆明
480,MU2359,B6693,西宁/0705,/,昆明
481,MU2360,B6693,昆明/1020,/,西宁
482,MU2361,B9905,西安/1815,/,昆明
483,MU2362,B9905,昆明/2130,/,西安
484,MU2485,B5689,武汉/1200,/,昆明
485,MU2486,B5689,昆明/1525,/,武汉
486,MU2493,B1537,武汉/1955,/,昆明
487,MU2494,B1537,昆明/1120,/,武汉
488,MU2495,B5779,成都/0730,/,昆明
489,MU2496,B5779,昆明/1010,/,成都
490,MU2497,B1537,武汉/0755,/,昆明
491,MU2498,B1537,昆明/2320,/,武汉
492,MU2561,B5225,昆明/1405,/,琅勃
493,MU2562,B5225,琅勃/1630,/,昆明
494,MU2567,B5795,广州/0630,昆明/1030,曼德勒
495,MU2568,B5515,曼德勒/1730,昆明/2205,广州
496,MU2571,B5821,昆明/1605,/,加德
497,MU2572,B5807,加德/2020,/,昆明
498,MU2573,B6249,昆明/1430,/,万象
499,MU2574,B6249,万象/1715,昆明/2030,北京
500,MU2575,B5816,昆明/1505,/,河内
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
501,MU2576,B5816,河内/1725,/,昆明
502,MU2581,B1907,昆明/1320,/,岘港
503,MU2582,B1907,岘港/1615,/,昆明
504,MU2585,B5270,昆明/1550,/,胡市
505,MU2586,B5270,胡市/2010,/,昆明
506,MU2587,B1789,北京/0855,昆明/1410,奈比多
507,MU2588,B1789,奈比多/1710,昆明/2025,北京
508,MU2589,B6147,昆明/0805,/,万象
509,MU2590,B6147,万象/1050,/,昆明
510,MU2591,B1860,昆明/0120,/,普吉
511,MU2593,B6148,昆明/1430,/,清迈
512,MU2594,B6148,清迈/1730,/,昆明
513,MU2595,B5515,昆明/0630,/,清迈
514,MU2596,B5515,清迈/0930,/,昆明
515,MU2599,B5820,昆明/1620,/,金边
516,MU2600,B5820,金边/2005,/,昆明
517,MU2705,B6456,南京/0730,昆明/1130,丽江
518,MU2706,B6456,丽江/1330,昆明/1535,南京
519,MU2715,B6637,长沙/1345,/,昆明
520,MU2716,B6637,昆明/1700,/,长沙
521,MU2725,B6756,南京/1225,/,昆明
522,MU2726,B6756,昆明/0830,/,南京
523,MU2735,B9950,长沙/1635,/,昆明
524,MU2736,B9950,昆明/1935,/,长沙
525,MU2745,B2410,长沙/1750,/,昆明
526,MU2746,B2410,昆明/2110,/,长沙
527,MU2755,B6463,南京/1705,昆明/2105,版纳
528,MU2756,B8017,版纳/0840,昆明/1040,南京
529,MU2765,B1636,南京/1835,/,昆明
530,MU2766,B1636,昆明/0735,/,南京
531,MU2785,B6756,南京/2130,/,昆明
532,MU2786,B6756,昆明/1630,/,南京
533,MU2975,B6638,无锡/1015,/,昆明
534,MU2976,B6638,昆明/1425,/,重庆
535,MU2985,B6893,重庆/1725,/,昆明
536,MU2986,B6893,昆明/2010,/,无锡
537,MU2995,B8496,重庆/2130,/,昆明
538,MU2996,B6893,昆明/0745,/,重庆
539,MU5077,B6558,合肥/1140,昆明/1610,曼谷
540,MU5078,B6558,曼谷/2050,昆明/0055,合肥
541,MU5094,B1612,昆明/0855,/,兰州
542,MU5145,B1981,太原/1820,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
543,MU5146,B1775,昆明/2130,/,太原
544,MU5229,B1775,温州/1715,/,昆明
545,MU5230,B1981,昆明/2225,/,温州
546,MU5292,B5492,太原/1210,/,昆明
547,MU5299,B5492,昆明/1615,/,太原
548,MU5327,B2207,九华山/1135,/,昆明
549,MU5328,B2207,昆明/1620,/,九华山
550,MU5329,B6802,合肥/1500,/,昆明
551,MU5330,B6802,昆明/1840,/,合肥
552,MU5437,B6470,南充/1215,/,昆明
553,MU5438,B6470,昆明/1540,/,南充
554,MU5449,B6832,重庆/0650,/,昆明
555,MU5450,B6832,昆明/2205,/,重庆
556,MU5455,B1860,宁波/2000,/,昆明
557,MU5456,B1836,昆明/0930,/,宁波
