昆明机场飞行动态,,,,,
,,,,,2017年06月23日
40,3U8854,B6590,徐州/1205,/,昆明
41,3U8865,B6778,昆明/0720,/,宁波
42,3U8866,B6778,宁波/1110,/,昆明
43,3U8901,B6323,昆明/1710,/,珠海
44,3U8902,B6323,珠海/1945,/,昆明
45,3U8917,B6321,昆明/0625,/,厦门
46,3U8918,B6321,厦门/1005,/,昆明
47,3U8929,B6956,昆明/0805,/,长沙
48,3U8930,B6956,长沙/1855,/,昆明
49,3U8947,B8499,昆明/0655,/,济南
50,3U8948,B8499,济南/1050,/,昆明
51,3U8957,B6732,昆明/1520,/,台北
52,3U8958,B6732,台北/1910,/,昆明
53,3U8967,B6448,昆明/1255,/,重庆
54,3U8968,B6448,重庆/2355,/,昆明
55,8L9503,B5971,昆明/1040,/,莫斯科
56,8L9504,B5971,莫斯科/2205,/,昆明
57,8L9519,B5810,昆明/1220,/,芒市
58,8L9520,B5810,芒市/1355,/,昆明
59,8L9555,B5732,昆明/2310,/,海口
60,8L9556,B5409,海口/0700,/,昆明
61,8L9584,B7167,马尼拉/0440,/,昆明
62,8L9595,B8446,昆明/0900,/,吉隆坡
63,8L9596,B8446,吉隆坡/1335,/,昆明
64,8L9597,B6800,昆明/2350,/,曼谷
65,8L9623,B6015,昆明/1045,/,杭州
66,8L9624,B6015,杭州/1445,/,昆明
67,8L9647,B6959,昆明/0710,/,淮安
68,8L9648,B6959,淮安/1650,/,昆明
69,8L9651,B5409,昆明/0950,/,郑州
70,8L9652,B7991,郑州/0705,/,昆明
71,8L9655,B7988,昆明/0610,/,忻州
72,8L9656,B7988,忻州/1805,/,昆明
73,8L9689,B5292,昆明/1345,/,合肥
74,8L9690,B5292,合肥/1945,/,昆明
75,8L9801,B5292,昆明/2355,/,丽江
76,8L9802,B6198,丽江/0715,/,昆明
77,8L9805,B6943,昆明/1400,/,丽江
78,8L9806,B5292,丽江/1130,/,昆明
79,8L9841,B6198,昆明/0925,/,普洱
80,8L9842,B6198,普洱/1105,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
81,8L9849,B5805,昆明/0705,/,迪庆
82,8L9850,B5805,迪庆/0905,/,昆明
83,8L9855,B6809,昆明/1550,/,绵阳
84,8L9856,B1586,绵阳/0740,/,昆明
85,8L9857,B6198,昆明/1350,/,腾冲
86,8L9858,B6198,腾冲/1650,/,昆明
87,8L9861,B5359,昆明/0730,/,合肥
88,8L9862,B5359,合肥/1100,/,昆明
89,8L9863,B2677,昆明/0700,/,重庆
90,8L9864,B2677,重庆/1550,/,昆明
91,8L9865,B1825,昆明/0710,/,济南
92,8L9866,B1825,济南/1130,/,昆明
93,8L9869,B7991,昆明/1420,/,武汉
94,8L9870,B7991,武汉/2325,/,昆明
95,8L9873,B6800,昆明/0700,/,赣州
96,8L9874,B6800,赣州/1425,/,昆明
97,8L9875,B5805,昆明/1720,/,厦门
98,8L9876,B5805,厦门/2115,/,昆明
99,8L9883,B1586,昆明/1800,/,南京
100,8L9884,B1586,南京/2150,/,昆明
101,8L9887,B7990,昆明/0830,/,宜春
102,8L9891,B5407,昆明/0950,/,武汉
103,8L9892,B5407,武汉/2030,/,昆明
104,8L9897,B5359,昆明/1655,/,温州
105,8L9898,B5359,温州/2110,/,昆明
106,8L9903,B5249,版纳/2100,/,昆明
107,8L9904,B5249,昆明/1510,/,版纳
108,8L9905,B5810,版纳/0650,/,昆明
109,8L9906,B5810,昆明/2305,/,版纳
110,8L9909,B1565,版纳/1030,/,昆明
111,8L9910,B1565,昆明/0850,/,版纳
112,8L9911,B6221,版纳/0025,/,昆明
113,8L9912,B6221,昆明/2240,/,版纳
114,8L9913,B6198,版纳/2155,/,昆明
115,8L9914,B6198,昆明/2000,/,版纳
116,8L9921,B5805,昆明/1105,/,沧源
117,8L9922,B5805,沧源/1250,/,昆明
118,8L9923,B1565,昆明/1305,/,保山
119,8L9924,B1565,保山/2145,/,昆明
120,8L9941,B6221,昆明/0650,/,大理
121,8L9942,B6221,大理/1655,/,昆明
122,8L9945,B1565,昆明/2355,/,成都
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
123,8L9946,B1563,成都/2350,/,昆明
124,8L9947,B1586,昆明/1025,/,成都
125,8L9948,B1586,成都/1310,/,昆明
126,8L9955,B6015,昆明/2200,/,郑州
127,8L9956,B1798,郑州/1410,/,昆明
128,8L9959,B5732,昆明/0725,/,安庆
129,8L9960,B5732,安庆/1540,/,昆明
130,8L9965,B6943,昆明/0715,/,三亚
131,8L9966,B6943,三亚/1030,/,昆明
132,8L9971,B2677,昆明/1845,/,海口
133,8L9972,B2677,海口/2145,/,昆明
134,8L9973,B7993,昆明/0705,/,郑州
135,8L9974,B7992,郑州/2230,/,昆明
136,8L9975,B8446,昆明/1900,/,广州
137,8L9976,B8446,广州/2230,/,昆明
138,8L9979,B5449,昆明/1620,/,深圳
139,8L9980,B5449,深圳/1955,/,昆明
140,8L9983,B1798,昆明/1930,/,西安
141,8L9984,B1798,西安/2255,/,昆明
142,8L9985,B8445,昆明/1530,/,太原
143,8L9986,B8445,太原/2245,/,昆明
144,8L9991,B7167,昆明/1215,/,兰州
145,8L9992,B7167,兰州/2310,/,昆明
146,8L9993,B7990,昆明/2155,/,西安
147,8L9994,B6015,西安/0625,/,昆明
148,8L9998,B5823,兰州/2225,/,昆明
149,9C8823,B9986,遵义/1415,/,昆明
150,9C8824,B9986,昆明/1635,/,遵义
151,9C8937,B6840,石家庄/1035,/,昆明
152,9C8938,B6840,昆明/1450,/,石家庄
153,9C8953,B8873,上海/0725,/,昆明
154,9C8954,B8873,昆明/1245,/,上海
155,9C8961,B6708,黔江/1625,/,昆明
156,9C8962,B6708,昆明/1910,/,黔江
157,A67105,B8285,昆明/0940,/,南昌
158,A67106,B8318,南昌/1445,/,昆明
159,A67107,B8318,昆明/1825,/,郑州
160,A67108,B8318,郑州/2245,/,昆明
161,A67113,B8432,昆明/0725,/,临沂
162,A67114,B8432,临沂/2015,/,昆明
163,AK101,,VMKK/1305,/,昆明
164,AK102,,昆明/1740,/,吉隆坡
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
165,B7289,,高雄/0735,/,昆明
166,B7290,,昆明/1210,/,高雄
167,BK2715,B1732,昆明/1010,/,南京
168,BK2716,B1732,南京/1400,/,昆明
169,BK2743,B5573,昆明/1425,/,版纳
170,BK2744,B5573,版纳/1615,/,昆明
171,BK2797,B1732,长沙/0705,/,昆明
172,BK2798,B1732,昆明/1810,/,长沙
173,BK2897,B5573,天津/0945,/,昆明
174,BK2898,B5573,昆明/1820,/,天津
175,CA1401,B1418,天津/1530,/,昆明
176,CA1402,B1418,昆明/2020,/,天津
177,CA1403,B5328,北京/0630,/,昆明
178,CA1404,B5328,昆明/1140,/,北京
179,CA1467,,天津/1240,/,昆明
180,CA1468,,昆明/1720,/,天津
181,CA1481,B5228,运城/1120,/,昆明
182,CA1482,B5228,昆明/1450,/,运城
183,CA1487,B5213,达县/1215,/,昆明
184,CA1488,B5213,昆明/1510,/,达县
185,CA1751,B6032,杭州/0715,/,昆明
186,CA1752,B6773,昆明/1230,/,杭州
187,CA1753,B6733,杭州/1455,/,昆明
188,CA1754,B6733,昆明/1940,/,杭州
189,CA1937,B6882,上海/1555,/,昆明
190,CA1938,B6882,昆明/2100,/,上海
191,CA1955,B6773,温州/0800,/,昆明
192,CA1956,B6032,昆明/1210,/,温州
193,CA1987,B8337,温州/1730,/,昆明
194,CA1988,B8337,昆明/2205,/,温州
195,CA415,,昆明/0800,/,仰光
196,CA415,B6038,成都/0815,昆明/1050,仰光
197,CA416,B6038,仰光/1400,昆明/1720,成都
198,CA416,,仰光/0800,/,昆明
199,CA4171,B8490,昆明/0725,/,北京
200,CA4172,B8490,北京/1155,/,昆明
201,CA4173,B8490,昆明/1645,/,北京
202,CA4174,B8490,北京/2120,/,昆明
203,CA4175,B9923,昆明/0710,/,沈阳
204,CA4176,B9923,沈阳/1130,/,昆明
205,CA4275,B9926,昆明/1545,/,哈尔滨
206,CA4276,B9926,哈尔滨/0925,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
207,CA4413,B8491,成都/1115,/,昆明
208,CA4414,B8491,昆明/1355,/,成都
209,CA4417,B1852,成都/2105,/,昆明
210,CA4418,B8745,昆明/0850,/,成都
211,CA4459,B6822,成都/2155,/,昆明
212,CA4460,B9923,昆明/1825,/,成都
213,CA8929,,郑州/1100,/,昆明
214,CA8930,,昆明/1450,/,郑州
215,CF9017,B2835,昆明/0005,/,南京
216,CF9018,B2824,南京/0600,/,昆明
217,CZ3247,B5356,桂林/1220,/,昆明
218,CZ3248,B5356,昆明/1500,/,桂林
219,CZ3409,B6532,广州/0820,/,昆明
220,CZ3410,B6532,昆明/1155,/,广州
221,CZ3415,B5113,广州/1135,/,昆明
222,CZ3416,B5113,昆明/1500,/,广州
223,CZ3419,B6202,广州/2125,/,昆明
224,CZ3420,B6622,昆明/0735,/,广州
225,CZ3431,B8548,海口/0805,/,昆明
226,CZ3432,B8548,昆明/1055,/,海口
227,CZ3449,B2408,广州/1510,/,昆明
228,CZ3450,B2408,昆明/1845,/,广州
229,CZ3451,B2351,深圳/1345,昆明/1720,丽江
230,CZ3452,B2351,丽江/1915,昆明/2120,深圳
231,CZ3459,B2392,深圳/0800,/,昆明
232,CZ3460,B2392,昆明/1135,/,深圳
233,CZ3467,B6281,长沙/1825,/,昆明
234,CZ3468,B6281,昆明/2130,/,长沙
235,CZ3481,B6195,广州/0700,昆明/1030,大理
236,CZ3482,B6195,大理/1210,昆明/1410,广州
237,CZ3487,B6020,广州/1235,昆明/1615,丽江
238,CZ3488,B6020,丽江/1805,昆明/2010,广州
239,CZ3489,B2353,广州/1830,/,昆明
240,CZ3490,B2353,昆明/2210,/,广州
241,CZ3491,B2916,郑州/0755,昆明/1135,版纳
242,CZ3492,B2916,版纳/1325,昆明/1530,郑州
243,CZ3495,B2622,郑州/1355,/,昆明
244,CZ3496,B2622,昆明/1740,/,郑州
245,CZ3541,B5020,昆明/0755,/,武汉
246,CZ3542,B1921,武汉/2155,昆明/0250,昆明
247,CZ3677,B8869,上海/0740,/,昆明
248,CZ3678,B8869,昆明/1205,/,上海
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
249,CZ3747,B1776,珠海/1840,/,昆明
250,CZ3748,B1776,昆明/2140,/,珠海
251,CZ3857,B5157,汕头/0840,/,昆明
252,CZ3858,B5157,昆明/1215,/,汕头
253,CZ3863,B5746,南宁/1835,/,昆明
254,CZ3864,B5746,昆明/2110,/,南宁
255,CZ3901,B6098,北京/0905,/,昆明
256,CZ3902,B6098,昆明/1345,/,北京
257,CZ6269,B8847,西安/1230,/,昆明
258,CZ6270,B8847,昆明/1550,/,西安
259,CZ6369,B2620,郑州/1300,昆明/1650,版纳
260,CZ6370,B2620,版纳/1855,昆明/2100,郑州
261,CZ6403,B6739,重庆/1305,/,昆明
262,CZ6404,B6739,昆明/1550,/,重庆
263,CZ6415,B9931,西安/1650,/,昆明
264,CZ6416,B9931,昆明/2005,/,西安
265,CZ6425,B1829,武汉/1040,/,昆明
266,CZ6426,B1829,昆明/1355,/,武汉
267,CZ6427,B9911,长沙/1440,/,昆明
268,CZ6428,B9911,昆明/1915,/,长沙
269,CZ6459,B2418,重庆/1320,/,昆明
270,CZ6460,B2418,昆明/1610,/,重庆
271,CZ6561,B5742,义乌/1630,/,昆明
272,CZ6562,B5742,昆明/2035,/,义乌
273,CZ6597,B8675,三亚/1750,/,昆明
274,CZ6598,B8675,昆明/2105,/,三亚
275,CZ6601,B5233,郑州/1820,/,昆明
276,CZ6602,B5233,昆明/2210,/,郑州
277,CZ6799,B8848,上海/1450,/,昆明
278,CZ6800,B8848,昆明/1945,/,上海
279,CZ6949,B1736,重庆/1505,/,昆明
280,CZ6950,B1736,昆明/1745,/,重庆
281,CZ6977,B2917,武汉/1925,/,昆明
282,CZ6978,B2917,昆明/2235,/,武汉
283,CZ8509,B6897,青岛/1945,/,昆明
284,CZ8510,B1652,昆明/0810,/,青岛
285,DR5340,B7866,兰州/2140,/,昆明
286,DR6501,B6109,昆明/1310,/,芒市
287,DR6502,B6109,芒市/1455,/,昆明
288,DR6503,B6109,昆明/1700,/,芒市
289,DR6504,B6109,芒市/1840,/,昆明
290,DR6505,B5830,昆明/1830,/,芒市
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
291,DR6506,B5830,芒市/2025,/,昆明
292,DR6507,B6109,昆明/0910,/,芒市
293,DR6508,B6109,芒市/1055,/,昆明
294,DR6509,B5829,昆明/0840,/,版纳
295,DR6510,B5829,版纳/1035,/,昆明
296,DR6511,B5830,昆明/2240,/,版纳
297,DR6512,B5830,版纳/0030,/,昆明
298,DR6515,B5829,昆明/1330,/,襄阳
299,DR6516,B5829,襄阳/2230,/,昆明
300,DR6521,B1595,昆明/0700,/,成都
301,DR6522,B1595,成都/2250,/,昆明
302,DR6523,B5811,昆明/1710,/,丽江
303,DR6524,B5811,丽江/2255,/,昆明
304,DR6533,B7866,昆明/0720,/,武汉
305,DR6561,B1593,昆明/1155,/,青岛
306,DR6562,B1593,青岛/2205,/,昆明
307,DR6569,B7867,昆明/0720,/,北海
308,DR6570,B7867,北海/0945,/,昆明
309,DR6577,B5812,昆明/0715,/,榆林
310,DR6578,B6110,榆林/1910,/,昆明
311,DR6579,B6109,昆明/2040,/,芒市
312,DR6580,B5811,芒市/1350,/,昆明
313,DR6591,B7088,昆明/0635,/,西安
314,DR6592,B7088,西安/2215,/,昆明
315,EU2223,B6229,成都/0635,/,昆明
316,EU2224,B6229,昆明/2325,/,成都
317,EU2225,B6229,昆明/1925,/,版纳
318,EU2226,B6229,版纳/2115,/,昆明
319,EU2721,B6229,昆明/0920,/,柳州
320,EU2722,B6229,柳州/1655,/,昆明
321,FD582,,廊曼/0900,/,昆明
322,FD583,,昆明/1320,/,廊曼
323,FM9397,B1740,长沙/1250,/,昆明
324,FM9398,B1740,昆明/1610,/,长沙
325,FM9429,B1968,衡阳/1420,/,昆明
326,FM9430,B1968,昆明/1725,/,衡阳
327,FM9451,B2563,上海/0900,/,昆明
328,FM9452,B2563,昆明/1350,/,上海
329,FM9453,B5261,上海/0815,昆明/1300,版纳
330,FM9454,B5261,版纳/1445,昆明/1640,上海
331,FM9539,B5145,温州/0740,/,昆明
332,FM9540,B5145,昆明/1200,/,温州
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
333,FM9541,B5320,郑州/0750,/,昆明
334,FM9542,B5320,昆明/1150,/,郑州
335,FU6509,B1433,福州/1815,/,昆明
336,FU6510,B1433,昆明/2225,/,福州
337,GJ8661,B1676,贵阳/2320,/,昆明
338,GJ8662,B8145,昆明/0730,/,贵阳
339,GJ8689,B1868,昆明/0805,/,徐州
340,GJ8690,B1868,徐州/1940,/,昆明
341,GJ8837,B1673,珠海/1150,/,昆明
342,GJ8838,B1673,昆明/1805,/,珠海
343,GS7653,B8062,西安/0805,/,昆明
344,GS7654,B8062,昆明/1140,/,西安
345,GS7661,B1618,西安/1925,/,昆明
346,GS7662,B1618,昆明/2250,/,西安
347,GS7855,B8659,天津/0825,/,昆明
348,GS7856,B8659,昆明/1325,/,天津
349,GS7857,B9948,西安/1040,/,昆明
350,GS7858,B9948,昆明/1405,/,西安
351,GS7875,B8959,西安/1640,/,昆明
352,GS7876,B8959,昆明/1950,/,西安
353,HO1019,B6572,大庸/1650,/,昆明
354,HO1020,B6572,昆明/1945,/,大庸
355,HO1093,B6735,上海/2105,/,昆明
356,HO1094,B6948,昆明/0740,/,上海
357,HO1095,B6860,毕节/1640,/,昆明
358,HO1096,B6860,昆明/1840,/,毕节
359,HO1099,B6735,上海/1200,/,昆明
360,HO1100,B6735,昆明/1635,/,上海
361,HO1121,B8235,上海/0835,/,昆明
362,HO1122,B8235,昆明/1255,/,上海
363,HO1681,B6963,毕节/1255,/,昆明
364,HO1682,B6963,昆明/1505,/,毕节
365,HU7087,B5428,海口/0740,/,昆明
366,HU7088,B5428,昆明/1035,/,海口
367,HU7089,B7377,海口/1940,/,昆明
368,HU7090,B7377,昆明/2240,/,海口
369,HU7111,B2730,北京/1540,/,昆明
370,HU7112,B2730,昆明/2025,/,北京
371,HU7163,B1735,深圳/0755,/,昆明
372,HU7164,B1735,昆明/1125,/,深圳
373,HU7211,B5478,北京/0810,/,昆明
374,HU7212,B5478,昆明/1255,/,北京
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
375,HU7235,B5338,广州/1600,/,昆明
376,HU7236,B5338,昆明/1930,/,广州
377,HU7311,B2647,北京/2130,/,昆明
378,HU7312,B7378,昆明/0710,/,北京
379,JD5155,B6401,丽江/1405,/,昆明
380,JD5156,B6401,昆明/1605,/,丽江
381,JD5157,B8019,杭州/0955,/,昆明
382,JD5158,B8019,昆明/1430,/,杭州
383,JD5165,B6245,丽江/0940,/,昆明
384,JD5166,B6245,昆明/1550,/,丽江
385,JD5789,B1621,版纳/1005,/,昆明
386,JD5790,B1621,昆明/1220,/,版纳
387,JD5791,B6245,昆明/1145,/,芒市
388,JD5792,B6245,芒市/1340,/,昆明
389,KA760,,香港/1155,/,昆明
390,KA760,,香港/0800,/,昆明
391,KA761,,昆明/1530,/,香港
392,KA761,,昆明/0800,/,香港
393,KE885,,首尔仁川/1830,/,昆明
394,KE886,,昆明/2355,/,首尔仁川
395,KN2381,B1990,石家庄/0650,/,昆明
396,KN2382,B1523,昆明/2055,/,石家庄
397,KN5211,B1523,汉中/1755,/,昆明
398,KN5212,B1990,昆明/1110,/,汉中
399,KY8203,B5673,昆明/1200,/,南京
400,KY8204,B5673,南京/1600,/,昆明
401,KY8205,B2669,昆明/0905,/,济南
402,KY8206,B2669,济南/1955,/,昆明
403,KY8209,B7872,昆明/1255,/,版纳
404,KY8210,B7872,版纳/2220,/,昆明
405,KY8219,B2667,昆明/2125,/,深圳
406,KY8220,B5673,深圳/0830,/,昆明
407,KY8221,B6492,昆明/1725,/,重庆
408,KY8222,B6492,重庆/2005,/,昆明
409,KY8229,B2679,昆明/0800,/,腾冲
410,KY8230,B2679,腾冲/1620,/,昆明
411,KY8231,B7871,昆明/1640,/,丽江
412,KY8232,B7871,丽江/2345,/,昆明
413,KY8233,B5672,昆明/1355,/,太原
414,KY8234,B6495,太原/2000,/,昆明
415,KY8235,B5025,昆明/0815,/,杭州
416,KY8236,B5025,杭州/1215,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
417,KY8239,B6491,昆明/1620,/,青岛
418,KY8240,B6491,青岛/2050,/,昆明
419,KY8243,B5026,昆明/1815,/,普洱
420,KY8244,B5026,普洱/1950,/,昆明
421,KY8245,B5026,昆明/1310,/,芒市
422,KY8246,B5026,芒市/1450,/,昆明
423,KY8247,B5026,昆明/2155,/,芒市
424,KY8248,B5026,芒市/2345,/,昆明
425,KY8249,B7870,昆明/2010,/,丽江
426,KY8250,B7870,版纳/2335,/,昆明
427,KY8251,B7872,昆明/0800,/,保山
428,KY8252,B7872,保山/0940,/,昆明
429,KY8253,B1991,昆明/0810,/,西安
430,KY8254,B1991,西安/1120,/,昆明
431,KY8255,B7871,昆明/0900,/,临沧
432,KY8256,B7871,临沧/1055,/,昆明
433,KY8257,B1507,昆明/0825,/,郑州
434,KY8258,B1507,郑州/1210,/,昆明
435,KY8261,B5702,昆明/0700,/,重庆
436,KY8262,B5702,重庆/1610,/,昆明
437,KY8265,B5025,昆明/1650,/,杭州
438,KY8266,B5025,杭州/2055,/,昆明
439,KY8269,B2678,昆明/1910,/,丽江
440,KY8270,B2678,版纳/2255,/,昆明
441,KY8273,B6492,昆明/1020,/,武汉
442,KY8274,B6492,武汉/1340,/,昆明
443,KY8275,B6493,昆明/1410,/,济南
444,KY8276,B6493,济南/1905,/,昆明
445,KY8281,B1991,昆明/1440,/,上海
446,KY8282,B1991,上海/1915,/,昆明
447,KY8283,B6491,昆明/0740,/,上海
448,KY8284,B6491,上海/1155,/,昆明
449,KY8285,B6492,昆明/2240,/,广州
450,KY8286,B6492,广州/0645,/,昆明
451,KY8295,B7873,昆明/0705,/,重庆
452,KY8296,B7873,重庆/1620,/,昆明
453,KY8297,B1926,昆明/0940,/,石家庄
454,KY8298,B1926,石家庄/2010,/,昆明
455,KY8301,B2679,昆明/1840,/,惠州
456,KY8302,B2679,惠州/2130,/,昆明
457,KY8307,B1507,昆明/1650,/,南昌
458,KY8308,B6493,南昌/0940,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
459,KY8313,B2678,昆明/0800,/,腾冲
460,KY8314,B2678,腾冲/1650,/,昆明
461,KY8315,B7870,昆明/0720,/,腾冲
462,KY8316,B7870,腾冲/1805,/,昆明
463,KY8321,B5672,昆明/0815,/,成都
464,KY8322,B5672,成都/1045,/,昆明
465,KY8333,B7089,昆明/1000,/,西安
466,KY8334,B7089,西安/2145,/,昆明
467,KY8341,B2667,昆明/0915,/,厦门
468,KY8342,B2667,厦门/1915,/,昆明
469,MF8405,B5152,厦门/0805,/,昆明
470,MF8406,B5152,昆明/1150,/,厦门
471,MF8417,B5319,厦门/1200,/,昆明
472,MF8418,B5319,昆明/1540,/,厦门
473,MF8427,B5847,福州/0805,/,昆明
474,MF8428,B5847,昆明/1220,/,福州
475,MF8429,B5551,厦门/2100,/,昆明
476,MF8430,B5319,昆明/0805,/,厦门
477,MF8461,B6889,武汉/1555,/,昆明
478,MF8462,B6889,昆明/1915,/,武汉
479,MF8475,B5385,福州/1555,/,昆明
480,MF8476,B1971,昆明/2015,/,福州
481,MF8641,B1971,珠海/1705,/,昆明
482,MF8642,B5551,昆明/2010,/,珠海
483,MU2029,B5795,昆明/1445,/,曼德勒
484,MU2030,B7170,曼德勒/1315,/,昆明
485,MU2031,B5756,昆明/1355,/,仰光
486,MU2032,B5756,仰光/1725,/,昆明
487,MU2035,B1789,北京/0755,昆明/1300,达卡
488,MU2036,B1789,达卡/1635,昆明/2040,北京
489,MU2143,B5257,太原/0735,/,昆明
490,MU2144,B5257,昆明/1940,/,太原
491,MU216,B5962,南京/1630,/,昆明
492,MU2181,B8977,西安/0750,/,昆明
493,MU2182,B8977,昆明/1115,/,西安
494,MU2185,B9921,银川/1505,/,昆明
495,MU2186,B9921,昆明/1850,/,银川
496,MU2205,B9921,银川/0740,/,昆明
497,MU2206,B9921,昆明/1135,/,银川
498,MU2207,B1858,西安/1445,/,昆明
499,MU2208,B1858,昆明/1810,/,西安
500,MU2245,B2356,西宁/1950,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
501,MU2246,B2356,昆明/2315,/,西宁
502,MU2249,B6871,兰州/0715,/,昆明
503,MU2250,B6871,昆明/1035,/,兰州
504,MU2263,B5527,昆明/0945,/,西安
505,MU2264,B5527,西安/2100,/,昆明
506,MU2359,B6693,西宁/0705,/,昆明
507,MU2360,B6693,昆明/1020,/,西宁
508,MU2361,B1858,西安/1815,/,昆明
509,MU2362,B1858,昆明/2130,/,西安
510,MU2433,B2333,宜昌/1700,/,昆明
511,MU2434,B2333,昆明/2020,/,宜昌
512,MU2485,B1537,武汉/1200,/,昆明
513,MU2486,B1537,昆明/1525,/,武汉
514,MU2493,B7376,武汉/1955,/,昆明
515,MU2494,B7376,昆明/1120,/,武汉
516,MU2495,B5779,成都/0755,/,昆明
517,MU2496,B5779,昆明/1035,/,成都
518,MU2497,B7376,武汉/0755,/,昆明
519,MU2498,B7376,昆明/2320,/,武汉
520,MU2567,B7170,广州/0630,昆明/1030,曼德勒
521,MU2568,B5795,曼德勒/1730,昆明/2205,广州
522,MU2571,B5821,昆明/1605,/,加德
523,MU2572,B5821,加德/2020,/,昆明
524,MU2573,B1703,北京/0910,昆明/1430,万象
525,MU2574,B1789,万象/1715,昆明/2030,北京
526,MU2589,B6143,昆明/0805,/,万象
527,MU2590,B6143,万象/1050,/,昆明
528,MU2592,B6333,普吉/0530,/,昆明
529,MU2593,B1791,昆明/1430,/,清迈
530,MU2594,B1791,清迈/1730,/,昆明
531,MU2595,B5795,昆明/0630,/,清迈
532,MU2596,B5795,清迈/0930,/,昆明
533,MU2597,B6148,昆明/1440,/,清莱
534,MU2598,B6148,清莱/1735,/,昆明
535,MU2705,B6456,南京/0730,昆明/1130,丽江
536,MU2706,B6456,丽江/1330,昆明/1535,南京
537,MU2715,B9970,长沙/1345,/,昆明
538,MU2716,B9970,昆明/1655,/,长沙
539,MU2725,B1635,南京/1225,/,昆明
540,MU2726,B8498,昆明/0830,/,南京
541,MU2735,B6671,长沙/1635,/,昆明
542,MU2736,B6671,昆明/1935,/,长沙
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
543,MU2745,B6638,长沙/1750,/,昆明
544,MU2746,B6638,昆明/2110,/,长沙
545,MU2755,B6462,南京/1705,昆明/2055,版纳
546,MU2756,B8017,版纳/0840,昆明/1040,南京
547,MU2765,B6803,南京/1835,/,昆明
548,MU2766,B6803,昆明/0735,/,南京
549,MU2785,B2411,南京/2130,/,昆明
550,MU2786,B1635,昆明/1630,/,南京
551,MU2975,B6637,无锡/1015,/,昆明
552,MU2976,B6637,昆明/1425,/,重庆
553,MU2985,B6872,重庆/1725,/,昆明
554,MU2986,B6872,昆明/1955,/,无锡
555,MU2995,B6639,重庆/2130,/,昆明
556,MU2996,B6639,昆明/0745,/,重庆
557,MU5077,B6802,合肥/1140,昆明/1555,曼谷
