昆明机场飞行动态,,,,,
,,,,,2017年06月27日
242,CZ3482,B6242,大理/1210,昆明/1410,广州
243,CZ3487,B6290,广州/1235,昆明/1615,丽江
244,CZ3488,B6290,丽江/1805,昆明/2010,广州
245,CZ3489,B6342,广州/1830,/,昆明
246,CZ3490,B6342,昆明/2210,/,广州
247,CZ3491,B2622,郑州/0755,昆明/1135,版纳
248,CZ3492,B2622,版纳/1325,昆明/1530,郑州
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
249,CZ3495,B2169,郑州/1355,/,昆明
250,CZ3496,B2169,昆明/1740,/,郑州
251,CZ3541,B5189,昆明/0825,/,武汉
252,CZ3542,B5340,武汉/2155,/,昆明
253,CZ3677,B6703,上海/0740,/,昆明
254,CZ3678,B6703,昆明/1205,/,上海
255,CZ3747,B1922,珠海/1945,/,昆明
256,CZ3748,B1922,昆明/2140,/,珠海
257,CZ3857,B5746,汕头/0840,/,昆明
258,CZ3858,B5746,昆明/1215,/,汕头
259,CZ3863,B5721,南宁/1835,/,昆明
260,CZ3864,B5721,昆明/2110,/,南宁
261,CZ3901,B6056,北京/0905,/,昆明
262,CZ3902,B6056,昆明/1345,/,北京
263,CZ3997,B6056,北京/1930,/,昆明
264,CZ3998,B6098,昆明/0915,/,北京
265,CZ6159,B6628,北京/1450,/,昆明
266,CZ6160,B6628,昆明/2005,/,北京
267,CZ6269,B8847,西安/1230,/,昆明
268,CZ6270,B8847,昆明/1550,/,西安
269,CZ6293,B6896,太原/1350,/,昆明
270,CZ6294,B6896,昆明/1750,/,太原
271,CZ6369,B2916,郑州/1300,昆明/1650,版纳
272,CZ6370,B2916,版纳/1855,昆明/2100,郑州
273,CZ6403,B6775,重庆/1305,/,昆明
274,CZ6404,B6775,昆明/1550,/,重庆
275,CZ6415,B6815,西安/1650,/,昆明
276,CZ6416,B6815,昆明/2005,/,西安
277,CZ6425,B9958,武汉/1040,/,昆明
278,CZ6426,B9958,昆明/1410,/,武汉
279,CZ6459,B1652,重庆/1320,/,昆明
280,CZ6460,B1652,昆明/1610,/,重庆
281,CZ6597,B8675,三亚/1750,/,昆明
282,CZ6598,B8675,昆明/2105,/,三亚
283,CZ6601,B2620,郑州/1820,/,昆明
284,CZ6602,B2620,昆明/2210,/,郑州
285,CZ6799,B8869,上海/1450,/,昆明
286,CZ6800,B8869,昆明/1945,/,上海
287,CZ6923,B6379,深圳/1840,/,昆明
288,CZ6924,B6379,昆明/2220,/,深圳
289,CZ6949,B1952,重庆/1505,/,昆明
290,CZ6950,B1952,昆明/1745,/,重庆
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
291,CZ6977,B5739,武汉/1825,/,昆明
292,CZ6978,B5739,昆明/2150,/,武汉
293,CZ8509,B6812,青岛/1945,/,昆明
294,DR5315,B5829,昆明/0725,/,长治
295,DR5316,B5829,长治/1440,/,昆明
296,DR6001,B5830,昆明/0800,/,文山
297,DR6002,B5830,文山/2230,/,昆明
298,DR6007,B5830,文山/1430,/,昆明
299,DR6008,B5830,昆明/1600,/,文山
300,DR6501,B5812,昆明/1310,/,芒市
301,DR6502,B5812,芒市/1455,/,昆明
302,DR6503,B5812,昆明/1700,/,芒市
303,DR6504,B5812,芒市/1840,/,昆明
304,DR6505,B5829,昆明/1830,/,芒市
305,DR6506,B5829,芒市/2025,/,昆明
306,DR6507,B5812,昆明/0910,/,芒市
307,DR6508,B5812,芒市/1050,/,昆明
308,DR6511,B5829,昆明/2240,/,版纳
309,DR6512,B5829,版纳/0030,/,昆明
310,DR6516,B1960,襄阳/2230,/,昆明
311,DR6521,B1595,昆明/0700,/,成都
312,DR6522,B1595,成都/2250,/,昆明
313,DR6523,B6109,昆明/1710,/,丽江
314,DR6524,B6109,丽江/2255,/,昆明
315,DR6533,B7865,昆明/0720,/,武汉
316,DR6534,B7865,武汉/2145,/,昆明
317,DR6537,B7088,昆明/1855,/,兰州
318,DR6538,B7088,兰州/2205,/,昆明
319,DR6557,B7866,昆明/1155,/,呼和
320,DR6558,B7866,呼和/2200,/,昆明
321,DR6559,B1593,昆明/1240,/,太原
322,DR6560,B1593,太原/2240,/,昆明
323,DR6569,B1593,昆明/0720,/,北海
324,DR6570,B1593,北海/0945,/,昆明
325,DR6577,B5811,昆明/0715,/,榆林
326,DR6578,B6110,榆林/1910,/,昆明
327,DR6579,B5812,昆明/2040,/,芒市
328,DR6580,B6109,芒市/1350,/,昆明
329,DR6591,B1597,昆明/0635,/,西安
330,DR6592,B1597,西安/2215,/,昆明
331,EU2223,B6850,成都/0635,/,昆明
332,EU2224,B6850,昆明/2325,/,成都
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
333,EU2225,B6850,昆明/1925,/,版纳
334,EU2226,B6850,版纳/2115,/,昆明
335,EU2721,B6850,昆明/0920,/,柳州
336,EU2722,B6850,柳州/1655,/,昆明
337,FD582,,廊曼/0900,/,昆明
338,FD583,,昆明/1320,/,廊曼
339,FM9397,B1900,长沙/1250,/,昆明
340,FM9398,B1900,昆明/1610,/,长沙
341,FM9429,B5799,衡阳/1420,/,昆明
342,FM9430,B5799,昆明/1725,/,衡阳
343,FM9451,B2563,上海/0900,/,昆明
344,FM9452,B2563,昆明/1350,/,上海
345,FM9453,B5261,上海/0815,昆明/1255,版纳
346,FM9454,B5261,版纳/1445,昆明/1640,上海
347,FM9539,B5142,温州/0740,/,昆明
348,FM9540,B5142,昆明/1200,/,温州
349,FM9541,B2688,郑州/0750,/,昆明
350,FM9542,B2688,昆明/1150,/,郑州
351,FU6509,B1435,福州/1815,/,昆明
352,FU6510,B1435,昆明/2225,/,福州
353,G52627,B3141,南阳/1545,/,昆明
354,G52628,B3141,昆明/1905,/,南阳
355,GJ8661,B8145,贵阳/2320,/,昆明
356,GJ8662,B1869,昆明/0730,/,贵阳
357,GJ8837,B8453,珠海/1150,/,昆明
358,GJ8838,B8453,昆明/1805,/,珠海
359,GJ8871,B8148,昆明/0805,/,临沂
360,GJ8872,B8148,临沂/1925,/,昆明
361,GJ8881,B1866,杭州/1710,/,昆明
362,GJ8882,B1866,昆明/2125,/,杭州
363,GS7661,B9983,西安/1925,/,昆明
364,GS7662,B9983,昆明/2250,/,西安
365,GS7855,B8959,天津/0825,/,昆明
366,GS7856,B8959,昆明/1325,/,天津
367,GX8981,B3178,南宁/0830,/,昆明
368,GX8982,B3178,昆明/1055,/,南宁
369,HO1017,B6618,大庸/1640,/,昆明
370,HO1018,B6618,昆明/1955,/,大庸
371,HO1047,B6340,毕节/1745,/,昆明
372,HO1048,B6340,昆明/1955,/,毕节
373,HO1093,B8408,上海/2105,/,昆明
374,HO1094,B6768,昆明/0740,/,上海
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
375,HO1095,B6717,毕节/1825,/,昆明
376,HO1096,B6717,昆明/2025,/,毕节
377,HO1099,B8408,上海/1200,/,昆明
378,HO1100,B8408,昆明/1635,/,上海
379,HO1121,B6640,上海/0835,/,昆明
380,HO1122,B6640,昆明/1255,/,上海
381,HU7087,B5136,海口/0740,/,昆明
382,HU7088,B5136,昆明/1035,/,海口
383,HU7111,B8015,北京/1540,/,昆明
384,HU7163,B1503,深圳/0755,/,昆明
385,HU7164,B1503,昆明/1125,/,深圳
386,HU7211,B2490,北京/0810,/,昆明
387,HU7212,B2490,昆明/1255,/,北京
388,HU7235,B5372,广州/1845,/,昆明
389,HU7236,B5372,昆明/2220,/,广州
390,HU7312,B5478,昆明/0710,/,北京
391,JD5155,B8171,丽江/1405,/,昆明
392,JD5156,B8171,昆明/1605,/,丽江
393,JD5157,B8678,杭州/1000,/,昆明
394,JD5158,B8678,昆明/1430,/,杭州
395,JD5165,B6182,丽江/0940,/,昆明
396,JD5166,B6182,昆明/1550,/,丽江
397,JD5789,B1622,版纳/1005,/,昆明
398,JD5790,B1622,昆明/1220,/,版纳
399,JD5791,B6182,昆明/1145,/,芒市
400,JD5792,B6182,芒市/1340,/,昆明
401,KA760,,香港/0800,/,昆明
402,KA760,,香港/1155,/,昆明
403,KA761,,昆明/1530,/,香港
404,KA761,,昆明/0800,/,香港
405,KE885,,首尔/1830,/,昆明
406,KE886,,昆明/2355,/,首尔
407,KN2381,B1753,石家庄/0645,/,昆明
408,KN2382,B1990,昆明/2055,/,石家庄
409,KN5211,B1990,汉中/1755,/,昆明
410,KN5212,B1753,昆明/1110,/,汉中
411,KY8203,B2669,昆明/1200,/,南京
412,KY8204,B2669,南京/1600,/,昆明
413,KY8205,B5025,昆明/0905,/,济南
414,KY8206,B5025,济南/1955,/,昆明
415,KY8209,B7870,昆明/1255,/,版纳
416,KY8210,B7870,版纳/2220,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
417,KY8219,B2669,昆明/2125,/,深圳
418,KY8220,B2669,深圳/0830,/,昆明
419,KY8221,B1507,昆明/1725,/,重庆
420,KY8222,B1507,重庆/2005,/,昆明
421,KY8231,B7871,昆明/1640,/,丽江
422,KY8232,B7871,丽江/2345,/,昆明
423,KY8233,B5702,昆明/1355,/,太原
424,KY8234,B1926,太原/2000,/,昆明
425,KY8235,B5673,昆明/0815,/,杭州
426,KY8236,B5673,杭州/1215,/,昆明
427,KY8239,B7089,昆明/1620,/,青岛
428,KY8240,B7089,青岛/2050,/,昆明
429,KY8243,B5026,昆明/1815,/,普洱
430,KY8244,B5026,普洱/1950,/,昆明
431,KY8245,B2678,昆明/1500,/,芒市
432,KY8246,B2678,芒市/1645,/,昆明
433,KY8247,B5026,昆明/2155,/,芒市
434,KY8248,B5026,芒市/2345,/,昆明
435,KY8249,B7872,昆明/2010,/,丽江
436,KY8250,B7872,版纳/2335,/,昆明
437,KY8251,B7871,昆明/0755,/,保山
438,KY8252,B7871,保山/0940,/,昆明
439,KY8253,B6492,昆明/0810,/,西安
440,KY8254,B6492,西安/1120,/,昆明
441,KY8255,B7870,昆明/0850,/,临沧
442,KY8256,B7870,临沧/1055,/,昆明
443,KY8257,B6495,昆明/0825,/,郑州
444,KY8258,B6495,郑州/1210,/,昆明
445,KY8265,B5673,昆明/1650,/,杭州
446,KY8266,B5673,杭州/2055,/,昆明
447,KY8269,B1459,昆明/1910,/,丽江
448,KY8270,B1459,版纳/2255,/,昆明
449,KY8273,B1507,昆明/1020,/,武汉
450,KY8274,B1507,武汉/1340,/,昆明
451,KY8281,B6492,昆明/1440,/,上海
452,KY8282,B6492,上海/1915,/,昆明
453,KY8283,B7089,昆明/0740,/,上海
454,KY8284,B7089,上海/1155,/,昆明
455,KY8285,B1507,昆明/2240,/,广州
456,KY8286,B1507,广州/0645,/,昆明
457,KY8295,B1991,昆明/0705,/,重庆
458,KY8296,B1991,重庆/1620,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
459,KY8297,B2679,昆明/0940,/,石家庄
460,KY8298,B2679,石家庄/2010,/,昆明
461,KY8301,B2678,昆明/1840,/,惠州
462,KY8302,B2678,惠州/2130,/,昆明
463,KY8307,B6495,昆明/1650,/,南昌
464,KY8308,B5702,南昌/0940,/,昆明
465,KY8313,B1459,昆明/0800,/,腾冲
466,KY8314,B1459,腾冲/1650,/,昆明
467,KY8315,B7872,昆明/0720,/,腾冲
468,KY8316,B7872,腾冲/1805,/,昆明
469,KY8321,B6491,昆明/0815,/,成都
470,KY8322,B6491,成都/1045,/,昆明
471,KY8333,B7873,昆明/0950,/,西安
472,KY8334,B7873,西安/2145,/,昆明
473,KY8337,B6493,昆明/1040,/,临汾
474,KY8338,B6493,临汾/1400,/,昆明
475,KY8339,B2678,昆明/0810,/,运城
476,KY8340,B2678,运城/1115,/,昆明
477,KY8341,B2667,昆明/0915,/,厦门
478,KY8342,B2667,厦门/1915,/,昆明
479,KY8361,B6491,昆明/1410,/,合艾
480,KY8362,B6491,合艾/1850,/,昆明
481,MF8405,B5386,厦门/0805,/,昆明
482,MF8406,B5386,昆明/1150,/,厦门
483,MF8417,B5605,厦门/1200,/,昆明
484,MF8418,B5605,昆明/1540,/,厦门
485,MF8427,B5791,福州/0805,/,昆明
486,MF8428,B5791,昆明/1220,/,福州
487,MF8429,B5151,厦门/2100,/,昆明
488,MF8430,B5605,昆明/0805,/,厦门
489,MF8461,B6889,武汉/1555,/,昆明
490,MF8462,B6889,昆明/1915,/,武汉
491,MF8475,B5552,福州/1555,/,昆明
492,MF8476,B5552,昆明/2015,/,福州
493,MU2027,B1789,昆明/0815,/,台北
494,MU2028,B1789,台北/1230,/,昆明
495,MU2029,B5527,昆明/1445,/,曼德勒
496,MU2030,B5795,曼德勒/1315,/,昆明
497,MU2031,B1908,昆明/1355,/,仰光
498,MU2032,B1908,仰光/1725,/,昆明
499,MU2035,B6148,北京/0755,昆明/1300,达卡
500,MU2036,B6148,达卡/1635,昆明/2030,北京
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
501,MU215,B8226,昆明/0910,/,南京
502,MU2177,B6880,宁波/1415,/,昆明
503,MU2178,B6880,昆明/1825,/,宁波
504,MU2181,B6372,西安/0750,/,昆明
505,MU2182,B6372,昆明/1115,/,西安
506,MU2205,B6877,银川/0740,/,昆明
507,MU2206,B6877,昆明/1135,/,银川
508,MU2207,B6372,西安/1445,/,昆明
509,MU2208,B6372,昆明/1810,/,西安
510,MU2245,B6876,西宁/1950,/,昆明
511,MU2246,B6876,昆明/2315,/,西宁
512,MU2249,B8395,兰州/0715,/,昆明
513,MU2250,B8395,昆明/1035,/,兰州
514,MU2263,B5647,昆明/0945,/,西安
515,MU2264,B5647,西安/2100,/,昆明
516,MU2359,B6876,西宁/0705,/,昆明
517,MU2360,B6876,昆明/1020,/,西宁
518,MU2361,B1838,西安/1815,/,昆明
519,MU2362,B1838,昆明/2130,/,西安
520,MU2485,B7876,武汉/1200,/,昆明
521,MU2486,B7876,昆明/1525,/,武汉
522,MU2493,B7375,武汉/1955,/,昆明
523,MU2494,B7375,昆明/1120,/,武汉
524,MU2495,B5199,成都/0730,/,昆明
525,MU2496,B5199,昆明/1010,/,成都
526,MU2497,B7375,武汉/0755,/,昆明
527,MU2498,B7375,昆明/2320,/,武汉
528,MU2561,B5295,昆明/1405,/,琅勃
529,MU2562,B5295,琅勃/1630,/,昆明
530,MU2567,B5701,广州/0630,昆明/1030,曼德勒
531,MU2568,B5527,曼德勒/1730,昆明/2205,广州
532,MU2571,B5259,昆明/1605,/,加德
533,MU2572,B5259,加德/2020,/,昆明
534,MU2575,B5809,昆明/1505,/,河内
535,MU2576,B5809,河内/1725,/,昆明
536,MU2581,B1788,昆明/1320,/,岘港
537,MU2582,B1788,岘港/1615,/,昆明
538,MU2585,B5242,昆明/1550,/,胡市
539,MU2586,B5242,胡市/2010,/,昆明
540,MU2587,B6143,北京/0855,昆明/1410,奈比多
541,MU2588,B6143,奈比多/1710,昆明/2025,北京
542,MU2589,B1790,昆明/0805,/,万象
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
543,MU2590,B1790,万象/1050,/,昆明
544,MU2591,B6758,昆明/0120,/,普吉
545,MU2593,B6249,昆明/1430,/,清迈
546,MU2594,B6249,清迈/1730,/,昆明
547,MU2599,B5816,昆明/1620,/,金边
548,MU2600,B5816,金边/2005,/,昆明
549,MU2705,B8017,南京/0730,昆明/1130,丽江
550,MU2706,B8017,丽江/1330,昆明/1535,南京
551,MU2715,B6892,长沙/1345,/,昆明
552,MU2716,B6892,昆明/1710,/,长沙
553,MU2725,B6757,南京/1225,/,昆明
554,MU2726,B6757,昆明/0830,/,南京
555,MU2735,B6891,长沙/1625,/,昆明
556,MU2736,B6891,昆明/1935,/,长沙
557,MU2745,B8018,长沙/1750,/,昆明
