昆明机场飞行动态,,,,,
,,,,,2017年06月19日
126,8L9986,B8445,太原/2245,/,昆明
127,8L9987,B6943,昆明/2130,/,北京
128,8L9991,B7992,昆明/1215,/,兰州
129,8L9992,B7992,兰州/2310,/,昆明
130,8L9993,B1588,昆明/2155,/,西安
131,9C8823,B6612,遵义/1415,/,昆明
132,9C8824,B6612,昆明/1635,/,遵义
133,9C8829,B6852,常德/1630,/,昆明
134,9C8830,B6852,昆明/1935,/,常德
135,9C8937,B6970,石家庄/1035,/,昆明
136,9C8938,B6970,昆明/1450,/,石家庄
137,9C8953,B6708,上海/0725,/,昆明
138,9C8954,B6708,昆明/1245,/,上海
139,A67105,B8285,昆明/0940,/,南昌
140,A67106,B8318,南昌/1440,/,昆明
141,A67107,B8318,昆明/1825,/,郑州
142,A67108,B8318,郑州/2245,/,昆明
143,A67113,B8432,昆明/0725,/,临沂
144,A67114,B8432,临沂/2015,/,昆明
145,AK101,,VMKK/1305,/,昆明
146,AK102,,昆明/1740,/,吉隆坡
147,B7289,,高雄/0735,/,昆明
148,B7290,,昆明/1210,/,高雄
149,BK2743,B7373,昆明/1425,/,版纳
150,BK2744,B7373,版纳/1615,/,昆明
151,BK2797,B1963,长沙/0705,/,昆明
152,BK2798,B1963,昆明/1810,/,长沙
153,BK2897,B7373,天津/0945,/,昆明
154,BK2898,B7373,昆明/1820,/,天津
155,CA1401,B7182,天津/1530,/,昆明
156,CA1402,B7182,昆明/2020,/,天津
157,CA1403,B5167,北京/0630,/,昆明
158,CA1404,B5167,昆明/1140,/,北京
159,CA1467,,天津/1240,/,昆明
160,CA1468,,昆明/1720,/,天津
161,CA1481,B5447,运城/1120,/,昆明
162,CA1482,B5447,昆明/1450,/,运城
163,CA1487,B5227,达县/1215,/,昆明
164,CA1488,B5227,昆明/1510,/,达县
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
165,CA1751,B6023,杭州/0715,/,昆明
166,CA1752,B8743,昆明/1230,/,杭州
167,CA1753,B6733,杭州/1455,/,昆明
168,CA1754,B6733,昆明/1940,/,杭州
169,CA1937,B6882,上海/1555,/,昆明
170,CA1938,B6882,昆明/2100,/,上海
171,CA1955,B8743,温州/0800,/,昆明
172,CA1956,B6023,昆明/1210,/,温州
173,CA1987,B6676,温州/1730,/,昆明
174,CA1988,B6676,昆明/2205,/,温州
175,CA415,B6478,成都/0815,昆明/1050,仰光
176,CA415,,昆明/0800,/,仰光
177,CA416,,仰光/0800,/,昆明
178,CA416,B6478,仰光/1400,昆明/1720,成都
179,CA4171,B6828,昆明/0725,/,北京
180,CA4172,B6828,北京/1155,/,昆明
181,CA4173,B6828,昆明/1645,/,北京
182,CA4174,B6828,北京/2120,/,昆明
183,CA4175,B8491,昆明/0710,/,沈阳
184,CA4176,B8491,沈阳/1130,/,昆明
185,CA4275,B6846,昆明/1545,/,哈尔滨
186,CA4276,B6846,哈尔滨/0925,/,昆明
187,CA4413,B6767,成都/1115,/,昆明
188,CA4414,B6767,昆明/1355,/,成都
189,CA4417,B9925,成都/2105,/,昆明
190,CA4418,B6967,昆明/0850,/,成都
191,CA4459,B6847,成都/2155,/,昆明
192,CA4460,B8491,昆明/1825,/,成都
193,CA8929,,郑州/1100,/,昆明
194,CA8930,,昆明/1450,/,郑州
195,CF9017,B2824,昆明/0005,/,南京
196,CF9018,B2824,南京/0600,/,昆明
197,CZ3247,B5419,桂林/1220,/,昆明
198,CZ3248,B5419,昆明/1500,/,桂林
199,CZ3407,B6826,广州/1355,/,昆明
200,CZ3408,B6826,昆明/1735,/,广州
201,CZ3409,B6528,广州/0820,/,昆明
202,CZ3410,B6528,昆明/1155,/,广州
203,CZ3415,B5747,广州/1135,/,昆明
204,CZ3416,B5747,昆明/1500,/,广州
205,CZ3419,B6283,广州/2125,/,昆明
206,CZ3420,B2408,昆明/0735,/,广州
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
207,CZ3431,B8547,海口/0805,/,昆明
208,CZ3432,B8547,昆明/1055,/,海口
209,CZ3449,B1781,广州/1510,/,昆明
210,CZ3450,B1781,昆明/1845,/,广州
211,CZ3451,B2369,深圳/1345,昆明/1720,丽江
212,CZ3452,B2369,丽江/1915,昆明/2120,深圳
213,CZ3467,B6976,长沙/1825,/,昆明
214,CZ3468,B6976,昆明/2130,/,长沙
215,CZ3481,B6202,广州/0700,昆明/1030,大理
216,CZ3482,B6202,大理/1210,昆明/1410,广州
217,CZ3487,B6018,广州/1235,昆明/1615,丽江
218,CZ3488,B6018,丽江/1805,昆明/2010,广州
219,CZ3489,B6526,广州/1830,/,昆明
220,CZ3490,B6526,昆明/2210,/,广州
221,CZ3491,B2916,郑州/0755,昆明/1135,版纳
222,CZ3492,B2916,版纳/1325,昆明/1530,郑州
223,CZ3495,B5232,郑州/1355,/,昆明
224,CZ3496,B5232,昆明/1740,/,郑州
225,CZ3541,B1737,昆明/0755,/,武汉
226,CZ3542,B1737,武汉/2355,/,昆明
227,CZ3677,B8869,上海/0740,/,昆明
228,CZ3678,B8869,昆明/1205,/,上海
229,CZ3747,B1776,珠海/2025,/,昆明
230,CZ3748,B1776,昆明/2140,/,珠海
231,CZ3857,B5837,汕头/0840,/,昆明
232,CZ3858,B5837,昆明/1215,/,汕头
233,CZ3863,B5748,南宁/1835,/,昆明
234,CZ3864,B5748,昆明/2110,/,南宁
235,CZ3901,B6111,北京/0905,/,昆明
236,CZ3902,B6111,昆明/1345,/,北京
237,CZ3997,B6111,北京/1930,/,昆明
238,CZ6159,B6077,北京/1450,/,昆明
239,CZ6160,B6077,昆明/2005,/,北京
240,CZ6369,B2622,郑州/1300,昆明/1650,版纳
241,CZ6370,B2622,版纳/1855,昆明/2100,郑州
242,CZ6403,B6783,重庆/1305,/,昆明
243,CZ6404,B6783,昆明/1550,/,重庆
244,CZ6415,B9917,西安/1850,/,昆明
245,CZ6416,B9917,昆明/2145,/,西安
246,CZ6425,B1829,武汉/1040,/,昆明
247,CZ6426,B1829,昆明/1355,/,武汉
248,CZ6427,B1828,长沙/1440,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
249,CZ6428,B1828,昆明/1745,/,长沙
250,CZ6459,B2418,重庆/1320,/,昆明
251,CZ6460,B2418,昆明/1610,/,重庆
252,CZ6561,B5716,义乌/1630,/,昆明
253,CZ6562,B5716,昆明/2035,/,义乌
254,CZ6597,B8640,三亚/1750,/,昆明
255,CZ6598,B8640,昆明/2105,/,三亚
256,CZ6601,B5698,郑州/1820,/,昆明
257,CZ6602,B5698,昆明/2210,/,郑州
258,CZ6799,B8848,上海/1450,/,昆明
259,CZ6800,B8848,昆明/1945,/,上海
260,CZ6923,B6978,深圳/1840,/,昆明
261,CZ6924,B6978,昆明/2220,/,深圳
262,CZ6949,B1950,重庆/1505,/,昆明
263,CZ6950,B1950,昆明/1745,/,重庆
264,CZ6977,B5070,武汉/1825,/,昆明
265,CZ6978,B5070,昆明/2220,/,武汉
266,CZ8510,B1652,昆明/0810,/,青岛
267,DR5313,B5830,昆明/0725,/,恩施
268,DR5314,B5830,恩施/1540,/,昆明
269,DR6501,B6109,昆明/1310,/,芒市
270,DR6502,B6109,芒市/1455,/,昆明
271,DR6503,B6109,昆明/1700,/,芒市
272,DR6504,B6109,芒市/1840,/,昆明
273,DR6505,B5830,昆明/1830,/,芒市
274,DR6506,B5830,芒市/2025,/,昆明
275,DR6507,B6109,昆明/0910,/,芒市
276,DR6508,B6109,芒市/1055,/,昆明
277,DR6509,B7088,昆明/0840,/,版纳
278,DR6510,B7088,版纳/1035,/,昆明
279,DR6511,B5830,昆明/2240,/,版纳
280,DR6512,B5830,版纳/0030,/,昆明
281,DR6515,B7088,昆明/1330,/,襄阳
282,DR6516,B7088,襄阳/2230,/,昆明
283,DR6521,B1593,昆明/0700,/,成都
284,DR6522,B1593,成都/2250,/,昆明
285,DR6523,B5811,昆明/1710,/,丽江
286,DR6524,B5811,丽江/2255,/,昆明
287,DR6529,B5829,昆明/0735,/,太原
288,DR6530,B5829,太原/1455,/,昆明
289,DR6533,B7866,昆明/0720,/,武汉
290,DR6534,B7866,武汉/2145,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
291,DR6537,B5829,昆明/1855,/,兰州
292,DR6538,B5829,兰州/2205,/,昆明
293,DR6559,B1595,昆明/1240,/,太原
294,DR6560,B1595,太原/2210,/,昆明
295,DR6561,B7867,昆明/1155,/,青岛
296,DR6562,B7867,青岛/2205,/,昆明
297,DR6569,B1595,昆明/0720,/,北海
298,DR6570,B1595,北海/0945,/,昆明
299,DR6577,B5812,昆明/0715,/,榆林
300,DR6578,B6110,榆林/1910,/,昆明
301,DR6579,B6109,昆明/2040,/,芒市
302,DR6580,B5811,芒市/1350,/,昆明
303,DR6591,B1960,昆明/0635,/,西安
304,DR6592,B1960,西安/2215,/,昆明
305,EU2223,B6940,成都/0635,/,昆明
306,EU2224,B6940,昆明/2325,/,成都
307,EU2225,B6940,昆明/1925,/,版纳
308,EU2226,B6940,版纳/2115,/,昆明
309,EU2721,B6940,昆明/0920,/,柳州
310,EU2722,B6940,柳州/1655,/,昆明
311,FD582,,廊曼/0900,/,昆明
312,FD583,,昆明/1320,/,廊曼
313,FM9397,B1900,长沙/1250,/,昆明
314,FM9398,B1900,昆明/1610,/,长沙
315,FM9429,B1742,衡阳/1420,/,昆明
316,FM9430,B1742,昆明/1725,/,衡阳
317,FM9451,B2567,上海/0900,/,昆明
318,FM9452,B2567,昆明/1350,/,上海
319,FM9453,B5261,上海/0815,昆明/1300,版纳
320,FM9454,B5261,版纳/1445,昆明/1650,上海
321,FM9539,B5142,温州/0740,/,昆明
322,FM9540,B5142,昆明/1200,/,温州
323,FM9541,B5132,郑州/0750,/,昆明
324,FM9542,B5132,昆明/1150,/,郑州
325,FU6509,B7105,福州/1815,/,昆明
326,FU6510,B7105,昆明/2225,/,福州
327,GJ8661,B8243,贵阳/2320,/,昆明
328,GJ8662,B8148,昆明/0730,/,贵阳
329,GJ8689,B1867,昆明/0805,/,徐州
330,GJ8690,B1867,徐州/1940,/,昆明
331,GS7653,B8066,西安/0805,/,昆明
332,GS7654,B8066,昆明/1140,/,西安
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
333,GS7661,B6903,西安/1925,/,昆明
334,GS7662,B6903,昆明/2250,/,西安
335,GS7855,B8659,天津/0825,/,昆明
336,GS7856,B8659,昆明/1325,/,天津
337,GS7857,B1850,西安/1040,/,昆明
338,GS7858,B1850,昆明/1405,/,西安
339,GS7875,B1692,西安/1640,/,昆明
340,GS7876,B1692,昆明/1950,/,西安
341,HO1019,B1871,大庸/1635,/,昆明
342,HO1020,B1871,昆明/1930,/,大庸
343,HO1091,B6670,上海/1610,/,昆明
344,HO1092,B6670,昆明/2025,/,上海
345,HO1093,B8408,上海/2105,/,昆明
346,HO1094,B6619,昆明/0740,/,上海
347,HO1095,B6787,毕节/1640,/,昆明
348,HO1096,B6787,昆明/1840,/,毕节
349,HO1099,B8408,上海/1200,/,昆明
350,HO1100,B8408,昆明/1635,/,上海
351,HO1121,B6788,上海/0835,/,昆明
352,HO1122,B6788,昆明/1255,/,上海
353,HO1651,B6861,南京/2100,/,昆明
354,HO1652,B8236,昆明/0705,/,南京
355,HO1681,B6966,毕节/1255,/,昆明
356,HO1682,B6966,昆明/1505,/,毕节
357,HU7087,B5853,海口/0740,/,昆明
358,HU7088,B5853,昆明/1035,/,海口
359,HU7089,B2647,海口/1940,/,昆明
360,HU7090,B2647,昆明/2240,/,海口
361,HU7111,B1726,北京/1540,/,昆明
362,HU7112,B1726,昆明/2025,/,北京
363,HU7163,B5522,深圳/0755,/,昆明
364,HU7164,B5522,昆明/1125,/,深圳
365,HU7211,B2723,北京/0810,/,昆明
366,HU7212,B2723,昆明/1255,/,北京
367,HU7235,B5428,广州/1600,/,昆明
368,HU7236,B5428,昆明/1930,/,广州
369,HU7311,B1503,北京/2130,/,昆明
370,HU7312,B1726,昆明/0710,/,北京
371,JD5155,B6952,丽江/1405,/,昆明
372,JD5156,B6952,昆明/1605,/,丽江
373,JD5157,B8678,杭州/1000,/,昆明
374,JD5158,B8678,昆明/1430,/,杭州
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
375,JD5165,B6182,丽江/0940,/,昆明
376,JD5166,B6182,昆明/1550,/,丽江
377,JD5789,B6199,版纳/1005,/,昆明
378,JD5790,B6199,昆明/1220,/,版纳
379,JD5791,B6182,昆明/1145,/,芒市
380,JD5792,B6182,芒市/1340,/,昆明
381,KA760,,香港/1155,/,昆明
382,KA760,,香港/0800,/,昆明
383,KA761,,昆明/1530,/,香港
384,KA761,,昆明/0800,/,香港
385,KE885,,首尔仁川/1830,/,昆明
386,KE886,,昆明/2355,/,首尔仁川
387,KY8203,B5673,昆明/1200,/,南京
388,KY8204,B5673,南京/1600,/,昆明
389,KY8205,B5025,昆明/0905,/,济南
390,KY8206,B5025,济南/1955,/,昆明
391,KY8209,B7871,昆明/1300,/,版纳
392,KY8210,B7871,版纳/2220,/,昆明
393,KY8219,B5673,昆明/2125,/,深圳
394,KY8220,B5673,深圳/0830,/,昆明
395,KY8221,B5672,昆明/1725,/,重庆
396,KY8222,B5672,重庆/2005,/,昆明
397,KY8229,B2678,昆明/0800,/,腾冲
398,KY8230,B2678,腾冲/1620,/,昆明
399,KY8231,B7870,昆明/1640,/,丽江
400,KY8232,B7870,丽江/2345,/,昆明
401,KY8233,B6491,昆明/1355,/,太原
402,KY8234,B1991,太原/2000,/,昆明
403,KY8235,B2669,昆明/0815,/,杭州
404,KY8236,B2669,杭州/1215,/,昆明
405,KY8239,B5702,昆明/1620,/,青岛
406,KY8240,B5702,青岛/2050,/,昆明
407,KY8243,B2678,昆明/1815,/,普洱
408,KY8244,B2678,普洱/1950,/,昆明
409,KY8245,B5026,昆明/1310,/,芒市
410,KY8246,B5026,芒市/1450,/,昆明
411,KY8247,B2678,昆明/2155,/,芒市
412,KY8248,B2678,芒市/2345,/,昆明
413,KY8249,B7872,昆明/2010,/,丽江
414,KY8250,B7872,版纳/2335,/,昆明
415,KY8251,B7871,昆明/0800,/,保山
416,KY8252,B7871,保山/0940,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
417,KY8253,B6495,昆明/0810,/,西安
418,KY8254,B6495,西安/1120,/,昆明
419,KY8255,B7870,昆明/0900,/,临沧
420,KY8256,B7870,临沧/1055,/,昆明
421,KY8257,B6493,昆明/0825,/,郑州
422,KY8258,B6493,郑州/1210,/,昆明
423,KY8261,B1926,昆明/0700,/,重庆
424,KY8262,B1926,重庆/1610,/,昆明
425,KY8265,B2669,昆明/1650,/,杭州
426,KY8266,B2669,杭州/2055,/,昆明
427,KY8269,B2679,昆明/1910,/,丽江
428,KY8270,B2679,版纳/2255,/,昆明
429,KY8273,B5672,昆明/1020,/,武汉
430,KY8274,B5672,武汉/1340,/,昆明
431,KY8275,B6492,昆明/1410,/,济南
432,KY8276,B6492,济南/1905,/,昆明
433,KY8281,B6495,昆明/1440,/,上海
434,KY8282,B6495,上海/1915,/,昆明
435,KY8283,B5702,昆明/0740,/,上海
436,KY8284,B5702,上海/1155,/,昆明
437,KY8285,B5672,昆明/2240,/,广州
438,KY8286,B5672,广州/0645,/,昆明
439,KY8295,B7873,昆明/0705,/,重庆
440,KY8296,B7873,重庆/1620,/,昆明
441,KY8297,B1507,昆明/0940,/,石家庄
442,KY8298,B1507,石家庄/2010,/,昆明
443,KY8301,B5026,昆明/1840,/,惠州
444,KY8302,B5026,惠州/2130,/,昆明
445,KY8307,B6493,昆明/1650,/,南昌
446,KY8308,B6491,南昌/0940,/,昆明
447,KY8313,B2679,昆明/0800,/,腾冲
448,KY8314,B2679,腾冲/1650,/,昆明
449,KY8315,B7872,昆明/0720,/,腾冲
450,KY8316,B7872,腾冲/1805,/,昆明
451,KY8321,B6492,昆明/0815,/,成都
452,KY8322,B6492,成都/1045,/,昆明
453,KY8333,B7089,昆明/1000,/,西安
454,KY8334,B7089,西安/2145,/,昆明
455,KY8341,B2667,昆明/0915,/,厦门
456,KY8342,B2667,厦门/1915,/,昆明
457,MF8405,B5151,厦门/0805,/,昆明
458,MF8406,B5151,昆明/1150,/,厦门
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
459,MF8417,B5389,厦门/1200,/,昆明
460,MF8418,B5389,昆明/1540,/,厦门
461,MF8427,B5279,福州/0805,/,昆明
462,MF8428,B5279,昆明/1220,/,福州
463,MF8430,B5389,昆明/0805,/,厦门
464,MF8461,B7176,武汉/1605,/,昆明
465,MF8462,B7176,昆明/1915,/,武汉
466,MF8641,B5308,珠海/1705,/,昆明
467,MF8642,B5308,昆明/2010,/,珠海
468,MU2030,B5701,曼德勒/1315,/,昆明
469,MU2031,B7170,昆明/1400,/,仰光
470,MU2032,B7170,仰光/1725,/,昆明
471,MU2035,B1790,昆明/1300,/,达卡
472,MU2036,B1790,达卡/1635,昆明/2030,北京
473,MU2143,B5257,太原/0735,/,昆明
474,MU2144,B5257,昆明/1940,/,太原
475,MU216,B5962,南京/1630,/,昆明
476,MU2185,B9943,银川/1505,/,昆明
477,MU2186,B9943,昆明/1850,/,银川
478,MU2205,B9943,银川/0740,/,昆明
479,MU2206,B9943,昆明/1135,/,银川
480,MU2207,B1812,西安/1445,/,昆明
481,MU2208,B1812,昆明/1810,/,西安
482,MU2245,B6876,西宁/1950,/,昆明
483,MU2246,B6876,昆明/2315,/,西宁
484,MU2249,B8558,兰州/0715,/,昆明
485,MU2250,B8558,昆明/1035,/,兰州
486,MU2359,B6876,西宁/0705,/,昆明
487,MU2360,B6876,昆明/1020,/,西宁
488,MU2433,B2333,宜昌/1700,/,昆明
489,MU2434,B2333,昆明/2020,/,宜昌
490,MU2485,B6017,武汉/1200,/,昆明
491,MU2486,B6017,昆明/1525,/,武汉
492,MU2493,B5589,武汉/1955,/,昆明
493,MU2494,B5589,昆明/1120,/,武汉
494,MU2495,B5199,成都/0755,/,昆明
495,MU2496,B5199,昆明/1035,/,成都
496,MU2497,B5589,武汉/0755,/,昆明
497,MU2498,B5589,昆明/2320,/,武汉
498,MU2571,B6142,昆明/1605,/,加德
499,MU2572,B6142,加德/2020,/,昆明
500,MU2573,B6143,北京/0910,昆明/1430,万象
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
501,MU2574,B6143,万象/1715,昆明/2030,北京
502,MU2589,B6147,昆明/0805,/,万象
503,MU2590,B6147,万象/1050,/,昆明
504,MU2592,B2229,普吉/0530,/,昆明
505,MU2593,B6147,昆明/1430,/,清迈
506,MU2594,B6147,清迈/1730,/,昆明
507,MU2597,B7599,昆明/1440,/,清莱
508,MU2598,B7599,清莱/1735,/,昆明
509,MU2705,B6462,南京/0730,昆明/1130,丽江
510,MU2706,B6462,丽江/1330,昆明/1535,南京
511,MU2715,B9902,长沙/1345,/,昆明
512,MU2716,B9902,昆明/1655,/,长沙
513,MU2725,B8497,南京/1225,/,昆明
514,MU2726,B8497,昆明/0830,/,南京
515,MU2735,B2220,长沙/1635,/,昆明
516,MU2736,B2220,昆明/1935,/,长沙
517,MU2745,B2221,长沙/1750,/,昆明
518,MU2746,B2221,昆明/2110,/,长沙
519,MU2755,B6472,南京/1705,昆明/2055,版纳
520,MU2756,B6463,版纳/0840,昆明/1040,南京
521,MU2765,B8498,南京/1835,/,昆明
522,MU2766,B8498,昆明/0735,/,南京
523,MU2785,B8496,南京/2130,/,昆明
524,MU2786,B8497,昆明/1630,/,南京
525,MU2975,B2412,无锡/1015,/,昆明
526,MU2976,B2412,昆明/1425,/,重庆
527,MU2985,B1636,重庆/1725,/,昆明
528,MU2986,B1636,昆明/1955,/,无锡
529,MU2995,B6890,重庆/2130,/,昆明
530,MU2996,B1636,昆明/0745,/,重庆
531,MU5077,B6802,合肥/1140,昆明/1555,曼谷
532,MU5078,B6802,曼谷/2050,昆明/0055,合肥
533,MU5094,B1609,昆明/0855,/,兰州
534,MU5145,B1723,太原/1820,/,昆明
535,MU5146,B1773,昆明/2120,/,太原
536,MU5229,B1773,温州/1715,/,昆明
537,MU5230,B1723,昆明/2225,/,温州
538,MU5292,B5492,太原/1210,/,昆明
539,MU5299,B5492,昆明/1615,/,太原
540,MU5329,B6012,合肥/1500,/,昆明
541,MU5330,B6012,昆明/1840,/,合肥
542,MU5369,B5903,上海/1935,/,昆明
序号,航班号,机号,"起飞机场/
起飞时刻","经停机场/
起飞时刻",目的机场
543,MU5370,B5902,昆明/0840,/,上海
544,MU5437,B6465,南充/1230,/,昆明
545,MU5438,B6465,昆明/1540,/,南充
546,MU5449,B6799,重庆/0650,/,昆明
547,MU5450,B6799,昆明/2205,/,重庆
548,MU5453,B1836,武汉/1050,/,昆明
549,MU5454,B1836,昆明/1415,/,武汉
550,MU5456,B2229,昆明/0930,/,宁波
551,MU5461,B5257,温州/1520,/,昆明
552,MU5462,B5257,昆明/1135,/,温州
553,MU5463,B6799,合肥/1750,/,昆明
554,MU5464,B6799,昆明/0935,/,合肥
555,MU5465,B8575,南昌/1235,/,昆明
556,MU5469,B1865,南昌/0720,/,昆明
557,MU5470,B1865,昆明/1050,/,南昌
558,MU5471,B2335,重庆/1750,/,昆明
